,SCHW US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,8.6695
2020-01-02,8.847
2020-01-03,8.5237
2020-01-04,8.5237
2020-01-05,8.5237
2020-01-06,8.6112
2020-01-07,8.6854
2020-01-08,8.7622
2020-01-09,8.8152
2020-01-10,8.7331
2020-01-11,8.7331
2020-01-12,8.7331
2020-01-13,8.7914
2020-01-14,8.7092
2020-01-15,8.5529
2020-01-16,9.051
2020-01-17,8.8761
2020-01-18,8.8761
2020-01-19,8.8761
2020-01-20,8.8761
2020-01-21,8.9053
2020-01-22,9.0325
2020-01-23,8.8973
2020-01-24,8.5608
2020-01-25,8.5608
2020-01-26,8.5608
2020-01-27,8.1925
2020-01-28,8.3356
2020-01-29,8.2429
2020-01-30,8.5714
2020-01-31,8.1369
2020-02-01,8.1369
2020-02-02,8.1369
2020-02-03,8.1713
2020-02-04,8.5423
2020-02-05,8.8629
2020-02-06,8.741
2020-02-07,8.6032
2020-02-08,8.6032
2020-02-09,8.6032
2020-02-10,8.4601
2020-02-11,8.6986
2020-02-12,8.7304
2020-02-13,8.5979
2020-02-14,8.582
2020-02-15,8.582
2020-02-16,8.582
2020-02-17,8.582
2020-02-18,8.4495
2020-02-19,8.6377
2020-02-20,8.9397
2020-02-21,8.3065
2020-02-22,8.3065
2020-02-23,8.3065
2020-02-24,7.6732
2020-02-25,7.0902
2020-02-26,7.0425
2020-02-27,7.1865
2020-02-28,6.8788
2020-02-29,6.8788
2020-03-01,6.8788
2020-03-02,7.2051
2020-03-03,6.2288
2020-03-04,5.9263
2020-03-05,5.3002
2020-03-06,5.1224
2020-03-07,5.1224
2020-03-08,5.1224
2020-03-09,4.0983
2020-03-10,4.8067
2020-03-11,4.6714
2020-03-12,3.6102
2020-03-13,5.0535
2020-03-14,5.0535
2020-03-15,5.0535
2020-03-16,4.1753
2020-03-17,5.003
2020-03-18,4.6688
2020-03-19,4.5096
2020-03-20,4.2257
2020-03-21,4.2257
2020-03-22,4.2257
2020-03-23,3.6287
2020-03-24,4.2177
2020-03-25,5.133
2020-03-26,5.1304
2020-03-27,4.9845
2020-03-28,4.9845
2020-03-29,4.9845
2020-03-30,5.1755
2020-03-31,5.1755
2020-04-01,5.1755
2020-04-02,5.1755
2020-04-03,5.1755
2020-04-04,5.1755
2020-04-05,5.1755
2020-04-06,5.1755
2020-04-07,5.1755
2020-04-08,5.1755
2020-04-09,5.1755
2020-04-10,5.1755
2020-04-11,5.1755
2020-04-12,5.1755
2020-04-13,5.1755
2020-04-14,5.1755
2020-04-15,5.1755
2020-04-16,5.1755
2020-04-17,5.1755
2020-04-18,5.1755
2020-04-19,5.1755
2020-04-20,5.1755
2020-04-21,5.1755
2020-04-22,5.1755
2020-04-23,5.1755
2020-04-24,5.1755
2020-04-25,5.1755
2020-04-26,5.1755
2020-04-27,5.1755
2020-04-28,5.1755
2020-04-29,5.1755
2020-04-30,5.1755
2020-05-01,5.1755
2020-05-02,5.1755
2020-05-03,5.1755
2020-05-04,5.1755
2020-05-05,5.1755
2020-05-06,5.1755
2020-05-07,5.1755
2020-05-08,5.1755
2020-05-09,5.1755
2020-05-10,5.1755
2020-05-11,5.1755
2020-05-12,5.1755
2020-05-13,5.1755
2020-05-14,5.1755
2020-05-15,5.1755
2020-05-16,5.1755
2020-05-17,5.1755
2020-05-18,5.1755
2020-05-19,5.1755
2020-05-20,5.1755
2020-05-21,5.1755
2020-05-22,5.1755
2020-05-23,5.1755
2020-05-24,5.1755
2020-05-25,5.1755
2020-05-26,5.1755
2020-05-27,5.1755
2020-05-28,5.1755
2020-05-29,5.1755
2020-05-30,5.1755
2020-05-31,5.1755
2020-06-01,5.1755
2020-06-02,5.1755
2020-06-03,5.1755
2020-06-04,5.1755
2020-06-05,5.1755
2020-06-06,5.1755
2020-06-07,5.1755
2020-06-08,5.1755
2020-06-09,5.1755
2020-06-10,5.1755
2020-06-11,5.1755
2020-06-12,5.1755
2020-06-13,5.1755
2020-06-14,5.1755
2020-06-15,5.1755
2020-06-16,5.1755
2020-06-17,5.1755
2020-06-18,5.1755
2020-06-19,5.1755
2020-06-20,5.1755
2020-06-21,5.1755
2020-06-22,5.1755
2020-06-23,5.1755
2020-06-24,5.1755
2020-06-25,5.1755
2020-06-26,5.1755
2020-06-27,5.1755
2020-06-28,5.1755
2020-06-29,5.1755
2020-06-30,5.5427
2020-07-01,5.3263
2020-07-02,5.4375
2020-07-03,5.4375
2020-07-04,5.4375
2020-07-05,5.4375
2020-07-06,5.684
2020-07-07,5.5878
2020-07-08,5.7501
2020-07-09,5.5848
2020-07-10,5.8613
2020-07-11,5.8613
2020-07-12,5.8613
2020-07-13,5.7501
2020-07-14,5.7862
2020-07-15,6.1198
2020-07-16,5.8974
2020-07-17,5.4525
2020-07-18,5.4525
2020-07-19,5.4525
2020-07-20,5.5727
2020-07-21,5.9936
2020-07-22,5.8793
2020-07-23,5.9845
2020-07-24,5.9034
2020-07-25,5.9034
2020-07-26,5.9034
2020-07-27,5.5727
2020-07-28,5.5186
2020-07-29,5.6449
2020-07-30,5.4946
2020-07-31,5.3653
2020-08-01,5.3653
2020-08-02,5.3653
2020-08-03,5.4224
2020-08-04,5.6058
2020-08-05,5.681
2020-08-06,5.3623
2020-08-07,5.6329
2020-08-08,5.6329
2020-08-09,5.6329
2020-08-10,5.5704
2020-08-11,5.9194
2020-08-12,5.8833
2020-08-13,5.8141
2020-08-14,5.9465
2020-08-15,5.9465
2020-08-16,5.9465
2020-08-17,5.8171
2020-08-18,5.9164
2020-08-19,6.1451
2020-08-20,5.7961
2020-08-21,5.766
2020-08-22,5.766
2020-08-23,5.766
2020-08-24,5.9676
2020-08-25,6.0969
2020-08-26,6.0578
2020-08-27,6.2564
2020-08-28,6.3166
2020-08-29,6.3166
2020-08-30,6.3166
2020-08-31,6.0909
2020-09-01,6.1722
2020-09-02,6.2233
2020-09-03,6.0488
2020-09-04,6.2925
2020-09-05,6.2925
2020-09-06,6.2925
2020-09-07,6.2925
2020-09-08,5.8292
2020-09-09,5.9405
2020-09-10,5.8292
2020-09-11,6.0037
2020-09-12,6.0037
2020-09-13,6.0037
2020-09-14,6.1511
2020-09-15,5.8562
2020-09-16,6.1511
2020-09-17,6.1752
2020-09-18,6.2414
2020-09-19,6.2414
2020-09-20,6.2414
2020-09-21,6.0037
2020-09-22,5.9224
2020-09-23,5.8653
2020-09-24,5.7389
2020-09-25,5.9134
2020-09-26,5.9134
2020-09-27,5.9134
2020-09-28,6.2925
2020-09-29,6.1661
2020-09-30,8.2339
2020-10-01,8.725
2020-10-02,8.7053
2020-10-03,8.7053
2020-10-04,8.7053
2020-10-05,8.4663
2020-10-06,13.8775
2020-10-07,14.3682
2020-10-08,14.3491
2020-10-09,14.5825
2020-10-10,14.5825
2020-10-11,14.5825
2020-10-12,14.6968
2020-10-13,14.2872
2020-10-14,14.0538
2020-10-15,14.9636
2020-10-16,15.8611
2020-10-17,15.8611
2020-10-18,15.8611
2020-10-19,15.6627
2020-10-20,15.7818
2020-10-21,15.6826
2020-10-22,16.2778
2020-10-23,16.3869
2020-10-24,16.3869
2020-10-25,16.3869
2020-10-26,15.7917
2020-10-27,15.4544
2020-10-28,15.2956
2020-10-29,16.3671
2020-10-30,16.7639
2020-10-31,16.7639
2020-11-01,16.7639
2020-11-02,16.8383
2020-11-03,17.4831
2020-11-04,16.63
2020-11-05,16.9325
2020-11-06,16.7738
2020-11-07,16.7738
2020-11-08,16.7738
2020-11-09,18.694
2020-11-10,19.4189
2020-11-11,18.4126
2020-11-12,17.6927
2020-11-13,18.3029
2020-11-14,18.3029
2020-11-15,18.3029
2020-11-16,18.7272
2020-11-17,19.6855
2020-11-18,19.1134
2020-11-19,18.8178
2020-11-20,18.5937
2020-11-21,18.5937
2020-11-22,18.5937
2020-11-23,19.3708
2020-11-24,20.1098
2020-11-25,20.0907
2020-11-26,20.0907
2020-11-27,20.0669
2020-11-28,20.0669
2020-11-29,20.0669
2020-11-30,19.6283
2020-12-01,20.2195
2020-12-02,20.6199
2020-12-03,20.7201
2020-12-04,20.6819
2020-12-05,20.6819
2020-12-06,20.6819
2020-12-07,20.5723
2020-12-08,20.4721
2020-12-09,20.4721
2020-12-10,20.2576
2020-12-11,19.9382
2020-12-12,19.9382
2020-12-13,19.9382
2020-12-14,20.1337
2020-12-15,20.7105
2020-12-16,21.0109
2020-12-17,21.0586
2020-12-18,21.1539
2020-12-19,21.1539
2020-12-20,21.1539
2020-12-21,21.0443
2020-12-22,20.9918
2020-12-23,21.3303
2020-12-24,21.192
2020-12-25,21.192
2020-12-26,21.192
2020-12-27,21.192
2020-12-28,21.6116
2020-12-29,21.4209
2020-12-30,21.3589
2020-12-31,18.9569
2021-01-01,18.9569
2021-01-02,18.9569
2021-01-03,18.9569
2021-01-04,18.8348
2021-01-05,18.8391
2021-01-06,20.864
2021-01-07,21.5841
2021-01-08,21.5491
2021-01-09,21.5491
2021-01-10,21.5491
2021-01-11,22.1034
2021-01-12,22.5179
2021-01-13,21.7804
2021-01-14,21.7019
2021-01-15,21.4488
2021-01-16,21.4488
2021-01-17,21.4488
2021-01-18,21.4488
2021-01-19,21.6582
2021-01-20,21.3877
2021-01-21,21.427
2021-01-22,21.296
2021-01-23,21.296
2021-01-24,21.296
2021-01-25,20.72
2021-01-26,20.3403
2021-01-27,19.066
2021-01-28,19.2624
2021-01-29,18.3024
2021-01-30,18.3024
2021-01-31,18.3024
2021-02-01,19.101
2021-02-02,19.6115
2021-02-03,19.1402
2021-02-04,19.8996
2021-02-05,20.1352
2021-02-06,20.1352
2021-02-07,20.1352
2021-02-08,20.1832
2021-02-09,20.3665
2021-02-10,20.1178
2021-02-11,20.2181
2021-02-12,21.2044
2021-02-13,21.2044
2021-02-14,21.2044
2021-02-15,21.2044
2021-02-16,22.4088
2021-02-17,22.5616
2021-02-18,22.8365
2021-02-19,22.8278
2021-02-20,22.8278
2021-02-21,22.8278
2021-02-22,23.2816
2021-02-23,23.1594
2021-02-24,23.9319
2021-02-25,23.4328
2021-02-26,22.8287
2021-02-27,22.8287
2021-02-28,22.8287
2021-03-01,23.8705
2021-03-02,23.7392
2021-03-03,24.247
2021-03-04,24.1638
2021-03-05,24.2733
2021-03-06,24.2733
2021-03-07,24.2733
2021-03-08,24.0281
2021-03-09,23.7173
2021-03-10,24.2776
2021-03-11,24.8817
2021-03-12,25.4245
2021-03-13,25.4245
2021-03-14,25.4245
2021-03-15,24.8511
2021-03-16,24.4702
2021-03-17,24.5709
2021-03-18,24.7329
2021-03-19,24.7241
2021-03-20,24.7241
2021-03-21,24.7241
2021-03-22,24.1638
2021-03-23,23.5466
2021-03-24,23.8793
2021-03-25,24.3214
2021-03-26,24.5753
2021-03-27,24.5753
2021-03-28,24.5753
2021-03-29,23.8749
2021-03-30,24.1594
2021-03-31,20.2201
2021-04-01,20.675
2021-04-02,20.675
2021-04-03,20.675
2021-04-04,20.675
2021-04-05,21.3298
2021-04-06,21.0224
2021-04-07,20.932
2021-04-08,20.856
2021-04-09,21.12
2021-04-10,21.12
2021-04-11,21.12
2021-04-12,21.1706
2021-04-13,20.7692
2021-04-14,21.073
2021-04-15,20.3714
2021-04-16,20.0966
2021-04-17,20.0966
2021-04-18,20.0966
2021-04-19,20.5088
2021-04-20,19.7169
2021-04-21,20.3353
2021-04-22,20.1183
2021-04-23,20.9645
2021-04-24,20.9645
2021-04-25,20.9645
2021-04-26,21.1923
2021-04-27,21.8686
2021-04-28,21.9481
2021-04-29,22.6172
2021-04-30,22.1434
2021-05-01,22.1434
2021-05-02,22.1434
2021-05-03,22.3387
2021-05-04,22.0313
2021-05-05,22.3532
2021-05-06,22.5485
2021-05-07,22.6475
2021-05-08,22.6475
2021-05-09,22.6475
2021-05-10,22.4123
2021-05-11,22.2422
2021-05-12,21.6958
2021-05-13,22.1698
2021-05-14,23.1903
2021-05-15,23.1903
2021-05-16,23.1903
2021-05-17,23.0998
2021-05-18,22.3399
2021-05-19,22.4521
2021-05-20,22.282
2021-05-21,22.7995
2021-05-22,22.7995
2021-05-23,22.7995
2021-05-24,22.9587
2021-05-25,22.6041
2021-05-26,22.5679
2021-05-27,23.4074
2021-05-28,23.4074
2021-05-29,23.4074
2021-05-30,23.4074
2021-05-31,23.4074
2021-06-01,23.6932
2021-06-02,23.7982
2021-06-03,24.189
2021-06-04,24.084
2021-06-05,24.084
2021-06-06,24.084
2021-06-07,23.7258
2021-06-08,23.8669
2021-06-09,23.0455
2021-06-10,22.9623
2021-06-11,23.4327
2021-06-12,23.4327
2021-06-13,23.4327
2021-06-14,22.7416
2021-06-15,22.9334
2021-06-16,23.3712
2021-06-17,22.7886
2021-06-18,21.9527
2021-06-19,21.9527
2021-06-20,21.9527
2021-06-21,23.0057
2021-06-22,22.9189
2021-06-23,23.06
2021-06-24,23.2409
2021-06-25,23.3821
2021-06-26,23.3821
2021-06-27,23.3821
2021-06-28,23.2011
2021-06-29,23.1794
2021-06-30,23.0503
2021-07-01,23.2875
2021-07-02,23.0472
2021-07-03,23.0472
2021-07-04,23.0472
2021-07-05,23.0472
2021-07-06,22.4136
2021-07-07,22.1951
2021-07-08,21.5303
2021-07-09,22.3449
2021-07-10,22.3449
2021-07-11,22.3449
2021-07-12,22.707
2021-07-13,22.7413
2021-07-14,22.2357
2021-07-15,22.3449
2021-07-16,21.8268
2021-07-17,21.8268
2021-07-18,21.8268
2021-07-19,21.1371
2021-07-20,21.5303
2021-07-21,22.0359
2021-07-22,21.315
2021-07-23,21.521
2021-07-24,21.521
2021-07-25,21.521
2021-07-26,21.5615
2021-07-27,21.3524
2021-07-28,21.5022
2021-07-29,21.727
2021-07-30,21.5335
2021-07-31,21.5335
2021-08-01,21.5335
2021-08-02,21.4679
2021-08-03,21.3649
2021-08-04,21.4461
2021-08-05,21.9548
2021-08-06,22.7756
2021-08-07,22.7756
2021-08-08,22.7756
2021-08-09,23.2608
2021-08-10,23.6075
2021-08-11,23.695
2021-08-12,23.8855
2021-08-13,23.4451
2021-08-14,23.4451
2021-08-15,23.4451
2021-08-16,23.2108
2021-08-17,22.9734
2021-08-18,22.8172
2021-08-19,22.5236
2021-08-20,22.8078
2021-08-21,22.8078
2021-08-22,22.8078
2021-08-23,22.9109
2021-08-24,23.4888
2021-08-25,23.6231
2021-08-26,23.3326
2021-08-27,24.0167
2021-08-28,24.0167
2021-08-29,24.0167
2021-08-30,23.267
2021-08-31,23.0827
2021-09-01,23.1921
2021-09-02,23.1015
2021-09-03,22.8453
2021-09-04,22.8453
2021-09-05,22.8453
2021-09-06,22.8453
2021-09-07,22.8422
2021-09-08,22.6798
2021-09-09,22.9203
2021-09-10,22.6423
2021-09-11,22.6423
2021-09-12,22.6423
2021-09-13,22.7828
2021-09-14,22.1081
2021-09-15,22.5517
2021-09-16,22.4361
2021-09-17,22.3268
2021-09-18,22.3268
2021-09-19,22.3268
2021-09-20,21.8176
2021-09-21,21.7051
2021-09-22,22.3174
2021-09-23,23.5357
2021-09-24,23.9386
2021-09-25,23.9386
2021-09-26,23.9386
2021-09-27,24.4978
2021-09-28,24.1229
2021-09-29,23.873
2021-09-30,18.9547
2021-10-01,19.3709
2021-10-02,19.3709
2021-10-03,19.3709
2021-10-04,19.0574
2021-10-05,19.7609
2021-10-06,19.7108
2021-10-07,19.89
2021-10-08,20.1403
2021-10-09,20.1403
2021-10-10,20.1403
2021-10-11,19.9479
2021-10-12,20.1218
2021-10-13,19.8584
2021-10-14,20.3431
2021-10-15,21.0782
2021-10-16,21.0782
2021-10-17,21.0782
2021-10-18,20.986
2021-10-19,21.2468
2021-10-20,21.26
2021-10-21,21.4312
2021-10-22,21.7764
2021-10-23,21.7764
2021-10-24,21.7764
2021-10-25,21.6025
2021-10-26,21.6473
2021-10-27,21.1441
2021-10-28,21.3654
2021-10-29,21.3759
2021-10-30,21.3759
2021-10-31,21.3759
2021-11-01,21.3338
2021-11-02,21.3074
2021-11-03,21.7184
2021-11-04,21.2231
2021-11-05,21.1441
2021-11-06,21.1441
2021-11-07,21.1441
2021-11-08,21.3133
2021-11-09,21.0759
2021-11-10,21.068
2021-11-11,21.2394
2021-11-12,21.4268
2021-11-13,21.4268
2021-11-14,21.4268
2021-11-15,21.3766
2021-11-16,21.3476
2021-11-17,21.2447
2021-11-18,21.3239
2021-11-19,20.9149
2021-11-20,20.9149
2021-11-21,20.9149
2021-11-22,21.3766
2021-11-23,21.6457
2021-11-24,21.6985
2021-11-25,21.6985
2021-11-26,20.6458
2021-11-27,20.6458
2021-11-28,20.6458
2021-11-29,20.8965
2021-11-30,20.1815
2021-12-01,19.9546
2021-12-02,20.9017
2021-12-03,20.4664
2021-12-04,20.4664
2021-12-05,20.4664
2021-12-06,20.9677
2021-12-07,21.2157
2021-12-08,21.1867
2021-12-09,21.0442
2021-12-10,21.0838
2021-12-11,21.0838
2021-12-12,21.0838
2021-12-13,20.7065
2021-12-14,21.0785
2021-12-15,21.2922
2021-12-16,21.8964
2021-12-17,21.6484
2021-12-18,21.6484
2021-12-19,21.6484
2021-12-20,21.0495
2021-12-21,21.7117
2021-12-22,22.0257
2021-12-23,22.2235
2021-12-24,22.2235
2021-12-25,22.2235
2021-12-26,22.2235
2021-12-27,22.4056
2021-12-28,22.3211
2021-12-29,22.1787
2021-12-30,22.052
2021-12-31,16.9617
2022-01-01,16.9617
2022-01-02,16.9617
2022-01-03,17.3686
2022-01-04,18.3981
2022-01-05,18.2388
2022-01-06,18.5893
2022-01-07,18.8344
2022-01-08,18.8344
2022-01-09,18.8344
2022-01-10,18.8123
2022-01-11,19.3663
2022-01-12,19.5894
2022-01-13,19.2364
2022-01-14,19.7634
