,SCCO US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,14.1187
2020-01-02,14.1833
2020-01-03,13.8576
2020-01-04,13.8576
2020-01-05,13.8576
2020-01-06,13.8772
2020-01-07,13.8941
2020-01-08,13.9615
2020-01-09,14.0513
2020-01-10,14.2619
2020-01-11,14.2619
2020-01-12,14.2619
2020-01-13,14.6607
2020-01-14,14.627
2020-01-15,14.495
2020-01-16,14.4051
2020-01-17,14.5259
2020-01-18,14.5259
2020-01-19,14.5259
2020-01-20,14.5259
2020-01-21,14.0569
2020-01-22,13.9418
2020-01-23,13.7031
2020-01-24,13.3802
2020-01-25,13.3802
2020-01-26,13.3802
2020-01-27,12.8523
2020-01-28,13.105
2020-01-29,13.032
2020-01-30,13.105
2020-01-31,12.7709
2020-02-01,12.7709
2020-02-02,12.7709
2020-02-03,12.9169
2020-02-04,13.4251
2020-02-05,13.4616
2020-02-06,13.3072
2020-02-07,13.0404
2020-02-08,13.0404
2020-02-09,13.0404
2020-02-10,12.9562
2020-02-11,13.1247
2020-02-12,13.2847
2020-02-13,13.2707
2020-02-14,13.2145
2020-02-15,13.2145
2020-02-16,13.2145
2020-02-17,13.2145
2020-02-18,12.9056
2020-02-19,13.0938
2020-02-20,12.945
2020-02-21,12.8186
2020-02-22,12.8186
2020-02-23,12.8186
2020-02-24,12.3384
2020-02-25,12.0323
2020-02-26,12.0272
2020-02-27,11.6172
2020-02-28,11.6392
2020-02-29,11.6392
2020-03-01,11.6392
2020-03-02,12.0604
2020-03-03,11.9256
2020-03-04,12.2457
2020-03-05,12.1194
2020-03-06,12.0913
2020-03-07,12.0913
2020-03-08,12.0913
2020-03-09,11.1787
2020-03-10,12.0857
2020-03-11,11.0439
2020-03-12,9.6539
2020-03-13,10.4149
2020-03-14,10.4149
2020-03-15,10.4149
2020-03-16,9.9488
2020-03-17,10.0218
2020-03-18,9.463
2020-03-19,9.8083
2020-03-20,9.3254
2020-03-21,9.3254
2020-03-22,9.3254
2020-03-23,8.7974
2020-03-24,9.6511
2020-03-25,9.9122
2020-03-26,10.1678
2020-03-27,9.6567
2020-03-28,9.6567
2020-03-29,9.6567
2020-03-30,9.9459
2020-03-31,10.6825
2020-04-01,10.1994
2020-04-02,10.438
2020-04-03,10.2769
2020-04-04,10.2769
2020-04-05,10.2769
2020-04-06,10.754
2020-04-07,11.0939
2020-04-08,11.2848
2020-04-09,11.5651
2020-04-10,11.5651
2020-04-11,11.5651
2020-04-12,11.5651
2020-04-13,11.4935
2020-04-14,11.5293
2020-04-15,10.8942
2020-04-16,10.7421
2020-04-17,11.3086
2020-04-18,11.3086
2020-04-19,11.3086
2020-04-20,11.1089
2020-04-21,10.9389
2020-04-22,11.2699
2020-04-23,11.4935
2020-04-24,11.4547
2020-04-25,11.4547
2020-04-26,11.4547
2020-04-27,11.9974
2020-04-28,12.2335
2020-04-29,12.6152
2020-04-30,11.9592
2020-05-01,11.7564
2020-05-02,11.7564
2020-05-03,11.7564
2020-05-04,11.9294
2020-05-05,11.9288
2020-05-06,11.9527
2020-05-07,12.0988
2020-05-08,12.558
2020-05-09,12.558
2020-05-10,12.558
2020-05-11,12.3851
2020-05-12,12.1495
2020-05-13,12.0064
2020-05-14,12.1078
2020-05-15,12.069
2020-05-16,12.069
2020-05-17,12.069
2020-05-18,12.9099
2020-05-19,12.9933
2020-05-20,13.0321
2020-05-21,12.8651
2020-05-22,12.7757
2020-05-23,12.7757
2020-05-24,12.7757
2020-05-25,12.7757
2020-05-26,13.0112
2020-05-27,13.1096
2020-05-28,13.2557
2020-05-29,13.1096
2020-05-30,13.1096
2020-05-31,13.1096
2020-06-01,13.2736
2020-06-02,13.4704
2020-06-03,13.703
2020-06-04,13.6404
2020-06-05,13.8998
2020-06-06,13.8998
2020-06-07,13.8998
2020-06-08,13.8521
2020-06-09,13.8938
2020-06-10,14.0489
2020-06-11,13.0411
2020-06-12,13.3243
2020-06-13,13.3243
2020-06-14,13.3243
2020-06-15,13.384
2020-06-16,13.4168
2020-06-17,13.4973
2020-06-18,13.2826
2020-06-19,13.5569
2020-06-20,13.5569
2020-06-21,13.5569
2020-06-22,13.4466
2020-06-23,13.712
2020-06-24,13.4615
2020-06-25,13.712
2020-06-26,13.533
2020-06-27,13.533
2020-06-28,13.533
2020-06-29,13.7269
2020-06-30,14.8632
2020-07-01,14.4918
2020-07-02,14.5925
2020-07-03,14.5925
2020-07-04,14.5925
2020-07-05,14.5925
2020-07-06,15.1685
2020-07-07,14.9356
2020-07-08,15.1402
2020-07-09,15.0394
2020-07-10,15.458
2020-07-11,15.458
2020-07-12,15.458
2020-07-13,15.3101
2020-07-14,15.713
2020-07-15,15.82
2020-07-16,15.7633
2020-07-17,16.0938
2020-07-18,16.0938
2020-07-19,16.0938
2020-07-20,16.1284
2020-07-21,15.9585
2020-07-22,16.1064
2020-07-23,15.9962
2020-07-24,15.905
2020-07-25,15.905
2020-07-26,15.905
2020-07-27,16.846
2020-07-28,16.4715
2020-07-29,16.2795
2020-07-30,16.141
2020-07-31,16.1035
2020-08-01,16.1035
2020-08-02,16.1035
2020-08-03,16.2451
2020-08-04,16.0594
2020-08-05,16.5977
2020-08-06,16.8778
2020-08-07,16.5284
2020-08-08,16.5284
2020-08-09,16.5284
2020-08-10,16.7771
2020-08-11,16.3584
2020-08-12,16.6134
2020-08-13,16.4686
2020-08-14,16.5693
2020-08-15,16.5693
2020-08-16,16.5693
2020-08-17,16.8022
2020-08-18,16.9974
2020-08-19,17.054
2020-08-20,16.9816
2020-08-21,16.8211
2020-08-22,16.8211
2020-08-23,16.8211
2020-08-24,17.0163
2020-08-25,16.9124
2020-08-26,17.1957
2020-08-27,16.925
2020-08-28,17.5199
2020-08-29,17.5199
2020-08-30,17.5199
2020-08-31,17.4852
2020-09-01,17.6174
2020-09-02,17.4475
2020-09-03,17.0131
2020-09-04,17.1327
2020-09-05,17.1327
2020-09-06,17.1327
2020-09-07,17.1327
2020-09-08,16.7613
2020-09-09,17.0981
2020-09-10,16.6606
2020-09-11,17.1044
2020-09-12,17.1044
2020-09-13,17.1044
2020-09-14,17.2429
2020-09-15,17.2303
2020-09-16,17.1548
2020-09-17,17.1988
2020-09-18,16.9753
2020-09-19,16.9753
2020-09-20,16.9753
2020-09-21,16.563
2020-09-22,16.6323
2020-09-23,16.179
2020-09-24,16.3679
2020-09-25,16.3459
2020-09-26,16.3459
2020-09-27,16.3459
2020-09-28,16.4749
2020-09-29,16.3364
2020-09-30,15.0426
2020-10-01,14.8182
2020-10-02,15.1462
2020-10-03,15.1462
2020-10-04,15.1462
2020-10-05,15.4801
2020-10-06,15.1405
2020-10-07,15.5837
2020-10-08,15.6642
2020-10-09,15.8513
2020-10-10,15.8513
2020-10-11,15.8513
2020-10-12,15.8168
2020-10-13,15.6527
2020-10-14,15.7017
2020-10-15,15.8225
2020-10-16,15.811
2020-10-17,15.811
2020-10-18,15.811
2020-10-19,15.7707
2020-10-20,16.1909
2020-10-21,16.3779
2020-10-22,16.4816
2020-10-23,16.965
2020-10-24,16.965
2020-10-25,16.965
2020-10-26,16.729
2020-10-27,16.965
2020-10-28,16.8125
2020-10-29,17.1262
2020-10-30,17.0773
2020-10-31,17.0773
2020-11-01,17.0773
2020-11-02,17.6154
2020-11-03,17.532
2020-11-04,17.2327
2020-11-05,17.6269
2020-11-06,17.8802
2020-11-07,17.8802
2020-11-08,17.8802
2020-11-09,17.7449
2020-11-10,17.601
2020-11-11,17.5953
2020-11-12,17.4341
2020-11-13,17.6672
2020-11-14,17.6672
2020-11-15,17.6672
2020-11-16,17.9982
2020-11-17,18.1565
2020-11-18,18.0931
2020-11-19,18.1449
2020-11-20,18.3694
2020-11-21,18.3694
2020-11-22,18.3694
2020-11-23,18.7493
2020-11-24,19.1407
