,CDW US Equity
2020-04-10,16.1303
2020-04-11,16.1303
2020-04-12,16.1303
2020-04-13,15.7886
2020-04-14,16.1434
2020-04-15,15.7638
2020-04-16,15.8343
2020-04-17,16.3994
2020-04-18,16.3994
2020-04-19,16.3994
2020-04-20,16.0012
2020-04-21,15.166
2020-04-22,15.5239
2020-04-23,15.4151
2020-04-24,15.8986
2020-04-25,15.8986
2020-04-26,15.8986
2020-04-27,16.0853
2020-04-28,16.1892
2020-04-29,16.7048
2020-04-30,16.6442
2020-05-01,16.1521
2020-05-02,16.1521
2020-05-03,16.1521
2020-05-04,16.3215
2020-05-05,16.5441
2020-05-06,16.1515
2020-05-07,16.1391
2020-05-08,16.3705
2020-05-09,16.3705
2020-05-10,16.3705
2020-05-11,15.9288
2020-05-12,15.559
2020-05-13,15.0679
2020-05-14,15.2769
2020-05-15,15.0431
2020-05-16,15.0431
2020-05-17,15.0431
2020-05-18,16.1193
2020-05-19,16.055
2020-05-20,16.4558
2020-05-21,16.2059
2020-05-22,16.0241
2020-05-23,16.0241
2020-05-24,16.0241
2020-05-25,16.0241
2020-05-26,16.3049
2020-05-27,16.5931
2020-05-28,16.5078
2020-05-29,16.6636
2020-05-30,16.6636
2020-05-31,16.6636
2020-06-01,16.7873
2020-06-02,16.9556
2020-06-03,17.1807
2020-06-04,17.386
2020-06-05,18.4486
2020-06-06,18.4486
2020-06-07,18.4486
2020-06-08,18.8135
2020-06-09,18.3336
2020-06-10,17.9996
2020-06-11,16.6179
2020-06-12,17.0582
2020-06-13,17.0582
2020-06-14,17.0582
2020-06-15,17.0335
2020-06-16,17.7101
2020-06-17,17.4392
2020-06-18,17.4467
2020-06-19,17.4108
2020-06-20,17.4108
2020-06-21,17.4108
2020-06-22,17.3168
2020-06-23,17.2871
2020-06-24,16.7354
2020-06-25,16.8529
2020-06-26,16.3643
2020-06-27,16.3643
2020-06-28,16.3643
2020-06-29,17.0459
2020-06-30,17.3021
2020-07-01,17.2205
2020-07-02,17.4188
2020-07-03,17.4188
2020-07-04,17.4188
2020-07-05,17.4188
2020-07-06,17.4741
2020-07-07,17.0359
2020-07-08,16.9505
2020-07-09,16.8413
2020-07-10,17.0083
2020-07-11,17.0083
2020-07-12,17.0083
2020-07-13,16.8501
2020-07-14,17.0786
2020-07-15,17.4929
2020-07-16,17.3673
2020-07-17,17.5946
2020-07-18,17.5946
2020-07-19,17.5946
2020-07-20,17.5532
2020-07-21,17.405
2020-07-22,17.6661
2020-07-23,17.6297
2020-07-24,17.0987
2020-07-25,17.0987
2020-07-26,17.0987
2020-07-27,17.3171
2020-07-28,17.0095
2020-07-29,17.2343
2020-07-30,17.2405
2020-07-31,17.3108
2020-08-01,17.3108
2020-08-02,17.3108
2020-08-03,17.4628
2020-08-04,17.7214
2020-08-05,17.4098
2020-08-06,17.1632
2020-08-07,17.1606
2020-08-08,17.1606
2020-08-09,17.1606
2020-08-10,16.9379
2020-08-11,17.4677
2020-08-12,17.3922
2020-08-13,17.1367
2020-08-14,17.0033
2020-08-15,17.0033
2020-08-16,17.0033
2020-08-17,17.0159
2020-08-18,16.6836
2020-08-19,16.8108
2020-08-20,16.8523
2020-08-21,16.705
2020-08-22,16.705
2020-08-23,16.705
2020-08-24,16.8485
2020-08-25,16.8309
2020-08-26,16.7076
2020-08-27,17.1694
2020-08-28,17.2324
2020-08-29,17.2324
2020-08-30,17.2324
2020-08-31,17.0197
2020-09-01,16.8863
2020-09-02,17.508
2020-09-03,16.8334
2020-09-04,17.0952
2020-09-05,17.0952
2020-09-06,17.0952
2020-09-07,17.0952
2020-09-08,16.7768
2020-09-09,16.6295
2020-09-10,16.5704
2020-09-11,16.7264
2020-09-12,16.7264
2020-09-13,16.7264
2020-09-14,16.9568
2020-09-15,17.0864
2020-09-16,17.0524
2020-09-17,17.0927
2020-09-18,16.9152
2020-09-19,16.9152
2020-09-20,16.9152
2020-09-21,16.4105
2020-09-22,16.5817
2020-09-23,16.4609
2020-09-24,16.6144
2020-09-25,16.9051
2020-09-26,16.9051
2020-09-27,16.9051
2020-09-28,17.3784
2020-09-29,17.581
2020-09-30,17.586
2020-10-01,18.0868
2020-10-02,18.0856
2020-10-03,18.0856
2020-10-04,18.0856
2020-10-05,18.3871
2020-10-06,18.0326
2020-10-07,18.3934
2020-10-08,18.4275
2020-10-09,18.401
2020-10-10,18.401
2020-10-11,18.401
2020-10-12,18.9082
2020-10-13,18.8981
2020-10-14,18.8464
2020-10-15,18.8817
2020-10-16,18.9852
2020-10-17,18.9852
2020-10-18,18.9852
2020-10-19,18.7631
2020-10-20,18.8211
2020-10-21,18.7606
2020-10-22,18.8363
2020-10-23,18.9069
2020-10-24,18.9069
2020-10-25,18.9069
2020-10-26,18.3606
2020-10-27,18.0591
2020-10-28,17.485
2020-10-29,17.7651
2020-10-30,17.9733
2020-10-31,17.9733
2020-11-01,17.9733
2020-11-02,18.4947
2020-11-03,19.0346
2020-11-04,19.4304
2020-11-05,19.9779
2020-11-06,19.9615
2020-11-07,19.9615
2020-11-08,19.9615
2020-11-09,20.7075
2020-11-10,19.8957
2020-11-11,20.0437
2020-11-12,19.6466
2020-11-13,19.9033
2020-11-14,19.9033
2020-11-15,19.9033
2020-11-16,20.0917
2020-11-17,19.8009
2020-11-18,19.6681
2020-11-19,19.2951
2020-11-20,19.1901
2020-11-21,19.1901
2020-11-22,19.1901
2020-11-23,19.0978
2020-11-24,19.8059
2020-11-25,19.1889
2020-11-26,19.1889
2020-11-27,19.2255
2020-11-28,19.2255
2020-11-29,19.2255
2020-11-30,19.0055
2020-12-01,19.199
2020-12-02,19.0966
2020-12-03,19.1016
2020-12-04,19.3861
2020-12-05,19.3861
2020-12-06,19.3861
2020-12-07,19.3153
2020-12-08,19.3153
2020-12-09,19.1901
2020-12-10,19.1598
2020-12-11,19.0321
2020-12-12,19.0321
2020-12-13,19.0321
2020-12-14,19.1623
2020-12-15,19.3014
2020-12-16,19.2293
2020-12-17,19.6061
2020-12-18,19.4961
2020-12-19,19.4961
2020-12-20,19.4961
2020-12-21,19.0687
2020-12-22,19.0384
2020-12-23,18.9246
2020-12-24,18.8462
2020-12-25,18.8462
2020-12-26,18.8462
2020-12-27,18.8462
2020-12-28,19.0776
2020-12-29,18.8765
2020-12-30,18.9436
2020-12-31,18.2802
2021-01-01,18.2802
2021-01-02,18.2802
2021-01-03,18.2802
2021-01-04,17.7188
2021-01-05,17.8012
2021-01-06,17.9298
2021-01-07,18.302
2021-01-08,18.6197
2021-01-09,18.6197
2021-01-10,18.6197
2021-01-11,18.5057
2021-01-12,18.5991
2021-01-13,18.6634
2021-01-14,18.6452
2021-01-15,18.507
2021-01-16,18.507
2021-01-17,18.507
2021-01-18,18.507
2021-01-19,18.4233
2021-01-20,18.8089
2021-01-21,18.9932
2021-01-22,18.7082
2021-01-23,18.7082
2021-01-24,18.7082
2021-01-25,18.6973
2021-01-26,18.5773
2021-01-27,18.4294
2021-01-28,18.6088
2021-01-29,18.2644
2021-01-30,18.2644
2021-01-31,18.2644
2021-02-01,19.0526
2021-02-02,19.4503
2021-02-03,19.3958
2021-02-04,20.4859
2021-02-05,20.6059
2021-02-06,20.6059
2021-02-07,20.6059
2021-02-08,20.5356
2021-02-09,20.6775
2021-02-10,21.3784
2021-02-11,21.3262
2021-02-12,21.1431
2021-02-13,21.1431
2021-02-14,21.1431
2021-02-15,21.1431
2021-02-16,21.2074
2021-02-17,21.4414
2021-02-18,21.2947
2021-02-19,21.7919
2021-02-20,21.7919
2021-02-21,21.7919
2021-02-22,21.6185
2021-02-23,21.359
2021-02-24,21.9556
2021-02-25,21.3238
2021-02-26,21.0581
2021-02-27,21.0581
2021-02-28,21.0581
2021-03-01,21.4981
2021-03-02,21.0832
2021-03-03,20.911
2021-03-04,20.4065
2021-03-05,20.7699
2021-03-06,20.7699
2021-03-07,20.7699
2021-03-08,20.8488
2021-03-09,20.7687
2021-03-10,21.0043
2021-03-11,21.4287
2021-03-12,21.4371
2021-03-13,21.4371
2021-03-14,21.4371
2021-03-15,21.5818
2021-03-16,21.5459
2021-03-17,21.4778
2021-03-18,21.0832
2021-03-19,21.1944
2021-03-20,21.1944
2021-03-21,21.1944
2021-03-22,21.3462
2021-03-23,20.9588
2021-03-24,21.0007
2021-03-25,21.3845
2021-03-26,22.3894
2021-03-27,22.3894
2021-03-28,22.3894
2021-03-29,22.0495
2021-03-30,22.0208
2021-03-31,21.1679
2021-04-01,21.5821
2021-04-02,21.5821
2021-04-03,21.5821
2021-04-04,21.5821
2021-04-05,21.8168
2021-04-06,21.8156
2021-04-07,21.6809
2021-04-08,22.0809
2021-04-09,22.1759
2021-04-10,22.1759
2021-04-11,22.1759
2021-04-12,22.0429
2021-04-13,22.2262
2021-04-14,22.4767
2021-04-15,22.7775
2021-04-16,23.1342
2021-04-17,23.1342
2021-04-18,23.1342
2021-04-19,22.9318
2021-04-20,22.7685
2021-04-21,22.8904
2021-04-22,22.7831
2021-04-23,22.9776
2021-04-24,22.9776
2021-04-25,22.9776
2021-04-26,23.0335
2021-04-27,23.076
2021-04-28,22.9128
2021-04-29,22.9653
2021-04-30,22.4991
2021-05-01,22.4991
2021-05-02,22.4991
2021-05-03,22.5963
2021-05-04,22.2721
2021-05-05,21.6805
2021-05-06,21.8144
2021-05-07,22.0676
2021-05-08,22.0676
2021-05-09,22.0676
2021-05-10,21.6828
2021-05-11,21.2611
2021-05-12,20.797
2021-05-13,21.3604
2021-05-14,21.463
2021-05-15,21.463
2021-05-16,21.463
2021-05-17,21.4284
2021-05-18,21.2867
2021-05-19,21.3046
2021-05-20,21.3079
2021-05-21,21.309
2021-05-22,21.309
2021-05-23,21.309
2021-05-24,21.3637
2021-05-25,21.1596
2021-05-26,21.087
2021-05-27,21.2098
2021-05-28,21.0134
2021-05-29,21.0134
2021-05-30,21.0134
2021-05-31,21.0134
2021-06-01,20.8405
2021-06-02,20.9621
2021-06-03,20.9978
2021-06-04,21.2443
2021-06-05,21.2443
2021-06-06,21.2443
2021-06-07,21.0514
2021-06-08,21.1317
2021-06-09,21.0569
2021-06-10,21.2354
2021-06-11,21.3749
2021-06-12,21.3749
2021-06-13,21.3749
2021-06-14,21.4463
2021-06-15,21.6281
2021-06-16,21.7173
2021-06-17,21.4396
2021-06-18,21.0536
2021-06-19,21.0536
2021-06-20,21.0536
2021-06-21,21.4942
2021-06-22,21.6515
2021-06-23,21.4239
2021-06-24,21.5567
2021-06-25,21.7218
2021-06-26,21.7218
2021-06-27,21.7218
2021-06-28,21.9471
2021-06-29,22.2305
2021-06-30,20.9007
2021-07-01,21.0207
2021-07-02,21.1344
2021-07-03,21.1344
2021-07-04,21.1344
2021-07-05,21.1344
2021-07-06,21.0384
2021-07-07,21.3369
2021-07-08,21.1282
2021-07-09,21.2482
2021-07-10,21.2482
2021-07-11,21.2482
2021-07-12,21.076
2021-07-13,20.8495
2021-07-14,21.0468
2021-07-15,20.9748
2021-07-16,20.8787
2021-07-17,20.8787
2021-07-18,20.8787
2021-07-19,20.6689
2021-07-20,21.0666
2021-07-21,21.172
2021-07-22,21.1939
2021-07-23,21.5582
2021-07-24,21.5582
2021-07-25,21.5582
2021-07-26,21.624
2021-07-27,21.5947
2021-07-28,21.4924
2021-07-29,21.7836
2021-07-30,21.8087
2021-07-31,21.8087
2021-08-01,21.8087
2021-08-02,21.8421
2021-08-03,22.0112
2021-08-04,21.9396
2021-08-05,22.1832
2021-08-06,22.1249
2021-08-07,22.1249
2021-08-08,22.1249
2021-08-09,22.0819
2021-08-10,22.2753
2021-08-11,22.7298
2021-08-12,22.9294
2021-08-13,22.9713
2021-08-14,22.9713
2021-08-15,22.9713
2021-08-16,23.043
2021-08-17,22.8045
2021-08-18,22.6592
2021-08-19,22.5629
2021-08-20,22.7103
2021-08-21,22.7103
2021-08-22,22.7103
2021-08-23,22.826
2021-08-24,22.8311
2021-08-25,22.9775
2021-08-26,22.9458
2021-08-27,23.0665
2021-08-28,23.0665
2021-08-29,23.0665
2021-08-30,23.219
2021-08-31,23.2057
2021-09-01,23.173
2021-09-02,23.477
2021-09-03,23.4197
2021-09-04,23.4197
2021-09-05,23.4197
2021-09-06,23.4197
2021-09-07,23.2712
2021-09-08,23.1832
2021-09-09,23.0972
2021-09-10,22.9376
2021-09-11,22.9376
2021-09-12,22.9376
2021-09-13,22.8127
2021-09-14,22.4759
2021-09-15,22.6407
2021-09-16,22.564
2021-09-17,22.2364
2021-09-18,22.2364
2021-09-19,22.2364
2021-09-20,21.8945
2021-09-21,21.8905
2021-09-22,22.0819
2021-09-23,22.3777
2021-09-24,22.4329
2021-09-25,22.4329
2021-09-26,22.4329
2021-09-27,22.3541
2021-09-28,21.7246
2021-09-29,21.6479
2021-09-30,20.545
2021-10-01,20.9043
2021-10-02,20.9043
2021-10-03,20.9043
2021-10-04,20.6063
2021-10-05,20.7504
2021-10-06,19.9129
2021-10-07,20.1009
2021-10-08,20.0444
2021-10-09,20.0444
2021-10-10,20.0444
2021-10-11,19.8195
2021-10-12,19.726
2021-10-13,19.7659
2021-10-14,20.1077
2021-10-15,20.1262
2021-10-16,20.1262
2021-10-17,20.1262
2021-10-18,20.9549
2021-10-19,21.0913
2021-10-20,21.1653
2021-10-21,21.3756
2021-10-22,21.4652
2021-10-23,21.4652
2021-10-24,21.4652
2021-10-25,21.472
2021-10-26,21.1731
2021-10-27,20.7738
2021-10-28,20.9267
2021-10-29,20.9958
2021-10-30,20.9958
2021-10-31,20.9958
2021-11-01,21.0923
2021-11-02,21.2451
2021-11-03,20.6548
2021-11-04,20.6029
2021-11-05,20.8019
2021-11-06,20.8019
2021-11-07,20.8019
2021-11-08,20.6337
2021-11-09,20.7971
2021-11-10,20.9682
2021-11-11,20.9221
2021-11-12,21.1874
2021-11-13,21.1874
2021-11-14,21.1874
2021-11-15,21.1653
2021-11-16,21.5623
2021-11-17,21.5873
2021-11-18,21.5863
2021-11-19,21.6661
2021-11-20,21.6661
2021-11-21,21.6661
2021-11-22,21.6796
2021-11-23,21.6449
2021-11-24,22.0247
2021-11-25,22.0247
2021-11-26,21.1951
2021-11-27,21.1951
2021-11-28,21.1951
2021-11-29,21.545
2021-11-30,21.022
2021-12-01,20.5847
2021-12-02,21.4315
2021-12-03,21.2441
2021-12-04,21.2441
2021-12-05,21.2441
2021-12-06,21.5046
2021-12-07,21.8728
2021-12-08,21.9314
2021-12-09,21.5344
2021-12-10,21.5517
2021-12-11,21.5517
2021-12-12,21.5517
2021-12-13,21.2518
2021-12-14,21.0538
2021-12-15,21.2902
2021-12-16,20.875
2021-12-17,21.0903
2021-12-18,21.0903
2021-12-19,21.0903
2021-12-20,20.7702
2021-12-21,21.4008
2021-12-22,21.9362
2021-12-23,22.3102
2021-12-24,22.3102
2021-12-25,22.3102
2021-12-26,22.3102
2021-12-27,22.7197
2021-12-28,22.5832
2021-12-29,22.7014
2021-12-30,22.4265
2021-12-31,24.3902
2022-01-01,24.3902
2022-01-02,24.3902
2022-01-03,24.4122
2022-01-04,24.7106
2022-01-05,24.2706
2022-01-06,24.527
2022-01-07,23.778
2022-01-08,23.778
2022-01-09,23.778
2022-01-10,23.9531
2022-01-11,23.9732
2022-01-12,23.6843
2022-01-13,23.3639
2022-01-14,23.1334
2022-01-15,23.1334
2022-01-16,23.1334
2022-01-17,23.1334
2022-01-18,22.9708
2022-01-19,22.9191
2022-01-20,22.879
2022-01-21,22.4658
2022-01-22,22.4658
2022-01-23,22.4658
2022-01-24,22.5126
2022-01-25,22.1013
2022-01-26,22.2582
2022-01-27,22.1855
2022-01-28,22.4533
2022-01-29,22.4533
2022-01-30,22.4533
2022-01-31,22.8857
2022-02-01,22.9191
2022-02-02,23.4165
2022-02-03,23.2606
2022-02-04,23.1965
2022-02-05,23.1965
2022-02-06,23.1965
2022-02-07,23.1018
2022-02-08,23.4318
2022-02-09,22.9727
2022-02-10,22.3424
2022-02-11,21.9005
2022-02-12,21.9005
2022-02-13,21.9005
2022-02-14,21.647
2022-02-15,22.3663
2022-02-16,22.5442
2022-02-17,22.2381
2022-02-18,22.1884
2022-02-19,22.1884
2022-02-20,22.1884
2022-02-21,22.1884
2022-02-22,21.8278
2022-02-23,20.9775
2022-02-24,21.1879
2022-02-25,21.7838
2022-02-26,21.7838
2022-02-27,21.7838
2022-02-28,21.2042
2022-03-01,20.9142
2022-03-02,21.3526
2022-03-03,21.384
2022-03-04,21.1196
2022-03-05,21.1196
2022-03-06,21.1196
2022-03-07,20.5366
2022-03-08,20.4739
2022-03-09,21.0654
2022-03-10,20.9817
2022-03-11,20.9703
2022-03-12,20.9703
2022-03-13,20.9703
2022-03-14,20.647
2022-03-15,21.1871
2022-03-16,21.2936
2022-03-17,21.5799
2022-03-18,21.8633
2022-03-19,21.8633
2022-03-20,21.8633
2022-03-21,21.8062
2022-03-22,21.7453
2022-03-23,21.4011
2022-03-24,21.5257
2022-03-25,21.5551
2022-03-26,21.5551
2022-03-27,21.5551
2022-03-28,21.6655
2022-03-29,22.0126
2022-03-30,21.8091
2022-03-31,20.6021
2022-04-01,20.5029
2022-04-02,20.5029
2022-04-03,20.5029
2022-04-04,20.5966
2022-04-05,20.4128
2022-04-06,20.3736
2022-04-07,20.4592
2022-04-08,20.2989
2022-04-09,20.2989
2022-04-10,20.2989
2022-04-11,19.9948
2022-04-12,19.9439
2022-04-13,19.882
2022-04-14,20.064
2022-04-15,20.064
2022-04-16,20.064
2022-04-17,20.064
2022-04-18,19.9466
2022-04-19,20.1523
2022-04-20,20.6129
2022-04-21,20.3772
2022-04-22,19.7518
2022-04-23,19.7518
2022-04-24,19.7518
2022-04-25,19.8528
2022-04-26,19.1719
2022-04-27,19.1137
2022-04-28,19.6699
2022-04-29,19.1728
2022-04-30,19.1728
2022-05-01,19.1728
2022-05-02,19.2593
2022-05-03,19.5825
2022-05-04,20.4605
2022-05-05,19.9228
2022-05-06,19.869
2022-05-07,19.869
2022-05-08,19.869
2022-05-09,19.3386
2022-05-10,19.4981
2022-05-11,19.3067
2022-05-12,19.52
2022-05-13,19.7524
2022-05-14,19.7524
2022-05-15,19.7524
2022-05-16,19.7369
2022-05-17,20.054
2022-05-18,19.2411
2022-05-19,19.0788
2022-05-20,18.9194
2022-05-21,18.9194
2022-05-22,18.9194
2022-05-23,19.015
2022-05-24,18.7927
2022-05-25,19.016
2022-05-26,19.4954
2022-05-27,19.9128
2022-05-28,19.9128
2022-05-29,19.9128
2022-05-30,19.9128
2022-05-31,19.7998
2022-06-01,19.9228
2022-06-02,20.3712
2022-06-03,20.322
2022-06-04,20.322
2022-06-05,20.322
2022-06-06,20.3348
2022-06-07,20.5508
2022-06-08,20.2081
2022-06-09,20.1397
2022-06-10,19.5701
2022-06-11,19.5701
2022-06-12,19.5701
2022-06-13,18.9813
2022-06-14,19.129
2022-06-15,19.252
2022-06-16,18.5311
2022-06-17,18.5548
2022-06-18,18.5548
2022-06-19,18.5548
2022-06-20,18.5548
2022-06-21,18.8856
2022-06-22,18.8674
2022-06-23,18.7298
2022-06-24,19.2967
2022-06-25,19.2967
2022-06-26,19.2967
2022-06-27,19.4279
2022-06-28,18.8437
2022-06-29,18.7261
2022-06-30,17.7747
2022-07-01,17.7258
2022-07-02,17.7258
2022-07-03,17.7258
2022-07-04,17.7258
2022-07-05,17.7913
2022-07-06,17.8271
2022-07-07,17.972
2022-07-08,18.1212
2022-07-09,18.1212
2022-07-10,18.1212
2022-07-11,17.8646
2022-07-12,17.8305
2022-07-13,17.8393
2022-07-14,17.8803
2022-07-15,18.1195
2022-07-16,18.1195
2022-07-17,18.1195
2022-07-18,17.9589
2022-07-19,18.645
2022-07-20,18.7916
2022-07-21,18.9697
2022-07-22,18.8693
2022-07-23,18.8693
2022-07-24,18.8693
2022-07-25,18.899
2022-07-26,18.8693
2022-07-27,19.2796
2022-07-28,19.572
2022-07-29,19.867
2022-07-30,19.867
2022-07-31,19.867
2022-08-01,19.8653
2022-08-02,19.7623
2022-08-03,19.9195
2022-08-04,19.75
2022-08-05,19.7212
2022-08-06,19.7212
2022-08-07,19.7212
2022-08-08,19.6242
2022-08-09,19.0947
2022-08-10,19.3997
2022-08-11,19.3735
2022-08-12,19.7719
2022-08-13,19.7719
2022-08-14,19.7719
2022-08-15,19.8942
2022-08-16,20.0585
2022-08-17,19.9772
2022-08-18,20.3695
2022-08-19,20.4796
2022-08-20,20.4796
2022-08-21,20.4796
2022-08-22,20.1948
2022-08-23,20.1738
2022-08-24,20.1327
2022-08-25,20.4385
2022-08-26,19.7212
2022-08-27,19.7212
2022-08-28,19.7212
2022-08-29,19.5735
2022-08-30,19.3175
2022-08-31,18.9357
2022-09-01,18.9191
2022-09-02,18.7435
2022-09-03,18.7435
2022-09-04,18.7435
2022-09-05,18.7435
2022-09-06,18.8195
2022-09-07,19.1428
2022-09-08,19.2555
2022-09-09,19.3612
2022-09-10,19.3612
2022-09-11,19.3612
2022-09-12,19.5543
2022-09-13,19.0886
2022-09-14,19.0528
2022-09-15,18.8466
2022-09-16,18.9471
2022-09-17,18.9471
2022-09-18,18.9471
2022-09-19,18.934
2022-09-20,18.7217
2022-09-21,18.4727
2022-09-22,18.2315
2022-09-23,17.993
2022-09-24,17.993
2022-09-25,17.993
2022-09-26,17.8523
2022-09-27,17.8025
2022-09-28,18.1284
2022-09-29,17.9109
2022-09-30,16.6238
2022-10-01,16.6238
2022-10-02,16.6238
2022-10-03,16.942
2022-10-04,17.4762
2022-10-05,17.4937
2022-10-06,17.3649
2022-10-07,16.9179
2022-10-08,16.9179
2022-10-09,16.9179
2022-10-10,16.8191
2022-10-11,16.3347
2022-10-12,16.3339
2022-10-13,16.7742
2022-10-14,16.4577
2022-10-15,16.4577
2022-10-16,16.4577
2022-10-17,16.888
2022-10-18,17.0475
2022-10-19,16.9055
2022-10-20,16.8183
2022-10-21,17.1514
2022-10-22,17.1514
2022-10-23,17.1514
2022-10-24,17.34
2022-10-25,17.6607
2022-10-26,17.5793
2022-10-27,17.6499
2022-10-28,18.0196
2022-10-29,18.0196
2022-10-30,18.0196
2022-10-31,18.0137
2022-11-01,17.9946
2022-11-02,17.9953
2022-11-03,18.0311
2022-11-04,17.9962
2022-11-05,17.9962
2022-11-06,17.9962
2022-11-07,17.9878
2022-11-08,18.2715
2022-11-09,17.9696
2022-11-10,19.0848
2022-11-11,18.9892
2022-11-12,18.9892
2022-11-13,18.9892
2022-11-14,18.8345
2022-11-15,19.0291
2022-11-16,18.8669
2022-11-17,18.8936
2022-11-18,19.0932
2022-11-19,19.0932
2022-11-20,19.0932
2022-11-21,19.0532
2022-11-22,19.3344
2022-11-23,19.3959
2022-11-24,19.3959
2022-11-25,19.3094
2022-11-26,19.3094
2022-11-27,19.3094
2022-11-28,19.0682
2022-11-29,18.9667
2022-11-30,19.346
2022-12-01,19.5597
2022-12-02,19.4608
2022-12-03,19.4608
2022-12-04,19.4608
2022-12-05,19.2038
2022-12-06,19.0216
2022-12-07,19.0308
2022-12-08,19.2054
2022-12-09,19.0832
2022-12-10,19.0832
2022-12-11,19.0832
2022-12-12,19.4275
2022-12-13,19.707
2022-12-14,19.6279
2022-12-15,18.9767
2022-12-16,18.7339
2022-12-17,18.7339
2022-12-18,18.7339
2022-12-19,18.4885
2022-12-20,18.5393
2022-12-21,18.7181
2022-12-22,18.4461
2022-12-23,18.4727
2022-12-24,18.4727
2022-12-25,18.4727
2022-12-26,18.4727
2022-12-27,18.5434
2022-12-28,18.2507
2022-12-29,18.6158
2022-12-30,17.2849
2022-12-31,17.2849
2023-01-01,17.2849
2023-01-02,17.2849
2023-01-03,17.3574
2023-01-04,17.4854
2023-01-05,17.2443
2023-01-06,17.6469
2023-01-07,17.6469
2023-01-08,17.6469
2023-01-09,17.7047
2023-01-10,17.8935
2023-01-11,18.2212
2023-01-12,18.4404
2023-01-13,18.5544
2023-01-14,18.5544
2023-01-15,18.5544
2023-01-16,18.5544
2023-01-17,18.7705
2023-01-18,18.8072
2023-01-19,18.7447
2023-01-20,18.8594
2023-01-21,18.8594
2023-01-22,18.8594
2023-01-23,18.9539
2023-01-24,18.733
2023-01-25,18.3414
2023-01-26,18.5114
2023-01-27,18.4326
2023-01-28,18.4326
2023-01-29,18.4326
2023-01-30,18.4904
2023-01-31,18.6464
2023-02-01,18.8922
2023-02-02,19.1185
2023-02-03,19.0405
2023-02-04,19.0405
2023-02-05,19.0405
2023-02-06,18.9609
2023-02-07,18.9008
2023-02-08,19.0857
2023-02-09,19.2184
2023-02-10,19.3963
2023-02-11,19.3963
2023-02-12,19.3963
2023-02-13,19.8301
2023-02-14,19.5874
2023-02-15,19.9409
2023-02-16,20.0681
2023-02-17,20.0431
2023-02-18,20.0431
2023-02-19,20.0431
2023-02-20,20.0431
2023-02-21,19.3853
2023-02-22,19.2675
2023-02-23,19.3167
2023-02-24,19.177
2023-02-25,19.177
2023-02-26,19.177
2023-02-27,19.1762
2023-02-28,19.1684
2023-03-01,19.0403
2023-03-02,19.0981
2023-03-03,19.1067
2023-03-04,19.1067
2023-03-05,19.1067
2023-03-06,19.213
2023-03-07,18.927
2023-03-08,18.9778
2023-03-09,18.6832
2023-03-10,18.2346
2023-03-11,18.2346
2023-03-12,18.2346
2023-03-13,18.0744
2023-03-14,18.2995
2023-03-15,18.0924
2023-03-16,18.4776
2023-03-17,18.0455
