,MAIN US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,28.9421
2020-01-02,29.0292
2020-01-03,29.0728
2020-01-04,29.0728
2020-01-05,29.0728
2020-01-06,29.0679
2020-01-07,29.0728
2020-01-08,29.097
2020-01-09,29.1647
2020-01-10,29.1841
2020-01-11,29.1841
2020-01-12,29.1841
2020-01-13,29.397
2020-01-14,29.4551
2020-01-15,29.6487
2020-01-16,29.7455
2020-01-17,29.6729
2020-01-18,29.6729
2020-01-19,29.6729
2020-01-20,29.6729
2020-01-21,29.5277
2020-01-22,29.6632
2020-01-23,29.6342
2020-01-24,29.3825
2020-01-25,29.3825
2020-01-26,29.3825
2020-01-27,29.1744
2020-01-28,29.2083
2020-01-29,29.1405
2020-01-30,29.1454
2020-01-31,28.9227
2020-02-01,28.9227
2020-02-02,28.9227
2020-02-03,28.9566
2020-02-04,29.1066
2020-02-05,29.1986
2020-02-06,29.276
2020-02-07,29.3825
2020-02-08,29.3825
2020-02-09,29.3825
2020-02-10,29.5616
2020-02-11,29.5809
2020-02-12,29.5664
2020-02-13,29.8568
2020-02-14,29.8084
2020-02-15,29.8084
2020-02-16,29.8084
2020-02-17,29.8084
2020-02-18,29.7213
2020-02-19,29.6535
2020-02-20,29.639
2020-02-21,29.518
2020-02-22,29.518
2020-02-23,29.518
2020-02-24,29.097
2020-02-25,27.074
2020-02-26,27.4951
2020-02-27,26.7304
2020-02-28,26.2264
2020-02-29,26.2264
2020-03-01,26.2264
2020-03-02,27.1945
2020-03-03,26.8063
2020-03-04,26.9979
2020-03-05,26.654
2020-03-06,26.2117
2020-03-07,26.2117
2020-03-08,26.2117
2020-03-09,24.1809
2020-03-10,24.5495
2020-03-11,23.478
2020-03-12,21.1138
2020-03-13,21.9297
2020-03-14,21.9297
2020-03-15,21.9297
2020-03-16,18.8922
2020-03-17,17.9435
2020-03-18,16.3707
2020-03-19,17.4373
2020-03-20,16.8376
2020-03-21,16.8376
2020-03-22,16.8376
2020-03-23,15.8153
2020-03-24,17.0293
2020-03-25,17.7322
2020-03-26,19.5655
2020-03-27,19.6688
2020-03-28,19.6688
2020-03-29,19.6688
2020-03-30,18.6317
2020-03-31,18.6317
2020-04-01,18.6317
2020-04-02,18.6317
2020-04-03,18.6317
2020-04-04,18.6317
2020-04-05,18.6317
2020-04-06,18.6317
2020-04-07,18.6317
2020-04-08,18.6317
2020-04-09,18.6317
2020-04-10,18.6317
2020-04-11,18.6317
2020-04-12,18.6317
2020-04-13,18.6317
2020-04-14,18.6317
2020-04-15,18.6317
2020-04-16,18.6317
2020-04-17,18.6317
2020-04-18,18.6317
2020-04-19,18.6317
2020-04-20,18.6317
2020-04-21,18.6317
2020-04-22,18.6317
2020-04-23,18.6317
2020-04-24,18.6317
2020-04-25,18.6317
2020-04-26,18.6317
2020-04-27,18.6317
2020-04-28,18.6317
2020-04-29,18.6317
2020-04-30,18.6317
2020-05-01,18.6317
2020-05-02,18.6317
2020-05-03,18.6317
2020-05-04,18.6317
2020-05-05,18.6317
2020-05-06,18.6317
2020-05-07,18.6317
2020-05-08,18.6317
2020-05-09,18.6317
2020-05-10,18.6317
2020-05-11,18.6317
2020-05-12,18.6317
2020-05-13,18.6317
2020-05-14,18.6317
2020-05-15,18.6317
2020-05-16,18.6317
2020-05-17,18.6317
2020-05-18,18.6317
2020-05-19,18.6317
2020-05-20,18.6317
2020-05-21,18.6317
2020-05-22,18.6317
2020-05-23,18.6317
2020-05-24,18.6317
2020-05-25,18.6317
2020-05-26,18.6317
2020-05-27,18.6317
2020-05-28,18.6317
2020-05-29,18.6317
2020-05-30,18.6317
2020-05-31,18.6317
2020-06-01,18.6317
2020-06-02,18.6317
2020-06-03,18.6317
2020-06-04,18.6317
2020-06-05,18.6317
2020-06-06,18.6317
2020-06-07,18.6317
2020-06-08,18.6317
2020-06-09,18.6317
2020-06-10,18.6317
2020-06-11,18.6317
2020-06-12,18.6317
2020-06-13,18.6317
2020-06-14,18.6317
2020-06-15,18.6317
2020-06-16,18.6317
2020-06-17,18.6317
2020-06-18,18.6317
2020-06-19,18.6317
2020-06-20,18.6317
2020-06-21,18.6317
2020-06-22,18.6317
2020-06-23,18.6317
2020-06-24,18.6317
2020-06-25,18.6317
2020-06-26,18.6317
2020-06-27,18.6317
2020-06-28,18.6317
2020-06-29,18.6317
2020-06-30,18.6317
2020-07-01,18.6317
2020-07-02,18.6317
2020-07-03,18.6317
2020-07-04,18.6317
2020-07-05,18.6317
2020-07-06,18.6317
2020-07-07,18.6317
2020-07-08,18.6317
2020-07-09,18.6317
2020-07-10,18.6317
2020-07-11,18.6317
2020-07-12,18.6317
2020-07-13,18.6317
2020-07-14,18.6317
2020-07-15,18.6317
2020-07-16,18.6317
2020-07-17,18.6317
2020-07-18,18.6317
2020-07-19,18.6317
2020-07-20,18.6317
2020-07-21,18.6317
2020-07-22,18.6317
2020-07-23,18.6317
2020-07-24,18.6317
2020-07-25,18.6317
2020-07-26,18.6317
2020-07-27,18.6317
2020-07-28,18.6317
2020-07-29,18.6317
2020-07-30,18.6317
2020-07-31,18.6317
2020-08-01,18.6317
2020-08-02,18.6317
2020-08-03,18.6317
2020-08-04,18.6317
2020-08-05,18.6317
2020-08-06,18.6317
2020-08-07,18.6317
2020-08-08,18.6317
2020-08-09,18.6317
2020-08-10,18.6317
2020-08-11,18.6317
2020-08-12,18.6317
2020-08-13,18.6317
2020-08-14,18.6317
2020-08-15,18.6317
2020-08-16,18.6317
2020-08-17,18.6317
2020-08-18,18.6317
2020-08-19,18.6317
2020-08-20,18.6317
2020-08-21,18.6317
2020-08-22,18.6317
2020-08-23,18.6317
2020-08-24,18.6317
2020-08-25,18.6317
2020-08-26,18.6317
2020-08-27,18.6317
2020-08-28,18.6317
2020-08-29,18.6317
2020-08-30,18.6317
2020-08-31,18.6317
2020-09-01,18.6317
2020-09-02,18.6317
2020-09-03,18.6317
2020-09-04,18.6317
2020-09-05,18.6317
2020-09-06,18.6317
2020-09-07,18.6317
2020-09-08,18.6317
2020-09-09,18.6317
2020-09-10,18.6317
2020-09-11,18.6317
2020-09-12,18.6317
2020-09-13,18.6317
2020-09-14,18.6317
2020-09-15,18.6317
2020-09-16,18.6317
2020-09-17,18.6317
2020-09-18,18.6317
2020-09-19,18.6317
2020-09-20,18.6317
2020-09-21,18.6317
2020-09-22,18.6317
2020-09-23,18.6317
2020-09-24,18.6317
2020-09-25,18.6317
2020-09-26,18.6317
2020-09-27,18.6317
2020-09-28,18.6317
2020-09-29,18.6317
2020-09-30,18.6317
2020-10-01,18.6317
2020-10-02,18.6317
2020-10-03,18.6317
2020-10-04,18.6317
2020-10-05,18.6317
2020-10-06,18.6317
2020-10-07,18.6317
2020-10-08,18.6317
2020-10-09,18.6317
2020-10-10,18.6317
2020-10-11,18.6317
2020-10-12,18.6317
2020-10-13,18.6317
2020-10-14,18.6317
2020-10-15,18.6317
2020-10-16,18.6317
2020-10-17,18.6317
2020-10-18,18.6317
2020-10-19,18.6317
2020-10-20,18.6317
2020-10-21,18.6317
2020-10-22,18.6317
2020-10-23,18.6317
2020-10-24,18.6317
2020-10-25,18.6317
2020-10-26,18.6317
2020-10-27,18.6317
2020-10-28,18.6317
2020-10-29,18.6317
2020-10-30,18.6317
2020-10-31,18.6317
2020-11-01,18.6317
2020-11-02,18.6317
2020-11-03,18.6317
2020-11-04,18.6317
2020-11-05,18.6317
2020-11-06,18.6317
2020-11-07,18.6317
2020-11-08,18.6317
2020-11-09,18.6317
2020-11-10,18.6317
2020-11-11,18.6317
2020-11-12,18.6317
2020-11-13,18.6317
2020-11-14,18.6317
2020-11-15,18.6317
2020-11-16,18.6317
2020-11-17,18.6317
2020-11-18,18.6317
2020-11-19,18.6317
2020-11-20,18.6317
2020-11-21,18.6317
2020-11-22,18.6317
2020-11-23,18.6317
2020-11-24,18.6317
2020-11-25,18.6317
2020-11-26,18.6317
2020-11-27,18.6317
2020-11-28,18.6317
2020-11-29,18.6317
2020-11-30,18.6317
2020-12-01,18.6317
2020-12-02,18.6317
2020-12-03,18.6317
2020-12-04,18.6317
2020-12-05,18.6317
2020-12-06,18.6317
2020-12-07,18.6317
2020-12-08,18.6317
2020-12-09,18.6317
2020-12-10,18.6317
2020-12-11,18.6317
2020-12-12,18.6317
2020-12-13,18.6317
2020-12-14,18.6317
2020-12-15,18.6317
2020-12-16,18.6317
2020-12-17,18.6317
2020-12-18,18.6317
2020-12-19,18.6317
2020-12-20,18.6317
2020-12-21,18.6317
2020-12-22,18.6317
2020-12-23,18.6317
2020-12-24,18.6317
2020-12-25,18.6317
2020-12-26,18.6317
2020-12-27,18.6317
2020-12-28,18.6317
2020-12-29,18.6317
2020-12-30,18.6317
2020-12-31,206.4545
2021-01-01,206.4545
2021-01-02,206.4545
2021-01-03,206.4545
2021-01-04,202.6982
2021-01-05,204.2255
2021-01-06,203.3586
2021-01-07,203.8952
2021-01-08,204.7621
2021-01-09,204.7621
2021-01-10,204.7621
2021-01-11,203.2348
2021-01-12,204.0603
2021-01-13,203.3586
2021-01-14,206.2894
2021-01-15,206.7434
2021-01-16,206.7434
2021-01-17,206.7434
2021-01-18,206.7434
2021-01-19,208.1469
2021-01-20,207.9405
2021-01-21,208.0643
2021-01-22,209.6329
2021-01-23,209.6329
2021-01-24,209.6329
2021-01-25,210.2933
2021-01-26,212.1508
2021-01-27,211.4904
2021-01-28,207.6103
2021-01-29,204.6382
2021-01-30,204.6382
2021-01-31,204.6382
2021-02-01,206.7434
2021-02-02,207.1975
2021-02-03,208.7248
2021-02-04,210.0044
2021-02-05,211.2427
