,ALSN US Equity
2023-03-21,8.0756
2023-03-22,7.983
2023-03-23,7.935
2023-03-24,7.9666
2023-03-25,7.9666
2023-03-26,7.9666
2023-03-27,8.017
2023-03-28,8.1154
2023-03-29,8.1483
2023-03-30,8.1459
2023-03-31,7.8004
2023-04-01,7.8004
2023-04-02,7.8004
2023-04-03,7.8049
2023-04-04,7.728
2023-04-05,7.6556
2023-04-06,7.5594
2023-04-07,7.5594
2023-04-08,7.5594
2023-04-09,7.5594
2023-04-10,7.6703
2023-04-11,7.7348
2023-04-12,7.8355
2023-04-13,7.8762
2023-04-14,7.9147
2023-04-15,7.9147
2023-04-16,7.9147
2023-04-17,7.9056
2023-04-18,7.9995
2023-04-19,7.9407
2023-04-20,7.9532
2023-04-21,7.926
2023-04-22,7.926
2023-04-23,7.926
2023-04-24,7.986
2023-04-25,7.9396
2023-04-26,7.8208
2023-04-27,7.84
2023-04-28,8.1534
2023-04-29,8.1534
2023-04-30,8.1534
2023-05-01,8.1119
2023-05-02,8.0727
2023-05-03,8.0054
2023-05-04,7.8495
2023-05-05,7.9796
2023-05-06,7.9796
2023-05-07,7.9796
2023-05-08,8.0761
2023-05-09,8.0828
2023-05-10,8.0749
2023-05-11,8.0211
2023-05-12,8.0435
2023-05-13,8.0435
2023-05-14,8.0435
2023-05-15,8.1254
2023-05-16,8.0525
2023-05-17,8.1355
2023-05-18,8.2061
2023-05-19,8.2151
2023-05-20,8.2151
2023-05-21,8.2151
2023-05-22,8.1837
2023-05-23,8.1018
2023-05-24,8.0166
2023-05-25,8.1108
2023-05-26,8.1288
2023-05-27,8.1288
2023-05-28,8.1288
2023-05-29,8.1288
2023-05-30,8.1523
2023-05-31,7.9863
2023-06-01,8.1052
2023-06-02,8.3889
2023-06-03,8.3889
2023-06-04,8.3889
2023-06-05,8.2936
2023-06-06,8.4304
2023-06-07,8.5751
2023-06-08,8.6513
2023-06-09,8.63
2023-06-10,8.63
2023-06-11,8.63
2023-06-12,8.6872
2023-06-13,8.7949
2023-06-14,8.6737
2023-06-15,8.7511
2023-06-16,8.75
2023-06-17,8.75
2023-06-18,8.75
2023-06-19,8.75
2023-06-20,8.6536
2023-06-21,8.6861
2023-06-22,8.7478
2023-06-23,8.7309
2023-06-24,8.7309
2023-06-25,8.7309
2023-06-26,8.7803
2023-06-27,8.9216
2023-06-28,8.9148
2023-06-29,9.0057
2023-06-30,8.4325
2023-07-01,8.4325
2023-07-02,8.4325
2023-07-03,8.505
2023-07-04,8.505
2023-07-05,8.3842
2023-07-06,8.3831
2023-07-07,8.4546
2023-07-08,8.4546
2023-07-09,8.4546
2023-07-10,8.5249
2023-07-11,8.5606
2023-07-12,8.59
2023-07-13,8.6362
2023-07-14,8.5806
2023-07-15,8.5806
2023-07-16,8.5806
2023-07-17,8.6488
2023-07-18,8.7234
2023-07-19,8.714
2023-07-20,8.6961
2023-07-21,8.6205
2023-07-22,8.6205
2023-07-23,8.6205
2023-07-24,8.6341
2023-07-25,8.6142
2023-07-26,8.5785
2023-07-27,8.5533
2023-07-28,8.5793
2023-07-29,8.5793
2023-07-30,8.5793
2023-07-31,8.5638
2023-08-01,8.666
2023-08-02,8.6485
2023-08-03,8.5793
2023-08-04,8.5121
2023-08-05,8.5121
2023-08-06,8.5121
2023-08-07,8.5937
2023-08-08,8.5979
2023-08-09,8.5834
2023-08-10,8.5679
2023-08-11,8.5989
2023-08-12,8.5989
2023-08-13,8.5989
2023-08-14,8.6732
2023-08-15,8.6485
2023-08-16,8.5597
2023-08-17,8.4967
2023-08-18,8.5576
2023-08-19,8.5576
2023-08-20,8.5576
2023-08-21,8.5782
2023-08-22,8.5927
2023-08-23,8.6226
2023-08-24,8.5555
2023-08-25,8.5627
2023-08-26,8.5627
2023-08-27,8.5627
2023-08-28,8.6288
2023-08-29,8.6856
2023-08-30,8.7094
2023-08-31,8.7455
2023-09-01,8.7992
2023-09-02,8.7992
2023-09-03,8.7992
2023-09-04,8.7992
2023-09-05,8.6619
2023-09-06,8.6526
2023-09-07,8.539
2023-09-08,8.6526
2023-09-09,8.6526
2023-09-10,8.6526
2023-09-11,8.7022
2023-09-12,8.6464
2023-09-13,8.5731
2023-09-14,8.6836
2023-09-15,8.6257
2023-09-16,8.6257
2023-09-17,8.6257
2023-09-18,8.7104
2023-09-19,8.7239
2023-09-20,8.7269
2023-09-21,8.6144
2023-09-22,8.6082
2023-09-23,8.6082
2023-09-24,8.6082
2023-09-25,8.6402
2023-09-26,8.5545
2023-09-27,8.6206
2023-09-28,8.698
2023-09-29,8.246
2023-09-30,8.246
2023-10-01,8.246
2023-10-02,8.1671
2023-10-03,8.1368
2023-10-04,8.2338
2023-10-05,8.2167
2023-10-06,8.2702
2023-10-07,8.2702
2023-10-08,8.2702
2023-10-09,8.3258
2023-10-10,8.3309
2023-10-11,8.3602
2023-10-12,8.2864
2023-10-13,8.1965
2023-10-14,8.1965
2023-10-15,8.1965
2023-10-16,8.2844
2023-10-17,8.3986
2023-10-18,8.247
2023-10-19,8.1449
2023-10-20,8.0408
2023-10-21,8.0408
2023-10-22,8.0408
2023-10-23,8.0014
2023-10-24,8.0812
2023-10-25,8.058
2023-10-26,7.4538
2023-10-27,7.5185
2023-10-28,7.5185
2023-10-29,7.5185
2023-10-30,7.4306
2023-10-31,7.37
2023-11-01,7.4811
2023-11-02,7.4659
2023-11-03,7.571
2023-11-04,7.571
2023-11-05,7.571
2023-11-06,7.5437
2023-11-07,7.5437
2023-11-08,7.5397
2023-11-09,7.5437
2023-11-10,7.6407
2023-11-11,7.6407
2023-11-12,7.6407
2023-11-13,7.5851
2023-11-14,7.7558
2023-11-15,7.7195
2023-11-16,7.6538
2023-11-17,7.7538
2023-11-18,7.7538
2023-11-19,7.7538
2023-11-20,7.7427
2023-11-21,7.7043
2023-11-22,7.7033
2023-11-23,7.7033
2023-11-24,7.7498
2023-11-25,7.7498
2023-11-26,7.7498
2023-11-27,7.7397
2023-11-28,7.6417
2023-11-29,7.6619
2023-11-30,7.6791
2023-12-01,7.7841
2023-12-02,7.7841
2023-12-03,7.7841
2023-12-04,7.8437
2023-12-05,7.7609
2023-12-06,7.7578
2023-12-07,7.8164
2023-12-08,7.8215
2023-12-09,7.8215
2023-12-10,7.8215
2023-12-11,7.9245
2023-12-12,7.9265
2023-12-13,8.0325
2023-12-14,8.2356
2023-12-15,8.2335
2023-12-16,8.2335
2023-12-17,8.2335
2023-12-18,8.1184
2023-12-19,8.2477
2023-12-20,8.1174
2023-12-21,8.1649
2023-12-22,8.177
2023-12-23,8.177
2023-12-24,8.177
2023-12-25,8.177
2023-12-26,8.1679
2023-12-27,8.18
2023-12-28,8.176
2023-12-29,7.8015
2023-12-30,7.8015
2023-12-31,7.8015
2024-01-01,7.8015
2024-01-02,7.6875
2024-01-03,7.5697
2024-01-04,7.56
2024-01-05,7.5853
2024-01-06,7.5853
2024-01-07,7.5853
2024-01-08,7.7722
2024-01-09,7.706
2024-01-10,7.7352
2024-01-11,7.7518
2024-01-12,7.6856
2024-01-13,7.6856
2024-01-14,7.6856
2024-01-15,7.6856
2024-01-16,7.6943
2024-01-17,7.5892
2024-01-18,7.6388
2024-01-19,7.7158
2024-01-20,7.7158
2024-01-21,7.7158
2024-01-22,7.8122
2024-01-23,7.8248
2024-01-24,7.8385
2024-01-25,7.9076
2024-01-26,8.0069
2024-01-27,8.0069
2024-01-28,8.0069
2024-01-29,8.0751
2024-01-30,8.1199
2024-01-31,8.0342
2024-02-01,8.1228
2024-02-02,8.1296
2024-02-03,8.1296
2024-02-04,8.1296
2024-02-05,8.0984
2024-02-06,8.1208
2024-02-07,8.116
2024-02-08,8.1442
2024-02-09,8.1471
2024-02-10,8.1471
2024-02-11,8.1471
2024-02-12,8.2572
2024-02-13,8.1315
2024-02-14,8.7919
2024-02-15,8.9484
2024-02-16,8.8365
2024-02-17,8.8365
2024-02-18,8.8365
2024-02-19,8.8365
2024-02-20,8.8744
2024-02-21,8.8659
2024-02-22,9.1041
2024-02-23,9.2218
2024-02-24,9.2218
2024-02-25,9.2218
2024-02-26,9.2407
2024-02-27,9.2901
2024-02-28,9.3129
2024-02-29,9.2882
2024-03-01,9.2948
2024-03-02,9.2948
2024-03-03,9.2948
2024-03-04,9.3717
2024-03-05,9.2863
2024-03-06,9.3736
2024-03-07,9.2939
2024-03-08,9.1658
2024-03-09,9.1658
2024-03-10,9.1658
2024-03-11,9.2151
2024-03-12,9.2967
2024-03-13,9.31
2024-03-14,9.2559
2024-03-15,9.2825
2024-03-16,9.2825
2024-03-17,9.2825
2024-03-18,9.3745
2024-03-19,9.4818
2024-03-20,9.5084
2024-03-21,9.5862
2024-03-22,9.6393
2024-03-23,9.6393
2024-03-24,9.6393
2024-03-25,9.646
2024-03-26,9.7285
2024-03-27,9.8073
2024-03-28,9.8415
2024-03-29,9.8415
2024-03-30,9.8415
2024-03-31,9.8415
2024-04-01,9.8101
2024-04-02,9.8671
2024-04-03,9.9392
2024-04-04,9.8975
2024-04-05,9.9487
2024-04-06,9.9487
2024-04-07,9.9487
2024-04-08,9.9762
