,ECPG US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,20.059
2020-01-02,20.139
2020-01-03,20.0728
2020-01-04,20.0728
2020-01-05,20.0728
2020-01-06,20.0507
2020-01-07,20.0052
2020-01-08,20.0562
2020-01-09,20.1003
2020-01-10,20.0659
2020-01-11,20.0659
2020-01-12,20.0659
2020-01-13,20.1121
2020-01-14,20.1659
2020-01-15,20.1859
2020-01-16,20.2797
2020-01-17,20.2742
2020-01-18,20.2742
2020-01-19,20.2742
2020-01-20,20.2742
2020-01-21,20.2286
2020-01-22,20.2383
2020-01-23,20.2728
2020-01-24,20.1431
2020-01-25,20.1431
2020-01-26,20.1431
2020-01-27,20.0714
2020-01-28,20.1141
2020-01-29,20.0148
2020-01-30,20.0093
2020-01-31,19.8645
2020-02-01,19.8645
2020-02-02,19.8645
2020-02-03,19.8893
2020-02-04,20.0286
2020-02-05,20.1707
2020-02-06,20.1459
2020-02-07,20.11
2020-02-08,20.11
2020-02-09,20.11
2020-02-10,20.0976
2020-02-11,20.1886
2020-02-12,20.2231
2020-02-13,20.2686
2020-02-14,20.1224
2020-02-15,20.1224
2020-02-16,20.1224
2020-02-17,20.1224
2020-02-18,20.0093
2020-02-19,19.9445
2020-02-20,20.0065
2020-02-21,19.9127
2020-02-22,19.9127
2020-02-23,19.9127
2020-02-24,19.7389
2020-02-25,19.492
2020-02-26,19.4444
2020-02-27,19.9615
2020-02-28,20.3137
2020-02-29,20.3137
2020-03-01,20.3137
2020-03-02,20.514
2020-03-03,20.4546
2020-03-04,20.7129
2020-03-05,20.6148
2020-03-06,20.5182
2020-03-07,20.5182
2020-03-08,20.5182
2020-03-09,20.4698
2020-03-10,20.3386
2020-03-11,20.0568
2020-03-12,19.7792
2020-03-13,20.0775
2020-03-14,20.0775
2020-03-15,20.0775
2020-03-16,19.9463
2020-03-17,19.4007
2020-03-18,17.7667
2020-03-19,17.5222
2020-03-20,17.9518
2020-03-21,17.9518
2020-03-22,17.9518
2020-03-23,17.507
2020-03-24,18.3786
2020-03-25,19.0264
2020-03-26,19.2764
2020-03-27,18.9919
2020-03-28,18.9919
2020-03-29,18.9919
2020-03-30,18.9021
