,ECPG US Equity
2020-03-31,25.2918
2020-04-01,24.8733
2020-04-02,24.4428
2020-04-03,24.0083
2020-04-04,24.0083
2020-04-05,24.0083
2020-04-06,24.7278
2020-04-07,25.3396
2020-04-08,25.7801
2020-04-09,26.3481
2020-04-10,26.3481
2020-04-11,26.3481
2020-04-12,26.3481
2020-04-13,25.9116
2020-04-14,25.8558
2020-04-15,25.6964
2020-04-16,25.4662
2020-04-17,26.0272
2020-04-18,26.0272
2020-04-19,26.0272
2020-04-20,25.8817
2020-04-21,25.6107
2020-04-22,25.1124
2020-04-23,25.2818
2020-04-24,25.3576
2020-04-25,25.3576
2020-04-26,25.3576
2020-04-27,25.5648
2020-04-28,25.8988
2020-04-29,26.4212
2020-04-30,25.8327
2020-05-01,25.3483
2020-05-02,25.3483
2020-05-03,25.3483
2020-05-04,25.2822
2020-05-05,25.3143
2020-05-06,25.1481
2020-05-07,25.4484
2020-05-08,26.8476
2020-05-09,26.8476
2020-05-10,26.8476
2020-05-11,26.3632
2020-05-12,26.7495
2020-05-13,26.8136
2020-05-14,26.8917
2020-05-15,26.8376
2020-05-16,26.8376
2020-05-17,26.8376
2020-05-18,27.1869
2020-05-19,26.9557
2020-05-20,27.0538
2020-05-21,27.0098
2020-05-22,27.0218
2020-05-23,27.0218
2020-05-24,27.0218
2020-05-25,27.0218
2020-05-26,27.1659
2020-05-27,27.316
2020-05-28,27.2019
2020-05-29,26.9917
2020-05-30,26.9917
2020-05-31,26.9917
2020-06-01,27.0858
2020-06-02,27.1359
2020-06-03,27.304
2020-06-04,27.4962
2020-06-05,28.0927
2020-06-06,28.0927
2020-06-07,28.0927
2020-06-08,28.0046
2020-06-09,27.9726
2020-06-10,27.6663
2020-06-11,27.6203
2020-06-12,27.7804
2020-06-13,27.7804
2020-06-14,27.7804
2020-06-15,28.1448
2020-06-16,28.0867
2020-06-17,28.0887
2020-06-18,27.9386
2020-06-19,27.8325
2020-06-20,27.8325
2020-06-21,27.8325
2020-06-22,27.8385
2020-06-23,27.5863
2020-06-24,27.4542
2020-06-25,27.5422
2020-06-26,27.1269
2020-06-27,27.1269
2020-06-28,27.1269
2020-06-29,27.4542
2020-06-30,14.9904
2020-07-01,14.9303
2020-07-02,14.9496
2020-07-03,14.9496
2020-07-04,14.9496
2020-07-05,14.9496
2020-07-06,15.0017
2020-07-07,14.8011
2020-07-08,14.8963
2020-07-09,14.6153
2020-07-10,14.749
2020-07-11,14.749
2020-07-12,14.749
2020-07-13,14.7875
2020-07-14,14.8895
2020-07-15,15.1219
2020-07-16,15.2035
2020-07-17,15.046
2020-07-18,15.046
2020-07-19,15.046
2020-07-20,15.1026
2020-07-21,15.0664
2020-07-22,15.0743
2020-07-23,15.1208
2020-07-24,15.063
2020-07-25,15.063
2020-07-26,15.063
2020-07-27,15.0992
2020-07-28,15.1412
2020-07-29,15.2613
2020-07-30,15.1627
2020-07-31,15.2568
2020-08-01,15.2568
2020-08-02,15.2568
2020-08-03,15.216
2020-08-04,15.2194
2020-08-05,15.5947
2020-08-06,16.376
2020-08-07,16.0041
2020-08-08,16.0041
2020-08-09,16.0041
2020-08-10,16.144
2020-08-11,16.078
2020-08-12,16.1462
2020-08-13,16.1576
2020-08-14,16.1519
2020-08-15,16.1519
2020-08-16,16.1519
2020-08-17,16.1349
2020-08-18,16.0757
2020-08-19,16.3634
2020-08-20,16.2349
2020-08-21,16.3453
2020-08-22,16.3453
2020-08-23,16.3453
2020-08-24,16.4044
2020-08-25,16.3623
2020-08-26,16.2782
2020-08-27,16.3691
2020-08-28,16.434
2020-08-29,16.434
2020-08-30,16.434
2020-08-31,16.3407
2020-09-01,16.6239
2020-09-02,16.6
2020-09-03,16.4249
2020-09-04,16.4283
2020-09-05,16.4283
2020-09-06,16.4283
2020-09-07,16.4283
2020-09-08,16.3339
2020-09-09,15.9256
2020-09-10,15.7937
2020-09-11,15.7858
2020-09-12,15.7858
2020-09-13,15.7858
2020-09-14,15.8733
2020-09-15,15.6834
2020-09-16,15.7039
2020-09-17,15.6447
2020-09-18,15.6004
2020-09-19,15.6004
2020-09-20,15.6004
2020-09-21,15.5754
2020-09-22,15.7266
2020-09-23,15.5776
2020-09-24,15.448
2020-09-25,15.3263
2020-09-26,15.3263
2020-09-27,15.3263
2020-09-28,15.6015
2020-09-29,15.5128
2020-09-30,14.5024
2020-10-01,14.5733
2020-10-02,14.55
2020-10-03,14.55
2020-10-04,14.55
2020-10-05,14.6252
2020-10-06,14.4685
2020-10-07,14.3913
2020-10-08,14.4855
2020-10-09,14.4876
2020-10-10,14.4876
2020-10-11,14.4876
2020-10-12,14.4357
2020-10-13,14.5024
2020-10-14,14.4887
2020-10-15,14.6781
2020-10-16,14.7257
2020-10-17,14.7257
2020-10-18,14.7257
2020-10-19,14.6591
2020-10-20,14.7194
2020-10-21,14.5807
2020-10-22,14.6114
2020-10-23,14.5807
2020-10-24,14.5807
2020-10-25,14.5807
2020-10-26,14.4156
2020-10-27,14.3172
2020-10-28,14.096
2020-10-29,13.8949
2020-10-30,13.7975
2020-10-31,13.7975
2020-11-01,13.7975
2020-11-02,13.9898
2020-11-03,13.7315
2020-11-04,13.8627
2020-11-05,13.8818
2020-11-06,13.7357
2020-11-07,13.7357
2020-11-08,13.7357
2020-11-09,13.7473
2020-11-10,13.8543
2020-11-11,13.778
2020-11-12,13.5938
2020-11-13,13.6468
2020-11-14,13.6468
2020-11-15,13.6468
2020-11-16,13.7336
2020-11-17,13.7558
2020-11-18,13.9929
2020-11-19,13.8775
2020-11-20,13.8553
2020-11-21,13.8553
2020-11-22,13.8553
2020-11-23,14.139
2020-11-24,14.2089
2020-11-25,14.0871
2020-11-26,14.0871
2020-11-27,13.9898
2020-11-28,13.9898
2020-11-29,13.9898
2020-11-30,14.0321
2020-12-01,14.2322
2020-12-02,14.2597
2020-12-03,14.301
2020-12-04,14.4143
2020-12-05,14.4143
2020-12-06,14.4143
2020-12-07,14.428
2020-12-08,14.5
2020-12-09,14.608
2020-12-10,14.7075
2020-12-11,14.5445
2020-12-12,14.5445
2020-12-13,14.5445
2020-12-14,14.4407
2020-12-15,14.6249
2020-12-16,14.3857
2020-12-17,14.4164
2020-12-18,14.4407
2020-12-19,14.4407
2020-12-20,14.4407
2020-12-21,14.3211
2020-12-22,14.3179
2020-12-23,14.3931
2020-12-24,14.4174
2020-12-25,14.4174
2020-12-26,14.4174
2020-12-27,14.4174
2020-12-28,14.3656
2020-12-29,14.3349
2020-12-30,14.5233
2020-12-31,15.5565
2021-01-01,15.5565
2021-01-02,15.5565
2021-01-03,15.5565
2021-01-04,15.3662
2021-01-05,15.4337
2021-01-06,15.4281
2021-01-07,15.2655
2021-01-08,14.9683
2021-01-09,14.9683
2021-01-10,14.9683
2021-01-11,14.8538
2021-01-12,14.8084
2021-01-13,14.8992
2021-01-14,14.9257
2021-01-15,14.7664
2021-01-16,14.7664
2021-01-17,14.7664
2021-01-18,14.7664
2021-01-19,14.8516
2021-01-20,14.8759
2021-01-21,14.8947
2021-01-22,14.5926
2021-01-23,14.5926
2021-01-24,14.5926
2021-01-25,14.5849
2021-01-26,14.6635
2021-01-27,14.6734
2021-01-28,14.6535
2021-01-29,14.5329
2021-01-30,14.5329
2021-01-31,14.5329
2021-02-01,14.6358
2021-02-02,14.7221
2021-02-03,14.7819
2021-02-04,14.8339
2021-02-05,14.8936
2021-02-06,14.8936
2021-02-07,14.8936
2021-02-08,14.9844
2021-02-09,14.9257
2021-02-10,14.908
2021-02-11,14.9368
2021-02-12,14.9412
2021-02-13,14.9412
2021-02-14,14.9412
2021-02-15,14.9412
2021-02-16,14.9434
2021-02-17,14.8815
2021-02-18,14.8239
2021-02-19,14.8682
2021-02-20,14.8682
2021-02-21,14.8682
2021-02-22,14.9678
2021-02-23,14.9313
2021-02-24,15.0476
2021-02-25,14.917
2021-02-26,14.9446
2021-02-27,14.9446
2021-02-28,14.9446
2021-03-01,15.0011
2021-03-02,15.0088
2021-03-03,15.1427
2021-03-04,15.3098
2021-03-05,15.4581
2021-03-06,15.4581
2021-03-07,15.4581
2021-03-08,15.7149
2021-03-09,15.6861
2021-03-10,15.7901
2021-03-11,15.8255
2021-03-12,15.8521
2021-03-13,15.8521
2021-03-14,15.8521
2021-03-15,15.9273
2021-03-16,15.7569
2021-03-17,15.8111
2021-03-18,15.6828
2021-03-19,15.6695
2021-03-20,15.6695
2021-03-21,15.6695
2021-03-22,15.7481
2021-03-23,15.7503
2021-03-24,15.6662
2021-03-25,15.7005
2021-03-26,15.8554
2021-03-27,15.8554
2021-03-28,15.8554
2021-03-29,15.8056
2021-03-30,15.7558
2021-03-31,10.2568
2021-04-01,10.2667
2021-04-02,10.2667
2021-04-03,10.2667
2021-04-04,10.2667
2021-04-05,10.2325
2021-04-06,10.1406
2021-04-07,10.1557
2021-04-08,10.1368
2021-04-09,10.1519
2021-04-10,10.1519
2021-04-11,10.1519
2021-04-12,10.1633
2021-04-13,10.1284
2021-04-14,10.095
2021-04-15,10.0828
2021-04-16,10.1443
2021-04-17,10.1443
2021-04-18,10.1443
2021-04-19,10.1261
2021-04-20,10.1208
2021-04-21,10.1763
2021-04-22,10.1079
2021-04-23,10.1421
2021-04-24,10.1421
2021-04-25,10.1421
2021-04-26,10.1618
2021-04-27,10.1314
2021-04-28,10.1611
2021-04-29,10.1595
2021-04-30,10.1572
2021-05-01,10.1572
2021-05-02,10.1572
2021-05-03,10.2414
2021-05-04,10.2534
2021-05-05,10.2925
2021-05-06,10.4376
2021-05-07,10.4398
2021-05-08,10.4398
2021-05-09,10.4398
2021-05-10,10.3526
2021-05-11,10.3038
2021-05-12,10.2729
2021-05-13,10.3932
2021-05-14,10.4496
2021-05-15,10.4496
2021-05-16,10.4496
2021-05-17,10.4195
2021-05-18,10.4519
2021-05-19,10.4977
2021-05-20,10.4699
2021-05-21,10.5045
2021-05-22,10.5045
2021-05-23,10.5045
2021-05-24,10.5082
2021-05-25,10.5248
2021-05-26,10.6413
2021-05-27,10.6909
2021-05-28,10.6796
2021-05-29,10.6796
2021-05-30,10.6796
2021-05-31,10.6796
2021-06-01,10.7849
2021-06-02,10.7563
2021-06-03,10.7691
2021-06-04,10.7608
2021-06-05,10.7608
2021-06-06,10.7608
2021-06-07,10.8255
2021-06-08,10.8443
2021-06-09,10.8683
2021-06-10,10.8631
2021-06-11,10.9052
2021-06-12,10.9052
2021-06-13,10.9052
2021-06-14,10.8668
2021-06-15,10.8743
2021-06-16,10.8939
2021-06-17,10.8811
2021-06-18,10.7698
2021-06-19,10.7698
2021-06-20,10.7698
2021-06-21,10.8202
2021-06-22,10.7999
2021-06-23,10.7931
2021-06-24,10.8458
2021-06-25,10.8285
2021-06-26,10.8285
2021-06-27,10.8285
2021-06-28,10.8037
2021-06-29,10.7736
2021-06-30,11.7328
2021-07-01,11.7788
2021-07-02,11.737
2021-07-03,11.737
2021-07-04,11.737
2021-07-05,11.737
2021-07-06,11.6953
2021-07-07,11.7217
2021-07-08,11.6553
2021-07-09,11.7047
2021-07-10,11.7047
2021-07-11,11.7047
2021-07-12,11.7575
2021-07-13,11.726
2021-07-14,11.6851
2021-07-15,11.7064
2021-07-16,11.657
2021-07-17,11.657
2021-07-18,11.657
2021-07-19,11.5948
2021-07-20,11.6749
2021-07-21,11.7013
2021-07-22,11.6271
2021-07-23,11.6024
2021-07-24,11.6024
2021-07-25,11.6024
2021-07-26,11.6493
2021-07-27,11.7243
2021-07-28,11.7209
2021-07-29,11.7277
2021-07-30,11.7285
2021-07-31,11.7285
2021-08-01,11.7285
2021-08-02,11.7013
2021-08-03,11.772
2021-08-04,11.5891
2021-08-05,11.5949
2021-08-06,11.7072
2021-08-07,11.7072
2021-08-08,11.7072
2021-08-09,11.6556
2021-08-10,11.7213
2021-08-11,11.6938
2021-08-12,11.6065
2021-08-13,11.5757
2021-08-14,11.5757
2021-08-15,11.5757
2021-08-16,11.6032
2021-08-17,11.6622
2021-08-18,11.6323
2021-08-19,11.5774
2021-08-20,11.6331
2021-08-21,11.6331
2021-08-22,11.6331
2021-08-23,11.5708
2021-08-24,11.5757
2021-08-25,11.5807
2021-08-26,11.5774
2021-08-27,11.688
2021-08-28,11.688
2021-08-29,11.688
2021-08-30,11.6564
2021-08-31,11.7878
2021-09-01,11.6947
2021-09-02,11.7288
2021-09-03,11.7105
2021-09-04,11.7105
2021-09-05,11.7105
2021-09-06,11.7105
2021-09-07,11.6706
2021-09-08,11.6739
2021-09-09,11.6373
2021-09-10,11.6406
2021-09-11,11.6406
2021-09-12,11.6406
2021-09-13,11.7537
2021-09-14,11.6772
2021-09-15,11.6889
2021-09-16,11.6215
2021-09-17,11.6731
2021-09-18,11.6731
2021-09-19,11.6731
2021-09-20,11.713
2021-09-21,11.7072
2021-09-22,11.703
2021-09-23,11.7013
2021-09-24,11.6564
2021-09-25,11.6564
2021-09-26,11.6564
2021-09-27,11.8111
2021-09-28,11.7753
2021-09-29,11.8178
2021-09-30,9.9444
2021-10-01,10.0064
2021-10-02,10.0064
2021-10-03,10.0064
2021-10-04,9.9911
2021-10-05,9.9896
2021-10-06,10.0049
2021-10-07,10.0202
2021-10-08,10.0275
2021-10-09,10.0275
2021-10-10,10.0275
2021-10-11,10.0552
2021-10-12,10.0581
2021-10-13,10.0807
2021-10-14,10.0917
2021-10-15,10.0815
2021-10-16,10.0815
2021-10-17,10.0815
2021-10-18,10.123
2021-10-19,10.0545
2021-10-20,10.1033
2021-10-21,10.1741
2021-10-22,10.1048
2021-10-23,10.1048
2021-10-24,10.1048
2021-10-25,10.1981
2021-10-26,10.169
2021-10-27,10.2265
2021-10-28,10.2681
2021-10-29,10.2907
2021-10-30,10.2907
2021-10-31,10.2907
2021-11-01,10.2528
2021-11-02,10.2433
2021-11-03,10.1608
2021-11-04,10.5055
2021-11-05,10.5612
2021-11-06,10.5612
2021-11-07,10.5612
2021-11-08,10.5824
2021-11-09,10.5175
2021-11-10,10.4766
2021-11-11,10.5387
2021-11-12,10.5083
2021-11-13,10.5083
2021-11-14,10.5083
2021-11-15,10.5175
2021-11-16,10.5224
2021-11-17,10.5154
2021-11-18,10.5387
2021-11-19,10.5062
2021-11-20,10.5062
2021-11-21,10.5062
2021-11-22,10.5203
2021-11-23,10.5253
2021-11-24,10.5034
2021-11-25,10.5034
2021-11-26,10.5196
2021-11-27,10.5196
2021-11-28,10.5196
2021-11-29,10.5098
2021-11-30,10.4653
2021-12-01,10.5013
2021-12-02,10.5189
2021-12-03,10.4935
2021-12-04,10.4935
2021-12-05,10.4935
2021-12-06,10.2468
2021-12-07,10.3765
2021-12-08,10.4104
2021-12-09,10.4054
2021-12-10,10.5528
2021-12-11,10.5528
2021-12-12,10.5528
2021-12-13,10.4837
2021-12-14,10.4689
2021-12-15,10.4921
2021-12-16,10.4999
2021-12-17,10.471
2021-12-18,10.471
2021-12-19,10.471
2021-12-20,10.5168
2021-12-21,10.5556
2021-12-22,10.6056
2021-12-23,10.5986
2021-12-24,10.5986
2021-12-25,10.5986
2021-12-26,10.5986
2021-12-27,10.6345
2021-12-28,10.6204
2021-12-29,10.6007
2021-12-30,9.9404
2021-12-31,9.7558
2022-01-01,9.7558
2022-01-02,9.7558
2022-01-03,9.7176
2022-01-04,9.6958
2022-01-05,9.6783
2022-01-06,9.6827
2022-01-07,9.6368
2022-01-08,9.6368
2022-01-09,9.6368
2022-01-10,9.6859
2022-01-11,9.7083
2022-01-12,9.7433
2022-01-13,9.8573
2022-01-14,10.0457
2022-01-15,10.0457
2022-01-16,10.0457
2022-01-17,10.0457
2022-01-18,10.0069
2022-01-19,9.9534
2022-01-20,9.8486
2022-01-21,9.8732
2022-01-22,9.8732
2022-01-23,9.8732
2022-01-24,9.9305
2022-01-25,9.8977
2022-01-26,9.8677
2022-01-27,9.8874
2022-01-28,9.9349
2022-01-29,9.9349
2022-01-30,9.9349
2022-01-31,9.8863
2022-02-01,9.9043
2022-02-02,10.0227
2022-02-03,9.9714
2022-02-04,9.9763
2022-02-05,9.9763
2022-02-06,9.9763
2022-02-07,10.0298
2022-02-08,10.1385
2022-02-09,10.1696
2022-02-10,10.1521
2022-02-11,10.1439
2022-02-12,10.1439
2022-02-13,10.1439
2022-02-14,10.2132
2022-02-15,10.1898
2022-02-16,10.2547
2022-02-17,10.2689
2022-02-18,10.2766
2022-02-19,10.2766
2022-02-20,10.2766
2022-02-21,10.2766
2022-02-22,10.2504
2022-02-23,10.1732
2022-02-24,9.9389
2022-02-25,9.9745
2022-02-26,9.9745
2022-02-27,9.9745
2022-02-28,9.9286
2022-03-01,9.8816
2022-03-02,9.9389
2022-03-03,9.9777
2022-03-04,9.954
2022-03-05,9.954
2022-03-06,9.954
2022-03-07,9.9151
2022-03-08,9.8346
2022-03-09,9.9448
2022-03-10,9.8627
2022-03-11,9.7153
2022-03-12,9.7153
2022-03-13,9.7153
2022-03-14,9.6862
2022-03-15,9.6575
2022-03-16,9.7801
2022-03-17,9.752
2022-03-18,9.8514
2022-03-19,9.8514
2022-03-20,9.8514
2022-03-21,9.8152
2022-03-22,9.7958
2022-03-23,9.7596
2022-03-24,9.7439
2022-03-25,9.8098
2022-03-26,9.8098
2022-03-27,9.8098
2022-03-28,9.8158
2022-03-29,9.7834
2022-03-30,9.7596
2022-03-31,7.6612
2022-04-01,7.6791
2022-04-02,7.6791
2022-04-03,7.6791
2022-04-04,7.6299
2022-04-05,7.6029
2022-04-06,7.5915
2022-04-07,7.5876
2022-04-08,7.6098
2022-04-09,7.6098
2022-04-10,7.6098
2022-04-11,7.6164
2022-04-12,7.5606
2022-04-13,7.4669
2022-04-14,7.5161
2022-04-15,7.5161
2022-04-16,7.5161
2022-04-17,7.5161
2022-04-18,7.4983
2022-04-19,7.5288
2022-04-20,7.5327
2022-04-21,7.5148
2022-04-22,7.4543
2022-04-23,7.4543
2022-04-24,7.4543
2022-04-25,7.4769
2022-04-26,7.4447
2022-04-27,7.4137
2022-04-28,7.4787
2022-04-29,7.424
2022-04-30,7.424
2022-05-01,7.424
2022-05-02,7.4361
2022-05-03,7.4422
2022-05-04,7.4819
2022-05-05,7.5982
2022-05-06,7.5831
2022-05-07,7.5831
2022-05-08,7.5831
2022-05-09,7.6051
2022-05-10,7.5405
2022-05-11,7.5254
2022-05-12,7.4689
2022-05-13,7.4556
2022-05-14,7.4556
2022-05-15,7.4556
2022-05-16,7.4573
2022-05-17,7.4569
2022-05-18,7.3793
2022-05-19,7.356
2022-05-20,7.3931
2022-05-21,7.3931
2022-05-22,7.3931
2022-05-23,7.4064
2022-05-24,7.4224
2022-05-25,7.4586
2022-05-26,7.5013
2022-05-27,7.5168
2022-05-28,7.5168
2022-05-29,7.5168
2022-05-30,7.5168
2022-05-31,7.5612
2022-06-01,7.5461
2022-06-02,7.5444
2022-06-03,7.5288
2022-06-04,7.5288
2022-06-05,7.5288
2022-06-06,7.5375
2022-06-07,7.5495
2022-06-08,7.534
2022-06-09,7.531
2022-06-10,7.4099
2022-06-11,7.4099
2022-06-12,7.4099
2022-06-13,7.3922
2022-06-14,7.4004
2022-06-15,7.3939
2022-06-16,7.3237
2022-06-17,7.3862
2022-06-18,7.3862
2022-06-19,7.3862
2022-06-20,7.3862
2022-06-21,7.4267
2022-06-22,7.4543
2022-06-23,7.4439
2022-06-24,7.4672
2022-06-25,7.4672
2022-06-26,7.4672
2022-06-27,7.4444
2022-06-28,7.4392
2022-06-29,7.4086
2022-06-30,7.7105
2022-07-01,7.7596
2022-07-02,7.7596
2022-07-03,7.7596
2022-07-04,7.7596
2022-07-05,7.8235
2022-07-06,7.7971
2022-07-07,7.7952
2022-07-08,7.8161
2022-07-09,7.8161
2022-07-10,7.8161
2022-07-11,7.8244
2022-07-12,7.9406
2022-07-13,8.0837
2022-07-14,7.9999
2022-07-15,8.0443
2022-07-16,8.0443
2022-07-17,8.0443
2022-07-18,8.0295
2022-07-19,8.0707
2022-07-20,8.1309
2022-07-21,8.1415
2022-07-22,8.1939
2022-07-23,8.1939
2022-07-24,8.1939
2022-07-25,8.1953
2022-07-26,8.3411
2022-07-27,8.2943
2022-07-28,8.2962
2022-07-29,8.3892
2022-07-30,8.3892
2022-07-31,8.3892
2022-08-01,8.3402
2022-08-02,8.23
2022-08-03,8.217
2022-08-04,7.6031
2022-08-05,7.5872
2022-08-06,7.5872
2022-08-07,7.5872
2022-08-08,7.5553
2022-08-09,7.5347
2022-08-10,7.5502
2022-08-11,7.522
2022-08-12,7.5776
2022-08-13,7.5776
2022-08-14,7.5776
2022-08-15,7.6049
2022-08-16,7.5876
2022-08-17,7.568
2022-08-18,7.6086
2022-08-19,7.6428
2022-08-20,7.6428
2022-08-21,7.6428
2022-08-22,7.5967
2022-08-23,7.6113
2022-08-24,7.6017
2022-08-25,7.6391
2022-08-26,7.5976
2022-08-27,7.5976
2022-08-28,7.5976
2022-08-29,7.5338
2022-08-30,7.5557
2022-08-31,7.5279
2022-09-01,7.4937
2022-09-02,7.4728
2022-09-03,7.4728
2022-09-04,7.4728
2022-09-05,7.4728
2022-09-06,7.4454
2022-09-07,7.4286
2022-09-08,7.4131
2022-09-09,7.4263
2022-09-10,7.4263
2022-09-11,7.4263
2022-09-12,7.403
2022-09-13,7.3857
2022-09-14,7.362
2022-09-15,7.3447
2022-09-16,7.3114
2022-09-17,7.3114
2022-09-18,7.3114
2022-09-19,7.3178
2022-09-20,7.2873
2022-09-21,7.2955
2022-09-22,7.2772
2022-09-23,7.2586
2022-09-24,7.2586
2022-09-25,7.2586
2022-09-26,7.1884
2022-09-27,7.1761
2022-09-28,7.1647
2022-09-29,7.1487
2022-09-30,8.2592
2022-10-01,8.2592
2022-10-02,8.2592
2022-10-03,8.3348
2022-10-04,8.3804
2022-10-05,8.3717
2022-10-06,8.2995
2022-10-07,8.2897
2022-10-08,8.2897
2022-10-09,8.2897
2022-10-10,8.2967
2022-10-11,8.3283
2022-10-12,8.3533
2022-10-13,8.3837
2022-10-14,8.3402
2022-10-15,8.3402
2022-10-16,8.3402
2022-10-17,8.319
2022-10-18,8.3092
2022-10-19,8.2978
2022-10-20,8.2364
2022-10-21,8.2891
2022-10-22,8.2891
2022-10-23,8.2891
2022-10-24,8.3446
2022-10-25,8.4342
2022-10-26,8.4244
2022-10-27,8.4929
2022-10-28,8.5489
2022-10-29,8.5489
2022-10-30,8.5489
2022-10-31,8.5549
2022-11-01,8.5581
2022-11-02,8.4087
2022-11-03,8.2389
2022-11-04,8.2128
2022-11-05,8.2128
2022-11-06,8.2128
2022-11-07,8.3475
2022-11-08,8.3331
2022-11-09,8.3043
2022-11-10,8.4081
2022-11-11,8.439
2022-11-12,8.439
2022-11-13,8.439
2022-11-14,8.381
2022-11-15,8.4294
2022-11-16,8.398
2022-11-17,8.4119
2022-11-18,8.4204
2022-11-19,8.4204
2022-11-20,8.4204
2022-11-21,8.4422
2022-11-22,8.3842
2022-11-23,8.3948
2022-11-24,8.3948
2022-11-25,8.4305
2022-11-26,8.4305
2022-11-27,8.4305
2022-11-28,8.3991
2022-11-29,8.4385
2022-11-30,8.4699
2022-12-01,8.4981
2022-12-02,8.4688
2022-12-03,8.4688
2022-12-04,8.4688
2022-12-05,8.4747
2022-12-06,8.4688
2022-12-07,8.4448
2022-12-08,8.4214
2022-12-09,8.4092
2022-12-10,8.4092
2022-12-11,8.4092
2022-12-12,8.4033
2022-12-13,8.3852
2022-12-14,8.324
2022-12-15,8.3741
2022-12-16,8.2825
2022-12-17,8.2825
2022-12-18,8.2825
2022-12-19,8.2884
2022-12-20,8.2575
2022-12-21,8.3145
2022-12-22,8.2969
2022-12-23,8.298
2022-12-24,8.298
2022-12-25,8.298
2022-12-26,8.298
2022-12-27,8.298
2022-12-28,8.2671
2022-12-29,8.3224
2022-12-30,12.8199
2022-12-31,12.8199
2023-01-01,12.8199
2023-01-02,12.8199
2023-01-03,12.9251
2023-01-04,12.963
2023-01-05,12.9334
2023-01-06,13.0546
2023-01-07,13.0546
2023-01-08,13.0546
2023-01-09,13.0516
2023-01-10,13.1674
2023-01-11,13.1212
2023-01-12,13.1507
2023-01-13,13.1674
2023-01-14,13.1674
2023-01-15,13.1674
2023-01-16,13.1674
2023-01-17,13.1833
2023-01-18,13.1788
2023-01-19,13.2507
2023-01-20,13.2885
2023-01-21,13.2885
2023-01-22,13.2885
2023-01-23,13.3249
2023-01-24,13.3188
2023-01-25,13.3408
2023-01-26,13.3506
2023-01-27,13.334
2023-01-28,13.334
2023-01-29,13.334
2023-01-30,13.3521
2023-01-31,13.4089
2023-02-01,13.3764
2023-02-02,13.5096
2023-02-03,13.5369
2023-02-04,13.5369
2023-02-05,13.5369
2023-02-06,13.5301
2023-02-07,13.5429
2023-02-08,13.5263
2023-02-09,13.5316
2023-02-10,13.5346
2023-02-11,13.5346
2023-02-12,13.5346
2023-02-13,13.5467
2023-02-14,13.4006
2023-02-15,13.4816
2023-02-16,13.4975
2023-02-17,13.5452
2023-02-18,13.5452
2023-02-19,13.5452
2023-02-20,13.5452
2023-02-21,13.5407
2023-02-22,13.5017
2023-02-23,13.248
2023-02-24,13.248
2023-02-25,13.248
2023-02-26,13.248
2023-02-27,13.2367
2023-02-28,13.0925
2023-03-01,13.1823
2023-03-02,13.2382
2023-03-03,13.2344
2023-03-04,13.2344
2023-03-05,13.2344
2023-03-06,13.1212
2023-03-07,13.0223
2023-03-08,13.0056
2023-03-09,12.9702
2023-03-10,12.8841
2023-03-11,12.8841
2023-03-12,12.8841
2023-03-13,12.7466
2023-03-14,12.7497
2023-03-15,12.7044
2023-03-16,12.7353
