,FTV US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,38.127
2020-01-02,38.5859
2020-01-03,38.4593
2020-01-04,38.4593
2020-01-05,38.4593
2020-01-06,38.3011
2020-01-07,38.4
2020-01-08,38.3723
2020-01-09,38.756
2020-01-10,38.7639
2020-01-11,38.7639
2020-01-12,38.7639
2020-01-13,39.0804
2020-01-14,38.8984
2020-01-15,38.7639
2020-01-16,38.8668
2020-01-17,39.0725
2020-01-18,39.0725
2020-01-19,39.0725
2020-01-20,39.0725
2020-01-21,38.8351
2020-01-22,38.6294
2020-01-23,38.6017
2020-01-24,38.3327
2020-01-25,38.3327
2020-01-26,38.3327
2020-01-27,37.4267
2020-01-28,37.5889
2020-01-29,37.6997
2020-01-30,38.0518
2020-01-31,37.5494
2020-02-01,37.5494
2020-02-02,37.5494
2020-02-03,37.49
2020-02-04,38.1665
2020-02-05,38.5899
2020-02-06,38.6967
2020-02-07,39.1857
2020-02-08,39.1857
2020-02-09,39.1857
2020-02-10,39.3124
2020-02-11,39.3361
2020-02-12,39.1778
2020-02-13,38.4811
2020-02-14,38.7067
2020-02-15,38.7067
2020-02-16,38.7067
2020-02-17,38.7067
2020-02-18,38.6434
2020-02-19,38.3307
2020-02-20,38.3029
2020-02-21,37.915
2020-02-22,37.915
2020-02-23,37.915
2020-02-24,36.6245
2020-02-25,35.7259
2020-02-26,35.912
2020-02-27,35.7299
2020-02-28,35.3164
2020-02-29,35.3164
2020-03-01,35.3164
2020-03-02,35.907
2020-03-03,35.4036
2020-03-04,36.4698
2020-03-05,34.9201
2020-03-06,34.385
2020-03-07,34.385
2020-03-08,34.385
2020-03-09,32.5222
2020-03-10,32.6609
2020-03-11,31.46
2020-03-12,29.9935
2020-03-13,31.5789
2020-03-14,31.5789
2020-03-15,31.5789
2020-03-16,28.4518
2020-03-17,28.7768
2020-03-18,25.7646
2020-03-19,26.157
2020-03-20,25.9707
2020-03-21,25.9707
2020-03-22,25.9707
2020-03-23,24.5557
2020-03-24,27.6908
2020-03-25,27.6789
2020-03-26,28.3844
2020-03-27,29.3983
2020-03-28,29.3983
2020-03-29,29.3983
2020-03-30,30.5019
2020-03-31,31.8936
2020-04-01,31.7945
2020-04-02,32.2585
2020-04-03,31.4838
2020-04-04,31.4838
2020-04-05,31.4838
2020-04-06,32.8215
2020-04-07,33.362
