,MXIM US Equity
2020-07-27,25.8772
2020-07-28,25.8888
2020-07-29,26.2607
2020-07-30,25.9159
2020-07-31,25.5595
2020-08-01,25.5595
2020-08-02,25.5595
2020-08-03,25.8656
2020-08-04,25.9818
2020-08-05,25.8694
2020-08-06,25.9469
2020-08-07,25.792
2020-08-08,25.792
2020-08-09,25.792
2020-08-10,25.8772
2020-08-11,25.8229
2020-08-12,26.3381
2020-08-13,26.067
2020-08-14,25.7571
2020-08-15,25.7571
2020-08-16,25.7571
2020-08-17,25.9004
2020-08-18,25.8733
2020-08-19,25.8937
2020-08-20,25.9112
2020-08-21,25.7233
2020-08-22,25.7233
2020-08-23,25.7233
2020-08-24,25.9519
2020-08-25,26.6181
2020-08-26,26.4186
2020-08-27,26.316
2020-08-28,26.3857
2020-08-29,26.3857
2020-08-30,26.3857
2020-08-31,25.6962
2020-09-01,26.0468
2020-09-02,26.5755
2020-09-03,25.7388
2020-09-04,25.8172
2020-09-05,25.8172
2020-09-06,25.8172
2020-09-07,25.8172
2020-09-08,24.5298
2020-09-09,25.1502
2020-09-10,24.9137
2020-09-11,24.778
2020-09-12,24.778
2020-09-13,24.778
2020-09-14,24.9137
2020-09-15,25.2007
2020-09-16,25.189
2020-09-17,25.1425
2020-09-18,24.8323
2020-09-19,24.8323
2020-09-20,24.8323
2020-09-21,24.4484
2020-09-22,24.7121
2020-09-23,24.2351
2020-09-24,24.3747
2020-09-25,23.0761
2020-09-26,23.0761
2020-09-27,23.0761
2020-09-28,24.0213
2020-09-29,23.9558
2020-09-30,23.8719
2020-10-01,24.4805
2020-10-02,23.4237
2020-10-03,23.4237
2020-10-04,23.4237
2020-10-05,24.1052
2020-10-06,23.8683
2020-10-07,24.7683
2020-10-08,25.2676
2020-10-09,25.836
2020-10-10,25.836
2020-10-11,25.836
2020-10-12,26.4591
2020-10-13,25.9599
2020-10-14,25.8178
2020-10-15,26.0801
2020-10-16,25.8688
2020-10-17,25.8688
2020-10-18,25.8688
2020-10-19,25.5882
2020-10-20,25.7595
2020-10-21,26.0109
2020-10-22,26.0364
2020-10-23,25.7886
2020-10-24,25.7886
2020-10-25,25.7886
2020-10-26,25.1947
2020-10-27,25.0052
2020-10-28,24.2852
2020-10-29,24.8025
2020-10-30,24.6058
2020-10-31,24.6058
2020-11-01,24.6058
2020-11-02,24.6677
2020-11-03,25.0247
2020-11-04,26.4453
2020-11-05,27.6072
2020-11-06,28.1864
2020-11-07,28.1864
2020-11-08,28.1864
2020-11-09,28.7655
2020-11-10,28.4195
2020-11-11,29.0242
2020-11-12,28.5433
2020-11-13,28.8056
2020-11-14,28.8056
2020-11-15,28.8056
2020-11-16,29.1371
2020-11-17,28.6526
2020-11-18,28.1062
2020-11-19,28.8056
2020-11-20,28.547
2020-11-21,28.547
2020-11-22,28.547
2020-11-23,29.0132
2020-11-24,28.995
2020-11-25,28.8785
2020-11-26,28.8785
2020-11-27,29.2536
2020-11-28,29.2536
2020-11-29,29.2536
2020-11-30,29.4831
2020-12-01,29.9129
2020-12-02,29.9129
2020-12-03,29.8364
2020-12-04,30.7107
2020-12-05,30.7107
2020-12-06,30.7107
2020-12-07,30.6633
2020-12-08,31.166
2020-12-09,30.1934
2020-12-10,30.0222
2020-12-11,29.9093
2020-12-12,29.9093
2020-12-13,29.9093
2020-12-14,30.31
2020-12-15,30.6669
2020-12-16,30.3428
2020-12-17,30.503
2020-12-18,30.7252
2020-12-19,30.7252
2020-12-20,30.7252
2020-12-21,30.2699
2020-12-22,30.7107
2020-12-23,30.4957
2020-12-24,28.7613
2020-12-25,28.7613
2020-12-26,28.7613
2020-12-27,28.7613
2020-12-28,28.7579
2020-12-29,28.569
2020-12-30,29.0841
2020-12-31,29.4722
2021-01-01,29.4722
2021-01-02,29.4722
2021-01-03,29.4722
2021-01-04,29.0772
2021-01-05,29.7057
2021-01-06,29.8396
2021-01-07,31.282
2021-01-08,31.4502
2021-01-09,31.4502
2021-01-10,31.4502
2021-01-11,31.7833
2021-01-12,31.9344
2021-01-13,31.8005
2021-01-14,32.0409
2021-01-15,31.7009
2021-01-16,31.7009
2021-01-17,31.7009
2021-01-18,31.7009
2021-01-19,32.3053
2021-01-20,32.0581
2021-01-21,32.0066
2021-01-22,31.1789
2021-01-23,31.1789
2021-01-24,31.1789
2021-01-25,30.7737
2021-01-26,31.0244
2021-01-27,29.2741
2021-01-28,29.677
2021-01-29,29.2327
2021-01-30,29.2327
2021-01-31,29.2327
2021-02-01,30.2383
2021-02-02,30.1728
2021-02-03,29.2878
2021-02-04,29.8457
2021-02-05,29.7458
2021-02-06,29.7458
2021-02-07,29.7458
2021-02-08,30.5654
2021-02-09,30.4414
2021-02-10,30.4724
2021-02-11,31.7225
2021-02-12,32.1633
2021-02-13,32.1633
2021-02-14,32.1633
2021-02-15,32.1633
2021-02-16,32.1426
2021-02-17,31.9601
2021-02-18,31.5985
2021-02-19,32.8279
2021-02-20,32.8279
2021-02-21,32.8279
2021-02-22,31.8533
2021-02-23,31.4642
2021-02-24,32.3458
2021-02-25,30.6033
2021-02-26,31.113
2021-02-27,31.113
2021-02-28,31.113
2021-03-01,31.8051
2021-03-02,30.927
2021-03-03,29.8526
2021-03-04,28.7678
2021-03-05,29.5013
2021-03-06,29.5013
2021-03-07,29.5013
2021-03-08,28.3098
2021-03-09,29.3705
2021-03-10,28.9538
2021-03-11,29.7355
2021-03-12,29.3257
2021-03-13,29.3257
2021-03-14,29.3257
2021-03-15,29.646
2021-03-16,30.0868
2021-03-17,30.407
2021-03-18,29.3429
2021-03-19,29.7872
2021-03-20,29.7872
2021-03-21,29.7872
2021-03-22,30.2486
2021-03-23,29.6253
2021-03-24,29.8113
2021-03-25,29.4772
2021-03-26,28.4738
2021-03-27,28.4738
2021-03-28,28.4738
2021-03-29,27.8054
2021-03-30,27.449
2021-03-31,27.9105
2021-04-01,29.209
2021-04-02,29.209
2021-04-03,29.209
2021-04-04,29.209
2021-04-05,29.8041
2021-04-06,29.61
2021-04-07,29.174
2021-04-08,29.575
2021-04-09,29.3108
2021-04-10,29.3108
2021-04-11,29.3108
2021-04-12,29.0689
2021-04-13,28.9957
2021-04-14,28.8143
2021-04-15,29.2376
2021-04-16,29.1071
2021-04-17,29.1071
2021-04-18,29.1071
2021-04-19,28.7125
2021-04-20,28.2956
2021-04-21,29.0244
2021-04-22,28.4897
2021-04-23,29.4445
2021-04-24,29.4445
2021-04-25,29.4445
2021-04-26,29.9155
2021-04-27,29.6768
2021-04-28,28.9683
2021-04-29,29.7633
2021-04-30,28.7835
2021-05-01,28.7835
2021-05-02,28.7835
2021-05-03,28.4011
2021-05-04,28.4967
2021-05-05,28.9492
2021-05-06,29.1914
2021-05-07,29.6056
2021-05-08,29.6056
2021-05-09,29.6056
2021-05-10,28.3533
2021-05-11,28.4489
2021-05-12,27.4866
2021-05-13,27.6523
2021-05-14,28.4171
2021-05-15,28.4171
2021-05-16,28.4171
2021-05-17,27.9646
2021-05-18,27.5153
2021-05-19,28.8855
2021-05-20,30.2525
2021-05-21,30.3289
2021-05-22,30.3289
2021-05-23,30.3289
2021-05-24,30.9184
2021-05-25,31.0905
2021-05-26,31.0363
2021-05-27,31.065
2021-05-28,31.3359
2021-05-29,31.3359
2021-05-30,31.3359
2021-05-31,31.3359
2021-06-01,31.0554
2021-06-02,31.1956
2021-06-03,30.7559
2021-06-04,31.4697
2021-06-05,31.4697
2021-06-06,31.4697
2021-06-07,31.1733
2021-06-08,31.3486
2021-06-09,31.6449
2021-06-10,31.8425
2021-06-11,31.8521
2021-06-12,31.8521
2021-06-13,31.8521
2021-06-14,32.0114
2021-06-15,31.8584
2021-06-16,31.5207
2021-06-17,31.5175
2021-06-18,30.6635
2021-06-19,30.6635
2021-06-20,30.6635
2021-06-21,30.8483
2021-06-22,30.8101
2021-06-23,30.791
2021-06-24,31.5015
2021-06-25,27.7647
2021-06-26,27.7647
2021-06-27,27.7647
2021-06-28,28.3142
2021-06-29,28.4162
2021-06-30,28.5295
2021-07-01,27.9148
2021-07-02,28.1528
2021-07-03,28.1528
2021-07-04,28.1528
2021-07-05,28.1528
2021-07-06,27.7364
2021-07-07,27.0226
2021-07-08,26.5553
2021-07-09,27.0198
2021-07-10,27.0198
2021-07-11,27.0198
2021-07-12,27.2351
2021-07-13,27.1841
2021-07-14,27.034
2021-07-15,26.6686
2021-07-16,26.1899
2021-07-17,26.1899
2021-07-18,26.1899
2021-07-19,25.9123
2021-07-20,26.3089
2021-07-21,27.0311
2021-07-22,26.4788
2021-07-23,26.8074
2021-07-24,26.8074
2021-07-25,26.8074
2021-07-26,26.7904
2021-07-27,26.1077
2021-07-28,26.289
2021-07-29,26.8583
2021-07-30,26.9858
2021-07-31,26.9858
2021-08-01,26.9858
2021-08-02,26.9292
2021-08-03,26.6572
2021-08-04,27.3087
2021-08-05,27.1416
2021-08-06,27.2039
2021-08-07,27.2039
2021-08-08,27.2039
2021-08-09,27.1444
2021-08-10,27.0396
2021-08-11,26.9943
2021-08-12,26.5751
2021-08-13,26.9348
2021-08-14,26.9348
2021-08-15,26.9348
2021-08-16,27.0141
2021-08-17,26.9546
2021-08-18,27.2775
2021-08-19,27.524
2021-08-20,27.5004
2021-08-21,27.5004
2021-08-22,27.5004
2021-08-23,28.912
2021-08-24,28.2714
2021-08-25,27.9227
2021-08-26,27.9227
2021-08-27,27.9227
2021-08-28,27.9227
2021-08-29,27.9227
2021-08-30,27.9227
2021-08-31,27.9227
2021-09-01,27.9227
2021-09-02,27.9227
2021-09-03,27.9227
2021-09-04,27.9227
2021-09-05,27.9227
2021-09-06,27.9227
2021-09-07,27.9227
2021-09-08,27.9227
2021-09-09,27.9227
2021-09-10,27.9227
2021-09-11,27.9227
2021-09-12,27.9227
2021-09-13,27.9227
2021-09-14,27.9227
2021-09-15,27.9227
2021-09-16,27.9227
2021-09-17,27.9227
2021-09-18,27.9227
2021-09-19,27.9227
2021-09-20,27.9227
2021-09-21,27.9227
2021-09-22,27.9227
2021-09-23,27.9227
2021-09-24,27.9227
2021-09-25,27.9227
2021-09-26,27.9227
2021-09-27,27.9227
2021-09-28,27.9227
2021-09-29,27.9227
2021-09-30,27.9227
2021-10-01,27.9227
2021-10-02,27.9227
2021-10-03,27.9227
2021-10-04,27.9227
2021-10-05,27.9227
2021-10-06,27.9227
2021-10-07,27.9227
2021-10-08,27.9227
2021-10-09,27.9227
2021-10-10,27.9227
2021-10-11,27.9227
2021-10-12,27.9227
2021-10-13,27.9227
2021-10-14,27.9227
2021-10-15,27.9227
2021-10-16,27.9227
2021-10-17,27.9227
2021-10-18,27.9227
2021-10-19,27.9227
2021-10-20,27.9227
2021-10-21,27.9227
2021-10-22,27.9227
2021-10-23,27.9227
2021-10-24,27.9227
2021-10-25,27.9227
2021-10-26,27.9227
2021-10-27,27.9227
2021-10-28,27.9227
2021-10-29,27.9227
2021-10-30,27.9227
2021-10-31,27.9227
2021-11-01,27.9227
2021-11-02,27.9227
2021-11-03,27.9227
2021-11-04,27.9227
2021-11-05,27.9227
2021-11-06,27.9227
2021-11-07,27.9227
2021-11-08,27.9227
2021-11-09,27.9227
2021-11-10,27.9227
2021-11-11,27.9227
2021-11-12,27.9227
2021-11-13,27.9227
2021-11-14,27.9227
2021-11-15,27.9227
2021-11-16,27.9227
2021-11-17,27.9227
2021-11-18,27.9227
2021-11-19,27.9227
2021-11-20,27.9227
2021-11-21,27.9227
2021-11-22,27.9227
2021-11-23,27.9227
2021-11-24,27.9227
2021-11-25,27.9227
2021-11-26,27.9227
2021-11-27,27.9227
2021-11-28,27.9227
2021-11-29,27.9227
2021-11-30,27.9227
2021-12-01,27.9227
2021-12-02,27.9227
2021-12-03,27.9227
2021-12-04,27.9227
2021-12-05,27.9227
2021-12-06,27.9227
2021-12-07,27.9227
2021-12-08,27.9227
2021-12-09,27.9227
2021-12-10,27.9227
2021-12-11,27.9227
2021-12-12,27.9227
2021-12-13,27.9227
2021-12-14,27.9227
2021-12-15,27.9227
2021-12-16,27.9227
2021-12-17,27.9227
2021-12-18,27.9227
2021-12-19,27.9227
2021-12-20,27.9227
2021-12-21,27.9227
2021-12-22,27.9227
2021-12-23,27.9227
2021-12-24,27.9227
2021-12-25,27.9227
2021-12-26,27.9227
2021-12-27,27.9227
2021-12-28,27.9227
2021-12-29,27.9227
2021-12-30,27.9227
2021-12-31,27.9227
2022-01-01,27.9227
2022-01-02,27.9227
2022-01-03,27.9227
2022-01-04,27.9227
2022-01-05,27.9227
2022-01-06,27.9227
2022-01-07,27.9227
2022-01-08,27.9227
2022-01-09,27.9227
2022-01-10,27.9227
2022-01-11,27.9227
2022-01-12,27.9227
2022-01-13,27.9227
2022-01-14,27.9227
2022-01-15,27.9227
2022-01-16,27.9227
2022-01-17,27.9227
2022-01-18,27.9227
2022-01-19,27.9227
2022-01-20,27.9227
2022-01-21,27.9227
2022-01-22,27.9227
2022-01-23,27.9227
2022-01-24,27.9227
2022-01-25,27.9227
2022-01-26,27.9227
2022-01-27,27.9227
2022-01-28,27.9227
2022-01-29,27.9227
2022-01-30,27.9227
2022-01-31,27.9227
2022-02-01,27.9227
2022-02-02,27.9227
2022-02-03,27.9227
2022-02-04,27.9227
2022-02-05,27.9227
2022-02-06,27.9227
2022-02-07,27.9227
2022-02-08,27.9227
2022-02-09,27.9227
2022-02-10,27.9227
2022-02-11,27.9227
2022-02-12,27.9227
2022-02-13,27.9227
2022-02-14,27.9227
2022-02-15,27.9227
2022-02-16,27.9227
2022-02-17,27.9227
2022-02-18,27.9227
2022-02-19,27.9227
2022-02-20,27.9227
2022-02-21,27.9227
2022-02-22,27.9227
2022-02-23,27.9227
2022-02-24,27.9227
2022-02-25,27.9227
2022-02-26,27.9227
2022-02-27,27.9227
2022-02-28,27.9227
2022-03-01,27.9227
2022-03-02,27.9227
2022-03-03,27.9227
2022-03-04,27.9227
2022-03-05,27.9227
2022-03-06,27.9227
2022-03-07,27.9227
2022-03-08,27.9227
2022-03-09,27.9227
2022-03-10,27.9227
2022-03-11,27.9227
2022-03-12,27.9227
2022-03-13,27.9227
2022-03-14,27.9227
2022-03-15,27.9227
2022-03-16,27.9227
2022-03-17,27.9227
2022-03-18,27.9227
2022-03-19,27.9227
2022-03-20,27.9227
2022-03-21,27.9227
2022-03-22,27.9227
2022-03-23,27.9227
2022-03-24,27.9227
2022-03-25,27.9227
2022-03-26,27.9227
2022-03-27,27.9227
2022-03-28,27.9227
2022-03-29,27.9227
2022-03-30,27.9227
2022-03-31,27.9227
2022-04-01,27.9227
2022-04-02,27.9227
2022-04-03,27.9227
2022-04-04,27.9227
2022-04-05,27.9227
2022-04-06,27.9227
2022-04-07,27.9227
2022-04-08,27.9227
2022-04-09,27.9227
2022-04-10,27.9227
2022-04-11,27.9227
2022-04-12,27.9227
2022-04-13,27.9227
2022-04-14,27.9227
2022-04-15,27.9227
2022-04-16,27.9227
2022-04-17,27.9227
2022-04-18,27.9227
2022-04-19,27.9227
2022-04-20,27.9227
2022-04-21,27.9227
2022-04-22,27.9227
2022-04-23,27.9227
2022-04-24,27.9227
2022-04-25,27.9227
2022-04-26,27.9227
2022-04-27,27.9227
2022-04-28,27.9227
2022-04-29,27.9227
2022-04-30,27.9227
2022-05-01,27.9227
2022-05-02,27.9227
2022-05-03,27.9227
2022-05-04,27.9227
2022-05-05,27.9227
2022-05-06,27.9227
2022-05-07,27.9227
2022-05-08,27.9227
2022-05-09,27.9227
2022-05-10,27.9227
2022-05-11,27.9227
2022-05-12,27.9227
2022-05-13,27.9227
2022-05-14,27.9227
2022-05-15,27.9227
2022-05-16,27.9227
2022-05-17,27.9227
2022-05-18,27.9227
2022-05-19,27.9227
2022-05-20,27.9227
2022-05-21,27.9227
2022-05-22,27.9227
2022-05-23,27.9227
2022-05-24,27.9227
2022-05-25,27.9227
2022-05-26,27.9227
2022-05-27,27.9227
2022-05-28,27.9227
2022-05-29,27.9227
2022-05-30,27.9227
2022-05-31,27.9227
2022-06-01,27.9227
2022-06-02,27.9227
2022-06-03,27.9227
2022-06-04,27.9227
2022-06-05,27.9227
2022-06-06,27.9227
2022-06-07,27.9227
2022-06-08,27.9227
2022-06-09,27.9227
2022-06-10,27.9227
2022-06-11,27.9227
2022-06-12,27.9227
2022-06-13,27.9227
2022-06-14,27.9227
2022-06-15,27.9227
2022-06-16,27.9227
2022-06-17,27.9227
2022-06-18,27.9227
2022-06-19,27.9227
2022-06-20,27.9227
2022-06-21,27.9227
2022-06-22,27.9227
2022-06-23,27.9227
2022-06-24,27.9227
2022-06-25,27.9227
2022-06-26,27.9227
2022-06-27,27.9227
2022-06-28,27.9227
2022-06-29,27.9227
2022-06-30,27.9227
2022-07-01,27.9227
2022-07-02,27.9227
2022-07-03,27.9227
2022-07-04,27.9227
2022-07-05,27.9227
2022-07-06,27.9227
2022-07-07,27.9227
2022-07-08,27.9227
2022-07-09,27.9227
2022-07-10,27.9227
2022-07-11,27.9227
2022-07-12,27.9227
2022-07-13,27.9227
2022-07-14,27.9227
2022-07-15,27.9227
2022-07-16,27.9227
2022-07-17,27.9227
2022-07-18,27.9227
2022-07-19,27.9227
2022-07-20,27.9227
2022-07-21,27.9227
2022-07-22,27.9227
2022-07-23,27.9227
2022-07-24,27.9227
2022-07-25,27.9227
2022-07-26,27.9227
2022-07-27,27.9227
2022-07-28,27.9227
2022-07-29,27.9227
2022-07-30,27.9227
2022-07-31,27.9227
2022-08-01,27.9227
2022-08-02,27.9227
2022-08-03,27.9227
2022-08-04,27.9227
2022-08-05,27.9227
2022-08-06,27.9227
2022-08-07,27.9227
2022-08-08,27.9227
2022-08-09,27.9227
2022-08-10,27.9227
2022-08-11,27.9227
2022-08-12,27.9227
2022-08-13,27.9227
2022-08-14,27.9227
2022-08-15,27.9227
2022-08-16,27.9227
2022-08-17,27.9227
2022-08-18,27.9227
2022-08-19,27.9227
2022-08-20,27.9227
2022-08-21,27.9227
2022-08-22,27.9227
2022-08-23,27.9227
2022-08-24,27.9227
2022-08-25,27.9227
2022-08-26,27.9227
2022-08-27,27.9227
2022-08-28,27.9227
2022-08-29,27.9227
2022-08-30,27.9227
2022-08-31,27.9227
2022-09-01,27.9227
2022-09-02,27.9227
2022-09-03,27.9227
2022-09-04,27.9227
2022-09-05,27.9227
2022-09-06,27.9227
2022-09-07,27.9227
2022-09-08,27.9227
2022-09-09,27.9227
2022-09-10,27.9227
2022-09-11,27.9227
2022-09-12,27.9227
2022-09-13,27.9227
2022-09-14,27.9227
2022-09-15,27.9227
2022-09-16,27.9227
2022-09-17,27.9227
2022-09-18,27.9227
2022-09-19,27.9227
2022-09-20,27.9227
2022-09-21,27.9227
2022-09-22,27.9227
2022-09-23,27.9227
2022-09-24,27.9227
2022-09-25,27.9227
2022-09-26,27.9227
2022-09-27,27.9227
2022-09-28,27.9227
2022-09-29,27.9227
2022-09-30,27.9227
2022-10-01,27.9227
2022-10-02,27.9227
2022-10-03,27.9227
2022-10-04,27.9227
2022-10-05,27.9227
2022-10-06,27.9227
2022-10-07,27.9227
2022-10-08,27.9227
2022-10-09,27.9227
2022-10-10,27.9227
2022-10-11,27.9227
2022-10-12,27.9227
2022-10-13,27.9227
2022-10-14,27.9227
2022-10-15,27.9227
2022-10-16,27.9227
2022-10-17,27.9227
2022-10-18,27.9227
2022-10-19,27.9227
2022-10-20,27.9227
2022-10-21,27.9227
2022-10-22,27.9227
2022-10-23,27.9227
2022-10-24,27.9227
2022-10-25,27.9227
2022-10-26,27.9227
2022-10-27,27.9227
2022-10-28,27.9227
2022-10-29,27.9227
2022-10-30,27.9227
2022-10-31,27.9227
2022-11-01,27.9227
2022-11-02,27.9227
2022-11-03,27.9227
2022-11-04,27.9227
2022-11-05,27.9227
2022-11-06,27.9227
2022-11-07,27.9227
2022-11-08,27.9227
2022-11-09,27.9227
2022-11-10,27.9227
2022-11-11,27.9227
2022-11-12,27.9227
2022-11-13,27.9227
2022-11-14,27.9227
2022-11-15,27.9227
2022-11-16,27.9227
2022-11-17,27.9227
2022-11-18,27.9227
2022-11-19,27.9227
2022-11-20,27.9227
2022-11-21,27.9227
2022-11-22,27.9227
2022-11-23,27.9227
2022-11-24,27.9227
2022-11-25,27.9227
2022-11-26,27.9227
2022-11-27,27.9227
2022-11-28,27.9227
2022-11-29,27.9227
2022-11-30,27.9227
2022-12-01,27.9227
2022-12-02,27.9227
2022-12-03,27.9227
2022-12-04,27.9227
2022-12-05,27.9227
2022-12-06,27.9227
2022-12-07,27.9227
2022-12-08,27.9227
2022-12-09,27.9227
2022-12-10,27.9227
2022-12-11,27.9227
2022-12-12,27.9227
2022-12-13,27.9227
2022-12-14,27.9227
2022-12-15,27.9227
2022-12-16,27.9227
2022-12-17,27.9227
2022-12-18,27.9227
2022-12-19,27.9227
2022-12-20,27.9227
2022-12-21,27.9227
2022-12-22,27.9227
2022-12-23,27.9227
2022-12-24,27.9227
2022-12-25,27.9227
2022-12-26,27.9227
2022-12-27,27.9227
2022-12-28,27.9227
2022-12-29,27.9227
2022-12-30,27.9227
2022-12-31,27.9227
2023-01-01,27.9227
2023-01-02,27.9227
2023-01-03,27.9227
2023-01-04,27.9227
2023-01-05,27.9227
2023-01-06,27.9227
2023-01-07,27.9227
2023-01-08,27.9227
2023-01-09,27.9227
2023-01-10,27.9227
2023-01-11,27.9227
2023-01-12,27.9227
2023-01-13,27.9227
2023-01-14,27.9227
2023-01-15,27.9227
2023-01-16,27.9227
2023-01-17,27.9227
2023-01-18,27.9227
2023-01-19,27.9227
2023-01-20,27.9227
2023-01-21,27.9227
2023-01-22,27.9227
2023-01-23,27.9227
2023-01-24,27.9227
2023-01-25,27.9227
2023-01-26,27.9227
2023-01-27,27.9227
2023-01-28,27.9227
2023-01-29,27.9227
2023-01-30,27.9227
2023-01-31,27.9227
2023-02-01,27.9227
2023-02-02,27.9227
2023-02-03,27.9227
2023-02-04,27.9227
2023-02-05,27.9227
2023-02-06,27.9227
2023-02-07,27.9227
2023-02-08,27.9227
2023-02-09,27.9227
2023-02-10,27.9227
2023-02-11,27.9227
2023-02-12,27.9227
2023-02-13,27.9227
2023-02-14,27.9227
2023-02-15,27.9227
2023-02-16,27.9227
2023-02-17,27.9227
2023-02-18,27.9227
2023-02-19,27.9227
2023-02-20,27.9227
2023-02-21,27.9227
2023-02-22,27.9227
2023-02-23,27.9227
2023-02-24,27.9227
2023-02-25,27.9227
2023-02-26,27.9227
2023-02-27,27.9227
2023-02-28,27.9227
2023-03-01,27.9227
2023-03-02,27.9227
2023-03-03,27.9227
2023-03-04,27.9227
2023-03-05,27.9227
2023-03-06,27.9227
2023-03-07,27.9227
2023-03-08,27.9227
2023-03-09,27.9227
2023-03-10,27.9227
2023-03-11,27.9227
2023-03-12,27.9227
2023-03-13,27.9227
