,CRI US Equity
2023-03-19,9.526
2023-03-20,9.5548
2023-03-21,9.6382
2023-03-22,9.5866
2023-03-23,9.5161
2023-03-24,9.4982
2023-03-25,9.4982
2023-03-26,9.4982
2023-03-27,9.4724
2023-03-28,9.5737
2023-03-29,9.4088
2023-03-30,9.4853
2023-03-31,11.065
2023-04-01,11.065
2023-04-02,11.065
2023-04-03,11.1317
2023-04-04,11.0322
2023-04-05,10.9123
2023-04-06,10.8817
2023-04-07,10.8817
2023-04-08,10.8817
2023-04-09,10.8817
2023-04-10,10.9845
2023-04-11,11.1711
2023-04-12,11.0209
2023-04-13,10.9504
2023-04-14,10.9083
2023-04-15,10.9083
2023-04-16,10.9083
2023-04-17,10.7548
2023-04-18,10.9083
2023-04-19,10.9424
2023-04-20,10.9584
2023-04-21,11.0437
2023-04-22,11.0437
2023-04-23,11.0437
2023-04-24,11.1688
2023-04-25,10.6478
2023-04-26,10.6092
2023-04-27,10.7695
2023-04-28,10.829
2023-04-29,10.829
2023-04-30,10.829
2023-05-01,10.6139
2023-05-02,10.5675
2023-05-03,10.5698
2023-05-04,10.4894
2023-05-05,10.7249
2023-05-06,10.7249
2023-05-07,10.7249
2023-05-08,10.6184
2023-05-09,10.5596
2023-05-10,10.426
2023-05-11,10.4407
2023-05-12,10.2697
2023-05-13,10.2697
2023-05-14,10.2697
2023-05-15,10.1543
2023-05-16,10.049
2023-05-17,10.1871
2023-05-18,10.2901
2023-05-19,10.066
2023-05-20,10.066
2023-05-21,10.066
2023-05-22,10.1996
2023-05-23,10.2358
2023-05-24,10.2539
2023-05-25,10.0603
2023-05-26,10.0173
2023-05-27,10.0173
2023-05-28,10.0173
2023-05-29,10.0173
2023-05-30,10.0705
2023-05-31,9.9686
2023-06-01,9.8905
2023-06-02,10.0931
2023-06-03,10.0931
2023-06-04,10.0931
2023-06-05,10.0252
2023-06-06,10.3513
2023-06-07,10.563
2023-06-08,10.392
2023-06-09,10.5267
2023-06-10,10.5267
2023-06-11,10.5267
2023-06-12,10.5267
2023-06-13,10.6128
2023-06-14,10.7509
2023-06-15,10.9354
2023-06-16,10.829
2023-06-17,10.829
2023-06-18,10.829
2023-06-19,10.829
2023-06-20,10.8777
2023-06-21,10.6501
2023-06-22,10.5064
2023-06-23,10.306
2023-06-24,10.306
2023-06-25,10.306
2023-06-26,10.4882
2023-06-27,10.7837
2023-06-28,10.7554
2023-06-29,10.9049
2023-06-30,12.2589
2023-07-01,12.2589
2023-07-02,12.2589
2023-07-03,12.5412
2023-07-04,12.5412
2023-07-05,12.2896
2023-07-06,12.2704
2023-07-07,12.098
2023-07-08,12.098
2023-07-09,12.098
2023-07-10,12.0175
2023-07-11,12.3394
2023-07-12,12.5221
2023-07-13,12.4646
2023-07-14,12.3765
2023-07-15,12.3765
2023-07-16,12.3765
2023-07-17,12.2909
2023-07-18,12.3701
2023-07-19,12.5119
2023-07-20,12.5923
2023-07-21,12.5693
2023-07-22,12.5693
2023-07-23,12.5693
2023-07-24,12.5744
2023-07-25,12.5796
2023-07-26,12.614
2023-07-27,12.531
2023-07-28,12.5218
2023-07-29,12.5218
2023-07-30,12.5218
2023-07-31,12.4574
2023-08-01,12.412
2023-08-02,12.3362
2023-08-03,12.6532
2023-08-04,12.5054
2023-08-05,12.5054
2023-08-06,12.5054
2023-08-07,12.316
2023-08-08,12.3867
2023-08-09,12.2642
2023-08-10,12.1417
2023-08-11,12.2503
2023-08-12,12.2503
2023-08-13,12.2503
2023-08-14,12.2503
2023-08-15,12.0028
2023-08-16,12.0508
2023-08-17,12.0066
2023-08-18,12.0167
2023-08-19,12.0167
2023-08-20,12.0167
2023-08-21,11.85
2023-08-22,11.7578
2023-08-23,11.8475
2023-08-24,11.7086
2023-08-25,11.6593
2023-08-26,11.6593
2023-08-27,11.6593
2023-08-28,11.8349
2023-08-29,11.845
2023-08-30,11.9599
2023-08-31,12.023
2023-09-01,11.9422
2023-09-02,11.9422
2023-09-03,11.9422
2023-09-04,11.9422
2023-09-05,11.5255
2023-09-06,11.4472
2023-09-07,11.3626
2023-09-08,11.2805
2023-09-09,11.2805
2023-09-10,11.2805
2023-09-11,11.206
2023-09-12,11.6253
2023-09-13,11.6088
2023-09-14,11.7932
2023-09-15,11.7313
2023-09-16,11.7313
2023-09-17,11.7313
2023-09-18,11.5823
2023-09-19,11.571
2023-09-20,11.6164
2023-09-21,11.7376
2023-09-22,11.6202
2023-09-23,11.6202
2023-09-24,11.6202
2023-09-25,11.5419
2023-09-26,11.5937
2023-09-27,11.6126
2023-09-28,11.7477
2023-09-29,11.9155
2023-09-30,11.9155
2023-10-01,11.9155
2023-10-02,11.7925
2023-10-03,11.5641
2023-10-04,11.5277
2023-10-05,11.5152
2023-10-06,11.4788
2023-10-07,11.4788
2023-10-08,11.4788
2023-10-09,11.529
2023-10-10,11.534
2023-10-11,11.5503
2023-10-12,11.2868
2023-10-13,11.48
2023-10-14,11.48
2023-10-15,11.48
2023-10-16,11.6168
2023-10-17,11.9469
2023-10-18,11.8314
2023-10-19,11.7248
2023-10-20,11.6532
2023-10-21,11.6532
2023-10-22,11.6532
2023-10-23,11.5302
2023-10-24,11.4236
2023-10-25,11.3094
2023-10-26,11.2968
2023-10-27,11.2167
2023-10-28,11.2167
2023-10-29,11.2167
2023-10-30,11.4462
2023-10-31,11.5677
2023-11-01,11.4809
2023-11-02,11.7736
2023-11-03,11.9609
2023-11-04,11.9609
2023-11-05,11.9609
2023-11-06,11.6979
2023-11-07,11.8121
2023-11-08,11.7736
2023-11-09,11.5987
2023-11-10,11.7414
2023-11-11,11.7414
2023-11-12,11.7414
2023-11-13,11.7848
2023-11-14,12.1606
2023-11-15,12.2821
2023-11-16,11.8654
2023-11-17,11.9956
2023-11-18,11.9956
2023-11-19,11.9956
2023-11-20,11.8406
2023-11-21,11.6161
2023-11-22,11.6893
2023-11-23,11.6893
2023-11-24,11.6347
2023-11-25,11.6347
2023-11-26,11.6347
2023-11-27,11.5578
2023-11-28,11.5863
2023-11-29,11.6148
2023-11-30,11.6955
2023-12-01,11.9584
2023-12-02,11.9584
2023-12-03,11.9584
2023-12-04,12.0564
2023-12-05,11.9956
2023-12-06,12.0812
2023-12-07,12.2946
2023-12-08,12.2511
2023-12-09,12.2511
2023-12-10,12.2511
2023-12-11,12.2896
2023-12-12,12.1594
2023-12-13,12.3925
2023-12-14,12.4806
2023-12-15,12.3963
2023-12-16,12.3963
2023-12-17,12.3963
2023-12-18,12.4682
2023-12-19,12.5798
2023-12-20,12.5649
2023-12-21,12.6232
2023-12-22,12.4682
2023-12-23,12.4682
2023-12-24,12.4682
2023-12-25,12.4682
2023-12-26,12.5972
2023-12-27,12.5935
2023-12-28,12.5637
2023-12-29,10.7856
2023-12-30,10.7856
2023-12-31,10.7856
2024-01-01,10.7856
2024-01-02,10.8449
2024-01-03,10.5033
2024-01-04,10.6205
2024-01-05,10.7298
2024-01-06,10.7298
2024-01-07,10.7298
2024-01-08,10.7754
2024-01-09,10.8096
2024-01-10,10.7242
2024-01-11,10.5887
2024-01-12,10.5397
2024-01-13,10.5397
2024-01-14,10.5397
2024-01-15,10.5397
2024-01-16,10.5431
2024-01-17,10.5294
2024-01-18,10.5124
2024-01-19,10.5932
2024-01-20,10.5932
2024-01-21,10.5932
2024-01-22,10.6934
2024-01-23,10.7651
2024-01-24,10.624
2024-01-25,10.7799
2024-01-26,10.9473
2024-01-27,10.9473
2024-01-28,10.9473
2024-01-29,11.0487
2024-01-30,11.0783
2024-01-31,10.871
2024-02-01,11.0339
2024-02-02,10.9599
2024-02-03,10.9599
2024-02-04,10.9599
2024-02-05,10.92
2024-02-06,11.0065
2024-02-07,11.2195
2024-02-08,11.4654
2024-02-09,11.5053
2024-02-10,11.5053
2024-02-11,11.5053
2024-02-12,11.5736
2024-02-13,11.413
2024-02-14,11.5349
2024-02-15,11.5349
2024-02-16,11.5269
2024-02-17,11.5269
2024-02-18,11.5269
2024-02-19,11.5269
2024-02-20,11.5554
2024-02-21,11.5781
2024-02-22,11.6795
2024-02-23,11.5463
2024-02-24,11.5463
2024-02-25,11.5463
2024-02-26,11.5349
2024-02-27,11.3444
2024-02-28,11.5023
2024-02-29,11.3895
2024-03-01,11.3275
2024-03-02,11.3275
2024-03-03,11.3275
2024-03-04,11.35
2024-03-05,11.4549
2024-03-06,11.6038
2024-03-07,11.6298
2024-03-08,11.649
2024-03-09,11.649
2024-03-10,11.649
2024-03-11,11.8046
2024-03-12,11.905
2024-03-13,12.1757
2024-03-14,11.8475
2024-03-15,11.9625
2024-03-16,11.9625
2024-03-17,11.9625
2024-03-18,11.7685
2024-03-19,11.7065
2024-03-20,11.7945
2024-03-21,11.8001
2024-03-22,11.6602
2024-03-23,11.6602
2024-03-24,11.6602
2024-03-25,11.6241
2024-03-26,11.5181
2024-03-27,11.6365
2024-03-28,11.8103
2024-03-29,11.8103
2024-03-30,11.8103
2024-03-31,11.8103
2024-04-01,11.914
2024-04-02,11.5722
2024-04-03,11.3004
2024-04-04,10.988
2024-04-05,10.8476
2024-04-06,10.8476
2024-04-07,10.8476
2024-04-08,10.9767
