,CODI US Equity
2020-08-25,37.5397
2020-08-26,37.2601
2020-08-27,37.3209
2020-08-28,37.5154
2020-08-29,37.5154
2020-08-30,37.5154
2020-08-31,37.5276
2020-09-01,37.5154
2020-09-02,37.8314
2020-09-03,37.2237
2020-09-04,36.7496
2020-09-05,36.7496
2020-09-06,36.7496
2020-09-07,36.7496
2020-09-08,36.4701
2020-09-09,36.3485
2020-09-10,36.3485
2020-09-11,36.1662
2020-09-12,36.1662
2020-09-13,36.1662
2020-09-14,36.8226
2020-09-15,36.9441
2020-09-16,37.4425
2020-09-17,37.6734
2020-09-18,37.7707
2020-09-19,37.7707
2020-09-20,37.7707
2020-09-21,36.859
2020-09-22,37.6491
2020-09-23,37.2237
2020-09-24,37.2601
2020-09-25,37.7585
2020-09-26,37.7585
2020-09-27,37.7585
2020-09-28,38.1353
2020-09-29,38.5121
2020-09-30,23.4794
2020-10-01,23.7519
2020-10-02,23.544
2020-10-03,23.544
2020-10-04,23.544
2020-10-05,23.4866
2020-10-06,23.501
2020-10-07,23.587
2020-10-08,23.9885
2020-10-09,23.8379
2020-10-10,23.8379
2020-10-11,23.8379
2020-10-12,23.7017
2020-10-13,23.8738
2020-10-14,23.3862
2020-10-15,23.2285
2020-10-16,22.9776
2020-10-17,22.9776
2020-10-18,22.9776
2020-10-19,22.612
2020-10-20,22.6622
2020-10-21,22.5403
2020-10-22,22.7124
2020-10-23,22.8772
2020-10-24,22.8772
2020-10-25,22.8772
2020-10-26,22.6263
2020-10-27,22.4973
2020-10-28,22.1245
2020-10-29,22.5188
2020-10-30,22.2105
2020-10-31,22.2105
2020-11-01,22.2105
2020-11-02,22.4543
2020-11-03,22.7482
2020-11-04,22.5188
2020-11-05,22.6048
2020-11-06,22.4041
2020-11-07,22.4041
2020-11-08,22.4041
2020-11-09,22.8271
2020-11-10,23.3862
2020-11-11,23.3934
2020-11-12,23.0851
2020-11-13,23.3504
2020-11-14,23.3504
2020-11-15,23.3504
2020-11-16,23.6372
2020-11-17,23.587
2020-11-18,23.673
2020-11-19,23.4938
2020-11-20,23.5225
2020-11-21,23.5225
2020-11-22,23.5225
2020-11-23,23.716
2020-11-24,23.9168
2020-11-25,23.9311
2020-11-26,23.9311
2020-11-27,23.8881
2020-11-28,23.8881
2020-11-29,23.8881
2020-11-30,23.8451
2020-12-01,23.8307
2020-12-02,23.7375
2020-12-03,24.0458
2020-12-04,24.3111
2020-12-05,24.3111
2020-12-06,24.3111
2020-12-07,24.182
2020-12-08,24.0171
2020-12-09,24.2609
2020-12-10,25.1283
2020-12-11,24.8057
2020-12-12,24.8057
2020-12-13,24.8057
2020-12-14,24.5476
2020-12-15,24.3469
2020-12-16,23.9669
2020-12-17,24.1318
2020-12-18,24.2537
2020-12-19,24.2537
2020-12-20,24.2537
2020-12-21,23.6874
2020-12-22,23.716
2020-12-23,23.8092
2020-12-24,23.8809
2020-12-25,23.8809
2020-12-26,23.8809
2020-12-27,23.8809
2020-12-28,23.6802
2020-12-29,23.501
2020-12-30,23.6085
2020-12-31,30.656
2021-01-01,30.656
2021-01-02,30.656
2021-01-03,30.656
2021-01-04,30.6485
2021-01-05,30.8833
2021-01-06,31.5424
2021-01-07,31.6863
2021-01-08,31.6409
2021-01-09,31.6409
2021-01-10,31.6409
2021-01-11,31.8606
2021-01-12,32.2697
2021-01-13,32.2166
2021-01-14,32.0197
2021-01-15,32.1712
2021-01-16,32.1712
2021-01-17,32.1712
2021-01-18,32.1712
2021-01-19,32.3303
2021-01-20,32.103
2021-01-21,32.1409
2021-01-22,32.1106
2021-01-23,32.1106
2021-01-24,32.1106
2021-01-25,31.7848
2021-01-26,31.7166
2021-01-27,31.6636
2021-01-28,31.6485
2021-01-29,31.5273
2021-01-30,31.5273
2021-01-31,31.5273
2021-02-01,31.4591
2021-02-02,31.7621
2021-02-03,31.9666
2021-02-04,32.156
2021-02-05,32.1636
2021-02-06,32.1636
2021-02-07,32.1636
2021-02-08,32.5121
2021-02-09,33.103
2021-02-10,33.0272
2021-02-11,33.2318
2021-02-12,33.5424
2021-02-13,33.5424
2021-02-14,33.5424
2021-02-15,33.5424
2021-02-16,33.9439
2021-02-17,33.4666
2021-02-18,33.55
2021-02-19,33.7924
2021-02-20,33.7924
2021-02-21,33.7924
2021-02-22,33.3303
2021-02-23,33.2772
2021-02-24,33.5954
2021-02-25,33.9742
2021-02-26,33.8378
2021-02-27,33.8378
2021-02-28,33.8378
2021-03-01,33.1333
2021-03-02,34.1106
2021-03-03,34.4287
2021-03-04,34.0954
2021-03-05,33.9666
2021-03-06,33.9666
2021-03-07,33.9666
2021-03-08,34.2999
2021-03-09,34.0045
2021-03-10,33.959
2021-03-11,33.9742
2021-03-12,34.103
2021-03-13,34.103
2021-03-14,34.103
2021-03-15,34.1636
2021-03-16,33.8606
2021-03-17,33.9287
2021-03-18,34.0727
2021-03-19,34.5272
2021-03-20,34.5272
2021-03-21,34.5272
2021-03-22,34.2469
2021-03-23,33.6484
2021-03-24,33.4212
2021-03-25,33.656
2021-03-26,33.7015
2021-03-27,33.7015
2021-03-28,33.7015
2021-03-29,33.3833
2021-03-30,33.5878
2021-03-31,30.3198
2021-04-01,30.4679
2021-04-02,30.4679
2021-04-03,30.4679
2021-04-04,30.4679
2021-04-05,30.4679
2021-04-06,30.8737
2021-04-07,31.1424
2021-04-08,31.3344
2021-04-09,31.307
2021-04-10,31.307
2021-04-11,31.307
2021-04-12,31.5318
2021-04-13,31.5044
2021-04-14,31.0766
2021-04-15,31.0437
2021-04-16,30.9615
2021-04-17,30.9615
2021-04-18,30.9615
2021-04-19,30.9395
2021-04-20,30.7915
2021-04-21,30.8902
2021-04-22,30.9011
2021-04-23,31.0382
2021-04-24,31.0382
2021-04-25,31.0382
2021-04-26,31.1808
2021-04-27,31.4167
2021-04-28,31.455
2021-04-29,31.1699
2021-04-30,31.5757
2021-05-01,31.5757
2021-05-02,31.5757
2021-05-03,31.7183
2021-05-04,31.9541
2021-05-05,32.2119
2021-05-06,32.1844
2021-05-07,32.1954
2021-05-08,32.1954
2021-05-09,32.1954
2021-05-10,32.157
2021-05-11,31.6415
2021-05-12,30.8682
2021-05-13,31.1041
2021-05-14,31.0328
2021-05-15,31.0328
2021-05-16,31.0328
2021-05-17,31.2357
2021-05-18,31.3838
2021-05-19,31.2357
2021-05-20,31.3289
2021-05-21,31.3838
2021-05-22,31.3838
2021-05-23,31.3838
2021-05-24,31.5318
2021-05-25,31.455
2021-05-26,31.4989
2021-05-27,31.647
2021-05-28,31.8554
2021-05-29,31.8554
2021-05-30,31.8554
2021-05-31,31.8554
2021-06-01,31.8938
2021-06-02,31.8718
2021-06-03,31.8664
2021-06-04,31.8883
2021-06-05,31.8883
2021-06-06,31.8883
2021-06-07,31.9267
2021-06-08,31.8115
2021-06-09,31.8389
2021-06-10,31.6854
2021-06-11,31.817
2021-06-12,31.817
2021-06-13,31.817
2021-06-14,31.7786
2021-06-15,31.828
2021-06-16,31.9047
2021-06-17,31.647
2021-06-18,31.3728
2021-06-19,31.3728
2021-06-20,31.3728
2021-06-21,31.5209
2021-06-22,31.5702
2021-06-23,31.7841
2021-06-24,31.7457
2021-06-25,31.8993
2021-06-26,31.8993
2021-06-27,31.8993
2021-06-28,31.6963
2021-06-29,31.466
2021-06-30,24.1781
2021-07-01,24.2838
2021-07-02,24.3665
2021-07-03,24.3665
2021-07-04,24.3665
2021-07-05,24.3665
2021-07-06,24.2884
2021-07-07,24.2103
2021-07-08,24.0402
2021-07-09,24.2608
2021-07-10,24.2608
2021-07-11,24.2608
2021-07-12,24.3389
2021-07-13,24.3022
2021-07-14,23.9943
2021-07-15,23.9483
2021-07-16,23.7186
2021-07-17,23.7186
2021-07-18,23.7186
2021-07-19,23.544
2021-07-20,23.7829
2021-07-21,24.0632
2021-07-22,24.0954
2021-07-23,24.0219
2021-07-24,24.0219
2021-07-25,24.0219
2021-07-26,24.077
2021-07-27,24.0494
2021-07-28,23.9346
2021-07-29,23.9943
2021-07-30,23.9346
2021-07-31,23.9346
2021-08-01,23.9346
2021-08-02,23.8932
2021-08-03,24.0448
2021-08-04,24.0632
2021-08-05,24.4262
2021-08-06,24.5779
2021-08-07,24.5779
2021-08-08,24.5779
2021-08-09,24.6284
2021-08-10,24.7617
2021-08-11,25.0374
2021-08-12,25.1614
2021-08-13,25.1844
2021-08-14,25.1844
2021-08-15,25.1844
2021-08-16,25.2533
2021-08-17,25.1522
2021-08-18,25.0236
2021-08-19,24.6376
2021-08-20,25.0236
2021-08-21,25.0236
2021-08-22,25.0236
2021-08-23,25.3177
2021-08-24,25.2349
2021-08-25,25.722
2021-08-26,25.5888
2021-08-27,26.0896
2021-08-28,26.0896
2021-08-29,26.0896
2021-08-30,25.5934
2021-08-31,25.5428
2021-09-01,26.7054
2021-09-02,26.8156
2021-09-03,26.9075
2021-09-04,26.9075
2021-09-05,26.9075
2021-09-06,26.9075
2021-09-07,26.7973
2021-09-08,26.6686
2021-09-09,26.5629
2021-09-10,26.448
2021-09-11,26.448
2021-09-12,26.448
2021-09-13,26.2459
2021-09-14,26.1677
2021-09-15,26.3056
2021-09-16,26.2459
2021-09-17,26.0299
2021-09-18,26.0299
2021-09-19,26.0299
2021-09-20,25.915
2021-09-21,25.7358
2021-09-22,25.7404
2021-09-23,25.6623
2021-09-24,25.1476
2021-09-25,25.1476
2021-09-26,25.1476
2021-09-27,25.4555
2021-09-28,25.5888
2021-09-29,25.5796
2021-09-30,23.532
2021-10-01,23.4659
2021-10-02,23.4659
2021-10-03,23.4659
2021-10-04,23.5761
2021-10-05,23.6334
2021-10-06,23.942
2021-10-07,23.9288
2021-10-08,23.9816
2021-10-09,23.9816
2021-10-10,23.9816
2021-10-11,24.3167
2021-10-12,24.7839
2021-10-13,24.8236
2021-10-14,24.5415
2021-10-15,24.3828
2021-10-16,24.3828
2021-10-17,24.3828
2021-10-18,24.277
2021-10-19,24.2417
2021-10-20,24.1007
2021-10-21,24.1888
2021-10-22,24.0081
2021-10-23,24.0081
2021-10-24,24.0081
2021-10-25,24.3387
2021-10-26,24.1844
2021-10-27,24.0698
2021-10-28,24.3199
2021-10-29,24.4856
2021-10-30,24.4856
2021-10-31,24.4856
2021-11-01,24.508
2021-11-02,24.4184
2021-11-03,24.7902
2021-11-04,24.7588
2021-11-05,25.0545
2021-11-06,25.0545
2021-11-07,25.0545
2021-11-08,25.0724
2021-11-09,25.059
2021-11-10,25.0231
2021-11-11,24.9559
2021-11-12,24.8887
2021-11-13,24.8887
2021-11-14,24.8887
2021-11-15,25.2471
2021-11-16,25.2471
2021-11-17,25.1172
2021-11-18,25.0097
2021-11-19,25.0321
2021-11-20,25.0321
2021-11-21,25.0321
2021-11-22,25.162
2021-11-23,24.9828
2021-11-24,25.0545
2021-11-25,25.0545
2021-11-26,24.6245
2021-11-27,24.6245
2021-11-28,24.6245
2021-11-29,24.3871
2021-11-30,24.0197
2021-12-01,24.0332
2021-12-02,24.172
2021-12-03,24.0556
2021-12-04,24.0556
2021-12-05,24.0556
2021-12-06,24.9559
2021-12-07,25.4128
2021-12-08,25.6816
2021-12-09,25.6323
2021-12-10,25.8205
2021-12-11,25.8205
2021-12-12,25.8205
2021-12-13,25.6637
2021-12-14,25.592
2021-12-15,25.3949
2021-12-16,24.9783
2021-12-17,24.2034
2021-12-18,24.2034
2021-12-19,24.2034
2021-12-20,24.2392
2021-12-21,24.7678
2021-12-22,24.4139
2021-12-23,24.4139
2021-12-24,24.4139
2021-12-25,24.4139
2021-12-26,24.4139
2021-12-27,24.5214
2021-12-28,24.4274
2021-12-29,24.3915
2021-12-30,24.8574
2021-12-31,22.909
2022-01-01,22.909
2022-01-02,22.909
2022-01-03,23.0698
2022-01-04,22.6075
2022-01-05,22.1773
2022-01-06,22.2577
2022-01-07,22.117
2022-01-08,22.117
2022-01-09,22.117
2022-01-10,21.9602
2022-01-11,21.9602
2022-01-12,21.8838
2022-01-13,21.7914
2022-01-14,21.5783
2022-01-15,21.5783
2022-01-16,21.5783
2022-01-17,21.5783
2022-01-18,21.3893
2022-01-19,21.1602
2022-01-20,21.0999
2022-01-21,20.8908
2022-01-22,20.8908
2022-01-23,20.8908
2022-01-24,20.738
2022-01-25,20.4767
2022-01-26,20.5933
2022-01-27,20.5571
2022-01-28,20.5571
2022-01-29,20.5571
2022-01-30,20.5571
2022-01-31,20.73
2022-02-01,21.2366
2022-02-02,21.4697
2022-02-03,21.0637
2022-02-04,21.2205
2022-02-05,21.2205
2022-02-06,21.2205
2022-02-07,21.0114
2022-02-08,21.0154
2022-02-09,21.0396
2022-02-10,20.7622
2022-02-11,20.6295
2022-02-12,20.6295
2022-02-13,20.6295
2022-02-14,20.5049
2022-02-15,20.6094
2022-02-16,20.4928
2022-02-17,20.2194
2022-02-18,19.8857
2022-02-19,19.8857
2022-02-20,19.8857
2022-02-21,19.8857
2022-02-22,20.147
2022-02-23,20.0385
2022-02-24,20.1993
2022-02-25,20.7968
2022-02-26,20.7968
2022-02-27,20.7968
2022-02-28,20.674
2022-03-01,20.4327
2022-03-02,20.5005
2022-03-03,20.801
2022-03-04,20.9069
2022-03-05,20.9069
2022-03-06,20.9069
2022-03-07,20.5047
2022-03-08,20.3226
2022-03-09,20.3523
2022-03-10,20.1872
2022-03-11,19.912
2022-03-12,19.912
2022-03-13,19.912
2022-03-14,19.8908
2022-03-15,20.2422
2022-03-16,20.3565
2022-03-17,20.3692
2022-03-18,20.5894
2022-03-19,20.5894
2022-03-20,20.5894
2022-03-21,20.4877
2022-03-22,20.6105
2022-03-23,20.4708
2022-03-24,20.6444
2022-03-25,20.8434
2022-03-26,20.8434
2022-03-27,20.8434
2022-03-28,20.619
2022-03-29,20.8688
2022-03-30,20.9069
2022-03-31,21.2809
2022-04-01,21.4819
2022-04-02,21.4819
2022-04-03,21.4819
2022-04-04,21.5674
2022-04-05,21.546
2022-04-06,21.1099
2022-04-07,21.1569
2022-04-08,21.5375
2022-04-09,21.5375
2022-04-10,21.5375
2022-04-11,21.2724
2022-04-12,21.2895
2022-04-13,21.3365
2022-04-14,21.3322
2022-04-15,21.3322
2022-04-16,21.3322
2022-04-17,21.3322
2022-04-18,21.2681
2022-04-19,21.4177
2022-04-20,21.2339
2022-04-21,21.1355
2022-04-22,20.8576
2022-04-23,20.8576
2022-04-24,20.8576
2022-04-25,20.7635
2022-04-26,20.3615
2022-04-27,20.3359
2022-04-28,20.6138
2022-04-29,20.4641
2022-04-30,20.4641
2022-05-01,20.4641
2022-05-02,20.3316
2022-05-03,20.2332
2022-05-04,20.229
2022-05-05,20.0471
2022-05-06,21.1014
2022-05-07,21.1014
2022-05-08,21.1014
2022-05-09,20.557
2022-05-10,20.2373
2022-05-11,20.1681
2022-05-12,20.2286
2022-05-13,20.9329
2022-05-14,20.9329
2022-05-15,20.9329
2022-05-16,20.9804
2022-05-17,21.1187
2022-05-18,20.7255
2022-05-19,20.6088
2022-05-20,20.4922
2022-05-21,20.4922
2022-05-22,20.4922
2022-05-23,20.6477
2022-05-24,20.4014
2022-05-25,20.773
2022-05-26,21.0971
2022-05-27,21.1403
2022-05-28,21.1403
2022-05-29,21.1403
2022-05-30,21.1403
2022-05-31,20.9156
2022-06-01,21.0409
2022-06-02,21.0711
2022-06-03,21.136
2022-06-04,21.136
2022-06-05,21.136
2022-06-06,22.026
2022-06-07,21.568
2022-06-08,21.4859
2022-06-09,21.2958
2022-06-10,21.1619
2022-06-11,21.1619
2022-06-12,21.1619
2022-06-13,20.5656
2022-06-14,21.0193
2022-06-15,21.0971
2022-06-16,20.7817
2022-06-17,21.1403
2022-06-18,21.1403
2022-06-19,21.1403
2022-06-20,21.1403
2022-06-21,21.0323
2022-06-22,20.8767
2022-06-23,20.7557
2022-06-24,20.665
2022-06-25,20.665
2022-06-26,20.665
2022-06-27,21.0539
2022-06-28,20.8335
2022-06-29,20.5354
2022-06-30,18.8286
2022-07-01,18.8803
2022-07-02,18.8803
2022-07-03,18.8803
2022-07-04,18.8803
2022-07-05,19.3816
2022-07-06,19.3458
2022-07-07,19.6562
2022-07-08,19.5726
2022-07-09,19.5726
2022-07-10,19.5726
2022-07-11,19.4572
2022-07-12,19.4891
2022-07-13,19.3219
2022-07-14,19.0912
2022-07-15,18.9997
2022-07-16,18.9997
2022-07-17,18.9997
2022-07-18,18.8763
2022-07-19,19.2543
2022-07-20,19.2304
2022-07-21,19.3816
2022-07-22,19.31
2022-07-23,19.31
2022-07-24,19.31
2022-07-25,19.3299
2022-07-26,19.2384
2022-07-27,19.493
2022-07-28,19.7994
2022-07-29,19.9068
2022-07-30,19.9068
2022-07-31,19.9068
2022-08-01,20.0938
2022-08-02,19.8869
2022-08-03,20.3105
2022-08-04,20.1844
2022-08-05,19.9892
2022-08-06,19.9892
2022-08-07,19.9892
2022-08-08,19.8469
2022-08-09,20.0543
2022-08-10,19.8672
2022-08-11,20.1071
2022-08-12,20.3308
2022-08-13,20.3308
2022-08-14,20.3308
2022-08-15,20.3918
2022-08-16,20.4691
2022-08-17,20.1803
2022-08-18,20.1641
2022-08-19,19.9323
2022-08-20,19.9323
2022-08-21,19.9323
2022-08-22,19.7167
2022-08-23,19.6923
2022-08-24,19.6313
2022-08-25,19.6598
2022-08-26,19.2124
2022-08-27,19.2124
2022-08-28,19.2124
2022-08-29,19.2368
2022-08-30,19.1392
2022-08-31,18.7895
2022-09-01,18.7204
2022-09-02,18.5902
2022-09-03,18.5902
2022-09-04,18.5902
2022-09-05,18.5902
2022-09-06,18.4601
2022-09-07,18.5618
2022-09-08,18.5902
2022-09-09,18.7488
2022-09-10,18.7488
2022-09-11,18.7488
2022-09-12,18.8261
2022-09-13,18.5984
2022-09-14,18.4845
2022-09-15,18.3828
2022-09-16,18.0534
2022-09-17,18.0534
2022-09-18,18.0534
2022-09-19,18.3137
2022-09-20,18.2161
2022-09-21,18.1917
2022-09-22,18.1063
2022-09-23,18.0005
2022-09-24,18.0005
2022-09-25,18.0005
2022-09-26,17.6955
2022-09-27,17.663
2022-09-28,18.0778
2022-09-29,17.7484
2022-09-30,20.3391
2022-10-01,20.3391
2022-10-02,20.3391
2022-10-03,20.4487
2022-10-04,20.7422
2022-10-05,20.6052
2022-10-06,20.4565
2022-10-07,20.2843
2022-10-08,20.2843
2022-10-09,20.2843
2022-10-10,20.1708
2022-10-11,20.1042
2022-10-12,20.1277
2022-10-13,20.4213
2022-10-14,20.3312
2022-10-15,20.3312
2022-10-16,20.3312
2022-10-17,20.6248
2022-10-18,20.6913
2022-10-19,20.4447
2022-10-20,20.5113
2022-10-21,20.5974
2022-10-22,20.5974
2022-10-23,20.5974
2022-10-24,20.6757
2022-10-25,20.9183
2022-10-26,21.0475
2022-10-27,21.1688
2022-10-28,21.5133
2022-10-29,21.5133
2022-10-30,21.5133
2022-10-31,21.5994
2022-11-01,21.752
2022-11-02,21.5759
2022-11-03,21.3947
2022-11-04,20.9574
2022-11-05,20.9574
2022-11-06,20.9574
2022-11-07,20.9101
2022-11-08,20.855
2022-11-09,20.9101
2022-11-10,21.1505
2022-11-11,21.052
2022-11-12,21.052
2022-11-13,21.052
2022-11-14,20.9732
2022-11-15,21.509
2022-11-16,21.0795
2022-11-17,21.2056
2022-11-18,20.9613
2022-11-19,20.9613
2022-11-20,20.9613
2022-11-21,20.9732
2022-11-22,20.6777
2022-11-23,20.8392
2022-11-24,20.8392
2022-11-25,20.8353
2022-11-26,20.8353
2022-11-27,20.8353
2022-11-28,20.7998
2022-11-29,20.6501
2022-11-30,20.9771
2022-12-01,20.8234
2022-12-02,20.8156
2022-12-03,20.8156
2022-12-04,20.8156
2022-12-05,20.5634
2022-12-06,20.2009
2022-12-07,20.2049
2022-12-08,20.2049
2022-12-09,20.2285
2022-12-10,20.2285
2022-12-11,20.2285
2022-12-12,20.264
2022-12-13,20.3782
2022-12-14,20.3309
2022-12-15,20.0748
2022-12-16,19.9488
2022-12-17,19.9488
2022-12-18,19.9488
2022-12-19,19.7872
2022-12-20,19.7439
2022-12-21,19.8581
2022-12-22,19.8857
2022-12-23,20.3743
2022-12-24,20.3743
2022-12-25,20.3743
2022-12-26,20.3743
2022-12-27,20.4649
2022-12-28,20.3112
2022-12-29,20.4767
2022-12-30,22.2791
2022-12-31,22.2791
2023-01-01,22.2791
2023-01-02,22.2791
2023-01-03,22.6983
2023-01-04,22.5882
2023-01-05,22.4612
2023-01-06,22.7364
2023-01-07,22.7364
2023-01-08,22.7364
2023-01-09,22.9736
2023-01-10,23.2488
2023-01-11,23.2615
2023-01-12,23.5622
2023-01-13,23.4733
2023-01-14,23.4733
2023-01-15,23.4733
2023-01-16,23.4733
2023-01-17,23.613
2023-01-18,23.2065
2023-01-19,23.2827
2023-01-20,23.3632
2023-01-21,23.3632
2023-01-22,23.3632
2023-01-23,23.6511
2023-01-24,23.5622
2023-01-25,23.6808
2023-01-26,23.6427
2023-01-27,23.6469
2023-01-28,23.6469
2023-01-29,23.6469
2023-01-30,23.7528
2023-01-31,24.0111
2023-02-01,24.045
2023-02-02,24.1254
2023-02-03,24.0661
2023-02-04,24.0661
2023-02-05,24.0661
2023-02-06,24.028
2023-02-07,24.0704
2023-02-08,23.9137
2023-02-09,23.7062
2023-02-10,23.8248
2023-02-11,23.8248
2023-02-12,23.8248
2023-02-13,23.9899
2023-02-14,23.8078
2023-02-15,23.884
2023-02-16,23.812
2023-02-17,23.8586
2023-02-18,23.8586
2023-02-19,23.8586
2023-02-20,23.8586
2023-02-21,23.6892
2023-02-22,23.685
2023-02-23,23.7697
2023-02-24,23.6638
2023-02-25,23.6638
2023-02-26,23.6638
2023-02-27,23.558
2023-02-28,23.7782
2023-03-01,23.6681
2023-03-02,23.2954
2023-03-03,23.3674
2023-03-04,23.3674
2023-03-05,23.3674
2023-03-06,23.0456
2023-03-07,22.9312
2023-03-08,22.999
2023-03-09,22.7449
2023-03-10,22.3341
2023-03-11,22.3341
2023-03-12,22.3341
2023-03-13,22.2452
2023-03-14,22.4146
2023-03-15,22.241
2023-03-16,22.4485
2023-03-17,22.1944
2023-03-18,22.1944
2023-03-19,22.1944
