,CW US Equity
2020-03-30,10.994
2020-03-31,11.9174
2020-04-01,11.3106
2020-04-02,11.299
2020-04-03,10.9972
2020-04-04,10.9972
2020-04-05,10.9972
2020-04-06,11.8206
2020-04-07,12.0909
2020-04-08,12.4747
2020-04-09,12.8239
2020-04-10,12.8239
2020-04-11,12.8239
2020-04-12,12.8239
2020-04-13,12.4432
2020-04-14,12.4411
2020-04-15,12.1193
2020-04-16,11.7523
2020-04-17,12.4526
2020-04-18,12.4526
2020-04-19,12.4526
2020-04-20,12.1939
2020-04-21,11.7712
2020-04-22,11.9857
2020-04-23,12.0015
2020-04-24,12.1351
2020-04-25,12.1351
2020-04-26,12.1351
2020-04-27,12.5336
2020-04-28,12.887
2020-04-29,13.3675
2020-04-30,13.0994
2020-05-01,12.6219
2020-05-02,12.6219
2020-05-03,12.6219
2020-05-04,12.3633
2020-05-05,12.4285
2020-05-06,12.1656
2020-05-07,11.5855
2020-05-08,12.3035
2020-05-09,12.3035
2020-05-10,12.3035
2020-05-11,11.978
2020-05-12,11.3939
2020-05-13,11.0684
2020-05-14,11.0386
2020-05-15,11.0561
2020-05-16,11.0561
2020-05-17,11.0561
2020-05-18,11.9419
2020-05-19,11.6906
2020-05-20,11.6721
2020-05-21,11.8101
2020-05-22,11.7349
2020-05-23,11.7349
2020-05-24,11.7349
2020-05-25,11.7349
2020-05-26,12.3107
2020-05-27,13.0451
2020-05-28,12.7104
2020-05-29,12.5311
2020-05-30,12.5311
2020-05-31,12.5311
2020-06-01,12.5816
2020-06-02,12.5806
2020-06-03,13.0936
2020-06-04,13.1523
2020-06-05,13.725
2020-06-06,13.725
2020-06-07,13.725
2020-06-08,14.1422
2020-06-09,13.5293
2020-06-10,12.7062
2020-06-11,11.7215
2020-06-12,12.1315
2020-06-13,12.1315
2020-06-14,12.1315
2020-06-15,12.0769
2020-06-16,12.1964
2020-06-17,11.8606
2020-06-18,11.669
2020-06-19,11.3476
2020-06-20,11.3476
2020-06-21,11.3476
2020-06-22,11.4321
2020-06-23,11.363
2020-06-24,10.7471
2020-06-25,10.8882
2020-06-26,10.8902
2020-06-27,10.8902
2020-06-28,10.8902
2020-06-29,11.465
2020-06-30,12.8108
2020-07-01,12.5602
2020-07-02,12.6508
2020-07-03,12.6508
2020-07-04,12.6508
2020-07-05,12.6508
2020-07-06,12.7614
2020-07-07,12.4625
2020-07-08,12.5566
2020-07-09,12.179
2020-07-10,12.3837
2020-07-11,12.3837
2020-07-12,12.3837
2020-07-13,12.2707
2020-07-14,12.3272
2020-07-15,12.9555
2020-07-16,13.1143
2020-07-17,13.1449
2020-07-18,13.1449
2020-07-19,13.1449
2020-07-20,12.8167
2020-07-21,13.019
2020-07-22,13.059
2020-07-23,13.1237
2020-07-24,13.039
2020-07-25,13.039
2020-07-26,13.039
2020-07-27,12.8955
2020-07-28,12.899
2020-07-29,13.0284
2020-07-30,12.8943
2020-07-31,12.7919
2020-08-01,12.7919
2020-08-02,12.7919
2020-08-03,13.0908
2020-08-04,13.6999
2020-08-05,13.9806
2020-08-06,14.0147
2020-08-07,14.4069
2020-08-08,14.4069
2020-08-09,14.4069
2020-08-10,14.8591
2020-08-11,15.0634
2020-08-12,14.973
2020-08-13,14.8626
2020-08-14,15.0094
2020-08-15,15.0094
2020-08-16,15.0094
2020-08-17,14.778
2020-08-18,14.4198
2020-08-19,14.34
2020-08-20,14.2625
2020-08-21,14.1274
2020-08-22,14.1274
2020-08-23,14.1274
2020-08-24,14.441
2020-08-25,14.3552
2020-08-26,14.2977
2020-08-27,14.3963
2020-08-28,14.4222
2020-08-29,14.4222
2020-08-30,14.4222
2020-08-31,14.3235
2020-09-01,14.3294
2020-09-02,14.5831
2020-09-03,14.0428
2020-09-04,14.0264
2020-09-05,14.0264
2020-09-06,14.0264
2020-09-07,14.0264
2020-09-08,13.6435
2020-09-09,13.6835
2020-09-10,13.2654
2020-09-11,13.404
2020-09-12,13.404
2020-09-13,13.404
2020-09-14,13.5214
2020-09-15,13.2842
2020-09-16,13.5461
2020-09-17,13.9301
2020-09-18,13.8984
2020-09-19,13.8984
2020-09-20,13.8984
2020-09-21,13.6165
2020-09-22,13.7927
2020-09-23,13.2313
2020-09-24,13.236
2020-09-25,13.2665
2020-09-26,13.2665
2020-09-27,13.2665
2020-09-28,13.4873
2020-09-29,13.3593
2020-09-30,13.9415
2020-10-01,14.0252
2020-10-02,14.2187
2020-10-03,14.2187
2020-10-04,14.2187
2020-10-05,14.1388
2020-10-06,14.0739
2020-10-07,14.2174
2020-10-08,14.5221
2020-10-09,14.5121
2020-10-10,14.5121
2020-10-11,14.5121
2020-10-12,14.6007
2020-10-13,14.19
2020-10-14,14.2312
2020-10-15,14.3223
2020-10-16,14.3947
2020-10-17,14.3947
2020-10-18,14.3947
2020-10-19,14.0014
2020-10-20,14.0813
2020-10-21,13.8803
2020-10-22,14.0164
2020-10-23,14.0701
2020-10-24,14.0701
2020-10-25,14.0701
2020-10-26,13.6681
2020-10-27,13.2361
2020-10-28,12.7555
2020-10-29,12.7877
2020-10-30,12.8114
2020-10-31,12.8114
2020-11-01,12.8114
2020-11-02,13.4931
2020-11-03,13.8009
2020-11-04,13.8931
2020-11-05,14.2794
2020-11-06,14.2421
2020-11-07,14.2421
2020-11-08,14.2421
2020-11-09,15.3624
2020-11-10,15.7786
2020-11-11,15.3213
2020-11-12,15.1431
2020-11-13,15.6615
2020-11-14,15.6615
2020-11-15,15.6615
2020-11-16,16.4092
2020-11-17,16.5987
2020-11-18,16.7096
2020-11-19,16.7993
2020-11-20,16.2123
2020-11-21,16.2123
2020-11-22,16.2123
2020-11-23,16.7669
2020-11-24,17.5034
2020-11-25,17.3165
2020-11-26,17.3165
2020-11-27,17.309
2020-11-28,17.309
2020-11-29,17.309
2020-11-30,16.6622
2020-12-01,16.7781
2020-12-02,16.99
2020-12-03,17.066
2020-12-04,17.4212
2020-12-05,17.4212
2020-12-06,17.4212
2020-12-07,17.066
2020-12-08,17.1246
2020-12-09,17.1395
2020-12-10,16.9887
2020-12-11,16.7345
2020-12-12,16.7345
2020-12-13,16.7345
2020-12-14,16.4005
2020-12-15,16.7445
2020-12-16,16.5189
2020-12-17,16.3856
2020-12-18,16.3494
2020-12-19,16.3494
2020-12-20,16.3494
2020-12-21,16.0055
2020-12-22,16.0603
2020-12-23,16.4067
2020-12-24,16.4167
2020-12-25,16.4167
2020-12-26,16.4167
2020-12-27,16.4167
2020-12-28,16.6385
2020-12-29,16.5189
2020-12-30,16.7868
2020-12-31,20.2879
2021-01-01,20.2879
2021-01-02,20.2879
2021-01-03,20.2879
2021-01-04,19.5652
2021-01-05,20.0393
2021-01-06,20.729
2021-01-07,20.4517
2021-01-08,20.3799
2021-01-09,20.3799
2021-01-10,20.3799
2021-01-11,20.4646
2021-01-12,20.5997
2021-01-13,20.4747
2021-01-14,20.4747
2021-01-15,20.2391
2021-01-16,20.2391
2021-01-17,20.2391
2021-01-18,20.2391
2021-01-19,20.5279
2021-01-20,20.5077
2021-01-21,20.1442
2021-01-22,19.9546
2021-01-23,19.9546
2021-01-24,19.9546
2021-01-25,19.6715
2021-01-26,19.1701
2021-01-27,18.5566
2021-01-28,19.0839
2021-01-29,18.4833
2021-01-30,18.4833
2021-01-31,18.4833
2021-02-01,19.0853
2021-02-02,19.4244
2021-02-03,19.6744
2021-02-04,19.9072
2021-02-05,19.7663
2021-02-06,19.7663
2021-02-07,19.7663
2021-02-08,19.8914
2021-02-09,19.8238
2021-02-10,19.8914
2021-02-11,20.1945
2021-02-12,20.1672
2021-02-13,20.1672
2021-02-14,20.1672
2021-02-15,20.1672
2021-02-16,20.1284
2021-02-17,20.0997
2021-02-18,19.8813
2021-02-19,20.4086
2021-02-20,20.4086
2021-02-21,20.4086
2021-02-22,20.5422
2021-02-23,20.4618
2021-02-24,20.7721
2021-02-25,19.4981
2021-02-26,19.2303
2021-02-27,19.2303
2021-02-28,19.2303
2021-03-01,19.8425
2021-03-02,19.6484
2021-03-03,19.8128
2021-03-04,19.7334
2021-03-05,20.3414
2021-03-06,20.3414
2021-03-07,20.3414
2021-03-08,20.4732
2021-03-09,20.1317
2021-03-10,20.5625
2021-03-11,20.5483
2021-03-12,21.1337
2021-03-13,21.1337
2021-03-14,21.1337
2021-03-15,21.0727
2021-03-16,20.7397
2021-03-17,20.9069
2021-03-18,20.6036
2021-03-19,20.4789
2021-03-20,20.4789
2021-03-21,20.4789
2021-03-22,20.1798
2021-03-23,19.6299
2021-03-24,19.849
2021-03-25,20.1919
2021-03-26,20.3449
2021-03-27,20.3449
2021-03-28,20.3449
2021-03-29,20.5092
2021-03-30,20.427
2021-03-31,19.5386
2021-04-01,19.7192
2021-04-02,19.7192
2021-04-03,19.7192
2021-04-04,19.7192
2021-04-05,19.8074
2021-04-06,20.1019
2021-04-07,20.1141
2021-04-08,20.2187
2021-04-09,20.387
2021-04-10,20.387
2021-04-11,20.387
2021-04-12,20.5811
2021-04-13,20.3137
2021-04-14,20.3137
2021-04-15,20.3707
2021-04-16,20.4806
2021-04-17,20.4806
2021-04-18,20.4806
2021-04-19,20.4575
2021-04-20,20.1291
2021-04-21,20.5485
2021-04-22,20.4209
2021-04-23,20.4643
2021-04-24,20.4643
2021-04-25,20.4643
2021-04-26,20.5322
2021-04-27,20.6557
2021-04-28,20.7955
2021-04-29,21.0968
2021-04-30,20.8009
2021-05-01,20.8009
2021-05-02,20.8009
2021-05-03,20.82
2021-05-04,20.8417
2021-05-05,20.6679
2021-05-06,21.0631
2021-05-07,21.4325
2021-05-08,21.4325
2021-05-09,21.4325
2021-05-10,20.9789
2021-05-11,20.4697
2021-05-12,20.0039
2021-05-13,20.5837
2021-05-14,20.8051
2021-05-15,20.8051
2021-05-16,20.8051
2021-05-17,20.782
2021-05-18,20.4737
2021-05-19,20.4832
2021-05-20,20.3923
2021-05-21,20.6177
2021-05-22,20.6177
2021-05-23,20.6177
2021-05-24,20.5484
2021-05-25,20.3244
2021-05-26,20.4153
2021-05-27,20.6462
2021-05-28,20.4588
2021-05-29,20.4588
2021-05-30,20.4588
2021-05-31,20.4588
2021-06-01,20.6285
2021-06-02,20.3366
2021-06-03,20.3705
2021-06-04,20.509
2021-06-05,20.509
2021-06-06,20.509
2021-06-07,20.4153
2021-06-08,20.8404
2021-06-09,20.6136
2021-06-10,20.6503
2021-06-11,20.8866
2021-06-12,20.8866
2021-06-13,20.8866
2021-06-14,20.6625
2021-06-15,20.6842
2021-06-16,20.5511
2021-06-17,20.0052
2021-06-18,19.773
2021-06-19,19.773
2021-06-20,19.773
2021-06-21,20.194
2021-06-22,19.9007
2021-06-23,19.8341
2021-06-24,19.8776
2021-06-25,20.0188
2021-06-26,20.0188
2021-06-27,20.0188
2021-06-28,19.6739
2021-06-29,19.4539
2021-06-30,17.1674
2021-07-01,17.1986
2021-07-02,17.4401
2021-07-03,17.4401
2021-07-04,17.4401
2021-07-05,17.4401
2021-07-06,17.3861
2021-07-07,17.6372
2021-07-08,17.1938
2021-07-09,17.5363
2021-07-10,17.5363
2021-07-11,17.5363
2021-07-12,17.4966
2021-07-13,17.0869
2021-07-14,17.0604
2021-07-15,17.0124
2021-07-16,16.8249
2021-07-17,16.8249
2021-07-18,16.8249
2021-07-19,16.3683
2021-07-20,16.8622
2021-07-21,16.9835
2021-07-22,16.9006
2021-07-23,16.9295
2021-07-24,16.9295
2021-07-25,16.9295
2021-07-26,16.9691
2021-07-27,16.9222
2021-07-28,17.07
2021-07-29,17.2383
2021-07-30,17.1121
2021-07-31,17.1121
2021-08-01,17.1121
2021-08-02,17.1457
2021-08-03,17.3897
2021-08-04,17.1689
2021-08-05,17.4137
2021-08-06,17.3753
2021-08-07,17.3753
2021-08-08,17.3753
2021-08-09,17.2349
2021-08-10,17.3585
2021-08-11,17.5121
2021-08-12,17.4161
2021-08-13,17.4029
2021-08-14,17.4029
2021-08-15,17.4029
2021-08-16,17.3549
2021-08-17,17.2145
2021-08-18,16.9889
2021-08-19,16.7945
2021-08-20,17.0093
2021-08-21,17.0093
2021-08-22,17.0093
2021-08-23,17.1017
2021-08-24,17.1413
2021-08-25,17.2385
2021-08-26,17.2445
2021-08-27,17.6645
2021-08-28,17.6645
2021-08-29,17.6645
2021-08-30,17.5661
2021-08-31,17.5109
2021-09-01,17.3801
2021-09-02,17.3357
2021-09-03,17.1629
2021-09-04,17.1629
2021-09-05,17.1629
2021-09-06,17.1629
2021-09-07,16.8845
2021-09-08,16.8089
2021-09-09,16.7909
2021-09-10,16.5065
2021-09-11,16.5065
2021-09-12,16.5065
2021-09-13,16.7081
2021-09-14,16.6229
2021-09-15,16.6865
2021-09-16,17.2493
2021-09-17,17.6969
2021-09-18,17.6969
2021-09-19,17.6969
2021-09-20,17.2889
2021-09-21,17.3273
2021-09-22,17.6717
2021-09-23,17.8649
2021-09-24,17.9033
2021-09-25,17.9033
2021-09-26,17.9033
2021-09-27,18.2069
2021-09-28,17.9489
2021-09-29,18.2645
2021-09-30,17.2578
2021-10-01,17.5028
2021-10-02,17.5028
2021-10-03,17.5028
2021-10-04,17.6034
2021-10-05,17.749
2021-10-06,17.8564
2021-10-07,17.957
2021-10-08,18.0679
2021-10-09,18.0679
2021-10-10,18.0679
2021-10-11,17.6149
2021-10-12,17.5791
2021-10-13,17.549
2021-10-14,17.8091
2021-10-15,17.868
2021-10-16,17.868
2021-10-17,17.868
2021-10-18,17.9547
2021-10-19,17.8091
2021-10-20,17.8518
2021-10-21,17.9651
2021-10-22,17.9743
2021-10-23,17.9743
2021-10-24,17.9743
2021-10-25,18.0922
2021-10-26,18.054
2021-10-27,17.69
2021-10-28,17.5849
2021-10-29,17.4312
2021-10-30,17.4312
2021-10-31,17.4312
2021-11-01,17.5086
2021-11-02,17.5213
2021-11-03,17.6438
2021-11-04,17.2249
2021-11-05,17.7561
2021-11-06,17.7561
2021-11-07,17.7561
2021-11-08,17.6108
2021-11-09,17.7106
2021-11-10,17.5154
2021-11-11,17.3624
2021-11-12,17.4001
2021-11-13,17.4001
2021-11-14,17.4001
2021-11-15,17.2104
2021-11-16,17.074
2021-11-17,17.0507
2021-11-18,17.4367
2021-11-19,17.3546
2021-11-20,17.3546
2021-11-21,17.3546
2021-11-22,17.3491
2021-11-23,17.6119
2021-11-24,17.6286
2021-11-25,17.6286
2021-11-26,16.9309
2021-11-27,16.9309
2021-11-28,16.9309
2021-11-29,17.0008
2021-11-30,16.6315
2021-12-01,16.4196
2021-12-02,16.7879
2021-12-03,17.0607
2021-12-04,17.0607
2021-12-05,17.0607
2021-12-06,17.3435
2021-12-07,17.4267
2021-12-08,17.4456
2021-12-09,17.4023
2021-12-10,17.5199
2021-12-11,17.5199
2021-12-12,17.5199
2021-12-13,17.3779
2021-12-14,17.3857
2021-12-15,17.6019
2021-12-16,17.3735
2021-12-17,17.3591
2021-12-18,17.3591
2021-12-19,17.3591
2021-12-20,17.1217
2021-12-21,17.6175
2021-12-22,17.633
2021-12-23,17.7528
2021-12-24,17.7528
2021-12-25,17.7528
2021-12-26,17.7528
2021-12-27,17.9635
2021-12-28,18.0911
2021-12-29,18.07
2021-12-30,17.9436
2021-12-31,16.9424
2022-01-01,16.9424
2022-01-02,16.9424
2022-01-03,16.8962
2022-01-04,17.1577
2022-01-05,17.0634
2022-01-06,17.1095
2022-01-07,16.9588
2022-01-08,16.9588
2022-01-09,16.9588
2022-01-10,16.7773
2022-01-11,17.0347
2022-01-12,16.9137
2022-01-13,16.9844
2022-01-14,17.0029
2022-01-15,17.0029
2022-01-16,17.0029
2022-01-17,17.0029
2022-01-18,16.9096
2022-01-19,16.8511
2022-01-20,16.7096
2022-01-21,16.7927
2022-01-22,16.7927
2022-01-23,16.7927
2022-01-24,16.9844
2022-01-25,16.4994
2022-01-26,16.4809
2022-01-27,16.2113
2022-01-28,16.2943
2022-01-29,16.2943
2022-01-30,16.2943
2022-01-31,16.3394
2022-02-01,16.3312
2022-02-02,16.3651
2022-02-03,16.2646
2022-02-04,16.2379
2022-02-05,16.2379
2022-02-06,16.2379
2022-02-07,16.2882
2022-02-08,16.6245
2022-02-09,16.8932
2022-02-10,16.7004
2022-02-11,16.7178
2022-02-12,16.7178
2022-02-13,16.7178
2022-02-14,16.5917
2022-02-15,16.8767
2022-02-16,17.0398
2022-02-17,16.8808
2022-02-18,16.7301
2022-02-19,16.7301
2022-02-20,16.7301
2022-02-21,16.7301
2022-02-22,16.6389
2022-02-23,16.4379
2022-02-24,16.2519
2022-02-25,16.6185
2022-02-26,16.6185
2022-02-27,16.6185
2022-02-28,17.5417
2022-03-01,18.0128
2022-03-02,18.1383
2022-03-03,18.1172
2022-03-04,18.3814
2022-03-05,18.3814
2022-03-06,18.3814
2022-03-07,18.2368
2022-03-08,17.6803
2022-03-09,17.9314
2022-03-10,17.5336
2022-03-11,17.402
2022-03-12,17.402
2022-03-13,17.402
2022-03-14,17.2735
2022-03-15,17.7144
2022-03-16,17.4523
2022-03-17,17.6732
2022-03-18,18.2307
2022-03-19,18.2307
2022-03-20,18.2307
2022-03-21,18.3171
2022-03-22,18.2046
2022-03-23,18.1413
2022-03-24,18.3181
2022-03-25,18.4093
2022-03-26,18.4093
2022-03-27,18.4093
2022-03-28,18.108
2022-03-29,18.1271
2022-03-30,17.9473
2022-03-31,19.3603
2022-04-01,19.7187
2022-04-02,19.7187
2022-04-03,19.7187
2022-04-04,19.5781
2022-04-05,19.4354
2022-04-06,19.0233
2022-04-07,19.1843
2022-04-08,18.9074
2022-04-09,18.9074
2022-04-10,18.9074
2022-04-11,18.9149
2022-04-12,19.0383
2022-04-13,19.3581
2022-04-14,19.4848
2022-04-15,19.4848
2022-04-16,19.4848
2022-04-17,19.4848
2022-04-18,19.518
2022-04-19,19.797
2022-04-20,20.2005
2022-04-21,19.9301
2022-04-22,19.7842
2022-04-23,19.7842
2022-04-24,19.7842
2022-04-25,19.2851
2022-04-26,18.9514
2022-04-27,18.9503
2022-04-28,19.2186
2022-04-29,18.5822
2022-04-30,18.5822
2022-05-01,18.5822
2022-05-02,18.535
2022-05-03,18.6917
2022-05-04,19.0287
2022-05-05,18.0068
2022-05-06,18.4372
2022-05-07,18.4372
2022-05-08,18.4372
2022-05-09,17.9799
2022-05-10,17.9584
2022-05-11,18.1968
2022-05-12,18.0465
2022-05-13,17.9928
2022-05-14,17.9928
2022-05-15,17.9928
2022-05-16,18.0121
2022-05-17,18.6079
2022-05-18,18.5027
2022-05-19,18.2687
2022-05-20,18.3116
2022-05-21,18.3116
2022-05-22,18.3116
2022-05-23,18.3374
2022-05-24,18.6917
2022-05-25,18.6562
2022-05-26,18.6434
2022-05-27,18.7571
2022-05-28,18.7571
2022-05-29,18.7571
2022-05-30,18.7571
2022-05-31,18.4877
2022-06-01,18.5135
2022-06-02,18.7818
2022-06-03,18.5843
2022-06-04,18.5843
2022-06-05,18.5843
2022-06-06,18.6702
2022-06-07,19.0996
2022-06-08,18.769
2022-06-09,18.551
2022-06-10,18.0368
2022-06-11,18.0368
2022-06-12,18.0368
2022-06-13,17.4818
2022-06-14,17.616
2022-06-15,17.5076
2022-06-16,16.7529
2022-06-17,16.7132
2022-06-18,16.7132
2022-06-19,16.7132
2022-06-20,16.7132
2022-06-21,17.3594
2022-06-22,17.2832
2022-06-23,17.0223
2022-06-24,17.3304
2022-06-25,17.3304
2022-06-26,17.3304
2022-06-27,17.4206
2022-06-28,17.3251
2022-06-29,17.2113
2022-06-30,17.2564
2022-07-01,17.4106
2022-07-02,17.4106
2022-07-03,17.4106
2022-07-04,17.4106
2022-07-05,16.9917
2022-07-06,17.1448
2022-07-07,17.1799
2022-07-08,17.1554
2022-07-09,17.1554
2022-07-10,17.1554
2022-07-11,17.1438
2022-07-12,17.1331
2022-07-13,16.8216
2022-07-14,16.8376
2022-07-15,16.9131
2022-07-16,16.9131
2022-07-17,16.9131
2022-07-18,16.9152
2022-07-19,17.5243
2022-07-20,17.6891
2022-07-21,17.7497
2022-07-22,17.7518
2022-07-23,17.7518
2022-07-24,17.7518
2022-07-25,17.822
2022-07-26,17.8603
2022-07-27,17.9496
2022-07-28,18.2653
2022-07-29,18.4662
2022-07-30,18.4662
2022-07-31,18.4662
2022-08-01,18.3801
2022-08-02,18.2408
2022-08-03,18.3099
2022-08-04,18.721
2022-08-05,18.5586
2022-08-06,18.5586
2022-08-07,18.5586
2022-08-08,18.6063
2022-08-09,18.4174
2022-08-10,18.5097
2022-08-11,18.5246
2022-08-12,18.8728
2022-08-13,18.8728
2022-08-14,18.8728
2022-08-15,19.0108
2022-08-16,19.0427
2022-08-17,19.1011
2022-08-18,19.1828
2022-08-19,19.0724
2022-08-20,19.0724
2022-08-21,19.0724
2022-08-22,18.6637
2022-08-23,18.721
2022-08-24,19.2423
2022-08-25,19.4673
2022-08-26,18.945
2022-08-27,18.945
2022-08-28,18.945
2022-08-29,19.0214
2022-08-30,19.013
2022-08-31,18.8442
2022-09-01,18.5787
2022-09-02,18.2602
2022-09-03,18.2602
2022-09-04,18.2602
2022-09-05,18.2602
2022-09-06,18.5267
2022-09-07,18.996
2022-09-08,18.9631
2022-09-09,19.3166
2022-09-10,19.3166
2022-09-11,19.3166
2022-09-12,19.5045
2022-09-13,18.7773
2022-09-14,19.0533
2022-09-15,18.8272
2022-09-16,18.6116
2022-09-17,18.6116
2022-09-18,18.6116
2022-09-19,18.7252
2022-09-20,18.6233
2022-09-21,18.3972
2022-09-22,18.4821
2022-09-23,17.9428
2022-09-24,17.9428
2022-09-25,17.9428
2022-09-26,17.8473
2022-09-27,17.7666
2022-09-28,18.1934
2022-09-29,18.0925
2022-09-30,18.0283
2022-10-01,18.0283
2022-10-02,18.0283
2022-10-03,18.393
2022-10-04,19.197
2022-10-05,19.0461
2022-10-06,19.0027
2022-10-07,18.9056
2022-10-08,18.9056
2022-10-09,18.9056
2022-10-10,18.9862
2022-10-11,19.1215
2022-10-12,19.0058
2022-10-13,19.3447
2022-10-14,18.9686
2022-10-15,18.9686
2022-10-16,18.9686
2022-10-17,19.786
2022-10-18,20.2313
2022-10-19,20.3512
2022-10-20,20.252
2022-10-21,20.6602
2022-10-22,20.6602
2022-10-23,20.6602
2022-10-24,20.7811
2022-10-25,21.0487
2022-10-26,20.6932
2022-10-27,20.7738
2022-10-28,21.1262
2022-10-29,21.1262
2022-10-30,21.1262
2022-10-31,20.9908
2022-11-01,20.9857
2022-11-02,20.6932
2022-11-03,20.8969
2022-11-04,21.3609
2022-11-05,21.3609
2022-11-06,21.3609
2022-11-07,21.5794
2022-11-08,21.7475
2022-11-09,21.7063
2022-11-10,21.5248
2022-11-11,20.8815
2022-11-12,20.8815
2022-11-13,20.8815
2022-11-14,21.1382
2022-11-15,21.7063
2022-11-16,21.631
2022-11-17,21.6918
2022-11-18,21.7331
2022-11-19,21.7331
2022-11-20,21.7331
2022-11-21,21.732
2022-11-22,21.9815
2022-11-23,22.0052
2022-11-24,22.0052
2022-11-25,22.1372
2022-11-26,22.1372
2022-11-27,22.1372
2022-11-28,21.9681
2022-11-29,21.7372
2022-11-30,21.8609
2022-12-01,22.0506
2022-12-02,22.2424
2022-12-03,22.2424
2022-12-04,22.2424
2022-12-05,21.8805
2022-12-06,21.663
2022-12-07,21.432
2022-12-08,21.3598
2022-12-09,21.1495
2022-12-10,21.1495
2022-12-11,21.1495
2022-12-12,21.1454
2022-12-13,21.1732
2022-12-14,21.1361
2022-12-15,20.7289
2022-12-16,20.6959
2022-12-17,20.6959
2022-12-18,20.6959
2022-12-19,20.7124
2022-12-20,20.7464
2022-12-21,20.9258
2022-12-22,20.4742
2022-12-23,20.6598
2022-12-24,20.6598
2022-12-25,20.6598
2022-12-26,20.6598
2022-12-27,20.7794
2022-12-28,20.5825
2022-12-29,20.8031
2022-12-30,17.8669
2022-12-31,17.8669
2023-01-01,17.8669
2023-01-02,17.8669
2023-01-03,17.6905
2023-01-04,17.6923
2023-01-05,17.6281
2023-01-06,18.1356
2023-01-07,18.1356
2023-01-08,18.1356
2023-01-09,17.6887
2023-01-10,17.8335
2023-01-11,17.9746
2023-01-12,17.9393
2023-01-13,17.7665
2023-01-14,17.7665
2023-01-15,17.7665
2023-01-16,17.7665
2023-01-17,17.7548
2023-01-18,17.1912
2023-01-19,17.0166
2023-01-20,17.1613
2023-01-21,17.1613
2023-01-22,17.1613
2023-01-23,17.06
2023-01-24,17.2346
2023-01-25,17.4607
2023-01-26,17.4354
2023-01-27,17.2635
2023-01-28,17.2635
2023-01-29,17.2635
2023-01-30,17.4399
2023-01-31,17.7593
2023-02-01,17.7973
2023-02-02,17.9122
2023-02-03,18.1058
2023-02-04,18.1058
2023-02-05,18.1058
2023-02-06,18.1619
2023-02-07,18.4106
2023-02-08,18.1709
2023-02-09,17.9891
2023-02-10,18.227
2023-02-11,18.227
2023-02-12,18.227
2023-02-13,18.265
2023-02-14,18.1664
2023-02-15,18.2786
2023-02-16,18.2994
2023-02-17,18.5328
2023-02-18,18.5328
2023-02-19,18.5328
2023-02-20,18.5328
2023-02-21,18.3265
2023-02-22,18.879
2023-02-23,18.8952
2023-02-24,18.8057
2023-02-25,18.8057
2023-02-26,18.8057
2023-02-27,18.7298
2023-02-28,18.559
2023-03-01,18.6693
2023-03-02,18.9196
2023-03-03,18.8193
2023-03-04,18.8193
2023-03-05,18.8193
2023-03-06,18.7461
2023-03-07,18.6711
2023-03-08,18.5644
2023-03-09,18.3656
2023-03-10,18.1649
2023-03-11,18.1649
2023-03-12,18.1649
2023-03-13,17.8675
2023-03-14,18.1748
2023-03-15,17.741
2023-03-16,18.1016
