,EA US Equity
2020-10-31,21.5735
2020-11-01,21.5735
2020-11-02,21.5693
2020-11-03,21.7636
2020-11-04,22.7186
2020-11-05,23.3497
2020-11-06,21.4397
2020-11-07,21.4397
2020-11-08,21.4397
2020-11-09,20.9758
2020-11-10,21.4956
2020-11-11,21.674
2020-11-12,21.5775
2020-11-13,21.8881
2020-11-14,21.8881
2020-11-15,21.8881
2020-11-16,21.4263
2020-11-17,21.4095
2020-11-18,21.0569
2020-11-19,21.7496
2020-11-20,22.1127
2020-11-21,22.1127
2020-11-22,22.1127
2020-11-23,22.1106
2020-11-24,21.7727
2020-11-25,22.0371
2020-11-26,22.0371
2020-11-27,22.5955
2020-11-28,22.5955
2020-11-29,22.5955
2020-11-30,23.3469
2020-12-01,23.2398
2020-12-02,23.7226
2020-12-03,23.4791
2020-12-04,23.5442
2020-12-05,23.5442
2020-12-06,23.5442
2020-12-07,23.9955
2020-12-08,24.2704
2020-12-09,24.4845
2020-12-10,24.8015
2020-12-11,25.0366
2020-12-12,25.0366
2020-12-13,25.0366
2020-12-14,25.4018
2020-12-15,26.0567
2020-12-16,26.254
2020-12-17,25.8866
2020-12-18,26.466
2020-12-19,26.466
2020-12-20,26.466
2020-12-21,26.1301
2020-12-22,25.7985
2020-12-23,26.2351
2020-12-24,26.298
2020-12-25,26.298
2020-12-26,26.298
2020-12-27,26.298
2020-12-28,26.0692
2020-12-29,26.0651
2020-12-30,26.3484
2020-12-31,28.4883
2021-01-01,28.4883
2021-01-02,28.4883
2021-01-03,28.4883
2021-01-04,27.5556
2021-01-05,27.9684
2021-01-06,26.9376
2021-01-07,27.8361
2021-01-08,28.0915
2021-01-09,28.0915
2021-01-10,28.0915
2021-01-11,27.9456
2021-01-12,27.453
2021-01-13,26.8327
2021-01-14,27.4256
2021-01-15,27.4393
2021-01-16,27.4393
2021-01-17,27.4393
2021-01-18,27.4393
2021-01-19,27.9934
2021-01-20,28.9444
2021-01-21,29.0288
2021-01-22,29.0356
2021-01-23,29.0356
2021-01-24,29.0356
2021-01-25,29.104
2021-01-26,29.104
2021-01-27,29.0881
2021-01-28,28.3538
2021-01-29,28.3971
2021-01-30,28.3971
2021-01-31,28.3971
2021-02-01,29.006
2021-02-02,29.7129
2021-02-03,27.8543
2021-02-04,27.3549
2021-02-05,27.9456
2021-02-06,27.9456
2021-02-07,27.9456
2021-02-08,27.9538
2021-02-09,28.7791
2021-02-10,28.4399
2021-02-11,29.055
2021-02-12,29.1477
2021-02-13,29.1477
2021-02-14,29.1477
2021-02-15,29.1477
2021-02-16,28.7045
2021-02-17,28.7158
2021-02-18,29.0731
2021-02-19,28.7429
2021-02-20,28.7429
2021-02-21,28.7429
2021-02-22,27.9086
2021-02-23,27.6621
2021-02-24,26.8729
2021-02-25,26.3212
2021-02-26,26.034
2021-02-27,26.034
2021-02-28,26.034
2021-03-01,26.7802
2021-03-02,26.6785
2021-03-03,25.826
2021-03-04,25.428
2021-03-05,25.7242
2021-03-06,25.7242
2021-03-07,25.7242
2021-03-08,24.5054
2021-03-09,25.3466
2021-03-10,25.1634
2021-03-11,25.4393
2021-03-12,25.2471
2021-03-13,25.2471
2021-03-14,25.2471
2021-03-15,25.3376
2021-03-16,25.5298
2021-03-17,25.272
2021-03-18,24.6841
2021-03-19,24.7745
2021-03-20,24.7745
2021-03-21,24.7745
2021-03-22,25.4551
2021-03-23,25.826
2021-03-24,25.0911
2021-03-25,25.1431
2021-03-26,25.7808
2021-03-27,25.7808
2021-03-28,25.7808
2021-03-29,26.2601
2021-03-30,26.138
2021-03-31,33.1969
2021-04-01,33.9091
2021-04-02,33.9091
2021-04-03,33.9091
2021-04-04,33.9091
2021-04-05,34.8935
2021-04-06,34.822
2021-04-07,35.0227
2021-04-08,34.8962
2021-04-09,34.5965
2021-04-10,34.5965
2021-04-11,34.5965
2021-04-12,34.8687
2021-04-13,35.0502
2021-04-14,34.9127
2021-04-15,35.2317
2021-04-16,34.7587
2021-04-17,34.7587
2021-04-18,34.7587
2021-04-19,34.3683
2021-04-20,34.7065
2021-04-21,34.756
2021-04-22,34.8165
2021-04-23,35.3335
2021-04-24,35.3335
2021-04-25,35.3335
2021-04-26,35.5122
2021-04-27,35.4214
2021-04-28,35.5672
2021-04-29,36.2134
2021-04-30,35.042
2021-05-01,35.042
2021-05-02,35.042
2021-05-03,34.7945
2021-05-04,33.6616
2021-05-05,33.8816
2021-05-06,34.8385
2021-05-07,35.1355
2021-05-08,35.1355
2021-05-09,35.1355
2021-05-10,34.6488
2021-05-11,34.844
2021-05-12,34.3793
2021-05-13,34.2308
2021-05-14,34.0906
2021-05-15,34.0906
2021-05-16,34.0906
2021-05-17,33.7908
2021-05-18,33.9366
2021-05-19,34.162
2021-05-20,34.9677
2021-05-21,34.5168
2021-05-22,34.5168
2021-05-23,34.5168
2021-05-24,35.0447
2021-05-25,35.3664
2021-05-26,35.3697
2021-05-27,35.0796
2021-05-28,35.0796
2021-05-29,35.0796
2021-05-30,35.0796
2021-05-31,35.0796
2021-06-01,35.2684
2021-06-02,34.661
2021-06-03,34.8225
2021-06-04,35.7035
2021-06-05,35.7035
2021-06-06,35.7035
2021-06-07,35.843
2021-06-08,35.7828
2021-06-09,35.8704
2021-06-10,35.8266
2021-06-11,36.0054
2021-06-12,36.0054
2021-06-13,36.0054
2021-06-14,36.5961
2021-06-15,35.5706
2021-06-16,34.969
2021-06-17,34.7858
2021-06-18,34.5643
2021-06-19,34.5643
2021-06-20,34.5643
2021-06-21,34.5205
2021-06-22,34.4932
2021-06-23,33.8806
2021-06-24,33.8888
2021-06-25,33.8316
2021-06-26,33.8316
2021-06-27,33.8316
2021-06-28,35.0308
2021-06-29,35.3367
2021-06-30,44.1227
2021-07-01,43.5844
2021-07-02,43.9889
2021-07-03,43.9889
2021-07-04,43.9889
2021-07-05,43.9889
2021-07-06,43.8583
2021-07-07,43.8424
2021-07-08,43.046
2021-07-09,43.218
2021-07-10,43.218
2021-07-11,43.218
2021-07-12,43.3455
2021-07-13,43.938
2021-07-14,43.8965
2021-07-15,43.75
2021-07-16,43.8902
2021-07-17,43.8902
2021-07-18,43.8902
2021-07-19,43.2977
2021-07-20,43.2435
2021-07-21,43.132
2021-07-22,43.6322
2021-07-23,44.4922
2021-07-24,44.4922
2021-07-25,44.4922
2021-07-26,44.575
2021-07-27,43.5175
2021-07-28,44.0367
2021-07-29,43.9794
2021-07-30,44.1641
2021-07-31,44.1641
2021-08-01,44.1641
2021-08-02,44.2119
2021-08-03,42.839
2021-08-04,42.874
2021-08-05,41.9056
2021-08-06,41.7368
2021-08-07,41.7368
2021-08-08,41.7368
2021-08-09,41.6795
2021-08-10,41.7807
2021-08-11,42.1836
2021-08-12,42.4025
2021-08-13,42.3041
2021-08-14,42.3041
2021-08-15,42.3041
2021-08-16,42.7229
2021-08-17,43.0529
2021-08-18,42.7197
2021-08-19,42.9133
2021-08-20,42.7768
2021-08-21,42.7768
2021-08-22,42.7768
2021-08-23,43.6176
2021-08-24,43.5383
2021-08-25,43.313
2021-08-26,43.1893
2021-08-27,43.6557
2021-08-28,43.6557
2021-08-29,43.6557
2021-08-30,43.7667
2021-08-31,44.3758
2021-09-01,44.7629
2021-09-02,44.4361
2021-09-03,44.8168
2021-09-04,44.8168
2021-09-05,44.8168
2021-09-06,44.8168
2021-09-07,44.379
2021-09-08,44.0237
2021-09-09,43.4558
2021-09-10,44.3505
2021-09-11,44.3505
2021-09-12,44.3505
2021-09-13,44.2077
2021-09-14,44.4266
2021-09-15,41.7838
2021-09-16,41.4412
2021-09-17,40.7813
2021-09-18,40.7813
2021-09-19,40.7813
2021-09-20,39.5789
2021-09-21,38.5224
2021-09-22,38.4082
2021-09-23,38.8809
2021-09-24,39.5186
2021-09-25,39.5186
2021-09-26,39.5186
2021-09-27,40.1785
2021-09-28,40.7464
2021-09-29,42.0694
2021-09-30,37.4125
2021-10-01,37.763
2021-10-02,37.763
2021-10-03,37.763
2021-10-04,37.6505
2021-10-05,37.8937
2021-10-06,35.2729
2021-10-07,36.1936
2021-10-08,36.8213
2021-10-09,36.8213
2021-10-10,36.8213
2021-10-11,36.6853
2021-10-12,35.9529
2021-10-13,35.8928
2021-10-14,35.7018
2021-10-15,35.4507
2021-10-16,35.4507
2021-10-17,35.4507
2021-10-18,35.4403
2021-10-19,35.9739
2021-10-20,36.6147
2021-10-21,36.9887
2021-10-22,37.1038
2021-10-23,37.1038
2021-10-24,37.1038
2021-10-25,37.3968
2021-10-26,37.4517
2021-10-27,36.9207
2021-10-28,36.8841
2021-10-29,36.8893
2021-10-30,36.8893
2021-10-31,36.8893
2021-11-01,37.2869
2021-11-02,36.8684
2021-11-03,36.6932
2021-11-04,37.4726
2021-11-05,36.7115
2021-11-06,36.7115
2021-11-07,36.7115
2021-11-08,36.3427
2021-11-09,36.5411
2021-11-10,36.4086
2021-11-11,37.7524
2021-11-12,38.0098
2021-11-13,38.0098
2021-11-14,38.0098
2021-11-15,36.9284
2021-11-16,36.4813
2021-11-17,36.1122
2021-11-18,35.9017
2021-11-19,34.6176
2021-11-20,34.6176
2021-11-21,34.6176
2021-11-22,33.0294
2021-11-23,33.5831
2021-11-24,33.1256
2021-11-25,33.1256
2021-11-26,32.9488
2021-11-27,32.9488
2021-11-28,32.9488
2021-11-29,32.6655
2021-11-30,32.494
2021-12-01,31.4568
2021-12-02,32.0703
2021-12-03,32.7669
2021-12-04,32.7669
2021-12-05,32.7669
2021-12-06,33.0372
2021-12-07,32.9956
2021-12-08,33.0528
2021-12-09,32.6967
2021-12-10,32.8631
2021-12-11,32.8631
2021-12-12,32.8631
2021-12-13,33.1568
2021-12-14,33.1776
2021-12-15,33.7105
2021-12-16,33.8378
2021-12-17,33.3517
2021-12-18,33.3517
2021-12-19,33.3517
2021-12-20,33.9756
2021-12-21,34.5604
2021-12-22,34.3785
2021-12-23,34.6566
2021-12-24,34.6566
2021-12-25,34.6566
2021-12-26,34.6566
2021-12-27,34.7866
2021-12-28,34.8983
2021-12-29,34.8126
2021-12-30,35.1557
2021-12-31,38.9024
2022-01-01,38.9024
2022-01-02,38.9024
2022-01-03,39.821
2022-01-04,40.065
2022-01-05,39.4747
2022-01-06,38.2368
2022-01-07,38.8663
2022-01-08,38.8663
2022-01-09,38.8663
2022-01-10,37.9989
2022-01-11,38.5711
2022-01-12,39.0832
2022-01-13,38.5832
2022-01-14,38.4627
2022-01-15,38.4627
2022-01-16,38.4627
2022-01-17,38.4627
2022-01-18,39.5078
2022-01-19,40.4114
2022-01-20,41.0047
2022-01-21,41.0438
2022-01-22,41.0438
2022-01-23,41.0438
2022-01-24,39.8963
2022-01-25,38.6344
2022-01-26,38.3242
2022-01-27,38.6495
2022-01-28,38.9085
2022-01-29,38.9085
2022-01-30,38.9085
2022-01-31,39.1313
2022-02-01,38.3121
2022-02-02,40.4897
2022-02-03,40.5258
2022-02-04,40.6523
2022-02-05,40.6523
2022-02-06,40.6523
2022-02-07,40.2578
2022-02-08,39.4194
2022-02-09,39.8447
2022-02-10,39.6021
2022-02-11,39.3386
2022-02-12,39.3386
2022-02-13,39.3386
2022-02-14,39.1289
2022-02-15,39.4584
2022-02-16,39.096
2022-02-17,38.2304
2022-02-18,37.91
2022-02-19,37.91
2022-02-20,37.91
2022-02-21,37.91
2022-02-22,37.2391
2022-02-23,37.1283
2022-02-24,37.3619
2022-02-25,37.7243
2022-02-26,37.7243
2022-02-27,37.7243
2022-02-28,38.1376
2022-03-01,37.5566
2022-03-02,37.889
2022-03-03,37.4637
2022-03-04,37.0594
2022-03-05,37.0594
2022-03-06,37.0594
2022-03-07,36.9905
2022-03-08,35.9154
2022-03-09,36.7689
2022-03-10,36.2179
2022-03-11,35.8135
2022-03-12,35.8135
2022-03-13,35.8135
2022-03-14,34.8552
2022-03-15,35.3553
2022-03-16,36.2538
2022-03-17,36.6671
2022-03-18,36.9965
2022-03-19,36.9965
2022-03-20,36.9965
2022-03-21,36.7809
2022-03-22,37.4907
2022-03-23,36.5054
2022-03-24,36.7839
2022-03-25,37.308
2022-03-26,37.308
2022-03-27,37.308
2022-03-28,37.5236
2022-03-29,37.7602
2022-03-30,37.4158
2022-03-31,30.7763
2022-04-01,30.4575
2022-04-02,30.4575
2022-04-03,30.4575
2022-04-04,31.1524
2022-04-05,30.6144
2022-04-06,30.3628
2022-04-07,30.0016
2022-04-08,30.0215
2022-04-09,30.0215
2022-04-10,30.0215
2022-04-11,29.7974
2022-04-12,30.044
2022-04-13,30.0564
2022-04-14,29.8023
2022-04-15,29.8023
2022-04-16,29.8023
2022-04-17,29.8023
2022-04-18,29.6927
2022-04-19,30.161
2022-04-20,29.9792
2022-04-21,30.0863
2022-04-22,31.1698
2022-04-23,31.1698
2022-04-24,31.1698
2022-04-25,31.1848
2022-04-26,30.308
2022-04-27,29.4586
2022-04-28,30.0041
2022-04-29,28.669
2022-04-30,28.669
2022-05-01,28.669
2022-05-02,29.1547
2022-05-03,29.7799
2022-05-04,30.0813
2022-05-05,29.0576
2022-05-06,27.9815
2022-05-07,27.9815
2022-05-08,27.9815
2022-05-09,27.172
2022-05-10,27.0624
2022-05-11,29.2768
2022-05-12,29.3913
2022-05-13,30.3852
2022-05-14,30.3852
2022-05-15,30.3852
2022-05-16,30.9955
2022-05-17,31.2645
2022-05-18,31.389
2022-05-19,31.6506
2022-05-20,31.8349
2022-05-21,31.8349
2022-05-22,31.8349
2022-05-23,32.5847
2022-05-24,33.3095
2022-05-25,33.3148
2022-05-26,33.6445
2022-05-27,33.6073
2022-05-28,33.6073
2022-05-29,33.6073
2022-05-30,33.6073
2022-05-31,33.6371
2022-06-01,33.8552
2022-06-02,34.3436
2022-06-03,34.2197
2022-06-04,34.2197
2022-06-05,34.2197
2022-06-06,34.0585
2022-06-07,34.2122
2022-06-08,33.7784
2022-06-09,32.933
2022-06-10,32.3103
2022-06-11,32.3103
2022-06-12,32.3103
2022-06-13,31.1513
2022-06-14,30.807
2022-06-15,31.2751
2022-06-16,30.9581
2022-06-17,31.0968
2022-06-18,31.0968
2022-06-19,31.0968
2022-06-20,31.0968
2022-06-21,31.5549
2022-06-22,31.2181
2022-06-23,31.2008
2022-06-24,31.4745
2022-06-25,31.4745
2022-06-26,31.4745
2022-06-27,30.3364
2022-06-28,29.6635
2022-06-29,29.6512
2022-06-30,27.0878
2022-07-01,27.3295
2022-07-02,27.3295
2022-07-03,27.3295
2022-07-04,27.3295
2022-07-05,27.7816
2022-07-06,27.6921
2022-07-07,27.9718
2022-07-08,27.9786
2022-07-09,27.9786
2022-07-10,27.9786
2022-07-11,27.5779
2022-07-12,27.1617
2022-07-13,27.0945
2022-07-14,27.231
2022-07-15,27.4258
2022-07-16,27.4258
2022-07-17,27.4258
2022-07-18,27.5287
2022-07-19,28.2292
2022-07-20,28.4172
2022-07-21,29.0036
2022-07-22,28.9924
2022-07-23,28.9924
2022-07-24,28.9924
2022-07-25,28.9387
2022-07-26,29.1244
2022-07-27,29.4445
2022-07-28,29.6683
2022-07-29,29.2318
2022-07-30,29.2318
2022-07-31,29.2318
2022-08-01,29.1513
2022-08-02,28.7081
2022-08-03,29.6906
2022-08-04,29.6817
2022-08-05,29.5295
2022-08-06,29.5295
2022-08-07,29.5295
2022-08-08,29.1916
2022-08-09,28.6648
2022-08-10,29.0837
2022-08-11,28.7539
2022-08-12,29.1305
2022-08-13,29.1305
2022-08-14,29.1305
2022-08-15,29.1817
2022-08-16,29.9637
2022-08-17,29.5315
2022-08-18,29.3755
2022-08-19,28.9322
2022-08-20,28.9322
2022-08-21,28.9322
2022-08-22,28.4064
2022-08-23,28.0967
2022-08-24,27.8472
2022-08-25,28.2928
2022-08-26,29.3087
2022-08-27,29.3087
2022-08-28,29.3087
2022-08-29,28.7361
2022-08-30,28.0388
2022-08-31,28.1279
2022-09-01,28.3084
2022-09-02,27.7848
2022-09-03,27.7848
2022-09-04,27.7848
2022-09-05,27.7848
2022-09-06,27.6511
2022-09-07,27.8338
2022-09-08,28.188
2022-09-09,28.5868
2022-09-10,28.5868
2022-09-11,28.5868
2022-09-12,29.0146
2022-09-13,28.2883
2022-09-14,28.139
2022-09-15,27.5798
2022-09-16,26.985
2022-09-17,26.985
2022-09-18,26.985
2022-09-19,27.2501
2022-09-20,26.7176
2022-09-21,26.0381
2022-09-22,26.0225
2022-09-23,25.6259
2022-09-24,25.6259
2022-09-25,25.6259
2022-09-26,25.4432
2022-09-27,25.5145
2022-09-28,26.2297
2022-09-29,26.0336
2022-09-30,24.3615
2022-10-01,24.3615
2022-10-02,24.3615
2022-10-03,25.2259
2022-10-04,25.9215
2022-10-05,25.8111
2022-10-06,26.0173
2022-10-07,25.7361
2022-10-08,25.7361
2022-10-09,25.7361
2022-10-10,25.3966
2022-10-11,25.0988
2022-10-12,25.0217
2022-10-13,25.5091
2022-10-14,25.3321
2022-10-15,25.3321
2022-10-16,25.3321
2022-10-17,25.4695
2022-10-18,25.9569
2022-10-19,26.0548
2022-10-20,25.9944
2022-10-21,26.2943
2022-10-22,26.2943
2022-10-23,26.2943
2022-10-24,26.4359
2022-10-25,26.867
2022-10-26,26.765
2022-10-27,26.8587
2022-10-28,26.9712
2022-10-29,26.9712
2022-10-30,26.9712
2022-10-31,26.4963
2022-11-01,26.5609
2022-11-02,27.0587
2022-11-03,26.6338
2022-11-04,27.2878
2022-11-05,27.2878
2022-11-06,27.2878
2022-11-07,27.8418
2022-11-08,26.9603
2022-11-09,26.3792
2022-11-10,27.2084
2022-11-11,27.4008
2022-11-12,27.4008
2022-11-13,27.4008
2022-11-14,27.0554
2022-11-15,26.8941
2022-11-16,27.0099
2022-11-17,26.8672
2022-11-18,27.1629
2022-11-19,27.1629
2022-11-20,27.1629
2022-11-21,26.7038
2022-11-22,27.0471
2022-11-23,27.3449
2022-11-24,27.3449
2022-11-25,27.043
2022-11-26,27.043
2022-11-27,27.043
2022-11-28,26.8052
2022-11-29,26.648
2022-11-30,27.3077
2022-12-01,27.4814
2022-12-02,27.6179
2022-12-03,27.6179
2022-12-04,27.6179
2022-12-05,27.2332
2022-12-06,26.6108
2022-12-07,26.3213
2022-12-08,26.3419
2022-12-09,26.0524
2022-12-10,26.0524
2022-12-11,26.0524
2022-12-12,26.2365
2022-12-13,26.253
2022-12-14,26.0421
2022-12-15,25.4361
2022-12-16,25.4382
2022-12-17,25.4382
2022-12-18,25.4382
2022-12-19,25.2417
2022-12-20,25.1652
2022-12-21,25.5954
2022-12-22,25.372
2022-12-23,25.3906
2022-12-24,25.3906
2022-12-25,25.3906
2022-12-26,25.3906
2022-12-27,25.248
2022-12-28,24.9832
2022-12-29,25.5313
2022-12-30,21.9622
2022-12-31,21.9622
2023-01-01,21.9622
2023-01-02,21.9622
2023-01-03,22.0747
2023-01-04,22.4756
2023-01-05,22.4157
2023-01-06,22.2724
2023-01-07,22.2724
2023-01-08,22.2724
2023-01-09,22.3232
2023-01-10,22.296
2023-01-11,22.6751
2023-01-12,22.7313
2023-01-13,22.5572
2023-01-14,22.5572
2023-01-15,22.5572
2023-01-16,22.5572
2023-01-17,22.2379
2023-01-18,22.2397
2023-01-19,22.2416
2023-01-20,22.6533
2023-01-21,22.6533
2023-01-22,22.6533
2023-01-23,22.9109
2023-01-24,22.9254
2023-01-25,22.9381
2023-01-26,23.2247
2023-01-27,23.1757
2023-01-28,23.1757
2023-01-29,23.1757
2023-01-30,23.1975
2023-01-31,23.1413
2023-02-01,20.9791
2023-02-02,20.8394
2023-02-03,20.4639
2023-02-04,20.4639
2023-02-05,20.4639
2023-02-06,20.1501
2023-02-07,20.3721
2023-02-08,20.1054
2023-02-09,19.9415
2023-02-10,19.9433
2023-02-11,19.9433
2023-02-12,19.9433
2023-02-13,20.1955
2023-02-14,20.0243
2023-02-15,20.2207
2023-02-16,19.9288
2023-02-17,19.9793
2023-02-18,19.9793
2023-02-19,19.9793
2023-02-20,19.9793
2023-02-21,19.9829
2023-02-22,19.9325
2023-02-23,19.7487
2023-02-24,19.5775
2023-02-25,19.5775
2023-02-26,19.5775
2023-02-27,19.8153
2023-02-28,19.7883
2023-03-01,19.6928
2023-03-02,20.0315
2023-03-03,20.1865
2023-03-04,20.1865
2023-03-05,20.1865
2023-03-06,20.1937
2023-03-07,20.0045
2023-03-08,20.0297
2023-03-09,19.7018
2023-03-10,19.473
2023-03-11,19.473
2023-03-12,19.473
2023-03-13,19.6316
2023-03-14,19.8856
2023-03-15,19.8676
2023-03-16,20.255
2023-03-17,20.2225
2023-03-18,20.2225
