,GRA US Equity
2020-04-13,13.2824
2020-04-14,13.2569
2020-04-15,12.8509
2020-04-16,12.6568
2020-04-17,13.1941
2020-04-18,13.1941
2020-04-19,13.1941
2020-04-20,13.0922
2020-04-21,12.8254
2020-04-22,13.0059
2020-04-23,13.3059
2020-04-24,13.5177
2020-04-25,13.5177
2020-04-26,13.5177
2020-04-27,13.9139
2020-04-28,14.1708
2020-04-29,15.0652
2020-04-30,14.6749
2020-05-01,14.416
2020-05-02,14.416
2020-05-03,14.416
2020-05-04,14.6572
2020-05-05,14.9946
2020-05-06,14.8435
2020-05-07,15.0338
2020-05-08,15.63
2020-05-09,15.63
2020-05-10,15.63
2020-05-11,15.4417
2020-05-12,14.9828
2020-05-13,14.3513
2020-05-14,14.5219
2020-05-15,14.5827
2020-05-16,14.5827
2020-05-17,14.5827
2020-05-18,15.1868
2020-05-19,15.1868
2020-05-20,15.3986
2020-05-21,15.4731
2020-05-22,15.6045
2020-05-23,15.6045
2020-05-24,15.6045
2020-05-25,15.6045
2020-05-26,16.0419
2020-05-27,16.0635
2020-05-28,15.6222
2020-05-29,15.6496
2020-05-30,15.6496
2020-05-31,15.6496
2020-06-01,15.8026
2020-06-02,16.0183
2020-06-03,16.5283
2020-06-04,16.6401
2020-06-05,16.7577
2020-06-06,16.7577
2020-06-07,16.7577
2020-06-08,16.8911
2020-06-09,16.7695
2020-06-10,16.4557
2020-06-11,15.277
2020-06-12,15.3064
2020-06-13,15.3064
2020-06-14,15.3064
2020-06-15,15.3986
2020-06-16,15.5222
2020-06-17,15.1005
2020-06-18,15.1515
2020-06-19,15.2593
2020-06-20,15.2593
2020-06-21,15.2593
2020-06-22,15.1985
2020-06-23,15.2476
2020-06-24,14.8083
2020-06-25,15.0966
2020-06-26,15.0103
2020-06-27,15.0103
2020-06-28,15.0103
2020-06-29,15.2829
2020-06-30,22.1279
2020-07-01,22.4368
2020-07-02,22.331
2020-07-03,22.331
2020-07-04,22.331
2020-07-05,22.331
2020-07-06,22.2509
2020-07-07,21.9163
2020-07-08,21.7104
2020-07-09,21.1986
2020-07-10,21.4216
2020-07-11,21.4216
2020-07-12,21.4216
2020-07-13,21.3244
2020-07-14,21.5331
2020-07-15,22.1279
2020-07-16,22.0822
2020-07-17,22.0164
2020-07-18,22.0164
2020-07-19,22.0164
2020-07-20,21.6675
2020-07-21,21.862
2020-07-22,21.8877
2020-07-23,21.8849
2020-07-24,21.7848
2020-07-25,21.7848
2020-07-26,21.7848
2020-07-27,21.9106
2020-07-28,21.5989
2020-07-29,21.922
2020-07-30,21.1614
2020-07-31,20.7896
2020-08-01,20.7896
2020-08-02,20.7896
2020-08-03,20.5151
2020-08-04,20.6924
2020-08-05,20.7414
2020-08-06,20.7386
2020-08-07,21.0561
2020-08-08,21.0561
2020-08-09,21.0561
2020-08-10,21.1304
2020-08-11,21.2306
2020-08-12,21.0275
2020-08-13,20.8387
2020-08-14,20.647
2020-08-15,20.647
2020-08-16,20.647
2020-08-17,20.4268
2020-08-18,20.1636
2020-08-19,19.7889
2020-08-20,19.8376
2020-08-21,19.48
2020-08-22,19.48
2020-08-23,19.48
2020-08-24,20.0692
2020-08-25,19.7346
2020-08-26,19.6001
2020-08-27,19.8719
2020-08-28,19.7746
2020-08-29,19.7746
2020-08-30,19.7746
2020-08-31,19.2426
2020-09-01,19.623
2020-09-02,20.0149
2020-09-03,19.6288
2020-09-04,19.8233
2020-09-05,19.8233
2020-09-06,19.8233
2020-09-07,19.8233
2020-09-08,19.829
2020-09-09,19.8118
2020-09-10,19.8147
2020-09-11,19.952
2020-09-12,19.952
2020-09-13,19.952
2020-09-14,20.1265
2020-09-15,19.9949
2020-09-16,20.2895
2020-09-17,21.0618
2020-09-18,20.4611
2020-09-19,20.4611
2020-09-20,20.4611
2020-09-21,19.7432
2020-09-22,19.2312
2020-09-23,19.0367
2020-09-24,19.4028
2020-09-25,19.44
2020-09-26,19.44
2020-09-27,19.44
2020-09-28,19.563
2020-09-29,19.2197
2020-09-30,25.7337
2020-10-01,25.4499
2020-10-02,25.6609
2020-10-03,25.6609
2020-10-04,25.6609
2020-10-05,25.7452
2020-10-06,25.5458
2020-10-07,25.7145
2020-10-08,26.144
2020-10-09,26.0635
2020-10-10,26.0635
2020-10-11,26.0635
2020-10-12,25.9638
2020-10-13,25.6455
2020-10-14,27.0529
2020-10-15,28.5178
2020-10-16,27.9771
2020-10-17,27.9771
2020-10-18,27.9771
2020-10-19,27.9387
2020-10-20,28.1305
2020-10-21,28.2302
2020-10-22,28.5791
2020-10-23,28.9511
2020-10-24,28.9511
2020-10-25,28.9511
2020-10-26,28.2302
2020-10-27,28.0308
2020-10-28,26.5083
2020-10-29,27.1564
2020-10-30,26.9609
2020-10-31,26.9609
2020-11-01,26.9609
2020-11-02,27.2561
2020-11-03,27.2293
2020-11-04,26.7772
2020-11-05,27.4368
2020-11-06,27.176
2020-11-07,27.176
2020-11-08,27.176
2020-11-09,31.7549
2020-11-10,31.1912
2020-11-11,30.9917
2020-11-12,30.3436
2020-11-13,31.1375
2020-11-14,31.1375
2020-11-15,31.1375
2020-11-16,32.0885
2020-11-17,31.4519
2020-11-18,31.0416
2020-11-19,31.0799
2020-11-20,31.3676
2020-11-21,31.3676
2020-11-22,31.3676
2020-11-23,31.6322
2020-11-24,31.9505
2020-11-25,31.6092
2020-11-26,31.6092
2020-11-27,31.7395
2020-11-28,31.7395
2020-11-29,31.7395
2020-11-30,31.2679
2020-12-01,31.6782
2020-12-02,31.7511
2020-12-03,31.6744
2020-12-04,32.1959
2020-12-05,32.1959
2020-12-06,32.1959
2020-12-07,32.0693
2020-12-08,31.9044
2020-12-09,31.6935
2020-12-10,31.7089
2020-12-11,31.2602
2020-12-12,31.2602
2020-12-13,31.2602
2020-12-14,30.8997
2020-12-15,31.1873
2020-12-16,31.103
2020-12-17,31.7165
2020-12-18,31.4596
2020-12-19,31.4596
2020-12-20,31.4596
2020-12-21,31.7127
2020-12-22,31.0723
2020-12-23,31.2103
2020-12-24,31.4941
2020-12-25,31.4941
2020-12-26,31.4941
2020-12-27,31.4941
2020-12-28,31.2218
2020-12-29,31.1106
2020-12-30,31.149
2020-12-31,27.5809
2021-01-01,27.5809
2021-01-02,27.5809
2021-01-03,27.5809
2021-01-04,27.3729
2021-01-05,27.9287
2021-01-06,27.8332
2021-01-07,27.7446
2021-01-08,27.9696
2021-01-09,27.9696
2021-01-10,27.9696
2021-01-11,29.1836
2021-01-12,29.17
2021-01-13,28.8801
2021-01-14,28.887
2021-01-15,30.4556
2021-01-16,30.4556
2021-01-17,30.4556
2021-01-18,30.4556
2021-01-19,29.9782
2021-01-20,29.9646
2021-01-21,29.9373
2021-01-22,29.7224
2021-01-23,29.7224
2021-01-24,29.7224
2021-01-25,29.3303
2021-01-26,29.0677
2021-01-27,28.6687
2021-01-28,29.0575
2021-01-29,28.6721
2021-01-30,28.6721
2021-01-31,28.6721
2021-02-01,28.8733
2021-02-02,29.5144
2021-02-03,29.6406
2021-02-04,29.5894
2021-02-05,29.6883
2021-02-06,29.6883
2021-02-07,29.6883
2021-02-08,29.76
2021-02-09,29.6781
2021-02-10,29.5076
2021-02-11,29.3985
2021-02-12,29.4019
2021-02-13,29.4019
2021-02-14,29.4019
2021-02-15,29.4019
2021-02-16,29.3166
2021-02-17,29.3132
2021-02-18,29.1018
2021-02-19,29.2177
2021-02-20,29.2177
2021-02-21,29.2177
2021-02-22,29.5417
2021-02-23,29.6986
2021-02-24,29.777
2021-02-25,29.2109
2021-02-26,29.0953
2021-02-27,29.0953
2021-02-28,29.0953
2021-03-01,29.4022
2021-03-02,29.3306
2021-03-03,29.1908
2021-03-04,29.0919
2021-03-05,29.467
2021-03-06,29.467
2021-03-07,29.467
2021-03-08,29.1192
2021-03-09,29.3068
2021-03-10,29.6614
2021-03-11,29.5966
2021-03-12,29.4636
2021-03-13,29.4636
2021-03-14,29.4636
2021-03-15,29.3954
2021-03-16,29.3477
2021-03-17,29.4193
2021-03-18,29.1874
2021-03-19,28.9351
2021-03-20,28.9351
2021-03-21,28.9351
2021-03-22,29.1431
2021-03-23,28.7032
2021-03-24,28.9044
2021-03-25,29.3443
2021-03-26,29.6478
2021-03-27,29.6478
2021-03-28,29.6478
2021-03-29,29.5591
2021-03-30,29.3886
2021-03-31,30.7338
2021-04-01,31.2074
2021-04-02,31.2074
2021-04-03,31.2074
2021-04-04,31.2074
2021-04-05,31.7059
2021-04-06,32.2506
2021-04-07,31.9266
2021-04-08,31.9516
2021-04-09,31.745
2021-04-10,31.745
2021-04-11,31.745
2021-04-12,31.6453
2021-04-13,31.6631
2021-04-14,31.8234
2021-04-15,32.3183
2021-04-16,32.4856
2021-04-17,32.4856
2021-04-18,32.4856
2021-04-19,32.5248
2021-04-20,32.3575
2021-04-21,32.3753
2021-04-22,31.9409
2021-04-23,32.2934
2021-04-24,32.2934
2021-04-25,32.2934
2021-04-26,33.7675
2021-04-27,33.7848
2021-04-28,33.8881
2021-04-29,33.8774
2021-04-30,33.9131
2021-05-01,33.9131
2021-05-02,33.9131
2021-05-03,33.9202
2021-05-04,33.8169
2021-05-05,33.7598
2021-05-06,33.824
2021-05-07,33.7919
2021-05-08,33.7919
2021-05-09,33.7919
2021-05-10,33.786
2021-05-11,33.8038
2021-05-12,33.754
2021-05-13,33.7611
2021-05-14,33.7825
2021-05-15,33.7825
2021-05-16,33.7825
2021-05-17,33.8359
2021-05-18,33.8573
2021-05-19,33.8716
2021-05-20,33.8324
2021-05-21,33.8038
2021-05-22,33.8038
2021-05-23,33.8038
2021-05-24,33.7903
2021-05-25,33.8117
2021-05-26,33.7796
2021-05-27,33.8295
2021-05-28,33.8402
2021-05-29,33.8402
2021-05-30,33.8402
2021-05-31,33.8402
2021-06-01,33.9115
2021-06-02,33.9293
2021-06-03,33.9222
2021-06-04,33.9186
2021-06-05,33.9186
2021-06-06,33.9186
2021-06-07,33.9436
2021-06-08,33.9258
2021-06-09,33.9436
2021-06-10,33.9044
2021-06-11,33.9436
2021-06-12,33.9436
2021-06-13,33.9436
2021-06-14,33.9222
2021-06-15,33.9685
2021-06-16,33.9329
2021-06-17,33.908
2021-06-18,33.8723
2021-06-19,33.8723
2021-06-20,33.8723
2021-06-21,34.0149
2021-06-22,34.0327
2021-06-23,33.9935
2021-06-24,34.0469
2021-06-25,34.0398
2021-06-26,34.0398
2021-06-27,34.0398
2021-06-28,34.1004
2021-06-29,34.0612
2021-06-30,26.0685
2021-07-01,26.1112
2021-07-02,26.1262
2021-07-03,26.1262
2021-07-04,26.1262
2021-07-05,26.1262
2021-07-06,26.1262
2021-07-07,26.1237
2021-07-08,26.1338
2021-07-09,26.1815
2021-07-10,26.1815
2021-07-11,26.1815
2021-07-12,26.1614
2021-07-13,26.1413
2021-07-14,26.1514
2021-07-15,26.1589
2021-07-16,26.169
2021-07-17,26.169
2021-07-18,26.169
2021-07-19,26.1815
2021-07-20,26.1765
2021-07-21,26.1765
2021-07-22,26.1941
2021-07-23,26.2016
2021-07-24,26.2016
2021-07-25,26.2016
2021-07-26,26.179
2021-07-27,26.1765
2021-07-28,26.1765
2021-07-29,26.179
2021-07-30,26.1891
2021-07-31,26.1891
2021-08-01,26.1891
2021-08-02,26.1806
2021-08-03,26.1831
2021-08-04,26.1304
2021-08-05,26.1429
2021-08-06,26.1304
2021-08-07,26.1304
2021-08-08,26.1304
2021-08-09,26.1253
2021-08-10,26.1605
2021-08-11,26.1607
2021-08-12,26.1632
2021-08-13,26.1758
2021-08-14,26.1758
2021-08-15,26.1758
2021-08-16,26.1431
2021-08-17,26.1708
2021-08-18,26.1431
2021-08-19,26.1431
2021-08-20,26.1481
2021-08-21,26.1481
2021-08-22,26.1481
2021-08-23,26.1507
2021-08-24,26.1507
2021-08-25,26.1733
2021-08-26,26.1833
2021-08-27,26.1808
2021-08-28,26.1808
2021-08-29,26.1808
2021-08-30,26.2034
2021-08-31,26.2034
2021-09-01,26.2034
2021-09-02,26.2085
2021-09-03,26.2085
2021-09-04,26.2085
2021-09-05,26.2085
2021-09-06,26.2085
2021-09-07,26.2034
2021-09-08,26.2009
2021-09-09,26.2738
2021-09-10,26.2738
2021-09-11,26.2738
2021-09-12,26.2738
2021-09-13,26.2738
2021-09-14,26.2738
2021-09-15,26.2813
2021-09-16,26.2813
2021-09-17,26.2889
2021-09-18,26.2889
2021-09-19,26.2889
2021-09-20,26.2864
2021-09-21,26.2914
2021-09-22,26.2914
2021-09-23,26.2914
2021-09-24,26.2914
2021-09-25,26.2914
2021-09-26,26.2914
2021-09-27,26.2914
2021-09-28,26.2914
2021-09-29,26.2914
2021-09-30,26.2914
2021-10-01,26.2914
2021-10-02,26.2914
2021-10-03,26.2914
2021-10-04,26.2914
2021-10-05,26.2914
2021-10-06,26.2914
2021-10-07,26.2914
2021-10-08,26.2914
2021-10-09,26.2914
2021-10-10,26.2914
2021-10-11,26.2914
2021-10-12,26.2914
2021-10-13,26.2914
2021-10-14,26.2914
2021-10-15,26.2914
2021-10-16,26.2914
2021-10-17,26.2914
2021-10-18,26.2914
2021-10-19,26.2914
2021-10-20,26.2914
2021-10-21,26.2914
2021-10-22,26.2914
2021-10-23,26.2914
2021-10-24,26.2914
2021-10-25,26.2914
2021-10-26,26.2914
2021-10-27,26.2914
2021-10-28,26.2914
2021-10-29,26.2914
2021-10-30,26.2914
2021-10-31,26.2914
2021-11-01,26.2914
2021-11-02,26.2914
2021-11-03,26.2914
2021-11-04,26.2914
2021-11-05,26.2914
2021-11-06,26.2914
2021-11-07,26.2914
2021-11-08,26.2914
2021-11-09,26.2914
2021-11-10,26.2914
2021-11-11,26.2914
2021-11-12,26.2914
2021-11-13,26.2914
2021-11-14,26.2914
2021-11-15,26.2914
2021-11-16,26.2914
2021-11-17,26.2914
2021-11-18,26.2914
2021-11-19,26.2914
2021-11-20,26.2914
2021-11-21,26.2914
2021-11-22,26.2914
2021-11-23,26.2914
2021-11-24,26.2914
2021-11-25,26.2914
2021-11-26,26.2914
2021-11-27,26.2914
2021-11-28,26.2914
2021-11-29,26.2914
2021-11-30,26.2914
2021-12-01,26.2914
2021-12-02,26.2914
2021-12-03,26.2914
2021-12-04,26.2914
2021-12-05,26.2914
2021-12-06,26.2914
2021-12-07,26.2914
2021-12-08,26.2914
2021-12-09,26.2914
2021-12-10,26.2914
2021-12-11,26.2914
2021-12-12,26.2914
2021-12-13,26.2914
2021-12-14,26.2914
2021-12-15,26.2914
2021-12-16,26.2914
2021-12-17,26.2914
2021-12-18,26.2914
2021-12-19,26.2914
2021-12-20,26.2914
2021-12-21,26.2914
2021-12-22,26.2914
2021-12-23,26.2914
2021-12-24,26.2914
2021-12-25,26.2914
2021-12-26,26.2914
2021-12-27,26.2914
2021-12-28,26.2914
2021-12-29,26.2914
2021-12-30,26.2914
2021-12-31,26.2914
2022-01-01,26.2914
2022-01-02,26.2914
2022-01-03,26.2914
2022-01-04,26.2914
2022-01-05,26.2914
2022-01-06,26.2914
2022-01-07,26.2914
2022-01-08,26.2914
2022-01-09,26.2914
2022-01-10,26.2914
2022-01-11,26.2914
2022-01-12,26.2914
2022-01-13,26.2914
2022-01-14,26.2914
2022-01-15,26.2914
2022-01-16,26.2914
2022-01-17,26.2914
2022-01-18,26.2914
2022-01-19,26.2914
2022-01-20,26.2914
2022-01-21,26.2914
2022-01-22,26.2914
2022-01-23,26.2914
2022-01-24,26.2914
2022-01-25,26.2914
2022-01-26,26.2914
2022-01-27,26.2914
2022-01-28,26.2914
2022-01-29,26.2914
2022-01-30,26.2914
2022-01-31,26.2914
2022-02-01,26.2914
2022-02-02,26.2914
2022-02-03,26.2914
2022-02-04,26.2914
2022-02-05,26.2914
2022-02-06,26.2914
2022-02-07,26.2914
2022-02-08,26.2914
2022-02-09,26.2914
2022-02-10,26.2914
2022-02-11,26.2914
2022-02-12,26.2914
2022-02-13,26.2914
2022-02-14,26.2914
2022-02-15,26.2914
2022-02-16,26.2914
2022-02-17,26.2914
2022-02-18,26.2914
2022-02-19,26.2914
2022-02-20,26.2914
2022-02-21,26.2914
2022-02-22,26.2914
2022-02-23,26.2914
2022-02-24,26.2914
2022-02-25,26.2914
2022-02-26,26.2914
2022-02-27,26.2914
2022-02-28,26.2914
2022-03-01,26.2914
2022-03-02,26.2914
2022-03-03,26.2914
2022-03-04,26.2914
2022-03-05,26.2914
2022-03-06,26.2914
2022-03-07,26.2914
2022-03-08,26.2914
2022-03-09,26.2914
2022-03-10,26.2914
2022-03-11,26.2914
2022-03-12,26.2914
2022-03-13,26.2914
2022-03-14,26.2914
2022-03-15,26.2914
2022-03-16,26.2914
2022-03-17,26.2914
2022-03-18,26.2914
2022-03-19,26.2914
2022-03-20,26.2914
2022-03-21,26.2914
2022-03-22,26.2914
2022-03-23,26.2914
2022-03-24,26.2914
2022-03-25,26.2914
2022-03-26,26.2914
2022-03-27,26.2914
2022-03-28,26.2914
2022-03-29,26.2914
2022-03-30,26.2914
2022-03-31,26.2914
2022-04-01,26.2914
2022-04-02,26.2914
2022-04-03,26.2914
2022-04-04,26.2914
2022-04-05,26.2914
2022-04-06,26.2914
2022-04-07,26.2914
2022-04-08,26.2914
2022-04-09,26.2914
2022-04-10,26.2914
2022-04-11,26.2914
2022-04-12,26.2914
2022-04-13,26.2914
2022-04-14,26.2914
2022-04-15,26.2914
2022-04-16,26.2914
2022-04-17,26.2914
2022-04-18,26.2914
2022-04-19,26.2914
2022-04-20,26.2914
2022-04-21,26.2914
2022-04-22,26.2914
2022-04-23,26.2914
2022-04-24,26.2914
2022-04-25,26.2914
2022-04-26,26.2914
2022-04-27,26.2914
2022-04-28,26.2914
2022-04-29,26.2914
2022-04-30,26.2914
2022-05-01,26.2914
2022-05-02,26.2914
2022-05-03,26.2914
2022-05-04,26.2914
2022-05-05,26.2914
2022-05-06,26.2914
2022-05-07,26.2914
2022-05-08,26.2914
2022-05-09,26.2914
2022-05-10,26.2914
2022-05-11,26.2914
2022-05-12,26.2914
2022-05-13,26.2914
2022-05-14,26.2914
2022-05-15,26.2914
2022-05-16,26.2914
2022-05-17,26.2914
2022-05-18,26.2914
2022-05-19,26.2914
2022-05-20,26.2914
2022-05-21,26.2914
2022-05-22,26.2914
2022-05-23,26.2914
2022-05-24,26.2914
2022-05-25,26.2914
2022-05-26,26.2914
2022-05-27,26.2914
2022-05-28,26.2914
2022-05-29,26.2914
2022-05-30,26.2914
2022-05-31,26.2914
2022-06-01,26.2914
2022-06-02,26.2914
2022-06-03,26.2914
2022-06-04,26.2914
2022-06-05,26.2914
2022-06-06,26.2914
2022-06-07,26.2914
2022-06-08,26.2914
2022-06-09,26.2914
2022-06-10,26.2914
2022-06-11,26.2914
2022-06-12,26.2914
2022-06-13,26.2914
2022-06-14,26.2914
2022-06-15,26.2914
2022-06-16,26.2914
2022-06-17,26.2914
2022-06-18,26.2914
2022-06-19,26.2914
2022-06-20,26.2914
2022-06-21,26.2914
2022-06-22,26.2914
2022-06-23,26.2914
2022-06-24,26.2914
2022-06-25,26.2914
2022-06-26,26.2914
2022-06-27,26.2914
2022-06-28,26.2914
2022-06-29,26.2914
2022-06-30,26.2914
2022-07-01,26.2914
2022-07-02,26.2914
2022-07-03,26.2914
2022-07-04,26.2914
2022-07-05,26.2914
2022-07-06,26.2914
2022-07-07,26.2914
2022-07-08,26.2914
2022-07-09,26.2914
2022-07-10,26.2914
2022-07-11,26.2914
2022-07-12,26.2914
2022-07-13,26.2914
2022-07-14,26.2914
2022-07-15,26.2914
2022-07-16,26.2914
2022-07-17,26.2914
2022-07-18,26.2914
2022-07-19,26.2914
2022-07-20,26.2914
2022-07-21,26.2914
2022-07-22,26.2914
2022-07-23,26.2914
2022-07-24,26.2914
2022-07-25,26.2914
2022-07-26,26.2914
2022-07-27,26.2914
2022-07-28,26.2914
2022-07-29,26.2914
2022-07-30,26.2914
2022-07-31,26.2914
2022-08-01,26.2914
2022-08-02,26.2914
2022-08-03,26.2914
2022-08-04,26.2914
2022-08-05,26.2914
2022-08-06,26.2914
2022-08-07,26.2914
2022-08-08,26.2914
2022-08-09,26.2914
2022-08-10,26.2914
2022-08-11,26.2914
2022-08-12,26.2914
2022-08-13,26.2914
2022-08-14,26.2914
2022-08-15,26.2914
2022-08-16,26.2914
2022-08-17,26.2914
2022-08-18,26.2914
2022-08-19,26.2914
2022-08-20,26.2914
2022-08-21,26.2914
2022-08-22,26.2914
2022-08-23,26.2914
2022-08-24,26.2914
2022-08-25,26.2914
2022-08-26,26.2914
2022-08-27,26.2914
2022-08-28,26.2914
2022-08-29,26.2914
2022-08-30,26.2914
2022-08-31,26.2914
2022-09-01,26.2914
2022-09-02,26.2914
2022-09-03,26.2914
2022-09-04,26.2914
2022-09-05,26.2914
2022-09-06,26.2914
2022-09-07,26.2914
2022-09-08,26.2914
2022-09-09,26.2914
2022-09-10,26.2914
2022-09-11,26.2914
2022-09-12,26.2914
2022-09-13,26.2914
2022-09-14,26.2914
2022-09-15,26.2914
2022-09-16,26.2914
2022-09-17,26.2914
2022-09-18,26.2914
2022-09-19,26.2914
2022-09-20,26.2914
2022-09-21,26.2914
2022-09-22,26.2914
2022-09-23,26.2914
2022-09-24,26.2914
2022-09-25,26.2914
2022-09-26,26.2914
2022-09-27,26.2914
2022-09-28,26.2914
2022-09-29,26.2914
2022-09-30,26.2914
2022-10-01,26.2914
2022-10-02,26.2914
2022-10-03,26.2914
2022-10-04,26.2914
2022-10-05,26.2914
2022-10-06,26.2914
2022-10-07,26.2914
2022-10-08,26.2914
2022-10-09,26.2914
2022-10-10,26.2914
2022-10-11,26.2914
2022-10-12,26.2914
2022-10-13,26.2914
2022-10-14,26.2914
2022-10-15,26.2914
2022-10-16,26.2914
2022-10-17,26.2914
2022-10-18,26.2914
2022-10-19,26.2914
2022-10-20,26.2914
2022-10-21,26.2914
2022-10-22,26.2914
2022-10-23,26.2914
2022-10-24,26.2914
2022-10-25,26.2914
2022-10-26,26.2914
2022-10-27,26.2914
2022-10-28,26.2914
2022-10-29,26.2914
2022-10-30,26.2914
2022-10-31,26.2914
2022-11-01,26.2914
2022-11-02,26.2914
2022-11-03,26.2914
2022-11-04,26.2914
2022-11-05,26.2914
2022-11-06,26.2914
2022-11-07,26.2914
2022-11-08,26.2914
2022-11-09,26.2914
2022-11-10,26.2914
2022-11-11,26.2914
2022-11-12,26.2914
2022-11-13,26.2914
2022-11-14,26.2914
2022-11-15,26.2914
2022-11-16,26.2914
2022-11-17,26.2914
2022-11-18,26.2914
2022-11-19,26.2914
2022-11-20,26.2914
2022-11-21,26.2914
2022-11-22,26.2914
2022-11-23,26.2914
2022-11-24,26.2914
2022-11-25,26.2914
2022-11-26,26.2914
2022-11-27,26.2914
2022-11-28,26.2914
2022-11-29,26.2914
2022-11-30,26.2914
2022-12-01,26.2914
2022-12-02,26.2914
2022-12-03,26.2914
2022-12-04,26.2914
2022-12-05,26.2914
2022-12-06,26.2914
2022-12-07,26.2914
2022-12-08,26.2914
2022-12-09,26.2914
2022-12-10,26.2914
2022-12-11,26.2914
2022-12-12,26.2914
2022-12-13,26.2914
2022-12-14,26.2914
2022-12-15,26.2914
2022-12-16,26.2914
2022-12-17,26.2914
2022-12-18,26.2914
2022-12-19,26.2914
2022-12-20,26.2914
2022-12-21,26.2914
2022-12-22,26.2914
2022-12-23,26.2914
2022-12-24,26.2914
2022-12-25,26.2914
2022-12-26,26.2914
2022-12-27,26.2914
2022-12-28,26.2914
2022-12-29,26.2914
2022-12-30,26.2914
2022-12-31,26.2914
2023-01-01,26.2914
2023-01-02,26.2914
2023-01-03,26.2914
2023-01-04,26.2914
2023-01-05,26.2914
2023-01-06,26.2914
2023-01-07,26.2914
2023-01-08,26.2914
2023-01-09,26.2914
2023-01-10,26.2914
2023-01-11,26.2914
2023-01-12,26.2914
2023-01-13,26.2914
2023-01-14,26.2914
2023-01-15,26.2914
2023-01-16,26.2914
2023-01-17,26.2914
2023-01-18,26.2914
2023-01-19,26.2914
2023-01-20,26.2914
2023-01-21,26.2914
2023-01-22,26.2914
2023-01-23,26.2914
2023-01-24,26.2914
2023-01-25,26.2914
2023-01-26,26.2914
2023-01-27,26.2914
2023-01-28,26.2914
2023-01-29,26.2914
2023-01-30,26.2914
2023-01-31,26.2914
2023-02-01,26.2914
2023-02-02,26.2914
2023-02-03,26.2914
2023-02-04,26.2914
2023-02-05,26.2914
2023-02-06,26.2914
2023-02-07,26.2914
2023-02-08,26.2914
2023-02-09,26.2914
2023-02-10,26.2914
2023-02-11,26.2914
2023-02-12,26.2914
2023-02-13,26.2914
2023-02-14,26.2914
2023-02-15,26.2914
2023-02-16,26.2914
2023-02-17,26.2914
2023-02-18,26.2914
2023-02-19,26.2914
2023-02-20,26.2914
2023-02-21,26.2914
2023-02-22,26.2914
2023-02-23,26.2914
2023-02-24,26.2914
2023-02-25,26.2914
2023-02-26,26.2914
2023-02-27,26.2914
2023-02-28,26.2914
2023-03-01,26.2914
2023-03-02,26.2914
2023-03-03,26.2914
2023-03-04,26.2914
2023-03-05,26.2914
2023-03-06,26.2914
2023-03-07,26.2914
2023-03-08,26.2914
2023-03-09,26.2914
2023-03-10,26.2914
2023-03-11,26.2914
2023-03-12,26.2914
2023-03-13,26.2914
2023-03-14,26.2914
