,PRKS US Equity
2023-03-15,11.3593
2023-03-16,11.5608
2023-03-17,11.4588
2023-03-18,11.4588
2023-03-19,11.4588
2023-03-20,11.5217
2023-03-21,11.7144
2023-03-22,11.4814
2023-03-23,11.2107
2023-03-24,11.2875
2023-03-25,11.2875
2023-03-26,11.2875
2023-03-27,11.3341
2023-03-28,11.3782
2023-03-29,11.5331
2023-03-30,11.6842
2023-03-31,11.9612
2023-04-01,11.9612
2023-04-02,11.9612
2023-04-03,11.9763
2023-04-04,11.8646
2023-04-05,11.6098
2023-04-06,11.5784
2023-04-07,11.5784
2023-04-08,11.5784
2023-04-09,11.5784
2023-04-10,11.5608
2023-04-11,11.6851
2023-04-12,11.3726
2023-04-13,11.5809
2023-04-14,11.4316
2023-04-15,11.4316
2023-04-16,11.4316
2023-04-17,11.3073
2023-04-18,11.2609
2023-04-19,11.0124
2023-04-20,10.9283
2023-04-21,10.9145
2023-04-22,10.9145
2023-04-23,10.9145
2023-04-24,10.9509
2023-04-25,10.7388
2023-04-26,10.6371
2023-04-27,10.8981
2023-04-28,11.0011
2023-04-29,11.0011
2023-04-30,11.0011
2023-05-01,11.177
2023-05-02,11.0215
2023-05-03,10.9876
2023-05-04,10.901
2023-05-05,11.1858
2023-05-06,11.1858
2023-05-07,11.1858
2023-05-08,11.3451
2023-05-09,11.7503
2023-05-10,11.665
2023-05-11,11.4066
2023-05-12,11.4518
2023-05-13,11.4518
2023-05-14,11.4518
2023-05-15,11.4982
2023-05-16,11.1657
2023-05-17,11.3363
2023-05-18,11.4668
2023-05-19,11.2774
2023-05-20,11.2774
2023-05-21,11.2774
2023-05-22,11.3966
2023-05-23,11.1507
2023-05-24,11.2197
2023-05-25,11.088
2023-05-26,11.2147
2023-05-27,11.2147
2023-05-28,11.2147
2023-05-29,11.2147
2023-05-30,11.2912
2023-05-31,11.2611
2023-06-01,11.3313
2023-06-02,11.6035
2023-06-03,11.6035
2023-06-04,11.6035
2023-06-05,11.4392
2023-06-06,11.5571
2023-06-07,11.6412
2023-06-08,11.5383
2023-06-09,11.4605
2023-06-10,11.4605
2023-06-11,11.4605
2023-06-12,11.7215
2023-06-13,11.9172
2023-06-14,11.8419
2023-06-15,11.7541
2023-06-16,11.6199
2023-06-17,11.6199
2023-06-18,11.6199
2023-06-19,11.6199
2023-06-20,11.4555
2023-06-21,11.453
2023-06-22,11.2335
2023-06-23,11.2285
2023-06-24,11.2285
2023-06-25,11.2285
2023-06-26,11.1043
2023-06-27,11.2034
2023-06-28,11.0855
2023-06-29,11.2799
2023-06-30,11.6228
2023-07-01,11.6228
2023-07-02,11.6228
2023-07-03,11.8538
2023-07-04,11.8538
2023-07-05,11.6503
2023-07-06,11.6425
2023-07-07,11.5873
2023-07-08,11.5873
2023-07-09,11.5873
2023-07-10,11.6792
2023-07-11,11.4626
2023-07-12,11.4902
2023-07-13,11.5755
2023-07-14,11.2618
2023-07-15,11.2618
2023-07-16,11.2618
2023-07-17,11.0518
2023-07-18,11.1857
2023-07-19,11.1962
2023-07-20,11.1187
2023-07-21,11.1765
2023-07-22,11.1765
2023-07-23,11.1765
2023-07-24,11.334
2023-07-25,11.2578
2023-07-26,11.3274
2023-07-27,11.271
2023-07-28,11.162
2023-07-29,11.162
2023-07-30,11.162
2023-07-31,11.5388
2023-08-01,11.4862
2023-08-02,11.3734
2023-08-03,11.5033
2023-08-04,11.4036
2023-08-05,11.4036
2023-08-06,11.4036
2023-08-07,11.4022
2023-08-08,11.1948
2023-08-09,10.9937
2023-08-10,10.995
2023-08-11,11.0305
2023-08-12,11.0305
2023-08-13,11.0305
2023-08-14,10.9976
2023-08-15,10.7887
2023-08-16,10.6835
2023-08-17,10.6244
2023-08-18,10.627
2023-08-19,10.627
2023-08-20,10.627
2023-08-21,10.7742
2023-08-22,10.6322
2023-08-23,10.8255
2023-08-24,10.6441
2023-08-25,10.8255
2023-08-26,10.8255
2023-08-27,10.8255
2023-08-28,10.7519
2023-08-29,10.7387
2023-08-30,10.7256
2023-08-31,10.6717
2023-09-01,10.7676
2023-09-02,10.7676
2023-09-03,10.7676
2023-09-04,10.7676
2023-09-05,10.627
2023-09-06,10.6638
2023-09-07,10.6178
2023-09-08,10.6664
2023-09-09,10.6664
2023-09-10,10.6664
2023-09-11,10.5705
2023-09-12,10.556
2023-09-13,10.5139
2023-09-14,10.8241
2023-09-15,10.6822
2023-09-16,10.6822
2023-09-17,10.6822
2023-09-18,10.5889
2023-09-19,10.5429
2023-09-20,10.5534
2023-09-21,10.4495
2023-09-22,10.4495
2023-09-23,10.4495
2023-09-24,10.4495
2023-09-25,10.2997
2023-09-26,10.0881
2023-09-27,10.1117
2023-09-28,10.2918
2023-09-29,10.5146
2023-09-30,10.5146
2023-10-01,10.5146
2023-10-02,10.4617
2023-10-03,10.2857
2023-10-04,10.3074
2023-10-05,10.2315
2023-10-06,10.2667
2023-10-07,10.2667
2023-10-08,10.2667
2023-10-09,10.3466
2023-10-10,10.4983
2023-10-11,10.4536
2023-10-12,10.222
2023-10-13,10.0053
2023-10-14,10.0053
2023-10-15,10.0053
2023-10-16,10.2004
2023-10-17,10.3615
2023-10-18,10.3087
2023-10-19,10.1489
2023-10-20,10.0053
2023-10-21,10.0053
2023-10-22,10.0053
2023-10-23,9.832
2023-10-24,10.0324
2023-10-25,9.9932
2023-10-26,9.9593
2023-10-27,9.8225
2023-10-28,9.8225
2023-10-29,9.8225
2023-10-30,10.0013
2023-10-31,10.0852
2023-11-01,9.9742
2023-11-02,10.3033
2023-11-03,10.6527
2023-11-04,10.6527
2023-11-05,10.6527
2023-11-06,10.6432
2023-11-07,10.6419
2023-11-08,10.5389
2023-11-09,10.4401
2023-11-10,10.5918
2023-11-11,10.5918
2023-11-12,10.5918
2023-11-13,10.608
2023-11-14,10.9695
2023-11-15,10.9302
2023-11-16,10.761
2023-11-17,10.8571
2023-11-18,10.8571
2023-11-19,10.8571
2023-11-20,11.0331
2023-11-21,10.849
2023-11-22,10.941
2023-11-23,10.941
2023-11-24,11.0087
2023-11-25,11.0087
2023-11-26,11.0087
2023-11-27,10.9288
2023-11-28,10.9194
2023-11-29,10.8788
2023-11-30,10.8706
2023-12-01,11.1224
2023-12-02,11.1224
2023-12-03,11.1224
2023-12-04,11.0926
2023-12-05,10.8639
2023-12-06,10.9749
2023-12-07,11.0588
2023-12-08,11.2686
2023-12-09,11.2686
2023-12-10,11.2686
2023-12-11,11.2632
2023-12-12,11.2497
2023-12-13,11.4934
2023-12-14,11.5637
2023-12-15,11.3417
2023-12-16,11.3417
2023-12-17,11.3417
2023-12-18,11.1576
2023-12-19,11.2172
2023-12-20,11.0588
2023-12-21,11.1197
2023-12-22,11.1224
2023-12-23,11.1224
2023-12-24,11.1224
2023-12-25,11.1224
2023-12-26,11.3918
2023-12-27,11.446
2023-12-28,11.4663
2023-12-29,11.6519
2023-12-30,11.6519
2023-12-31,11.6519
2024-01-01,11.6519
2024-01-02,11.6644
2024-01-03,11.3696
2024-01-04,11.3918
2024-01-05,11.5184
2024-01-06,11.5184
2024-01-07,11.5184
2024-01-08,11.6742
2024-01-09,11.4141
2024-01-10,11.4683
2024-01-11,11.4433
2024-01-12,11.3348
2024-01-13,11.3348
2024-01-14,11.3348
2024-01-15,11.3348
2024-01-16,11.3793
2024-01-17,11.2096
2024-01-18,11.2653
2024-01-19,11.428
2024-01-20,11.428
2024-01-21,11.428
2024-01-22,11.2291
2024-01-23,11.3543
2024-01-24,11.275
2024-01-25,11.3571
2024-01-26,11.3835
2024-01-27,11.3835
2024-01-28,11.3835
2024-01-29,11.2375
2024-01-30,11.3084
2024-01-31,11.1749
2024-02-01,11.1248
2024-02-02,11.0163
2024-02-03,11.0163
2024-02-04,11.0163
2024-02-05,10.8772
2024-02-06,11.0775
2024-02-07,10.9704
2024-02-08,11.0302
2024-02-09,11.1304
2024-02-10,11.1304
2024-02-11,11.1304
2024-02-12,11.3
2024-02-13,11.0483
2024-02-14,10.9496
2024-02-15,10.9259
2024-02-16,10.8536
2024-02-17,10.8536
2024-02-18,10.8536
2024-02-19,10.8536
2024-02-20,10.734
2024-02-21,10.7201
2024-02-22,10.8425
2024-02-23,10.8425
2024-02-24,10.8425
2024-02-25,10.8425
2024-02-26,10.9176
2024-02-27,11.0928
2024-02-28,11.6714
2024-02-29,11.449
2024-03-01,11.7412
2024-03-02,11.7412
2024-03-03,11.7412
2024-03-04,11.7579
2024-03-05,11.673
2024-03-06,11.7565
2024-03-07,11.6507
2024-03-08,11.6146
2024-03-09,11.6146
2024-03-10,11.6146
2024-03-11,11.5436
2024-03-12,11.4712
2024-03-13,11.4142
2024-03-14,11.3488
2024-03-15,11.4791
2024-03-16,11.4791
2024-03-17,11.4791
2024-03-18,11.6999
2024-03-19,11.7195
2024-03-20,11.8956
2024-03-21,11.9515
2024-03-22,11.8397
2024-03-23,11.8397
2024-03-24,11.8397
2024-03-25,11.8607
2024-03-26,11.6231
2024-03-27,11.7558
2024-03-28,12.1597
2024-03-29,12.1597
2024-03-30,12.1597
2024-03-31,12.1597
2024-04-01,12.2604
2024-04-02,12.0759
2024-04-03,12.1807
2024-04-04,11.9571
2024-04-05,12.2282
2024-04-06,12.2282
2024-04-07,12.2282
2024-04-08,12.4113
