,EHC US Equity
2023-03-21,14.0139
2023-03-22,13.8779
2023-03-23,13.7797
2023-03-24,13.8763
2023-03-25,13.8763
2023-03-26,13.8763
2023-03-27,13.9459
2023-03-28,13.9174
2023-03-29,13.9142
2023-03-30,13.9965
2023-03-31,13.508
2023-04-01,13.508
2023-04-02,13.508
2023-04-03,13.508
2023-04-04,14.4153
2023-04-05,14.5673
2023-04-06,14.5187
2023-04-07,14.5187
2023-04-08,14.5187
2023-04-09,14.5187
2023-04-10,14.657
2023-04-11,14.736
2023-04-12,14.6615
2023-04-13,14.6919
2023-04-14,14.6873
2023-04-15,14.6873
2023-04-16,14.6873
2023-04-17,14.6159
2023-04-18,14.663
2023-04-19,14.7436
2023-04-20,14.6038
2023-04-21,14.9639
2023-04-22,14.9639
2023-04-23,14.9639
2023-04-24,14.9487
2023-04-25,14.9123
2023-04-26,14.9639
2023-04-27,14.9275
2023-04-28,15.0354
2023-04-29,15.0354
2023-04-30,15.0354
2023-05-01,15.0551
2023-05-02,14.9062
2023-05-03,14.8941
2023-05-04,14.8957
2023-05-05,14.8269
2023-05-06,14.8269
2023-05-07,14.8269
2023-05-08,14.7918
2023-05-09,14.6783
2023-05-10,14.6737
2023-05-11,14.7394
2023-05-12,14.6508
2023-05-13,14.6508
2023-05-14,14.6508
2023-05-15,14.5973
2023-05-16,14.4995
2023-05-17,14.5851
2023-05-18,14.6859
2023-05-19,14.7271
2023-05-20,14.7271
2023-05-21,14.7271
2023-05-22,14.7577
2023-05-23,14.5805
2023-05-24,14.472
2023-05-25,14.4201
2023-05-26,14.4384
2023-05-27,14.4384
2023-05-28,14.4384
2023-05-29,14.4384
2023-05-30,14.6248
2023-05-31,14.7607
2023-06-01,14.8035
2023-06-02,14.8707
2023-06-03,14.8707
2023-06-04,14.8707
2023-06-05,14.8891
2023-06-06,14.9242
2023-06-07,14.8906
2023-06-08,15.025
2023-06-09,14.9318
2023-06-10,14.9318
2023-06-11,14.9318
2023-06-12,14.9838
2023-06-13,15.0189
2023-06-14,15.1304
2023-06-15,15.1931
2023-06-16,15.2282
2023-06-17,15.2282
2023-06-18,15.2282
2023-06-19,15.2282
2023-06-20,15.1411
2023-06-21,15.2847
2023-06-22,15.3245
2023-06-23,15.2252
2023-06-24,15.2252
2023-06-25,15.2252
2023-06-26,15.2618
2023-06-27,15.4268
2023-06-28,15.4986
2023-06-29,15.5246
2023-06-30,14.7563
2023-07-01,14.7563
2023-07-02,14.7563
2023-07-03,14.675
2023-07-04,14.675
2023-07-05,14.6271
2023-07-06,14.4602
2023-07-07,14.4689
2023-07-08,14.4689
2023-07-09,14.4689
2023-07-10,14.5879
2023-07-11,14.6373
2023-07-12,14.6576
2023-07-13,14.6779
2023-07-14,14.691
2023-07-15,14.691
2023-07-16,14.691
2023-07-17,14.7316
2023-07-18,14.7157
2023-07-19,14.8492
2023-07-20,14.8782
2023-07-21,14.5908
2023-07-22,14.5908
2023-07-23,14.5908
2023-07-24,14.617
2023-07-25,14.749
2023-07-26,14.5168
2023-07-27,14.3934
2023-07-28,14.5182
2023-07-29,14.5182
2023-07-30,14.5182
2023-07-31,14.5124
2023-08-01,14.5023
2023-08-02,14.99
2023-08-03,15.1729
2023-08-04,15.1234
2023-08-05,15.1234
2023-08-06,15.1234
2023-08-07,15.3295
2023-08-08,15.283
2023-08-09,15.1756
2023-08-10,15.1684
2023-08-11,15.2439
2023-08-12,15.2439
2023-08-13,15.2439
2023-08-14,15.3498
2023-08-15,15.2322
2023-08-16,15.1829
2023-08-17,14.9681
2023-08-18,15.0145
2023-08-19,15.0145
2023-08-20,15.0145
2023-08-21,15.0813
2023-08-22,15.0131
2023-08-23,15.1045
2023-08-24,14.9246
2023-08-25,14.9666
2023-08-26,14.9666
2023-08-27,14.9666
2023-08-28,15.0857
2023-08-29,15.2279
2023-08-30,15.2801
2023-08-31,15.238
2023-09-01,15.2308
2023-09-02,15.2308
2023-09-03,15.2308
2023-09-04,15.2308
2023-09-05,15.1437
2023-09-06,15.135
2023-09-07,15.0726
2023-09-08,15.0465
2023-09-09,15.0465
2023-09-10,15.0465
2023-09-11,14.971
2023-09-12,14.8433
2023-09-13,14.881
2023-09-14,14.9028
2023-09-15,14.7925
2023-09-16,14.7925
2023-09-17,14.7925
2023-09-18,14.955
2023-09-19,14.9275
2023-09-20,15.0755
2023-09-21,15.119
2023-09-22,15.1408
2023-09-23,15.1408
2023-09-24,15.1408
2023-09-25,15.0958
2023-09-26,14.7635
2023-09-27,14.6677
2023-09-28,14.7344
2023-09-29,14.1159
2023-09-30,14.1159
2023-10-01,14.1159
2023-10-02,14.045
2023-10-03,13.9422
2023-10-04,14.0033
2023-10-05,13.9589
2023-10-06,13.8214
2023-10-07,13.8214
2023-10-08,13.8214
2023-10-09,13.8867
2023-10-10,13.9353
2023-10-11,13.7117
2023-10-12,13.4811
2023-10-13,13.6033
2023-10-14,13.6033
2023-10-15,13.6033
2023-10-16,13.645
2023-10-17,13.7797
2023-10-18,13.7144
2023-10-19,13.588
2023-10-20,13.5436
2023-10-21,13.5436
2023-10-22,13.5436
2023-10-23,13.4477
2023-10-24,13.4686
2023-10-25,13.4033
2023-10-26,13.2922
2023-10-27,13.2394
2023-10-28,13.2394
2023-10-29,13.2394
2023-10-30,13.2088
2023-10-31,13.4769
2023-11-01,13.4778
2023-11-02,13.575
2023-11-03,13.6875
2023-11-04,13.6875
2023-11-05,13.6875
2023-11-06,13.7389
2023-11-07,13.732
2023-11-08,13.6848
2023-11-09,13.6195
2023-11-10,13.5181
2023-11-11,13.5181
2023-11-12,13.5181
2023-11-13,13.5945
2023-11-14,13.7709
2023-11-15,13.6639
2023-11-16,13.6542
2023-11-17,13.7237
2023-11-18,13.7237
2023-11-19,13.7237
2023-11-20,13.8084
2023-11-21,13.8806
2023-11-22,13.964
2023-11-23,13.964
2023-11-24,13.982
2023-11-25,13.982
2023-11-26,13.982
2023-11-27,13.8348
2023-11-28,13.7598
2023-11-29,13.7237
2023-11-30,13.8403
2023-12-01,14.0098
2023-12-02,14.0098
2023-12-03,14.0098
2023-12-04,14.0709
2023-12-05,13.882
2023-12-06,13.8306
2023-12-07,13.8153
2023-12-08,13.7889
2023-12-09,13.7889
2023-12-10,13.7889
2023-12-11,13.9042
2023-12-12,13.9543
2023-12-13,14.0904
2023-12-14,14.1668
2023-12-15,13.8876
2023-12-16,13.8876
2023-12-17,13.8876
2023-12-18,13.9515
2023-12-19,14.0557
2023-12-20,13.9292
2023-12-21,14.0279
2023-12-22,14.1196
2023-12-23,14.1196
2023-12-24,14.1196
2023-12-25,14.1196
2023-12-26,14.1585
2023-12-27,14.171
2023-12-28,14.1279
2023-12-29,13.9402
2023-12-30,13.9402
2023-12-31,13.9402
2024-01-01,13.9402
2024-01-02,14.0005
2024-01-03,13.9923
2024-01-04,13.9622
2024-01-05,14.121
2024-01-06,14.121
2024-01-07,14.121
2024-01-08,14.1183
2024-01-09,14.1512
2024-01-10,14.1786
2024-01-11,14.2375
2024-01-12,14.2443
2024-01-13,14.2443
2024-01-14,14.2443
2024-01-15,14.2443
2024-01-16,14.5881
2024-01-17,14.3608
2024-01-18,14.5073
2024-01-19,14.4525
2024-01-20,14.4525
2024-01-21,14.4525
2024-01-22,14.5224
2024-01-23,14.495
2024-01-24,14.4635
2024-01-25,14.5525
2024-01-26,14.6197
2024-01-27,14.6197
2024-01-28,14.6197
2024-01-29,14.6087
2024-01-30,14.6457
2024-01-31,14.532
2024-02-01,14.8005
2024-02-02,14.7018
2024-02-03,14.7018
2024-02-04,14.7018
2024-02-05,14.6388
2024-02-06,14.6895
2024-02-07,14.7676
2024-02-08,14.8621
2024-02-09,14.7909
2024-02-10,14.7909
2024-02-11,14.7909
2024-02-12,14.8785
2024-02-13,14.8101
2024-02-14,14.8484
2024-02-15,14.9073
2024-02-16,14.8758
2024-02-17,14.8758
2024-02-18,14.8758
2024-02-19,14.8758
2024-02-20,14.9388
2024-02-21,15.01
2024-02-22,14.9594
2024-02-23,15.1087
2024-02-24,15.1087
2024-02-25,15.1087
2024-02-26,15.1278
2024-02-27,15.121
2024-02-28,15.0258
2024-02-29,14.982
2024-03-01,14.9546
2024-03-02,14.9546
2024-03-03,14.9546
2024-03-04,15.0449
2024-03-05,15.0367
2024-03-06,15.283
2024-03-07,15.3884
2024-03-08,15.2625
2024-03-09,15.2625
2024-03-10,15.2625
2024-03-11,15.1695
2024-03-12,15.3309
2024-03-13,15.2174
2024-03-14,15.0791
2024-03-15,15.0299
2024-03-16,15.0299
2024-03-17,15.0299
2024-03-18,15.1996
2024-03-19,15.3734
2024-03-20,15.2926
2024-03-21,15.3788
2024-03-22,15.2707
2024-03-23,15.2707
2024-03-24,15.2707
2024-03-25,15.2201
2024-03-26,15.3022
2024-03-27,15.4349
2024-03-28,16.1013
2024-03-29,16.1013
2024-03-30,16.1013
2024-03-31,16.1013
2024-04-01,16.1903
2024-04-02,16.022
2024-04-03,16.0493
2024-04-04,15.8851
2024-04-05,16.2081
2024-04-06,16.2081
2024-04-07,16.2081
2024-04-08,16.0644
