,CBRL US Equity
2021-02-17,18.3325
2021-02-18,18.7048
2021-02-19,19.0016
2021-02-20,19.0016
2021-02-21,19.0016
2021-02-22,19.4562
2021-02-23,18.8844
2021-02-24,19.4952
2021-02-25,19.0835
2021-02-26,19.1592
2021-02-27,19.1592
2021-02-28,19.1592
2021-03-01,19.5852
2021-03-02,19.3774
2021-03-03,19.5842
2021-03-04,19.5804
2021-03-05,19.969
2021-03-06,19.969
2021-03-07,19.969
2021-03-08,20.3443
2021-03-09,20.149
2021-03-10,20.5808
2021-03-11,20.4841
2021-03-12,20.8
2021-03-13,20.8
2021-03-14,20.8
2021-03-15,20.8297
2021-03-16,20.4151
2021-03-17,20.9464
2021-03-18,20.6229
2021-03-19,20.6104
2021-03-20,20.6104
2021-03-21,20.6104
2021-03-22,20.3127
2021-03-23,19.6129
2021-03-24,19.6464
2021-03-25,20.4142
2021-03-26,20.8019
2021-03-27,20.8019
2021-03-28,20.8019
2021-03-29,20.485
2021-03-30,20.8057
2021-03-31,20.8833
2021-04-01,20.6526
2021-04-02,20.6526
2021-04-03,20.6526
2021-04-04,20.6526
2021-04-05,20.8057
2021-04-06,20.7674
2021-04-07,21.0182
2021-04-08,21.0872
2021-04-09,21.0948
2021-04-10,21.0948
2021-04-11,21.0948
2021-04-12,21.3744
2021-04-13,20.9742
2021-04-14,21.0977
2021-04-15,20.6784
2021-04-16,20.7598
2021-04-17,20.7598
2021-04-18,20.7598
2021-04-19,20.9704
2021-04-20,20.3433
2021-04-21,20.6143
2021-04-22,20.7339
2021-04-23,20.6669
2021-04-24,20.6669
2021-04-25,20.6669
2021-04-26,20.4228
2021-04-27,20.2993
2021-04-28,20.1634
2021-04-29,20.5616
2021-04-30,12.7589
2021-05-01,12.7589
2021-05-02,12.7589
2021-05-03,12.7154
2021-05-04,12.6235
2021-05-05,12.5261
2021-05-06,12.425
2021-05-07,12.5727
2021-05-08,12.5727
2021-05-09,12.5727
2021-05-10,12.2663
2021-05-11,12.0494
2021-05-12,11.5965
2021-05-13,11.7651
2021-05-14,12.1382
2021-05-15,12.1382
2021-05-16,12.1382
2021-05-17,12.2743
2021-05-18,12.3153
2021-05-19,12.3735
2021-05-20,12.4158
2021-05-21,12.3239
2021-05-22,12.3239
2021-05-23,12.3239
2021-05-24,12.3564
2021-05-25,12.1608
2021-05-26,12.3017
2021-05-27,12.3036
2021-05-28,12.162
2021-05-29,12.162
2021-05-30,12.162
2021-05-31,12.162
2021-06-01,12.1786
2021-06-02,12.1283
2021-06-03,11.9892
2021-06-04,12.048
2021-06-05,12.048
2021-06-06,12.048
2021-06-07,12.1338
2021-06-08,12.4114
2021-06-09,12.1492
2021-06-10,11.9837
2021-06-11,12.0156
2021-06-12,12.0156
2021-06-13,12.0156
2021-06-14,11.8955
2021-06-15,11.7202
2021-06-16,11.7888
2021-06-17,11.4659
2021-06-18,11.3213
2021-06-19,11.3213
2021-06-20,11.3213
2021-06-21,11.4659
2021-06-22,11.5094
2021-06-23,11.6301
2021-06-24,11.8133
2021-06-25,11.635
2021-06-26,11.635
2021-06-27,11.635
2021-06-28,11.5701
2021-06-29,11.4058
2021-06-30,11.5946
2021-07-01,11.6522
2021-07-02,11.6577
2021-07-03,11.6577
2021-07-04,11.6577
2021-07-05,11.6577
2021-07-06,11.491
2021-07-07,11.4212
2021-07-08,11.2422
2021-07-09,11.4175
2021-07-10,11.4175
2021-07-11,11.4175
2021-07-12,11.4843
2021-07-13,11.3875
2021-07-14,11.4518
2021-07-15,11.2005
2021-07-16,11.1307
2021-07-17,11.1307
2021-07-18,11.1307
2021-07-19,10.8151
2021-07-20,11.1779
2021-07-21,11.1975
2021-07-22,11.135
2021-07-23,11.0014
2021-07-24,11.0014
2021-07-25,11.0014
2021-07-26,11.1626
2021-07-27,11.1252
2021-07-28,10.9407
2021-07-29,11.0394
2021-07-30,10.0995
2021-07-31,10.0995
2021-08-01,10.0995
2021-08-02,10.1246
2021-08-03,9.9835
2021-08-04,9.926
2021-08-05,9.9613
2021-08-06,10.0273
2021-08-07,10.0273
2021-08-08,10.0273
2021-08-09,9.9562
2021-08-10,10.0552
2021-08-11,10.2264
2021-08-12,10.1866
2021-08-13,10.1587
2021-08-14,10.1587
2021-08-15,10.1587
2021-08-16,10.1553
2021-08-17,10.0245
2021-08-18,10.0023
2021-08-19,9.9351
2021-08-20,10.0836
2021-08-21,10.0836
2021-08-22,10.0836
2021-08-23,10.1593
2021-08-24,10.3134
2021-08-25,10.4067
2021-08-26,10.3453
2021-08-27,10.57
2021-08-28,10.57
2021-08-29,10.57
2021-08-30,10.3982
2021-08-31,10.5205
2021-09-01,10.6667
2021-09-02,10.6502
2021-09-03,10.5051
2021-09-04,10.5051
2021-09-05,10.5051
2021-09-06,10.5051
2021-09-07,10.409
2021-09-08,10.1985
2021-09-09,10.1718
2021-09-10,10.0751
2021-09-11,10.0751
2021-09-12,10.0751
2021-09-13,10.215
2021-09-14,10.0489
2021-09-15,10.0176
2021-09-16,10.1126
2021-09-17,10.2378
2021-09-18,10.2378
2021-09-19,10.2378
2021-09-20,10.2548
2021-09-21,10.0415
2021-09-22,10.2719
2021-09-23,10.6052
2021-09-24,10.5233
2021-09-25,10.5233
2021-09-26,10.5233
2021-09-27,10.702
2021-09-28,10.4275
2021-09-29,10.3688
2021-09-30,10.2358
2021-10-01,10.5013
2021-10-02,10.5013
2021-10-03,10.5013
2021-10-04,10.3959
2021-10-05,10.4072
2021-10-06,10.4286
2021-10-07,10.3812
2021-10-08,10.2578
2021-10-09,10.2578
2021-10-10,10.2578
2021-10-11,10.2567
2021-10-12,10.1231
2021-10-13,9.9844
2021-10-14,10.1118
2021-10-15,9.9455
2021-10-16,9.9455
2021-10-17,9.9455
2021-10-18,10.0351
2021-10-19,10.003
2021-10-20,9.8914
2021-10-21,9.7403
2021-10-22,9.6947
2021-10-23,9.6947
2021-10-24,9.6947
2021-10-25,9.6039
2021-10-26,9.6473
2021-10-27,9.6158
2021-10-28,9.7725
2021-10-29,18.8035
2021-10-30,18.8035
2021-10-31,18.8035
2021-11-01,19.2157
2021-11-02,18.8351
2021-11-03,19.2611
2021-11-04,19.7651
2021-11-05,20.1552
2021-11-06,20.1552
2021-11-07,20.1552
2021-11-08,20.4325
2021-11-09,20.2227
2021-11-10,20.2385
2021-11-11,20.1541
2021-11-12,20.0308
2021-11-13,20.0308
2021-11-14,20.0308
2021-11-15,19.9401
2021-11-16,19.6449
2021-11-17,19.8441
2021-11-18,19.7946
2021-11-19,19.7292
2021-11-20,19.7292
2021-11-21,19.7292
2021-11-22,19.8357
2021-11-23,18.5226
2021-11-24,18.7093
2021-11-25,18.7093
2021-11-26,18.2926
2021-11-27,18.2926
2021-11-28,18.2926
2021-11-29,17.8886
2021-11-30,17.6333
2021-12-01,17.357
2021-12-02,17.6987
2021-12-03,17.5574
2021-12-04,17.5574
2021-12-05,17.5574
2021-12-06,18.1829
2021-12-07,18.204
2021-12-08,18.4181
2021-12-09,18.1133
2021-12-10,18.2546
2021-12-11,18.2546
2021-12-12,18.2546
2021-12-13,17.7757
2021-12-14,17.6956
2021-12-15,17.8338
2021-12-16,17.5004
2021-12-17,17.5258
2021-12-18,17.5258
2021-12-19,17.5258
2021-12-20,17.4857
2021-12-21,17.9044
2021-12-22,17.8675
2021-12-23,18.2736
2021-12-24,18.2736
2021-12-25,18.2736
2021-12-26,18.2736
2021-12-27,18.3717
2021-12-28,18.378
2021-12-29,18.4561
2021-12-30,18.4002
2021-12-31,18.3316
2022-01-01,18.3316
2022-01-02,18.3316
2022-01-03,18.646
2022-01-04,19.0405
2022-01-05,19.2103
2022-01-06,19.0457
2022-01-07,19.1523
2022-01-08,19.1523
2022-01-09,19.1523
2022-01-10,19.0479
2022-01-11,18.8327
2022-01-12,18.3422
2022-01-13,18.5373
2022-01-14,18.3854
2022-01-15,18.3854
2022-01-16,18.3854
2022-01-17,18.3854
2022-01-18,17.9287
2022-01-19,17.8496
2022-01-20,17.4182
2022-01-21,16.9414
2022-01-22,16.9414
2022-01-23,16.9414
2022-01-24,17.4445
2022-01-25,17.3317
2022-01-26,17.0384
2022-01-27,16.8728
2022-01-28,14.7809
2022-01-29,14.7809
2022-01-30,14.7809
2022-01-31,15.0224
2022-02-01,15.1975
2022-02-02,15.1717
2022-02-03,15.086
2022-02-04,15.1237
2022-02-05,15.1237
2022-02-06,15.1237
2022-02-07,15.191
2022-02-08,15.5467
2022-02-09,15.7882
2022-02-10,15.6389
2022-02-11,15.5615
2022-02-12,15.5615
2022-02-13,15.5615
2022-02-14,15.6933
2022-02-15,16.1522
2022-02-16,16.3227
2022-02-17,16.0628
2022-02-18,16.2536
2022-02-19,16.2536
2022-02-20,16.2536
2022-02-21,16.2536
2022-02-22,16.2158
2022-02-23,15.8748
2022-02-24,16.0417
2022-02-25,16.3602
2022-02-26,16.3602
2022-02-27,16.3602
2022-02-28,16.261
2022-03-01,15.3819
2022-03-02,15.6358
2022-03-03,15.4138
2022-03-04,15.1599
2022-03-05,15.1599
2022-03-06,15.1599
2022-03-07,14.1143
2022-03-08,14.1899
2022-03-09,14.5648
2022-03-10,14.7622
2022-03-11,14.7258
2022-03-12,14.7258
2022-03-13,14.7258
2022-03-14,14.6931
2022-03-15,14.6376
2022-03-16,15.1817
2022-03-17,15.1417
2022-03-18,15.2964
2022-03-19,15.2964
2022-03-20,15.2964
2022-03-21,14.9779
2022-03-22,14.9788
2022-03-23,14.7177
2022-03-24,14.9488
2022-03-25,14.7641
2022-03-26,14.7641
2022-03-27,14.7641
2022-03-28,14.6503
2022-03-29,15.0971
2022-03-30,14.825
2022-03-31,14.8469
2022-04-01,14.5657
2022-04-02,14.5657
2022-04-03,14.5657
2022-04-04,14.4811
2022-04-05,14.2454
2022-04-06,14.1234
2022-04-07,14.1307
2022-04-08,14.1871
2022-04-09,14.1871
2022-04-10,14.1871
2022-04-11,14.3828
2022-04-12,14.4447
2022-04-13,14.8268
2022-04-14,14.825
2022-04-15,14.825
2022-04-16,14.825
2022-04-17,14.825
2022-04-18,14.866
2022-04-19,15.2564
2022-04-20,15.1836
2022-04-21,15.3146
2022-04-22,15.1008
2022-04-23,15.1008
2022-04-24,15.1008
2022-04-25,15.5066
2022-04-26,14.8669
2022-04-27,14.6121
2022-04-28,14.6039
2022-04-29,15.792
2022-04-30,15.792
2022-05-01,15.792
2022-05-02,16.3739
2022-05-03,16.0102
2022-05-04,16.0441
2022-05-05,15.6883
2022-05-06,15.8836
2022-05-07,15.8836
2022-05-08,15.8836
2022-05-09,15.3923
2022-05-10,15.505
2022-05-11,15.0974
2022-05-12,15.5578
2022-05-13,15.5787
2022-05-14,15.5787
2022-05-15,15.5787
2022-05-16,15.0655
2022-05-17,15.1821
2022-05-18,14.5722
2022-05-19,14.3221
2022-05-20,14.3021
2022-05-21,14.3021
2022-05-22,14.3021
2022-05-23,14.1178
2022-05-24,14.0759
2022-05-25,14.6449
2022-05-26,14.9788
2022-05-27,15.2199
2022-05-28,15.2199
2022-05-29,15.2199
2022-05-30,15.2199
2022-05-31,14.8971
2022-06-01,14.8233
2022-06-02,14.908
2022-06-03,14.6619
2022-06-04,14.6619
2022-06-05,14.6619
2022-06-06,14.8851
2022-06-07,14.119
2022-06-08,14.0525
2022-06-09,13.9401
2022-06-10,13.8863
2022-06-11,13.8863
2022-06-12,13.8863
2022-06-13,13.3681
2022-06-14,13.2283
2022-06-15,13.4541
2022-06-16,12.9643
2022-06-17,13.064
2022-06-18,13.064
2022-06-19,13.064
2022-06-20,13.064
2022-06-21,12.8792
2022-06-22,13.0141
2022-06-23,13.1403
2022-06-24,13.5021
2022-06-25,13.5021
2022-06-26,13.5021
2022-06-27,13.3104
2022-06-28,13.1051
2022-06-29,12.9956
2022-06-30,12.8949
2022-07-01,13.0249
2022-07-02,13.0249
2022-07-03,13.0249
2022-07-04,13.0249
2022-07-05,13.3573
2022-07-06,13.1637
2022-07-07,13.3309
2022-07-08,13.3495
2022-07-09,13.3495
2022-07-10,13.3495
2022-07-11,13.3671
2022-07-12,13.3661
2022-07-13,13.46
2022-07-14,13.373
2022-07-15,13.6086
2022-07-16,13.6086
2022-07-17,13.6086
2022-07-18,13.4913
2022-07-19,13.8345
2022-07-20,13.9323
2022-07-21,13.8717
2022-07-22,13.7846
2022-07-23,13.7846
2022-07-24,13.7846
2022-07-25,13.6751
2022-07-26,13.5011
2022-07-27,13.8159
2022-07-28,14.1738
2022-07-29,12.1187
2022-07-30,12.1187
2022-07-31,12.1187
2022-08-01,12.2143
2022-08-02,12.1735
2022-08-03,12.4355
2022-08-04,12.2941
2022-08-05,12.2442
2022-08-06,12.2442
2022-08-07,12.2442
2022-08-08,12.5485
2022-08-09,12.487
2022-08-10,12.872
2022-08-11,12.9767
2022-08-12,13.1829
2022-08-13,13.1829
2022-08-14,13.1829
2022-08-15,13.2104
2022-08-16,13.3018
2022-08-17,13.1904
2022-08-18,13.3825
2022-08-19,13.2977
2022-08-20,13.2977
2022-08-21,13.2977
2022-08-22,13.0782
2022-08-23,13.2702
2022-08-24,13.5371
2022-08-25,13.6843
2022-08-26,13.3966
2022-08-27,13.3966
2022-08-28,13.3966
2022-08-29,13.5928
2022-08-30,13.2711
2022-08-31,13.1888
2022-09-01,13.2761
2022-09-02,13.1547
2022-09-03,13.1547
2022-09-04,13.1547
2022-09-05,13.1547
2022-09-06,12.8005
2022-09-07,13.1414
2022-09-08,13.365
2022-09-09,13.5213
2022-09-10,13.5213
2022-09-11,13.5213
2022-09-12,13.5089
2022-09-13,13.0408
2022-09-14,13.1439
2022-09-15,13.3093
2022-09-16,13.2894
2022-09-17,13.2894
2022-09-18,13.2894
2022-09-19,13.2985
2022-09-20,13.2287
2022-09-21,13.1039
2022-09-22,12.7996
2022-09-23,12.3806
2022-09-24,12.3806
2022-09-25,12.3806
2022-09-26,12.3448
2022-09-27,12.0756
2022-09-28,12.0085
2022-09-29,11.8775
2022-09-30,11.6996
2022-10-01,11.6996
2022-10-02,11.6996
2022-10-03,11.605
2022-10-04,12.0691
2022-10-05,12.0125
2022-10-06,11.8961
2022-10-07,11.6105
2022-10-08,11.6105
2022-10-09,11.6105
2022-10-10,11.5563
2022-10-11,11.7092
2022-10-12,11.8685
2022-10-13,12.0877
2022-10-14,12.0626
2022-10-15,12.0626
2022-10-16,12.0626
2022-10-17,12.1492
2022-10-18,12.34
2022-10-19,12.2786
2022-10-20,12.222
2022-10-21,12.387
2022-10-22,12.387
2022-10-23,12.387
2022-10-24,12.4937
2022-10-25,12.814
2022-10-26,12.8763
2022-10-27,13.2273
2022-10-28,14.8225
2022-10-29,14.8225
2022-10-30,14.8225
2022-10-31,14.7659
2022-11-01,14.5639
2022-11-02,14.2688
2022-11-03,14.4264
2022-11-04,14.5213
2022-11-05,14.5213
2022-11-06,14.5213
2022-11-07,14.6902
2022-11-08,14.6083
2022-11-09,14.4168
2022-11-10,15.0253
2022-11-11,15.0514
2022-11-12,15.0514
2022-11-13,15.0514
2022-11-14,15.1272
2022-11-15,15.0175
2022-11-16,14.9113
2022-11-17,14.8921
2022-11-18,14.9548
2022-11-19,14.9548
2022-11-20,14.9548
2022-11-21,14.9661
2022-11-22,15.1611
2022-11-23,14.9374
2022-11-24,14.9374
2022-11-25,15.0366
2022-11-26,15.0366
2022-11-27,15.0366
2022-11-28,14.7433
2022-11-29,14.7111
2022-11-30,14.8164
2022-12-01,14.7084
2022-12-02,13.4426
2022-12-03,13.4426
2022-12-04,13.4426
2022-12-05,13.2334
2022-12-06,13.1906
2022-12-07,13.1636
2022-12-08,13.6423
2022-12-09,13.5341
2022-12-10,13.5341
2022-12-11,13.5341
2022-12-12,13.4792
2022-12-13,13.4644
2022-12-14,13.4644
2022-12-15,13.4121
2022-12-16,13.3083
2022-12-17,13.3083
2022-12-18,13.3083
2022-12-19,13.113
2022-12-20,13.1444
2022-12-21,13.1601
2022-12-22,13.2604
2022-12-23,13.2918
2022-12-24,13.2918
2022-12-25,13.2918
2022-12-26,13.2918
2022-12-27,13.1985
2022-12-28,13.1287
2022-12-29,13.215
2022-12-30,13.0825
2022-12-31,13.0825
2023-01-01,13.0825
2023-01-02,13.0825
2023-01-03,13.0537
2023-01-04,13.2926
2023-01-05,13.236
2023-01-06,13.4069
2023-01-07,13.4069
2023-01-08,13.4069
2023-01-09,13.4417
2023-01-10,13.9579
2023-01-11,13.9649
2023-01-12,13.8009
2023-01-13,13.9544
2023-01-14,13.9544
2023-01-15,13.9544
2023-01-16,13.9544
2023-01-17,14.1436
2023-01-18,14.1131
2023-01-19,14.0573
2023-01-20,14.4069
2023-01-21,14.4069
2023-01-22,14.4069
2023-01-23,14.467
2023-01-24,13.9666
2023-01-25,14.2377
2023-01-26,14.3267
2023-01-27,14.5817
2023-01-28,14.5817
2023-01-29,14.5817
2023-01-30,14.5187
2023-01-31,14.7453
2023-02-01,14.7579
2023-02-02,15.1454
2023-02-03,15.0861
2023-02-04,15.0861
2023-02-05,15.0861
2023-02-06,15.0888
2023-02-07,15.158
2023-02-08,14.8991
2023-02-09,14.7624
2023-02-10,14.4414
2023-02-11,14.4414
2023-02-12,14.4414
2023-02-13,14.6635
2023-02-14,14.6797
2023-02-15,14.7633
2023-02-16,14.694
2023-02-17,14.6554
2023-02-18,14.6554
2023-02-19,14.6554
2023-02-20,14.6554
2023-02-21,14.4531
2023-02-22,14.686
2023-02-23,14.5304
2023-02-24,14.5358
2023-02-25,14.5358
2023-02-26,14.5358
2023-02-27,14.4045
2023-02-28,14.4875
2023-03-01,14.6544
2023-03-02,14.8203
2023-03-03,14.5691
2023-03-04,14.5691
2023-03-05,14.5691
2023-03-06,14.658
2023-03-07,14.6113
2023-03-08,14.6768
2023-03-09,14.3906
2023-03-10,14.2435
2023-03-11,14.2435
2023-03-12,14.2435
2023-03-13,14.5243
2023-03-14,14.6813
2023-03-15,14.7566
2023-03-16,14.9504
2023-03-17,14.6445
