,ITW US Equity
2021-02-12,24.0671
2021-02-13,24.0671
2021-02-14,24.0671
2021-02-15,24.0671
2021-02-16,23.8627
2021-02-17,23.7759
2021-02-18,23.8858
2021-02-19,24.1231
2021-02-20,24.1231
2021-02-21,24.1231
2021-02-22,24.0813
2021-02-23,24.1374
2021-02-24,24.3483
2021-02-25,24.2648
2021-02-26,24.2088
2021-02-27,24.2088
2021-02-28,24.2088
2021-03-01,24.6769
2021-03-02,24.6835
2021-03-03,24.7999
2021-03-04,24.4055
2021-03-05,25.0691
2021-03-06,25.0691
2021-03-07,25.0691
2021-03-08,25.4416
2021-03-09,25.1614
2021-03-10,25.5053
2021-03-11,25.4032
2021-03-12,25.7273
2021-03-13,25.7273
2021-03-14,25.7273
2021-03-15,26.1349
2021-03-16,26.0042
2021-03-17,26.1558
2021-03-18,26.3591
2021-03-19,26.0229
2021-03-20,26.0229
2021-03-21,26.0229
2021-03-22,26.069
2021-03-23,25.8075
2021-03-24,26.2063
2021-03-25,26.4722
2021-03-26,26.9886
2021-03-27,26.9886
2021-03-28,26.9886
2021-03-29,26.8974
2021-03-30,26.6756
2021-03-31,24.9748
2021-04-01,24.9601
2021-04-02,24.9601
2021-04-03,24.9601
2021-04-04,24.9601
2021-04-05,25.0564
2021-04-06,25.1484
2021-04-07,24.8106
2021-04-08,24.638
2021-04-09,25.0909
2021-04-10,25.0909
2021-04-11,25.0909
2021-04-12,25.1923
2021-04-13,24.9654
2021-04-14,24.9852
2021-04-15,24.9465
2021-04-16,25.2373
2021-04-17,25.2373
2021-04-18,25.2373
2021-04-19,25.2164
2021-04-20,25.1149
2021-04-21,25.5291
2021-04-22,25.4423
2021-04-23,25.7069
2021-04-24,25.7069
2021-04-25,25.7069
2021-04-26,25.6211
2021-04-27,25.7948
2021-04-28,25.8617
2021-04-29,25.9422
2021-04-30,25.9098
2021-05-01,25.9098
2021-05-02,25.9098
2021-05-03,26.234
2021-05-04,26.4871
2021-05-05,26.4536
2021-05-06,26.5533
2021-05-07,26.6806
2021-05-08,26.6806
2021-05-09,26.6806
2021-05-10,26.762
2021-05-11,26.4812
2021-05-12,26.0031
2021-05-13,26.6462
2021-05-14,26.7036
2021-05-15,26.7036
2021-05-16,26.7036
2021-05-17,26.6044
2021-05-18,26.0971
2021-05-19,26.0491
2021-05-20,26.0292
2021-05-21,26.024
2021-05-22,26.024
2021-05-23,26.024
2021-05-24,26.0324
2021-05-25,26.0845
2021-05-26,25.8184
2021-05-27,25.8998
2021-05-28,26.0
2021-05-29,26.0
2021-05-30,26.0
2021-05-31,26.0
2021-06-01,26.1534
2021-06-02,26.2004
2021-06-03,26.2777
2021-06-04,26.4228
2021-06-05,26.4228
2021-06-06,26.4228
2021-06-07,26.1806
2021-06-08,26.096
2021-06-09,26.0585
2021-06-10,26.096
2021-06-11,26.1033
2021-06-12,26.1033
2021-06-13,26.1033
2021-06-14,26.0699
2021-06-15,26.0261
2021-06-16,25.5971
2021-06-17,25.0897
2021-06-18,24.7264
2021-06-19,24.7264
2021-06-20,24.7264
2021-06-21,25.097
2021-06-22,25.1503
2021-06-23,24.9832
2021-06-24,25.0396
2021-06-25,25.0782
2021-06-26,25.0782
2021-06-27,25.0782
2021-06-28,25.2557
2021-06-29,25.0855
2021-06-30,21.9625
2021-07-01,22.058
2021-07-02,22.1482
2021-07-03,22.1482
2021-07-04,22.1482
2021-07-05,22.1482
2021-07-06,21.8833
2021-07-07,22.1127
2021-07-08,21.987
2021-07-09,22.3102
2021-07-10,22.3102
2021-07-11,22.3102
2021-07-12,22.3184
2021-07-13,22.3184
2021-07-14,22.4559
2021-07-15,22.5023
2021-07-16,22.4021
2021-07-17,22.4021
2021-07-18,22.4021
2021-07-19,22.0954
2021-07-20,22.4659
2021-07-21,22.4895
2021-07-22,22.3275
2021-07-23,22.2201
2021-07-24,22.2201
2021-07-25,22.2201
2021-07-26,22.2756
2021-07-27,22.3421
2021-07-28,22.1691
2021-07-29,22.4031
2021-07-30,22.2456
2021-07-31,22.2456
2021-08-01,22.2456
2021-08-02,22.1382
2021-08-03,22.6052
2021-08-04,22.3302
2021-08-05,22.2139
2021-08-06,22.282
2021-08-07,22.282
2021-08-08,22.282
2021-08-09,22.2403
2021-08-10,22.5525
2021-08-11,22.8357
2021-08-12,22.7223
2021-08-13,22.7613
2021-08-14,22.7613
2021-08-15,22.7613
2021-08-16,22.9601
2021-08-17,22.7803
2021-08-18,22.4772
2021-08-19,22.5062
2021-08-20,22.5398
2021-08-21,22.5398
2021-08-22,22.5398
2021-08-23,22.558
2021-08-24,22.5389
2021-08-25,22.5425
2021-08-26,22.489
2021-08-27,22.5462
2021-08-28,22.5462
2021-08-29,22.5462
2021-08-30,22.7431
2021-08-31,22.7477
2021-09-01,22.6043
2021-09-02,22.5906
2021-09-03,22.3546
2021-09-04,22.3546
2021-09-05,22.3546
2021-09-06,22.3546
2021-09-07,21.7238
2021-09-08,21.7447
2021-09-09,21.5795
2021-09-10,21.4696
2021-09-11,21.4696
2021-09-12,21.4696
2021-09-13,21.5214
2021-09-14,21.3144
2021-09-15,21.5985
2021-09-16,21.3843
2021-09-17,21.2073
2021-09-18,21.2073
2021-09-19,21.2073
2021-09-20,21.1692
2021-09-21,21.014
2021-09-22,21.1874
2021-09-23,21.388
2021-09-24,21.2119
2021-09-25,21.2119
2021-09-26,21.2119
2021-09-27,21.2681
2021-09-28,21.0249
2021-09-29,20.9686
2021-09-30,20.036
2021-10-01,20.0574
2021-10-02,20.0574
2021-10-03,20.0574
2021-10-04,20.161
2021-10-05,20.563
2021-10-06,20.5514
2021-10-07,20.806
2021-10-08,20.9087
2021-10-09,20.9087
2021-10-10,20.9087
2021-10-11,20.6827
2021-10-12,20.6586
2021-10-13,20.764
2021-10-14,21.358
2021-10-15,21.5402
2021-10-16,21.5402
2021-10-17,21.5402
2021-10-18,21.3902
2021-10-19,21.5197
2021-10-20,21.5581
2021-10-21,21.6349
2021-10-22,21.6385
2021-10-23,21.6385
2021-10-24,21.6385
2021-10-25,21.7225
2021-10-26,21.5679
2021-10-27,21.4268
2021-10-28,21.7908
2021-10-29,21.863
2021-10-30,21.863
2021-10-31,21.863
2021-11-01,21.9494
2021-11-02,22.0678
2021-11-03,21.9885
2021-11-04,22.2859
2021-11-05,22.4149
2021-11-06,22.4149
2021-11-07,22.4149
2021-11-08,22.3597
2021-11-09,22.4817
2021-11-10,22.4719
2021-11-11,22.3856
2021-11-12,22.8173
2021-11-13,22.8173
2021-11-14,22.8173
2021-11-15,22.8556
2021-11-16,23.1271
2021-11-17,23.1778
2021-11-18,23.0292
2021-11-19,23.1155
2021-11-20,23.1155
2021-11-21,23.1155
2021-11-22,23.1306
2021-11-23,23.3033
2021-11-24,23.0995
2021-11-25,23.0995
2021-11-26,22.4755
2021-11-27,22.4755
2021-11-28,22.4755
2021-11-29,22.7746
2021-11-30,22.244
2021-12-01,22.1247
2021-12-02,22.5084
2021-12-03,22.5796
2021-12-04,22.5796
2021-12-05,22.5796
2021-12-06,22.8778
2021-12-07,22.941
2021-12-08,22.9936
2021-12-09,23.0861
2021-12-10,23.1894
2021-12-11,23.1894
2021-12-12,23.1894
2021-12-13,23.2482
2021-12-14,23.0941
2021-12-15,23.3924
2021-12-16,23.4226
2021-12-17,22.7808
2021-12-18,22.7808
2021-12-19,22.7808
2021-12-20,22.5476
2021-12-21,22.6482
2021-12-22,22.7416
2021-12-23,22.9873
2021-12-24,22.9873
2021-12-25,22.9873
2021-12-26,22.9873
2021-12-27,23.2749
2021-12-28,23.4511
2021-12-29,23.5722
2021-12-30,23.4244
2021-12-31,24.1072
2022-01-01,24.1072
2022-01-02,24.1072
2022-01-03,23.8075
2022-01-04,24.1776
2022-01-05,24.0919
2022-01-06,24.0892
2022-01-07,24.0467
2022-01-08,24.0467
2022-01-09,24.0467
2022-01-10,23.84
2022-01-11,23.8662
2022-01-12,24.0567
2022-01-13,24.1262
2022-01-14,23.84
2022-01-15,23.84
2022-01-16,23.84
2022-01-17,23.84
2022-01-18,23.859
2022-01-19,23.6947
2022-01-20,23.283
2022-01-21,23.2632
2022-01-22,23.2632
2022-01-23,23.2632
2022-01-24,23.3047
2022-01-25,22.9454
2022-01-26,22.8632
2022-01-27,22.6421
2022-01-28,22.7486
2022-01-29,22.7486
2022-01-30,22.7486
2022-01-31,22.9445
2022-02-01,22.865
2022-02-02,23.1295
2022-02-03,23.6242
2022-02-04,22.4931
2022-02-05,22.4931
2022-02-06,22.4931
2022-02-07,22.123
2022-02-08,22.1817
2022-02-09,22.2972
2022-02-10,21.6725
2022-02-11,21.4223
2022-02-12,21.4223
2022-02-13,21.4223
2022-02-14,21.5528
2022-02-15,21.6041
2022-02-16,21.6347
2022-02-17,21.3719
2022-02-18,21.2504
2022-02-19,21.2504
2022-02-20,21.2504
2022-02-21,21.2504
2022-02-22,21.1694
2022-02-23,21.0416
2022-02-24,21.1001
2022-02-25,21.4862
2022-02-26,21.4862
2022-02-27,21.4862
2022-02-28,21.2981
2022-03-01,20.8049
2022-03-02,21.1028
2022-03-03,21.2063
2022-03-04,20.9192
2022-03-05,20.9192
2022-03-06,20.9192
2022-03-07,20.4152
2022-03-08,20.1443
2022-03-09,20.5268
2022-03-10,20.3855
2022-03-11,20.1749
2022-03-12,20.1749
2022-03-13,20.1749
2022-03-14,20.381
2022-03-15,20.588
2022-03-16,20.7266
2022-03-17,20.8517
2022-03-18,20.9372
2022-03-19,20.9372
2022-03-20,20.9372
2022-03-21,20.9066
2022-03-22,20.9525
2022-03-23,20.669
2022-03-24,20.7896
2022-03-25,20.885
2022-03-26,20.885
2022-03-27,20.885
2022-03-28,21.0521
2022-03-29,21.4343
2022-03-30,21.0835
2022-03-31,20.7311
2022-04-01,20.7986
2022-04-02,20.7986
2022-04-03,20.7986
2022-04-04,20.6907
2022-04-05,20.464
2022-04-06,20.3479
2022-04-07,20.329
2022-04-08,20.2139
2022-04-09,20.2139
2022-04-10,20.2139
2022-04-11,19.9584
2022-04-12,19.8684
2022-04-13,19.8261
2022-04-14,19.5499
2022-04-15,19.5499
2022-04-16,19.5499
2022-04-17,19.5499
2022-04-18,19.5823
2022-04-19,20.1905
2022-04-20,20.4738
2022-04-21,20.6313
2022-04-22,20.1869
2022-04-23,20.1869
2022-04-24,20.1869
2022-04-25,20.2561
2022-04-26,19.7595
2022-04-27,19.7335
2022-04-28,20.1302
2022-04-29,19.6255
2022-04-30,19.6255
2022-05-01,19.6255
2022-05-02,19.8864
2022-05-03,20.2633
2022-05-04,21.0559
2022-05-05,20.6205
2022-05-06,20.6919
2022-05-07,20.6919
2022-05-08,20.6919
2022-05-09,20.7071
2022-05-10,20.1789
2022-05-11,20.2032
2022-05-12,20.5409
2022-05-13,20.5454
2022-05-14,20.5454
2022-05-15,20.5454
2022-05-16,20.4942
2022-05-17,20.9587
2022-05-18,20.1637
2022-05-19,19.931
2022-05-20,20.0181
2022-05-21,20.0181
2022-05-22,20.0181
2022-05-23,20.0828
2022-05-24,20.1484
2022-05-25,20.0325
2022-05-26,20.2481
2022-05-27,20.4646
2022-05-28,20.4646
2022-05-29,20.4646
2022-05-30,20.4646
2022-05-31,20.5841
2022-06-01,20.3963
2022-06-02,20.691
2022-06-03,20.5625
2022-06-04,20.5625
2022-06-05,20.5625
2022-06-06,20.593
2022-06-07,20.77
2022-06-08,20.4287
2022-06-09,20.161
2022-06-10,19.569
2022-06-11,19.569
2022-06-12,19.569
2022-06-13,18.8369
2022-06-14,18.5952
2022-06-15,18.6383
2022-06-16,17.988
2022-06-17,17.9053
2022-06-18,17.9053
2022-06-19,17.9053
2022-06-20,17.9053
2022-06-21,18.1775
2022-06-22,18.1865
2022-06-23,18.0715
2022-06-24,18.774
2022-06-25,18.774
2022-06-26,18.774
2022-06-27,18.7183
2022-06-28,18.3311
2022-06-29,18.1335
2022-06-30,18.1493
2022-07-01,18.2062
2022-07-02,18.2062
2022-07-03,18.2062
2022-07-04,18.2062
2022-07-05,18.1858
2022-07-06,18.1475
2022-07-07,18.4509
2022-07-08,18.1511
2022-07-09,18.1511
2022-07-10,18.1511
2022-07-11,18.2107
2022-07-12,18.2036
2022-07-13,17.7978
2022-07-14,17.5905
2022-07-15,18.0042
2022-07-16,18.0042
2022-07-17,18.0042
2022-07-18,17.9749
2022-07-19,18.6129
2022-07-20,18.6894
2022-07-21,18.9003
2022-07-22,18.9777
2022-07-23,18.9777
2022-07-24,18.9777
2022-07-25,18.9724
2022-07-26,19.1735
2022-07-27,19.5348
2022-07-28,20.0402
2022-07-29,20.4193
2022-07-30,20.4193
2022-07-31,20.4193
2022-08-01,20.3828
2022-08-02,20.1648
2022-08-03,20.4887
2022-08-04,20.567
2022-08-05,20.5765
2022-08-06,20.5765
2022-08-07,20.5765
2022-08-08,20.4491
2022-08-09,20.4226
2022-08-10,20.8145
2022-08-11,20.7897
2022-08-12,21.1692
2022-08-13,21.1692
2022-08-14,21.1692
2022-08-15,20.8623
2022-08-16,21.1339
2022-08-17,21.0374
2022-08-18,21.0932
2022-08-19,20.8366
2022-08-20,20.8366
2022-08-21,20.8366
2022-08-22,20.1935
2022-08-23,20.1024
2022-08-24,20.1218
2022-08-25,20.3165
2022-08-26,19.5778
2022-08-27,19.5778
2022-08-28,19.5778
2022-08-29,19.3186
2022-08-30,19.285
2022-08-31,19.1673
2022-09-01,19.3805
2022-09-02,19.2177
2022-09-03,19.2177
2022-09-04,19.2177
2022-09-05,19.2177
2022-09-06,19.4079
2022-09-07,19.8715
2022-09-08,19.975
2022-09-09,20.2006
2022-09-10,20.2006
2022-09-11,20.2006
2022-09-12,20.2952
2022-09-13,19.6627
2022-09-14,19.5035
2022-09-15,19.1638
2022-09-16,19.0992
2022-09-17,19.0992
2022-09-18,19.0992
2022-09-19,19.3991
2022-09-20,19.1682
2022-09-21,18.9807
2022-09-22,18.6418
2022-09-23,18.5392
2022-09-24,18.5392
2022-09-25,18.5392
2022-09-26,18.4959
2022-09-27,18.1659
2022-09-28,18.6047
2022-09-29,18.1986
2022-09-30,17.259
2022-10-01,17.259
2022-10-02,17.259
2022-10-03,17.7952
2022-10-04,18.3296
2022-10-05,18.2939
2022-10-06,18.2164
2022-10-07,17.8343
2022-10-08,17.8343
2022-10-09,17.8343
2022-10-10,17.7254
2022-10-11,17.7169
2022-10-12,17.642
2022-10-13,18.122
2022-10-14,17.7228
2022-10-15,17.7228
2022-10-16,17.7228
2022-10-17,18.1373
2022-10-18,18.3415
2022-10-19,18.2207
2022-10-20,17.9679
2022-10-21,18.533
2022-10-22,18.533
2022-10-23,18.533
2022-10-24,18.9722
2022-10-25,19.4054
2022-10-26,19.5492
2022-10-27,19.3512
2022-10-28,19.9583
2022-10-29,19.9583
2022-10-30,19.9583
2022-10-31,19.9144
2022-11-01,19.8941
2022-11-02,19.58
2022-11-03,19.7007
2022-11-04,20.0512
2022-11-05,20.0512
2022-11-06,20.0512
2022-11-07,20.0993
2022-11-08,20.0115
2022-11-09,19.7531
2022-11-10,20.8196
2022-11-11,21.0036
2022-11-12,21.0036
2022-11-13,21.0036
2022-11-14,20.9428
2022-11-15,21.1244
2022-11-16,21.1066
2022-11-17,21.0053
2022-11-18,21.0416
2022-11-19,21.0416
2022-11-20,21.0416
2022-11-21,20.9682
2022-11-22,21.1995
2022-11-23,21.1936
2022-11-24,21.1936
2022-11-25,21.2181
2022-11-26,21.2181
2022-11-27,21.2181
2022-11-28,20.812
2022-11-29,20.8297
2022-11-30,21.0914
2022-12-01,21.0881
2022-12-02,21.1607
2022-12-03,21.1607
2022-12-04,21.1607
2022-12-05,20.8145
2022-12-06,20.595
2022-12-07,20.4691
2022-12-08,20.5722
2022-12-09,20.4404
2022-12-10,20.4404
2022-12-11,20.4404
2022-12-12,20.8196
2022-12-13,20.9395
2022-12-14,20.817
2022-12-15,20.2918
2022-12-16,20.1896
2022-12-17,20.1896
2022-12-18,20.1896
2022-12-19,20.2319
2022-12-20,20.2994
2022-12-21,20.6557
2022-12-22,20.4767
2022-12-23,20.627
2022-12-24,20.627
2022-12-25,20.627
2022-12-26,20.627
2022-12-27,20.7765
2022-12-28,20.497
2022-12-29,20.627
2022-12-30,19.7665
2022-12-31,19.7665
2023-01-01,19.7665
2023-01-02,19.7665
2023-01-03,19.7682
2023-01-04,19.8087
2023-01-05,19.6514
2023-01-06,20.3055
2023-01-07,20.3055
2023-01-08,20.3055
2023-01-09,20.3063
2023-01-10,20.3485
2023-01-11,20.6087
2023-01-12,20.7408
2023-01-13,20.8153
2023-01-14,20.8153
2023-01-15,20.8153
2023-01-16,20.8153
2023-01-17,20.74
2023-01-18,20.3744
2023-01-19,19.8225
2023-01-20,20.2512
2023-01-21,20.2512
2023-01-22,20.2512
2023-01-23,20.4725
2023-01-24,20.5001
2023-01-25,20.4214
2023-01-26,20.4449
2023-01-27,20.607
2023-01-28,20.607
2023-01-29,20.607
2023-01-30,20.5487
2023-01-31,21.0423
2023-02-01,21.3268
2023-02-02,22.2175
2023-02-03,21.9087
2023-02-04,21.9087
2023-02-05,21.9087
2023-02-06,21.5391
2023-02-07,21.3033
2023-02-08,21.099
2023-02-09,20.9588
2023-02-10,20.8685
2023-02-11,20.8685
2023-02-12,20.8685
2023-02-13,21.1865
2023-02-14,21.0722
2023-02-15,21.2331
2023-02-16,21.0263
2023-02-17,21.2565
2023-02-18,21.2565
2023-02-19,21.2565
2023-02-20,21.2565
2023-02-21,20.6979
2023-02-22,20.7099
2023-02-23,20.7373
2023-02-24,20.6415
2023-02-25,20.6415
2023-02-26,20.6415
2023-02-27,20.6496
2023-02-28,20.6785
2023-03-01,20.6101
2023-03-02,20.9031
2023-03-03,21.143
2023-03-04,21.143
2023-03-05,21.143
2023-03-06,21.1253
2023-03-07,20.9466
2023-03-08,20.9981
2023-03-09,20.8097
2023-03-10,20.4459
2023-03-11,20.4459
2023-03-12,20.4459
2023-03-13,20.4451
2023-03-14,20.7574
2023-03-15,20.3075
2023-03-16,20.4516
2023-03-17,20.4089
2023-03-18,20.4089
