,DGX US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,14.8634
2020-01-02,14.7491
2020-01-03,14.6822
2020-01-04,14.6822
2020-01-05,14.6822
2020-01-06,14.7437
2020-01-07,14.6132
2020-01-08,14.6596
2020-01-09,14.7987
2020-01-10,14.8699
2020-01-11,14.8699
2020-01-12,14.8699
2020-01-13,14.8386
2020-01-14,14.8321
2020-01-15,14.8569
2020-01-16,14.8979
2020-01-17,14.8925
2020-01-18,14.8925
2020-01-19,14.8925
2020-01-20,14.8925
2020-01-21,14.9227
2020-01-22,15.0521
2020-01-23,14.9928
2020-01-24,14.9712
2020-01-25,14.9712
2020-01-26,14.9712
2020-01-27,15.1524
2020-01-28,15.298
2020-01-29,15.2818
2020-01-30,15.4252
2020-01-31,15.2818
2020-02-01,15.2818
2020-02-02,15.2818
2020-02-03,15.4069
2020-02-04,15.3454
2020-02-05,15.423
2020-02-06,15.3918
2020-02-07,15.3659
2020-02-08,15.3659
2020-02-09,15.3659
2020-02-10,15.3842
2020-02-11,15.4629
2020-02-12,15.3335
2020-02-13,15.4425
2020-02-14,15.5169
2020-02-15,15.5169
2020-02-16,15.5169
2020-02-17,15.5169
2020-02-18,15.4888
2020-02-19,15.5848
2020-02-20,15.5158
2020-02-21,15.4367
2020-02-22,15.4367
2020-02-23,15.4367
2020-02-24,15.3502
2020-02-25,15.1429
2020-02-26,15.0927
2020-02-27,15.2038
2020-02-28,14.6792
2020-02-29,14.6792
2020-03-01,14.6792
2020-03-02,15.3256
2020-03-03,14.9559
2020-03-04,15.6856
2020-03-05,15.707
2020-03-06,15.316
2020-03-07,15.316
2020-03-08,15.316
2020-03-09,15.0831
2020-03-10,14.7091
2020-03-11,14.0029
2020-03-12,13.0072
2020-03-13,13.6867
2020-03-14,13.6867
2020-03-15,13.6867
2020-03-16,12.5777
2020-03-17,12.5585
2020-03-18,11.6236
2020-03-19,11.8213
2020-03-20,11.3865
2020-03-21,11.3865
2020-03-22,11.3865
2020-03-23,11.3758
2020-03-24,11.8181
2020-03-25,11.7903
2020-03-26,12.8533
2020-03-27,12.2241
2020-03-28,12.2241
2020-03-29,12.2241
2020-03-30,12.2219
2020-03-31,12.9624
2020-04-01,12.7861
2020-04-02,12.6339
2020-04-03,12.1603
2020-04-04,12.1603
2020-04-05,12.1603
2020-04-06,12.7768
2020-04-07,13.3208
2020-04-08,13.85
2020-04-09,14.0728
2020-04-10,14.0728
2020-04-11,14.0728
2020-04-12,14.0728
2020-04-13,13.6872
2020-04-14,14.1109
2020-04-15,13.9897
2020-04-16,14.186
2020-04-17,14.7229
2020-04-18,14.7229
2020-04-19,14.7229
2020-04-20,14.6802
2020-04-21,14.6143
2020-04-22,15.2312
2020-04-23,15.3562
2020-04-24,16.0458
2020-04-25,16.0458
2020-04-26,16.0458
2020-04-27,17.1336
2020-04-28,16.658
2020-04-29,16.8478
2020-04-30,16.4497
2020-05-01,16.2993
2020-05-02,16.2993
2020-05-03,16.2993
2020-05-04,16.0974
2020-05-05,16.2163
2020-05-06,16.1124
2020-05-07,16.1066
2020-05-08,16.6679
2020-05-09,16.6679
2020-05-10,16.6679
2020-05-11,16.5189
2020-05-12,16.1597
2020-05-13,16.0835
2020-05-14,16.4658
2020-05-15,16.5362
2020-05-16,16.5362
2020-05-17,16.5362
2020-05-18,16.3006
2020-05-19,16.4369
2020-05-20,16.8688
2020-05-21,16.7568
2020-05-22,16.7383
2020-05-23,16.7383
2020-05-24,16.7383
2020-05-25,16.7383
2020-05-26,16.7291
2020-05-27,17.0513
2020-05-28,17.3435
2020-05-29,17.3677
2020-05-30,17.3677
2020-05-31,17.3677
2020-06-01,17.3862
2020-06-02,17.8678
2020-06-03,17.5086
2020-06-04,17.5121
2020-06-05,17.2314
2020-06-06,17.2314
2020-06-07,17.2314
2020-06-08,17.1968
2020-06-09,17.1899
2020-06-10,16.9092
2020-06-11,16.5189
2020-06-12,16.4808
2020-06-13,16.4808
2020-06-14,16.4808
2020-06-15,16.7325
2020-06-16,16.8584
2020-06-17,16.8388
2020-06-18,16.5374
2020-06-19,16.2117
2020-06-20,16.2117
2020-06-21,16.2117
2020-06-22,16.4011
2020-06-23,16.0604
2020-06-24,15.7821
2020-06-25,16.2152
2020-06-26,16.4369
2020-06-27,16.4369
2020-06-28,16.4369
2020-06-29,16.46
2020-06-30,17.142
2020-07-01,17.1527
2020-07-02,17.3873
2020-07-03,17.3873
2020-07-04,17.3873
2020-07-05,17.3873
2020-07-06,17.6621
2020-07-07,17.5371
2020-07-08,17.609
2020-07-09,17.3649
2020-07-10,17.4793
2020-07-11,17.4793
2020-07-12,17.4793
2020-07-13,17.7529
2020-07-14,18.1739
2020-07-15,18.1185
2020-07-16,18.2883
2020-07-17,18.457
2020-07-18,18.457
2020-07-19,18.457
2020-07-20,18.668
2020-07-21,18.8697
2020-07-22,19.0053
2020-07-23,18.7808
2020-07-24,18.5057
2020-07-25,18.5057
2020-07-26,18.5057
2020-07-27,18.3932
2020-07-28,18.3245
2020-07-29,18.649
2020-07-30,18.7153
2020-07-31,18.7521
2020-08-01,18.7521
2020-08-02,18.7521
2020-08-03,19.1003
2020-08-04,18.874
2020-08-05,18.7509
2020-08-06,18.4489
2020-08-07,18.5318
2020-08-08,18.5318
