,PATK US Equity
2023-03-19,5.8611
2023-03-20,5.8575
2023-03-21,5.9217
2023-03-22,5.8673
2023-03-23,5.8138
2023-03-24,5.788
2023-03-25,5.788
2023-03-26,5.788
2023-03-27,5.7893
2023-03-28,5.8326
2023-03-29,5.8152
2023-03-30,5.8138
2023-03-31,7.5931
2023-04-01,7.5931
2023-04-02,7.5931
2023-04-03,7.5807
2023-04-04,7.4387
2023-04-05,7.3694
2023-04-06,7.3344
2023-04-07,7.3344
2023-04-08,7.3344
2023-04-09,7.3344
2023-04-10,7.4387
2023-04-11,7.5891
2023-04-12,7.5638
2023-04-13,7.5745
2023-04-14,7.588
2023-04-15,7.588
2023-04-16,7.588
2023-04-17,7.6105
2023-04-18,7.615
2023-04-19,7.6847
2023-04-20,7.6768
2023-04-21,7.6223
2023-04-22,7.6223
2023-04-23,7.6223
2023-04-24,7.6122
2023-04-25,7.5267
2023-04-26,7.3451
2023-04-27,7.5672
2023-04-28,7.5739
2023-04-29,7.5739
2023-04-30,7.5739
2023-05-01,7.6094
2023-05-02,7.525
2023-05-03,7.4632
2023-05-04,7.3446
2023-05-05,7.4581
2023-05-06,7.4581
2023-05-07,7.4581
2023-05-08,7.4098
2023-05-09,7.3693
2023-05-10,7.3901
2023-05-11,7.3708
2023-05-12,7.3388
2023-05-13,7.3388
2023-05-14,7.3388
2023-05-15,7.4039
2023-05-16,7.3596
2023-05-17,7.5739
2023-05-18,7.6081
2023-05-19,7.5745
2023-05-20,7.5745
2023-05-21,7.5745
2023-05-22,7.5711
2023-05-23,7.5874
2023-05-24,7.5576
2023-05-25,7.6059
2023-05-26,7.685
2023-05-27,7.685
2023-05-28,7.685
2023-05-29,7.685
2023-05-30,7.4409
2023-05-31,7.3921
2023-06-01,7.5301
2023-06-02,7.7922
2023-06-03,7.7922
2023-06-04,7.7922
2023-06-05,7.6098
2023-06-06,7.9403
2023-06-07,8.0721
2023-06-08,8.0654
2023-06-09,8.053
2023-06-10,8.053
2023-06-11,8.053
2023-06-12,8.0794
2023-06-13,8.2354
2023-06-14,8.1265
2023-06-15,8.2017
2023-06-16,8.1047
2023-06-17,8.1047
2023-06-18,8.1047
2023-06-19,8.1047
2023-06-20,8.0766
2023-06-21,8.0592
2023-06-22,7.9812
2023-06-23,7.8988
2023-06-24,7.8988
2023-06-25,7.8988
2023-06-26,7.9363
2023-06-27,8.1159
2023-06-28,8.1473
2023-06-29,8.1714
2023-06-30,10.4996
2023-07-01,10.4996
2023-07-02,10.4996
2023-07-03,10.4981
2023-07-04,10.4981
2023-07-05,10.3619
2023-07-06,10.2875
2023-07-07,10.3776
2023-07-08,10.3776
2023-07-09,10.3776
2023-07-10,10.4736
2023-07-11,10.609
2023-07-12,10.6805
2023-07-13,10.7698
2023-07-14,10.7608
2023-07-15,10.7608
2023-07-16,10.7608
2023-07-17,10.8271
2023-07-18,10.8561
2023-07-19,10.9134
2023-07-20,10.9209
2023-07-21,10.7065
2023-07-22,10.7065
2023-07-23,10.7065
2023-07-24,10.7497
2023-07-25,10.7497
2023-07-26,10.7928
2023-07-27,10.8561
2023-07-28,10.9298
2023-07-29,10.9298
2023-07-30,10.9298
2023-07-31,10.9871
2023-08-01,10.9424
2023-08-02,10.8814
2023-08-03,10.8509
2023-08-04,10.8874
2023-08-05,10.8874
2023-08-06,10.8874
2023-08-07,10.8412
2023-08-08,10.7943
2023-08-09,10.7273
2023-08-10,10.697
2023-08-11,10.6141
2023-08-12,10.6141
2023-08-13,10.6141
2023-08-14,10.6629
2023-08-15,10.5748
2023-08-16,10.5289
2023-08-17,10.4148
2023-08-18,10.4963
2023-08-19,10.4963
2023-08-20,10.4963
2023-08-21,10.4422
2023-08-22,10.4719
2023-08-23,10.5674
2023-08-24,10.4837
2023-08-25,10.4615
2023-08-26,10.4615
2023-08-27,10.4615
2023-08-28,10.5252
2023-08-29,10.8162
2023-08-30,10.7799
2023-08-31,10.74
2023-09-01,10.8162
2023-09-02,10.8162
2023-09-03,10.8162
2023-09-04,10.8162
2023-09-05,10.3704
2023-09-06,10.4333
2023-09-07,10.3504
2023-09-08,10.2808
2023-09-09,10.2808
2023-09-10,10.2808
2023-09-11,10.2512
2023-09-12,10.3193
2023-09-13,10.2949
2023-09-14,10.5437
2023-09-15,10.3074
2023-09-16,10.3074
2023-09-17,10.3074
2023-09-18,10.3682
2023-09-19,10.4215
2023-09-20,10.3497
2023-09-21,10.2449
2023-09-22,10.1652
2023-09-23,10.1652
2023-09-24,10.1652
2023-09-25,10.1986
2023-09-26,10.0194
2023-09-27,10.1393
2023-09-28,10.1919
2023-09-29,10.5351
2023-09-30,10.5351
2023-10-01,10.5351
2023-10-02,10.5335
2023-10-03,10.4554
2023-10-04,10.4897
2023-10-05,10.3311
2023-10-06,10.2585
2023-10-07,10.2585
2023-10-08,10.2585
2023-10-09,10.3111
2023-10-10,10.4315
2023-10-11,10.4235
2023-10-12,10.2681
2023-10-13,10.3032
2023-10-14,10.3032
2023-10-15,10.3032
2023-10-16,10.4514
2023-10-17,10.602
2023-10-18,10.5399
2023-10-19,10.4044
2023-10-20,10.4291
2023-10-21,10.4291
2023-10-22,10.4291
2023-10-23,10.3693
2023-10-24,10.3263
2023-10-25,10.2697
2023-10-26,10.3327
2023-10-27,10.2705
2023-10-28,10.2705
2023-10-29,10.2705
2023-10-30,10.4147
2023-10-31,10.5422
2023-11-01,10.708
2023-11-02,10.8857
2023-11-03,11.0323
2023-11-04,11.0323
2023-11-05,11.0323
2023-11-06,10.8754
2023-11-07,10.8658
2023-11-08,10.7327
2023-11-09,10.6277
2023-11-10,10.7476
2023-11-11,10.7476
2023-11-12,10.7476
2023-11-13,10.7707
2023-11-14,11.155
2023-11-15,11.2233
2023-11-16,11.1908
2023-11-17,11.298
2023-11-18,11.298
2023-11-19,11.298
2023-11-20,11.3369
2023-11-21,11.2178
2023-11-22,11.2408
2023-11-23,11.2408
2023-11-24,11.2892
2023-11-25,11.2892
2023-11-26,11.2892
2023-11-27,11.2535
2023-11-28,11.1185
2023-11-29,11.0637
2023-11-30,11.0685
2023-12-01,11.3146
2023-12-02,11.3146
2023-12-03,11.3146
2023-12-04,11.4203
2023-12-05,11.298
2023-12-06,11.3536
2023-12-07,11.5068
2023-12-08,11.5306
2023-12-09,11.5306
2023-12-10,11.5306
2023-12-11,11.5767
2023-12-12,11.4679
2023-12-13,11.6347
2023-12-14,11.9746
2023-12-15,11.9555
2023-12-16,11.9555
2023-12-17,11.9555
2023-12-18,11.9904
2023-12-19,12.4121
2023-12-20,12.324
2023-12-21,12.3994
2023-12-22,12.4741
2023-12-23,12.4741
2023-12-24,12.4741
2023-12-25,12.4741
2023-12-26,12.5551
2023-12-27,12.6234
2023-12-28,12.598
2023-12-29,12.7034
2023-12-30,12.7034
2023-12-31,12.7034
2024-01-01,12.7034
2024-01-02,12.659
2024-01-03,12.2763
2024-01-04,12.2977
2024-01-05,12.2813
2024-01-06,12.2813
2024-01-07,12.2813
2024-01-08,12.3874
2024-01-09,12.3956
2024-01-10,12.5446
2024-01-11,12.6195
2024-01-12,12.4853
2024-01-13,12.4853
2024-01-14,12.4853
2024-01-15,12.4853
2024-01-16,12.3298
2024-01-17,12.2442
2024-01-18,12.4105
2024-01-19,12.529
2024-01-20,12.529
2024-01-21,12.529
2024-01-22,12.7141
2024-01-23,12.6623
2024-01-24,12.6417
2024-01-25,12.7939
2024-01-26,12.8993
2024-01-27,12.8993
2024-01-28,12.8993
2024-01-29,13.0079
2024-01-30,12.8129
2024-01-31,12.7067
2024-02-01,12.8343
2024-02-02,12.8935
2024-02-03,12.8935
2024-02-04,12.8935
2024-02-05,12.7495
2024-02-06,12.8952
2024-02-07,12.9593
2024-02-08,13.1231
2024-02-09,13.5107
2024-02-10,13.5107
2024-02-11,13.5107
2024-02-12,13.7033
2024-02-13,13.249
2024-02-14,13.4515
2024-02-15,13.5724
2024-02-16,13.5963
2024-02-17,13.5963
2024-02-18,13.5963
2024-02-19,13.5963
2024-02-20,13.6136
2024-02-21,13.6712
2024-02-22,13.8168
2024-02-23,13.8325
2024-02-24,13.8325
2024-02-25,13.8325
2024-02-26,13.9172
2024-02-27,14.0209
2024-02-28,14.1131
2024-02-29,14.4261
2024-03-01,14.6217
2024-03-02,14.6217
2024-03-03,14.6217
2024-03-04,14.5068
2024-03-05,14.2905
2024-03-06,13.8261
2024-03-07,13.8145
2024-03-08,13.7754
2024-03-09,13.7754
2024-03-10,13.7754
2024-03-11,13.7546
2024-03-12,13.5282
2024-03-13,13.678
2024-03-14,13.6356
2024-03-15,13.8286
2024-03-16,13.8286
2024-03-17,13.8286
2024-03-18,13.9044
2024-03-19,13.9268
2024-03-20,13.9351
2024-03-21,14.1432
2024-03-22,14.1032
2024-03-23,14.1032
2024-03-24,14.1032
2024-03-25,14.0392
2024-03-26,14.0699
2024-03-27,14.258
2024-03-28,14.387
2024-03-29,14.387
2024-03-30,14.387
2024-03-31,14.387
2024-04-01,14.3096
2024-04-02,14.2089
2024-04-03,14.1323
2024-04-04,13.8741
2024-04-05,14.0573
2024-04-06,14.0573
2024-04-07,14.0573
2024-04-08,14.0207
