,PATK US Equity
2020-07-28,17.5142
2020-07-29,17.9525
2020-07-30,17.2757
2020-07-31,16.9107
2020-08-01,16.9107
2020-08-02,16.9107
2020-08-03,17.6389
2020-08-04,17.0611
2020-08-05,17.2262
2020-08-06,16.8849
2020-08-07,16.9635
2020-08-08,16.9635
2020-08-09,16.9635
2020-08-10,17.1612
2020-08-11,17.2033
2020-08-12,17.1227
2020-08-13,17.227
2020-08-14,16.9983
2020-08-15,16.9983
2020-08-16,16.9983
2020-08-17,17.3771
2020-08-18,16.9361
2020-08-19,16.9434
2020-08-20,16.7934
2020-08-21,16.6049
2020-08-22,16.6049
2020-08-23,16.6049
2020-08-24,16.6214
2020-08-25,16.3341
2020-08-26,16.1639
2020-08-27,15.9407
2020-08-28,16.0669
2020-08-29,16.0669
2020-08-30,16.0669
2020-08-31,15.4667
2020-09-01,16.0011
2020-09-02,16.1072
2020-09-03,15.1118
2020-09-04,15.1703
2020-09-05,15.1703
2020-09-06,15.1703
2020-09-07,15.1703
2020-09-08,15.0294
2020-09-09,14.9635
2020-09-10,14.8574
2020-09-11,14.7293
2020-09-12,14.7293
2020-09-13,14.7293
2020-09-14,15.0916
2020-09-15,14.8373
2020-09-16,14.8281
2020-09-17,14.6872
2020-09-18,14.6488
2020-09-19,14.6488
2020-09-20,14.6488
2020-09-21,14.2096
2020-09-22,14.9379
2020-09-23,14.8409
2020-09-24,14.8428
2020-09-25,13.2541
2020-09-26,13.2541
2020-09-27,13.2541
2020-09-28,13.5651
2020-09-29,13.6351
2020-09-30,13.7409
2020-10-01,14.5543
2020-10-02,14.6678
2020-10-03,14.6678
2020-10-04,14.6678
2020-10-05,15.1702
2020-10-06,15.0551
2020-10-07,15.178
2020-10-08,14.6461
2020-10-09,14.7643
2020-10-10,14.7643
2020-10-11,14.7643
2020-10-12,14.7658
2020-10-13,14.6865
2020-10-14,14.5154
2020-10-15,14.8622
2020-10-16,14.716
2020-10-17,14.716
2020-10-18,14.716
2020-10-19,14.4548
2020-10-20,14.66
2020-10-21,13.9275
2020-10-22,13.7844
2020-10-23,13.6756
2020-10-24,13.6756
2020-10-25,13.6756
2020-10-26,13.5636
2020-10-27,13.4127
2020-10-28,13.6413
2020-10-29,13.7564
2020-10-30,13.4656
2020-10-31,13.4656
2020-11-01,13.4656
2020-11-02,14.0908
2020-11-03,14.3288
2020-11-04,14.1935
2020-11-05,14.5946
2020-11-06,14.4226
2020-11-07,14.4226
2020-11-08,14.4226
2020-11-09,13.2759
2020-11-10,13.3518
2020-11-11,13.5734
2020-11-12,13.3627
2020-11-13,13.6307
2020-11-14,13.6307
2020-11-15,13.6307
2020-11-16,13.9236
2020-11-17,14.2273
2020-11-18,14.263
2020-11-19,14.2893
2020-11-20,14.3358
2020-11-21,14.3358
2020-11-22,14.3358
2020-11-23,15.0006
2020-11-24,15.1246
2020-11-25,14.827
2020-11-26,14.827
2020-11-27,14.7914
2020-11-28,14.7914
2020-11-29,14.7914
2020-11-30,14.5636
2020-12-01,14.5667
2020-12-02,14.5884
2020-12-03,14.8394
2020-12-04,15.309
2020-12-05,15.309
2020-12-06,15.309
2020-12-07,15.3229
2020-12-08,15.2718
2020-12-09,15.357
2020-12-10,15.3121
2020-12-11,15.419
2020-12-12,15.419
2020-12-13,15.419
2020-12-14,15.4267
2020-12-15,15.966
2020-12-16,15.5972
2020-12-17,15.7568
2020-12-18,15.6452
2020-12-19,15.6452
2020-12-20,15.6452
2020-12-21,15.4422
2020-12-22,15.4159
2020-12-23,15.5212
2020-12-24,15.6994
2020-12-25,15.6994
2020-12-26,15.6994
2020-12-27,15.6994
2020-12-28,15.6607
2020-12-29,15.3291
2020-12-30,15.5398
2020-12-31,14.042
2021-01-01,14.042
2021-01-02,14.042
2021-01-03,14.042
2021-01-04,14.1804
2021-01-05,14.3491
2021-01-06,14.7642
2021-01-07,14.6943
2021-01-08,14.1633
2021-01-09,14.1633
2021-01-10,14.1633
2021-01-11,14.295
2021-01-12,14.7062
2021-01-13,14.4571
2021-01-14,14.5085
2021-01-15,14.2397
2021-01-16,14.2397
2021-01-17,14.2397
2021-01-18,14.2397
2021-01-19,14.7958
2021-01-20,14.8854
2021-01-21,14.606
2021-01-22,14.5784
2021-01-23,14.5784
2021-01-24,14.5784
2021-01-25,14.2081
2021-01-26,14.2555
2021-01-27,13.9986
2021-01-28,14.3016
2021-01-29,14.1356
2021-01-30,14.1356
2021-01-31,14.1356
2021-02-01,14.0882
2021-02-02,14.1712
2021-02-03,14.2766
2021-02-04,14.6377
2021-02-05,14.9935
2021-02-06,14.9935
2021-02-07,14.9935
2021-02-08,15.3137
2021-02-09,15.4494
2021-02-10,15.4771
2021-02-11,15.4705
2021-02-12,15.4454
2021-02-13,15.4454
2021-02-14,15.4454
2021-02-15,15.4454
2021-02-16,15.2834
2021-02-17,15.6431
2021-02-18,15.6352
2021-02-19,15.8342
2021-02-20,15.8342
2021-02-21,15.8342
2021-02-22,15.7815
2021-02-23,15.7999
2021-02-24,16.0002
2021-02-25,15.6168
2021-02-26,15.5168
2021-02-27,15.5168
2021-02-28,15.5168
2021-03-01,16.032
2021-03-02,15.7146
2021-03-03,16.0652
2021-03-04,15.7877
2021-03-05,16.1967
2021-03-06,16.1967
2021-03-07,16.1967
2021-03-08,16.4955
2021-03-09,16.7544
2021-03-10,17.1594
2021-03-11,17.0293
2021-03-12,16.9496
2021-03-13,16.9496
2021-03-14,16.9496
2021-03-15,17.2471
2021-03-16,17.0492
2021-03-17,16.9735
2021-03-18,16.5619
2021-03-19,16.2578
2021-03-20,16.2578
2021-03-21,16.2578
2021-03-22,16.0838
2021-03-23,15.5951
2021-03-24,15.3322
2021-03-25,15.8182
2021-03-26,14.1057
2021-03-27,14.1057
2021-03-28,14.1057
2021-03-29,13.7801
2021-03-30,14.1068
2021-03-31,14.0886
2021-04-01,14.4927
2021-04-02,14.4927
2021-04-03,14.4927
2021-04-04,14.4927
2021-04-05,14.4619
2021-04-06,14.5006
2021-04-07,14.3697
2021-04-08,14.3458
2021-04-09,14.5272
2021-04-10,14.5272
2021-04-11,14.5272
2021-04-12,14.7271
2021-04-13,14.5881
2021-04-14,14.6582
2021-04-15,14.6053
2021-04-16,14.5996
2021-04-17,14.5996
2021-04-18,14.5996
2021-04-19,14.649
2021-04-20,14.4766
2021-04-21,14.6846
2021-04-22,14.4915
2021-04-23,14.7501
2021-04-24,14.7501
2021-04-25,14.7501
2021-04-26,15.4511
2021-04-27,15.4212
2021-04-28,15.5395
2021-04-29,14.9926
2021-04-30,14.7099
2021-05-01,14.7099
2021-05-02,14.7099
2021-05-03,15.1511
2021-05-04,15.1718
2021-05-05,15.1937
2021-05-06,15.4709
2021-05-07,15.6214
2021-05-08,15.6214
2021-05-09,15.6214
2021-05-10,15.2318
2021-05-11,14.9261
2021-05-12,14.3722
2021-05-13,14.8813
2021-05-14,15.0594
2021-05-15,15.0594
2021-05-16,15.0594
2021-05-17,14.987
2021-05-18,14.6699
2021-05-19,14.5929
2021-05-20,14.5584
2021-05-21,14.4802
2021-05-22,14.4802
2021-05-23,14.4802
2021-05-24,14.2193
2021-05-25,14.2056
2021-05-26,14.3182
2021-05-27,14.34
2021-05-28,14.263
2021-05-29,14.263
2021-05-30,14.263
2021-05-31,14.263
2021-06-01,14.417
2021-06-02,14.2837
2021-06-03,13.9987
2021-06-04,13.9067
2021-06-05,13.9067
2021-06-06,13.9067
2021-06-07,13.9159
2021-06-08,14.1182
2021-06-09,13.9044
2021-06-10,13.6413
2021-06-11,13.7114
2021-06-12,13.7114
2021-06-13,13.7114
2021-06-14,13.5459
2021-06-15,13.5574
2021-06-16,13.4988
2021-06-17,12.9184
2021-06-18,12.6449
2021-06-19,12.6449
2021-06-20,12.6449
2021-06-21,12.7736
2021-06-22,12.6506
2021-06-23,12.6403
2021-06-24,12.8402
2021-06-25,10.0854
2021-06-26,10.0854
2021-06-27,10.0854
2021-06-28,9.9388
2021-06-29,9.9577
2021-06-30,9.9953
2021-07-01,10.2008
2021-07-02,10.0493
2021-07-03,10.0493
2021-07-04,10.0493
2021-07-05,10.0493
2021-07-06,9.9077
2021-07-07,9.9429
2021-07-08,9.8504
2021-07-09,10.0362
2021-07-10,10.0362
2021-07-11,10.0362
2021-07-12,10.1377
2021-07-13,9.9683
2021-07-14,9.9094
2021-07-15,9.9765
2021-07-16,10.0772
2021-07-17,10.0772
2021-07-18,10.0772
2021-07-19,9.9216
2021-07-20,10.1459
2021-07-21,10.3555
2021-07-22,10.3596
2021-07-23,10.4046
2021-07-24,10.4046
2021-07-25,10.4046
2021-07-26,10.4791
2021-07-27,10.4185
2021-07-28,10.5053
2021-07-29,10.7763
2021-07-30,10.7836
2021-07-31,10.7836
2021-08-01,10.7836
2021-08-02,10.8565
2021-08-03,10.9285
2021-08-04,10.7943
2021-08-05,10.8084
2021-08-06,10.9886
2021-08-07,10.9886
2021-08-08,10.9886
2021-08-09,10.762
2021-08-10,11.0733
2021-08-11,11.11
2021-08-12,11.1116
2021-08-13,11.075
2021-08-14,11.075
2021-08-15,11.075
2021-08-16,11.0318
2021-08-17,10.8712
2021-08-18,10.7277
2021-08-19,10.6568
2021-08-20,10.7652
2021-08-21,10.7652
2021-08-22,10.7652
2021-08-23,10.8533
2021-08-24,10.9812
2021-08-25,11.0505
2021-08-26,10.8948
2021-08-27,11.0562
2021-08-28,11.0562
2021-08-29,11.0562
2021-08-30,10.9519
2021-08-31,10.6715
2021-09-01,10.6454
2021-09-02,10.7302
2021-09-03,10.6218
2021-09-04,10.6218
2021-09-05,10.6218
2021-09-06,10.6218
2021-09-07,10.5941
2021-09-08,10.5729
2021-09-09,10.5549
2021-09-10,10.4832
2021-09-11,10.4832
2021-09-12,10.4832
2021-09-13,10.6348
2021-09-14,10.4685
2021-09-15,10.5786
2021-09-16,10.5297
2021-09-17,10.5248
2021-09-18,10.5248
2021-09-19,10.5248
2021-09-20,10.418
2021-09-21,10.3528
2021-09-22,10.4742
2021-09-23,10.5696
2021-09-24,9.5573
2021-09-25,9.5573
2021-09-26,9.5573
2021-09-27,9.7179
2021-09-28,9.7632
2021-09-29,9.8114
2021-09-30,9.7354
2021-10-01,10.0399
2021-10-02,10.0399
2021-10-03,10.0399
2021-10-04,9.9639
2021-10-05,9.8865
2021-10-06,9.8019
2021-10-07,9.969
2021-10-08,9.961
2021-10-09,9.961
2021-10-10,9.961
2021-10-11,9.9785
2021-10-12,9.934
2021-10-13,9.8982
2021-10-14,9.7829
2021-10-15,9.6172
2021-10-16,9.6172
2021-10-17,9.6172
2021-10-18,9.7325
2021-10-19,9.6449
2021-10-20,9.5537
2021-10-21,9.5785
2021-10-22,9.5507
2021-10-23,9.5507
2021-10-24,9.5507
2021-10-25,9.4515
2021-10-26,9.3807
2021-10-27,9.3011
2021-10-28,9.504
2021-10-29,9.342
2021-10-30,9.342
2021-10-31,9.342
2021-11-01,9.5288
2021-11-02,9.3916
2021-11-03,9.4215
2021-11-04,9.4179
2021-11-05,9.4887
2021-11-06,9.4887
2021-11-07,9.4887
2021-11-08,9.426
2021-11-09,9.3165
2021-11-10,9.4121
2021-11-11,9.5522
2021-11-12,9.6455
2021-11-13,9.6455
2021-11-14,9.6455
2021-11-15,9.6966
2021-11-16,9.6368
2021-11-17,9.5748
2021-11-18,9.5733
2021-11-19,9.4909
2021-11-20,9.4909
2021-11-21,9.4909
2021-11-22,9.693
2021-11-23,9.6448
2021-11-24,9.6813
2021-11-25,9.6813
2021-11-26,9.4369
2021-11-27,9.4369
2021-11-28,9.4369
2021-11-29,9.4953
2021-11-30,9.4741
2021-12-01,9.6879
2021-12-02,9.8433
2021-12-03,9.7433
2021-12-04,9.7433
2021-12-05,9.7433
2021-12-06,9.9242
2021-12-07,9.2727
2021-12-08,9.2144
2021-12-09,9.1392
2021-12-10,9.0444
2021-12-11,9.0444
2021-12-12,9.0444
2021-12-13,9.1137
2021-12-14,9.148
2021-12-15,9.2129
2021-12-16,9.2859
2021-12-17,9.1779
2021-12-18,9.1779
2021-12-19,9.1779
2021-12-20,9.1181
2021-12-21,9.1422
2021-12-22,9.3012
2021-12-23,9.4135
2021-12-24,9.4135
2021-12-25,9.4135
2021-12-26,9.4135
2021-12-27,9.4208
2021-12-28,9.4814
2021-12-29,9.558
2021-12-30,9.4726
2021-12-31,9.1919
2022-01-01,9.1919
2022-01-02,9.1919
2022-01-03,9.2054
2022-01-04,9.2491
2022-01-05,9.1509
2022-01-06,9.2134
2022-01-07,9.2074
2022-01-08,9.2074
2022-01-09,9.2074
2022-01-10,9.2067
2022-01-11,8.9
2022-01-12,8.9605
2022-01-13,8.9821
2022-01-14,8.9451
2022-01-15,8.9451
2022-01-16,8.9451
2022-01-17,8.9451
2022-01-18,8.6464
2022-01-19,8.5583
2022-01-20,8.1998
2022-01-21,8.0075
2022-01-22,8.0075
2022-01-23,8.0075
2022-01-24,8.2536
2022-01-25,8.1339
2022-01-26,8.1003
2022-01-27,7.9052
2022-01-28,8.0297
2022-01-29,8.0297
2022-01-30,8.0297
2022-01-31,8.0963
2022-02-01,8.4595
2022-02-02,8.331
2022-02-03,8.2967
2022-02-04,8.2314
2022-02-05,8.2314
2022-02-06,8.2314
2022-02-07,8.2792
2022-02-08,8.4588
2022-02-09,8.4911
2022-02-10,8.3935
2022-02-11,8.3774
2022-02-12,8.3774
2022-02-13,8.3774
2022-02-14,8.4426
2022-02-15,8.6168
2022-02-16,8.5523
2022-02-17,8.4245
2022-02-18,8.4184
2022-02-19,8.4184
2022-02-20,8.4184
2022-02-21,8.4184
2022-02-22,8.3586
2022-02-23,8.255
2022-02-24,8.4568
2022-02-25,8.4518
2022-02-26,8.4518
2022-02-27,8.4518
2022-02-28,8.5016
2022-03-01,8.3914
2022-03-02,8.5959
2022-03-03,8.483
2022-03-04,8.3914
2022-03-05,8.3914
2022-03-06,8.3914
2022-03-07,8.0468
2022-03-08,8.1085
2022-03-09,8.244
2022-03-10,8.1497
2022-03-11,8.0488
2022-03-12,8.0488
2022-03-13,8.0488
2022-03-14,8.0036
2022-03-15,8.1709
2022-03-16,8.2234
2022-03-17,8.2885
2022-03-18,8.3774
2022-03-19,8.3774
2022-03-20,8.3774
2022-03-21,8.2573
2022-03-22,8.2898
2022-03-23,7.908
2022-03-24,7.9678
2022-03-25,6.8863
2022-03-26,6.8863
2022-03-27,6.8863
2022-03-28,6.9268
2022-03-29,7.0915
2022-03-30,6.8937
2022-03-31,6.7756
2022-04-01,6.8234
2022-04-02,6.8234
2022-04-03,6.8234
2022-04-04,6.647
2022-04-05,6.6029
2022-04-06,6.5909
2022-04-07,6.5337
2022-04-08,6.582
2022-04-09,6.582
2022-04-10,6.582
2022-04-11,6.6182
2022-04-12,6.6417
2022-04-13,6.7163
2022-04-14,6.6688
2022-04-15,6.6688
2022-04-16,6.6688
2022-04-17,6.6688
2022-04-18,6.6756
2022-04-19,6.8263
2022-04-20,6.7987
2022-04-21,6.8133
2022-04-22,6.782
2022-04-23,6.782
2022-04-24,6.782
2022-04-25,6.8769
2022-04-26,6.7397
2022-04-27,6.7465
2022-04-28,6.9046
2022-04-29,6.8587
2022-04-30,6.8587
2022-05-01,6.8587
2022-05-02,6.9839
2022-05-03,7.1315
2022-05-04,7.2192
2022-05-05,7.0903
2022-05-06,7.0381
2022-05-07,7.0381
2022-05-08,7.0381
2022-05-09,7.0955
2022-05-10,7.0624
2022-05-11,6.9052
2022-05-12,6.9822
2022-05-13,7.1182
2022-05-14,7.1182
2022-05-15,7.1182
2022-05-16,6.9517
2022-05-17,7.0934
2022-05-18,6.8349
2022-05-19,6.6545
2022-05-20,6.5712
2022-05-21,6.5712
2022-05-22,6.5712
2022-05-23,6.5893
2022-05-24,6.4379
2022-05-25,6.6421
2022-05-26,6.6136
2022-05-27,6.655
2022-05-28,6.655
2022-05-29,6.655
2022-05-30,6.655
2022-05-31,6.7186
2022-06-01,6.6881
2022-06-02,6.7542
2022-06-03,6.6545
2022-06-04,6.6545
2022-06-05,6.6545
2022-06-06,6.7791
2022-06-07,6.7057
2022-06-08,6.7005
2022-06-09,6.7258
2022-06-10,6.5593
2022-06-11,6.5593
2022-06-12,6.5593
2022-06-13,6.4689
2022-06-14,6.4606
2022-06-15,6.4901
2022-06-16,6.244
2022-06-17,6.2316
2022-06-18,6.2316
2022-06-19,6.2316
2022-06-20,6.2316
2022-06-21,6.2187
2022-06-22,6.2688
2022-06-23,6.2962
2022-06-24,5.3294
2022-06-25,5.3294
2022-06-26,5.3294
2022-06-27,5.4225
2022-06-28,5.3707
2022-06-29,5.3545
2022-06-30,5.2815
2022-07-01,5.3395
2022-07-02,5.3395
2022-07-03,5.3395
2022-07-04,5.3395
2022-07-05,5.4225
2022-07-06,5.3307
2022-07-07,5.4353
2022-07-08,5.4471
2022-07-09,5.4471
2022-07-10,5.4471
2022-07-11,5.3909
2022-07-12,5.3971
2022-07-13,5.3571
2022-07-14,5.3316
2022-07-15,5.358
2022-07-16,5.358
2022-07-17,5.358
2022-07-18,5.4001
2022-07-19,5.4564
2022-07-20,5.564
2022-07-21,5.5837
2022-07-22,5.5916
2022-07-23,5.5916
2022-07-24,5.5916
2022-07-25,5.6004
2022-07-26,5.5482
2022-07-27,5.5947
2022-07-28,5.6813
2022-07-29,5.6716
2022-07-30,5.6716
2022-07-31,5.6716
2022-08-01,5.6228
2022-08-02,5.4836
2022-08-03,5.6004
2022-08-04,5.499
2022-08-05,5.5064
2022-08-06,5.5064
2022-08-07,5.5064
2022-08-08,5.5754
2022-08-09,5.5091
2022-08-10,5.6147
2022-08-11,5.6763
2022-08-12,5.7321
2022-08-13,5.7321
2022-08-14,5.7321
2022-08-15,5.7806
2022-08-16,5.8452
2022-08-17,5.7474
2022-08-18,5.7723
2022-08-19,5.6998
2022-08-20,5.6998
2022-08-21,5.6998
2022-08-22,5.5951
2022-08-23,5.582
2022-08-24,5.6256
2022-08-25,5.6518
2022-08-26,5.4794
2022-08-27,5.4794
2022-08-28,5.4794
2022-08-29,5.4562
2022-08-30,5.4073
2022-08-31,5.317
2022-09-01,5.3078
2022-09-02,5.234
2022-09-03,5.234
2022-09-04,5.234
2022-09-05,5.234
2022-09-06,5.2201
2022-09-07,5.2122
2022-09-08,5.1362
2022-09-09,5.1878
2022-09-10,5.1878
2022-09-11,5.1878
2022-09-12,5.2943
2022-09-13,5.1118
2022-09-14,5.1135
2022-09-15,5.0987
2022-09-16,5.0926
2022-09-17,5.0926
2022-09-18,5.0926
2022-09-19,5.1122
2022-09-20,5.0472
2022-09-21,5.0275
2022-09-22,4.9979
2022-09-23,4.6866
2022-09-24,4.6866
2022-09-25,4.6866
2022-09-26,4.6823
2022-09-27,4.6897
2022-09-28,4.7417
2022-09-29,4.705
2022-09-30,4.6971
2022-10-01,4.6971
2022-10-02,4.6971
2022-10-03,4.6831
2022-10-04,4.8142
2022-10-05,4.8046
2022-10-06,4.833
2022-10-07,4.6853
2022-10-08,4.6853
2022-10-09,4.6853
2022-10-10,4.7517
2022-10-11,4.7386
2022-10-12,4.7587
2022-10-13,4.7303
2022-10-14,4.7015
2022-10-15,4.7015
2022-10-16,4.7015
2022-10-17,4.7351
2022-10-18,4.7775
2022-10-19,4.6705
2022-10-20,4.6643
2022-10-21,4.7133
2022-10-22,4.7133
2022-10-23,4.7133
2022-10-24,4.7557
2022-10-25,4.7784
2022-10-26,4.7994
2022-10-27,4.9077
2022-10-28,4.8466
2022-10-29,4.8466
2022-10-30,4.8466
2022-10-31,4.7788
2022-11-01,4.8431
2022-11-02,4.7801
2022-11-03,4.7384
2022-11-04,4.7851
2022-11-05,4.7851
2022-11-06,4.7851
2022-11-07,4.8445
2022-11-08,4.8609
2022-11-09,4.8375
2022-11-10,5.0892
2022-11-11,5.1832
2022-11-12,5.1832
2022-11-13,5.1832
2022-11-14,5.1425
2022-11-15,5.1342
2022-11-16,5.0948
2022-11-17,5.1135
2022-11-18,5.1364
2022-11-19,5.1364
2022-11-20,5.1364
2022-11-21,5.0987
2022-11-22,5.165
2022-11-23,5.1732
2022-11-24,5.1732
2022-11-25,5.1702
2022-11-26,5.1702
2022-11-27,5.1702
2022-11-28,5.1407
2022-11-29,5.1641
2022-11-30,5.204
2022-12-01,5.2685
2022-12-02,5.2833
2022-12-03,5.2833
2022-12-04,5.2833
2022-12-05,5.2772
2022-12-06,5.2729
2022-12-07,5.2222
2022-12-08,5.2347
2022-12-09,5.2239
2022-12-10,5.2239
2022-12-11,5.2239
2022-12-12,5.2941
2022-12-13,5.3023
2022-12-14,5.4851
2022-12-15,5.4717
2022-12-16,5.4626
2022-12-17,5.4626
2022-12-18,5.4626
2022-12-19,5.3335
2022-12-20,5.3049
2022-12-21,5.3963
2022-12-22,5.408
2022-12-23,5.431
2022-12-24,5.431
2022-12-25,5.431
2022-12-26,5.431
2022-12-27,5.4626
2022-12-28,5.379
2022-12-29,5.4448
2022-12-30,5.5691
2022-12-31,5.5691
2023-01-01,5.5691
2023-01-02,5.5691
2023-01-03,5.5849
2023-01-04,5.5696
2023-01-05,5.6412
2023-01-06,5.7034
2023-01-07,5.7034
2023-01-08,5.7034
2023-01-09,5.748
2023-01-10,5.7863
2023-01-11,5.8106
2023-01-12,5.8102
2023-01-13,5.8233
2023-01-14,5.8233
2023-01-15,5.8233
2023-01-16,5.8233
2023-01-17,5.789
2023-01-18,5.7056
2023-01-19,5.7043
2023-01-20,5.7714
2023-01-21,5.7714
2023-01-22,5.7714
2023-01-23,5.8571
2023-01-24,5.889
2023-01-25,5.9026
2023-01-26,5.912
2023-01-27,5.9301
2023-01-28,5.9301
2023-01-29,5.9301
2023-01-30,5.9449
2023-01-31,6.0364
2023-02-01,6.1067
2023-02-02,6.2405
2023-02-03,6.3167
2023-02-04,6.3167
2023-02-05,6.3167
2023-02-06,6.213
2023-02-07,6.2185
2023-02-08,6.1432
2023-02-09,6.1563
2023-02-10,6.1919
2023-02-11,6.1919
2023-02-12,6.1919
2023-02-13,6.2554
2023-02-14,6.218
2023-02-15,6.213
2023-02-16,6.2261
2023-02-17,6.1761
2023-02-18,6.1761
2023-02-19,6.1761
2023-02-20,6.1761
2023-02-21,6.0562
2023-02-22,6.109
2023-02-23,6.1184
2023-02-24,6.0844
2023-02-25,6.0844
2023-02-26,6.0844
2023-02-27,6.0831
2023-02-28,6.0858
2023-03-01,6.0858
2023-03-02,6.0982
2023-03-03,6.1379
2023-03-04,6.1379
2023-03-05,6.1379
2023-03-06,6.0969
2023-03-07,6.043
2023-03-08,6.0648
2023-03-09,6.0149
2023-03-10,5.9293
2023-03-11,5.9293
2023-03-12,5.9293
2023-03-13,5.8392
2023-03-14,5.878
2023-03-15,5.8812
2023-03-16,5.9453
2023-03-17,5.8611
2023-03-18,5.8611
