,INGR US Equity
2020-11-18,11.6418
2020-11-19,11.5734
2020-11-20,11.6833
2020-11-21,11.6833
2020-11-22,11.6833
2020-11-23,11.7842
2020-11-24,12.1183
2020-11-25,12.0857
2020-11-26,12.0857
2020-11-27,11.9983
2020-11-28,11.9983
2020-11-29,11.9983
2020-11-30,11.6844
2020-12-01,11.8178
2020-12-02,11.7024
2020-12-03,11.8055
2020-12-04,12.1183
2020-12-05,12.1183
2020-12-06,12.1183
2020-12-07,12.097
2020-12-08,12.0207
2020-12-09,12.1743
2020-12-10,12.1261
2020-12-11,12.1003
2020-12-12,12.1003
2020-12-13,12.1003
2020-12-14,12.0824
2020-12-15,12.218
2020-12-16,12.0118
2020-12-17,11.8739
2020-12-18,11.9692
2020-12-19,11.9692
2020-12-20,11.9692
2020-12-21,11.9053
2020-12-22,11.8167
2020-12-23,11.9624
2020-12-24,11.9322
2020-12-25,11.9322
2020-12-26,11.9322
2020-12-27,11.9322
2020-12-28,12.0387
2020-12-29,11.912
2020-12-30,11.8649
2020-12-31,11.9615
2021-01-01,11.9615
2021-01-02,11.9615
2021-01-03,11.9615
2021-01-04,11.9831
2021-01-05,11.9842
2021-01-06,12.3438
2021-01-07,12.236
2021-01-08,12.16
2021-01-09,12.16
2021-01-10,12.16
2021-01-11,12.0432
2021-01-12,12.0375
2021-01-13,11.9785
2021-01-14,11.991
2021-01-15,11.8821
2021-01-16,11.8821
2021-01-17,11.8821
2021-01-18,11.8821
2021-01-19,11.8571
2021-01-20,12.0114
2021-01-21,11.8265
2021-01-22,11.78
2021-01-23,11.78
2021-01-24,11.78
2021-01-25,11.9229
2021-01-26,11.8764
2021-01-27,11.6099
2021-01-28,11.7653
2021-01-29,11.5985
2021-01-30,11.5985
2021-01-31,11.5985
2021-02-01,11.4681
2021-02-02,11.5509
2021-02-03,12.4731
2021-02-04,12.5481
2021-02-05,12.5027
2021-02-06,12.5027
2021-02-07,12.5027
2021-02-08,12.7558
2021-02-09,12.9237
2021-02-10,12.8783
2021-02-11,12.8443
2021-02-12,12.9203
2021-02-13,12.9203
2021-02-14,12.9203
2021-02-15,12.9203
2021-02-16,12.8908
2021-02-17,12.8307
2021-02-18,12.8454
2021-02-19,12.8942
2021-02-20,12.8942
2021-02-21,12.8942
2021-02-22,13.0406
2021-02-23,13.1995
2021-02-24,13.5649
2021-02-25,13.34
2021-02-26,13.2877
2021-02-27,13.2877
2021-02-28,13.2877
2021-03-01,13.1843
2021-03-02,13.2389
2021-03-03,13.3377
2021-03-04,13.1639
2021-03-05,13.4389
2021-03-06,13.4389
2021-03-07,13.4389
2021-03-08,13.4809
2021-03-09,13.3355
2021-03-10,13.4241
2021-03-11,13.5343
2021-03-12,13.5321
2021-03-13,13.5321
2021-03-14,13.5321
2021-03-15,13.5559
2021-03-16,13.4957
2021-03-17,13.5377
2021-03-18,13.4116
2021-03-19,13.2537
2021-03-20,13.2537
2021-03-21,13.2537
2021-03-22,13.2889
2021-03-23,13.0639
2021-03-24,13.2252
2021-03-25,13.365
2021-03-26,13.5809
2021-03-27,13.5809
2021-03-28,13.5809
2021-03-29,13.4673
2021-03-30,13.5139
2021-03-31,29.6845
2021-04-01,29.7573
2021-04-02,29.7573
2021-04-03,29.7573
2021-04-04,29.7573
2021-04-05,29.7472
2021-04-06,29.7548
2021-04-07,29.7617
2021-04-08,29.8648
2021-04-09,29.8447
2021-04-10,29.8447
2021-04-11,29.8447
2021-04-12,29.9201
2021-04-13,29.8271
2021-04-14,30.0633
2021-04-15,30.2242
2021-04-16,30.4881
2021-04-17,30.4881
2021-04-18,30.4881
2021-04-19,30.4353
2021-04-20,30.2996
2021-04-21,30.4554
2021-04-22,30.287
2021-04-23,30.4629
2021-04-24,30.4629
2021-04-25,30.4629
2021-04-26,30.3096
2021-04-27,30.5358
2021-04-28,30.576
2021-04-29,30.5685
2021-04-30,30.6012
2021-05-01,30.6012
2021-05-02,30.6012
2021-05-03,30.865
2021-05-04,30.6665
2021-05-05,30.2066
2021-05-06,30.7344
2021-05-07,30.891
2021-05-08,30.891
2021-05-09,30.891
2021-05-10,30.9962
2021-05-11,31.0237
2021-05-12,30.911
2021-05-13,31.2991
2021-05-14,31.3442
2021-05-15,31.3442
2021-05-16,31.3442
2021-05-17,31.5595
2021-05-18,31.3918
2021-05-19,31.0813
2021-05-20,30.9185
2021-05-21,31.0137
2021-05-22,31.0137
2021-05-23,31.0137
2021-05-24,31.1689
2021-05-25,30.9686
2021-05-26,31.0337
2021-05-27,30.8484
2021-05-28,30.8935
2021-05-29,30.8935
2021-05-30,30.8935
2021-05-31,30.8935
2021-06-01,31.3417
2021-06-02,31.4443
2021-06-03,31.3016
2021-06-04,31.2515
2021-06-05,31.2515
2021-06-06,31.2515
2021-06-07,31.2065
2021-06-08,31.1464
2021-06-09,31.0412
2021-06-10,30.9411
2021-06-11,30.8034
2021-06-12,30.8034
2021-06-13,30.8034
2021-06-14,30.7308
2021-06-15,30.7658
2021-06-16,30.3602
2021-06-17,30.0197
2021-06-18,29.6567
2021-06-19,29.6567
2021-06-20,29.6567
2021-06-21,29.8745
2021-06-22,29.8119
2021-06-23,29.6667
2021-06-24,29.8069
2021-06-25,29.8595
2021-06-26,29.8595
2021-06-27,29.8595
2021-06-28,29.6592
2021-06-29,29.6567
2021-06-30,21.255
2021-07-01,21.3422
2021-07-02,21.4222
2021-07-03,21.4222
2021-07-04,21.4222
2021-07-05,21.4222
2021-07-06,21.4418
2021-07-07,21.6677
2021-07-08,21.5325
2021-07-09,21.7495
2021-07-10,21.7495
2021-07-11,21.7495
2021-07-12,21.2087
2021-07-13,20.7587
2021-07-14,20.8601
2021-07-15,20.8619
2021-07-16,20.6875
2021-07-17,20.6875
2021-07-18,20.6875
2021-07-19,20.4669
2021-07-20,20.8298
2021-07-21,20.8085
2021-07-22,20.5719
2021-07-23,20.6822
2021-07-24,20.6822
2021-07-25,20.6822
2021-07-26,20.8174
2021-07-27,20.8476
2021-07-28,20.949
2021-07-29,20.9793
2021-07-30,20.7765
2021-07-31,20.7765
2021-08-01,20.7765
2021-08-02,21.0113
2021-08-03,20.7605
2021-08-04,20.2987
2021-08-05,20.2275
2021-08-06,20.479
2021-08-07,20.479
2021-08-08,20.479
2021-08-09,20.4701
2021-08-10,20.6339
2021-08-11,20.762
2021-08-12,20.6784
2021-08-13,20.8795
2021-08-14,20.8795
2021-08-15,20.8795
2021-08-16,20.9346
2021-08-17,20.7585
2021-08-18,20.552
2021-08-19,20.3598
2021-08-20,20.5111
2021-08-21,20.5111
2021-08-22,20.5111
2021-08-23,20.6303
2021-08-24,20.6606
2021-08-25,20.8101
2021-08-26,20.7033
2021-08-27,20.9346
2021-08-28,20.9346
2021-08-29,20.9346
2021-08-30,20.7763
2021-08-31,20.7923
2021-09-01,20.8385
2021-09-02,20.8457
2021-09-03,20.8385
2021-09-04,20.8385
2021-09-05,20.8385
2021-09-06,20.8385
2021-09-07,20.7122
2021-09-08,20.7282
2021-09-09,20.5111
2021-09-10,20.5004
2021-09-11,20.5004
2021-09-12,20.5004
2021-09-13,20.6997
2021-09-14,20.552
2021-09-15,20.8083
2021-09-16,21.0147
2021-09-17,20.7905
2021-09-18,20.7905
2021-09-19,20.7905
2021-09-20,20.6001
2021-09-21,20.6606
2021-09-22,20.7193
2021-09-23,20.9613
2021-09-24,20.9275
2021-09-25,20.9275
2021-09-26,20.9275
2021-09-27,21.1714
2021-09-28,21.0841
2021-09-29,21.3351
2021-09-30,20.1219
2021-10-01,20.3709
2021-10-02,20.3709
2021-10-03,20.3709
2021-10-04,20.5403
2021-10-05,20.8097
2021-10-06,20.9707
2021-10-07,21.0486
2021-10-08,21.1333
2021-10-09,21.1333
2021-10-10,21.1333
2021-10-11,21.2417
2021-10-12,21.2756
2021-10-13,21.0604
2021-10-14,21.379
2021-10-15,21.4552
2021-10-16,21.4552
2021-10-17,21.4552
2021-10-18,21.3756
2021-10-19,21.5111
2021-10-20,21.4518
2021-10-21,21.5026
2021-10-22,21.4772
2021-10-23,21.4772
2021-10-24,21.4772
2021-10-25,21.506
2021-10-26,21.3518
2021-10-27,20.9995
2021-10-28,21.1485
2021-10-29,21.1756
2021-10-30,21.1756
2021-10-31,21.1756
2021-11-01,21.2417
2021-11-02,20.6004
2021-11-03,21.1773
2021-11-04,21.2513
2021-11-05,21.5674
2021-11-06,21.5674
2021-11-07,21.5674
2021-11-08,21.702
2021-11-09,21.8248
2021-11-10,21.9728
2021-11-11,21.7659
2021-11-12,21.7508
2021-11-13,21.7508
2021-11-14,21.7508
2021-11-15,21.8803
2021-11-16,21.7844
2021-11-17,21.6751
2021-11-18,21.5909
2021-11-19,21.342
2021-11-20,21.342
2021-11-21,21.342
2021-11-22,21.4984
2021-11-23,21.6061
2021-11-24,21.5556
2021-11-25,21.5556
2021-11-26,21.2949
2021-11-27,21.2949
2021-11-28,21.2949
2021-11-29,21.4883
2021-11-30,20.7094
2021-12-01,20.6892
2021-12-02,20.8709
2021-12-03,20.8743
2021-12-04,20.8743
2021-12-05,20.8743
2021-12-06,21.3134
2021-12-07,21.3369
2021-12-08,21.3857
2021-12-09,21.2545
2021-12-10,21.2511
2021-12-11,21.2511
2021-12-12,21.2511
2021-12-13,20.9685
2021-12-14,21.0829
2021-12-15,21.1384
2021-12-16,21.3016
2021-12-17,21.0846
2021-12-18,21.0846
2021-12-19,21.0846
2021-12-20,20.7952
2021-12-21,21.1165
2021-12-22,21.0004
2021-12-23,20.992
2021-12-24,20.992
2021-12-25,20.992
2021-12-26,20.992
2021-12-27,21.1603
2021-12-28,21.4193
2021-12-29,21.3638
2021-12-30,21.2747
2021-12-31,26.4932
2022-01-01,26.4932
2022-01-02,26.4932
2022-01-03,26.5936
2022-01-04,26.7273
2022-01-05,26.9008
2022-01-06,26.9405
2022-01-07,27.0931
2022-01-08,27.0931
2022-01-09,27.0931
2022-01-10,27.1349
2022-01-11,27.2415
2022-01-12,27.2289
2022-01-13,27.3355
2022-01-14,27.4066
2022-01-15,27.4066
2022-01-16,27.4066
2022-01-17,27.4066
2022-01-18,27.3105
2022-01-19,27.3418
2022-01-20,27.1349
2022-01-21,26.7127
2022-01-22,26.7127
2022-01-23,26.7127
2022-01-24,26.4619
2022-01-25,26.0648
2022-01-26,25.9749
2022-01-27,26.0606
2022-01-28,26.0522
2022-01-29,26.0522
2022-01-30,26.0522
2022-01-31,26.0878
2022-02-01,26.2215
2022-02-02,26.4076
2022-02-03,24.4429
2022-02-04,24.1106
2022-02-05,24.1106
2022-02-06,24.1106
2022-02-07,24.1106
2022-02-08,24.3321
2022-02-09,24.4805
2022-02-10,24.1628
2022-02-11,24.4784
2022-02-12,24.4784
2022-02-13,24.4784
2022-02-14,24.4053
2022-02-15,24.6874
2022-02-16,24.8254
2022-02-17,24.8567
2022-02-18,24.8484
2022-02-19,24.8484
2022-02-20,24.8484
2022-02-21,24.8484
2022-02-22,24.9087
2022-02-23,24.9695
2022-02-24,24.6069
2022-02-25,25.2818
2022-02-26,25.2818
2022-02-27,25.2818
2022-02-28,24.892
2022-03-01,24.7033
2022-03-02,24.8102
2022-03-03,24.5734
2022-03-04,24.1564
2022-03-05,24.1564
2022-03-06,24.1564
2022-03-07,23.5067
2022-03-08,24.1312
2022-03-09,24.4204
2022-03-10,23.8567
2022-03-11,23.689
2022-03-12,23.689
2022-03-13,23.689
2022-03-14,23.6786
2022-03-15,23.6241
2022-03-16,23.8064
2022-03-17,23.9908
2022-03-18,24.257
2022-03-19,24.257
2022-03-20,24.257
2022-03-21,24.2507
2022-03-22,24.1857
2022-03-23,24.1312
2022-03-24,24.3618
2022-03-25,24.6426
2022-03-26,24.6426
2022-03-27,24.6426
2022-03-28,24.6342
2022-03-29,24.8731
2022-03-30,24.7348
2022-03-31,11.3452
2022-04-01,11.6266
2022-04-02,11.6266
2022-04-03,11.6266
2022-04-04,11.5782
2022-04-05,11.5589
2022-04-06,11.5154
2022-04-07,11.5009
2022-04-08,11.546
2022-04-09,11.546
2022-04-10,11.546
2022-04-11,11.6038
2022-04-12,11.3619
2022-04-13,11.4467
2022-04-14,11.545
2022-04-15,11.545
2022-04-16,11.545
2022-04-17,11.545
2022-04-18,11.4988
2022-04-19,11.6192
2022-04-20,11.6501
2022-04-21,11.6202
2022-04-22,11.3735
2022-04-23,11.3735
2022-04-24,11.3735
2022-04-25,11.2848
2022-04-26,11.1075
2022-04-27,11.1779
2022-04-28,11.2405
2022-04-29,11.121
2022-04-30,11.121
2022-05-01,11.121
2022-05-02,11.1634
2022-05-03,11.2569
2022-05-04,11.5421
2022-05-05,11.4209
2022-05-06,11.394
2022-05-07,11.394
2022-05-08,11.394
2022-05-09,11.2203
2022-05-10,11.2203
2022-05-11,11.251
2022-05-12,11.5063
2022-05-13,11.8047
2022-05-14,11.8047
2022-05-15,11.8047
2022-05-16,11.8009
2022-05-17,12.0389
2022-05-18,11.7836
2022-05-19,11.7558
2022-05-20,11.7308
2022-05-21,11.7308
2022-05-22,11.7308
2022-05-23,11.9113
2022-05-24,11.7472
2022-05-25,11.9852
2022-05-26,11.9391
2022-05-27,11.9986
2022-05-28,11.9986
2022-05-29,11.9986
2022-05-30,11.9986
2022-05-31,12.0063
2022-06-01,12.1243
2022-06-02,11.871
2022-06-03,11.8546
2022-06-04,11.8546
2022-06-05,11.8546
2022-06-06,11.8153
2022-06-07,11.8911
2022-06-08,11.845
2022-06-09,11.6829
2022-06-10,11.5466
2022-06-11,11.5466
2022-06-12,11.5466
2022-06-13,11.2894
2022-06-14,11.2558
2022-06-15,11.3124
2022-06-16,11.0543
2022-06-17,11.0399
2022-06-18,11.0399
2022-06-19,11.0399
2022-06-20,11.0399
2022-06-21,11.1742
2022-06-22,11.0552
2022-06-23,11.0648
2022-06-24,11.4026
2022-06-25,11.4026
2022-06-26,11.4026
2022-06-27,11.5504
2022-06-28,11.5187
2022-06-29,11.49
2022-06-30,11.7356
2022-07-01,11.8911
2022-07-02,11.8911
2022-07-03,11.8911
2022-07-04,11.8911
2022-07-05,11.7881
2022-07-06,11.6821
2022-07-07,11.8104
2022-07-08,11.6335
2022-07-09,11.6335
2022-07-10,11.6335
2022-07-11,11.5547
2022-07-12,11.615
2022-07-13,11.5703
2022-07-14,11.474
2022-07-15,11.5119
2022-07-16,11.5119
2022-07-17,11.5119
2022-07-18,11.4477
2022-07-19,11.6092
2022-07-20,11.6335
2022-07-21,11.5975
2022-07-22,11.6325
2022-07-23,11.6325
2022-07-24,11.6325
2022-07-25,11.8095
2022-07-26,11.861
2022-07-27,11.8406
2022-07-28,11.8795
2022-07-29,12.0098
2022-07-30,12.0098
2022-07-31,12.0098
2022-08-01,12.0915
2022-08-02,11.9903
2022-08-03,12.073
2022-08-04,12.0166
2022-08-05,12.0846
2022-08-06,12.0846
2022-08-07,12.0846
2022-08-08,11.9981
2022-08-09,11.9722
2022-08-10,12.1214
2022-08-11,12.1772
2022-08-12,12.1666
2022-08-13,12.1666
2022-08-14,12.1666
2022-08-15,12.2522
2022-08-16,12.3359
2022-08-17,12.2233
2022-08-18,12.2792
2022-08-19,12.2214
2022-08-20,12.2214
2022-08-21,12.2214
2022-08-22,12.0194
2022-08-23,11.9203
2022-08-24,11.7952
2022-08-25,11.9376
2022-08-26,11.7798
2022-08-27,11.7798
2022-08-28,11.7798
2022-08-29,11.7076
2022-08-30,11.649
2022-08-31,11.5402
2022-09-01,11.4835
2022-09-02,11.3901
2022-09-03,11.3901
2022-09-04,11.3901
2022-09-05,11.3901
2022-09-06,11.2564
2022-09-07,11.344
2022-09-08,11.3526
2022-09-09,11.4123
2022-09-10,11.4123
2022-09-11,11.4123
2022-09-12,11.4604
2022-09-13,11.2141
2022-09-14,11.1871
2022-09-15,11.1381
2022-09-16,11.1592
2022-09-17,11.1592
2022-09-18,11.1592
2022-09-19,11.2718
2022-09-20,11.216
2022-09-21,11.1467
2022-09-22,11.0707
2022-09-23,10.8696
2022-09-24,10.8696
2022-09-25,10.8696
2022-09-26,10.7628
2022-09-27,11.1284
2022-09-28,11.1371
2022-09-29,11.0611
2022-09-30,10.8477
2022-10-01,10.8477
2022-10-02,10.8477
2022-10-03,10.9605
2022-10-04,11.1539
2022-10-05,10.9852
2022-10-06,10.8676
2022-10-07,10.8524
2022-10-08,10.8524
2022-10-09,10.8524
2022-10-10,10.9027
2022-10-11,10.9785
2022-10-12,10.9567
2022-10-13,11.1179
2022-10-14,11.0155
2022-10-15,11.0155
2022-10-16,11.0155
2022-10-17,11.1179
2022-10-18,11.1748
2022-10-19,11.1701
2022-10-20,11.0364
2022-10-21,11.1739
2022-10-22,11.1739
2022-10-23,11.1739
2022-10-24,11.2013
2022-10-25,11.3569
2022-10-26,11.3938
2022-10-27,11.5038
2022-10-28,11.6271
2022-10-29,11.6271
2022-10-30,11.6271
2022-10-31,11.6631
2022-11-01,11.6252
2022-11-02,11.5266
2022-11-03,11.8869
2022-11-04,12.049
2022-11-05,12.049
2022-11-06,12.049
2022-11-07,12.0508
2022-11-08,12.0423
2022-11-09,11.9436
2022-11-10,12.1656
2022-11-11,11.9939
2022-11-12,11.9939
2022-11-13,11.9939
2022-11-14,12.0205
2022-11-15,12.1704
2022-11-16,12.1296
2022-11-17,12.1305
2022-11-18,12.2577
2022-11-19,12.2577
2022-11-20,12.2577
2022-11-21,12.3079
2022-11-22,12.5043
2022-11-23,12.5091
2022-11-24,12.5091
2022-11-25,12.5755
2022-11-26,12.5755
2022-11-27,12.5755
2022-11-28,12.473
2022-11-29,12.3876
2022-11-30,12.5072
2022-12-01,12.5148
2022-12-02,12.7424
2022-12-03,12.7424
2022-12-04,12.7424
2022-12-05,12.6533
2022-12-06,12.5053
2022-12-07,12.6144
2022-12-08,12.6058
2022-12-09,12.5347
2022-12-10,12.5347
2022-12-11,12.5347
2022-12-12,12.6039
2022-12-13,12.6779
2022-12-14,12.6988
2022-12-15,12.5489
2022-12-16,12.5072
2022-12-17,12.5072
2022-12-18,12.5072
2022-12-19,12.4275
2022-12-20,12.4607
2022-12-21,12.6096
2022-12-22,12.5508
2022-12-23,12.5926
2022-12-24,12.5926
2022-12-25,12.5926
2022-12-26,12.5926
2022-12-27,12.6476
2022-12-28,12.5186
2022-12-29,12.5271
2022-12-30,11.7124
2022-12-31,11.7124
2023-01-01,11.7124
2023-01-02,11.7124
2023-01-03,11.6668
2023-01-04,11.7218
2023-01-05,11.6306
2023-01-06,11.7975
2023-01-07,11.7975
2023-01-08,11.7975
2023-01-09,11.7029
2023-01-10,11.7838
2023-01-11,11.8302
2023-01-12,11.9232
2023-01-13,11.9034
2023-01-14,11.9034
2023-01-15,11.9034
2023-01-16,11.9034
2023-01-17,12.2724
2023-01-18,12.0883
2023-01-19,12.1038
2023-01-20,12.0754
2023-01-21,12.0754
2023-01-22,12.0754
2023-01-23,11.9946
2023-01-24,12.0057
2023-01-25,12.1064
2023-01-26,12.1193
2023-01-27,12.0075
2023-01-28,12.0075
2023-01-29,12.0075
2023-01-30,12.0135
2023-01-31,12.1313
2023-02-01,12.1202
2023-02-02,11.9971
2023-02-03,12.0832
2023-02-04,12.0832
2023-02-05,12.0832
2023-02-06,12.0238
2023-02-07,11.949
2023-02-08,11.9966
2023-02-09,11.7224
2023-02-10,11.8078
2023-02-11,11.8078
2023-02-12,11.8078
2023-02-13,11.8293
2023-02-14,11.7888
2023-02-15,11.7957
2023-02-16,11.8018
2023-02-17,11.8285
2023-02-18,11.8285
2023-02-19,11.8285
2023-02-20,11.8285
2023-02-21,11.9134
2023-02-22,11.987
2023-02-23,12.0597
2023-02-24,12.0935
2023-02-25,12.0935
2023-02-26,12.0935
2023-02-27,11.9974
2023-02-28,11.8909
2023-03-01,12.0216
2023-03-02,11.9576
2023-03-03,11.981
2023-03-04,11.981
2023-03-05,11.981
2023-03-06,11.8329
2023-03-07,11.7248
2023-03-08,11.7248
2023-03-09,11.7265
2023-03-10,11.5863
2023-03-11,11.5863
2023-03-12,11.5863
2023-03-13,11.5162
2023-03-14,11.7057
2023-03-15,11.5136
2023-03-16,11.6148
2023-03-17,11.6486
