,CORT US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-09,16.3851
2023-03-10,15.9636
2023-03-11,15.9636
2023-03-12,15.9636
2023-03-13,15.9923
2023-03-14,16.3755
2023-03-15,16.318
2023-03-16,16.1168
2023-03-17,15.9061
2023-03-18,15.9061
2023-03-19,15.9061
2023-03-20,16.1552
2023-03-21,16.4904
2023-03-22,16.0977
2023-03-23,16.3563
2023-03-24,16.9886
2023-03-25,16.9886
2023-03-26,16.9886
2023-03-27,16.864
2023-03-28,17.0652
2023-03-29,16.9886
2023-03-30,16.8545
2023-03-31,18.5927
2023-04-01,18.5927
2023-04-02,18.5927
2023-04-03,19.5033
2023-04-04,19.0344
2023-04-05,18.8196
2023-04-06,19.3243
2023-04-07,19.3243
2023-04-08,19.3243
2023-04-09,19.3243
2023-04-10,19.6894
2023-04-11,19.0773
2023-04-12,18.7337
2023-04-13,19.5821
2023-04-14,19.1955
2023-04-15,19.1955
2023-04-16,19.1955
2023-04-17,18.0394
2023-04-18,17.7268
2023-04-19,17.6764
2023-04-20,17.8781
2023-04-21,18.0394
2023-04-22,18.0394
2023-04-23,18.0394
2023-04-24,18.0798
2023-04-25,17.8276
2023-04-26,17.8075
2023-04-27,17.8882
2023-04-28,18.11
2023-04-29,18.11
2023-04-30,18.11
2023-05-01,18.3521
2023-05-02,17.9688
2023-05-03,18.6855
2023-05-04,19.5932
2023-05-05,19.6638
2023-05-06,19.6638
2023-05-07,19.6638
2023-05-08,19.3511
2023-05-09,19.4117
2023-05-10,19.5932
2023-05-11,19.5024
2023-05-12,19.2301
2023-05-13,19.2301
2023-05-14,19.2301
2023-05-15,19.6537
2023-05-16,19.8857
2023-05-17,20.037
2023-05-18,19.6436
2023-05-19,19.694
2023-05-20,19.694
2023-05-21,19.694
2023-05-22,20.2387
2023-05-23,20.753
2023-05-24,20.2891
2023-05-25,20.1176
2023-05-26,19.573
2023-05-27,19.573
2023-05-28,19.573
2023-05-29,19.573
2023-05-30,18.6351
2023-05-31,19.0788
2023-06-01,18.5544
2023-06-02,18.8469
2023-06-03,18.8469
2023-06-04,18.8469
2023-06-05,18.8166
2023-06-06,19.1494
2023-06-07,19.4621
2023-06-08,19.6335
2023-06-09,18.9074
2023-06-10,18.9074
2023-06-11,18.9074
2023-06-12,18.9679
2023-06-13,18.8973
2023-06-14,18.3023
2023-06-15,18.7763
2023-06-16,18.7158
2023-06-17,18.7158
2023-06-18,18.7158
2023-06-19,18.7158
2023-06-20,18.4838
2023-06-21,18.04
2023-06-22,17.9291
2023-06-23,17.4349
2023-06-24,17.4349
2023-06-25,17.4349
2023-06-26,17.1626
2023-06-27,17.1525
2023-06-28,17.0113
2023-06-29,17.203
2023-06-30,19.1885
2023-07-01,19.1885
2023-07-02,19.1885
2023-07-03,19.0446
2023-07-04,19.0446
2023-07-05,19.0754
2023-07-06,18.9008
2023-07-07,19.1063
2023-07-08,19.1063
2023-07-09,19.1063
2023-07-10,19.435
2023-07-11,19.5069
2023-07-12,19.6611
2023-07-13,19.5686
2023-07-14,19.7741
2023-07-15,19.7741
2023-07-16,19.7741
2023-07-17,19.8974
2023-07-18,20.3083
2023-07-19,20.0309
2023-07-20,20.298
2023-07-21,20.822
2023-07-22,20.822
2023-07-23,20.822
2023-07-24,21.2843
2023-07-25,21.3665
2023-07-26,22.1063
2023-07-27,22.0446
2023-07-28,22.3734
2023-07-29,22.3734
2023-07-30,22.3734
2023-07-31,22.507
2023-08-01,22.0138
2023-08-02,22.2691
2023-08-03,28.7309
2023-08-04,28.679
2023-08-05,28.679
2023-08-06,28.679
2023-08-07,27.6833
2023-08-08,27.9426
2023-08-09,27.6211
2023-08-10,28.1708
2023-08-11,28.3471
2023-08-12,28.3471
2023-08-13,28.3471
2023-08-14,28.5545
2023-08-15,28.4404
2023-08-16,28.0256
2023-08-17,27.9737
2023-08-18,28.4093
2023-08-19,28.4093
2023-08-20,28.4093
2023-08-21,28.9176
2023-08-22,29.208
2023-08-23,29.3221
2023-08-24,29.2806
2023-08-25,29.2391
2023-08-26,29.2391
2023-08-27,29.2391
2023-08-28,29.7473
2023-08-29,30.38
2023-08-30,30.4215
2023-08-31,30.2763
2023-09-01,30.66
2023-09-02,30.66
2023-09-03,30.66
2023-09-04,30.66
2023-09-05,29.1561
2023-09-06,29.0316
2023-09-07,30.7119
2023-09-08,30.4941
2023-09-09,30.4941
2023-09-10,30.4941
2023-09-11,30.5978
2023-09-12,30.5874
2023-09-13,31.1994
2023-09-14,31.3861
2023-09-15,31.0438
2023-09-16,31.0438
2023-09-17,31.0438
2023-09-18,29.851
2023-09-19,30.5252
2023-09-20,29.5606
2023-09-21,29.4465
2023-09-22,29.1457
2023-09-23,29.1457
2023-09-24,29.1457
2023-09-25,29.851
2023-09-26,30.0066
2023-09-27,29.9029
2023-09-28,30.546
2023-09-29,24.2528
2023-09-30,24.2528
2023-10-01,24.2528
2023-10-02,23.2546
2023-10-03,23.1292
2023-10-04,22.847
2023-10-05,23.4636
2023-10-06,23.3696
2023-10-07,23.3696
2023-10-08,23.3696
2023-10-09,23.6204
2023-10-10,24.4043
2023-10-11,24.6133
2023-10-12,24.6447
2023-10-13,24.582
2023-10-14,24.582
2023-10-15,24.582
2023-10-16,25.1359
2023-10-17,25.3868
2023-10-18,25.345
2023-10-19,25.0419
2023-10-20,24.9583
2023-10-21,24.9583
2023-10-22,24.9583
2023-10-23,24.258
2023-10-24,25.0941
2023-10-25,24.5297
2023-10-26,24.582
2023-10-27,24.2684
2023-10-28,24.2684
2023-10-29,24.2684
2023-10-30,24.3416
2023-10-31,25.1255
2023-11-01,25.2891
2023-11-02,22.3472
2023-11-03,22.6939
2023-11-04,22.6939
2023-11-05,22.6939
2023-11-06,22.9986
2023-11-07,22.82
2023-11-08,22.841
2023-11-09,21.948
2023-11-10,22.0741
2023-11-11,22.0741
2023-11-12,22.0741
2023-11-13,21.8534
2023-11-14,22.5048
2023-11-15,22.4418
2023-11-16,22.1581
2023-11-17,22.9986
2023-11-18,22.9986
2023-11-19,22.9986
2023-11-20,23.0302
2023-11-21,22.4838
2023-11-22,22.3998
2023-11-23,22.3998
2023-11-24,22.3893
2023-11-25,22.3893
2023-11-26,22.3893
2023-11-27,22.3262
2023-11-28,22.5153
2023-11-29,22.6309
2023-11-30,22.5363
2023-12-01,23.0617
2023-12-02,23.0617
2023-12-03,23.0617
2023-12-04,23.3664
2023-12-05,23.5765
2023-12-06,24.1859
2023-12-07,23.8602
2023-12-08,23.6605
2023-12-09,23.6605
2023-12-10,23.6605
2023-12-11,24.3435
2023-12-12,25.0369
2023-12-13,27.3693
2023-12-14,27.1172
2023-12-15,27.0331
2023-12-16,27.0331
2023-12-17,27.0331
2023-12-18,27.8631
2023-12-19,28.5881
2023-12-20,28.2204
2023-12-21,29.0399
2023-12-22,30.1956
2023-12-23,30.1956
2023-12-24,30.1956
2023-12-25,30.1956
2023-12-26,29.8384
2023-12-27,30.2586
2023-12-28,30.3217
2023-12-29,27.2456
2023-12-30,27.2456
2023-12-31,27.2456
2024-01-01,27.2456
2024-01-02,19.2514
2024-01-03,20.4333
2024-01-04,20.3852
2024-01-05,19.3667
2024-01-06,19.3667
2024-01-07,19.3667
2024-01-08,22.4222
2024-01-09,20.1546
2024-01-10,19.6165
2024-01-11,18.5692
2024-01-12,18.329
2024-01-13,18.329
2024-01-14,18.329
2024-01-15,18.329
2024-01-16,19.6838
2024-01-17,19.8856
2024-01-18,19.8087
2024-01-19,19.5012
2024-01-20,19.5012
2024-01-21,19.5012
2024-01-22,18.6749
2024-01-23,18.5596
2024-01-24,18.0119
2024-01-25,18.0984
2024-01-26,16.8493
2024-01-27,16.8493
2024-01-28,16.8493
2024-01-29,17.4931
2024-01-30,17.0511
2024-01-31,16.3113
2024-02-01,16.8205
2024-02-02,16.7725
2024-02-03,16.7725
2024-02-04,16.7725
2024-02-05,16.6668
2024-02-06,17.1952
2024-02-07,17.4258
2024-02-08,17.6468
2024-02-09,18.1465
2024-02-10,18.1465
2024-02-11,18.1465
2024-02-12,19.0496
2024-02-13,18.1849
2024-02-14,19.2899
2024-02-15,19.6391
2024-02-16,17.9505
2024-02-17,17.9505
2024-02-18,17.9505
2024-02-19,17.9505
2024-02-20,17.8251
2024-02-21,16.9374
2024-02-22,18.2207
2024-02-23,17.6996
2024-02-24,17.6996
2024-02-25,17.6996
2024-02-26,18.3558
2024-02-27,19.34
2024-02-28,18.9058
2024-02-29,18.7128
2024-03-01,19.2531
2024-03-02,19.2531
2024-03-03,19.2531
2024-03-04,19.34
2024-03-05,18.404
2024-03-06,18.2593
2024-03-07,18.597
2024-03-08,18.8479
2024-03-09,18.8479
2024-03-10,18.8479
2024-03-11,18.954
2024-03-12,19.6391
2024-03-13,19.3882
2024-03-14,18.8768
2024-03-15,18.4523
2024-03-16,18.4523
2024-03-17,18.4523
2024-03-18,19.4944
2024-03-19,19.4365
2024-03-20,19.5908
2024-03-21,19.9189
2024-03-22,19.6777
2024-03-23,19.6777
2024-03-24,19.6777
2024-03-25,19.8321
2024-03-26,19.9189
2024-03-27,20.4689
2024-03-28,20.3435
2024-03-29,20.3435
2024-03-30,20.3435
2024-03-31,20.3435
2024-04-01,20.8742
2024-04-02,20.5075
2024-04-03,20.7873
2024-04-04,20.2084
2024-04-05,20.3531
2024-04-06,20.3531
2024-04-07,20.3531
2024-04-08,19.4172
