,FFIV US Equity
2023-03-19,18.9918
2023-03-20,19.2592
2023-03-21,19.5718
2023-03-22,18.9833
2023-03-23,18.931
2023-03-24,19.047
2023-03-25,19.047
2023-03-26,19.047
2023-03-27,18.7966
2023-03-28,18.8673
2023-03-29,19.1644
2023-03-30,19.3497
2023-03-31,17.9881
2023-04-01,17.9881
2023-04-02,17.9881
2023-04-03,17.8546
2023-04-04,18.0339
2023-04-05,18.1858
2023-04-06,18.1217
2023-04-07,18.1217
2023-04-08,18.1217
2023-04-09,18.1217
2023-04-10,18.1073
2023-04-11,17.996
2023-04-12,17.7996
2023-04-13,18.2133
2023-04-14,17.9567
2023-04-15,17.9567
2023-04-16,17.9567
2023-04-17,17.9344
2023-04-18,17.6215
2023-04-19,16.8569
2023-04-20,18.1988
2023-04-21,18.1786
2023-04-22,18.1786
2023-04-23,18.1786
2023-04-24,18.1226
2023-04-25,17.6425
2023-04-26,17.6971
2023-04-27,17.8969
2023-04-28,18.2275
2023-04-29,18.2275
2023-04-30,18.2275
2023-05-01,18.2131
2023-05-02,17.8581
2023-05-03,17.7618
2023-05-04,17.7632
2023-05-05,18.0646
2023-05-06,18.0646
2023-05-07,18.0646
2023-05-08,18.3262
2023-05-09,18.286
2023-05-10,18.3579
2023-05-11,18.2917
2023-05-12,18.7029
2023-05-13,18.7029
2023-05-14,18.7029
2023-05-15,19.0306
2023-05-16,18.7086
2023-05-17,18.9214
2023-05-18,19.3239
2023-05-19,19.4029
2023-05-20,19.4029
2023-05-21,19.4029
2023-05-22,19.7221
2023-05-23,19.6531
2023-05-24,19.4202
2023-05-25,19.7508
2023-05-26,20.218
2023-05-27,20.218
2023-05-28,20.218
2023-05-29,20.218
2023-05-30,20.1361
2023-05-31,20.1289
2023-06-01,19.9377
2023-06-02,20.0096
2023-06-03,20.0096
2023-06-04,20.0096
2023-06-05,19.7523
2023-06-06,19.7868
2023-06-07,19.8414
2023-06-08,19.9204
2023-06-09,20.0139
2023-06-10,20.0139
2023-06-11,20.0139
2023-06-12,20.2827
2023-06-13,20.53
2023-06-14,20.4365
2023-06-15,20.6938
2023-06-16,20.7614
2023-06-17,20.7614
2023-06-18,20.7614
2023-06-19,20.7614
2023-06-20,20.3531
2023-06-21,19.8529
2023-06-22,19.7379
2023-06-23,19.6789
2023-06-24,19.6789
2023-06-25,19.6789
2023-06-26,19.6689
2023-06-27,19.9521
2023-06-28,19.7321
2023-06-29,19.8687
2023-06-30,20.2546
2023-07-01,20.2546
2023-07-02,20.2546
2023-07-03,20.2343
2023-07-04,20.2343
2023-07-05,20.2517
2023-07-06,19.8062
2023-07-07,19.8425
2023-07-08,19.8425
2023-07-09,19.8425
2023-07-10,20.4418
2023-07-11,20.6072
2023-07-12,20.5535
2023-07-13,20.7596
2023-07-14,20.3417
2023-07-15,20.3417
2023-07-16,20.3417
2023-07-17,20.523
2023-07-18,20.761
2023-07-19,20.8989
2023-07-20,20.6653
2023-07-21,20.6261
2023-07-22,20.6261
2023-07-23,20.6261
2023-07-24,20.4053
2023-07-25,21.6533
2023-07-26,21.0713
2023-07-27,21.1652
2023-07-28,21.2335
2023-07-29,21.2335
2023-07-30,21.2335
2023-07-31,21.548
2023-08-01,21.7814
2023-08-02,21.6433
2023-08-03,21.9849
2023-08-04,21.7299
2023-08-05,21.7299
2023-08-06,21.7299
2023-08-07,21.9121
2023-08-08,21.7768
2023-08-09,21.6786
2023-08-10,21.4794
2023-08-11,21.3897
2023-08-12,21.3897
2023-08-13,21.3897
2023-08-14,21.5107
2023-08-15,21.1691
2023-08-16,21.1762
2023-08-17,21.1193
2023-08-18,21.1364
2023-08-19,21.1364
2023-08-20,21.1364
2023-08-21,21.2573
2023-08-22,21.246
2023-08-23,21.5577
2023-08-24,21.2047
2023-08-25,21.4167
2023-08-26,21.4167
2023-08-27,21.4167
2023-08-28,21.6345
2023-08-29,21.9718
2023-08-30,22.1924
2023-08-31,22.3234
2023-09-01,22.4586
2023-09-02,22.4586
2023-09-03,22.4586
2023-09-04,22.4586
2023-09-05,22.4557
2023-09-06,22.3462
2023-09-07,22.0088
2023-09-08,21.8807
2023-09-09,21.8807
2023-09-10,21.8807
2023-09-11,21.8964
2023-09-12,21.8338
2023-09-13,21.8537
2023-09-14,21.9049
2023-09-15,21.5847
2023-09-16,21.5847
2023-09-17,21.5847
2023-09-18,21.9177
2023-09-19,21.9832
2023-09-20,21.9049
2023-09-21,21.4481
2023-09-22,21.6117
2023-09-23,21.6117
2023-09-24,21.6117
2023-09-25,21.5918
2023-09-26,21.1776
2023-09-27,21.4594
2023-09-28,21.9832
2023-09-29,18.7793
2023-09-30,18.7793
2023-10-01,18.7793
2023-10-02,18.8804
2023-10-03,18.5782
2023-10-04,18.1231
2023-10-05,18.0935
2023-10-06,18.1847
2023-10-07,18.1847
2023-10-08,18.1847
2023-10-09,18.1428
2023-10-10,18.3784
2023-10-11,18.3093
2023-10-12,18.0232
2023-10-13,17.4681
2023-10-14,17.4681
2023-10-15,17.4681
2023-10-16,17.8912
2023-10-17,17.7728
2023-10-18,17.5273
2023-10-19,17.2214
2023-10-20,17.2029
2023-10-21,17.2029
2023-10-22,17.2029
2023-10-23,16.9636
2023-10-24,17.1881
2023-10-25,17.5811
2023-10-26,17.5601
2023-10-27,17.3459
2023-10-28,17.3459
2023-10-29,17.3459
2023-10-30,17.2781
2023-10-31,17.57
2023-11-01,17.6106
2023-11-02,17.7276
2023-11-03,17.8766
2023-11-04,17.8766
2023-11-05,17.8766
2023-11-06,17.932
2023-11-07,18.1266
2023-11-08,18.0933
2023-11-09,18.1032
2023-11-10,18.4886
2023-11-11,18.4886
2023-11-12,18.4886
2023-11-13,18.4356
2023-11-14,19.3234
2023-11-15,19.3619
2023-11-16,18.9024
2023-11-17,19.1545
2023-11-18,19.1545
2023-11-19,19.1545
2023-11-20,19.2948
2023-11-21,19.5097
2023-11-22,19.65
2023-11-23,19.65
2023-11-24,19.7767
2023-11-25,19.7767
2023-11-26,19.7767
2023-11-27,19.7133
2023-11-28,19.8897
2023-11-29,20.0201
2023-11-30,20.1616
2023-12-01,20.3367
2023-12-02,20.3367
2023-12-03,20.3367
2023-12-04,20.405
2023-12-05,20.0225
2023-12-06,19.8474
2023-12-07,19.9021
2023-12-08,20.1157
2023-12-09,20.1157
2023-12-10,20.1157
2023-12-11,20.451
2023-12-12,20.6807
2023-12-13,20.5068
2023-12-14,20.8732
2023-12-15,20.9601
2023-12-16,20.9601
2023-12-17,20.9601
2023-12-18,21.2221
2023-12-19,21.124
2023-12-20,20.867
2023-12-21,21.0185
2023-12-22,21.1302
2023-12-23,21.1302
2023-12-24,21.1302
2023-12-25,21.1302
2023-12-26,21.2842
2023-12-27,21.2358
2023-12-28,21.2184
2023-12-29,18.2985
2023-12-30,18.2985
2023-12-31,18.2985
2024-01-01,18.2985
2024-01-02,18.0032
2024-01-03,17.7715
2024-01-04,17.5225
2024-01-05,17.4869
2024-01-06,17.4869
2024-01-07,17.4869
2024-01-08,17.8351
2024-01-09,17.7704
2024-01-10,17.9472
2024-01-11,18.0064
2024-01-12,17.9935
2024-01-13,17.9935
2024-01-14,17.9935
2024-01-15,17.9935
2024-01-16,17.9946
2024-01-17,18.1293
2024-01-18,18.4289
2024-01-19,18.4182
2024-01-20,18.4182
2024-01-21,18.4182
2024-01-22,18.6122
2024-01-23,18.4925
2024-01-24,18.5518
2024-01-25,18.9086
2024-01-26,18.7997
2024-01-27,18.7997
2024-01-28,18.7997
2024-01-29,18.9872
2024-01-30,18.8387
2024-01-31,18.5054
2024-02-01,18.7347
2024-02-02,18.6678
2024-02-03,18.6678
2024-02-04,18.6678
2024-02-05,18.5987
2024-02-06,18.3779
2024-02-07,18.465
2024-02-08,18.6709
2024-02-09,18.8174
2024-02-10,18.8174
2024-02-11,18.8174
2024-02-12,18.7696
2024-02-13,18.4342
2024-02-14,18.5679
2024-02-15,18.4915
2024-02-16,18.3652
2024-02-17,18.3652
2024-02-18,18.3652
2024-02-19,18.3652
2024-02-20,18.449
2024-02-21,18.2314
2024-02-22,18.6454
2024-02-23,18.7346
2024-02-24,18.7346
2024-02-25,18.7346
2024-02-26,18.846
2024-02-27,18.6932
2024-02-28,18.7229
2024-02-29,18.8821
2024-03-01,19.1741
2024-03-02,19.1741
2024-03-03,19.1741
2024-03-04,19.5276
2024-03-05,18.9076
2024-03-06,19.2409
2024-03-07,19.4978
2024-03-08,19.4883
2024-03-09,19.4883
2024-03-10,19.4883
2024-03-11,19.5647
2024-03-12,19.605
2024-03-13,19.5785
2024-03-14,19.2845
2024-03-15,18.9543
2024-03-16,18.9543
2024-03-17,18.9543
2024-03-18,18.8959
2024-03-19,19.0722
2024-03-20,19.1274
2024-03-21,19.2908
2024-03-22,19.2378
2024-03-23,19.2378
2024-03-24,19.2378
2024-03-25,19.0212
2024-03-26,18.8567
2024-03-27,19.0541
2024-03-28,19.1337
2024-03-29,19.1337
2024-03-30,19.1337
2024-03-31,19.1337
2024-04-01,19.1603
2024-04-02,19.1274
2024-04-03,19.3333
2024-04-04,19.0159
2024-04-05,19.4341
2024-04-06,19.4341
2024-04-07,19.4341
2024-04-08,19.3566
