,BR US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,27.547
2020-01-02,27.5943
2020-01-03,27.614
2020-01-04,27.614
2020-01-05,27.614
2020-01-06,27.8346
2020-01-07,27.7479
2020-01-08,27.9055
2020-01-09,28.4453
2020-01-10,28.3448
2020-01-11,28.3448
2020-01-12,28.3448
2020-01-13,28.5221
2020-01-14,28.4453
2020-01-15,28.4808
2020-01-16,28.6916
2020-01-17,29.0166
2020-01-18,29.0166
2020-01-19,29.0166
2020-01-20,29.0166
2020-01-21,29.3259
2020-01-22,29.318
2020-01-23,29.0678
2020-01-24,29.0225
2020-01-25,29.0225
2020-01-26,29.0225
2020-01-27,28.7034
2020-01-28,28.7743
2020-01-29,28.729
2020-01-30,28.7132
2020-01-31,26.7142
2020-02-01,26.7142
2020-02-02,26.7142
2020-02-03,26.1776
2020-02-04,26.3571
2020-02-05,27.0199
2020-02-06,26.8286
2020-02-07,26.4577
2020-02-08,26.4577
2020-02-09,26.4577
2020-02-10,26.5346
2020-02-11,26.8444
2020-02-12,27.5585
2020-02-13,27.3494
2020-02-14,27.3316
2020-02-15,27.3316
2020-02-16,27.3316
2020-02-17,27.3316
2020-02-18,27.377
2020-02-19,27.45
2020-02-20,27.1541
2020-02-21,26.8049
2020-02-22,26.8049
2020-02-23,26.8049
2020-02-24,26.1795
2020-02-25,25.3924
2020-02-26,25.4102
2020-02-27,24.4534
2020-02-28,23.7965
2020-02-29,23.7965
2020-03-01,23.7965
2020-03-02,24.1693
2020-03-03,23.4335
2020-03-04,24.1496
2020-03-05,23.2106
2020-03-06,23.0074
2020-03-07,23.0074
2020-03-08,23.0074
2020-03-09,21.2635
2020-03-10,22.8358
2020-03-11,22.4768
2020-03-12,22.0901
2020-03-13,23.6624
2020-03-14,23.6624
2020-03-15,23.6624
2020-03-16,22.8634
2020-03-17,23.8872
2020-03-18,23.1139
2020-03-19,21.6423
2020-03-20,21.1156
2020-03-21,21.1156
2020-03-22,21.1156
2020-03-23,19.8313
2020-03-24,21.9165
2020-03-25,21.7409
2020-03-26,22.3308
2020-03-27,21.2734
2020-03-28,21.2734
2020-03-29,21.2734
2020-03-30,22.3327
2020-03-31,22.4158
2020-04-01,21.7151
2020-04-02,21.8708
2020-04-03,21.9287
2020-04-04,21.9287
2020-04-05,21.9287
2020-04-06,23.1704
2020-04-07,23.5996
2020-04-08,23.8671
2020-04-09,24.6276
2020-04-10,24.6276
2020-04-11,24.6276
2020-04-12,24.6276
2020-04-13,23.9649
2020-04-14,24.8352
2020-04-15,24.7594
2020-04-16,24.8552
2020-04-17,25.4321
2020-04-18,25.4321
2020-04-19,25.4321
2020-04-20,25.4022
2020-04-21,24.9171
