,OEC US Equity
2020-06-26,8.3012
2020-06-27,8.3012
2020-06-28,8.3012
2020-06-29,8.5915
2020-06-30,13.1732
2020-07-01,12.9076
2020-07-02,13.0088
2020-07-03,13.0088
2020-07-04,13.0088
2020-07-05,13.0088
2020-07-06,13.0973
2020-07-07,12.8191
2020-07-08,12.9645
2020-07-09,12.876
2020-07-10,13.325
2020-07-11,13.325
2020-07-12,13.325
2020-07-13,13.2871
2020-07-14,13.2491
2020-07-15,13.6033
2020-07-16,13.4072
2020-07-17,13.2871
2020-07-18,13.2871
2020-07-19,13.2871
2020-07-20,13.2112
2020-07-21,13.306
2020-07-22,13.3187
2020-07-23,13.3882
2020-07-24,13.1606
2020-07-25,13.1606
2020-07-26,13.1606
2020-07-27,13.2491
2020-07-28,13.0214
2020-07-29,13.3313
2020-07-30,13.0531
2020-07-31,12.9266
2020-08-01,12.9266
2020-08-02,12.9266
2020-08-03,13.1353
2020-08-04,13.1985
2020-08-05,13.7614
2020-08-06,13.755
2020-08-07,13.8942
2020-08-08,13.8942
2020-08-09,13.8942
2020-08-10,14.3369
2020-08-11,14.5456
2020-08-12,14.5835
2020-08-13,14.5898
2020-08-14,14.6657
2020-08-15,14.6657
2020-08-16,14.6657
2020-08-17,14.3558
2020-08-18,14.1471
2020-08-19,14.1282
2020-08-20,14.1598
2020-08-21,14.0712
2020-08-22,14.0712
2020-08-23,14.0712
2020-08-24,14.3622
2020-08-25,14.3558
2020-08-26,14.2357
2020-08-27,14.1029
2020-08-28,14.5203
2020-08-29,14.5203
2020-08-30,14.5203
2020-08-31,14.1598
2020-09-01,14.1724
2020-09-02,14.4633
2020-09-03,14.1788
2020-09-04,14.6657
2020-09-05,14.6657
2020-09-06,14.6657
2020-09-07,14.6657
2020-09-08,14.5709
2020-09-09,15.0958
2020-09-10,15.4942
2020-09-11,15.4562
2020-09-12,15.4562
2020-09-13,15.4562
2020-09-14,15.7724
2020-09-15,15.8483
2020-09-16,15.8926
2020-09-17,15.8736
2020-09-18,15.8926
2020-09-19,15.8926
2020-09-20,15.8926
2020-09-21,14.6404
2020-09-22,14.5456
2020-09-23,14.438
2020-09-24,14.1914
2020-09-25,14.0776
2020-09-26,14.0776
2020-09-27,14.0776
2020-09-28,14.4064
2020-09-29,14.4697
2020-09-30,17.4762
2020-10-01,17.6768
2020-10-02,18.2415
2020-10-03,18.2415
2020-10-04,18.2415
2020-10-05,18.8508
2020-10-06,18.7839
2020-10-07,19.252
2020-10-08,19.3486
2020-10-09,19.4378
2020-10-10,19.4378
2020-10-11,19.4378
2020-10-12,19.2669
2020-10-13,19.1109
2020-10-14,19.1332
2020-10-15,19.2669
2020-10-16,19.3189
2020-10-17,19.3189
2020-10-18,19.3189
2020-10-19,19.1703
2020-10-20,19.2743
2020-10-21,19.2743
2020-10-22,19.2966
2020-10-23,19.6384
2020-10-24,19.6384
2020-10-25,19.6384
2020-10-26,19.2149
2020-10-27,19.3338
2020-10-28,18.7691
2020-10-29,19.0589
2020-10-30,19.0811
2020-10-31,19.0811
2020-11-01,19.0811
2020-11-02,19.3635
2020-11-03,19.7202
2020-11-04,18.9994
2020-11-05,19.683
2020-11-06,18.3307
2020-11-07,18.3307
2020-11-08,18.3307
2020-11-09,19.148
2020-11-10,19.3486
2020-11-11,19.1034
2020-11-12,18.4867
2020-11-13,18.8434
2020-11-14,18.8434
2020-11-15,18.8434
2020-11-16,19.2818
2020-11-17,19.1183
2020-11-18,18.8805
2020-11-19,18.8211
2020-11-20,19.1406
2020-11-21,19.1406
2020-11-22,19.1406
2020-11-23,19.9728
2020-11-24,20.5449
2020-11-25,20.1585
2020-11-26,20.1585
2020-11-27,20.0322
2020-11-28,20.0322
2020-11-29,20.0322
2020-11-30,19.7424
2020-12-01,19.7276
2020-12-02,19.7127
2020-12-03,19.9505
2020-12-04,20.5152
2020-12-05,20.5152
2020-12-06,20.5152
2020-12-07,20.2774
2020-12-08,20.426
2020-12-09,20.1437
2020-12-10,19.8836
2020-12-11,19.6607
2020-12-12,19.6607
2020-12-13,19.6607
2020-12-14,19.3932
2020-12-15,19.9356
2020-12-16,19.9133
2020-12-17,20.0174
2020-12-18,20.1808
2020-12-19,20.1808
2020-12-20,20.1808
2020-12-21,19.7127
2020-12-22,19.6979
2020-12-23,20.2031
2020-12-24,20.4558
2020-12-25,20.4558
2020-12-26,20.4558
2020-12-27,20.4558
2020-12-28,20.6192
2020-12-29,20.3443
2020-12-30,20.7975
2020-12-31,22.9941
2021-01-01,22.9941
2021-01-02,22.9941
2021-01-03,22.9941
2021-01-04,22.5306
2021-01-05,22.8965
2021-01-06,23.726
2021-01-07,23.3275
2021-01-08,24.2302
2021-01-09,24.2302
2021-01-10,24.2302
2021-01-11,23.8398
2021-01-12,24.0187
2021-01-13,23.6853
2021-01-14,23.3194
2021-01-15,22.7827
2021-01-16,22.7827
2021-01-17,22.7827
2021-01-18,22.7827
2021-01-19,22.7095
2021-01-20,22.7664
2021-01-21,22.3679
2021-01-22,22.6363
2021-01-23,22.6363
2021-01-24,22.6363
2021-01-25,22.4899
2021-01-26,22.311
2021-01-27,21.9044
2021-01-28,22.067
2021-01-29,21.4409
2021-01-30,21.4409
2021-01-31,21.4409
2021-02-01,22.2053
2021-02-02,22.8071
2021-02-03,22.62
2021-02-04,22.8233
2021-02-05,23.0022
2021-02-06,23.0022
2021-02-07,23.0022
2021-02-08,23.6121
2021-02-09,23.3763
2021-02-10,23.173
2021-02-11,22.986
2021-02-12,23.0998
2021-02-13,23.0998
2021-02-14,23.0998
2021-02-15,23.0998
2021-02-16,23.0185
2021-02-17,22.8152
2021-02-18,22.1537
2021-02-19,22.5524
2021-02-20,22.5524
2021-02-21,22.5524
2021-02-22,22.4059
2021-02-23,23.0893
2021-02-24,23.1951
2021-02-25,23.2927
2021-02-26,23.4554
2021-02-27,23.4554
2021-02-28,23.4554
2021-03-01,24.3096
2021-03-02,24.2364
2021-03-03,24.4398
2021-03-04,24.0167
2021-03-05,24.9848
2021-03-06,24.9848
2021-03-07,24.9848
2021-03-08,25.3997
2021-03-09,24.9848
2021-03-10,25.3672
2021-03-11,25.5706
2021-03-12,26.0587
2021-03-13,26.0587
2021-03-14,26.0587
2021-03-15,25.3184
2021-03-16,25.2452
2021-03-17,25.8065
2021-03-18,25.3428
2021-03-19,25.4567
2021-03-20,25.4567
2021-03-21,25.4567
2021-03-22,24.8303
2021-03-23,24.1306
2021-03-24,24.4642
2021-03-25,24.9523
2021-03-26,25.294
2021-03-27,25.294
2021-03-28,25.294
2021-03-29,24.8221
2021-03-30,24.9604
2021-03-31,23.536
2021-04-01,23.6727
2021-04-02,23.6727
2021-04-03,23.6727
2021-04-04,23.6727
2021-04-05,23.8246
2021-04-06,23.6347
2021-04-07,22.8223
2021-04-08,22.6932
2021-04-09,22.9513
2021-04-10,22.9513
2021-04-11,22.9513
2021-04-12,22.9362
2021-04-13,22.6932
2021-04-14,22.9589
2021-04-15,22.9817
2021-04-16,23.088
2021-04-17,23.088
2021-04-18,23.088
2021-04-19,22.9513
2021-04-20,22.5793
2021-04-21,22.9362
2021-04-22,22.6248
2021-04-23,23.126
2021-04-24,23.126
2021-04-25,23.126
2021-04-26,23.2171
2021-04-27,23.2778
2021-04-28,23.5816
2021-04-29,24.0682
2021-04-30,23.762
2021-05-01,23.762
2021-05-02,23.762
2021-05-03,24.3896
2021-05-04,24.7111
2021-05-05,25.5223
2021-05-06,25.441
2021-05-07,25.2206
2021-05-08,25.2206
2021-05-09,25.2206
2021-05-10,24.4678
2021-05-11,24.3842
2021-05-12,23.852
2021-05-13,24.1257
2021-05-14,24.293
2021-05-15,24.293
2021-05-16,24.293
2021-05-17,24.3766
2021-05-18,23.9432
2021-05-19,23.8976
2021-05-20,23.7684
2021-05-21,23.966
2021-05-22,23.966
2021-05-23,23.966
2021-05-24,24.0421
2021-05-25,23.6619
2021-05-26,23.8368
2021-05-27,24.1485
2021-05-28,23.9508
2021-05-29,23.9508
2021-05-30,23.9508
2021-05-31,23.9508
2021-06-01,24.6123
2021-06-02,23.9584
2021-06-03,24.1257
2021-06-04,24.1637
2021-06-05,24.1637
2021-06-06,24.1637
2021-06-07,23.7836
2021-06-08,23.7684
2021-06-09,23.5631
2021-06-10,23.3806
2021-06-11,23.373
2021-06-12,23.373
2021-06-13,23.373
2021-06-14,23.2209
2021-06-15,23.2894
2021-06-16,23.0689
2021-06-17,22.6583
2021-06-18,23.0233
2021-06-19,23.0233
2021-06-20,23.0233
2021-06-21,23.3274
2021-06-22,23.5783
2021-06-23,23.4947
2021-06-24,22.78
2021-06-25,22.9092
2021-06-26,22.9092
2021-06-27,22.9092
2021-06-28,22.9168
2021-06-29,22.9168
2021-06-30,7.9406
2021-07-01,8.0268
2021-07-02,7.9837
2021-07-03,7.9837
2021-07-04,7.9837
2021-07-05,7.9837
2021-07-06,7.8006
2021-07-07,7.9083
2021-07-08,7.7468
2021-07-09,7.9191
2021-07-10,7.9191
2021-07-11,7.9191
2021-07-12,7.9568
2021-07-13,7.8437
2021-07-14,7.7791
2021-07-15,7.7522
2021-07-16,7.6014
2021-07-17,7.6014
2021-07-18,7.6014
2021-07-19,7.3779
2021-07-20,7.5125
2021-07-21,7.5529
2021-07-22,7.4372
2021-07-23,7.4991
2021-07-24,7.4991
2021-07-25,7.4991
2021-07-26,7.5664
2021-07-27,7.5798
2021-07-28,7.5987
2021-07-29,7.6983
2021-07-30,7.6956
2021-07-31,7.6956
2021-08-01,7.6956
2021-08-02,7.5906
2021-08-03,7.666
2021-08-04,7.5045
2021-08-05,7.4673
2021-08-06,7.5751
2021-08-07,7.5751
2021-08-08,7.5751
2021-08-09,7.4862
2021-08-10,7.5185
2021-08-11,7.6883
2021-08-12,7.5832
2021-08-13,7.5347
2021-08-14,7.5347
2021-08-15,7.5347
2021-08-16,7.4566
2021-08-17,7.3919
2021-08-18,7.4485
2021-08-19,7.2841
2021-08-20,7.3973
2021-08-21,7.3973
2021-08-22,7.3973
2021-08-23,7.5105
2021-08-24,7.5913
2021-08-25,7.5832
2021-08-26,7.5185
2021-08-27,7.7152
2021-08-28,7.7152
2021-08-29,7.7152
2021-08-30,7.691
2021-08-31,7.5886
2021-09-01,7.6021
2021-09-02,7.6694
2021-09-03,7.6883
2021-09-04,7.6883
2021-09-05,7.6883
2021-09-06,7.6883
2021-09-07,7.8203
2021-09-08,7.7098
2021-09-09,7.7206
2021-09-10,7.6748
2021-09-11,7.6748
2021-09-12,7.6748
2021-09-13,7.7125
2021-09-14,7.6883
2021-09-15,7.8311
2021-09-16,7.7152
2021-09-17,7.6721
2021-09-18,7.6721
2021-09-19,7.6721
2021-09-20,7.5643
2021-09-21,7.5078
2021-09-22,7.594
2021-09-23,7.7502
2021-09-24,7.7314
2021-09-25,7.7314
2021-09-26,7.7314
2021-09-27,7.8472
2021-09-28,7.7799
2021-09-29,7.8041
2021-09-30,7.2681
2021-10-01,7.4265
2021-10-02,7.4265
2021-10-03,7.4265
2021-10-04,7.3586
2021-10-05,7.4491
2021-10-06,7.3209
2021-10-07,7.3963
2021-10-08,7.3787
2021-10-09,7.3787
2021-10-10,7.3787
2021-10-11,7.341
2021-10-12,7.3888
2021-10-13,7.3385
2021-10-14,7.4265
2021-10-15,7.429
2021-10-16,7.429
2021-10-17,7.429
2021-10-18,7.4541
2021-10-19,7.3963
2021-10-20,7.4642
2021-10-21,7.4818
2021-10-22,7.5094
2021-10-23,7.5094
2021-10-24,7.5094
2021-10-25,7.522
2021-10-26,7.517
2021-10-27,7.346
2021-10-28,7.3938
2021-10-29,7.4114
2021-10-30,7.4114
2021-10-31,7.4114
2021-11-01,7.5044
2021-11-02,7.5974
2021-11-03,7.7357
2021-11-04,7.7131
2021-11-05,7.7759
2021-11-06,7.7759
2021-11-07,7.7759
2021-11-08,7.7382
2021-11-09,7.7156
2021-11-10,7.6402
2021-11-11,7.786
2021-11-12,7.7558
2021-11-13,7.7558
2021-11-14,7.7558
2021-11-15,7.6552
2021-11-16,7.5773
2021-11-17,7.5094
2021-11-18,7.4038
2021-11-19,7.2882
2021-11-20,7.2882
2021-11-21,7.2882
2021-11-22,7.3209
2021-11-23,7.3686
2021-11-24,7.341
2021-11-25,7.341
2021-11-26,7.2002
2021-11-27,7.2002
2021-11-28,7.2002
2021-11-29,7.1273
2021-11-30,7.0971
2021-12-01,6.979
2021-12-02,7.1876
2021-12-03,7.1901
2021-12-04,7.1901
2021-12-05,7.1901
2021-12-06,7.2731
2021-12-07,7.3309
2021-12-08,7.336
2021-12-09,7.258
2021-12-10,7.2454
2021-12-11,7.2454
2021-12-12,7.2454
2021-12-13,7.1625
2021-12-14,7.1223
2021-12-15,7.1021
2021-12-16,7.1047
2021-12-17,7.082
2021-12-18,7.082
2021-12-19,7.082
2021-12-20,6.9563
2021-12-21,7.0569
2021-12-22,7.0845
2021-12-23,7.1725
2021-12-24,7.1725
2021-12-25,7.1725
2021-12-26,7.1725
2021-12-27,7.2329
2021-12-28,7.263
2021-12-29,7.2832
2021-12-30,7.2379
2021-12-31,8.0105
2022-01-01,8.0105
2022-01-02,8.0105
2022-01-03,8.0131
2022-01-04,8.0848
2022-01-05,8.0184
2022-01-06,8.0795
2022-01-07,8.0529
2022-01-08,8.0529
2022-01-09,8.0529
2022-01-10,7.9733
2022-01-11,8.1087
2022-01-12,8.1166
2022-01-13,8.1644
2022-01-14,8.2334
2022-01-15,8.2334
2022-01-16,8.2334
2022-01-17,8.2334
2022-01-18,8.0689
2022-01-19,7.9521
2022-01-20,7.7796
2022-01-21,7.7266
2022-01-22,7.7266
2022-01-23,7.7266
2022-01-24,7.7213
2022-01-25,7.7133
2022-01-26,7.6018
2022-01-27,7.6045
2022-01-28,7.5886
2022-01-29,7.5886
2022-01-30,7.5886
2022-01-31,7.6761
2022-02-01,7.9627
2022-02-02,8.045
2022-02-03,8.0131
2022-02-04,8.0211
2022-02-05,8.0211
2022-02-06,8.0211
2022-02-07,8.0556
2022-02-08,8.2599
2022-02-09,8.3661
2022-02-10,8.3661
2022-02-11,8.3501
2022-02-12,8.3501
2022-02-13,8.3501
2022-02-14,8.2891
2022-02-15,8.4457
2022-02-16,8.4271
2022-02-17,8.4662
2022-02-18,7.9247
2022-02-19,7.9247
2022-02-20,7.9247
2022-02-21,7.9247
2022-02-22,7.4044
2022-02-23,7.2
2022-02-24,7.1416
2022-02-25,7.3965
2022-02-26,7.3965
2022-02-27,7.3965
2022-02-28,7.2637
2022-03-01,6.8815
2022-03-02,6.9824
2022-03-03,7.2107
2022-03-04,7.277
2022-03-05,7.277
2022-03-06,7.277
2022-03-07,7.0647
2022-03-08,7.1204
2022-03-09,7.3726
2022-03-10,7.4761
2022-03-11,7.4151
2022-03-12,7.4151
2022-03-13,7.4151
2022-03-14,7.4389
2022-03-15,7.3752
2022-03-16,7.4522
2022-03-17,7.4469
2022-03-18,7.4389
2022-03-19,7.4389
2022-03-20,7.4389
2022-03-21,7.4257
2022-03-22,7.3699
2022-03-23,7.3248
2022-03-24,7.3062
2022-03-25,7.3089
2022-03-26,7.3089
2022-03-27,7.3089
2022-03-28,7.3673
2022-03-29,7.4469
2022-03-30,7.4336
2022-03-31,7.3035
2022-04-01,7.2707
2022-04-02,7.2707
2022-04-03,7.2707
2022-04-04,7.2959
2022-04-05,7.1899
2022-04-06,6.993
2022-04-07,6.9728
2022-04-08,6.9526
2022-04-09,6.9526
2022-04-10,6.9526
2022-04-11,6.9677
2022-04-12,6.998
2022-04-13,7.147
2022-04-14,7.1318
2022-04-15,7.1318
2022-04-16,7.1318
2022-04-17,7.1318
2022-04-18,7.152
2022-04-19,7.2858
2022-04-20,7.3237
2022-04-21,7.2985
2022-04-22,7.2
2022-04-23,7.2
2022-04-24,7.2
2022-04-25,7.2
2022-04-26,7.0384
2022-04-27,7.0208
2022-04-28,7.094
2022-04-29,7.0839
2022-04-30,7.0839
2022-05-01,7.0839
2022-05-02,7.1732
2022-05-03,7.3502
2022-05-04,7.464
2022-05-05,7.3856
2022-05-06,7.5348
2022-05-07,7.5348
2022-05-08,7.5348
2022-05-09,7.5954
2022-05-10,7.4968
2022-05-11,7.5727
2022-05-12,7.5904
2022-05-13,7.6182
2022-05-14,7.6182
2022-05-15,7.6182
2022-05-16,7.7522
2022-05-17,8.0051
2022-05-18,7.8989
2022-05-19,7.9393
2022-05-20,7.9065
2022-05-21,7.9065
2022-05-22,7.9065
2022-05-23,7.9823
2022-05-24,7.9393
2022-05-25,7.9621
2022-05-26,8.1239
2022-05-27,8.1972
2022-05-28,8.1972
2022-05-29,8.1972
2022-05-30,8.1972
2022-05-31,8.1543
2022-06-01,8.2402
2022-06-02,8.3414
2022-06-03,8.4096
2022-06-04,8.4096
2022-06-05,8.4096
2022-06-06,8.4299
2022-06-07,8.3616
2022-06-08,8.3034
2022-06-09,8.3186
2022-06-10,8.0683
2022-06-11,8.0683
2022-06-12,8.0683
2022-06-13,7.7193
2022-06-14,7.6511
2022-06-15,7.7042
2022-06-16,7.2465
2022-06-17,7.0973
2022-06-18,7.0973
2022-06-19,7.0973
2022-06-20,7.0973
2022-06-21,7.0392
2022-06-22,6.9203
2022-06-23,6.8091
2022-06-24,6.9153
2022-06-25,6.9153
2022-06-26,6.9153
2022-06-27,7.1049
2022-06-28,7.11
2022-06-29,7.1074
2022-06-30,11.1109
2022-07-01,11.194
2022-07-02,11.194
2022-07-03,11.194
2022-07-04,11.194
2022-07-05,10.9521
2022-07-06,10.8538
2022-07-07,11.0957
2022-07-08,11.194
2022-07-09,11.194
2022-07-10,11.194
2022-07-11,11.1524
2022-07-12,11.1524
2022-07-13,11.1222
2022-07-14,10.9067
2022-07-15,10.9861
2022-07-16,10.9861
2022-07-17,10.9861
2022-07-18,11.0163
2022-07-19,11.2054
2022-07-20,11.3566
2022-07-21,11.591
2022-07-22,11.4814
2022-07-23,11.4814
2022-07-24,11.4814
2022-07-25,11.5267
2022-07-26,11.4549
2022-07-27,11.7309
2022-07-28,11.7838
2022-07-29,11.7763
2022-07-30,11.7763
2022-07-31,11.7763
2022-08-01,11.8481
2022-08-02,11.8065
2022-08-03,11.8292
2022-08-04,11.7258
2022-08-05,11.3095
2022-08-06,11.3095
2022-08-07,11.3095
2022-08-08,11.3624
2022-08-09,11.2981
2022-08-10,11.4003
2022-08-11,11.4873
2022-08-12,11.6917
2022-08-13,11.6917
2022-08-14,11.6917
2022-08-15,11.756
2022-08-16,11.8885
2022-08-17,11.7901
2022-08-18,11.8658
2022-08-19,11.6917
2022-08-20,11.6917
2022-08-21,11.6917
2022-08-22,11.5327
2022-08-23,11.5782
2022-08-24,11.7522
2022-08-25,11.949
2022-08-26,11.7447
2022-08-27,11.7447
2022-08-28,11.7447
2022-08-29,11.7598
2022-08-30,11.6614
2022-08-31,11.6198
2022-09-01,11.5403
2022-09-02,11.5857
2022-09-03,11.5857
2022-09-04,11.5857
2022-09-05,11.5857
2022-09-06,11.4987
2022-09-07,11.5895
2022-09-08,11.6841
2022-09-09,11.809
2022-09-10,11.809
2022-09-11,11.809
2022-09-12,11.8885
2022-09-13,11.6463
2022-09-14,11.6047
2022-09-15,11.5063
2022-09-16,11.1808
2022-09-17,11.1808
2022-09-18,11.1808
2022-09-19,11.317
2022-09-20,11.1127
2022-09-21,11.0067
2022-09-22,10.8818
2022-09-23,10.7645
2022-09-24,10.7645
2022-09-25,10.7645
2022-09-26,10.6018
2022-09-27,10.4655
2022-09-28,10.6207
2022-09-29,10.3709
2022-09-30,9.4706
2022-10-01,9.4706
2022-10-02,9.4706
2022-10-03,9.7466
2022-10-04,9.8689
2022-10-05,9.7711
2022-10-06,9.6907
2022-10-07,9.5439
2022-10-08,9.5439
2022-10-09,9.5439
2022-10-10,9.5579
2022-10-11,9.481
2022-10-12,9.4426
2022-10-13,9.6138
2022-10-14,9.53
2022-10-15,9.53
2022-10-16,9.53
2022-10-17,9.7921
2022-10-18,9.9773
2022-10-19,9.9668
2022-10-20,9.855
2022-10-21,10.0856
2022-10-22,10.0856
2022-10-23,10.0856
2022-10-24,10.0926
2022-10-25,10.2743
2022-10-26,10.2743
2022-10-27,10.2429
2022-10-28,10.2429
2022-10-29,10.2429
2022-10-30,10.2429
2022-10-31,10.3827
2022-11-01,10.4141
2022-11-02,10.3023
2022-11-03,10.1702
2022-11-04,10.6456
2022-11-05,10.6456
2022-11-06,10.6456
2022-11-07,10.9322
2022-11-08,10.9147
2022-11-09,10.677
2022-11-10,11.3027
2022-11-11,11.4844
2022-11-12,11.4844
2022-11-13,11.4844
2022-11-14,11.3586
2022-11-15,11.2817
2022-11-16,11.2817
2022-11-17,11.1419
2022-11-18,11.1838
2022-11-19,11.1838
2022-11-20,11.1838
2022-11-21,11.1384
2022-11-22,11.3691
2022-11-23,11.3551
2022-11-24,11.3551
2022-11-25,11.425
2022-11-26,11.425
2022-11-27,11.425
2022-11-28,11.2537
2022-11-29,11.2922
2022-11-30,11.3691
2022-12-01,11.3236
2022-12-02,11.439
2022-12-03,11.439
2022-12-04,11.439
2022-12-05,11.3027
2022-12-06,11.1908
2022-12-07,11.1663
2022-12-08,11.2572
2022-12-09,11.2223
2022-12-10,11.2223
2022-12-11,11.2223
2022-12-12,11.2537
2022-12-13,11.4005
2022-12-14,11.2992
2022-12-15,10.9951
2022-12-16,10.9182
2022-12-17,10.9182
2022-12-18,10.9182
2022-12-19,10.7924
2022-12-20,10.8448
2022-12-21,11.0091
2022-12-22,10.8867
2022-12-23,10.9916
2022-12-24,10.9916
2022-12-25,10.9916
2022-12-26,10.9916
2022-12-27,10.9951
2022-12-28,10.9042
2022-12-29,11.023
2022-12-30,9.8307
2022-12-31,9.8307
2023-01-01,9.8307
2023-01-02,9.8307
2023-01-03,9.7165
2023-01-04,9.9294
2023-01-05,9.7782
2023-01-06,10.0096
2023-01-07,10.0096
2023-01-08,10.0096
2023-01-09,10.1917
2023-01-10,10.2503
2023-01-11,10.2904
2023-01-12,10.3521
2023-01-13,10.4293
2023-01-14,10.4293
2023-01-15,10.4293
2023-01-16,10.4293
2023-01-17,10.4015
2023-01-18,10.3953
2023-01-19,10.3645
2023-01-20,10.5218
2023-01-21,10.5218
2023-01-22,10.5218
2023-01-23,10.5311
2023-01-24,10.4663
2023-01-25,10.5033
2023-01-26,10.5249
2023-01-27,10.4755
2023-01-28,10.4755
2023-01-29,10.4755
2023-01-30,10.457
2023-01-31,10.8211
2023-02-01,10.889
2023-02-02,10.997
2023-02-03,11.0649
2023-02-04,11.0649
2023-02-05,11.0649
2023-02-06,10.9631
2023-02-07,11.0433
2023-02-08,10.9692
2023-02-09,10.8489
2023-02-10,10.9384
2023-02-11,10.9384
2023-02-12,10.9384
2023-02-13,11.0587
2023-02-14,11.0927
2023-02-15,11.0618
2023-02-16,11.0649
2023-02-17,11.7314
2023-02-18,11.7314
2023-02-19,11.7314
2023-02-20,11.7314
2023-02-21,11.8301
2023-02-22,12.009
2023-02-23,11.9844
2023-02-24,12.0346
2023-02-25,12.0346
2023-02-26,12.0346
2023-02-27,12.0224
2023-02-28,12.0955
2023-03-01,12.2659
2023-03-02,12.3724
2023-03-03,12.4576
2023-03-04,12.4576
2023-03-05,12.4576
2023-03-06,12.342
2023-03-07,12.2507
2023-03-08,12.4637
2023-03-09,12.062
2023-03-10,11.8003
2023-03-11,11.8003
2023-03-12,11.8003
2023-03-13,11.6238
2023-03-14,11.8003
2023-03-15,11.5903
2023-03-16,11.8916
2023-03-17,11.6785
2023-03-18,11.6785
