,WEC US Equity
2020-07-12,24.865
2020-07-13,24.8015
2020-07-14,24.8746
2020-07-15,24.7514
2020-07-16,24.8092
2020-07-17,25.3421
2020-07-18,25.3421
2020-07-19,25.3421
2020-07-20,25.2671
2020-07-21,25.4595
2020-07-22,25.9059
2020-07-23,25.9694
2020-07-24,25.9309
2020-07-25,25.9309
2020-07-26,25.9309
2020-07-27,25.8828
2020-07-28,26.1214
2020-07-29,26.1964
2020-07-30,26.2388
2020-07-31,26.2522
2020-08-01,26.2522
2020-08-02,26.2522
2020-08-03,25.9405
2020-08-04,26.2234
2020-08-05,25.877
2020-08-06,25.8155
2020-08-07,26.081
2020-08-08,26.081
2020-08-09,26.081
2020-08-10,25.9578
2020-08-11,25.4133
2020-08-12,25.6769
2020-08-13,25.5172
2020-08-14,25.473
2020-08-15,25.473
2020-08-16,25.473
2020-08-17,25.6481
2020-08-18,25.6096
2020-08-19,25.5711
2020-08-20,25.4884
2020-08-21,25.623
2020-08-22,25.623
2020-08-23,25.623
2020-08-24,25.6711
2020-08-25,25.6788
2020-08-26,25.6327
2020-08-27,25.6923
2020-08-28,25.9367
2020-08-29,25.9367
2020-08-30,25.9367
2020-08-31,26.0252
2020-09-01,25.9309
2020-09-02,26.6659
2020-09-03,26.4639
2020-09-04,26.4889
2020-09-05,26.4889
2020-09-06,26.4889
2020-09-07,26.4889
2020-09-08,26.3157
2020-09-09,26.7352
2020-09-10,26.3888
2020-09-11,26.3869
2020-09-12,26.3869
2020-09-13,26.3869
2020-09-14,26.6216
2020-09-15,27.0007
2020-09-16,26.9295
2020-09-17,26.4158
2020-09-18,26.1772
2020-09-19,26.1772
2020-09-20,26.1772
2020-09-21,26.1753
2020-09-22,26.2792
2020-09-23,25.8289
2020-09-24,26.0098
2020-09-25,26.4543
2020-09-26,26.4543
2020-09-27,26.4543
2020-09-28,26.487
2020-09-29,26.5216
2020-09-30,25.7522
2020-10-01,26.0029
2020-10-02,25.9026
2020-10-03,25.9026
2020-10-04,25.9026
2020-10-05,25.9824
2020-10-06,26.0511
2020-10-07,25.9657
2020-10-08,26.1477
2020-10-09,26.2238
2020-10-10,26.2238
2020-10-11,26.2238
2020-10-12,26.2962
2020-10-13,26.1607
2020-10-14,26.2517
2020-10-15,26.3204
2020-10-16,26.6175
2020-10-17,26.6175
2020-10-18,26.6175
2020-10-19,26.4021
2020-10-20,26.4448
2020-10-21,26.5302
2020-10-22,26.6621
2020-10-23,26.7289
2020-10-24,26.7289
2020-10-25,26.7289
2020-10-26,26.7382
2020-10-27,26.7865
2020-10-28,26.2832
2020-10-29,26.4058
2020-10-30,26.4299
2020-10-31,26.4299
2020-11-01,26.4299
2020-11-02,26.9109
2020-11-03,27.117
2020-11-04,26.6639
2020-11-05,26.6249
2020-11-06,26.766
2020-11-07,26.766
2020-11-08,26.766
2020-11-09,27.039
2020-11-10,27.2284
2020-11-11,27.1504
2020-11-12,26.7828
2020-11-13,26.7252
2020-11-14,26.7252
2020-11-15,26.7252
2020-11-16,27.0761
2020-11-17,26.3612
2020-11-18,25.7243
2020-11-19,25.5015
2020-11-20,25.6036
2020-11-21,25.6036
2020-11-22,25.6036
2020-11-23,25.5479
2020-11-24,25.6296
2020-11-25,25.585
2020-11-26,25.585
2020-11-27,25.5368
2020-11-28,25.5368
2020-11-29,25.5368
2020-11-30,25.3901
2020-12-01,25.5108
2020-12-02,25.5405
2020-12-03,25.2842
2020-12-04,25.0818
2020-12-05,25.0818
2020-12-06,25.0818
2020-12-07,25.1487
2020-12-08,25.1078
2020-12-09,24.9797
2020-12-10,24.8386
2020-12-11,24.8868
2020-12-12,24.8868
2020-12-13,24.8868
2020-12-14,24.7643
2020-12-15,25.0131
2020-12-16,24.8924
2020-12-17,24.8831
2020-12-18,24.716
2020-12-19,24.716
2020-12-20,24.716
2020-12-21,24.482
2020-12-22,24.3725
2020-12-23,24.2258
2020-12-24,24.365
2020-12-25,24.365
2020-12-26,24.365
2020-12-27,24.365
2020-12-28,24.56
2020-12-29,24.5285
2020-12-30,24.573
2020-12-31,25.5108
2021-01-01,25.5108
2021-01-02,25.5108
2021-01-03,25.5108
2021-01-04,25.2058
2021-01-05,25.1522
2021-01-06,25.3629
2021-01-07,24.8138
2021-01-08,24.7565
2021-01-09,24.7565
2021-01-10,24.7565
2021-01-11,24.5735
2021-01-12,24.261
2021-01-13,24.7399
2021-01-14,24.555
2021-01-15,24.8933
2021-01-16,24.8933
2021-01-17,24.8933
2021-01-18,24.8933
2021-01-19,24.7417
2021-01-20,24.8305
2021-01-21,24.7343
2021-01-22,24.6511
2021-01-23,24.6511
2021-01-24,24.6511
2021-01-25,25.032
2021-01-26,25.0135
2021-01-27,25.2908
2021-01-28,25.0431
2021-01-29,24.9321
2021-01-30,24.9321
2021-01-31,24.9321
2021-02-01,24.8674
2021-02-02,24.7269
2021-02-03,24.6215
2021-02-04,24.5346
2021-02-05,24.5476
2021-02-06,24.5476
2021-02-07,24.5476
2021-02-08,24.2425
2021-02-09,24.2961
2021-02-10,24.3756
2021-02-11,24.017
2021-02-12,23.8506
2021-02-13,23.8506
2021-02-14,23.8506
2021-02-15,23.8506
2021-02-16,23.5048
2021-02-17,23.662
2021-02-18,23.9301
2021-02-19,23.8838
2021-02-20,23.8838
2021-02-21,23.8838
2021-02-22,23.6638
2021-02-23,24.0299
2021-02-24,23.6435
2021-02-25,23.6158
2021-02-26,23.405
2021-02-27,23.405
2021-02-28,23.405
2021-03-01,23.8025
2021-03-02,23.8469
2021-03-03,23.7045
2021-03-04,23.7082
2021-03-05,24.1149
2021-03-06,24.1149
2021-03-07,24.1149
2021-03-08,24.457
2021-03-09,24.5346
2021-03-10,24.6215
2021-03-11,24.555
2021-03-12,24.8563
2021-03-13,24.8563
2021-03-14,24.8563
2021-03-15,24.934
2021-03-16,24.9303
2021-03-17,24.6641
2021-03-18,24.7731
2021-03-19,24.9174
2021-03-20,24.9174
2021-03-21,24.9174
2021-03-22,24.9063
2021-03-23,25.5737
2021-03-24,25.496
2021-03-25,25.7253
2021-03-26,25.6957
2021-03-27,25.6957
2021-03-28,25.6957
2021-03-29,26.0211
2021-03-30,25.7623
2021-03-31,25.972
2021-04-01,25.9222
2021-04-02,25.9222
2021-04-03,25.9222
2021-04-04,25.9222
2021-04-05,26.0126
2021-04-06,26.0108
2021-04-07,25.9407
2021-04-08,25.8373
2021-04-09,25.7431
2021-04-10,25.7431
2021-04-11,25.7431
2021-04-12,25.8539
2021-04-13,26.057
2021-04-14,26.0459
2021-04-15,26.4058
2021-04-16,26.5941
2021-04-17,26.5941
2021-04-18,26.5941
2021-04-19,26.5738
2021-04-20,26.9984
2021-04-21,26.6532
2021-04-22,26.631
2021-04-23,26.5627
2021-04-24,26.5627
2021-04-25,26.5627
2021-04-26,26.38
2021-04-27,26.2286
2021-04-28,26.1696
2021-04-29,26.3708
2021-04-30,26.6329
2021-05-01,26.6329
2021-05-02,26.6329
2021-05-03,26.7861
2021-05-04,26.7603
2021-05-05,26.5203
2021-05-06,26.7769
2021-05-07,26.7196
2021-05-08,26.7196
2021-05-09,26.7196
2021-05-10,27.0187
2021-05-11,26.4981
2021-05-12,26.236
2021-05-13,26.3874
2021-05-14,26.4538
2021-05-15,26.4538
2021-05-16,26.4538
2021-05-17,26.3726
2021-05-18,26.3062
2021-05-19,26.2083
2021-05-20,26.3283
2021-05-21,26.4575
2021-05-22,26.4575
2021-05-23,26.4575
2021-05-24,26.2988
2021-05-25,26.0865
2021-05-26,26.0459
2021-05-27,25.9277
2021-05-28,26.0311
2021-05-29,26.0311
2021-05-30,26.0311
2021-05-31,26.0311
2021-06-01,25.8576
2021-06-02,25.8964
2021-06-03,26.0163
2021-06-04,25.972
2021-06-05,25.972
2021-06-06,25.972
2021-06-07,25.9665
2021-06-08,25.6656
2021-06-09,25.8465
2021-06-10,25.8871
2021-06-11,25.8447
2021-06-12,25.8447
2021-06-13,25.8447
2021-06-14,25.8059
2021-06-15,25.8816
2021-06-16,25.6656
2021-06-17,25.7487
2021-06-18,25.2041
2021-06-19,25.2041
2021-06-20,25.2041
2021-06-21,25.433
2021-06-22,25.3407
2021-06-23,25.1192
2021-06-24,25.1395
2021-06-25,25.3278
2021-06-26,25.3278
2021-06-27,25.3278
2021-06-28,25.4866
2021-06-29,25.1284
2021-06-30,24.6355
2021-07-01,24.8604
2021-07-02,24.8296
2021-07-03,24.8296
2021-07-04,24.8296
2021-07-05,24.8296
2021-07-06,24.953
2021-07-07,25.1507
2021-07-08,25.2269
2021-07-09,25.1598
2021-07-10,25.1598
2021-07-11,25.1598
2021-07-12,25.2559
2021-07-13,25.1688
2021-07-14,25.3974
2021-07-15,25.6877
2021-07-16,25.8128
2021-07-17,25.8128
2021-07-18,25.8128
2021-07-19,25.5933
2021-07-20,25.519
2021-07-21,25.2069
2021-07-22,25.2741
2021-07-23,25.5571
2021-07-24,25.5571
2021-07-25,25.5571
2021-07-26,25.5806
2021-07-27,26.0051
2021-07-28,25.6314
2021-07-29,25.6568
2021-07-30,25.577
2021-07-31,25.577
2021-08-01,25.577
2021-08-02,25.6786
2021-08-03,25.8437
2021-08-04,25.8836
2021-08-05,26.0015
2021-08-06,25.9707
2021-08-07,25.9707
2021-08-08,25.9707
2021-08-09,25.9743
2021-08-10,25.9326
2021-08-11,25.9888
2021-08-12,25.8419
2021-08-13,25.9525
2021-08-14,25.9525
2021-08-15,25.9525
2021-08-16,26.1285
2021-08-17,26.1611
2021-08-18,25.9979
2021-08-19,26.0904
2021-08-20,26.2029
2021-08-21,26.2029
2021-08-22,26.2029
2021-08-23,25.8763
2021-08-24,25.6332
2021-08-25,25.6713
2021-08-26,25.6205
2021-08-27,25.626
2021-08-28,25.626
2021-08-29,25.626
2021-08-30,25.7367
2021-08-31,25.6387
2021-09-01,25.8963
2021-09-02,26.0596
2021-09-03,25.9289
2021-09-04,25.9289
2021-09-05,25.9289
2021-09-06,25.9289
2021-09-07,25.5625
2021-09-08,25.9906
2021-09-09,25.9126
2021-09-10,25.7131
2021-09-11,25.7131
2021-09-12,25.7131
2021-09-13,25.4936
2021-09-14,25.4464
2021-09-15,25.1924
2021-09-16,25.1126
2021-09-17,24.962
2021-09-18,24.962
2021-09-19,24.962
2021-09-20,25.0056
2021-09-21,25.0763
2021-09-22,25.0491
2021-09-23,24.8768
2021-09-24,24.826
2021-09-25,24.826
2021-09-26,24.826
2021-09-27,24.523
2021-09-28,24.4214
2021-09-29,24.6464
2021-09-30,24.2677
2021-10-01,24.1636
2021-10-02,24.1636
2021-10-03,24.1636
2021-10-04,24.4775
2021-10-05,24.3914
2021-10-06,24.6946
2021-10-07,24.5403
2021-10-08,24.3771
2021-10-09,24.3771
2021-10-10,24.3771
2021-10-11,24.1116
2021-10-12,24.1995
2021-10-13,24.4076
2021-10-14,24.5726
2021-10-15,24.6031
2021-10-16,24.6031
2021-10-17,24.6031
2021-10-18,24.3825
2021-10-19,24.5654
2021-10-20,24.7807
2021-10-21,24.8076
2021-10-22,24.8883
2021-10-23,24.8883
2021-10-24,24.8883
2021-10-25,24.6587
2021-10-26,24.7251
2021-10-27,24.5851
2021-10-28,24.682
2021-10-29,24.6013
2021-10-30,24.6013
2021-10-31,24.6013
2021-11-01,24.6515
2021-11-02,24.7502
2021-11-03,24.5672
2021-11-04,24.5403
2021-11-05,24.7466
2021-11-06,24.7466
2021-11-07,24.7466
2021-11-08,24.4022
2021-11-09,24.5529
2021-11-10,24.7053
2021-11-11,24.4183
2021-11-12,24.3663
2021-11-13,24.3663
2021-11-14,24.3663
2021-11-15,24.6892
2021-11-16,24.6192
2021-11-17,24.734
2021-11-18,24.6138
2021-11-19,24.6838
2021-11-20,24.6838
2021-11-21,24.6838
2021-11-22,24.8632
2021-11-23,24.7699
2021-11-24,24.7143
2021-11-25,24.7143
2021-11-26,24.4417
2021-11-27,24.4417
2021-11-28,24.4417
2021-11-29,24.6784
2021-11-30,24.0399
2021-12-01,24.1744
2021-12-02,24.3878
2021-12-03,24.8004
2021-12-04,24.8004
2021-12-05,24.8004
2021-12-06,24.9959
2021-12-07,25.0102
2021-12-08,25.0497
2021-12-09,25.0928
2021-12-10,25.2147
2021-12-11,25.2147
2021-12-12,25.2147
2021-12-13,25.5071
2021-12-14,25.4443
2021-12-15,25.8425
2021-12-16,26.09
2021-12-17,25.7187
2021-12-18,25.7187
2021-12-19,25.7187
2021-12-20,25.7152
2021-12-21,25.4389
2021-12-22,25.4461
2021-12-23,25.4246
2021-12-24,25.4246
2021-12-25,25.4246
2021-12-26,25.4246
2021-12-27,25.5376
2021-12-28,25.7564
2021-12-29,25.8317
2021-12-30,25.8676
2021-12-31,27.0721
2022-01-01,27.0721
2022-01-02,27.0721
2022-01-03,26.8918
2022-01-04,26.8477
2022-01-05,27.0519
2022-01-06,26.9397
2022-01-07,27.0978
2022-01-08,27.0978
2022-01-09,27.0978
2022-01-10,27.0408
2022-01-11,26.7502
2022-01-12,26.8201
2022-01-13,27.1107
2022-01-14,26.9213
2022-01-15,26.9213
2022-01-16,26.9213
2022-01-17,26.9213
2022-01-18,26.833
2022-01-19,26.8808
2022-01-20,26.9985
2022-01-21,27.0574
2022-01-22,27.0574
2022-01-23,27.0574
2022-01-24,26.7153
2022-01-25,26.6454
2022-01-26,26.5276
2022-01-27,26.7116
2022-01-28,26.9801
2022-01-29,26.9801
2022-01-30,26.9801
2022-01-31,27.0666
2022-02-01,26.7208
2022-02-02,26.8974
2022-02-03,26.8183
2022-02-04,26.6251
2022-02-05,26.6251
2022-02-06,26.6251
2022-02-07,26.6398
2022-02-08,26.5939
2022-02-09,26.5663
2022-02-10,26.1395
2022-02-11,25.9942
2022-02-12,25.9942
2022-02-13,25.9942
2022-02-14,25.7036
2022-02-15,25.5693
2022-02-16,25.6098
2022-02-17,25.6595
2022-02-18,25.7717
2022-02-19,25.7717
2022-02-20,25.7717
2022-02-21,25.7717
2022-02-22,25.733
2022-02-23,25.4663
2022-02-24,25.5289
2022-02-25,25.928
2022-02-26,25.928
2022-02-27,25.928
2022-02-28,25.9335
2022-03-01,25.6447
2022-03-02,25.8802
2022-03-03,26.2223
2022-03-04,26.6196
2022-03-05,26.6196
2022-03-06,26.6196
2022-03-07,26.7741
2022-03-08,26.5074
2022-03-09,26.2499
2022-03-10,26.4265
2022-03-11,26.4817
2022-03-12,26.4817
2022-03-13,26.4817
2022-03-14,26.4669
2022-03-15,26.6159
2022-03-16,26.6178
2022-03-17,26.8367
2022-03-18,26.6325
2022-03-19,26.6325
2022-03-20,26.6325
2022-03-21,26.8201
2022-03-22,26.7594
2022-03-23,26.7796
2022-03-24,26.9875
2022-03-25,27.256
2022-03-26,27.256
2022-03-27,27.256
2022-03-28,27.3443
2022-03-29,27.4602
2022-03-30,27.6644
2022-03-31,25.745
2022-04-01,25.9742
2022-04-02,25.9742
2022-04-03,25.9742
2022-04-04,25.8631
2022-04-05,26.0783
2022-04-06,26.4672
2022-04-07,26.4394
2022-04-08,26.5575
2022-04-09,26.5575
2022-04-10,26.5575
2022-04-11,26.4134
2022-04-12,26.5436
2022-04-13,26.3335
2022-04-14,26.3318
2022-04-15,26.3318
2022-04-16,26.3318
2022-04-17,26.3318
2022-04-18,26.271
2022-04-19,26.5627
2022-04-20,26.7155
2022-04-21,26.778
2022-04-22,26.469
2022-04-23,26.469
2022-04-24,26.469
2022-04-25,26.2832
2022-04-26,26.2346
2022-04-27,26.1408
2022-04-28,26.2606
2022-04-29,25.7867
2022-04-30,25.7867
2022-05-01,25.7867
2022-05-02,25.7311
2022-05-03,25.7016
2022-05-04,26.0488
2022-05-05,25.9638
2022-05-06,25.8926
2022-05-07,25.8926
2022-05-08,25.8926
2022-05-09,26.1148
2022-05-10,25.8926
2022-05-11,26.0818
2022-05-12,25.9204
2022-05-13,26.1408
2022-05-14,26.1408
2022-05-15,26.1408
2022-05-16,26.2589
2022-05-17,26.3769
2022-05-18,26.1165
2022-05-19,26.2763
2022-05-20,26.3943
2022-05-21,26.3943
2022-05-22,26.3943
2022-05-23,26.6495
2022-05-24,27.2154
2022-05-25,26.7866
2022-05-26,26.7155
2022-05-27,26.9116
2022-05-28,26.9116
2022-05-29,26.9116
2022-05-30,26.9116
2022-05-31,26.6582
2022-06-01,26.5887
2022-06-02,26.6217
2022-06-03,26.5037
2022-06-04,26.5037
2022-06-05,26.5037
2022-06-06,26.5262
2022-06-07,26.7502
2022-06-08,26.2901
2022-06-09,25.6947
2022-06-10,25.6582
2022-06-11,25.6582
2022-06-12,25.6582
2022-06-13,25.0107
2022-06-14,24.3979
2022-06-15,24.3684
2022-06-16,24.2521
2022-06-17,24.1062
2022-06-18,24.1062
2022-06-19,24.1062
2022-06-20,24.1062
2022-06-21,24.3718
2022-06-22,24.627
2022-06-23,24.969
2022-06-24,25.285
2022-06-25,25.285
2022-06-26,25.285
2022-06-27,25.653
2022-06-28,25.6252
2022-06-29,25.6582
2022-06-30,25.4481
2022-07-01,25.7778
2022-07-02,25.7778
2022-07-03,25.7778
2022-07-04,25.7778
2022-07-05,25.1457
2022-07-06,25.5535
2022-07-07,25.3071
2022-07-08,25.2561
2022-07-09,25.2561
2022-07-10,25.2561
2022-07-11,25.4362
2022-07-12,25.4176
2022-07-13,25.3615
2022-07-14,25.3581
2022-07-15,25.4668
2022-07-16,25.4668
2022-07-17,25.4668
2022-07-18,25.1372
2022-07-19,25.1814
2022-07-20,24.6818
2022-07-21,24.6988
2022-07-22,24.9758
2022-07-23,24.9758
2022-07-24,24.9758
2022-07-25,25.1627
2022-07-26,25.4498
2022-07-27,25.4193
2022-07-28,25.8491
2022-07-29,25.9868
2022-07-30,25.9868
2022-07-31,25.9868
2022-08-01,26.0004
2022-08-02,25.9596
2022-08-03,26.0327
2022-08-04,25.9936
2022-08-05,25.8695
2022-08-06,25.8695
2022-08-07,25.8695
2022-08-08,26.014
2022-08-09,26.2264
2022-08-10,26.2179
2022-08-11,26.0751
2022-08-12,26.2977
2022-08-13,26.2977
2022-08-14,26.2977
2022-08-15,26.4065
2022-08-16,26.5305
2022-08-17,26.5237
2022-08-18,26.5968
2022-08-19,26.6461
2022-08-20,26.6461
2022-08-21,26.6461
2022-08-22,26.4914
2022-08-23,26.3504
2022-08-24,26.3368
2022-08-25,26.3963
2022-08-26,26.1533
2022-08-27,26.1533
2022-08-28,26.1533
2022-08-29,26.2196
2022-08-30,25.929
2022-08-31,25.8729
2022-09-01,26.1295
2022-09-02,25.8508
2022-09-03,25.8508
2022-09-04,25.8508
2022-09-05,25.8508
2022-09-06,25.8593
2022-09-07,26.3963
2022-09-08,26.3606
2022-09-09,26.4337
2022-09-10,26.4337
2022-09-11,26.4337
2022-09-12,26.5696
2022-09-13,25.9851
2022-09-14,26.0938
2022-09-15,25.5195
2022-09-16,25.5586
2022-09-17,25.5586
2022-09-18,25.5586
2022-09-19,25.7268
2022-09-20,25.5025
2022-09-21,25.3275
2022-09-22,25.3649
2022-09-23,25.2663
2022-09-24,25.2663
2022-09-25,25.2663
2022-09-26,24.8653
2022-09-27,24.4507
2022-09-28,24.5986
2022-09-29,23.9478
2022-09-30,23.9275
2022-10-01,23.9275
2022-10-02,23.9275
2022-10-03,24.4621
2022-10-04,24.5464
2022-10-05,24.1181
2022-10-06,23.4368
2022-10-07,23.2614
2022-10-08,23.2614
2022-10-09,23.2614
2022-10-10,23.2311
2022-10-11,23.2108
2022-10-12,22.7134
2022-10-13,23.1333
2022-10-14,23.0625
2022-10-15,23.0625
2022-10-16,23.0625
2022-10-17,23.2901
2022-10-18,23.651
2022-10-19,23.479
2022-10-20,23.2547
2022-10-21,23.4587
2022-10-22,23.4587
2022-10-23,23.4587
2022-10-24,23.4773
2022-10-25,23.6476
2022-10-26,23.6999
2022-10-27,23.8078
2022-10-28,24.2934
2022-10-29,24.2934
2022-10-30,24.2934
2022-10-31,24.2479
2022-11-01,24.3525
2022-11-02,24.0658
2022-11-03,24.0894
2022-11-04,24.258
2022-11-05,24.258
2022-11-06,24.258
2022-11-07,24.0439
2022-11-08,24.2681
2022-11-09,24.0827
2022-11-10,24.7234
2022-11-11,24.5548
2022-11-12,24.5548
2022-11-13,24.5548
2022-11-14,24.4503
2022-11-15,24.5734
2022-11-16,24.7673
2022-11-17,24.5329
2022-11-18,24.9848
2022-11-19,24.9848
2022-11-20,24.9848
2022-11-21,25.1585
2022-11-22,25.2259
2022-11-23,25.3845
2022-11-24,25.3845
2022-11-25,25.4839
2022-11-26,25.4839
2022-11-27,25.4839
2022-11-28,25.2951
2022-11-29,25.2007
2022-11-30,25.5649
2022-12-01,25.2529
2022-12-02,25.0455
2022-12-03,25.0455
2022-12-04,25.0455
2022-12-05,24.7403
2022-12-06,24.9376
2022-12-07,24.7976
2022-12-08,24.9781
2022-12-09,24.9899
2022-12-10,24.9899
2022-12-11,24.9899
2022-12-12,25.3507
2022-12-13,25.5379
2022-12-14,25.3254
2022-12-15,25.1265
2022-12-16,24.8887
2022-12-17,24.8887
2022-12-18,24.8887
2022-12-19,24.7386
2022-12-20,24.7538
2022-12-21,24.8499
2022-12-22,24.7993
2022-12-23,24.9477
2022-12-24,24.9477
2022-12-25,24.9477
2022-12-26,24.9477
2022-12-27,25.0371
2022-12-28,24.8786
2022-12-29,24.9359
2022-12-30,24.4828
2022-12-31,24.4828
2023-01-01,24.4828
2023-01-02,24.4828
2023-01-03,24.5484
2023-01-04,24.65
2023-01-05,24.2615
2023-01-06,24.6484
2023-01-07,24.6484
2023-01-08,24.6484
2023-01-09,24.9418
2023-01-10,24.9681
2023-01-11,25.2107
2023-01-12,24.991
2023-01-13,24.809
2023-01-14,24.809
2023-01-15,24.809
2023-01-16,24.809
2023-01-17,24.6927
2023-01-18,24.2812
2023-01-19,24.1615
2023-01-20,24.3713
2023-01-21,24.3713
2023-01-22,24.3713
2023-01-23,24.3304
2023-01-24,24.3386
2023-01-25,24.3156
2023-01-26,24.3353
2023-01-27,24.3205
2023-01-28,24.3205
2023-01-29,24.3205
2023-01-30,24.2959
2023-01-31,24.5205
2023-02-01,24.6697
2023-02-02,24.673
2023-02-03,24.45
2023-02-04,24.45
2023-02-05,24.45
2023-02-06,24.4943
2023-02-07,24.3845
2023-02-08,24.1386
2023-02-09,24.0173
2023-02-10,24.4025
2023-02-11,24.4025
2023-02-12,24.4025
2023-02-13,24.3681
2023-02-14,24.1451
2023-02-15,24.2123
2023-02-16,24.1304
2023-02-17,24.3369
2023-02-18,24.3369
2023-02-19,24.3369
2023-02-20,24.3369
2023-02-21,24.1107
2023-02-22,24.0533
2023-02-23,24.0468
2023-02-24,24.0337
2023-02-25,24.0337
2023-02-26,24.0337
2023-02-27,23.873
2023-02-28,23.6468
2023-03-01,23.3042
2023-03-02,23.5419
2023-03-03,23.7992
2023-03-04,23.7992
2023-03-05,23.7992
2023-03-06,23.8402
2023-03-07,23.6812
2023-03-08,23.7435
2023-03-09,23.6796
2023-03-10,23.4681
2023-03-11,23.4681
2023-03-12,23.4681
2023-03-13,24.0566
2023-03-14,24.2648
2023-03-15,24.6353
2023-03-16,24.6631
2023-03-17,24.5631
2023-03-18,24.5631
2023-03-19,24.5631
