,KRO US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-07,9.349
2023-03-08,9.3685
2023-03-09,8.2044
2023-03-10,7.992
2023-03-11,7.992
2023-03-12,7.992
2023-03-13,7.8111
2023-03-14,7.5122
2023-03-15,7.5987
2023-03-16,7.6302
2023-03-17,7.5201
2023-03-18,7.5201
2023-03-19,7.5201
2023-03-20,7.5751
2023-03-21,7.756
2023-03-22,7.6302
2023-03-23,7.5515
2023-03-24,7.6774
2023-03-25,7.6774
2023-03-26,7.6774
2023-03-27,7.7403
2023-03-28,7.8583
2023-03-29,8.0077
2023-03-30,7.9841
2023-03-31,33.7624
2023-04-01,33.7624
2023-04-02,33.7624
2023-04-03,33.5295
2023-04-04,32.9762
2023-04-05,32.8888
2023-04-06,32.8597
2023-04-07,32.8597
2023-04-08,32.8597
2023-04-09,32.8597
2023-04-10,33.8206
2023-04-11,34.8107
2023-04-12,33.9953
2023-04-13,34.3156
2023-04-14,33.9662
2023-04-15,33.9662
2023-04-16,33.9662
2023-04-17,34.403
2023-04-18,34.0245
2023-04-19,34.1409
2023-04-20,33.8789
2023-04-21,33.7915
2023-04-22,33.7915
2023-04-23,33.7915
2023-04-24,33.8206
2023-04-25,32.7141
2023-04-26,32.7433
2023-04-27,33.2965
2023-04-28,34.0245
2023-04-29,34.0245
2023-04-30,34.0245
2023-05-01,34.2283
2023-05-02,33.5586
2023-05-03,33.675
2023-05-04,31.1473
2023-05-05,31.7284
2023-05-06,31.7284
2023-05-07,31.7284
2023-05-08,31.3797
2023-05-09,30.9439
2023-05-10,31.1182
2023-05-11,30.9148
2023-05-12,30.3628
2023-05-13,30.3628
2023-05-14,30.3628
2023-05-15,30.1594
2023-05-16,29.6655
2023-05-17,30.7405
2023-05-18,31.554
2023-05-19,31.3797
2023-05-20,31.3797
2023-05-21,31.3797
2023-05-22,32.2804
2023-05-23,32.2223
2023-05-24,31.5831
2023-05-25,31.6121
2023-05-26,31.9608
2023-05-27,31.9608
2023-05-28,31.9608
2023-05-29,31.9608
2023-05-30,32.1932
2023-05-31,30.9148
2023-06-01,31.4378
2023-06-02,32.571
2023-06-03,32.571
2023-06-04,32.571
2023-06-05,32.1932
2023-06-06,32.6
2023-06-07,33.3554
2023-06-08,32.8906
2023-06-09,32.8615
2023-06-10,32.8615
2023-06-11,32.8615
2023-06-12,32.7162
2023-06-13,33.6169
2023-06-14,33.4136
2023-06-15,33.4136
2023-06-16,32.8325
2023-06-17,32.8325
2023-06-18,32.8325
2023-06-19,32.8325
2023-06-20,32.3385
2023-06-21,33.1521
2023-06-22,32.4838
2023-06-23,31.9899
2023-06-24,31.9899
2023-06-25,31.9899
2023-06-26,32.1351
2023-06-27,32.048
2023-06-28,31.8446
2023-06-29,32.1351
2023-06-30,32.1351
2023-07-01,32.1351
2023-07-02,32.1351
2023-07-03,32.1351
2023-07-04,32.1351
2023-07-05,32.1351
2023-07-06,32.1351
2023-07-07,32.1351
2023-07-08,32.1351
2023-07-09,32.1351
2023-07-10,32.1351
2023-07-11,32.1351
2023-07-12,32.1351
2023-07-13,32.1351
2023-07-14,32.1351
2023-07-15,32.1351
2023-07-16,32.1351
2023-07-17,32.1351
2023-07-18,32.1351
2023-07-19,32.1351
2023-07-20,32.1351
2023-07-21,32.1351
2023-07-22,32.1351
2023-07-23,32.1351
2023-07-24,32.1351
2023-07-25,32.1351
2023-07-26,32.1351
2023-07-27,32.1351
2023-07-28,32.1351
2023-07-29,32.1351
2023-07-30,32.1351
2023-07-31,32.1351
2023-08-01,32.1351
2023-08-02,32.1351
2023-08-03,32.1351
2023-08-04,32.1351
2023-08-05,32.1351
2023-08-06,32.1351
2023-08-07,32.1351
2023-08-08,32.1351
2023-08-09,32.1351
2023-08-10,32.1351
2023-08-11,32.1351
2023-08-12,32.1351
2023-08-13,32.1351
2023-08-14,32.1351
2023-08-15,32.1351
2023-08-16,32.1351
2023-08-17,32.1351
2023-08-18,32.1351
2023-08-19,32.1351
2023-08-20,32.1351
2023-08-21,32.1351
2023-08-22,32.1351
2023-08-23,32.1351
2023-08-24,32.1351
2023-08-25,32.1351
2023-08-26,32.1351
2023-08-27,32.1351
2023-08-28,32.1351
2023-08-29,32.1351
2023-08-30,32.1351
2023-08-31,32.1351
2023-09-01,32.1351
2023-09-02,32.1351
2023-09-03,32.1351
2023-09-04,32.1351
2023-09-05,32.1351
2023-09-06,32.1351
2023-09-07,32.1351
2023-09-08,32.1351
2023-09-09,32.1351
2023-09-10,32.1351
2023-09-11,32.1351
2023-09-12,32.1351
2023-09-13,32.1351
2023-09-14,32.1351
2023-09-15,32.1351
2023-09-16,32.1351
2023-09-17,32.1351
2023-09-18,32.1351
2023-09-19,32.1351
2023-09-20,32.1351
2023-09-21,32.1351
2023-09-22,32.1351
2023-09-23,32.1351
2023-09-24,32.1351
2023-09-25,32.1351
2023-09-26,32.1351
2023-09-27,32.1351
2023-09-28,32.1351
2023-09-29,32.1351
2023-09-30,32.1351
2023-10-01,32.1351
2023-10-02,32.1351
2023-10-03,32.1351
2023-10-04,32.1351
2023-10-05,32.1351
2023-10-06,32.1351
2023-10-07,32.1351
2023-10-08,32.1351
2023-10-09,32.1351
2023-10-10,32.1351
2023-10-11,32.1351
2023-10-12,32.1351
2023-10-13,32.1351
2023-10-14,32.1351
2023-10-15,32.1351
2023-10-16,32.1351
2023-10-17,32.1351
2023-10-18,32.1351
2023-10-19,32.1351
2023-10-20,32.1351
2023-10-21,32.1351
2023-10-22,32.1351
2023-10-23,32.1351
2023-10-24,32.1351
2023-10-25,32.1351
2023-10-26,32.1351
2023-10-27,32.1351
2023-10-28,32.1351
2023-10-29,32.1351
2023-10-30,32.1351
2023-10-31,32.1351
2023-11-01,32.1351
2023-11-02,32.1351
2023-11-03,32.1351
2023-11-04,32.1351
2023-11-05,32.1351
2023-11-06,32.1351
2023-11-07,32.1351
2023-11-08,32.1351
2023-11-09,32.1351
2023-11-10,32.1351
2023-11-11,32.1351
2023-11-12,32.1351
2023-11-13,32.1351
2023-11-14,32.1351
2023-11-15,32.1351
2023-11-16,32.1351
2023-11-17,32.1351
2023-11-18,32.1351
2023-11-19,32.1351
2023-11-20,32.1351
2023-11-21,32.1351
2023-11-22,32.1351
2023-11-23,32.1351
2023-11-24,32.1351
2023-11-25,32.1351
2023-11-26,32.1351
2023-11-27,32.1351
2023-11-28,32.1351
2023-11-29,32.1351
2023-11-30,32.1351
2023-12-01,32.1351
2023-12-02,32.1351
2023-12-03,32.1351
2023-12-04,32.1351
2023-12-05,32.1351
2023-12-06,32.1351
2023-12-07,32.1351
2023-12-08,32.1351
2023-12-09,32.1351
2023-12-10,32.1351
2023-12-11,32.1351
2023-12-12,32.1351
2023-12-13,32.1351
2023-12-14,32.1351
2023-12-15,32.1351
2023-12-16,32.1351
2023-12-17,32.1351
2023-12-18,32.1351
2023-12-19,32.1351
2023-12-20,32.1351
2023-12-21,32.1351
2023-12-22,32.1351
2023-12-23,32.1351
2023-12-24,32.1351
2023-12-25,32.1351
2023-12-26,32.1351
2023-12-27,32.1351
2023-12-28,32.1351
2023-12-29,32.1351
2023-12-30,32.1351
2023-12-31,32.1351
2024-01-01,32.1351
2024-01-02,32.1351
2024-01-03,32.1351
2024-01-04,32.1351
2024-01-05,32.1351
2024-01-06,32.1351
2024-01-07,32.1351
2024-01-08,32.1351
2024-01-09,32.1351
2024-01-10,32.1351
2024-01-11,32.1351
2024-01-12,32.1351
2024-01-13,32.1351
2024-01-14,32.1351
2024-01-15,32.1351
2024-01-16,32.1351
2024-01-17,32.1351
2024-01-18,32.1351
2024-01-19,32.1351
2024-01-20,32.1351
2024-01-21,32.1351
2024-01-22,32.1351
2024-01-23,32.1351
2024-01-24,32.1351
2024-01-25,32.1351
2024-01-26,32.1351
2024-01-27,32.1351
2024-01-28,32.1351
2024-01-29,32.1351
2024-01-30,32.1351
2024-01-31,32.1351
2024-02-01,32.1351
2024-02-02,32.1351
2024-02-03,32.1351
2024-02-04,32.1351
2024-02-05,32.1351
2024-02-06,32.1351
2024-02-07,32.1351
2024-02-08,32.1351
2024-02-09,32.1351
2024-02-10,32.1351
2024-02-11,32.1351
2024-02-12,32.1351
2024-02-13,32.1351
2024-02-14,32.1351
2024-02-15,32.1351
2024-02-16,32.1351
2024-02-17,32.1351
2024-02-18,32.1351
2024-02-19,32.1351
2024-02-20,32.1351
2024-02-21,32.1351
2024-02-22,32.1351
2024-02-23,32.1351
2024-02-24,32.1351
2024-02-25,32.1351
2024-02-26,32.1351
2024-02-27,32.1351
2024-02-28,32.1351
2024-02-29,32.1351
2024-03-01,32.1351
2024-03-02,32.1351
2024-03-03,32.1351
2024-03-04,32.1351
2024-03-05,32.1351
2024-03-06,32.1351
2024-03-07,32.1351
2024-03-08,32.1351
2024-03-09,32.1351
2024-03-10,32.1351
2024-03-11,32.1351
2024-03-12,32.1351
2024-03-13,32.1351
2024-03-14,32.1351
2024-03-15,32.1351
2024-03-16,32.1351
2024-03-17,32.1351
2024-03-18,32.1351
2024-03-19,32.1351
2024-03-20,32.1351
2024-03-21,32.1351
2024-03-22,32.1351
2024-03-23,32.1351
2024-03-24,32.1351
2024-03-25,32.1351
2024-03-26,32.1351
2024-03-27,32.1351
2024-03-28,32.1351
2024-03-29,32.1351
2024-03-30,32.1351
2024-03-31,32.1351
2024-04-01,32.1351
2024-04-02,32.1351
2024-04-03,32.1351
2024-04-04,32.1351
2024-04-05,32.1351
2024-04-06,32.1351
2024-04-07,32.1351
2024-04-08,32.1351
