,APO US Equity
2023-04-08,14.0908
2023-04-09,14.0908
2023-04-10,14.0908
2023-04-11,14.0908
2023-04-12,14.0908
2023-04-13,14.0908
2023-04-14,14.0908
2023-04-15,14.0908
2023-04-16,14.0908
2023-04-17,14.0908
2023-04-18,14.0908
2023-04-19,14.0908
2023-04-20,14.0908
2023-04-21,14.0908
2023-04-22,14.0908
2023-04-23,14.0908
2023-04-24,14.0908
2023-04-25,14.0908
2023-04-26,14.0908
2023-04-27,14.0908
2023-04-28,14.0908
2023-04-29,14.0908
2023-04-30,14.0908
2023-05-01,14.0908
2023-05-02,14.0908
2023-05-03,14.0908
2023-05-04,14.0908
2023-05-05,14.0908
2023-05-06,14.0908
2023-05-07,14.0908
2023-05-08,14.0908
2023-05-09,14.0908
2023-05-10,14.0908
2023-05-11,14.0908
2023-05-12,14.0908
2023-05-13,14.0908
2023-05-14,14.0908
2023-05-15,14.0908
2023-05-16,14.0908
2023-05-17,14.0908
2023-05-18,14.0908
2023-05-19,14.0908
2023-05-20,14.0908
2023-05-21,14.0908
2023-05-22,14.0908
2023-05-23,14.0908
2023-05-24,14.0908
2023-05-25,14.0908
2023-05-26,14.0908
2023-05-27,14.0908
2023-05-28,14.0908
2023-05-29,14.0908
2023-05-30,14.0908
2023-05-31,14.0908
2023-06-01,14.0908
2023-06-02,14.0908
2023-06-03,14.0908
2023-06-04,14.0908
2023-06-05,14.0908
2023-06-06,14.0908
2023-06-07,14.0908
2023-06-08,14.0908
2023-06-09,14.0908
2023-06-10,14.0908
2023-06-11,14.0908
2023-06-12,14.0908
2023-06-13,14.0908
2023-06-14,14.0908
2023-06-15,14.0908
2023-06-16,14.0908
2023-06-17,14.0908
2023-06-18,14.0908
2023-06-19,14.0908
2023-06-20,14.0908
2023-06-21,14.0908
2023-06-22,14.0908
2023-06-23,14.0908
2023-06-24,14.0908
2023-06-25,14.0908
2023-06-26,14.0908
2023-06-27,14.0908
2023-06-28,14.0908
2023-06-29,14.0908
2023-06-30,13.2209
2023-07-01,13.2209
2023-07-02,13.2209
2023-07-03,13.2717
2023-07-04,13.2717
2023-07-05,13.0687
2023-07-06,12.772
2023-07-07,13.0648
2023-07-08,13.0648
2023-07-09,13.0648
2023-07-10,13.0238
2023-07-11,13.4454
2023-07-12,13.4513
2023-07-13,13.9509
2023-07-14,13.9002
2023-07-15,13.9002
2023-07-16,13.9002
2023-07-17,14.0271
2023-07-18,14.3237
2023-07-19,14.2086
2023-07-20,14.152
2023-07-21,13.9978
2023-07-22,13.9978
2023-07-23,13.9978
2023-07-24,14.0075
2023-07-25,14.07
2023-07-26,14.1247
2023-07-27,13.9822
2023-07-28,14.1969
2023-07-29,14.1969
2023-07-30,14.1969
2023-07-31,14.1774
2023-08-01,14.2261
2023-08-02,14.1032
2023-08-03,15.001
2023-08-04,15.0244
2023-08-05,15.0244
2023-08-06,15.0244
2023-08-07,15.0498
2023-08-08,14.3108
2023-08-09,14.1587
2023-08-10,14.1392
2023-08-11,14.1021
2023-08-12,14.1021
2023-08-13,14.1021
2023-08-14,14.2094
2023-08-15,13.9286
2023-08-16,13.8779
2023-08-17,13.6712
2023-08-18,14.0557
2023-08-19,14.0557
2023-08-20,14.0557
2023-08-21,14.1317
2023-08-22,14.1278
2023-08-23,14.4262
2023-08-24,14.3209
2023-08-25,14.4438
2023-08-26,14.4438
2023-08-27,14.4438
2023-08-28,14.5393
2023-08-29,14.7967
2023-08-30,14.824
2023-08-31,15.2608
2023-09-01,15.0853
2023-09-02,15.0853
2023-09-03,15.0853
2023-09-04,15.0853
2023-09-05,15.5397
2023-09-06,15.2062
2023-09-07,15.2179
2023-09-08,15.3623
2023-09-09,15.3623
2023-09-10,15.3623
2023-09-11,15.5066
2023-09-12,15.8108
2023-09-13,15.8966
2023-09-14,16.0077
2023-09-15,16.1267
2023-09-16,16.1267
2023-09-17,16.1267
2023-09-18,16.1813
2023-09-19,16.1033
2023-09-20,16.1735
2023-09-21,15.8595
2023-09-22,15.9375
2023-09-23,15.9375
2023-09-24,15.9375
2023-09-25,16.2632
2023-09-26,15.7562
2023-09-27,15.6918
2023-09-28,15.9941
2023-09-29,9.607
2023-09-30,9.607
2023-10-01,9.607
2023-10-02,9.5879
2023-10-03,9.2244
2023-10-04,9.393
2023-10-05,9.4659
2023-10-06,9.7039
2023-10-07,9.7039
2023-10-08,9.7039
2023-10-09,9.5377
2023-10-10,9.6106
2023-10-11,9.5508
2023-10-12,9.3906
2023-10-13,9.344
2023-10-14,9.344
2023-10-15,9.344
2023-10-16,9.3069
2023-10-17,9.4097
2023-10-18,9.3069
2023-10-19,8.8442
2023-10-20,8.7222
2023-10-21,8.7222
2023-10-22,8.7222
2023-10-23,8.7772
2023-10-24,8.9183
2023-10-25,8.6074
2023-10-26,8.562
2023-10-27,8.4819
2023-10-28,8.4819
2023-10-29,8.4819
2023-10-30,8.4591
2023-10-31,8.1339
2023-11-01,8.8764
2023-11-02,8.9326
2023-11-03,9.0414
2023-11-04,9.0414
2023-11-05,9.0414
2023-11-06,8.8167
2023-11-07,8.972
2023-11-08,9.0222
2023-11-09,8.96
2023-11-10,9.045
2023-11-11,9.045
2023-11-12,9.045
2023-11-13,9.136
2023-11-14,9.3706
2023-11-15,9.2856
2023-11-16,9.2174
2023-11-17,9.27
2023-11-18,9.27
2023-11-19,9.27
2023-11-20,9.4472
2023-11-21,9.4041
2023-11-22,9.6723
2023-11-23,9.6723
2023-11-24,9.7848
2023-11-25,9.7848
2023-11-26,9.7848
2023-11-27,9.7094
2023-11-28,9.7237
2023-11-29,9.9201
2023-11-30,9.8878
2023-12-01,9.9716
2023-12-02,9.9716
2023-12-03,9.9716
2023-12-04,9.6316
2023-12-05,9.7357
2023-12-06,9.7166
2023-12-07,9.7441
2023-12-08,9.8985
2023-12-09,9.8985
2023-12-10,9.8985
2023-12-11,9.8806
2023-12-12,10.035
2023-12-13,9.9189
2023-12-14,10.023
2023-12-15,10.1846
2023-12-16,10.1846
2023-12-17,10.1846
2023-12-18,10.1368
2023-12-19,10.2182
2023-12-20,9.8482
2023-12-21,9.8638
2023-12-22,9.8375
2023-12-23,9.8375
2023-12-24,9.8375
2023-12-25,9.8375
2023-12-26,9.9584
2023-12-27,10.0266
2023-12-28,10.1595
2023-12-29,8.53
2023-12-30,8.53
2023-12-31,8.53
2024-01-01,8.53
2024-01-02,8.3363
2024-01-03,8.4238
2024-01-04,8.6977
2024-01-05,8.7112
2024-01-06,8.7112
2024-01-07,8.7112
2024-01-08,8.8528
2024-01-09,8.7872
2024-01-10,8.8976
2024-01-11,8.7539
2024-01-12,8.7612
2024-01-13,8.7612
2024-01-14,8.7612
2024-01-15,8.7612
2024-01-16,8.7664
2024-01-17,8.8289
2024-01-18,8.883
2024-01-19,9.1288
2024-01-20,9.1288
2024-01-21,9.1288
2024-01-22,8.9736
2024-01-23,8.7508
2024-01-24,9.0392
2024-01-25,9.2371
2024-01-26,9.2715
2024-01-27,9.2715
2024-01-28,9.2715
2024-01-29,9.3652
2024-01-30,9.4058
2024-01-31,9.2808
2024-02-01,9.2965
2024-02-02,9.5651
2024-02-03,9.5651
2024-02-04,9.5651
2024-02-05,9.5516
2024-02-06,9.7047
2024-02-07,9.8536
2024-02-08,10.0149
2024-02-09,10.2775
2024-02-10,10.2775
2024-02-11,10.2775
2024-02-12,10.1681
2024-02-13,10.2712
2024-02-14,10.5525
2024-02-15,10.7067
2024-02-16,10.5671
2024-02-17,10.5671
2024-02-18,10.5671
2024-02-19,10.5671
2024-02-20,10.2431
2024-02-21,10.2097
2024-02-22,10.4421
2024-02-23,10.4525
2024-02-24,10.4525
2024-02-25,10.4525
2024-02-26,10.3764
2024-02-27,10.3783
2024-02-28,10.4794
2024-02-29,10.4804
2024-03-01,10.3981
2024-03-02,10.3981
2024-03-03,10.3981
2024-03-04,10.4346
2024-03-05,10.2313
2024-03-06,10.1677
2024-03-07,10.3877
2024-03-08,10.1625
2024-03-09,10.1625
2024-03-10,10.1625
2024-03-11,10.1635
2024-03-12,10.2865
2024-03-13,10.2907
2024-03-14,10.2938
2024-03-15,10.3355
2024-03-16,10.3355
2024-03-17,10.3355
2024-03-18,10.322
2024-03-19,10.3699
2024-03-20,10.568
2024-03-21,10.765
2024-03-22,10.5618
2024-03-23,10.5618
2024-03-24,10.5618
2024-03-25,10.6493
2024-03-26,10.6983
2024-03-27,10.666
2024-03-28,10.5482
2024-03-29,10.5482
2024-03-30,10.5482
2024-03-31,10.5482
2024-04-01,10.5503
2024-04-02,10.3512
2024-04-03,10.5628
2024-04-04,10.4054
2024-04-05,10.7796
2024-04-06,10.7796
2024-04-07,10.7796
2024-04-08,10.9246
