,BSIG US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-04,7.7263
2023-03-05,7.7263
2023-03-06,7.5756
2023-03-07,7.5485
2023-03-08,7.5732
2023-03-09,7.4175
2023-03-10,7.1334
2023-03-11,7.1334
2023-03-12,7.1334
2023-03-13,6.9505
2023-03-14,7.1062
2023-03-15,7.0049
2023-03-16,7.0568
2023-03-17,6.8048
2023-03-18,6.8048
2023-03-19,6.8048
2023-03-20,6.995
2023-03-21,7.1951
2023-03-22,7.0296
2023-03-23,7.0172
2023-03-24,7.0172
2023-03-25,7.0172
2023-03-26,7.0172
2023-03-27,7.0765
2023-03-28,7.0815
2023-03-29,7.1185
2023-03-30,7.1951
2023-03-31,8.4368
2023-04-01,8.4368
2023-04-02,8.4368
2023-04-03,8.2898
2023-04-04,8.1041
2023-04-05,7.9959
2023-04-06,8.0985
2023-04-07,8.0985
2023-04-08,8.0985
2023-04-09,8.0985
2023-04-10,8.2177
2023-04-11,8.3065
2023-04-12,8.3536
2023-04-13,8.3453
2023-04-14,8.3896
2023-04-15,8.3896
2023-04-16,8.3896
2023-04-17,8.4645
2023-04-18,8.531
2023-04-19,8.47
2023-04-20,8.4867
2023-04-21,8.4312
2023-04-22,8.4312
2023-04-23,8.4312
2023-04-24,8.3675
2023-04-25,8.1096
2023-04-26,8.0209
2023-04-27,8.0948
2023-04-28,8.1613
2023-04-29,8.1613
2023-04-30,8.1613
2023-05-01,8.0587
2023-05-02,7.9977
2023-05-03,8.1031
2023-05-04,8.031
2023-05-05,8.1641
2023-05-06,8.1641
2023-05-07,8.1641
2023-05-08,8.1142
2023-05-09,8.0449
2023-05-10,8.006
2023-05-11,7.909
2023-05-12,7.9034
2023-05-13,7.9034
2023-05-14,7.9034
2023-05-15,7.8896
2023-05-16,7.9034
2023-05-17,7.9838
2023-05-18,8.1447
2023-05-19,8.1891
2023-05-20,8.1891
2023-05-21,8.1891
2023-05-22,8.2778
2023-05-23,8.1364
2023-05-24,7.9312
2023-05-25,7.9006
2023-05-26,7.9617
2023-05-27,7.9617
2023-05-28,7.9617
2023-05-29,7.9617
2023-05-30,7.945
2023-05-31,7.859
2023-06-01,8.0865
2023-06-02,8.1641
2023-06-03,8.1641
2023-06-04,8.1641
2023-06-05,8.0116
2023-06-06,8.1142
2023-06-07,8.2335
2023-06-08,8.2335
2023-06-09,8.2168
2023-06-10,8.2168
2023-06-11,8.2168
2023-06-12,8.1003
2023-06-13,8.1281
2023-06-14,8.1891
2023-06-15,8.2196
2023-06-16,8.0587
2023-06-17,8.0587
2023-06-18,8.0587
2023-06-19,8.0587
2023-06-20,7.9312
2023-06-21,7.8036
2023-06-22,7.6982
2023-06-23,7.5373
2023-06-24,7.5373
2023-06-25,7.5373
2023-06-26,7.5318
2023-06-27,7.5872
2023-06-28,7.5789
2023-06-29,7.7315
2023-06-30,9.0798
2023-07-01,9.0798
2023-07-02,9.0798
2023-07-03,9.0899
2023-07-04,9.0899
2023-07-05,9.0058
2023-07-06,8.8779
2023-07-07,8.7568
2023-07-08,8.7568
2023-07-09,8.7568
2023-07-10,8.8106
2023-07-11,8.8577
2023-07-12,9.3019
2023-07-13,9.423
2023-07-14,9.2514
2023-07-15,9.2514
2023-07-16,9.2514
2023-07-17,9.1807
2023-07-18,9.2951
2023-07-19,9.3389
2023-07-20,9.3994
2023-07-21,9.349
2023-07-22,9.349
2023-07-23,9.349
2023-07-24,9.4936
2023-07-25,9.4499
2023-07-26,9.3119
2023-07-27,9.2951
2023-07-28,9.285
2023-07-29,9.285
2023-07-30,9.285
2023-07-31,9.1908
2023-08-01,9.2716
2023-08-02,9.1336
2023-08-03,8.7635
2023-08-04,8.962
2023-08-05,8.962
2023-08-06,8.962
2023-08-07,8.9217
2023-08-08,8.7538
2023-08-09,8.8212
2023-08-10,8.7808
2023-08-11,8.7437
2023-08-12,8.7437
2023-08-13,8.7437
2023-08-14,8.7471
2023-08-15,8.646
2023-08-16,8.71
2023-08-17,8.9795
2023-08-18,9.0401
2023-08-19,9.0401
2023-08-20,9.0401
2023-08-21,9.0367
2023-08-22,9.0367
2023-08-23,9.2792
2023-08-24,9.1243
2023-08-25,9.1614
2023-08-26,9.1614
2023-08-27,9.1614
2023-08-28,9.1378
2023-08-29,9.0974
2023-08-30,9.094
2023-08-31,9.0064
2023-09-01,9.1344
2023-09-02,9.1344
2023-09-03,9.1344
2023-09-04,9.1344
2023-09-05,8.8616
2023-09-06,8.8414
2023-09-07,8.8178
2023-09-08,8.8852
2023-09-09,8.8852
2023-09-10,8.8852
2023-09-11,8.9323
2023-09-12,8.9189
2023-09-13,8.8549
2023-09-14,8.8683
2023-09-15,8.8616
2023-09-16,8.8616
2023-09-17,8.8616
2023-09-18,8.8448
2023-09-19,8.8481
2023-09-20,8.8414
2023-09-21,8.8448
2023-09-22,8.7976
2023-09-23,8.7976
2023-09-24,8.7976
2023-09-25,8.6898
2023-09-26,8.5147
2023-09-27,8.5079
2023-09-28,8.6191
2023-09-29,8.2662
2023-09-30,8.2662
2023-10-01,8.2662
2023-10-02,8.1699
2023-10-03,7.9841
2023-10-04,7.8778
2023-10-05,7.8978
2023-10-06,7.7882
2023-10-07,7.7882
2023-10-08,7.7882
2023-10-09,7.8679
2023-10-10,7.755
2023-10-11,7.7052
2023-10-12,7.6721
2023-10-13,7.5758
2023-10-14,7.5758
2023-10-15,7.5758
2023-10-16,7.7252
2023-10-17,7.755
2023-10-18,7.5858
2023-10-19,7.453
2023-10-20,7.3003
2023-10-21,7.3003
2023-10-22,7.3003
2023-10-23,7.2671
2023-10-24,7.1841
2023-10-25,7.068
2023-10-26,7.1443
2023-10-27,7.0082
2023-10-28,7.0082
2023-10-29,7.0082
2023-10-30,7.1045
2023-10-31,7.0281
2023-11-01,7.0481
2023-11-02,7.0348
2023-11-03,7.3833
2023-11-04,7.3833
2023-11-05,7.3833
2023-11-06,7.3335
2023-11-07,7.224
2023-11-08,7.2007
2023-11-09,7.1476
2023-11-10,7.2107
2023-11-11,7.2107
2023-11-12,7.2107
2023-11-13,7.1709
2023-11-14,7.5393
2023-11-15,7.6355
2023-11-16,7.5393
2023-11-17,7.5592
2023-11-18,7.5592
2023-11-19,7.5592
2023-11-20,7.6289
2023-11-21,7.6986
2023-11-22,7.7716
2023-11-23,7.7716
2023-11-24,7.7816
2023-11-25,7.7816
2023-11-26,7.7816
2023-11-27,7.7285
2023-11-28,7.7086
2023-11-29,7.6654
2023-11-30,7.6223
2023-12-01,7.8679
2023-12-02,7.8679
2023-12-03,7.8679
2023-12-04,7.7749
2023-12-05,7.7783
2023-12-06,7.838
2023-12-07,8.0206
2023-12-08,8.0006
2023-12-09,8.0006
2023-12-10,8.0006
2023-12-11,7.9973
2023-12-12,8.1301
2023-12-13,8.2662
2023-12-14,8.4122
2023-12-15,8.2861
2023-12-16,8.2861
2023-12-17,8.2861
2023-12-18,8.2894
2023-12-19,8.3724
2023-12-20,8.2728
2023-12-21,8.1334
2023-12-22,8.0803
2023-12-23,8.0803
2023-12-24,8.0803
2023-12-25,8.0803
2023-12-26,8.1002
2023-12-27,8.1965
2023-12-28,8.2197
2023-12-29,8.8032
2023-12-30,8.8032
2023-12-31,8.8032
2024-01-01,8.8032
2024-01-02,8.6722
2024-01-03,8.523
2024-01-04,8.4793
2024-01-05,8.5194
2024-01-06,8.5194
2024-01-07,8.5194
2024-01-08,8.6904
2024-01-09,8.6758
2024-01-10,8.8905
2024-01-11,8.9124
2024-01-12,8.8505
2024-01-13,8.8505
2024-01-14,8.8505
2024-01-15,8.8505
2024-01-16,8.9051
2024-01-17,8.9124
2024-01-18,8.9997
2024-01-19,9.32
2024-01-20,9.32
2024-01-21,9.32
2024-01-22,9.5238
2024-01-23,9.5783
2024-01-24,9.7348
2024-01-25,9.8804
2024-01-26,9.9095
2024-01-27,9.9095
2024-01-28,9.9095
2024-01-29,10.0623
2024-01-30,10.0187
2024-01-31,9.8804
2024-02-01,9.8367
2024-02-02,9.6038
2024-02-03,9.6038
2024-02-04,9.6038
2024-02-05,9.3564
2024-02-06,9.2981
2024-02-07,9.4219
2024-02-08,9.6839
2024-02-09,9.6147
2024-02-10,9.6147
2024-02-11,9.6147
2024-02-12,10.0769
2024-02-13,9.5674
2024-02-14,9.5965
2024-02-15,9.8185
2024-02-16,9.6984
2024-02-17,9.6984
2024-02-18,9.6984
2024-02-19,9.6984
2024-02-20,9.9859
2024-02-21,10.015
2024-02-22,10.0187
2024-02-23,10.0078
2024-02-24,10.0078
2024-02-25,10.0078
2024-02-26,10.0332
2024-02-27,10.066
2024-02-28,9.3676
2024-02-29,9.4212
2024-03-01,9.4145
2024-03-02,9.4145
2024-03-03,9.4145
2024-03-04,9.4045
2024-03-05,9.4145
2024-03-06,9.4614
2024-03-07,9.4413
2024-03-08,9.5217
2024-03-09,9.5217
2024-03-10,9.5217
2024-03-11,9.5016
2024-03-12,9.448
2024-03-13,9.3743
2024-03-14,9.4212
2024-03-15,9.3978
2024-03-16,9.3978
2024-03-17,9.3978
2024-03-18,9.3442
2024-03-19,9.3174
2024-03-20,9.4011
2024-03-21,9.4045
2024-03-22,9.3743
2024-03-23,9.3743
2024-03-24,9.3743
2024-03-25,9.3777
2024-03-26,9.3844
2024-03-27,9.4547
2024-03-28,9.4815
2024-03-29,9.4815
2024-03-30,9.4815
2024-03-31,9.4815
2024-04-01,9.448
2024-04-02,9.4179
2024-04-03,9.5452
2024-04-04,9.4983
2024-04-05,9.5083
2024-04-06,9.5083
2024-04-07,9.5083
2024-04-08,9.5318
