,CHDN US Equity
2021-09-27,43.2371
2021-09-28,42.9448
2021-09-29,42.5404
2021-09-30,40.0191
2021-10-01,41.0853
2021-10-02,41.0853
2021-10-03,41.0853
2021-10-04,40.9679
2021-10-05,40.7671
2021-10-06,40.5536
2021-10-07,40.9538
2021-10-08,40.7431
2021-10-09,40.7431
2021-10-10,40.7431
2021-10-11,40.7685
2021-10-12,41.313
2021-10-13,41.4728
2021-10-14,42.399
2021-10-15,42.0158
2021-10-16,42.0158
2021-10-17,42.0158
2021-10-18,42.416
2021-10-19,42.0497
2021-10-20,42.1869
2021-10-21,42.2661
2021-10-22,42.1148
2021-10-23,42.1148
2021-10-24,42.1148
2021-10-25,41.9182
2021-10-26,41.8107
2021-10-27,41.2308
2021-10-28,39.5303
2021-10-29,38.3649
2021-10-30,38.3649
2021-10-31,38.3649
2021-11-01,39.8673
2021-11-02,38.8999
2021-11-03,38.8957
2021-11-04,38.3073
2021-11-05,40.0485
2021-11-06,40.0485
2021-11-07,40.0485
2021-11-08,39.5023
2021-11-09,39.1891
2021-11-10,38.7861
2021-11-11,38.2947
2021-11-12,38.3958
2021-11-13,38.3958
2021-11-14,38.3958
2021-11-15,38.6457
2021-11-16,39.3941
2021-11-17,39.418
2021-11-18,39.6708
2021-11-19,39.3899
2021-11-20,39.3899
2021-11-21,39.3899
2021-11-22,39.3731
2021-11-23,38.6499
2021-11-24,39.2411
2021-11-25,39.2411
2021-11-26,38.452
2021-11-27,38.452
2021-11-28,38.452
2021-11-29,38.1304
2021-11-30,37.5533
2021-12-01,36.6195
2021-12-02,38.3677
2021-12-03,37.5786
2021-12-04,37.5786
2021-12-05,37.5786
2021-12-06,37.983
2021-12-07,38.4843
2021-12-08,39.5149
2021-12-09,38.5474
2021-12-10,38.0883
2021-12-11,38.0883
2021-12-12,38.0883
2021-12-13,37.5814
2021-12-14,37.0478
2021-12-15,36.5606
2021-12-16,36.0537
2021-12-17,36.9593
2021-12-18,36.9593
2021-12-19,36.9593
2021-12-20,36.8948
2021-12-21,38.5994
2021-12-22,38.9167
2021-12-23,39.2593
2021-12-24,39.2593
2021-12-25,39.2593
2021-12-26,39.2593
2021-12-27,39.3745
2021-12-28,39.6034
2021-12-29,39.7045
2021-12-30,39.6272
2021-12-31,38.428
2022-01-01,38.428
2022-01-02,38.428
2022-01-03,37.855
2022-01-04,37.3628
2022-01-05,36.299
2022-01-06,36.4873
2022-01-07,37.0858
2022-01-08,37.0858
2022-01-09,37.0858
2022-01-10,36.3609
2022-01-11,36.0502
2022-01-12,35.5862
2022-01-13,35.3307
2022-01-14,34.6394
2022-01-15,34.6394
2022-01-16,34.6394
2022-01-17,34.6394
2022-01-18,34.4524
2022-01-19,34.3072
2022-01-20,34.2816
2022-01-21,33.3738
2022-01-22,33.3738
2022-01-23,33.3738
2022-01-24,33.8607
2022-01-25,33.4787
2022-01-26,33.1142
2022-01-27,32.8305
2022-01-28,33.1546
2022-01-29,33.1546
2022-01-30,33.1546
2022-01-31,34.3126
2022-02-01,34.3408
2022-02-02,33.9938
2022-02-03,33.2178
2022-02-04,34.1162
2022-02-05,34.1162
2022-02-06,34.1162
2022-02-07,34.5022
2022-02-08,35.1343
2022-02-09,35.87
2022-02-10,36.2156
2022-02-11,35.7395
2022-02-12,35.7395
2022-02-13,35.7395
2022-02-14,35.6965
2022-02-15,36.5518
2022-02-16,36.5733
2022-02-17,36.0569
2022-02-18,35.2836
2022-02-19,35.2836
2022-02-20,35.2836
2022-02-21,35.2836
2022-02-22,34.8788
2022-02-23,34.673
2022-02-24,35.3079
2022-02-25,38.7432
2022-02-26,38.7432
2022-02-27,38.7432
2022-02-28,38.2892
2022-03-01,37.2351
2022-03-02,38.7017
2022-03-03,37.6329
2022-03-04,36.4329
2022-03-05,36.4329
2022-03-06,36.4329
2022-03-07,33.4047
2022-03-08,33.9391
2022-03-09,34.6476
2022-03-10,34.8485
2022-03-11,34.7815
2022-03-12,34.7815
2022-03-13,34.7815
2022-03-14,34.1386
2022-03-15,35.2985
2022-03-16,36.2574
2022-03-17,36.4078
2022-03-18,37.4273
2022-03-19,37.4273
2022-03-20,37.4273
2022-03-21,36.6385
2022-03-22,37.0235
2022-03-23,36.4829
2022-03-24,36.6157
2022-03-25,36.0805
2022-03-26,36.0805
2022-03-27,36.0805
2022-03-28,35.9477
2022-03-29,36.6332
2022-03-30,36.4856
2022-03-31,35.5438
2022-04-01,35.6896
2022-04-02,35.6896
2022-04-03,35.6896
2022-04-04,36.3761
2022-04-05,35.525
2022-04-06,33.9581
2022-04-07,33.4857
2022-04-08,33.0026
2022-04-09,33.0026
2022-04-10,33.0026
2022-04-11,32.8996
2022-04-12,33.1284
2022-04-13,33.9688
2022-04-14,34.0611
2022-04-15,34.0611
2022-04-16,34.0611
2022-04-17,34.0611
2022-04-18,33.93
2022-04-19,34.9644
2022-04-20,34.8533
2022-04-21,33.6075
2022-04-22,33.0722
2022-04-23,33.0722
2022-04-24,33.0722
2022-04-25,33.8657
2022-04-26,32.8956
2022-04-27,32.0997
2022-04-28,33.859
2022-04-29,32.9333
2022-04-30,32.9333
2022-05-01,32.9333
2022-05-02,34.3218
2022-05-03,33.7403
2022-05-04,33.5829
2022-05-05,32.6986
2022-05-06,32.6746
2022-05-07,32.6746
2022-05-08,32.6746
2022-05-09,30.5619
2022-05-10,31.1568
2022-05-11,30.0884
2022-05-12,30.5592
2022-05-13,31.7303
2022-05-14,31.7303
2022-05-15,31.7303
2022-05-16,31.5902
2022-05-17,32.0784
2022-05-18,30.6873
2022-05-19,30.5779
2022-05-20,30.6246
2022-05-21,30.6246
2022-05-22,30.6246
2022-05-23,30.6086
2022-05-24,29.8097
2022-05-25,30.3392
2022-05-26,32.2998
2022-05-27,33.0987
2022-05-28,33.0987
2022-05-29,33.0987
2022-05-30,33.0987
2022-05-31,32.8653
2022-06-01,33.0454
2022-06-02,34.071
2022-06-03,33.915
2022-06-04,33.915
2022-06-05,33.915
2022-06-06,34.0417
2022-06-07,34.2711
2022-06-08,33.903
2022-06-09,33.2788
2022-06-10,31.5996
2022-06-11,31.5996
2022-06-12,31.5996
2022-06-13,29.6736
2022-06-14,30.2365
2022-06-15,30.6393
2022-06-16,29.0361
2022-06-17,29.723
2022-06-18,29.723
2022-06-19,29.723
2022-06-20,29.723
2022-06-21,29.6523
2022-06-22,29.8603
2022-06-23,29.9004
2022-06-24,32.3852
2022-06-25,32.3852
2022-06-26,32.3852
2022-06-27,31.9797
2022-06-28,31.7423
2022-06-29,31.4609
2022-06-30,29.0044
2022-07-01,29.6388
2022-07-02,29.6388
2022-07-03,29.6388
2022-07-04,29.6388
2022-07-05,29.998
2022-07-06,29.4908
2022-07-07,29.8619
2022-07-08,29.8315
2022-07-09,29.8315
2022-07-10,29.8315
2022-07-11,29.3515
2022-07-12,29.7324
2022-07-13,30.0578
2022-07-14,29.9958
2022-07-15,30.541
2022-07-16,30.541
2022-07-17,30.541
2022-07-18,30.5171
2022-07-19,31.0449
2022-07-20,31.4813
2022-07-21,32.0146
2022-07-22,31.7621
2022-07-23,31.7621
2022-07-24,31.7621
2022-07-25,31.8274
2022-07-26,31.5466
2022-07-27,31.8965
2022-07-28,31.5642
2022-07-29,30.796
2022-07-30,30.796
2022-07-31,30.796
2022-08-01,30.769
2022-08-02,30.8035
2022-08-03,31.0269
2022-08-04,31.0614
2022-08-05,30.8359
2022-08-06,30.8359
2022-08-07,30.8359
2022-08-08,30.8035
2022-08-09,30.2964
2022-08-10,30.55
2022-08-11,31.097
2022-08-12,31.4714
2022-08-13,31.4714
2022-08-14,31.4714
2022-08-15,31.5642
2022-08-16,31.6904
2022-08-17,31.2545
2022-08-18,31.3397
2022-08-19,30.9966
2022-08-20,30.9966
2022-08-21,30.9966
2022-08-22,30.3547
2022-08-23,30.673
2022-08-24,30.8456
2022-08-25,31.1671
2022-08-26,30.3482
2022-08-27,30.3482
2022-08-28,30.3482
2022-08-29,30.3018
2022-08-30,29.7904
2022-08-31,29.4246
2022-09-01,29.2973
2022-09-02,29.1819
2022-09-03,29.1819
2022-09-04,29.1819
2022-09-05,29.1819
2022-09-06,29.1517
2022-09-07,29.9102
2022-09-08,29.9102
2022-09-09,30.5834
2022-09-10,30.5834
2022-09-11,30.5834
2022-09-12,30.6557
2022-09-13,29.8843
2022-09-14,29.8907
2022-09-15,29.7008
2022-09-16,29.1333
2022-09-17,29.1333
2022-09-18,29.1333
2022-09-19,30.1108
2022-09-20,29.7872
2022-09-21,28.9995
2022-09-22,28.0231
2022-09-23,27.8623
2022-09-24,27.8623
2022-09-25,27.8623
2022-09-26,27.6606
2022-09-27,27.83
2022-09-28,28.4094
2022-09-29,28.1127
2022-09-30,29.0379
2022-10-01,29.0379
2022-10-02,29.0379
2022-10-03,29.2609
2022-10-04,30.4526
2022-10-05,30.5368
2022-10-06,30.5117
2022-10-07,30.3444
2022-10-08,30.3444
2022-10-09,30.3444
2022-10-10,29.7551
2022-10-11,30.1017
2022-10-12,30.0
2022-10-13,30.6243
2022-10-14,30.2296
2022-10-15,30.2296
2022-10-16,30.2296
2022-10-17,30.925
2022-10-18,31.0966
2022-10-19,30.6593
2022-10-20,30.8342
2022-10-21,31.1349
2022-10-22,31.1349
2022-10-23,31.1349
2022-10-24,31.394
2022-10-25,31.6564
2022-10-26,31.522
2022-10-27,30.3765
2022-10-28,30.9633
2022-10-29,30.9633
2022-10-30,30.9633
2022-10-31,31.458
2022-11-01,31.7758
2022-11-02,30.9709
2022-11-03,30.3276
2022-11-04,30.7746
2022-11-05,30.7746
2022-11-06,30.7746
2022-11-07,31.471
2022-11-08,31.5914
2022-11-09,31.7563
2022-11-10,32.7912
2022-11-11,32.9832
2022-11-12,32.9832
2022-11-13,32.9832
2022-11-14,32.8172
2022-11-15,33.0526
2022-11-16,33.1654
2022-11-17,33.1405
2022-11-18,33.0244
2022-11-19,33.0244
2022-11-20,33.0244
2022-11-21,32.7228
2022-11-22,33.1123
2022-11-23,33.0049
2022-11-24,33.0049
2022-11-25,33.1654
2022-11-26,33.1654
2022-11-27,33.1654
2022-11-28,32.9192
2022-11-29,32.9984
2022-11-30,32.9821
2022-12-01,32.9669
2022-12-02,33.0656
2022-12-03,33.0656
2022-12-04,33.0656
2022-12-05,32.7543
2022-12-06,32.827
2022-12-07,32.9138
2022-12-08,32.7131
2022-12-09,32.7218
2022-12-10,32.7218
2022-12-11,32.7218
2022-12-12,32.8639
2022-12-13,33.377
2022-12-14,33.4659
2022-12-15,32.8715
2022-12-16,32.3182
2022-12-17,32.3182
2022-12-18,32.3182
2022-12-19,31.2855
2022-12-20,31.6023
2022-12-21,31.6023
2022-12-22,31.6294
2022-12-23,31.7964
2022-12-24,31.7964
2022-12-25,31.7964
2022-12-26,31.7964
2022-12-27,31.6999
2022-12-28,31.4113
2022-12-29,31.8225
2022-12-30,38.6363
2022-12-31,38.6363
2023-01-01,38.6363
2023-01-02,38.6363
2023-01-03,38.4992
2023-01-04,39.1396
2023-01-05,39.0234
2023-01-06,39.3349
2023-01-07,39.3349
2023-01-08,39.3349
2023-01-09,39.4604
2023-01-10,39.579
2023-01-11,39.6022
2023-01-12,40.0055
2023-01-13,40.1439
2023-01-14,40.1439
2023-01-15,40.1439
2023-01-16,40.1439
2023-01-17,40.5123
2023-01-18,40.7948
2023-01-19,41.226
2023-01-20,42.3197
2023-01-21,42.3197
2023-01-22,42.3197
2023-01-23,42.2244
2023-01-24,42.6684
2023-01-25,42.5987
2023-01-26,42.9613
2023-01-27,42.9415
2023-01-28,42.9415
2023-01-29,42.9415
2023-01-30,42.458
2023-01-31,42.8985
2023-02-01,43.0613
2023-02-02,42.8172
2023-02-03,43.2345
2023-02-04,43.2345
2023-02-05,43.2345
2023-02-06,42.945
2023-02-07,43.367
2023-02-08,42.9497
2023-02-09,42.4987
2023-02-10,42.3348
2023-02-11,42.3348
2023-02-12,42.3348
2023-02-13,42.5115
2023-02-14,42.7126
2023-02-15,43.0973
2023-02-16,42.7591
2023-02-17,42.6405
2023-02-18,42.6405
2023-02-19,42.6405
2023-02-20,42.6405
2023-02-21,42.2093
2023-02-22,42.2541
2023-02-23,42.3853
2023-02-24,42.3028
2023-02-25,42.3028
2023-02-26,42.3028
2023-02-27,42.3842
2023-02-28,42.613
2023-03-01,42.5898
2023-03-02,42.6874
2023-03-03,42.886
2023-03-04,42.886
2023-03-05,42.886
2023-03-06,42.5863
2023-03-07,42.4446
2023-03-08,42.5677
2023-03-09,42.074
2023-03-10,41.8568
2023-03-11,41.8568
2023-03-12,41.8568
2023-03-13,41.3096
2023-03-14,41.9741
2023-03-15,41.9706
2023-03-16,42.3935
2023-03-17,42.7443
2023-03-18,42.7443
2023-03-19,42.7443
