,GNRC US Equity
2021-01-29,33.0725
2021-01-30,33.0725
2021-01-31,33.0725
2021-02-01,34.6871
2021-02-02,35.7705
2021-02-03,35.4177
2021-02-04,35.1475
2021-02-05,36.2414
2021-02-06,36.2414
2021-02-07,36.2414
2021-02-08,37.3458
2021-02-09,36.8946
2021-02-10,37.1543
2021-02-11,42.2133
2021-02-12,43.6271
2021-02-13,43.6271
2021-02-14,43.6271
2021-02-15,43.6271
2021-02-16,46.7349
2021-02-17,47.3632
2021-02-18,46.8569
2021-02-19,48.4324
2021-02-20,48.4324
2021-02-21,48.4324
2021-02-22,44.9206
2021-02-23,44.448
2021-02-24,43.0887
2021-02-25,42.1677
2021-02-26,43.9914
2021-02-27,43.9914
2021-02-28,43.9914
2021-03-01,46.1812
2021-03-02,45.1906
2021-03-03,42.5088
2021-03-04,40.8635
2021-03-05,41.0353
2021-03-06,41.0353
2021-03-07,41.0353
2021-03-08,39.432
2021-03-09,41.3122
2021-03-10,42.0155
2021-03-11,44.2801
2021-03-12,43.9573
2021-03-13,43.9573
2021-03-14,43.9573
2021-03-15,45.1132
2021-03-16,43.5099
2021-03-17,42.2805
2021-03-18,41.0262
2021-03-19,40.8517
2021-03-20,40.8517
2021-03-21,40.8517
2021-03-22,41.9144
2021-03-23,40.5814
2021-03-24,39.7036
2021-03-25,40.2481
2021-03-26,42.2175
2021-03-27,42.2175
2021-03-28,42.2175
2021-03-29,40.525
2021-03-30,42.4419
2021-03-31,34.3169
2021-04-01,33.9379
2021-04-02,33.9379
2021-04-03,33.9379
2021-04-04,33.9379
2021-04-05,34.0667
2021-04-06,34.9597
2021-04-07,34.1684
2021-04-08,34.78
2021-04-09,34.6243
2021-04-10,34.6243
2021-04-11,34.6243
2021-04-12,34.4093
2021-04-13,34.4228
2021-04-14,34.1217
2021-04-15,34.2754
2021-04-16,34.8133
2021-04-17,34.8133
2021-04-18,34.8133
2021-04-19,33.4062
2021-04-20,32.8964
2021-04-21,33.8569
2021-04-22,33.7157
2021-04-23,34.6419
2021-04-24,34.6419
2021-04-25,34.6419
2021-04-26,34.6669
2021-04-27,34.7634
2021-04-28,33.1446
2021-04-29,35.3273
2021-04-30,34.0033
2021-05-01,34.0033
2021-05-02,34.0033
2021-05-03,34.1385
2021-05-04,32.8635
2021-05-05,33.5228
2021-05-06,33.4012
2021-05-07,34.36
2021-05-08,34.36
2021-05-09,34.36
2021-05-10,32.0544
2021-05-11,31.9931
2021-05-12,30.3874
2021-05-13,30.8221
2021-05-14,31.6052
2021-05-15,31.6052
2021-05-16,31.6052
2021-05-17,30.8835
2021-05-18,31.0821
2021-05-19,31.679
2021-05-20,32.3997
2021-05-21,32.4153
2021-05-22,32.4153
2021-05-23,32.4153
2021-05-24,32.6191
2021-05-25,32.8542
2021-05-26,33.6144
2021-05-27,34.2394
2021-05-28,34.4993
2021-05-29,34.4993
2021-05-30,34.4993
2021-05-31,34.4993
2021-06-01,33.7745
2021-06-02,33.6643
2021-06-03,33.2181
2021-06-04,34.3621
2021-06-05,34.3621
2021-06-06,34.3621
2021-06-07,34.6283
2021-06-08,36.7955
2021-06-09,36.0582
2021-06-10,36.1528
2021-06-11,36.6271
2021-06-12,36.6271
2021-06-13,36.6271
2021-06-14,37.2417
2021-06-15,37.9873
2021-06-16,38.761
2021-06-17,39.7219
2021-06-18,40.4977
2021-06-19,40.4977
2021-06-20,40.4977
2021-06-21,40.7899
2021-06-22,41.5761
2021-06-23,42.5485
2021-06-24,41.1445
2021-06-25,41.5012
2021-06-26,41.5012
2021-06-27,41.5012
2021-06-28,42.8677
2021-06-29,42.9956
2021-06-30,38.1434
2021-07-01,37.9867
2021-07-02,38.1479
2021-07-03,38.1479
2021-07-04,38.1479
2021-07-05,38.1479
2021-07-06,39.4228
2021-07-07,39.7309
2021-07-08,39.175
2021-07-09,40.0552
2021-07-10,40.0552
2021-07-11,40.0552
2021-07-12,41.1165
2021-07-13,40.8535
2021-07-14,40.0877
2021-07-15,39.739
2021-07-16,39.512
2021-07-17,39.512
2021-07-18,39.512
2021-07-19,39.8642
2021-07-20,40.0597
2021-07-21,41.0436
2021-07-22,40.7958
2021-07-23,41.2508
2021-07-24,41.2508
2021-07-25,41.2508
2021-07-26,40.8012
2021-07-27,40.285
2021-07-28,39.575
2021-07-29,38.5173
2021-07-30,38.5227
2021-07-31,38.5227
2021-08-01,38.5227
2021-08-02,36.7785
2021-08-03,37.0624
2021-08-04,36.8953
2021-08-05,37.2097
2021-08-06,38.2322
2021-08-07,38.2322
2021-08-08,38.2322
2021-08-09,38.4869
2021-08-10,38.5981
2021-08-11,38.4291
2021-08-12,38.9802
2021-08-13,38.1473
2021-08-14,38.1473
2021-08-15,38.1473
2021-08-16,37.7941
2021-08-17,35.9694
2021-08-18,35.9748
2021-08-19,36.1374
2021-08-20,36.9025
2021-08-21,36.9025
2021-08-22,36.9025
2021-08-23,38.2313
2021-08-24,38.5809
2021-08-25,39.2105
2021-08-26,39.355
2021-08-27,40.2258
2021-08-28,40.2258
2021-08-29,40.2258
2021-08-30,40.7308
2021-08-31,40.2141
2021-09-01,40.3704
2021-09-02,41.6621
2021-09-03,41.7289
2021-09-04,41.7289
2021-09-05,41.7289
2021-09-06,41.7289
2021-09-07,40.9882
2021-09-08,40.7769
2021-09-09,41.8635
2021-09-10,41.5085
2021-09-11,41.5085
2021-09-12,41.5085
2021-09-13,40.3686
2021-09-14,39.9033
2021-09-15,40.626
2021-09-16,40.5501
2021-09-17,40.0677
2021-09-18,40.0677
2021-09-19,40.0677
2021-09-20,38.7859
2021-09-21,39.1518
2021-09-22,40.6919
2021-09-23,41.7533
2021-09-24,40.9033
2021-09-25,40.9033
2021-09-26,40.9033
2021-09-27,40.8301
2021-09-28,39.1626
2021-09-29,37.4635
2021-09-30,36.7326
2021-10-01,36.4049
2021-10-02,36.4049
2021-10-03,36.4049
2021-10-04,36.1531
2021-10-05,36.2332
2021-10-06,36.4243
2021-10-07,37.5173
2021-10-08,36.5661
2021-10-09,36.5661
2021-10-10,36.5661
2021-10-11,36.8118
2021-10-12,37.8563
2021-10-13,37.6344
2021-10-14,38.9414
2021-10-15,40.5434
2021-10-16,40.5434
2021-10-17,40.5434
2021-10-18,42.1357
2021-10-19,41.5033
2021-10-20,41.0964
2021-10-21,42.2845
2021-10-22,42.1621
2021-10-23,42.1621
2021-10-24,42.1621
2021-10-25,42.1445
2021-10-26,42.3726
2021-10-27,43.7967
2021-10-28,45.086
2021-10-29,44.6492
2021-10-30,44.6492
2021-10-31,44.6492
2021-11-01,45.2868
2021-11-02,43.3299
2021-11-03,40.6719
2021-11-04,40.5319
2021-11-05,39.7265
2021-11-06,39.7265
2021-11-07,39.7265
2021-11-08,40.2256
2021-11-09,39.4553
2021-11-10,39.5073
2021-11-11,40.3559
2021-11-12,40.0777
2021-11-13,40.0777
2021-11-14,40.0777
2021-11-15,38.9589
2021-11-16,39.3567
2021-11-17,38.2969
2021-11-18,37.8964
2021-11-19,38.9668
2021-11-20,38.9668
2021-11-21,38.9668
2021-11-22,39.4721
2021-11-23,38.8418
2021-11-24,39.2177
2021-11-25,39.2177
2021-11-26,38.87
2021-11-27,38.87
2021-11-28,38.87
2021-11-29,38.1156
2021-11-30,37.8215
2021-12-01,36.2661
2021-12-02,36.5205
2021-12-03,34.6807
2021-12-04,34.6807
2021-12-05,34.6807
2021-12-06,33.0188
2021-12-07,32.2917
2021-12-08,33.1332
2021-12-09,32.4871
2021-12-10,31.3956
2021-12-11,31.3956
2021-12-12,31.3956
2021-12-13,31.1526
2021-12-14,30.7846
2021-12-15,32.0408
2021-12-16,31.554
2021-12-17,32.2045
2021-12-18,32.2045
2021-12-19,32.2045
2021-12-20,31.2089
2021-12-21,31.392
2021-12-22,31.7098
2021-12-23,31.664
2021-12-24,31.664
2021-12-25,31.664
2021-12-26,31.664
2021-12-27,31.7336
2021-12-28,31.3903
2021-12-29,31.2802
2021-12-30,31.811
2021-12-31,32.1682
2022-01-01,32.1682
2022-01-02,32.1682
2022-01-03,31.8173
2022-01-04,30.4324
2022-01-05,28.6836
2022-01-06,29.1472
2022-01-07,29.0738
2022-01-08,29.0738
2022-01-09,29.0738
2022-01-10,29.7019
2022-01-11,29.6634
2022-01-12,29.2881
2022-01-13,28.5305
2022-01-14,28.1753
2022-01-15,28.1753
2022-01-16,28.1753
2022-01-17,28.1753
2022-01-18,27.1797
2022-01-19,26.87
2022-01-20,26.2357
2022-01-21,25.1027
2022-01-22,25.1027
2022-01-23,25.1027
2022-01-24,26.4176
2022-01-25,25.5542
2022-01-26,24.5804
2022-01-27,23.863
2022-01-28,24.7125
2022-01-29,24.7125
2022-01-30,24.7125
2022-01-31,26.0843
2022-02-01,26.5778
2022-02-02,26.0791
2022-02-03,25.4772
2022-02-04,25.87
2022-02-05,25.87
2022-02-06,25.87
2022-02-07,25.8735
2022-02-08,26.2637
2022-02-09,27.1429
2022-02-10,26.6416
2022-02-11,25.4632
2022-02-12,25.4632
2022-02-13,25.4632
2022-02-14,25.0406
2022-02-15,25.5874
2022-02-16,29.0641
2022-02-17,28.1349
2022-02-18,27.4245
2022-02-19,27.4245
2022-02-20,27.4245
2022-02-21,27.4245
2022-02-22,26.3639
2022-02-23,25.3485
2022-02-24,28.0338
2022-02-25,29.3791
2022-02-26,29.3791
2022-02-27,29.3791
2022-02-28,29.2827
2022-03-01,29.7931
2022-03-02,29.3659
2022-03-03,29.6728
2022-03-04,29.4614
2022-03-05,29.4614
2022-03-06,29.4614
2022-03-07,29.0068
2022-03-08,28.4557
2022-03-09,28.905
2022-03-10,28.1983
2022-03-11,26.2905
2022-03-12,26.2905
2022-03-13,26.2905
2022-03-14,25.7863
2022-03-15,26.7628
2022-03-16,28.3974
2022-03-17,28.7848
2022-03-18,29.6241
2022-03-19,29.6241
2022-03-20,29.6241
2022-03-21,28.9793
2022-03-22,30.0292
2022-03-23,29.4614
2022-03-24,29.9859
2022-03-25,29.0298
2022-03-26,29.0298
2022-03-27,29.0298
2022-03-28,29.005
2022-03-29,29.7842
2022-03-30,28.8927
2022-03-31,29.0038
2022-04-01,29.3511
2022-04-02,29.3511
2022-04-03,29.3511
2022-04-04,30.6914
2022-04-05,30.7452
2022-04-06,29.2657
2022-04-07,28.9759
2022-04-08,28.0889
2022-04-09,28.0889
2022-04-10,28.0889
2022-04-11,27.1592
2022-04-12,25.9982
2022-04-13,26.2945
2022-04-14,24.7249
2022-04-15,24.7249
2022-04-16,24.7249
2022-04-17,24.7249
2022-04-18,24.5466
2022-04-19,26.2119
2022-04-20,25.5181
2022-04-21,23.7785
2022-04-22,23.498
2022-04-23,23.498
2022-04-24,23.498
2022-04-25,24.1815
2022-04-26,22.7522
2022-04-27,22.7865
2022-04-28,23.0652
2022-04-29,21.7704
2022-04-30,21.7704
2022-05-01,21.7704
2022-05-02,22.4994
2022-05-03,23.1958
2022-05-04,25.7662
2022-05-05,25.6489
2022-05-06,23.8959
2022-05-07,23.8959
2022-05-08,23.8959
2022-05-09,22.5344
2022-05-10,22.1524
2022-05-11,20.4134
2022-05-12,21.288
2022-05-13,22.4461
2022-05-14,22.4461
2022-05-15,22.4461
2022-05-16,21.828
2022-05-17,22.3922
2022-05-18,20.8957
2022-05-19,22.1858
2022-05-20,21.9209
2022-05-21,21.9209
2022-05-22,21.9209
2022-05-23,22.8346
2022-05-24,21.4367
2022-05-25,22.8857
2022-05-26,23.817
2022-05-27,25.2047
2022-05-28,25.2047
2022-05-29,25.2047
2022-05-30,25.2047
2022-05-31,24.3598
2022-06-01,24.0605
2022-06-02,26.3925
2022-06-03,26.386
2022-06-04,26.386
2022-06-05,26.386
2022-06-06,27.823
2022-06-07,28.6074
2022-06-08,28.3658
2022-06-09,27.2216
2022-06-10,25.7001
2022-06-11,25.7001
2022-06-12,25.7001
2022-06-13,24.1219
2022-06-14,23.7157
2022-06-15,24.4955
2022-06-16,22.2137
2022-06-17,21.8661
2022-06-18,21.8661
2022-06-19,21.8661
2022-06-20,21.8661
2022-06-21,21.841
2022-06-22,21.1523
2022-06-23,22.0204
2022-06-24,22.2658
2022-06-25,22.2658
2022-06-26,22.2658
2022-06-27,22.1747
2022-06-28,21.5659
2022-06-29,21.3419
2022-06-30,20.0177
2022-07-01,20.6316
2022-07-02,20.6316
2022-07-03,20.6316
2022-07-04,20.6316
2022-07-05,20.5589
2022-07-06,20.6023
2022-07-07,21.7635
2022-07-08,21.7875
2022-07-09,21.7875
2022-07-10,21.7875
2022-07-11,21.1028
2022-07-12,20.7919
2022-07-13,20.7228
2022-07-14,19.8424
2022-07-15,20.4146
2022-07-16,20.4146
2022-07-17,20.4146
2022-07-18,21.1798
2022-07-19,21.7892
2022-07-20,23.4385
2022-07-21,23.4987
2022-07-22,22.6174
2022-07-23,22.6174
2022-07-24,22.6174
2022-07-25,22.4943
2022-07-26,21.9283
2022-07-27,23.0789
2022-07-28,24.1196
2022-07-29,25.1302
2022-07-30,25.1302
2022-07-31,25.1302
2022-08-01,24.8371
2022-08-02,24.9841
2022-08-03,23.4199
2022-08-04,22.9416
2022-08-05,23.3437
2022-08-06,23.3437
2022-08-07,23.3437
2022-08-08,23.6921
2022-08-09,22.9959
2022-08-10,24.3635
2022-08-11,24.9579
2022-08-12,26.213
2022-08-13,26.213
2022-08-14,26.213
2022-08-15,25.4734
2022-08-16,25.0606
2022-08-17,24.0075
2022-08-18,25.2475
2022-08-19,24.042
2022-08-20,24.042
2022-08-21,24.042
2022-08-22,22.7594
2022-08-23,22.9162
2022-08-24,22.9738
2022-08-25,23.507
2022-08-26,22.1704
2022-08-27,22.1704
2022-08-28,22.1704
2022-08-29,21.8719
2022-08-30,21.0287
2022-08-31,20.8887
2022-09-01,22.0048
2022-09-02,21.1527
2022-09-03,21.1527
2022-09-04,21.1527
2022-09-05,21.1527
2022-09-06,21.3405
2022-09-07,21.7284
2022-09-08,22.0243
2022-09-09,22.4468
2022-09-10,22.4468
2022-09-11,22.4468
2022-09-12,21.98
2022-09-13,20.2492
2022-09-14,20.1881
2022-09-15,19.8489
2022-09-16,19.096
2022-09-17,19.096
2022-09-18,19.096
2022-09-19,18.84
2022-09-20,17.6185
2022-09-21,16.94
2022-09-22,16.5193
2022-09-23,17.0056
2022-09-24,17.0056
2022-09-25,17.0056
2022-09-26,17.4493
2022-09-27,17.3289
2022-09-28,17.9622
2022-09-29,16.7921
2022-09-30,19.831
2022-10-01,19.831
2022-10-02,19.831
2022-10-03,19.7546
2022-10-04,20.5522
2022-10-05,19.8854
2022-10-06,18.8795
2022-10-07,17.429
2022-10-08,17.429
2022-10-09,17.429
2022-10-10,17.4169
2022-10-11,17.2077
2022-10-12,16.9985
2022-10-13,16.6414
2022-10-14,15.6868
2022-10-15,15.6868
2022-10-16,15.6868
2022-10-17,16.393
2022-10-18,16.7732
2022-10-19,13.0072
2022-10-20,12.967
2022-10-21,12.9247
2022-10-22,12.9247
2022-10-23,12.9247
2022-10-24,13.307
2022-10-25,14.1127
2022-10-26,13.9366
2022-10-27,13.9638
2022-10-28,13.651
2022-10-29,13.651
2022-10-30,13.651
2022-10-31,13.5715
2022-11-01,13.4498
2022-11-02,12.5455
2022-11-03,12.111
2022-11-04,12.0969
2022-11-05,12.0969
2022-11-06,12.0969
2022-11-07,11.6937
2022-11-08,12.2278
2022-11-09,11.5939
2022-11-10,12.8848
2022-11-11,13.3021
2022-11-12,13.3021
2022-11-13,13.3021
2022-11-14,12.6012
2022-11-15,12.6651
2022-11-16,12.2758
2022-11-17,12.0362
2022-11-18,12.1829
2022-11-19,12.1829
2022-11-20,12.1829
2022-11-21,12.153
2022-11-22,12.5373
2022-11-23,12.5973
2022-11-24,12.5973
2022-11-25,12.4205
2022-11-26,12.4205
2022-11-27,12.4205
2022-11-28,12.102
2022-11-29,11.9623
2022-11-30,12.4475
2022-12-01,12.2049
2022-12-02,11.9663
2022-12-03,11.9663
2022-12-04,11.9663
2022-12-05,11.5569
2022-12-06,11.3263
2022-12-07,10.9719
2022-12-08,11.1686
2022-12-09,11.1646
2022-12-10,11.1646
2022-12-11,11.1646
2022-12-12,11.497
2022-12-13,11.7766
2022-12-14,12.0112
2022-12-15,11.1855
2022-12-16,11.3652
2022-12-17,11.3652
2022-12-18,11.3652
2022-12-19,11.0707
2022-12-20,10.9908
2022-12-21,11.1057
2022-12-22,10.877
2022-12-23,11.1166
2022-12-24,11.1166
2022-12-25,11.1166
2022-12-26,11.1166
2022-12-27,11.0128
2022-12-28,11.521
2022-12-29,11.9603
2022-12-30,13.9349
2022-12-31,13.9349
2023-01-01,13.9349
2023-01-02,13.9349
2023-01-03,13.6049
2023-01-04,14.0759
2023-01-05,13.6675
2023-01-06,13.945
2023-01-07,13.945
2023-01-08,13.945
2023-01-09,14.3914
2023-01-10,14.9306
2023-01-11,15.1677
2023-01-12,15.3769
2023-01-13,15.3893
2023-01-14,15.3893
2023-01-15,15.3893
2023-01-16,15.3893
2023-01-17,15.4832
2023-01-18,15.4172
2023-01-19,14.4562
2023-01-20,14.8109
2023-01-21,14.8109
2023-01-22,14.8109
2023-01-23,15.6566
2023-01-24,15.4709
2023-01-25,15.1152
2023-01-26,15.3121
2023-01-27,15.8412
2023-01-28,15.8412
2023-01-29,15.8412
2023-01-30,15.3311
2023-01-31,16.1656
2023-02-01,16.8302
2023-02-02,17.3246
2023-02-03,16.3715
2023-02-04,16.3715
2023-02-05,16.3715
2023-02-06,16.254
2023-02-07,16.3927
2023-02-08,15.8815
2023-02-09,15.8658
2023-02-10,15.7249
2023-02-11,15.7249
2023-02-12,15.7249
2023-02-13,16.3491
2023-02-14,16.6814
2023-02-15,17.3392
2023-02-16,16.7623
2023-02-17,16.4218
2023-02-18,16.4218
2023-02-19,16.4218
2023-02-20,16.4218
2023-02-21,15.2288
2023-02-22,15.6452
2023-02-23,15.926
2023-02-24,15.5917
2023-02-25,15.5917
2023-02-26,15.5917
2023-02-27,15.7446
2023-02-28,15.7884
2023-03-01,15.5949
2023-03-02,16.0047
2023-03-03,16.5085
2023-03-04,16.5085
2023-03-05,16.5085
2023-03-06,16.4102
2023-03-07,15.9435
2023-03-08,15.9457
2023-03-09,15.5469
2023-03-10,15.0398
2023-03-11,15.0398
2023-03-12,15.0398
2023-03-13,15.0923
2023-03-14,15.0125
2023-03-15,15.0748
2023-03-16,15.2988
2023-03-17,15.0365
