,IPG US Equity
2020-09-02,13.1559
2020-09-03,13.1164
2020-09-04,13.1076
2020-09-05,13.1076
2020-09-06,13.1076
2020-09-07,13.1076
2020-09-08,12.9451
2020-09-09,12.8265
2020-09-10,12.7124
2020-09-11,12.8705
2020-09-12,12.8705
2020-09-13,12.8705
2020-09-14,13.2481
2020-09-15,13.1998
2020-09-16,13.4062
2020-09-17,13.3052
2020-09-18,13.1032
2020-09-19,13.1032
2020-09-20,13.1032
2020-09-21,12.708
2020-09-22,12.5982
2020-09-23,12.3874
2020-09-24,12.4226
2020-09-25,12.6816
2020-09-26,12.6816
2020-09-27,12.6816
2020-09-28,12.7607
2020-09-29,12.5719
2020-09-30,12.5679
2020-10-01,12.6135
2020-10-02,12.9049
2020-10-03,12.9049
2020-10-04,12.9049
2020-10-05,13.0005
2020-10-06,12.9368
2020-10-07,13.1872
2020-10-08,13.3284
2020-10-09,13.3375
2020-10-10,13.3375
2020-10-11,13.3375
2020-10-12,13.424
2020-10-13,13.1417
2020-10-14,13.2054
2020-10-15,13.1553
2020-10-16,13.2919
2020-10-17,13.2919
2020-10-18,13.2919
2020-10-19,13.0552
2020-10-20,13.1736
2020-10-21,13.4923
2020-10-22,13.6972
2020-10-23,13.7863
2020-10-24,13.7863
2020-10-25,13.7863
2020-10-26,13.6314
2020-10-27,13.5631
2020-10-28,13.0985
2020-10-29,13.3171
2020-10-30,13.2169
2020-10-31,13.2169
2020-11-01,13.2169
2020-11-02,13.595
2020-11-03,13.7908
2020-11-04,13.5858
2020-11-05,13.8728
2020-11-06,13.6268
2020-11-07,13.6268
2020-11-08,13.6268
2020-11-09,14.5834
2020-11-10,14.7337
2020-11-11,14.4376
2020-11-12,14.3055
2020-11-13,14.6152
2020-11-14,14.6152
2020-11-15,14.6152
2020-11-16,14.8339
2020-11-17,14.9523
2020-11-18,14.7246
2020-11-19,14.8111
2020-11-20,14.8384
2020-11-21,14.8384
2020-11-22,14.8384
2020-11-23,15.0388
2020-11-24,15.5581
2020-11-25,15.5034
2020-11-26,15.5034
2020-11-27,15.3622
2020-11-28,15.3622
2020-11-29,15.3622
2020-11-30,15.1254
2020-12-01,15.3577
2020-12-02,15.5444
2020-12-03,15.7676
2020-12-04,15.8906
2020-12-05,15.8906
2020-12-06,15.8906
2020-12-07,15.836
2020-12-08,15.754
2020-12-09,15.7722
2020-12-10,15.7449
2020-12-11,15.8724
2020-12-12,15.8724
2020-12-13,15.8724
2020-12-14,15.7722
2020-12-15,15.9954
2020-12-16,15.9544
2020-12-17,15.8177
2020-12-18,15.8815
2020-12-19,15.8815
2020-12-20,15.8815
2020-12-21,15.6446
2020-12-22,15.4807
2020-12-23,15.6902
2020-12-24,15.6902
2020-12-25,15.6902
2020-12-26,15.6902
2020-12-27,15.6902
2020-12-28,15.8132
2020-12-29,15.7631
2020-12-30,15.6629
2020-12-31,20.3644
2021-01-01,20.3644
2021-01-02,20.3644
2021-01-03,20.3644
2021-01-04,20.1125
2021-01-05,20.1921
2021-01-06,21.3786
2021-01-07,20.9875
2021-01-08,20.908
2021-01-09,20.908
2021-01-10,20.908
2021-01-11,20.961
2021-01-12,21.0472
2021-01-13,20.9742
2021-01-14,21.2991
2021-01-15,21.3057
2021-01-16,21.3057
2021-01-17,21.3057
2021-01-18,21.3057
2021-01-19,21.2991
2021-01-20,21.1333
2021-01-21,21.1333
2021-01-22,21.0671
2021-01-23,21.0671
2021-01-24,21.0671
2021-01-25,21.1201
2021-01-26,21.4847
2021-01-27,21.1333
2021-01-28,21.0936
2021-01-29,20.729
2021-01-30,20.729
2021-01-31,20.729
2021-02-01,21.2261
2021-02-02,21.4449
2021-02-03,21.657
2021-02-04,21.8824
2021-02-05,21.9951
2021-02-06,21.9951
2021-02-07,21.9951
2021-02-08,22.4127
2021-02-09,22.2006
2021-02-10,21.0472
2021-02-11,21.0008
2021-02-12,21.1002
2021-02-13,21.1002
2021-02-14,21.1002
2021-02-15,21.1002
2021-02-16,21.2593
2021-02-17,21.4515
2021-02-18,21.2195
2021-02-19,21.7167
2021-02-20,21.7167
2021-02-21,21.7167
2021-02-22,22.3621
2021-02-23,22.4219
2021-02-24,22.7007
2021-02-25,22.0899
2021-02-26,22.1164
2021-02-27,22.1164
2021-02-28,22.1164
2021-03-01,22.5613
2021-03-02,22.6742
2021-03-03,22.8866
2021-03-04,22.6675
2021-03-05,23.285
2021-03-06,23.285
2021-03-07,23.285
2021-03-08,23.7232
2021-03-09,23.6967
2021-03-10,24.1482
2021-03-11,24.2212
2021-03-12,24.4337
2021-03-13,24.4337
2021-03-14,24.4337
2021-03-15,24.2013
2021-03-16,24.2146
2021-03-17,24.6461
2021-03-18,24.4735
2021-03-19,24.4204
2021-03-20,24.4204
2021-03-21,24.4204
2021-03-22,24.2079
2021-03-23,23.524
2021-03-24,23.2518
2021-03-25,23.7166
2021-03-26,23.6568
2021-03-27,23.6568
2021-03-28,23.6568
2021-03-29,23.6037
2021-03-30,24.2345
2021-03-31,19.4058
2021-04-01,19.4834
2021-04-02,19.4834
2021-04-03,19.4834
2021-04-04,19.4834
2021-04-05,19.5506
2021-04-06,19.6075
2021-04-07,19.5713
2021-04-08,19.5351
2021-04-09,19.5092
2021-04-10,19.5092
2021-04-11,19.5092
2021-04-12,19.8143
2021-04-13,19.5816
2021-04-14,19.7781
2021-04-15,20.0419
2021-04-16,20.2341
2021-04-17,20.2341
2021-04-18,20.2341
2021-04-19,20.1508
2021-04-20,19.927
2021-04-21,20.2809
2021-04-22,19.7292
2021-04-23,19.776
2021-04-24,19.776
2021-04-25,19.776
2021-04-26,19.776
2021-04-27,19.8385
2021-04-28,20.515
2021-04-29,20.9888
2021-04-30,20.8378
2021-05-01,20.8378
2021-05-02,20.8378
2021-05-03,21.0044
2021-05-04,21.27
2021-05-05,21.3012
2021-05-06,21.4522
2021-05-07,21.7334
2021-05-08,21.7334
2021-05-09,21.7334
2021-05-10,21.3793
2021-05-11,21.1711
2021-05-12,20.7233
2021-05-13,21.1398
2021-05-14,21.2388
2021-05-15,21.2388
2021-05-16,21.2388
2021-05-17,21.2648
2021-05-18,21.2283
2021-05-19,21.2752
2021-05-20,21.4991
2021-05-21,21.6032
2021-05-22,21.6032
2021-05-23,21.6032
2021-05-24,21.6605
2021-05-25,21.3689
2021-05-26,21.572
2021-05-27,21.6605
2021-05-28,21.8479
2021-05-29,21.8479
2021-05-30,21.8479
2021-05-31,21.8479
2021-06-01,22.0042
2021-06-02,21.9729
2021-06-03,22.0146
2021-06-04,21.874
2021-06-05,21.874
2021-06-06,21.874
2021-06-07,21.7178
2021-06-08,21.7855
2021-06-09,21.7594
2021-06-10,21.7803
2021-06-11,22.0927
2021-06-12,22.0927
2021-06-13,22.0927
2021-06-14,21.8167
2021-06-15,21.874
2021-06-16,21.723
2021-06-17,21.1919
2021-06-18,20.7129
2021-06-19,20.7129
2021-06-20,20.7129
2021-06-21,21.1711
2021-06-22,20.9368
2021-06-23,20.9888
2021-06-24,21.2544
2021-06-25,21.3377
2021-06-26,21.3377
2021-06-27,21.3377
2021-06-28,20.8951
2021-06-29,20.8534
2021-06-30,14.2586
2021-07-01,14.4947
2021-07-02,14.4554
2021-07-03,14.4554
2021-07-04,14.4554
2021-07-05,14.4554
2021-07-06,14.2228
2021-07-07,14.2121
2021-07-08,14.0582
2021-07-09,14.4697
2021-07-10,14.4697
2021-07-11,14.4697
2021-07-12,14.4411
2021-07-13,14.2121
2021-07-14,14.2586
2021-07-15,14.1047
2021-07-16,13.8829
2021-07-17,13.8829
2021-07-18,13.8829
2021-07-19,13.6897
2021-07-20,13.822
2021-07-21,15.0887
2021-07-22,14.8382
2021-07-23,15.2604
2021-07-24,15.2604
2021-07-25,15.2604
2021-07-26,15.39
2021-07-27,15.2862
2021-07-28,15.254
2021-07-29,15.143
2021-07-30,15.2934
2021-07-31,15.2934
2021-08-01,15.2934
2021-08-02,15.3614
2021-08-03,15.5332
2021-08-04,15.365
2021-08-05,15.6943
2021-08-06,15.8555
2021-08-07,15.8555
2021-08-08,15.8555
2021-08-09,15.6585
2021-08-10,15.8519
2021-08-11,16.0595
2021-08-12,16.0882
2021-08-13,16.0667
2021-08-14,16.0667
2021-08-15,16.0667
2021-08-16,16.0953
2021-08-17,16.0416
2021-08-18,15.834
2021-08-19,15.5583
2021-08-20,15.6836
2021-08-21,15.6836
2021-08-22,15.6836
2021-08-23,15.8841
2021-08-24,15.8877
2021-08-25,15.9235
2021-08-26,15.6836
2021-08-27,15.8232
2021-08-28,15.8232
2021-08-29,15.8232
2021-08-30,15.7158
2021-08-31,15.9629
2021-09-01,15.9342
2021-09-02,16.0631
2021-09-03,15.9879
2021-09-04,15.9879
2021-09-05,15.9879
2021-09-06,15.9879
2021-09-07,15.8161
2021-09-08,15.9342
2021-09-09,15.8161
2021-09-10,15.5798
2021-09-11,15.5798
2021-09-12,15.5798
2021-09-13,15.8841
2021-09-14,15.8877
2021-09-15,16.1168
2021-09-16,15.9056
2021-09-17,15.8769
2021-09-18,15.8769
2021-09-19,15.8769
2021-09-20,15.6013
2021-09-21,15.5297
2021-09-22,15.8769
2021-09-23,16.3853
2021-09-24,16.5536
2021-09-25,16.5536
2021-09-26,16.5536
2021-09-27,16.4963
2021-09-28,16.0739
2021-09-29,16.056
2021-09-30,14.4103
2021-10-01,14.7934
2021-10-02,14.7934
2021-10-03,14.7934
2021-10-04,14.6723
2021-10-05,14.8458
2021-10-06,14.6493
2021-10-07,14.7541
2021-10-08,14.5937
2021-10-09,14.5937
2021-10-10,14.5937
2021-10-11,14.6428
2021-10-12,14.4791
2021-10-13,14.4627
2021-10-14,14.8785
2021-10-15,14.9178
2021-10-16,14.9178
2021-10-17,14.9178
2021-10-18,14.8982
2021-10-19,14.9309
2021-10-20,14.849
2021-10-21,14.5446
2021-10-22,14.5053
2021-10-23,14.5053
2021-10-24,14.5053
2021-10-25,14.2401
2021-10-26,14.385
2021-10-27,14.2016
2021-10-28,14.4112
2021-10-29,14.3817
2021-10-30,14.3817
2021-10-31,14.3817
2021-11-01,14.457
2021-11-02,14.0837
2021-11-03,14.1394
2021-11-04,14.123
2021-11-05,14.3326
2021-11-06,14.3326
2021-11-07,14.3326
2021-11-08,14.2835
2021-11-09,14.2049
2021-11-10,14.2245
2021-11-11,14.5193
2021-11-12,14.3064
2021-11-13,14.3064
2021-11-14,14.3064
2021-11-15,14.2376
2021-11-16,14.1459
2021-11-17,14.159
2021-11-18,13.7693
2021-11-19,13.6547
2021-11-20,13.6547
2021-11-21,13.6547
2021-11-22,13.6448
2021-11-23,13.7071
2021-11-24,13.694
2021-11-25,13.694
2021-11-26,13.4713
2021-11-27,13.4713
2021-11-28,13.4713
2021-11-29,13.5466
2021-11-30,13.2748
2021-12-01,13.2322
2021-12-02,13.7005
2021-12-03,13.6776
2021-12-04,13.6776
2021-12-05,13.6776
2021-12-06,13.7791
2021-12-07,14.0084
2021-12-08,14.2736
2021-12-09,14.3522
2021-12-10,14.5356
2021-12-11,14.5356
2021-12-12,14.5356
2021-12-13,14.4734
2021-12-14,14.4079
2021-12-15,14.3195
2021-12-16,14.3981
2021-12-17,14.4276
2021-12-18,14.4276
2021-12-19,14.4276
2021-12-20,14.0378
2021-12-21,14.5062
2021-12-22,14.421
2021-12-23,14.4734
2021-12-24,14.4734
2021-12-25,14.4734
2021-12-26,14.4734
2021-12-27,14.814
2021-12-28,14.7976
2021-12-29,14.778
2021-12-30,14.7747
2021-12-31,11.3867
2022-01-01,11.3867
2022-01-02,11.3867
2022-01-03,11.4415
2022-01-04,11.6471
2022-01-05,11.3291
2022-01-06,11.4826
2022-01-07,11.4113
2022-01-08,11.4113
2022-01-09,11.4113
2022-01-10,11.3538
2022-01-11,11.3593
2022-01-12,11.4689
2022-01-13,11.5512
2022-01-14,11.5539
2022-01-15,11.5539
2022-01-16,11.5539
2022-01-17,11.5539
2022-01-18,11.2139
2022-01-19,11.1207
2022-01-20,10.9946
2022-01-21,10.8109
2022-01-22,10.8109
2022-01-23,10.8109
2022-01-24,10.8822
2022-01-25,10.7753
2022-01-26,10.8383
2022-01-27,10.3503
2022-01-28,10.7671
2022-01-29,10.7671
2022-01-30,10.7671
2022-01-31,10.863
2022-02-01,11.044
2022-02-02,11.0138
2022-02-03,11.1399
2022-02-04,11.0769
2022-02-05,11.0769
2022-02-06,11.0769
2022-02-07,11.1399
2022-02-08,11.3236
2022-02-09,11.9323
2022-02-10,10.9836
2022-02-11,10.6985
2022-02-12,10.6985
2022-02-13,10.6985
2022-02-14,10.7369
2022-02-15,11.0769
2022-02-16,11.1536
2022-02-17,11.022
2022-02-18,11.0193
2022-02-19,11.0193
2022-02-20,11.0193
2022-02-21,11.0193
2022-02-22,11.1012
2022-02-23,10.9367
2022-02-24,11.0436
2022-02-25,11.4002
2022-02-26,11.4002
2022-02-27,11.4002
2022-02-28,11.2137
2022-03-01,10.8489
2022-03-02,11.1067
2022-03-03,10.9531
2022-03-04,10.5005
2022-03-05,10.5005
2022-03-06,10.5005
2022-03-07,9.9519
2022-03-08,10.0452
2022-03-09,10.3853
2022-03-10,10.2975
2022-03-11,10.1686
2022-03-12,10.1686
2022-03-13,10.1686
2022-03-14,10.4923
2022-03-15,10.6761
2022-03-16,11.0628
2022-03-17,11.1122
2022-03-18,11.0052
2022-03-19,11.0052
2022-03-20,11.0052
2022-03-21,10.9586
2022-03-22,11.104
2022-03-23,10.7556
2022-03-24,10.986
2022-03-25,11.1177
2022-03-26,11.1177
2022-03-27,11.1177
2022-03-28,10.997
2022-03-29,11.3207
2022-03-30,11.1314
2022-03-31,11.3978
2022-04-01,11.4005
2022-04-02,11.4005
2022-04-03,11.4005
2022-04-04,11.3074
2022-04-05,11.2116
2022-04-06,11.1267
2022-04-07,11.0254
2022-04-08,11.0391
2022-04-09,11.0391
2022-04-10,11.0391
2022-04-11,11.0364
2022-04-12,10.9652
2022-04-13,11.0884
2022-04-14,11.1248
2022-04-15,11.1248
2022-04-16,11.1248
2022-04-17,11.1248
2022-04-18,11.1248
2022-04-19,11.4147
2022-04-20,11.8031
2022-04-21,11.5131
2022-04-22,11.2779
2022-04-23,11.2779
2022-04-24,11.2779
2022-04-25,11.2861
2022-04-26,11.0126
2022-04-27,10.9935
2022-04-28,11.0212
2022-04-29,10.6163
2022-04-30,10.6163
2022-05-01,10.6163
2022-05-02,10.6518
2022-05-03,10.7804
2022-05-04,11.106
2022-05-05,10.7613
2022-05-06,10.66
2022-05-07,10.66
2022-05-08,10.66
2022-05-09,10.5752
2022-05-10,10.4193
2022-05-11,10.1621
2022-05-12,10.2524
2022-05-13,10.4795
2022-05-14,10.4795
2022-05-15,10.4795
2022-05-16,10.4165
2022-05-17,10.6682
2022-05-18,10.2606
2022-05-19,10.0937
2022-05-20,10.0828
2022-05-21,10.0828
2022-05-22,10.0828
2022-05-23,10.2305
2022-05-24,9.8092
2022-05-25,10.1293
2022-05-26,10.3427
2022-05-27,10.5232
2022-05-28,10.5232
2022-05-29,10.5232
2022-05-30,10.5232
2022-05-31,10.5096
2022-06-01,10.3591
2022-06-02,10.422
2022-06-03,10.1949
2022-06-04,10.1949
2022-06-05,10.1949
2022-06-06,10.2606
2022-06-07,10.3399
2022-06-08,10.1046
2022-06-09,9.9679
2022-06-10,9.6122
2022-06-11,9.6122
2022-06-12,9.6122
2022-06-13,9.355
2022-06-14,9.2921
2022-06-15,9.366
2022-06-16,8.9665
2022-06-17,9.0924
2022-06-18,9.0924
2022-06-19,9.0924
2022-06-20,9.0924
2022-06-21,9.1361
2022-06-22,9.1416
2022-06-23,9.0623
2022-06-24,9.3468
2022-06-25,9.3468
2022-06-26,9.3468
2022-06-27,9.3523
2022-06-28,9.21
2022-06-29,9.1991
2022-06-30,9.6837
2022-07-01,9.7622
2022-07-02,9.7622
2022-07-03,9.7622
2022-07-04,9.7622
2022-07-05,9.6332
2022-07-06,9.6276
2022-07-07,9.7846
2022-07-08,9.866
2022-07-09,9.866
2022-07-10,9.866
2022-07-11,9.8155
2022-07-12,9.8014
2022-07-13,9.7874
2022-07-14,9.6752
2022-07-15,9.8211
2022-07-16,9.8211
2022-07-17,9.8211
2022-07-18,9.9585
2022-07-19,10.2782
2022-07-20,10.3568
2022-07-21,10.138
2022-07-22,10.2334
2022-07-23,10.2334
2022-07-24,10.2334
2022-07-25,10.2137
2022-07-26,10.0146
2022-07-27,10.1863
2022-07-28,10.2755
2022-07-29,10.2839
2022-07-30,10.2839
2022-07-31,10.2839
2022-08-01,10.2894
2022-08-02,10.1501
2022-08-03,10.3256
2022-08-04,10.2003
2022-08-05,10.0471
2022-08-06,10.0471
2022-08-07,10.0471
2022-08-08,10.1306
2022-08-09,10.0554
2022-08-10,10.256
2022-08-11,10.4231
2022-08-12,10.4148
2022-08-13,10.4148
2022-08-14,10.4148
2022-08-15,10.4705
2022-08-16,10.5151
2022-08-17,10.3034
2022-08-18,10.3312
2022-08-19,10.3674
2022-08-20,10.3674
2022-08-21,10.3674
2022-08-22,9.9663
2022-08-23,9.9858
2022-08-24,9.983
2022-08-25,10.1306
2022-08-26,9.9133
2022-08-27,9.9133
2022-08-28,9.9133
2022-08-29,9.8548
2022-08-30,9.8381
2022-08-31,9.6626
2022-09-01,9.6152
2022-09-02,9.5484
2022-09-03,9.5484
2022-09-04,9.5484
2022-09-05,9.5484
2022-09-06,9.4843
2022-09-07,9.696
2022-09-08,9.6821
2022-09-09,9.9161
2022-09-10,9.9161
2022-09-11,9.9161
2022-09-12,10.0916
2022-09-13,9.7072
2022-09-14,9.6487
2022-09-15,9.7127
2022-09-16,9.5679
2022-09-17,9.5679
2022-09-18,9.5679
2022-09-19,9.6765
2022-09-20,9.4509
2022-09-21,9.3645
2022-09-22,9.2781
2022-09-23,9.1528
2022-09-24,9.1528
2022-09-25,9.1528
2022-09-26,9.0163
2022-09-27,9.0497
2022-09-28,9.2642
2022-09-29,9.1082
2022-09-30,9.2617
2022-10-01,9.2617
2022-10-02,9.2617
2022-10-03,9.402
2022-10-04,9.7078
2022-10-05,9.7218
2022-10-06,9.6348
2022-10-07,9.5058
2022-10-08,9.5058
2022-10-09,9.5058
2022-10-10,9.4833
2022-10-11,9.4216
2022-10-12,9.5114
2022-10-13,9.7555
2022-10-14,9.7863
2022-10-15,9.7863
2022-10-16,9.7863
2022-10-17,10.0192
2022-10-18,10.2997
2022-10-19,10.0725
2022-10-20,9.9771
2022-10-21,10.0023
2022-10-22,10.0023
2022-10-23,10.0023
2022-10-24,10.2576
2022-10-25,10.5157
2022-10-26,10.484
2022-10-27,10.3084
2022-10-28,10.5091
2022-10-29,10.5091
2022-10-30,10.5091
2022-10-31,10.3836
2022-11-01,10.392
2022-11-02,10.1857
2022-11-03,10.091
2022-11-04,10.3028
2022-11-05,10.3028
2022-11-06,10.3028
2022-11-07,10.4031
2022-11-08,10.5453
2022-11-09,10.4143
2022-11-10,10.7404
2022-11-11,11.1362
2022-11-12,11.1362
2022-11-13,11.1362
2022-11-14,11.1251
2022-11-15,11.2561
2022-11-16,11.1502
2022-11-17,11.2254
2022-11-18,11.3062
2022-11-19,11.3062
2022-11-20,11.3062
2022-11-21,11.2226
2022-11-22,11.5069
2022-11-23,11.6184
2022-11-24,11.6184
2022-11-25,11.6965
2022-11-26,11.6965
2022-11-27,11.6965
2022-11-28,11.5264
2022-11-29,11.6435
2022-11-30,11.6574
2022-12-01,11.6853
2022-12-02,11.4707
2022-12-03,11.4707
2022-12-04,11.4707
2022-12-05,11.2867
2022-12-06,11.1892
2022-12-07,11.0275
2022-12-08,11.0414
2022-12-09,11.0191
2022-12-10,11.0191
2022-12-11,11.0191
2022-12-12,11.2393
2022-12-13,11.4122
2022-12-14,11.4038
2022-12-15,11.1724
2022-12-16,11.1279
2022-12-17,11.1279
2022-12-18,11.1279
2022-12-19,11.047
2022-12-20,11.1334
2022-12-21,11.2505
2022-12-22,11.2254
2022-12-23,11.3954
2022-12-24,11.3954
2022-12-25,11.3954
2022-12-26,11.3954
2022-12-27,11.4456
2022-12-28,11.2561
2022-12-29,11.44
2022-12-30,10.8778
2022-12-31,10.8778
2023-01-01,10.8778
2023-01-02,10.8778
2023-01-03,11.0129
2023-01-04,11.2688
2023-01-05,11.4179
2023-01-06,11.5501
2023-01-07,11.5501
2023-01-08,11.5501
2023-01-09,11.5079
2023-01-10,11.5473
2023-01-11,11.6289
2023-01-12,11.6148
2023-01-13,11.6233
2023-01-14,11.6233
2023-01-15,11.6233
2023-01-16,11.6233
2023-01-17,11.5164
2023-01-18,11.5248
2023-01-19,11.4376
2023-01-20,11.7048
2023-01-21,11.7048
2023-01-22,11.7048
2023-01-23,11.778
2023-01-24,11.7695
2023-01-25,11.7217
2023-01-26,11.6289
2023-01-27,11.5754
2023-01-28,11.5754
2023-01-29,11.5754
2023-01-30,11.6204
2023-01-31,11.7639
2023-02-01,11.9355
2023-02-02,12.4137
2023-02-03,12.5093
2023-02-04,12.5093
2023-02-05,12.5093
2023-02-06,12.5712
2023-02-07,12.4671
2023-02-08,12.2449
2023-02-09,11.9496
2023-02-10,11.9524
2023-02-11,11.9524
2023-02-12,11.9524
2023-02-13,12.0677
2023-02-14,12.079
2023-02-15,12.0508
2023-02-16,11.9721
2023-02-17,12.0171
2023-02-18,12.0171
2023-02-19,12.0171
2023-02-20,12.0171
2023-02-21,11.7072
2023-02-22,11.6904
2023-02-23,11.7267
2023-02-24,11.604
2023-02-25,11.604
2023-02-26,11.604
2023-02-27,11.5315
2023-02-28,11.4172
2023-03-01,11.4256
2023-03-02,11.4479
2023-03-03,11.4618
2023-03-04,11.4618
2023-03-05,11.4618
2023-03-06,11.4451
2023-03-07,11.2555
2023-03-08,11.2527
2023-03-09,11.0575
2023-03-10,10.9237
2023-03-11,10.9237
2023-03-12,10.9237
2023-03-13,10.7675
2023-03-14,10.9934
2023-03-15,10.7703
2023-03-16,11.0018
