,GLW US Equity
2020-09-15,117.1059
2020-09-16,116.6298
2020-09-17,117.1059
2020-09-18,116.1008
2020-09-19,116.1008
2020-09-20,116.1008
2020-09-21,113.4028
2020-09-22,113.9054
2020-09-23,111.2074
2020-09-24,111.4719
2020-09-25,112.8209
2020-09-26,112.8209
2020-09-27,112.8209
2020-09-28,115.0163
2020-09-29,114.8576
2020-09-30,185.8065
2020-10-01,186.3144
2020-10-02,187.4993
2020-10-03,187.4993
2020-10-04,187.4993
2020-10-05,190.5464
2020-10-06,190.9273
2020-10-07,197.0215
2020-10-08,197.741
2020-10-09,195.8366
2020-10-10,195.8366
2020-10-11,195.8366
2020-10-12,195.2017
2020-10-13,196.2174
2020-10-14,194.6516
2020-10-15,196.5983
2020-10-16,197.5294
2020-10-17,197.5294
2020-10-18,197.5294
2020-10-19,195.0748
2020-10-20,196.0905
2020-10-21,196.7676
2020-10-22,198.7567
2020-10-23,199.1376
2020-10-24,199.1376
2020-10-25,199.1376
2020-10-26,193.5935
2020-10-27,187.6686
2020-10-28,182.9287
2020-10-29,184.8929
2020-10-30,184.3411
2020-10-31,184.3411
2020-11-01,184.3411
2020-11-02,186.4634
2020-11-03,191.5568
2020-11-04,191.0899
2020-11-05,195.0373
2020-11-06,195.971
2020-11-07,195.971
2020-11-08,195.971
2020-11-09,200.0882
2020-11-10,201.5313
2020-11-11,201.3616
2020-11-12,196.8199
2020-11-13,200.7249
2020-11-14,200.7249
2020-11-15,200.7249
2020-11-16,205.6061
2020-11-17,203.4838
2020-11-18,201.8285
2020-11-19,202.8471
2020-11-20,202.7198
2020-11-21,202.7198
2020-11-22,202.7198
2020-11-23,204.1205
2020-11-24,207.8132
2020-11-25,206.9643
2020-11-26,206.9643
2020-11-27,206.073
2020-11-28,206.073
2020-11-29,206.073
2020-11-30,207.4736
2020-12-01,207.3039
2020-12-02,209.0866
2020-12-03,206.2003
2020-12-04,209.7232
2020-12-05,209.7232
2020-12-06,209.7232
2020-12-07,208.1528
2020-12-08,209.6383
2020-12-09,208.4923
2020-12-10,206.4125
2020-12-11,199.9184
2020-12-12,199.9184
2020-12-13,199.9184
2020-12-14,204.8845
2020-12-15,205.7758
2020-12-16,202.4651
2020-12-17,203.9507
2020-12-18,202.4651
2020-12-19,202.4651
2020-12-20,202.4651
2020-12-21,201.2342
2020-12-22,201.7436
2020-12-23,202.932
2020-12-24,202.5925
2020-12-25,202.5925
2020-12-26,202.5925
2020-12-27,202.5925
2020-12-28,202.2529
2020-12-29,199.9184
2020-12-30,201.3191
2020-12-31,70.7748
2021-01-01,70.7748
2021-01-02,70.7748
2021-01-03,70.7748
2021-01-04,69.1537
2021-01-05,70.2794
2021-01-06,72.1257
2021-01-07,72.2458
2021-01-08,72.2007
2021-01-09,72.2007
2021-01-10,72.2007
2021-01-11,73.0863
2021-01-12,72.9662
2021-01-13,72.5309
2021-01-14,73.8218
2021-01-15,73.4766
2021-01-16,73.4766
2021-01-17,73.4766
2021-01-18,73.4766
2021-01-19,74.5723
2021-01-20,74.4522
2021-01-21,73.6867
2021-01-22,73.1764
2021-01-23,73.1764
2021-01-24,73.1764
2021-01-25,74.4672
2021-01-26,72.5309
2021-01-27,69.6875
2021-01-28,71.5061
2021-01-29,70.6494
2021-01-30,70.6494
2021-01-31,70.6494
2021-02-01,70.6945
2021-02-02,71.3408
2021-02-03,71.3558
2021-02-04,72.7686
2021-02-05,72.979
2021-02-06,72.979
2021-02-07,72.979
2021-02-08,73.3697
2021-02-09,71.3408
2021-02-10,72.2576
2021-02-11,71.987
2021-02-12,72.1674
2021-02-13,72.1674
2021-02-14,72.1674
2021-02-15,72.1674
2021-02-16,75.0079
2021-02-17,73.9361
2021-02-18,73.4379
2021-02-19,74.1927
2021-02-20,74.1927
2021-02-21,74.1927
2021-02-22,74.0266
2021-02-23,73.5738
2021-02-24,75.0531
2021-02-25,73.6342
2021-02-26,74.4644
2021-02-27,74.4644
2021-02-28,74.4644
2021-03-01,76.3212
2021-03-02,75.2192
2021-03-03,74.9928
2021-03-04,72.5322
2021-03-05,73.287
2021-03-06,73.287
2021-03-07,73.287
2021-03-08,73.5134
2021-03-09,74.7361
2021-03-10,75.5664
2021-03-11,77.1212
2021-03-12,78.2534
2021-03-13,78.2534
2021-03-14,78.2534
2021-03-15,79.5215
2021-03-16,78.6157
2021-03-17,79.0988
2021-03-18,79.2346
2021-03-19,79.1181
2021-03-20,79.1181
2021-03-21,79.1181
2021-03-22,78.6496
2021-03-23,76.9874
2021-03-24,77.5616
2021-03-25,79.0274
2021-03-26,82.3368
2021-03-27,82.3368
2021-03-28,82.3368
2021-03-29,82.3216
2021-03-30,82.6239
2021-03-31,36.7415
2021-04-01,37.0676
2021-04-02,37.0676
2021-04-03,37.0676
2021-04-04,37.0676
2021-04-05,38.08
2021-04-06,37.5364
2021-04-07,37.2714
2021-04-08,37.4617
2021-04-09,37.584
2021-04-10,37.584
2021-04-11,37.584
2021-04-12,37.7878
2021-04-13,37.7471
2021-04-14,37.9169
2021-04-15,38.3654
2021-04-16,38.2974
2021-04-17,38.2974
2021-04-18,38.2974
2021-04-19,38.4741
2021-04-20,38.1344
2021-04-21,38.6032
2021-04-22,38.1548
2021-04-23,38.6032
2021-04-24,38.6032
2021-04-25,38.6032
2021-04-26,38.4809
2021-04-27,37.4209
2021-04-28,37.2734
2021-04-29,37.8094
2021-04-30,40.4271
2021-05-01,40.4271
2021-05-02,40.4271
2021-05-03,40.8708
2021-05-04,41.0062
2021-05-05,41.3296
2021-05-06,41.5251
2021-05-07,41.7733
2021-05-08,41.7733
2021-05-09,41.7733
2021-05-10,41.2018
2021-05-11,41.1265
2021-05-12,39.4043
2021-05-13,39.9157
2021-05-14,40.4798
2021-05-15,40.4798
2021-05-16,40.4798
2021-05-17,40.4121
2021-05-18,39.8029
2021-05-19,39.66
2021-05-20,40.0435
2021-05-21,39.9157
2021-05-22,39.9157
2021-05-23,39.9157
2021-05-24,40.2767
2021-05-25,40.1263
2021-05-26,40.1112
2021-05-27,39.7578
2021-05-28,39.9909
2021-05-29,39.9909
2021-05-30,39.9909
2021-05-31,39.9909
2021-06-01,39.6073
2021-06-02,39.4268
2021-06-03,39.6525
2021-06-04,39.8254
2021-06-05,39.8254
2021-06-06,39.8254
2021-06-07,39.2163
2021-06-08,39.5246
2021-06-09,39.3366
2021-06-10,39.5472
2021-06-11,39.6374
2021-06-12,39.6374
2021-06-13,39.6374
2021-06-14,38.3589
2021-06-15,38.028
2021-06-16,37.5241
2021-06-17,36.7494
2021-06-18,36.2831
2021-06-19,36.2831
2021-06-20,36.2831
2021-06-21,36.8021
2021-06-22,37.3737
2021-06-23,37.9076
2021-06-24,38.0129
2021-06-25,37.9377
2021-06-26,37.9377
2021-06-27,37.9377
2021-06-28,38.0054
2021-06-29,37.9001
2021-06-30,22.5262
2021-07-01,22.6109
2021-07-02,22.6673
2021-07-03,22.6673
2021-07-04,22.6673
2021-07-05,22.6673
2021-07-06,22.3005
2021-07-07,22.4086
2021-07-08,22.1499
2021-07-09,22.5874
2021-07-10,22.5874
2021-07-11,22.5874
2021-07-12,22.5356
2021-07-13,22.371
2021-07-14,22.4604
2021-07-15,22.371
2021-07-16,22.0182
2021-07-17,22.0182
2021-07-18,22.0182
2021-07-19,21.7878
2021-07-20,22.1547
2021-07-21,22.5074
2021-07-22,22.3052
2021-07-23,22.6768
2021-07-24,22.6768
2021-07-25,22.6768
2021-07-26,22.6015
2021-07-27,22.4074
2021-07-28,22.5584
2021-07-29,23.0208
2021-07-30,23.0397
2021-07-31,23.0397
2021-08-01,23.0397
2021-08-02,22.6811
2021-08-03,22.9642
2021-08-04,22.9123
2021-08-05,22.582
2021-08-06,22.5961
2021-08-07,22.5961
2021-08-08,22.5961
2021-08-09,22.5159
2021-08-10,22.5961
2021-08-11,22.6056
2021-08-12,22.3319
2021-08-13,22.3083
2021-08-14,22.3083
2021-08-15,22.3083
2021-08-16,22.3461
2021-08-17,22.3366
2021-08-18,22.4404
2021-08-19,22.582
2021-08-20,22.2422
2021-08-21,22.2422
2021-08-22,22.2422
2021-08-23,22.3555
2021-08-24,22.3932
2021-08-25,22.5489
2021-08-26,22.2517
2021-08-27,22.5159
2021-08-28,22.5159
2021-08-29,22.5159
2021-08-30,22.1903
2021-08-31,22.1573
2021-09-01,21.7657
2021-09-02,21.9733
2021-09-03,21.9214
2021-09-04,21.9214
2021-09-05,21.9214
2021-09-06,21.9214
2021-09-07,21.9497
2021-09-08,21.6808
2021-09-09,21.5062
2021-09-10,21.61
2021-09-11,21.61
2021-09-12,21.61
2021-09-13,21.6666
2021-09-14,21.341
2021-09-15,21.5203
2021-09-16,21.6147
2021-09-17,21.4024
2021-09-18,21.4024
2021-09-19,21.4024
2021-09-20,21.2136
2021-09-21,20.8928
2021-09-22,20.8975
2021-09-23,21.1193
2021-09-24,21.4024
2021-09-25,21.4024
2021-09-26,21.4024
2021-09-27,21.4448
2021-09-28,21.0343
2021-09-29,20.8079
2021-09-30,17.5547
2021-10-01,17.7535
2021-10-02,17.7535
2021-10-03,17.7535
2021-10-04,17.5831
2021-10-05,17.721
2021-10-06,17.506
2021-10-07,17.7373
2021-10-08,17.8265
2021-10-09,17.8265
2021-10-10,17.8265
2021-10-11,17.7292
2021-10-12,17.5263
2021-10-13,17.7008
2021-10-14,18.0416
2021-10-15,18.147
2021-10-16,18.147
2021-10-17,18.147
2021-10-18,18.0943
2021-10-19,18.1308
2021-10-20,18.3012
2021-10-21,18.354
2021-10-22,18.2606
2021-10-23,18.2606
2021-10-24,18.2606
2021-10-25,18.4148
2021-10-26,17.5912
2021-10-27,17.1084
2021-10-28,17.2098
2021-10-29,17.1709
2021-10-30,17.1709
2021-10-31,17.1709
2021-11-01,17.5236
2021-11-02,17.7344
2021-11-03,17.775
2021-11-04,17.6169
2021-11-05,18.2939
2021-11-06,18.2939
2021-11-07,18.2939
2021-11-08,18.3466
2021-11-09,18.2453
2021-11-10,18.1034
2021-11-11,18.2615
2021-11-12,18.6101
2021-11-13,18.6101
2021-11-14,18.6101
2021-11-15,18.4399
2021-11-16,18.4196
2021-11-17,18.2372
2021-11-18,18.2899
2021-11-19,18.0142
2021-11-20,18.0142
2021-11-21,18.0142
2021-11-22,18.4439
2021-11-23,18.7358
2021-11-24,18.5777
2021-11-25,18.5777
2021-11-26,18.1399
2021-11-27,18.1399
2021-11-28,18.1399
2021-11-29,18.3426
2021-11-30,17.7871
2021-12-01,17.6898
2021-12-02,17.9655
2021-12-03,17.8034
2021-12-04,17.8034
2021-12-05,17.8034
2021-12-06,18.0182
2021-12-07,18.2493
2021-12-08,18.2858
2021-12-09,17.9736
2021-12-10,17.998
2021-12-11,17.998
2021-12-12,17.998
2021-12-13,17.7223
2021-12-14,17.6615
2021-12-15,17.8317
2021-12-16,17.7912
2021-12-17,17.625
2021-12-18,17.625
2021-12-19,17.625
2021-12-20,17.3858
2021-12-21,17.4506
2021-12-22,17.4993
2021-12-23,17.6493
2021-12-24,17.6493
2021-12-25,17.6493
2021-12-26,17.6493
2021-12-27,17.9007
2021-12-28,17.8925
2021-12-29,17.9574
2021-12-30,17.8358
2021-12-31,17.8411
2022-01-01,17.8411
2022-01-02,17.8411
2022-01-03,17.8249
2022-01-04,18.1563
2022-01-05,18.225
2022-01-06,18.2856
2022-01-07,18.1401
2022-01-08,18.1401
2022-01-09,18.1401
2022-01-10,17.9906
2022-01-11,18.1684
2022-01-12,18.2209
2022-01-13,18.1886
2022-01-14,17.7845
2022-01-15,17.7845
2022-01-16,17.7845
2022-01-17,17.7845
2022-01-18,17.6067
2022-01-19,17.3279
2022-01-20,16.9925
2022-01-21,16.9643
2022-01-22,16.9643
2022-01-23,16.9643
2022-01-24,17.0734
2022-01-25,17.0612
2022-01-26,18.2184
2022-01-27,18.7371
2022-01-28,19.3502
2022-01-29,19.3502
2022-01-30,19.3502
2022-01-31,19.3187
2022-02-01,19.3698
2022-02-02,19.5938
2022-02-03,19.5428
2022-02-04,19.3777
2022-02-05,19.3777
2022-02-06,19.3777
2022-02-07,19.3816
2022-02-08,19.5938
2022-02-09,19.6764
2022-02-10,19.4956
2022-02-11,19.2519
2022-02-12,19.2519
2022-02-13,19.2519
2022-02-14,19.3339
2022-02-15,19.6543
2022-02-16,19.7744
2022-02-17,19.3619
2022-02-18,19.4981
2022-02-19,19.4981
2022-02-20,19.4981
2022-02-21,19.4981
2022-02-22,19.2658
2022-02-23,18.9093
2022-02-24,19.0215
2022-02-25,19.2578
2022-02-26,19.2578
2022-02-27,19.2578
2022-02-28,18.9774
2022-03-01,18.2445
2022-03-02,18.7491
2022-03-03,18.673
2022-03-04,18.3567
2022-03-05,18.3567
2022-03-06,18.3567
2022-03-07,17.7319
2022-03-08,17.6037
2022-03-09,17.868
2022-03-10,17.6197
2022-03-11,17.3915
2022-03-12,17.3915
2022-03-13,17.3915
2022-03-14,17.2993
2022-03-15,17.4515
2022-03-16,17.7399
2022-03-17,17.8961
2022-03-18,18.0242
2022-03-19,18.0242
2022-03-20,18.0242
2022-03-21,17.9325
2022-03-22,18.1487
2022-03-23,17.8324
2022-03-24,18.1527
2022-03-25,18.1607
2022-03-26,18.1607
2022-03-27,18.1607
2022-03-28,17.9926
2022-03-29,18.1407
2022-03-30,17.8444
2022-03-31,17.0453
2022-04-01,16.832
2022-04-02,16.832
2022-04-03,16.832
2022-04-04,16.9212
2022-04-05,16.5643
2022-04-06,16.2734
2022-04-07,16.0755
2022-04-08,15.9514
2022-04-09,15.9514
2022-04-10,15.9514
2022-04-11,15.7885
2022-04-12,15.7419
2022-04-13,15.8661
2022-04-14,15.7962
2022-04-15,15.7962
2022-04-16,15.7962
2022-04-17,15.7962
2022-04-18,15.8661
2022-04-19,16.1919
2022-04-20,16.1764
2022-04-21,16.1648
2022-04-22,15.8389
2022-04-23,15.8389
2022-04-24,15.8389
2022-04-25,16.0794
2022-04-26,16.4984
2022-04-27,16.411
2022-04-28,16.5361
2022-04-29,16.3614
2022-04-30,16.3614
2022-05-01,16.3614
2022-05-02,16.6598
2022-05-03,16.7256
2022-05-04,17.1673
2022-05-05,16.8806
2022-05-06,17.0084
2022-05-07,17.0084
2022-05-08,17.0084
2022-05-09,16.5823
2022-05-10,16.6753
2022-05-11,16.2413
2022-05-12,16.3692
2022-05-13,16.497
2022-05-14,16.497
2022-05-15,16.497
2022-05-16,16.3653
2022-05-17,16.7876
2022-05-18,15.9236
2022-05-19,15.7144
2022-05-20,15.5633
2022-05-21,15.5633
2022-05-22,15.5633
2022-05-23,15.8074
2022-05-24,15.6175
2022-05-25,15.7841
2022-05-26,16.3731
2022-05-27,16.5396
2022-05-28,16.5396
2022-05-29,16.5396
2022-05-30,16.5396
2022-05-31,16.6055
2022-06-01,16.4583
2022-06-02,16.8728
2022-06-03,16.6133
2022-06-04,16.6133
2022-06-05,16.6133
2022-06-06,16.6326
2022-06-07,16.6133
2022-06-08,16.6055
2022-06-09,16.0011
2022-06-10,15.6214
2022-06-11,15.6214
2022-06-12,15.6214
2022-06-13,15.1023
2022-06-14,15.1642
2022-06-15,15.4122
2022-06-16,14.8814
2022-06-17,15.079
2022-06-18,15.079
2022-06-19,15.079
2022-06-20,15.079
2022-06-21,15.172
2022-06-22,14.9512
2022-06-23,14.9744
2022-06-24,15.42
2022-06-25,15.42
2022-06-26,15.42
2022-06-27,15.6253
2022-06-28,15.3192
2022-06-29,15.2727
2022-06-30,15.6586
2022-07-01,15.8198
2022-07-02,15.8198
2022-07-03,15.8198
2022-07-04,15.8198
2022-07-05,15.715
2022-07-06,15.8198
2022-07-07,16.1222
2022-07-08,16.1021
2022-07-09,16.1021
2022-07-10,16.1021
2022-07-11,16.0376
2022-07-12,16.0013
2022-07-13,15.9529
2022-07-14,15.8521
2022-07-15,16.3399
2022-07-16,16.3399
2022-07-17,16.3399
2022-07-18,16.1666
2022-07-19,16.739
2022-07-20,16.8318
2022-07-21,17.0051
2022-07-22,16.8116
2022-07-23,16.8116
2022-07-24,16.8116
2022-07-25,16.86
2022-07-26,16.6976
2022-07-27,17.0949
2022-07-28,17.2286
2022-07-29,17.7875
2022-07-30,17.7875
2022-07-31,17.7875
2022-08-01,17.6382
2022-08-02,17.5253
2022-08-03,17.6826
2022-08-04,17.6786
2022-08-05,17.4002
2022-08-06,17.4002
2022-08-07,17.4002
2022-08-08,17.4405
2022-08-09,17.2307
2022-08-10,17.8037
2022-08-11,17.9409
2022-08-12,18.1023
2022-08-13,18.1023
2022-08-14,18.1023
2022-08-15,17.957
2022-08-16,18.0377
2022-08-17,17.6342
2022-08-18,17.8279
2022-08-19,17.5575
2022-08-20,17.5575
2022-08-21,17.5575
2022-08-22,17.1339
2022-08-23,17.0935
2022-08-24,17.0693
2022-08-25,17.4204
2022-08-26,16.9321
2022-08-27,16.9321
2022-08-28,16.9321
2022-08-29,16.8192
2022-08-30,16.8837
2022-08-31,16.803
2022-09-01,16.6214
2022-09-02,16.3309
2022-09-03,16.3309
2022-09-04,16.3309
2022-09-05,16.3309
2022-09-06,16.1857
2022-09-07,16.2664
2022-09-08,16.3148
2022-09-09,16.5286
2022-09-10,16.5286
2022-09-11,16.5286
2022-09-12,16.803
2022-09-13,16.2381
2022-09-14,16.2381
2022-09-15,16.113
2022-09-16,15.8911
2022-09-17,15.8911
2022-09-18,15.8911
2022-09-19,16.0162
2022-09-20,15.7459
2022-09-21,15.4876
2022-09-22,15.3504
2022-09-23,15.185
2022-09-24,15.185
2022-09-25,15.185
2022-09-26,15.0155
2022-09-27,14.8582
2022-09-28,15.0317
2022-09-29,14.9066
2022-09-30,16.6993
2022-10-01,16.6993
2022-10-02,16.6993
2022-10-03,17.0908
2022-10-04,17.8555
2022-10-05,17.7588
2022-10-06,17.8371
2022-10-07,17.3626
2022-10-08,17.3626
2022-10-09,17.3626
2022-10-10,17.2106
2022-10-11,17.1046
2022-10-12,17.1876
2022-10-13,17.4179
2022-10-14,17.2428
2022-10-15,17.2428
2022-10-16,17.2428
2022-10-17,17.7311
2022-10-18,17.8417
2022-10-19,17.8048
2022-10-20,17.5653
2022-10-21,18.1596
2022-10-22,18.1596
2022-10-23,18.1596
2022-10-24,18.2241
2022-10-25,17.5617
2022-10-26,17.8577
2022-10-27,18.1313
2022-10-28,18.3065
2022-10-29,18.3065
2022-10-30,18.3065
2022-10-31,18.159
2022-11-01,18.3388
2022-11-02,17.9654
2022-11-03,18.0253
2022-11-04,18.4909
2022-11-05,18.4909
2022-11-06,18.4909
2022-11-07,18.5784
2022-11-08,18.5323
2022-11-09,18.1083
2022-11-10,18.9564
2022-11-11,19.2145
2022-11-12,19.2145
2022-11-13,19.2145
2022-11-14,18.9979
2022-11-15,19.1684
2022-11-16,18.7628
2022-11-17,18.6752
2022-11-18,18.9518
2022-11-19,18.9518
2022-11-20,18.9518
2022-11-21,18.8458
2022-11-22,18.9933
2022-11-23,18.9656
2022-11-24,18.9656
2022-11-25,19.0578
2022-11-26,19.0578
2022-11-27,19.0578
2022-11-28,18.5923
2022-11-29,18.7305
2022-11-30,19.0624
2022-12-01,19.1131
2022-12-02,19.0025
2022-12-03,19.0025
2022-12-04,19.0025
2022-12-05,18.772
2022-12-06,18.6706
2022-12-07,18.5969
2022-12-08,18.6891
2022-12-09,18.5508
2022-12-10,18.5508
2022-12-11,18.5508
2022-12-12,18.7674
2022-12-13,18.9979
2022-12-14,18.878
2022-12-15,18.4448
2022-12-16,18.2189
2022-12-17,18.2189
2022-12-18,18.2189
2022-12-19,17.9654
2022-12-20,17.8732
2022-12-21,18.0945
2022-12-22,17.8824
2022-12-23,17.9654
2022-12-24,17.9654
2022-12-25,17.9654
2022-12-26,17.9654
2022-12-27,18.0345
2022-12-28,17.8133
2022-12-29,18.0714
2022-12-30,23.2463
2022-12-31,23.2463
2023-01-01,23.2463
2023-01-02,23.2463
2023-01-03,23.5992
2023-01-04,24.5227
2023-01-05,24.6874
2023-01-06,25.2697
2023-01-07,25.2697
2023-01-08,25.2697
2023-01-09,25.2932
2023-01-10,25.5403
2023-01-11,25.8755
2023-01-12,25.952
2023-01-13,25.6755
2023-01-14,25.6755
2023-01-15,25.6755
2023-01-16,25.6755
2023-01-17,25.605
2023-01-18,25.5991
2023-01-19,25.4873
2023-01-20,25.5403
2023-01-21,25.5403
2023-01-22,25.5403
2023-01-23,25.6991
2023-01-24,25.5226
2023-01-25,25.3756
2023-01-26,25.8873
2023-01-27,26.1049
2023-01-28,26.1049
2023-01-29,26.1049
2023-01-30,25.8638
2023-01-31,24.8168
2023-02-01,25.2109
2023-02-02,25.8049
2023-02-03,25.4814
2023-02-04,25.4814
2023-02-05,25.4814
2023-02-06,25.0579
2023-02-07,25.1579
2023-02-08,25.1285
2023-02-09,25.0462
2023-02-10,25.1932
2023-02-11,25.1932
2023-02-12,25.1932
2023-02-13,25.4589
2023-02-14,25.2941
2023-02-15,25.4354
2023-02-16,25.2705
2023-02-17,25.4059
2023-02-18,25.4059
2023-02-19,25.4059
2023-02-20,25.4059
2023-02-21,24.8349
2023-02-22,24.723
2023-02-23,24.8879
2023-02-24,24.6583
2023-02-25,24.6583
2023-02-26,24.6583
2023-02-27,24.6583
2023-02-28,24.4463
2023-03-01,24.67
2023-03-02,24.776
2023-03-03,25.2234
2023-03-04,25.2234
2023-03-05,25.2234
2023-03-06,25.3412
2023-03-07,24.7348
2023-03-08,24.6995
2023-03-09,24.4463
2023-03-10,24.0401
2023-03-11,24.0401
2023-03-12,24.0401
2023-03-13,23.9283
2023-03-14,24.2167
2023-03-15,23.7752
2023-03-16,24.0813
