,MCO US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,23.7041
2020-01-02,24.107
2020-01-03,24.0509
2020-01-04,24.0509
2020-01-05,24.0509
2020-01-06,24.121
2020-01-07,24.0397
2020-01-08,24.4716
2020-01-09,24.7736
2020-01-10,24.6969
2020-01-11,24.6969
2020-01-12,24.6969
2020-01-13,25.0204
2020-01-14,24.8278
2020-01-15,25.1644
2020-01-16,25.4467
2020-01-17,25.5944
2020-01-18,25.5944
2020-01-19,25.5944
2020-01-20,25.5944
2020-01-21,25.4738
2020-01-22,25.5795
2020-01-23,25.5439
2020-01-24,25.4065
2020-01-25,25.4065
2020-01-26,25.4065
2020-01-27,25.3598
2020-01-28,25.8338
2020-01-29,25.8786
2020-01-30,26.1722
2020-01-31,25.5159
2020-02-01,25.5159
2020-02-02,25.5159
2020-02-03,25.9104
2020-02-04,26.4573
2020-02-05,26.2217
2020-02-06,26.5648
2020-02-07,26.5172
2020-02-08,26.5172
2020-02-09,26.5172
2020-02-10,26.6041
2020-02-11,26.8434
2020-02-12,27.0697
2020-02-13,27.0099
2020-02-14,27.4829
2020-02-15,27.4829
2020-02-16,27.4829
2020-02-17,27.4829
2020-02-18,27.7494
2020-02-19,28.1822
2020-02-20,27.5801
2020-02-21,26.922
2020-02-22,26.922
2020-02-23,26.922
2020-02-24,26.2167
2020-02-25,25.6385
2020-02-26,25.7295
2020-02-27,24.1575
2020-02-28,23.7826
2020-02-29,23.7826
2020-03-01,23.7826
2020-03-02,25.5912
2020-03-03,24.9741
2020-03-04,26.5247
2020-03-05,24.95
2020-03-06,23.6379
2020-03-07,23.6379
2020-03-08,23.6379
2020-03-09,21.0748
2020-03-10,22.6292
2020-03-11,21.0928
2020-03-12,19.4316
2020-03-13,21.2606
2020-03-14,21.2606
2020-03-15,21.2606
2020-03-16,18.6955
2020-03-17,20.2427
2020-03-18,17.6712
2020-03-19,18.0012
2020-03-20,17.8056
2020-03-21,17.8056
2020-03-22,17.8056
2020-03-23,16.8128
2020-03-24,19.655
2020-03-25,20.7099
2020-03-26,22.3044
2020-03-27,21.9206
2020-03-28,21.9206
2020-03-29,21.9206
2020-03-30,22.1088
2020-03-31,20.2668
2020-04-01,19.0516
2020-04-02,19.8504
2020-04-03,20.0307
2020-04-04,20.0307
2020-04-05,20.0307
2020-04-06,21.8052
2020-04-07,21.766
2020-04-08,21.5752
2020-04-09,22.8958
2020-04-10,22.8958
2020-04-11,22.8958
2020-04-12,22.8958
2020-04-13,21.9733
2020-04-14,22.5544
2020-04-15,21.8636
2020-04-16,22.2887
2020-04-17,22.6937
2020-04-18,22.6937
2020-04-19,22.6937
2020-04-20,22.7033
2020-04-21,21.7268
2020-04-22,22.7347
2020-04-23,22.7495
2020-04-24,23.2025
2020-04-25,23.2025
2020-04-26,23.2025
2020-04-27,24.0178
2020-04-28,23.7974
2020-04-29,24.0544
2020-04-30,23.0892
2020-05-01,22.9427
2020-05-02,22.9427
2020-05-03,22.9427
2020-05-04,23.2524
2020-05-05,23.6956
2020-05-06,22.9121
2020-05-07,23.4531
2020-05-08,23.8073
2020-05-09,23.8073
2020-05-10,23.8073
2020-05-11,23.9216
2020-05-12,23.6974
2020-05-13,23.4557
2020-05-14,23.9923
2020-05-15,23.7689
