,GM US Equity
2023-03-19,4.3142
2023-03-20,4.3467
2023-03-21,4.5468
2023-03-22,4.4048
2023-03-23,4.3629
2023-03-24,4.3588
2023-03-25,4.3588
2023-03-26,4.3588
2023-03-27,4.4589
2023-03-28,4.4278
2023-03-29,4.6279
2023-03-30,4.6671
2023-03-31,4.719
2023-04-01,4.719
2023-04-02,4.719
2023-04-03,4.6656
2023-04-04,4.5965
2023-04-05,4.5117
2023-04-06,4.4465
2023-04-07,4.4465
2023-04-08,4.4465
2023-04-09,4.4465
2023-04-10,4.5952
2023-04-11,4.5534
2023-04-12,4.4504
2023-04-13,4.4387
2023-04-14,4.4335
2023-04-15,4.4335
2023-04-16,4.4335
2023-04-17,4.5182
2023-04-18,4.543
2023-04-19,4.4452
2023-04-20,4.3096
2023-04-21,4.3109
2023-04-22,4.3109
2023-04-23,4.3109
2023-04-24,4.4074
2023-04-25,4.2136
2023-04-26,4.1239
2023-04-27,4.1889
2023-04-28,4.2305
2023-04-29,4.2305
2023-04-30,4.2305
2023-05-01,4.2877
2023-05-02,4.2357
2023-05-03,4.1577
2023-05-04,4.0551
2023-05-05,4.2591
2023-05-06,4.2591
2023-05-07,4.2591
2023-05-08,4.3111
2023-05-09,4.2617
2023-05-10,4.2357
2023-05-11,4.2409
2023-05-12,4.1473
2023-05-13,4.1473
2023-05-14,4.1473
2023-05-15,4.1434
2023-05-16,4.0356
2023-05-17,4.1525
2023-05-18,4.2123
2023-05-19,4.1811
2023-05-20,4.1811
2023-05-21,4.1811
2023-05-22,4.2071
2023-05-23,4.2799
2023-05-24,4.1317
2023-05-25,4.1486
2023-05-26,4.263
2023-05-27,4.263
2023-05-28,4.263
2023-05-29,4.263
2023-05-30,4.2721
2023-05-31,4.1486
2023-06-01,4.2279
2023-06-02,4.3916
2023-06-03,4.3916
2023-06-04,4.3916
2023-06-05,4.3722
2023-06-06,4.5164
2023-06-07,4.6438
2023-06-08,4.5957
2023-06-09,4.6451
2023-06-10,4.6451
2023-06-11,4.6451
2023-06-12,4.7022
2023-06-13,4.8296
2023-06-14,4.7919
2023-06-15,4.879
2023-06-16,4.8699
2023-06-17,4.8699
2023-06-18,4.8699
2023-06-19,4.8699
2023-06-20,4.7867
2023-06-21,4.7464
2023-06-22,4.7009
2023-06-23,4.6386
2023-06-24,4.6386
2023-06-25,4.6386
2023-06-26,4.7061
2023-06-27,4.8075
2023-06-28,4.8998
2023-06-29,4.9011
2023-06-30,4.312
2023-07-01,4.312
2023-07-02,4.312
2023-07-03,4.3609
2023-07-04,4.3609
2023-07-05,4.4171
2023-07-06,4.422
2023-07-07,4.4404
2023-07-08,4.4404
2023-07-09,4.4404
2023-07-10,4.444
2023-07-11,4.4844
2023-07-12,4.5382
2023-07-13,4.5492
2023-07-14,4.488
2023-07-15,4.488
2023-07-16,4.488
2023-07-17,4.3352
2023-07-18,4.3817
2023-07-19,4.3939
2023-07-20,4.3976
2023-07-21,4.3108
2023-07-22,4.3108
2023-07-23,4.3108
2023-07-24,4.4024
2023-07-25,4.1863
2023-07-26,4.2311
2023-07-27,4.3134
2023-07-28,4.202
2023-07-29,4.202
2023-07-30,4.202
2023-07-31,4.2408
2023-08-01,4.2105
2023-08-02,4.1222
2023-08-03,4.0653
2023-08-04,4.0229
2023-08-05,4.0229
2023-08-06,4.0229
2023-08-07,4.0859
2023-08-08,4.0556
2023-08-09,3.9854
2023-08-10,3.7313
2023-08-11,3.6986
2023-08-12,3.6986
2023-08-13,3.6986
2023-08-14,3.7204
2023-08-15,3.6272
2023-08-16,3.5691
2023-08-17,3.5812
2023-08-18,3.6055
2023-08-19,3.6055
2023-08-20,3.6055
2023-08-21,3.6236
2023-08-22,3.5825
2023-08-23,3.6587
2023-08-24,3.5764
2023-08-25,3.5849
2023-08-26,3.5849
2023-08-27,3.5849
2023-08-28,3.6055
2023-08-29,3.6466
2023-08-30,3.6381
2023-08-31,3.6526
2023-09-01,3.6563
2023-09-02,3.6563
2023-09-03,3.6563
2023-09-04,3.6563
2023-09-05,3.6248
2023-09-06,3.5691
2023-09-07,3.5389
2023-09-08,3.5849
2023-09-09,3.5849
2023-09-10,3.5849
2023-09-11,3.5449
2023-09-12,3.6478
2023-09-13,3.6708
2023-09-14,3.6708
2023-09-15,3.7059
2023-09-16,3.7059
2023-09-17,3.7059
2023-09-18,3.6321
2023-09-19,3.7071
2023-09-20,3.6151
2023-09-21,3.5558
2023-09-22,3.5401
2023-09-23,3.5401
2023-09-24,3.5401
2023-09-25,3.5982
2023-09-26,3.5014
2023-09-27,3.5123
2023-09-28,3.6103
2023-09-29,3.3617
2023-09-30,3.3617
2023-10-01,3.3617
2023-10-02,3.2991
2023-10-03,3.1627
2023-10-04,3.1201
2023-10-05,3.0287
2023-10-06,3.1026
2023-10-07,3.1026
2023-10-08,3.1026
2023-10-09,3.1138
2023-10-10,3.1752
2023-10-11,3.1126
2023-10-12,3.03
2023-10-13,2.9474
2023-10-14,2.9474
2023-10-15,2.9474
2023-10-16,2.9974
2023-10-17,3.0312
2023-10-18,2.9248
2023-10-19,2.906
2023-10-20,2.9474
2023-10-21,2.9474
2023-10-22,2.9474
2023-10-23,2.8923
2023-10-24,2.793
2023-10-25,2.849
2023-10-26,2.7917
2023-10-27,2.626
2023-10-28,2.626
2023-10-29,2.626
2023-10-30,2.6434
2023-10-31,2.7481
2023-11-01,2.7232
2023-11-02,2.8229
2023-11-03,2.9437
2023-11-04,2.9437
2023-11-05,2.9437
2023-11-06,2.8615
2023-11-07,2.7743
2023-11-08,2.6684
2023-11-09,2.555
2023-11-10,2.5799
2023-11-11,2.5799
2023-11-12,2.5799
2023-11-13,2.5861
2023-11-14,2.7481
2023-11-15,2.7406
2023-11-16,2.6584
2023-11-17,2.7269
2023-11-18,2.7269
2023-11-19,2.7269
2023-11-20,2.788
2023-11-21,2.7107
2023-11-22,2.7356
2023-11-23,2.7356
2023-11-24,2.7456
2023-11-25,2.7456
2023-11-26,2.7456
2023-11-27,2.7855
2023-11-28,2.8341
2023-11-29,3.1717
2023-11-30,3.1717
2023-12-01,3.2664
2023-12-02,3.2664
2023-12-03,3.2664
2023-12-04,3.3549
2023-12-05,3.3063
2023-12-06,3.335
2023-12-07,3.4097
2023-12-08,3.4396
2023-12-09,3.4396
2023-12-10,3.4396
2023-12-11,3.4184
2023-12-12,3.3985
2023-12-13,3.4695
2023-12-14,3.7511
2023-12-15,3.6863
2023-12-16,3.6863
2023-12-17,3.6863
2023-12-18,3.6502
2023-12-19,3.7038
2023-12-20,3.6539
2023-12-21,3.7511
2023-12-22,3.7225
2023-12-23,3.7225
2023-12-24,3.7225
2023-12-25,3.7225
2023-12-26,3.7362
2023-12-27,3.73
2023-12-28,3.7449
2023-12-29,5.3545
2023-12-30,5.3545
2023-12-31,5.3545
2024-01-01,5.3545
2024-01-02,5.3736
2024-01-03,5.2587
2024-01-04,5.2911
2024-01-05,5.3648
2024-01-06,5.3648
2024-01-07,5.3648
2024-01-08,5.4693
2024-01-09,5.4458
2024-01-10,5.4119
2024-01-11,5.3456
2024-01-12,5.2572
2024-01-13,5.2572
2024-01-14,5.2572
2024-01-15,5.2572
2024-01-16,5.2764
2024-01-17,5.2204
2024-01-18,5.1571
2024-01-19,5.2941
2024-01-20,5.2941
2024-01-21,5.2941
2024-01-22,5.2661
2024-01-23,5.2528
2024-01-24,5.1748
2024-01-25,5.2425
2024-01-26,5.2455
2024-01-27,5.2455
2024-01-28,5.2455
2024-01-29,5.2764
2024-01-30,4.8006
2024-01-31,4.8813
2024-02-01,4.89
2024-02-02,4.8949
2024-02-03,4.8949
2024-02-04,4.8949
2024-02-05,4.7559
2024-02-06,4.7857
2024-02-07,4.8713
2024-02-08,4.8626
2024-02-09,4.8515
2024-02-10,4.8515
2024-02-11,4.8515
2024-02-12,4.9409
2024-02-13,4.8204
2024-02-14,4.8279
2024-02-15,4.9049
2024-02-16,4.8689
2024-02-17,4.8689
2024-02-18,4.8689
2024-02-19,4.8689
2024-02-20,4.9073
2024-02-21,4.9669
2024-02-22,4.9483
2024-02-23,4.9843
2024-02-24,4.9843
2024-02-25,4.9843
2024-02-26,5.0042
2024-02-27,5.0526
2024-02-28,5.1085
2024-02-29,5.1519
2024-03-01,5.1532
2024-03-02,5.1532
2024-03-03,5.1532
2024-03-04,5.1457
2024-03-05,5.111
2024-03-06,5.0489
2024-03-07,4.9496
2024-03-08,4.9682
2024-03-09,4.9682
2024-03-10,4.9682
2024-03-11,4.9719
2024-03-12,4.9322
2024-03-13,5.0625
2024-03-14,4.9533
2024-03-15,5.1159
2024-03-16,5.1159
2024-03-17,5.1159
2024-03-18,5.1321
2024-03-19,5.2177
2024-03-20,5.3841
2024-03-21,5.4549
2024-03-22,5.4102
2024-03-23,5.4102
2024-03-24,5.4102
2024-03-25,5.471
2024-03-26,5.5269
2024-03-27,5.6001
2024-03-28,5.6945
2024-03-29,5.6945
2024-03-30,5.6945
2024-03-31,5.6945
2024-04-01,5.7007
2024-04-02,5.6374
2024-04-03,5.6722
2024-04-04,5.4872
2024-04-05,5.5555
2024-04-06,5.5555
2024-04-07,5.5555
2024-04-08,5.5691
