,TSCO US Equity
2023-03-18,20.6649
2023-03-19,20.6649
2023-03-20,20.6457
2023-03-21,20.9127
2023-03-22,20.3887
2023-03-23,20.2177
2023-03-24,20.2637
2023-03-25,20.2637
2023-03-26,20.2637
2023-03-27,20.4601
2023-03-28,20.4401
2023-03-29,20.5115
2023-03-30,20.5076
2023-03-31,21.1729
2023-04-01,21.1729
2023-04-02,21.1729
2023-04-03,21.6807
2023-04-04,21.5219
2023-04-05,21.1338
2023-04-06,21.2182
2023-04-07,21.2182
2023-04-08,21.2182
2023-04-09,21.2182
2023-04-10,21.4421
2023-04-11,21.5533
2023-04-12,20.9888
2023-04-13,21.2511
2023-04-14,21.3961
2023-04-15,21.3961
2023-04-16,21.3961
2023-04-17,21.6485
2023-04-18,21.953
2023-04-19,22.0764
2023-04-20,22.2436
2023-04-21,22.2122
2023-04-22,22.2122
2023-04-23,22.2122
2023-04-24,22.318
2023-04-25,21.8885
2023-04-26,21.798
2023-04-27,21.3995
2023-04-28,21.3468
2023-04-29,21.3468
2023-04-30,21.3468
2023-05-01,21.3888
2023-05-02,21.6179
2023-05-03,21.7217
2023-05-04,21.2262
2023-05-05,21.4942
2023-05-06,21.4942
2023-05-07,21.4942
2023-05-08,21.5224
2023-05-09,21.5996
2023-05-10,21.7645
2023-05-11,21.608
2023-05-12,21.4629
2023-05-13,21.4629
2023-05-14,21.4629
2023-05-15,20.8223
2023-05-16,20.423
2023-05-17,20.3169
2023-05-18,20.7483
2023-05-19,20.265
2023-05-20,20.265
2023-05-21,20.265
2023-05-22,20.1543
2023-05-23,19.8306
2023-05-24,19.8267
2023-05-25,19.4732
2023-05-26,19.2931
2023-05-27,19.2931
2023-05-28,19.2931
2023-05-29,19.2931
2023-05-30,19.587
2023-05-31,19.1472
2023-06-01,18.8976
2023-06-02,19.2694
2023-06-03,19.2694
2023-06-04,19.2694
2023-06-05,18.9915
2023-06-06,19.7023
2023-06-07,19.7748
2023-06-08,19.9
2023-06-09,19.7298
2023-06-10,19.7298
2023-06-11,19.7298
2023-06-12,19.9023
2023-06-13,19.7504
2023-06-14,19.7924
2023-06-15,19.9955
2023-06-16,19.8603
2023-06-17,19.8603
2023-06-18,19.8603
2023-06-19,19.8603
2023-06-20,19.7137
2023-06-21,19.9771
2023-06-22,19.9145
2023-06-23,19.8428
2023-06-24,19.8428
2023-06-25,19.8428
2023-06-26,19.8703
2023-06-27,20.181
2023-06-28,19.6824
2023-06-29,19.745
2023-06-30,19.3614
2023-07-01,19.3614
2023-07-02,19.3614
2023-07-03,19.3562
2023-07-04,19.3562
2023-07-05,19.3069
2023-07-06,19.1958
2023-07-07,19.0452
2023-07-08,19.0452
2023-07-09,19.0452
2023-07-10,19.3748
2023-07-11,19.5016
2023-07-12,19.3375
2023-07-13,19.0079
2023-07-14,18.9021
2023-07-15,18.9021
2023-07-16,18.9021
2023-07-17,18.5941
2023-07-18,18.6977
2023-07-19,18.6202
2023-07-20,18.8625
2023-07-21,18.958
2023-07-22,18.958
2023-07-23,18.958
2023-07-24,18.8812
2023-07-25,18.7365
2023-07-26,18.8707
2023-07-27,19.5471
2023-07-28,19.5769
2023-07-29,19.5769
2023-07-30,19.5769
2023-07-31,19.5769
2023-08-01,19.5918
2023-08-02,19.7268
2023-08-03,19.8118
2023-08-04,19.4516
2023-08-05,19.4516
2023-08-06,19.4516
2023-08-07,19.4881
2023-08-08,19.4113
2023-08-09,19.5896
2023-08-10,19.3336
2023-08-11,19.3521
2023-08-12,19.3521
2023-08-13,19.3521
2023-08-14,19.3462
2023-08-15,19.3173
2023-08-16,19.2307
2023-08-17,19.0915
2023-08-18,19.1151
2023-08-19,19.1151
2023-08-20,19.1151
2023-08-21,18.8412
2023-08-22,18.7953
2023-08-23,18.7649
2023-08-24,18.5457
2023-08-25,18.6871
2023-08-26,18.6871
2023-08-27,18.6871
2023-08-28,19.0915
2023-08-29,19.3573
2023-08-30,19.3839
2023-08-31,19.0544
2023-09-01,19.204
2023-09-02,19.204
2023-09-03,19.204
2023-09-04,19.204
2023-09-05,19.0233
2023-09-06,18.85
2023-09-07,19.0915
2023-09-08,18.9722
2023-09-09,18.9722
2023-09-10,18.9722
2023-09-11,18.9937
2023-09-12,18.9508
2023-09-13,18.8612
2023-09-14,18.8641
2023-09-15,18.6353
2023-09-16,18.6353
2023-09-17,18.6353
2023-09-18,18.3872
2023-09-19,18.4361
2023-09-20,18.2436
2023-09-21,18.0244
2023-09-22,18.0585
2023-09-23,18.0585
2023-09-24,18.0585
2023-09-25,18.1547
2023-09-26,17.9089
2023-09-27,17.9074
2023-09-28,17.9378
2023-09-29,17.7201
2023-09-30,17.7201
2023-10-01,17.7201
2023-10-02,17.7527
2023-10-03,17.7548
2023-10-04,17.9343
2023-10-05,17.8735
2023-10-06,17.8228
2023-10-07,17.8228
2023-10-08,17.8228
2023-10-09,17.7816
2023-10-10,17.8634
2023-10-11,17.8113
2023-10-12,17.2643
2023-10-13,17.553
2023-10-14,17.553
2023-10-15,17.553
2023-10-16,17.9097
2023-10-17,18.0356
2023-10-18,18.0327
2023-10-19,17.6543
2023-10-20,17.1572
2023-10-21,17.1572
2023-10-22,17.1572
2023-10-23,17.367
2023-10-24,17.3706
2023-10-25,17.3598
2023-10-26,16.6884
2023-10-27,16.6175
2023-10-28,16.6175
2023-10-29,16.6175
2023-10-30,16.862
2023-10-31,16.9611
2023-11-01,16.8164
2023-11-02,17.1493
2023-11-03,17.4473
2023-11-04,17.4473
2023-11-05,17.4473
2023-11-06,17.4452
2023-11-07,17.4405
2023-11-08,17.4633
2023-11-09,17.0535
2023-11-10,17.3022
2023-11-11,17.3022
2023-11-12,17.3022
2023-11-13,17.1268
2023-11-14,17.891
2023-11-15,17.9464
2023-11-16,17.6272
2023-11-17,17.5948
2023-11-18,17.5948
2023-11-19,17.5948
2023-11-20,17.4582
2023-11-21,17.2239
2023-11-22,17.295
2023-11-23,17.295
2023-11-24,17.2771
2023-11-25,17.2771
2023-11-26,17.2771
2023-11-27,17.2476
2023-11-28,17.4014
2023-11-29,17.4208
2023-11-30,17.6236
2023-12-01,18.1311
2023-12-02,18.1311
2023-12-03,18.1311
2023-12-04,18.2706
2023-12-05,17.9241
2023-12-06,18.0873
2023-12-07,18.0578
2023-12-08,18.2749
2023-12-09,18.2749
2023-12-10,18.2749
2023-12-11,18.5625
2023-12-12,18.5071
2023-12-13,18.878
2023-12-14,19.1397
2023-12-15,18.6509
2023-12-16,18.6509
2023-12-17,18.6509
2023-12-18,18.5394
2023-12-19,18.5675
2023-12-20,18.1103
2023-12-21,18.2483
2023-12-22,18.2641
2023-12-23,18.2641
2023-12-24,18.2641
2023-12-25,18.2641
2023-12-26,18.1786
2023-12-27,18.3159
2023-12-28,18.5502
2023-12-29,18.8562
2023-12-30,18.8562
2023-12-31,18.8562
2024-01-01,18.8562
2024-01-02,18.9684
2024-01-03,18.6822
2024-01-04,18.857
2024-01-05,19.1399
2024-01-06,19.1399
2024-01-07,19.1399
2024-01-08,19.4776
2024-01-09,19.2795
2024-01-10,19.2218
2024-01-11,19.3358
2024-01-12,19.4805
2024-01-13,19.4805
2024-01-14,19.4805
2024-01-15,19.4805
2024-01-16,19.5317
2024-01-17,19.77
2024-01-18,19.9689
2024-01-19,20.0281
2024-01-20,20.0281
2024-01-21,20.0281
2024-01-22,20.1334
2024-01-23,19.8336
2024-01-24,19.6604
2024-01-25,19.6823
2024-01-26,19.7766
2024-01-27,19.7766
2024-01-28,19.7766
2024-01-29,19.683
2024-01-30,19.789
2024-01-31,19.5558
2024-02-01,20.3088
2024-02-02,20.1655
2024-02-03,20.1655
2024-02-04,20.1655
2024-02-05,20.0208
2024-02-06,20.2277
2024-02-07,20.2028
2024-02-08,20.0844
2024-02-09,20.322
2024-02-10,20.322
2024-02-11,20.322
2024-02-12,20.4046
2024-02-13,20.1933
2024-02-14,20.3519
2024-02-15,20.5106
2024-02-16,20.425
2024-02-17,20.425
2024-02-18,20.425
2024-02-19,20.425
2024-02-20,20.4199
2024-02-21,20.3439
2024-02-22,20.6604
2024-02-23,20.8736
2024-02-24,20.8736
2024-02-25,20.8736
2024-02-26,20.8473
2024-02-27,21.4668
2024-02-28,21.569
2024-02-29,21.6945
2024-03-01,21.5558
2024-03-02,21.5558
2024-03-03,21.5558
2024-03-04,21.6171
2024-03-05,21.2231
2024-03-06,21.4274
2024-03-07,21.3129
2024-03-08,21.415
2024-03-09,21.415
2024-03-10,21.415
2024-03-11,21.2983
2024-03-12,21.3559
2024-03-13,21.6471
2024-03-14,21.6617
2024-03-15,21.901
2024-03-16,21.901
2024-03-17,21.901
2024-03-18,21.7966
2024-03-19,21.8441
2024-03-20,21.8915
2024-03-21,22.5592
2024-03-22,22.3257
2024-03-23,22.3257
2024-03-24,22.3257
2024-03-25,22.0126
2024-03-26,21.9674
2024-03-27,22.1438
2024-03-28,22.2372
2024-03-29,22.2372
2024-03-30,22.2372
2024-03-31,22.2372
2024-04-01,21.9833
2024-04-02,21.8848
2024-04-03,21.5381
2024-04-04,21.5651
2024-04-05,21.5636
2024-04-06,21.5636
2024-04-07,21.5636
2024-04-08,21.3505
