,WHR US Equity
2020-10-06,12.8588
2020-10-07,13.1196
2020-10-08,13.3101
2020-10-09,13.3671
2020-10-10,13.3671
2020-10-11,13.3671
2020-10-12,13.344
2020-10-13,13.3657
2020-10-14,13.4629
2020-10-15,13.3954
2020-10-16,13.3751
2020-10-17,13.3751
2020-10-18,13.3751
2020-10-19,13.2483
2020-10-20,13.2978
2020-10-21,13.1516
2020-10-22,13.0459
2020-10-23,13.2499
2020-10-24,13.2499
2020-10-25,13.2499
2020-10-26,13.0582
2020-10-27,13.1415
2020-10-28,12.7921
2020-10-29,12.6945
2020-10-30,12.6273
2020-10-31,12.6273
2020-11-01,12.6273
2020-11-02,12.9952
2020-11-03,13.2338
2020-11-04,13.0743
2020-11-05,13.2807
2020-11-06,13.4171
2020-11-07,13.4171
2020-11-08,13.4171
2020-11-09,12.4251
2020-11-10,12.5369
2020-11-11,12.6354
2020-11-12,12.579
2020-11-13,12.8058
2020-11-14,12.8058
2020-11-15,12.8058
2020-11-16,12.7997
2020-11-17,12.9166
2020-11-18,13.0634
2020-11-19,12.9872
2020-11-20,13.0037
2020-11-21,13.0037
2020-11-22,13.0037
2020-11-23,13.2769
2020-11-24,13.3498
2020-11-25,13.3451
2020-11-26,13.3451
2020-11-27,13.3849
2020-11-28,13.3849
2020-11-29,13.3849
2020-11-30,13.0842
2020-12-01,13.0459
2020-12-02,12.5714
2020-12-03,12.7187
2020-12-04,12.5852
2020-12-05,12.5852
2020-12-06,12.5852
2020-12-07,12.8115
2020-12-08,12.6363
2020-12-09,12.6311
2020-12-10,12.5066
2020-12-11,12.5785
2020-12-12,12.5785
2020-12-13,12.5785
2020-12-14,12.5833
2020-12-15,12.8011
2020-12-16,12.7282
2020-12-17,12.9015
2020-12-18,12.7888
2020-12-19,12.7888
2020-12-20,12.7888
2020-12-21,12.7059
2020-12-22,12.7613
2020-12-23,12.8446
2020-12-24,13.0175
2020-12-25,13.0175
2020-12-26,13.0175
2020-12-27,13.0175
2020-12-28,12.6382
2020-12-29,12.544
2020-12-30,12.6003
2020-12-31,9.6942
2021-01-01,9.6942
2021-01-02,9.6942
2021-01-03,9.6942
2021-01-04,9.5551
2021-01-05,9.626
2021-01-06,9.6217
2021-01-07,9.7709
2021-01-08,9.6574
2021-01-09,9.6574
2021-01-10,9.6574
2021-01-11,9.6822
2021-01-12,9.841
2021-01-13,10.1388
2021-01-14,10.1736
2021-01-15,10.2383
2021-01-16,10.2383
2021-01-17,10.2383
2021-01-18,10.2383
2021-01-19,10.3998
2021-01-20,10.2836
2021-01-21,10.2581
2021-01-22,10.3804
2021-01-23,10.3804
2021-01-24,10.3804
2021-01-25,10.5667
2021-01-26,10.6984
2021-01-27,10.8581
2021-01-28,10.1747
2021-01-29,9.8096
2021-01-30,9.8096
2021-01-31,9.8096
2021-02-01,9.8661
2021-02-02,10.0024
2021-02-03,10.0404
2021-02-04,9.9175
2021-02-05,10.1352
2021-02-06,10.1352
2021-02-07,10.1352
2021-02-08,10.3986
2021-02-09,10.3552
2021-02-10,10.2911
2021-02-11,10.2515
2021-02-12,10.5006
2021-02-13,10.5006
2021-02-14,10.5006
2021-02-15,10.5006
2021-02-16,10.3555
2021-02-17,10.2682
2021-02-18,10.1493
2021-02-19,10.3216
2021-02-20,10.3216
2021-02-21,10.3216
2021-02-22,10.2183
2021-02-23,10.223
2021-02-24,10.2506
2021-02-25,10.0401
2021-02-26,10.1165
2021-02-27,10.1165
2021-02-28,10.1165
2021-03-01,10.4137
2021-03-02,10.2701
2021-03-03,10.1516
2021-03-04,9.9855
2021-03-05,10.293
2021-03-06,10.293
2021-03-07,10.293
2021-03-08,10.5549
2021-03-09,10.4325
2021-03-10,10.6599
2021-03-11,10.6952
2021-03-12,10.7823
2021-03-13,10.7823
2021-03-14,10.7823
2021-03-15,10.9798
2021-03-16,10.9506
2021-03-17,11.1104
2021-03-18,11.0695
2021-03-19,11.1951
2021-03-20,11.1951
2021-03-21,11.1951
2021-03-22,11.3152
2021-03-23,11.0136
2021-03-24,10.9075
2021-03-25,11.1041
2021-03-26,11.375
2021-03-27,11.375
2021-03-28,11.375
2021-03-29,11.1325
2021-03-30,11.2643
2021-03-31,9.3537
2021-04-01,9.5114
2021-04-02,9.5114
2021-04-03,9.5114
2021-04-04,9.5114
2021-04-05,9.773
2021-04-06,9.8004
2021-04-07,9.6729
2021-04-08,9.787
2021-04-09,9.8839
2021-04-10,9.8839
2021-04-11,9.8839
2021-04-12,9.9008
2021-04-13,9.779
2021-04-14,9.7239
2021-04-15,9.6895
2021-04-16,9.8144
2021-04-17,9.8144
2021-04-18,9.8144
2021-04-19,9.8291
2021-04-20,9.8667
2021-04-21,9.8109
2021-04-22,9.7454
2021-04-23,9.9282
2021-04-24,9.9282
2021-04-25,9.9282
2021-04-26,9.8386
2021-04-27,9.9416
2021-04-28,9.8173
2021-04-29,9.9085
2021-04-30,9.849
2021-05-01,9.849
2021-05-02,9.849
2021-05-03,9.9921
2021-05-04,10.0776
2021-05-05,10.1797
2021-05-06,10.2868
2021-05-07,10.3736
2021-05-08,10.3736
2021-05-09,10.3736
2021-05-10,10.337
2021-05-11,10.1593
2021-05-12,9.9619
2021-05-13,10.159
2021-05-14,10.1755
2021-05-15,10.1755
2021-05-16,10.1755
2021-05-17,10.1374
2021-05-18,9.9781
2021-05-19,9.9279
2021-05-20,9.8665
2021-05-21,9.8621
2021-05-22,9.8621
2021-05-23,9.8621
2021-05-24,9.803
2021-05-25,9.8506
2021-05-26,9.8808
2021-05-27,10.0051
2021-05-28,9.8694
2021-05-29,9.8694
2021-05-30,9.8694
2021-05-31,9.8694
2021-06-01,9.8929
2021-06-02,9.8595
2021-06-03,9.7699
2021-06-04,9.7565
2021-06-05,9.7565
2021-06-06,9.7565
2021-06-07,9.8281
2021-06-08,9.7391
2021-06-09,9.6408
2021-06-10,9.4104
2021-06-11,9.5146
2021-06-12,9.5146
2021-06-13,9.5146
2021-06-14,9.3611
2021-06-15,9.3614
2021-06-16,9.1665
2021-06-17,9.0483
2021-06-18,9.0267
2021-06-19,9.0267
2021-06-20,9.0267
2021-06-21,9.1519
2021-06-22,9.1862
2021-06-23,9.1513
2021-06-24,9.1592
2021-06-25,9.2012
2021-06-26,9.2012
2021-06-27,9.2012
2021-06-28,9.1875
2021-06-29,9.2546
2021-06-30,6.566
2021-07-01,6.6029
2021-07-02,6.6744
2021-07-03,6.6744
2021-07-04,6.6744
2021-07-05,6.6744
2021-07-06,6.5473
2021-07-07,6.6693
2021-07-08,6.6102
2021-07-09,6.7358
2021-07-10,6.7358
2021-07-11,6.7358
2021-07-12,6.7351
2021-07-13,6.5835
2021-07-14,6.6463
2021-07-15,6.6856
2021-07-16,6.6106
2021-07-17,6.6106
2021-07-18,6.6106
2021-07-19,6.4295
2021-07-20,6.4486
2021-07-21,6.5789
2021-07-22,6.4916
2021-07-23,6.6091
2021-07-24,6.6091
2021-07-25,6.6091
2021-07-26,6.6249
2021-07-27,6.6069
2021-07-28,6.6181
2021-07-29,6.7298
2021-07-30,6.6581
2021-07-31,6.6581
2021-08-01,6.6581
2021-08-02,6.6586
2021-08-03,6.741
2021-08-04,6.6382
2021-08-05,6.6649
2021-08-06,6.6341
2021-08-07,6.6341
2021-08-08,6.6341
2021-08-09,6.6377
2021-08-10,6.6951
2021-08-11,6.8524
2021-08-12,6.8828
2021-08-13,6.9243
2021-08-14,6.9243
2021-08-15,6.9243
2021-08-16,6.9331
2021-08-17,6.7147
2021-08-18,6.6275
2021-08-19,6.605
2021-08-20,6.6499
2021-08-21,6.6499
2021-08-22,6.6499
2021-08-23,6.6263
2021-08-24,6.6479
2021-08-25,6.7147
2021-08-26,6.6475
2021-08-27,6.765
2021-08-28,6.765
2021-08-29,6.765
2021-08-30,6.7159
2021-08-31,6.6579
2021-09-01,6.7111
2021-09-02,6.7769
2021-09-03,6.7633
2021-09-04,6.7633
2021-09-05,6.7633
2021-09-06,6.7633
2021-09-07,6.5588
2021-09-08,6.5268
2021-09-09,6.5537
2021-09-10,6.5173
2021-09-11,6.5173
2021-09-12,6.5173
2021-09-13,6.5884
2021-09-14,6.5294
2021-09-15,6.5544
2021-09-16,6.4432
2021-09-17,6.3932
2021-09-18,6.3932
2021-09-19,6.3932
2021-09-20,6.3548
2021-09-21,6.2723
2021-09-22,6.314
2021-09-23,6.3541
2021-09-24,6.3818
2021-09-25,6.3818
2021-09-26,6.3818
2021-09-27,6.4296
2021-09-28,6.3903
2021-09-29,6.4175
2021-09-30,6.2842
2021-10-01,6.3171
2021-10-02,6.3171
2021-10-03,6.3171
2021-10-04,6.3201
2021-10-05,6.2864
2021-10-06,6.2152
2021-10-07,6.3106
2021-10-08,6.1601
2021-10-09,6.1601
2021-10-10,6.1601
2021-10-11,6.152
2021-10-12,6.1823
2021-10-13,6.1474
2021-10-14,6.3045
2021-10-15,6.354
2021-10-16,6.354
2021-10-17,6.354
2021-10-18,6.3518
2021-10-19,6.3276
2021-10-20,6.4154
2021-10-21,6.245
2021-10-22,6.3551
2021-10-23,6.3551
2021-10-24,6.3551
2021-10-25,6.2353
2021-10-26,6.1793
2021-10-27,6.0872
2021-10-28,6.2781
2021-10-29,6.2935
2021-10-30,6.2935
2021-10-31,6.2935
2021-11-01,6.3792
2021-11-02,6.4026
2021-11-03,6.4645
2021-11-04,6.4671
2021-11-05,6.4662
2021-11-06,6.4662
2021-11-07,6.4662
2021-11-08,6.477
2021-11-09,6.5351
2021-11-10,6.5363
2021-11-11,6.6282
2021-11-12,6.7976
2021-11-13,6.7976
2021-11-14,6.7976
2021-11-15,6.8522
2021-11-16,6.8697
2021-11-17,6.8154
2021-11-18,6.7372
2021-11-19,6.7296
2021-11-20,6.7296
2021-11-21,6.7296
2021-11-22,6.761
2021-11-23,6.7764
2021-11-24,6.7761
2021-11-25,6.7761
2021-11-26,6.6519
2021-11-27,6.6519
2021-11-28,6.6519
2021-11-29,6.5758
2021-11-30,6.4567
2021-12-01,6.4246
2021-12-02,6.5574
2021-12-03,6.5819
2021-12-04,6.5819
2021-12-05,6.5819
2021-12-06,6.7017
2021-12-07,6.7372
2021-12-08,6.6979
2021-12-09,6.6528
2021-12-10,6.7471
2021-12-11,6.7471
2021-12-12,6.7471
2021-12-13,6.7038
2021-12-14,6.7941
2021-12-15,6.9321
2021-12-16,6.942
2021-12-17,6.7549
2021-12-18,6.7549
2021-12-19,6.7549
2021-12-20,6.5141
2021-12-21,6.5427
2021-12-22,6.6124
2021-12-23,6.6819
2021-12-24,6.6819
2021-12-25,6.6819
2021-12-26,6.6819
2021-12-27,6.761
2021-12-28,6.7636
2021-12-29,6.8191
2021-12-30,6.8073
2021-12-31,7.4889
2022-01-01,7.4889
2022-01-02,7.4889
2022-01-03,7.4382
2022-01-04,7.6134
2022-01-05,7.5143
2022-01-06,7.4654
2022-01-07,7.2918
2022-01-08,7.2918
2022-01-09,7.2918
2022-01-10,7.173
2022-01-11,7.2985
2022-01-12,7.2457
2022-01-13,7.2848
2022-01-14,7.0326
2022-01-15,7.0326
2022-01-16,7.0326
2022-01-17,7.0326
2022-01-18,6.8445
2022-01-19,6.77
2022-01-20,6.6285
2022-01-21,6.6316
2022-01-22,6.6316
2022-01-23,6.6316
2022-01-24,6.7785
2022-01-25,6.8021
2022-01-26,6.636
2022-01-27,6.4395
2022-01-28,6.5742
2022-01-29,6.5742
2022-01-30,6.5742
2022-01-31,6.6998
2022-02-01,6.6569
2022-02-02,6.7272
2022-02-03,6.585
2022-02-04,6.494
2022-02-05,6.494
2022-02-06,6.494
2022-02-07,6.4478
2022-02-08,6.4571
2022-02-09,6.5998
2022-02-10,6.4002
2022-02-11,6.3026
2022-02-12,6.3026
2022-02-13,6.3026
2022-02-14,6.3263
2022-02-15,6.52
2022-02-16,6.5697
2022-02-17,6.5337
2022-02-18,6.524
2022-02-19,6.524
2022-02-20,6.524
2022-02-21,6.524
2022-02-22,6.356
2022-02-23,6.2651
2022-02-24,6.3652
2022-02-25,6.5217
2022-02-26,6.5217
2022-02-27,6.5217
2022-02-28,6.4424
2022-03-01,6.4414
2022-03-02,6.5739
2022-03-03,6.6461
2022-03-04,6.5078
2022-03-05,6.5078
2022-03-06,6.5078
2022-03-07,6.145
2022-03-08,6.211
2022-03-09,6.3084
2022-03-10,6.102
2022-03-11,6.0345
2022-03-12,6.0345
2022-03-13,6.0345
2022-03-14,6.0539
2022-03-15,6.1513
2022-03-16,6.2381
2022-03-17,6.285
2022-03-18,6.2665
2022-03-19,6.2665
2022-03-20,6.2665
2022-03-21,6.0693
2022-03-22,6.1201
2022-03-23,5.97
2022-03-24,5.9695
2022-03-25,5.9344
2022-03-26,5.9344
2022-03-27,5.9344
2022-03-28,5.9623
2022-03-29,6.0771
2022-03-30,5.908
2022-03-31,6.4556
2022-04-01,6.4465
2022-04-02,6.4465
2022-04-03,6.4465
2022-04-04,6.5172
2022-04-05,6.4556
2022-04-06,6.3262
2022-04-07,6.3451
2022-04-08,6.4369
2022-04-09,6.4369
2022-04-10,6.4369
2022-04-11,6.553
2022-04-12,6.5041
2022-04-13,6.5724
2022-04-14,6.3961
2022-04-15,6.3961
2022-04-16,6.3961
2022-04-17,6.3961
2022-04-18,6.4022
2022-04-19,6.5562
2022-04-20,6.5973
2022-04-21,6.5975
2022-04-22,6.4833
2022-04-23,6.4833
2022-04-24,6.4833
2022-04-25,6.6181
2022-04-26,6.6462
2022-04-27,6.54
2022-04-28,6.598
2022-04-29,6.5015
2022-04-30,6.5015
2022-05-01,6.5015
2022-05-02,6.5977
2022-05-03,6.7301
2022-05-04,6.9291
2022-05-05,6.7198
2022-05-06,6.747
2022-05-07,6.747
2022-05-08,6.747
2022-05-09,6.8047
2022-05-10,6.6829
2022-05-11,6.3735
2022-05-12,6.5256
2022-05-13,6.5385
2022-05-14,6.5385
2022-05-15,6.5385
2022-05-16,6.4864
2022-05-17,6.6326
2022-05-18,6.3174
2022-05-19,6.2527
2022-05-20,6.3038
2022-05-21,6.3038
2022-05-22,6.3038
2022-05-23,6.3056
2022-05-24,6.1524
2022-05-25,6.3053
2022-05-26,6.4359
2022-05-27,6.5346
2022-05-28,6.5346
2022-05-29,6.5346
2022-05-30,6.5346
2022-05-31,6.5713
2022-06-01,6.4761
2022-06-02,6.4761
2022-06-03,6.361
2022-06-04,6.361
2022-06-05,6.361
2022-06-06,6.3543
2022-06-07,6.2868
2022-06-08,6.2142
2022-06-09,6.2217
2022-06-10,6.0611
2022-06-11,6.0611
2022-06-12,6.0611
2022-06-13,5.8977
2022-06-14,5.8305
2022-06-15,5.8346
2022-06-16,5.6276
2022-06-17,5.7251
2022-06-18,5.7251
2022-06-19,5.7251
2022-06-20,5.7251
2022-06-21,5.7705
2022-06-22,5.7648
2022-06-23,6.0413
2022-06-24,6.1124
2022-06-25,6.1124
2022-06-26,6.1124
2022-06-27,6.049
2022-06-28,5.9759
2022-06-29,5.8915
2022-06-30,10.8886
2022-07-01,11.0157
2022-07-02,11.0157
2022-07-03,11.0157
2022-07-04,11.0157
2022-07-05,11.1635
2022-07-06,11.0952
2022-07-07,11.2336
2022-07-08,11.1663
2022-07-09,11.1663
2022-07-10,11.1663
2022-07-11,11.1359
2022-07-12,11.33
2022-07-13,11.2883
2022-07-14,11.0938
2022-07-15,11.0994
2022-07-16,11.0994
2022-07-17,11.0994
2022-07-18,11.1902
2022-07-19,11.3725
2022-07-20,11.4702
2022-07-21,11.5277
2022-07-22,11.4917
2022-07-23,11.4917
2022-07-24,11.4917
2022-07-25,11.3459
2022-07-26,11.282
2022-07-27,11.3151
2022-07-28,11.6153
2022-07-29,11.4865
2022-07-30,11.4865
2022-07-31,11.4865
2022-08-01,11.609
2022-08-02,11.2516
2022-08-03,11.1813
2022-08-04,11.2666
2022-08-05,11.2865
2022-08-06,11.2865
2022-08-07,11.2865
2022-08-08,11.1219
2022-08-09,10.844
2022-08-10,11.204
2022-08-11,11.2095
2022-08-12,11.2339
2022-08-13,11.2339
2022-08-14,11.2339
2022-08-15,11.3732
2022-08-16,11.6085
2022-08-17,11.4897
2022-08-18,11.4793
2022-08-19,11.2766
2022-08-20,11.2766
2022-08-21,11.2766
2022-08-22,11.1192
2022-08-23,11.1328
2022-08-24,11.1396
2022-08-25,11.277
2022-08-26,10.8725
2022-08-27,10.8725
2022-08-28,10.8725
2022-08-29,10.7954
2022-08-30,10.8031
2022-08-31,10.7487
2022-09-01,10.6839
2022-09-02,10.6168
2022-09-03,10.6168
2022-09-04,10.6168
2022-09-05,10.6168
2022-09-06,10.4948
2022-09-07,10.6503
2022-09-08,10.7115
2022-09-09,10.9124
2022-09-10,10.9124
2022-09-11,10.9124
2022-09-12,10.9015
2022-09-13,10.2961
2022-09-14,10.2526
2022-09-15,10.263
2022-09-16,10.2254
2022-09-17,10.2254
2022-09-18,10.2254
2022-09-19,10.3252
2022-09-20,10.127
2022-09-21,10.1093
2022-09-22,10.0037
2022-09-23,10.0318
2022-09-24,10.0318
2022-09-25,10.0318
2022-09-26,9.8794
2022-09-27,9.8708
2022-09-28,10.0871
2022-09-29,9.888
2022-09-30,13.0933
2022-10-01,13.0933
2022-10-02,13.0933
2022-10-03,13.4456
2022-10-04,13.8079
2022-10-05,13.6959
2022-10-06,13.6002
2022-10-07,13.3386
2022-10-08,13.3386
2022-10-09,13.3386
2022-10-10,13.4894
2022-10-11,13.602
2022-10-12,13.6027
2022-10-13,13.6265
2022-10-14,13.3686
2022-10-15,13.3686
2022-10-16,13.3686
2022-10-17,13.475
2022-10-18,13.6746
2022-10-19,13.2791
2022-10-20,12.8755
2022-10-21,12.8641
2022-10-22,12.8641
2022-10-23,12.8641
2022-10-24,12.9692
2022-10-25,13.2256
2022-10-26,13.0843
2022-10-27,13.1024
2022-10-28,13.4077
2022-10-29,13.4077
2022-10-30,13.4077
2022-10-31,13.3032
2022-11-01,13.2488
2022-11-02,12.8891
2022-11-03,12.7384
2022-11-04,12.9961
2022-11-05,12.9961
2022-11-06,12.9961
2022-11-07,13.2119
2022-11-08,13.5077
2022-11-09,13.2913
2022-11-10,14.0169
2022-11-11,14.4503
2022-11-12,14.4503
2022-11-13,14.4503
2022-11-14,14.2226
2022-11-15,14.3208
2022-11-16,13.9962
2022-11-17,13.9024
2022-11-18,13.8774
2022-11-19,13.8774
2022-11-20,13.8774
2022-11-21,13.741
2022-11-22,13.8542
2022-11-23,13.9355
2022-11-24,13.9355
2022-11-25,13.9618
2022-11-26,13.9618
2022-11-27,13.9618
2022-11-28,13.6522
2022-11-29,13.7873
2022-11-30,13.8217
2022-12-01,13.9775
2022-12-02,13.7961
2022-12-03,13.7961
2022-12-04,13.7961
2022-12-05,13.5046
2022-12-06,13.5296
2022-12-07,13.5859
2022-12-08,13.7485
2022-12-09,13.6516
2022-12-10,13.6516
2022-12-11,13.6516
2022-12-12,13.8793
2022-12-13,13.8805
2022-12-14,13.7886
2022-12-15,13.6672
2022-12-16,13.5065
2022-12-17,13.5065
2022-12-18,13.5065
2022-12-19,13.3864
2022-12-20,13.2281
2022-12-21,13.489
2022-12-22,13.3876
2022-12-23,13.5146
2022-12-24,13.5146
2022-12-25,13.5146
2022-12-26,13.5146
2022-12-27,13.519
2022-12-28,13.3101
2022-12-29,13.6072
2022-12-30,13.6072
2022-12-31,13.6072
2023-01-01,13.6072
2023-01-02,13.6072
2023-01-03,13.6072
2023-01-04,13.6072
2023-01-05,13.6072
2023-01-06,13.6072
2023-01-07,13.6072
2023-01-08,13.6072
2023-01-09,13.6072
2023-01-10,13.6072
2023-01-11,13.6072
2023-01-12,13.6072
2023-01-13,13.6072
2023-01-14,13.6072
2023-01-15,13.6072
2023-01-16,13.6072
2023-01-17,13.6072
2023-01-18,13.6072
2023-01-19,13.6072
2023-01-20,13.6072
2023-01-21,13.6072
2023-01-22,13.6072
2023-01-23,13.6072
2023-01-24,13.6072
2023-01-25,13.6072
2023-01-26,13.6072
2023-01-27,13.6072
2023-01-28,13.6072
2023-01-29,13.6072
2023-01-30,13.6072
2023-01-31,13.6072
2023-02-01,13.6072
2023-02-02,13.6072
2023-02-03,13.6072
2023-02-04,13.6072
2023-02-05,13.6072
2023-02-06,13.6072
2023-02-07,13.6072
2023-02-08,13.6072
2023-02-09,13.6072
2023-02-10,13.6072
2023-02-11,13.6072
2023-02-12,13.6072
2023-02-13,13.6072
2023-02-14,13.6072
2023-02-15,13.6072
2023-02-16,13.6072
2023-02-17,13.6072
2023-02-18,13.6072
2023-02-19,13.6072
2023-02-20,13.6072
2023-02-21,13.6072
2023-02-22,13.6072
2023-02-23,13.6072
2023-02-24,13.6072
2023-02-25,13.6072
2023-02-26,13.6072
2023-02-27,13.6072
2023-02-28,13.6072
2023-03-01,13.6072
2023-03-02,13.6072
2023-03-03,13.6072
2023-03-04,13.6072
2023-03-05,13.6072
2023-03-06,13.6072
2023-03-07,13.6072
2023-03-08,13.6072
2023-03-09,13.6072
2023-03-10,13.6072
2023-03-11,13.6072
2023-03-12,13.6072
2023-03-13,13.6072
2023-03-14,13.6072
2023-03-15,13.6072
2023-03-16,13.6072
