,WTS US Equity
2020-06-25,14.1737
2020-06-26,15.7381
2020-06-27,15.7381
2020-06-28,15.7381
2020-06-29,16.2143
2020-06-30,16.2664
2020-07-01,15.9791
2020-07-02,16.1854
2020-07-03,16.1854
2020-07-04,16.1854
2020-07-05,16.1854
2020-07-06,16.2317
2020-07-07,15.875
2020-07-08,15.85
2020-07-09,15.85
2020-07-10,16.0408
2020-07-11,16.0408
2020-07-12,16.0408
2020-07-13,16.035
2020-07-14,16.3474
2020-07-15,16.9701
2020-07-16,16.9431
2020-07-17,16.9103
2020-07-18,16.9103
2020-07-19,16.9103
2020-07-20,16.7985
2020-07-21,17.0317
2020-07-22,16.9739
2020-07-23,17.159
2020-07-24,16.9122
2020-07-25,16.9122
2020-07-26,16.9122
2020-07-27,17.0973
2020-07-28,16.8891
2020-07-29,17.2226
2020-07-30,16.7927
2020-07-31,16.8235
2020-08-01,16.8235
2020-08-02,16.8235
2020-08-03,17.2284
2020-08-04,17.3616
2020-08-05,17.9161
2020-08-06,17.7813
2020-08-07,18.2376
2020-08-08,18.2376
2020-08-09,18.2376
2020-08-10,18.4957
2020-08-11,18.848
2020-08-12,18.8442
2020-08-13,18.798
2020-08-14,18.8307
2020-08-15,18.8307
2020-08-16,18.8307
2020-08-17,18.9693
2020-08-18,18.9443
2020-08-19,18.8345
2020-08-20,18.7594
2020-08-21,18.7671
2020-08-22,18.7671
2020-08-23,18.7671
2020-08-24,19.0059
2020-08-25,19.029
2020-08-26,19.0694
2020-08-27,19.1349
2020-08-28,19.5046
2020-08-29,19.5046
2020-08-30,19.5046
2020-08-31,19.0868
2020-09-01,19.2312
2020-09-02,19.4487
2020-09-03,19.2466
2020-09-04,19.2427
2020-09-05,19.2427
2020-09-06,19.2427
2020-09-07,19.2427
2020-09-08,19.2678
2020-09-09,19.6278
2020-09-10,19.5238
2020-09-11,19.5354
2020-09-12,19.5354
2020-09-13,19.5354
2020-09-14,19.701
2020-09-15,19.9397
2020-09-16,20.2921
2020-09-17,20.4769
2020-09-18,20.3787
2020-09-19,20.3787
2020-09-20,20.3787
2020-09-21,19.364
2020-09-22,19.6105
2020-09-23,19.1272
2020-09-24,19.3043
2020-09-25,19.1237
2020-09-26,19.1237
2020-09-27,19.1237
2020-09-28,19.3462
2020-09-29,19.472
2020-09-30,19.7256
2020-10-01,19.8901
2020-10-02,20.041
2020-10-03,20.041
2020-10-04,20.041
2020-10-05,20.461
2020-10-06,20.4126
2020-10-07,20.8442
2020-10-08,20.91
2020-10-09,21.1384
2020-10-10,21.1384
2020-10-11,21.1384
2020-10-12,21.6378
2020-10-13,21.4887
2020-10-14,21.6494
2020-10-15,21.8777
2020-10-16,22.0229
2020-10-17,22.0229
2020-10-18,22.0229
2020-10-19,21.9764
2020-10-20,22.0829
2020-10-21,21.93
2020-10-22,22.1603
2020-10-23,22.1119
2020-10-24,22.1119
2020-10-25,22.1119
2020-10-26,22.0442
2020-10-27,21.9958
2020-10-28,21.7152
2020-10-29,21.7016
2020-10-30,21.781
2020-10-31,21.781
2020-11-01,21.781
2020-11-02,22.3326
2020-11-03,22.7758
2020-11-04,22.7423
2020-11-05,22.4813
2020-11-06,21.7833
2020-11-07,21.7833
2020-11-08,21.7833
2020-11-09,22.1159
2020-11-10,22.9898
2020-11-11,22.9531
2020-11-12,22.6457
2020-11-13,23.1329
2020-11-14,23.1329
2020-11-15,23.1329
2020-11-16,23.1754
2020-11-17,23.1387
2020-11-18,22.6843
2020-11-19,22.8429
2020-11-20,22.8255
2020-11-21,22.8255
2020-11-22,22.8255
2020-11-23,22.7578
2020-11-24,23.4693
2020-11-25,23.2721
2020-11-26,23.2721
2020-11-27,23.2799
2020-11-28,23.2799
2020-11-29,23.2799
2020-11-30,22.9937
2020-12-01,23.0807
2020-12-02,22.7791
2020-12-03,22.957
2020-12-04,23.0865
2020-12-05,23.0865
2020-12-06,23.0865
2020-12-07,22.8642
2020-12-08,23.2025
2020-12-09,23.1948
2020-12-10,23.0072
2020-12-11,23.1406
2020-12-12,23.1406
2020-12-13,23.1406
2020-12-14,23.0672
2020-12-15,23.3359
2020-12-16,23.1058
2020-12-17,22.984
2020-12-18,22.9434
2020-12-19,22.9434
2020-12-20,22.9434
2020-12-21,22.984
2020-12-22,23.1793
2020-12-23,23.5544
2020-12-24,23.7246
2020-12-25,23.7246
2020-12-26,23.7246
2020-12-27,23.7246
2020-12-28,23.9063
2020-12-29,23.5912
2020-12-30,23.7961
2020-12-31,22.8287
2021-01-01,22.8287
2021-01-02,22.8287
2021-01-03,22.8287
2021-01-04,22.4739
2021-01-05,22.708
2021-01-06,23.6665
2021-01-07,23.8226
2021-01-08,23.5997
2021-01-09,23.5997
2021-01-10,23.5997
2021-01-11,23.7799
2021-01-12,24.0827
2021-01-13,24.1365
2021-01-14,24.4821
2021-01-15,24.2239
2021-01-16,24.2239
2021-01-17,24.2239
2021-01-18,24.2239
2021-01-19,23.9619
2021-01-20,23.9099
2021-01-21,23.9824
2021-01-22,24.2201
2021-01-23,24.2201
2021-01-24,24.2201
2021-01-25,23.8969
2021-01-26,23.739
2021-01-27,23.0015
2021-01-28,22.9365
2021-01-29,22.5259
2021-01-30,22.5259
2021-01-31,22.5259
2021-02-01,23.217
2021-02-02,23.4863
2021-02-03,23.1408
2021-02-04,23.1612
2021-02-05,23.3526
2021-02-06,23.3526
2021-02-07,23.3526
2021-02-08,24.2313
2021-02-09,24.0715
2021-02-10,24.066
2021-02-11,23.3553
2021-02-12,22.7964
2021-02-13,22.7964
2021-02-14,22.7964
2021-02-15,22.7964
2021-02-16,22.6869
2021-02-17,22.0668
2021-02-18,22.1045
2021-02-19,22.4015
2021-02-20,22.4015
2021-02-21,22.4015
2021-02-22,22.1881
2021-02-23,21.828
2021-02-24,21.9839
2021-02-25,21.4753
2021-02-26,21.3973
2021-02-27,21.3973
2021-02-28,21.3973
2021-03-01,21.7222
2021-03-02,21.7611
2021-03-03,21.5922
2021-03-04,21.427
2021-03-05,21.8929
2021-03-06,21.8929
2021-03-07,21.8929
2021-03-08,22.279
2021-03-09,22.3291
2021-03-10,22.7672
2021-03-11,22.8359
2021-03-12,23.0289
2021-03-13,23.0289
2021-03-14,23.0289
2021-03-15,22.9528
2021-03-16,22.8897
2021-03-17,23.0846
2021-03-18,22.6261
2021-03-19,22.6614
2021-03-20,22.6614
2021-03-21,22.6614
2021-03-22,22.1602
2021-03-23,21.8373
2021-03-24,21.6855
2021-03-25,22.0072
2021-03-26,20.619
2021-03-27,20.619
2021-03-28,20.619
2021-03-29,20.6225
2021-03-30,20.7465
2021-03-31,20.605
2021-04-01,20.9106
2021-04-02,20.9106
2021-04-03,20.9106
2021-04-04,20.9106
2021-04-05,20.9263
2021-04-06,20.7569
2021-04-07,20.3623
2021-04-08,20.3658
2021-04-09,20.5823
2021-04-10,20.5823
2021-04-11,20.5823
2021-04-12,20.6644
2021-04-13,20.4933
2021-04-14,20.5701
2021-04-15,20.7831
2021-04-16,20.9071
2021-04-17,20.9071
2021-04-18,20.9071
2021-04-19,20.8774
2021-04-20,20.7953
2021-04-21,21.2004
2021-04-22,21.2109
2021-04-23,21.4815
2021-04-24,21.4815
2021-04-25,21.4815
2021-04-26,21.4658
2021-04-27,21.375
2021-04-28,21.4361
2021-04-29,21.8167
2021-04-30,21.6072
2021-05-01,21.6072
2021-05-02,21.6072
2021-05-03,21.4117
2021-05-04,21.918
2021-05-05,22.3159
2021-05-06,23.3143
2021-05-07,23.6599
2021-05-08,23.6599
2021-05-09,23.6599
2021-05-10,24.1225
2021-05-11,23.7874
2021-05-12,23.1206
2021-05-13,24.0509
2021-05-14,24.1225
2021-05-15,24.1225
2021-05-16,24.1225
2021-05-17,23.5674
2021-05-18,23.1031
2021-05-19,22.8779
2021-05-20,22.9268
2021-05-21,23.0333
2021-05-22,23.0333
2021-05-23,23.0333
2021-05-24,22.9896
2021-05-25,23.0036
2021-05-26,23.5308
2021-05-27,23.7193
2021-05-28,23.5831
2021-05-29,23.5831
2021-05-30,23.5831
2021-05-31,23.5831
2021-06-01,24.0649
2021-06-02,24.2447
2021-06-03,24.2377
2021-06-04,24.4105
2021-06-05,24.4105
2021-06-06,24.4105
2021-06-07,24.6305
2021-06-08,24.8225
2021-06-09,24.6183
2021-06-10,24.634
2021-06-11,24.7841
2021-06-12,24.7841
2021-06-13,24.7841
2021-06-14,24.613
2021-06-15,24.7352
2021-06-16,24.5292
2021-06-17,24.0824
2021-06-18,23.4592
2021-06-19,23.4592
2021-06-20,23.4592
2021-06-21,24.1522
2021-06-22,24.4035
2021-06-23,24.6409
2021-06-24,24.6898
2021-06-25,21.9865
2021-06-26,21.9865
2021-06-27,21.9865
2021-06-28,22.338
2021-06-29,22.4541
2021-06-30,22.6675
2021-07-01,22.7318
2021-07-02,22.7914
2021-07-03,22.7914
2021-07-04,22.7914
2021-07-05,22.7914
2021-07-06,22.451
2021-07-07,22.6706
2021-07-08,22.3003
2021-07-09,22.509
2021-07-10,22.509
2021-07-11,22.509
2021-07-12,22.9044
2021-07-13,22.6989
2021-07-14,22.611
2021-07-15,22.3286
2021-07-16,22.1544
2021-07-17,22.1544
2021-07-18,22.1544
2021-07-19,22.0618
2021-07-20,22.5514
2021-07-21,22.7961
2021-07-22,22.5121
2021-07-23,22.724
2021-07-24,22.724
2021-07-25,22.724
2021-07-26,22.7742
2021-07-27,22.6581
2021-07-28,22.713
2021-07-29,23.1743
2021-07-30,23.4285
2021-07-31,23.4285
2021-08-01,23.4285
2021-08-02,23.4944
2021-08-03,24.1706
2021-08-04,24.2585
2021-08-05,24.8065
2021-08-06,25.4461
2021-08-07,25.4461
2021-08-08,25.4461
2021-08-09,25.258
2021-08-10,25.2846
2021-08-11,25.5182
2021-08-12,25.5104
2021-08-13,25.5151
2021-08-14,25.5151
2021-08-15,25.5151
2021-08-16,25.7722
2021-08-17,25.6373
2021-08-18,25.2799
2021-08-19,25.2862
2021-08-20,25.6467
2021-08-21,25.6467
2021-08-22,25.6467
2021-08-23,25.6891
2021-08-24,25.7424
2021-08-25,25.9038
2021-08-26,25.8882
2021-08-27,26.4603
2021-08-28,26.4603
2021-08-29,26.4603
2021-08-30,26.6814
2021-08-31,26.6688
2021-09-01,26.3757
2021-09-02,26.233
2021-09-03,26.302
2021-09-04,26.302
2021-09-05,26.302
2021-09-06,26.302
2021-09-07,26.5089
2021-09-08,26.7127
2021-09-09,26.7864
2021-09-10,26.9118
2021-09-11,26.9118
2021-09-12,26.9118
2021-09-13,27.1469
2021-09-14,26.7456
2021-09-15,27.393
2021-09-16,26.8883
2021-09-17,26.3349
2021-09-18,26.3349
2021-09-19,26.3349
2021-09-20,26.0825
2021-09-21,25.7549
2021-09-22,26.1907
2021-09-23,26.6045
2021-09-24,24.4286
2021-09-25,24.4286
2021-09-26,24.4286
2021-09-27,24.8385
2021-09-28,24.4838
2021-09-29,24.9374
2021-09-30,24.0608
2021-10-01,24.4169
2021-10-02,24.4169
2021-10-03,24.4169
2021-10-04,24.1451
2021-10-05,24.8225
2021-10-06,24.8821
2021-10-07,25.2311
2021-10-08,25.4797
2021-10-09,25.4797
2021-10-10,25.4797
2021-10-11,24.3064
2021-10-12,24.193
2021-10-13,24.2338
2021-10-14,24.9229
2021-10-15,25.3633
2021-10-16,25.3633
2021-10-17,25.3633
2021-10-18,25.737
2021-10-19,26.0146
2021-10-20,26.1455
2021-10-21,26.5177
2021-10-22,26.6921
2021-10-23,26.6921
2021-10-24,26.6921
2021-10-25,26.7532
2021-10-26,26.3912
2021-10-27,26.2371
2021-10-28,26.8171
2021-10-29,27.2489
2021-10-30,27.2489
2021-10-31,27.2489
2021-11-01,27.6356
2021-11-02,28.0601
2021-11-03,27.5469
2021-11-04,28.7944
2021-11-05,29.6735
2021-11-06,29.6735
2021-11-07,29.6735
2021-11-08,29.8159
2021-11-09,29.9655
2021-11-10,30.1689
2021-11-11,29.4977
2021-11-12,29.2637
2021-11-13,29.2637
2021-11-14,29.2637
2021-11-15,29.0763
2021-11-16,29.1155
2021-11-17,29.3582
2021-11-18,29.5296
2021-11-19,29.008
2021-11-20,29.008
2021-11-21,29.008
2021-11-22,29.1577
2021-11-23,29.2986
2021-11-24,28.4224
2021-11-25,28.4224
2021-11-26,27.6625
2021-11-27,27.6625
2021-11-28,27.6625
2021-11-29,27.8006
2021-11-30,27.0435
2021-12-01,26.5888
2021-12-02,27.4809
2021-12-03,27.4431
2021-12-04,27.4431
2021-12-05,27.4431
2021-12-06,28.0984
2021-12-07,28.5953
2021-12-08,27.9778
2021-12-09,27.5216
2021-12-10,27.2673
2021-12-11,27.2673
2021-12-12,27.2673
2021-12-13,26.9636
2021-12-14,26.5815
2021-12-15,26.9026
2021-12-16,26.6716
2021-12-17,26.9491
2021-12-18,26.9491
2021-12-19,26.9491
2021-12-20,26.1122
2021-12-21,26.7936
2021-12-22,26.9331
2021-12-23,27.0465
2021-12-24,27.0465
2021-12-25,27.0465
2021-12-26,27.0465
2021-12-27,27.5579
2021-12-28,27.6349
2021-12-29,28.0563
2021-12-30,27.6669
2021-12-31,27.0557
2022-01-01,27.0557
2022-01-02,27.0557
2022-01-03,26.7204
2022-01-04,26.9968
2022-01-05,26.5141
2022-01-06,26.5337
2022-01-07,26.0538
2022-01-08,26.0538
2022-01-09,26.0538
2022-01-10,25.891
2022-01-11,26.1899
2022-01-12,26.1731
2022-01-13,26.1436
2022-01-14,26.1366
2022-01-15,26.1366
2022-01-16,26.1366
2022-01-17,26.1366
2022-01-18,26.1478
2022-01-19,25.9191
2022-01-20,25.3774
2022-01-21,25.3816
2022-01-22,25.3816
2022-01-23,25.3816
2022-01-24,25.2988
2022-01-25,24.085
2022-01-26,23.664
2022-01-27,20.56
2022-01-28,21.3107
2022-01-29,21.3107
2022-01-30,21.3107
2022-01-31,21.3079
2022-02-01,21.7907
2022-02-02,21.611
2022-02-03,20.8996
2022-02-04,20.814
2022-02-05,20.814
2022-02-06,20.814
2022-02-07,20.887
2022-02-08,21.3599
2022-02-09,21.7724
2022-02-10,20.2669
2022-02-11,19.6202
2022-02-12,19.6202
2022-02-13,19.6202
2022-02-14,19.4786
2022-02-15,20.3609
2022-02-16,20.4282
2022-02-17,20.6105
2022-02-18,20.3665
2022-02-19,20.3665
2022-02-20,20.3665
2022-02-21,20.3665
2022-02-22,20.3315
2022-02-23,19.7873
2022-02-24,20.1982
2022-02-25,20.5699
2022-02-26,20.5699
2022-02-27,20.5699
2022-02-28,19.9977
2022-03-01,19.8588
2022-03-02,20.3932
2022-03-03,20.1478
2022-03-04,19.9402
2022-03-05,19.9402
2022-03-06,19.9402
2022-03-07,19.2964
2022-03-08,19.4956
2022-03-09,20.0931
2022-03-10,19.7719
2022-03-11,19.6148
2022-03-12,19.6148
2022-03-13,19.6148
2022-03-14,19.6611
2022-03-15,19.9949
2022-03-16,20.2894
2022-03-17,20.4745
2022-03-18,20.5867
2022-03-19,20.5867
2022-03-20,20.5867
2022-03-21,20.2866
2022-03-22,20.4255
2022-03-23,19.7843
2022-03-24,19.7955
2022-03-25,18.8735
2022-03-26,18.8735
2022-03-27,18.8735
2022-03-28,18.7844
2022-03-29,19.2793
2022-03-30,18.98
2022-03-31,18.4744
2022-04-01,18.5502
2022-04-02,18.5502
2022-04-03,18.5502
2022-04-04,18.2708
2022-04-05,17.9169
2022-04-06,17.6162
2022-04-07,17.9794
2022-04-08,17.9741
2022-04-09,17.9741
2022-04-10,17.9741
2022-04-11,17.7173
2022-04-12,17.8025
2022-04-13,17.9036
2022-04-14,17.3554
2022-04-15,17.3554
2022-04-16,17.3554
2022-04-17,17.3554
2022-04-18,17.209
2022-04-19,17.9688
2022-04-20,18.2575
2022-04-21,18.2282
2022-04-22,17.8357
2022-04-23,17.8357
2022-04-24,17.8357
2022-04-25,17.7612
2022-04-26,17.1611
2022-04-27,17.1438
2022-04-28,17.4232
2022-04-29,16.8604
2022-04-30,16.8604
2022-05-01,16.8604
2022-05-02,17.0361
2022-05-03,17.0999
2022-05-04,18.2862
2022-05-05,17.4987
2022-05-06,17.6065
2022-05-07,17.6065
2022-05-08,17.6065
2022-05-09,17.5386
2022-05-10,17.2154
2022-05-11,17.0758
2022-05-12,17.1715
2022-05-13,17.3631
2022-05-14,17.3631
2022-05-15,17.3631
2022-05-16,17.1729
2022-05-17,17.3671
2022-05-18,16.5424
2022-05-19,16.6581
2022-05-20,16.6355
2022-05-21,16.6355
2022-05-22,16.6355
2022-05-23,16.6581
2022-05-24,16.6767
2022-05-25,16.6315
2022-05-26,16.9042
2022-05-27,17.3857
2022-05-28,17.3857
2022-05-29,17.3857
2022-05-30,17.3857
2022-05-31,17.3032
2022-06-01,17.4828
2022-06-02,18.084
2022-06-03,17.7129
2022-06-04,17.7129
2022-06-05,17.7129
2022-06-06,17.7874
2022-06-07,17.7781
2022-06-08,17.5586
2022-06-09,17.5493
2022-06-10,17.0159
2022-06-11,17.0159
2022-06-12,17.0159
2022-06-13,16.4972
2022-06-14,16.3642
2022-06-15,16.3509
2022-06-16,15.453
2022-06-17,15.4677
2022-06-18,15.4677
2022-06-19,15.4677
2022-06-20,15.4677
2022-06-21,15.9399
2022-06-22,15.6805
2022-06-23,15.5541
2022-06-24,13.9869
2022-06-25,13.9869
2022-06-26,13.9869
2022-06-27,14.0346
2022-06-28,13.8065
2022-06-29,13.811
2022-06-30,13.8496
2022-07-01,14.0187
2022-07-02,14.0187
2022-07-03,14.0187
2022-07-04,14.0187
2022-07-05,13.9733
2022-07-06,14.2049
2022-07-07,14.4796
2022-07-08,14.2106
2022-07-09,14.2106
2022-07-10,14.2106
2022-07-11,14.1027
2022-07-12,13.8178
2022-07-13,13.7792
2022-07-14,13.7338
2022-07-15,14.0993
2022-07-16,14.0993
2022-07-17,14.0993
2022-07-18,13.8553
2022-07-19,14.399
2022-07-20,14.4807
2022-07-21,14.7339
2022-07-22,14.6589
2022-07-23,14.6589
2022-07-24,14.6589
2022-07-25,14.6396
2022-07-26,14.861
2022-07-27,15.0994
2022-07-28,15.3968
2022-07-29,15.5852
2022-07-30,15.5852
2022-07-31,15.5852
2022-08-01,15.7055
2022-08-02,15.4626
2022-08-03,15.5807
2022-08-04,16.52
2022-08-05,15.9672
2022-08-06,15.9672
2022-08-07,15.9672
2022-08-08,16.2996
2022-08-09,16.182
2022-08-10,16.6862
2022-08-11,16.9258
2022-08-12,17.3147
2022-08-13,17.3147
2022-08-14,17.3147
2022-08-15,17.4571
2022-08-16,17.4593
2022-08-17,17.335
2022-08-18,17.5724
2022-08-19,17.3915
2022-08-20,17.3915
2022-08-21,17.3915
2022-08-22,16.867
2022-08-23,16.6636
2022-08-24,16.6093
2022-08-25,16.7879
2022-08-26,16.0034
2022-08-27,16.0034
2022-08-28,16.0034
2022-08-29,16.0034
2022-08-30,15.9322
2022-08-31,15.5637
2022-09-01,15.5547
2022-09-02,15.1522
2022-09-03,15.1522
2022-09-04,15.1522
2022-09-05,15.1522
2022-09-06,15.2302
2022-09-07,15.4834
2022-09-08,15.5592
2022-09-09,15.6066
2022-09-10,15.6066
2022-09-11,15.6066
2022-09-12,15.9039
2022-09-13,14.9974
2022-09-14,14.7871
2022-09-15,14.6424
2022-09-16,14.5
2022-09-17,14.5
2022-09-18,14.5
2022-09-19,14.8199
2022-09-20,14.5452
2022-09-21,14.5034
2022-09-22,14.0784
2022-09-23,13.0251
2022-09-24,13.0251
2022-09-25,13.0251
2022-09-26,13.1195
2022-09-27,13.0637
2022-09-28,13.5177
2022-09-29,13.3878
2022-09-30,13.3739
2022-10-01,13.3739
2022-10-02,13.3739
2022-10-03,13.7785
2022-10-04,14.0908
2022-10-05,13.9159
2022-10-06,13.7613
2022-10-07,13.434
2022-10-08,13.434
2022-10-09,13.434
2022-10-10,13.464
2022-10-11,13.3717
2022-10-12,13.3363
2022-10-13,13.4533
2022-10-14,13.0927
2022-10-15,13.0927
2022-10-16,13.0927
2022-10-17,13.771
2022-10-18,14.0833
2022-10-19,13.8611
2022-10-20,13.4125
2022-10-21,13.8568
2022-10-22,13.8568
2022-10-23,13.8568
2022-10-24,14.152
2022-10-25,14.6049
2022-10-26,14.6188
2022-10-27,14.7895
2022-10-28,15.1919
2022-10-29,15.1919
2022-10-30,15.1919
2022-10-31,15.5879
2022-11-01,15.6008
2022-11-02,14.9934
2022-11-03,14.9901
2022-11-04,15.1102
2022-11-05,15.1102
2022-11-06,15.1102
2022-11-07,15.4405
2022-11-08,15.4727
2022-11-09,15.2121
2022-11-10,16.1892
2022-11-11,16.2064
2022-11-12,16.2064
2022-11-13,16.2064
2022-11-14,16.2235
2022-11-15,16.6869
2022-11-16,16.6043
2022-11-17,16.4692
2022-11-18,16.689
2022-11-19,16.689
2022-11-20,16.689
2022-11-21,16.674
2022-11-22,16.9164
2022-11-23,16.6193
2022-11-24,16.6193
2022-11-25,16.6193
2022-11-26,16.6193
2022-11-27,16.6193
2022-11-28,16.1924
2022-11-29,16.3662
2022-11-30,16.8757
2022-12-01,16.9261
2022-12-02,17.0333
2022-12-03,17.0333
2022-12-04,17.0333
2022-12-05,16.3372
2022-12-06,16.0262
2022-12-07,16.0519
2022-12-08,16.245
2022-12-09,16.1367
2022-12-10,16.1367
2022-12-11,16.1367
2022-12-12,16.3962
2022-12-13,16.4692
2022-12-14,16.1592
2022-12-15,15.3944
2022-12-16,15.3354
2022-12-17,15.3354
2022-12-18,15.3354
2022-12-19,15.2196
2022-12-20,15.418
2022-12-21,15.6851
2022-12-22,15.4942
2022-12-23,15.6325
2022-12-24,15.6325
2022-12-25,15.6325
2022-12-26,15.6325
2022-12-27,15.684
2022-12-28,15.403
2022-12-29,15.8707
2022-12-30,15.1012
2022-12-31,15.1012
2023-01-01,15.1012
2023-01-02,15.1012
2023-01-03,15.0367
2023-01-04,14.9616
2023-01-05,14.7746
2023-01-06,15.3527
2023-01-07,15.3527
2023-01-08,15.3527
2023-01-09,15.4764
2023-01-10,15.8114
2023-01-11,16.1052
2023-01-12,16.0968
2023-01-13,16.3726
2023-01-14,16.3726
2023-01-15,16.3726
2023-01-16,16.3726
2023-01-17,16.2025
2023-01-18,15.9805
2023-01-19,15.6687
2023-01-20,15.9076
2023-01-21,15.9076
2023-01-22,15.9076
2023-01-23,15.9087
2023-01-24,16.0133
2023-01-25,15.9509
2023-01-26,16.2395
2023-01-27,16.4805
2023-01-28,16.4805
2023-01-29,16.4805
2023-01-30,16.3388
2023-01-31,16.9286
2023-02-01,17.3492
2023-02-02,17.7879
2023-02-03,17.8354
2023-02-04,17.8354
2023-02-05,17.8354
2023-02-06,17.4285
2023-02-07,17.8006
2023-02-08,17.4824
2023-02-09,18.3652
2023-02-10,18.23
2023-02-11,18.23
2023-02-12,18.23
2023-02-13,18.3927
2023-02-14,18.4307
2023-02-15,18.4296
2023-02-16,18.1413
2023-02-17,18.5912
2023-02-18,18.5912
2023-02-19,18.5912
2023-02-20,18.5912
2023-02-21,18.2241
2023-02-22,18.1629
2023-02-23,18.053
2023-02-24,17.9168
2023-02-25,17.9168
2023-02-26,17.9168
2023-02-27,18.1787
2023-02-28,18.1523
2023-03-01,18.0266
2023-03-02,18.1079
2023-03-03,18.372
2023-03-04,18.372
2023-03-05,18.372
2023-03-06,18.1977
2023-03-07,17.9992
2023-03-08,18.1787
2023-03-09,17.8333
2023-03-10,17.2261
2023-03-11,17.2261
2023-03-12,17.2261
2023-03-13,16.8944
2023-03-14,17.2789
2023-03-15,16.8438
2023-03-16,16.9652
2023-03-17,16.6336
