,BKI US Equity
2020-09-19,49.245
2020-09-20,49.245
2020-09-21,48.7932
2020-09-22,49.5784
2020-09-23,48.648
2020-09-24,48.5835
2020-09-25,49.3794
2020-09-26,49.3794
2020-09-27,49.3794
2020-09-28,49.4547
2020-09-29,50.0785
2020-09-30,59.7881
2020-10-01,60.777
2020-10-02,60.1234
2020-10-03,60.1234
2020-10-04,60.1234
2020-10-05,60.7088
2020-10-06,60.9134
2020-10-07,61.4192
2020-10-08,61.101
2020-10-09,61.7432
2020-10-10,61.7432
2020-10-11,61.7432
2020-10-12,62.4763
2020-10-13,62.6298
2020-10-14,63.4538
2020-10-15,64.2779
2020-10-16,64.4427
2020-10-17,64.4427
2020-10-18,64.4427
2020-10-19,64.2893
2020-10-20,64.0506
2020-10-21,64.0165
2020-10-22,63.3629
2020-10-23,63.3459
2020-10-24,63.3459
2020-10-25,63.3459
2020-10-26,61.6522
2020-10-27,61.4761
2020-10-28,60.2939
2020-10-29,59.9813
2020-10-30,60.2996
2020-10-31,60.2996
2020-11-01,60.2996
2020-11-02,60.8623
2020-11-03,62.2774
2020-11-04,64.5791
2020-11-05,64.0506
2020-11-06,63.9597
2020-11-07,63.9597
2020-11-08,63.9597
2020-11-09,59.6288
2020-11-10,62.3965
2020-11-11,63.6469
2020-11-12,63.3457
2020-11-13,64.0333
2020-11-14,64.0333
2020-11-15,64.0333
2020-11-16,64.3175
2020-11-17,64.1868
2020-11-18,63.7605
2020-11-19,63.6696
2020-11-20,63.0558
2020-11-21,63.0558
2020-11-22,63.0558
2020-11-23,62.0726
2020-11-24,62.084
2020-11-25,62.0669
2020-11-26,62.0669
2020-11-27,61.7657
2020-11-28,61.7657
2020-11-29,61.7657
2020-11-30,62.3852
2020-12-01,62.3738
2020-12-02,61.1576
2020-12-03,61.0894
2020-12-04,60.8166
2020-12-05,60.8166
2020-12-06,60.8166
2020-12-07,60.379
2020-12-08,60.3847
2020-12-09,59.9925
2020-12-10,59.805
2020-12-11,60.2312
2020-12-12,60.2312
2020-12-13,60.2312
2020-12-14,60.288
2020-12-15,60.6916
2020-12-16,61.4361
2020-12-17,61.7316
2020-12-18,61.9248
2020-12-19,61.9248
2020-12-20,61.9248
2020-12-21,61.5611
2020-12-22,60.7654
2020-12-23,60.2994
2020-12-24,60.3051
2020-12-25,60.3051
2020-12-26,60.3051
2020-12-27,60.3051
2020-12-28,60.4699
2020-12-29,60.1346
2020-12-30,60.4699
2020-12-31,62.4248
2021-01-01,62.4248
2021-01-02,62.4248
2021-01-03,62.4248
2021-01-04,62.4248
2021-01-05,62.1246
2021-01-06,61.9716
2021-01-07,61.9952
2021-01-08,62.1717
2021-01-09,62.1717
2021-01-10,62.1717
2021-01-11,61.4478
2021-01-12,60.7474
2021-01-13,60.0941
2021-01-14,60.2648
2021-01-15,60.2942
2021-01-16,60.2942
2021-01-17,60.2942
2021-01-18,60.2942
2021-01-19,60.9181
2021-01-20,60.1059
2021-01-21,59.8763
2021-01-22,58.864
2021-01-23,58.864
2021-01-24,58.864
2021-01-25,58.4108
2021-01-26,57.9164
2021-01-27,57.6103
2021-01-28,58.4579
2021-01-29,58.505
2021-01-30,58.505
2021-01-31,58.505
2021-02-01,59.7586
2021-02-02,61.2889
2021-02-03,61.4949
2021-02-04,60.9887
2021-02-05,60.924
2021-02-06,60.924
2021-02-07,60.924
2021-02-08,61.4713
2021-02-09,61.0829
2021-02-10,61.5361
2021-02-11,61.6185
2021-02-12,61.8657
2021-02-13,61.8657
2021-02-14,61.8657
2021-02-15,61.8657
2021-02-16,58.7639
2021-02-17,57.681
2021-02-18,59.4172
2021-02-19,58.5285
2021-02-20,58.5285
2021-02-21,58.5285
2021-02-22,56.4744
2021-02-23,55.8858
2021-02-24,56.545
2021-02-25,56.1448
2021-02-26,55.4962
2021-02-27,55.4962
2021-02-28,55.4962
2021-03-01,55.9898
2021-03-02,55.0906
2021-03-03,54.2032
2021-03-04,52.7692
2021-03-05,53.1806
2021-03-06,53.1806
2021-03-07,53.1806
2021-03-08,53.3863
2021-03-09,54.6205
2021-03-10,55.0906
2021-03-11,56.0486
2021-03-12,55.8018
2021-03-13,55.8018
2021-03-14,55.8018
2021-03-15,56.1015
2021-03-16,56.2602
2021-03-17,55.2434
2021-03-18,53.6449
2021-03-19,53.6037
2021-03-20,53.6037
2021-03-21,53.6037
2021-03-22,54.3736
2021-03-23,54.4794
2021-03-24,53.6214
2021-03-25,53.974
2021-03-26,54.4089
2021-03-27,54.4089
2021-03-28,54.4089
2021-03-29,53.9152
2021-03-30,53.2335
2021-03-31,54.0301
2021-04-01,54.4539
2021-04-02,54.4539
2021-04-03,54.4539
2021-04-04,54.4539
2021-04-05,54.4068
2021-04-06,54.3891
2021-04-07,54.2125
2021-04-08,54.6246
2021-04-09,54.5539
2021-04-10,54.5539
2021-04-11,54.5539
2021-04-12,54.189
2021-04-13,54.2067
2021-04-14,53.7181
2021-04-15,53.9712
2021-04-16,53.9653
2021-04-17,53.9653
2021-04-18,53.9653
2021-04-19,53.5121
2021-04-20,54.1125
2021-04-21,53.6828
2021-04-22,54.0536
2021-04-23,53.9124
2021-04-24,53.9124
2021-04-25,53.9124
2021-04-26,53.7005
2021-04-27,53.3238
2021-04-28,53.2414
2021-04-29,53.3849
2021-04-30,53.0557
2021-05-01,53.0557
2021-05-02,53.0557
2021-05-03,53.5613
2021-05-04,53.479
2021-05-05,52.3914
2021-05-06,54.0431
2021-05-07,54.6604
2021-05-08,54.6604
2021-05-09,54.6604
2021-05-10,54.584
2021-05-11,53.8491
2021-05-12,53.708
2021-05-13,53.2612
2021-05-14,53.0731
2021-05-15,53.0731
2021-05-16,53.0731
2021-05-17,52.5205
2021-05-18,52.7145
2021-05-19,52.2207
2021-05-20,52.9849
2021-05-21,53.3435
2021-05-22,53.3435
2021-05-23,53.3435
2021-05-24,53.4964
2021-05-25,53.3906
2021-05-26,52.8321
2021-05-27,53.8432
2021-05-28,53.6257
2021-05-29,53.6257
2021-05-30,53.6257
2021-05-31,53.6257
2021-06-01,52.3676
2021-06-02,52.6263
2021-06-03,53.4787
2021-06-04,53.5375
2021-06-05,53.5375
2021-06-06,53.5375
2021-06-07,53.0437
2021-06-08,52.9496
2021-06-09,53.5493
2021-06-10,54.3135
2021-06-11,54.1724
2021-06-12,54.1724
2021-06-13,54.1724
2021-06-14,54.0784
2021-06-15,54.0431
2021-06-16,54.1783
2021-06-17,54.1372
2021-06-18,54.1724
2021-06-19,54.1724
2021-06-20,54.1724
2021-06-21,54.8779
2021-06-22,55.4599
2021-06-23,55.5481
2021-06-24,55.7891
2021-06-25,56.4946
2021-06-26,56.4946
2021-06-27,56.4946
2021-06-28,56.0067
2021-06-29,56.4182
2021-06-30,57.562
2021-07-01,58.0328
2021-07-02,58.3647
2021-07-03,58.3647
2021-07-04,58.3647
2021-07-05,58.3647
2021-07-06,59.3183
2021-07-07,59.8132
2021-07-08,58.4613
2021-07-09,59.3484
2021-07-10,59.3484
2021-07-11,59.3484
2021-07-12,58.9501
2021-07-13,58.1655
2021-07-14,57.8578
2021-07-15,57.9604
2021-07-16,58.238
2021-07-17,58.238
2021-07-18,58.238
2021-07-19,57.8396
2021-07-20,58.4854
2021-07-21,58.3828
2021-07-22,58.3225
2021-07-23,58.7811
2021-07-24,58.7811
2021-07-25,58.7811
2021-07-26,59.0346
2021-07-27,59.5476
2021-07-28,59.445
2021-07-29,60.0365
2021-07-30,60.477
2021-07-31,60.477
2021-08-01,60.477
2021-08-02,60.3684
2021-08-03,60.2296
2021-08-04,60.4227
2021-08-05,59.3354
2021-08-06,57.8445
2021-08-07,57.8445
2021-08-08,57.8445
2021-08-09,57.41
2021-08-10,56.6072
2021-08-11,57.3919
2021-08-12,56.8969
2021-08-13,56.915
2021-08-14,56.915
2021-08-15,56.915
2021-08-16,56.6555
2021-08-17,56.5167
2021-08-18,56.0579
2021-08-19,55.8588
2021-08-20,56.3899
2021-08-21,56.3899
2021-08-22,56.3899
2021-08-23,56.9512
2021-08-24,56.5106
2021-08-25,56.577
2021-08-26,55.6958
2021-08-27,55.9674
2021-08-28,55.9674
2021-08-29,55.9674
2021-08-30,55.5509
2021-08-31,56.1726
2021-09-01,56.4623
2021-09-02,56.4925
2021-09-03,56.3054
2021-09-04,56.3054
2021-09-05,56.3054
2021-09-06,56.3054
2021-09-07,55.7018
2021-09-08,56.5167
2021-09-09,55.901
2021-09-10,55.2914
2021-09-11,55.2914
2021-09-12,55.2914
2021-09-13,55.6475
2021-09-14,55.1646
2021-09-15,55.4362
2021-09-16,55.0379
2021-09-17,54.054
2021-09-18,54.054
2021-09-19,54.054
2021-09-20,53.8307
2021-09-21,53.2392
2021-09-22,53.2151
2021-09-23,53.2513
2021-09-24,53.1004
2021-09-25,53.1004
2021-09-26,53.1004
2021-09-27,52.7563
2021-09-28,51.9113
2021-09-29,53.4867
2021-09-30,51.724
2021-10-01,51.7904
2021-10-02,51.7904
2021-10-03,51.7904
2021-10-04,51.2142
2021-10-05,51.0923
2021-10-06,50.8264
2021-10-07,51.6131
2021-10-08,51.181
2021-10-09,51.181
2021-10-10,51.181
2021-10-11,50.5272
2021-10-12,50.1449
2021-10-13,50.4109
2021-10-14,51.3694
2021-10-15,51.2142
2021-10-16,51.2142
2021-10-17,51.2142
2021-10-18,51.6686
2021-10-19,51.6686
2021-10-20,51.1256
2021-10-21,51.94
2021-10-22,52.3999
2021-10-23,52.3999
2021-10-24,52.3999
2021-10-25,52.3722
2021-10-26,52.3279
2021-10-27,51.2696
2021-10-28,51.1644
2021-10-29,50.6768
2021-10-30,50.6768
2021-10-31,50.6768
2021-11-01,51.12
2021-11-02,50.566
2021-11-03,49.9288
2021-11-04,50.6325
2021-11-05,50.7765
2021-11-06,50.7765
2021-11-07,50.7765
2021-11-08,52.9425
2021-11-09,54.4698
2021-11-10,55.2829
2021-11-11,54.728
2021-11-12,54.6456
2021-11-13,54.6456
2021-11-14,54.6456
2021-11-15,54.0633
2021-11-16,53.4919
2021-11-17,52.6569
2021-11-18,51.3219
2021-11-19,52.8656
2021-11-20,52.8656
2021-11-21,52.8656
2021-11-22,52.2009
2021-11-23,51.9701
2021-11-24,51.9097
2021-11-25,51.9097
2021-11-26,51.3548
2021-11-27,51.3548
2021-11-28,51.3548
2021-11-29,52.0141
2021-11-30,51.0966
2021-12-01,51.4262
2021-12-02,52.5854
2021-12-03,52.2778
2021-12-04,52.2778
2021-12-05,52.2778
2021-12-06,53.0249
2021-12-07,53.2447
2021-12-08,53.426
2021-12-09,52.3108
2021-12-10,52.3492
2021-12-11,52.3492
2021-12-12,52.3492
2021-12-13,54.1622
2021-12-14,53.86
2021-12-15,55.4642
2021-12-16,56.4421
2021-12-17,57.2717
2021-12-18,57.2717
2021-12-19,57.2717
2021-12-20,56.975
2021-12-21,56.7772
2021-12-22,56.986
2021-12-23,56.7058
2021-12-24,56.7058
2021-12-25,56.7058
2021-12-26,56.7058
2021-12-27,56.8981
2021-12-28,57.5079
2021-12-29,57.0849
2021-12-30,57.4365
2021-12-31,54.1834
2022-01-01,54.1834
2022-01-02,54.1834
2022-01-03,53.476
2022-01-04,53.3837
2022-01-05,52.5636
2022-01-06,52.4201
2022-01-07,52.2612
2022-01-08,52.2612
2022-01-09,52.2612
2022-01-10,52.1843
2022-01-11,52.4714
2022-01-12,52.4457
2022-01-13,50.7542
2022-01-14,50.0366
2022-01-15,50.0366
2022-01-16,50.0366
2022-01-17,50.0366
2022-01-18,49.9187
2022-01-19,49.5804
2022-01-20,49.3088
2022-01-21,49.2678
2022-01-22,49.2678
2022-01-23,49.2678
2022-01-24,49.6881
2022-01-25,47.9556
2022-01-26,48.2119
2022-01-27,47.6121
2022-01-28,48.9602
2022-01-29,48.9602
2022-01-30,48.9602
2022-01-31,49.9341
2022-02-01,49.7342
2022-02-02,49.3549
2022-02-03,48.5758
2022-02-04,48.7398
2022-02-05,48.7398
2022-02-06,48.7398
2022-02-07,48.4374
2022-02-08,46.9868
2022-02-09,48.1965
2022-02-10,47.0739
2022-02-11,45.8335
2022-02-12,45.8335
2022-02-13,45.8335
2022-02-14,45.2851
2022-02-15,44.2138
2022-02-16,42.6761
2022-02-17,41.328
2022-02-18,40.3285
2022-02-19,40.3285
2022-02-20,40.3285
2022-02-21,40.3285
2022-02-22,39.5032
2022-02-23,38.924
2022-02-24,40.0824
2022-02-25,40.6258
2022-02-26,40.6258
2022-02-27,40.6258
2022-02-28,40.4925
2022-03-01,41.2408
2022-03-02,42.1222
2022-03-03,42.4195
2022-03-04,42.8141
2022-03-05,42.8141
2022-03-06,42.8141
2022-03-07,41.6456
2022-03-08,41.1075
2022-03-09,41.6098
2022-03-10,40.9999
2022-03-11,40.7027
2022-03-12,40.7027
2022-03-13,40.7027
2022-03-14,40.9487
2022-03-15,40.6975
2022-03-16,42.0659
2022-03-17,42.0044
2022-03-18,42.7423
2022-03-19,42.7423
2022-03-20,42.7423
2022-03-21,42.5579
2022-03-22,43.0088
2022-03-23,42.112
2022-03-24,41.7225
2022-03-25,41.9736
2022-03-26,41.9736
2022-03-27,41.9736
2022-03-28,41.3945
2022-03-29,42.1274
2022-03-30,41.5585
2022-03-31,37.2484
2022-04-01,37.145
2022-04-02,37.145
2022-04-03,37.145
2022-04-04,37.8786
2022-04-05,41.325
2022-04-06,41.7533
2022-04-07,42.2752
2022-04-08,42.1865
2022-04-09,42.1865
2022-04-10,42.1865
2022-04-11,41.7336
2022-04-12,41.325
2022-04-13,41.8025
2022-04-14,42.0339
2022-04-15,42.0339
2022-04-16,42.0339
2022-04-17,42.0339
2022-04-18,41.4283
2022-04-19,42.221
2022-04-20,42.6986
2022-04-21,41.8124
2022-04-22,41.0837
2022-04-23,41.0837
2022-04-24,41.0837
2022-04-25,41.9108
2022-04-26,40.7883
2022-04-27,40.5569
2022-04-28,41.4488
2022-04-29,41.2312
2022-04-30,41.2312
2022-05-01,41.2312
2022-05-02,40.262
2022-05-03,40.1631
2022-05-04,44.7175
2022-05-05,44.2081
2022-05-06,43.7631
2022-05-07,43.7631
2022-05-08,43.7631
2022-05-09,43.3525
2022-05-10,43.0855
2022-05-11,42.9866
2022-05-12,43.0212
2022-05-13,42.9866
2022-05-14,42.9866
2022-05-15,42.9866
2022-05-16,43.2685
2022-05-17,44.2476
2022-05-18,43.6097
2022-05-19,44.208
2022-05-20,44.2822
2022-05-21,44.2822
2022-05-22,44.2822
2022-05-23,43.8619
2022-05-24,43.2883
2022-05-25,42.9915
2022-05-26,42.7245
2022-05-27,42.6602
2022-05-28,42.6602
2022-05-29,42.6602
2022-05-30,42.6602
2022-05-31,42.2795
2022-06-01,42.0817
2022-06-02,42.7443
2022-06-03,43.0954
2022-06-04,43.0954
2022-06-05,43.0954
2022-06-06,42.8383
2022-06-07,42.9619
2022-06-08,42.1262
2022-06-09,41.9531
2022-06-10,41.5872
2022-06-11,41.5872
2022-06-12,41.5872
2022-06-13,40.5289
2022-06-14,40.5537
2022-06-15,40.613
2022-06-16,39.8811
2022-06-17,40.6872
2022-06-18,40.6872
2022-06-19,40.6872
2022-06-20,40.6872
2022-06-21,39.7971
2022-06-22,40.3756
2022-06-23,41.0185
2022-06-24,41.4388
2022-06-25,41.4388
2022-06-26,41.4388
2022-06-27,41.8146
2022-06-28,41.335
2022-06-29,41.0679
2022-06-30,40.2054
2022-07-01,40.5871
2022-07-02,40.5871
2022-07-03,40.5871
2022-07-04,40.5871
2022-07-05,40.075
2022-07-06,40.4228
2022-07-07,40.4084
2022-07-08,40.1088
2022-07-09,40.1088
2022-07-10,40.1088
2022-07-11,39.7078
2022-07-12,39.0941
2022-07-13,39.0217
2022-07-14,38.7414
2022-07-15,38.8574
2022-07-16,38.8574
2022-07-17,38.8574
2022-07-18,38.7849
2022-07-19,39.1521
2022-07-20,40.0363
2022-07-21,40.3504
2022-07-22,40.0315
2022-07-23,40.0315
2022-07-24,40.0315
2022-07-25,39.9687
2022-07-26,39.5821
2022-07-27,39.8672
2022-07-28,40.2924
2022-07-29,40.3455
2022-07-30,40.3455
2022-07-31,40.3455
2022-08-01,39.7706
2022-08-02,39.4324
2022-08-03,39.616
2022-08-04,40.3672
2022-08-05,39.7921
2022-08-06,39.7921
2022-08-07,39.7921
2022-08-08,39.8404
2022-08-09,39.6905
2022-08-10,40.5219
2022-08-11,40.4446
2022-08-12,41.0633
2022-08-13,41.0633
2022-08-14,41.0633
2022-08-15,41.3388
2022-08-16,41.3339
2022-08-17,41.6046
2022-08-18,41.6481
2022-08-19,41.1245
2022-08-20,41.1245
2022-08-21,41.1245
2022-08-22,40.9456
2022-08-23,40.9505
2022-08-24,41.0761
2022-08-25,41.3323
2022-08-26,41.11
2022-08-27,41.11
2022-08-28,41.11
2022-08-29,40.7619
2022-08-30,40.7571
2022-08-31,40.5927
2022-09-01,41.1487
2022-09-02,40.6894
2022-09-03,40.6894
2022-09-04,40.6894
2022-09-05,40.6894
2022-09-06,40.2205
2022-09-07,40.5106
2022-09-08,40.5154
2022-09-09,41.3565
2022-09-10,41.3565
2022-09-11,41.3565
2022-09-12,41.6997
2022-09-13,41.5789
2022-09-14,41.6272
2022-09-15,41.2792
2022-09-16,41.139
2022-09-17,41.139
2022-09-18,41.139
2022-09-19,41.0278
2022-09-20,41.1535
2022-09-21,40.9118
2022-09-22,40.9988
2022-09-23,40.6218
2022-09-24,40.6218
2022-09-25,40.6218
2022-09-26,40.2834
2022-09-27,40.2689
2022-09-28,40.5734
2022-09-29,40.3462
2022-09-30,40.0669
2022-10-01,40.0669
2022-10-02,40.0669
2022-10-03,40.3842
2022-10-04,41.0041
2022-10-05,40.7405
2022-10-06,40.8332
2022-10-07,40.6966
2022-10-08,40.6966
2022-10-09,40.6966
2022-10-10,40.1402
2022-10-11,39.2421
2022-10-12,39.0127
2022-10-13,38.7979
2022-10-14,38.549
2022-10-15,38.549
2022-10-16,38.549
2022-10-17,38.222
2022-10-18,38.3635
2022-10-19,38.0902
2022-10-20,37.607
2022-10-21,37.8901
2022-10-22,37.8901
2022-10-23,37.8901
2022-10-24,38.7784
2022-10-25,39.735
2022-10-26,39.491
2022-10-27,38.3782
2022-10-28,37.8901
2022-10-29,37.8901
2022-10-30,37.8901
2022-10-31,37.9877
2022-11-01,38.2952
2022-11-02,38.1341
2022-11-03,35.9988
2022-11-04,35.3399
2022-11-05,35.3399
2022-11-06,35.3399
2022-11-07,35.3692
2022-11-08,35.8573
2022-11-09,35.8475
2022-11-10,37.131
2022-11-11,37.0627
2022-11-12,37.0627
2022-11-13,37.0627
2022-11-14,37.297
2022-11-15,37.5898
2022-11-16,37.58
2022-11-17,37.6337
2022-11-18,38.1462
2022-11-19,38.1462
2022-11-20,38.1462
2022-11-21,38.2926
2022-11-22,39.2687
2022-11-23,39.703
2022-11-24,39.703
2022-11-25,39.0686
2022-11-26,39.0686
2022-11-27,39.0686
2022-11-28,38.3219
2022-11-29,38.1218
2022-11-30,38.7269
2022-12-01,38.7074
2022-12-02,38.4341
2022-12-03,38.4341
2022-12-04,38.4341
2022-12-05,37.7411
2022-12-06,37.4092
2022-12-07,37.3067
2022-12-08,37.8826
2022-12-09,37.702
2022-12-10,37.702
2022-12-11,37.702
2022-12-12,37.7997
2022-12-13,38.2096
2022-12-14,38.0095
2022-12-15,37.5947
2022-12-16,37.0871
2022-12-17,37.0871
2022-12-18,37.0871
2022-12-19,36.9261
2022-12-20,36.9261
2022-12-21,37.5117
2022-12-22,37.1457
2022-12-23,37.4385
2022-12-24,37.4385
2022-12-25,37.4385
2022-12-26,37.4385
2022-12-27,37.5117
2022-12-28,37.7362
2022-12-29,38.2877
2022-12-30,42.65
2022-12-31,42.65
2023-01-01,42.65
2023-01-02,42.65
2023-01-03,42.7847
2023-01-04,42.6932
2023-01-05,42.7147
2023-01-06,42.6339
2023-01-07,42.6339
2023-01-08,42.6339
2023-01-09,42.3214
2023-01-10,42.7416
2023-01-11,42.7955
2023-01-12,42.5154
2023-01-13,41.7072
2023-01-14,41.7072
2023-01-15,41.7072
2023-01-16,41.7072
2023-01-17,41.6264
2023-01-18,40.9044
2023-01-19,40.7805
2023-01-20,42.0359
2023-01-21,42.0359
2023-01-22,42.0359
2023-01-23,42.6285
2023-01-24,41.9928
2023-01-25,41.9874
2023-01-26,42.1867
2023-01-27,42.1867
2023-01-28,42.1867
2023-01-29,42.1867
2023-01-30,42.0682
2023-01-31,42.0251
2023-02-01,42.3214
2023-02-02,42.5692
2023-02-03,42.2999
2023-02-04,42.2999
2023-02-05,42.2999
2023-02-06,41.9066
2023-02-07,41.9604
2023-02-08,42.1813
2023-02-09,42.7847
2023-02-10,44.2017
2023-02-11,44.2017
2023-02-12,44.2017
2023-02-13,43.8515
2023-02-14,43.6468
2023-02-15,43.9431
2023-02-16,44.1155
2023-02-17,43.8299
2023-02-18,43.8299
2023-02-19,43.8299
2023-02-20,43.8299
2023-02-21,43.6953
2023-02-22,43.7868
2023-02-23,43.4959
2023-02-24,43.3666
2023-02-25,43.3666
2023-02-26,43.3666
2023-02-27,42.1652
2023-02-28,41.4705
2023-03-01,40.8083
2023-03-02,40.4745
2023-03-03,41.0613
2023-03-04,41.0613
2023-03-05,41.0613
2023-03-06,40.8514
2023-03-07,42.0574
2023-03-08,42.2297
2023-03-09,41.3736
2023-03-10,39.8122
2023-03-11,39.8122
2023-03-12,39.8122
2023-03-13,39.3761
2023-03-14,39.6292
2023-03-15,39.333
2023-03-16,39.3546
2023-03-17,39.1338
2023-03-18,39.1338
