,POOL US Equity
2023-03-21,14.7911
2023-03-22,14.3218
2023-03-23,13.9734
2023-03-24,13.9719
2023-03-25,13.9719
2023-03-26,13.9719
2023-03-27,14.0798
2023-03-28,14.0565
2023-03-29,14.4351
2023-03-30,14.3489
2023-03-31,16.0372
2023-04-01,16.0372
2023-04-02,16.0372
2023-04-03,15.9039
2023-04-04,15.4122
2023-04-05,15.1757
2023-04-06,15.3612
2023-04-07,15.3612
2023-04-08,15.3612
2023-04-09,15.3612
2023-04-10,15.7335
2023-04-11,16.1784
2023-04-12,15.6804
2023-04-13,15.9495
2023-04-14,15.5279
2023-04-15,15.5279
2023-04-16,15.5279
2023-04-17,15.8279
2023-04-18,15.891
2023-04-19,15.8797
2023-04-20,15.6173
2023-04-21,16.0707
2023-04-22,16.0707
2023-04-23,16.0707
2023-04-24,16.3627
2023-04-25,15.8066
2023-04-26,15.6115
2023-04-27,15.9995
2023-04-28,16.3846
2023-04-29,16.3846
2023-04-30,16.3846
2023-05-01,16.1952
2023-05-02,16.1998
2023-05-03,16.4013
2023-05-04,16.1155
2023-05-05,16.4947
2023-05-06,16.4947
2023-05-07,16.4947
2023-05-08,16.4622
2023-05-09,16.3704
2023-05-10,16.3804
2023-05-11,16.2478
2023-05-12,15.856
2023-05-13,15.856
2023-05-14,15.856
2023-05-15,16.0025
2023-05-16,15.9345
2023-05-17,16.0496
2023-05-18,16.4638
2023-05-19,16.123
2023-05-20,16.123
2023-05-21,16.123
2023-05-22,16.025
2023-05-23,15.8323
2023-05-24,15.6558
2023-05-25,15.3734
2023-05-26,15.4122
2023-05-27,15.4122
2023-05-28,15.4122
2023-05-29,15.4122
2023-05-30,15.1936
2023-05-31,14.9208
2023-06-01,14.7869
2023-06-02,15.3434
2023-06-03,15.3434
2023-06-04,15.3434
2023-06-05,15.3863
2023-06-06,15.7588
2023-06-07,15.8598
2023-06-08,15.2716
2023-06-09,15.3459
2023-06-10,15.3459
2023-06-11,15.3459
2023-06-12,15.6504
2023-06-13,15.7835
2023-06-14,16.1376
2023-06-15,16.6428
2023-06-16,16.6611
2023-06-17,16.6611
2023-06-18,16.6611
2023-06-19,16.6611
2023-06-20,16.4759
2023-06-21,16.6107
2023-06-22,16.3412
2023-06-23,16.4271
2023-06-24,16.4271
2023-06-25,16.4271
2023-06-26,16.5018
2023-06-27,17.0053
2023-06-28,17.1688
2023-06-29,17.1897
2023-06-30,19.007
2023-07-01,19.007
2023-07-02,19.007
2023-07-03,18.8608
2023-07-04,18.8608
2023-07-05,18.8492
2023-07-06,18.5264
2023-07-07,18.5944
2023-07-08,18.5944
2023-07-09,18.5944
2023-07-10,19.0898
2023-07-11,19.3419
2023-07-12,19.6421
2023-07-13,19.3779
2023-07-14,18.5153
2023-07-15,18.5153
2023-07-16,18.5153
2023-07-17,18.3307
2023-07-18,18.2312
2023-07-19,18.6059
2023-07-20,18.3876
2023-07-21,18.7808
2023-07-22,18.7808
2023-07-23,18.7808
2023-07-24,18.5685
2023-07-25,19.1832
2023-07-26,19.6148
2023-07-27,19.349
2023-07-28,19.485
2023-07-29,19.485
2023-07-30,19.485
2023-07-31,19.4804
2023-08-01,19.5924
2023-08-02,19.2569
2023-08-03,19.187
2023-08-04,19.33
2023-08-05,19.33
2023-08-06,19.33
2023-08-07,19.5429
2023-08-08,19.5512
2023-08-09,19.4554
2023-08-10,19.4989
2023-08-11,19.0297
2023-08-12,19.0297
2023-08-13,19.0297
2023-08-14,18.9219
2023-08-15,18.71
2023-08-16,18.6716
2023-08-17,17.9474
2023-08-18,17.8493
2023-08-19,17.8493
2023-08-20,17.8493
2023-08-21,17.8808
2023-08-22,17.9469
2023-08-23,18.1801
2023-08-24,17.9802
2023-08-25,18.0571
2023-08-26,18.0571
2023-08-27,18.0571
2023-08-28,18.0719
2023-08-29,18.7127
2023-08-30,18.7886
2023-08-31,18.5948
2023-09-01,18.7141
2023-09-02,18.7141
2023-09-03,18.7141
2023-09-04,18.7141
2023-09-05,18.25
2023-09-06,17.8729
2023-09-07,17.8368
2023-09-08,17.6073
2023-09-09,17.6073
2023-09-10,17.6073
2023-09-11,17.7924
2023-09-12,17.7891
2023-09-13,17.8155
2023-09-14,18.046
2023-09-15,17.8775
2023-09-16,17.8775
2023-09-17,17.8775
2023-09-18,17.7146
2023-09-19,17.7614
2023-09-20,17.7628
2023-09-21,17.7049
2023-09-22,17.5814
2023-09-23,17.5814
2023-09-24,17.5814
2023-09-25,17.7299
2023-09-26,17.3306
2023-09-27,17.5814
2023-09-28,18.0117
2023-09-29,19.5657
2023-09-30,19.5657
2023-10-01,19.5657
2023-10-02,19.2077
2023-10-03,18.6959
2023-10-04,18.6808
2023-10-05,18.4403
2023-10-06,18.5583
2023-10-07,18.5583
2023-10-08,18.5583
2023-10-09,18.8316
2023-10-10,19.2858
2023-10-11,19.3272
2023-10-12,19.063
2023-10-13,18.9682
2023-10-14,18.9682
2023-10-15,18.9682
2023-10-16,19.2006
2023-10-17,19.3701
2023-10-18,18.5895
2023-10-19,18.0077
2023-10-20,17.8549
2023-10-21,17.8549
2023-10-22,17.8549
2023-10-23,17.8478
2023-10-24,17.8367
2023-10-25,17.6986
2023-10-26,17.3837
2023-10-27,17.0671
2023-10-28,17.0671
2023-10-29,17.0671
2023-10-30,17.4237
2023-10-31,17.3802
2023-11-01,17.5555
2023-11-02,17.9026
2023-11-03,18.4235
2023-11-04,18.4235
2023-11-05,18.4235
2023-11-06,18.0914
2023-11-07,18.3026
2023-11-08,18.365
2023-11-09,18.0424
2023-11-10,18.1178
2023-11-11,18.1178
2023-11-12,18.1178
2023-11-13,18.008
2023-11-14,19.0552
2023-11-15,19.1191
2023-11-16,18.9583
2023-11-17,19.1006
2023-11-18,19.1006
2023-11-19,19.1006
2023-11-20,19.0437
2023-11-21,19.2095
2023-11-22,19.4023
2023-11-23,19.4023
2023-11-24,19.3269
2023-11-25,19.3269
2023-11-26,19.3269
2023-11-27,19.1696
2023-11-28,19.1051
2023-11-29,18.8559
2023-11-30,18.9558
2023-12-01,19.4712
2023-12-02,19.4712
2023-12-03,19.4712
2023-12-04,19.2714
2023-12-05,19.2694
2023-12-06,19.7144
2023-12-07,19.7758
2023-12-08,19.2954
2023-12-09,19.2954
2023-12-10,19.2954
2023-12-11,19.383
2023-12-12,19.179
2023-12-13,19.8407
2023-12-14,21.4019
2023-12-15,21.2071
2023-12-16,21.2071
2023-12-17,21.2071
2023-12-18,21.0777
2023-12-19,21.1636
2023-12-20,21.1187
2023-12-21,21.3684
2023-12-22,21.3924
2023-12-23,21.3924
2023-12-24,21.3924
2023-12-25,21.3924
2023-12-26,21.6311
2023-12-27,21.7734
2023-12-28,21.706
2023-12-29,22.3955
2023-12-30,22.3955
2023-12-31,22.3955
2024-01-01,22.3955
2024-01-02,21.8484
2024-01-03,21.1039
2024-01-04,21.0567
2024-01-05,21.3085
2024-01-06,21.3085
2024-01-07,21.3085
2024-01-08,21.5007
2024-01-09,21.5054
2024-01-10,21.9364
2024-01-11,21.6789
2024-01-12,21.5204
2024-01-13,21.5204
2024-01-14,21.5204
2024-01-15,21.5204
2024-01-16,21.5095
2024-01-17,21.2738
2024-01-18,21.7888
2024-01-19,21.7805
2024-01-20,21.7805
2024-01-21,21.7805
2024-01-22,22.4514
2024-01-23,21.9784
2024-01-24,21.4727
2024-01-25,21.3515
2024-01-26,21.2909
2024-01-27,21.2909
2024-01-28,21.2909
2024-01-29,21.6038
2024-01-30,21.408
2024-01-31,20.9728
2024-02-01,21.2748
2024-02-02,21.1075
2024-02-03,21.1075
2024-02-04,21.1075
2024-02-05,20.736
2024-02-06,21.093
2024-02-07,21.4702
2024-02-08,21.8064
2024-02-09,21.7706
2024-02-10,21.7706
2024-02-11,21.7706
2024-02-12,22.0945
2024-02-13,21.2127
2024-02-14,21.5701
2024-02-15,21.8991
2024-02-16,21.8043
2024-02-17,21.8043
2024-02-18,21.8043
2024-02-19,21.8043
2024-02-20,21.6732
2024-02-21,21.8976
2024-02-22,21.3784
2024-02-23,21.8204
2024-02-24,21.8204
2024-02-25,21.8204
2024-02-26,21.7577
2024-02-27,21.8404
2024-02-28,21.9447
2024-02-29,22.2033
2024-03-01,22.4752
2024-03-02,22.4752
2024-03-03,22.4752
2024-03-04,22.41
2024-03-05,22.7626
2024-03-06,22.6346
2024-03-07,23.0273
2024-03-08,23.0741
2024-03-09,23.0741
2024-03-10,23.0741
2024-03-11,22.413
2024-03-12,22.5611
2024-03-13,22.5868
2024-03-14,22.0604
2024-03-15,22.2645
2024-03-16,22.2645
2024-03-17,22.2645
2024-03-18,22.1612
2024-03-19,22.5636
2024-03-20,22.7862
2024-03-21,23.2751
2024-03-22,23.1419
2024-03-23,23.1419
2024-03-24,23.1419
2024-03-25,22.7199
2024-03-26,22.4315
2024-03-27,23.0515
2024-03-28,22.4799
2024-03-29,22.4799
2024-03-30,22.4799
2024-03-31,22.4799
2024-04-01,22.4256
2024-04-02,21.9297
2024-04-03,21.9467
2024-04-04,22.1101
2024-04-05,22.1653
2024-04-06,22.1653
2024-04-07,22.1653
2024-04-08,22.1952
