,PRI US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-06-29,12.1228
2020-06-30,12.0887
2020-07-01,11.8108
2020-07-02,11.8067
2020-07-03,11.8067
2020-07-04,11.8067
2020-07-05,11.8067
2020-07-06,11.9489
2020-07-07,11.667
2020-07-08,11.8285
2020-07-09,11.4965
2020-07-10,11.8075
2020-07-11,11.8075
2020-07-12,11.8075
2020-07-13,11.6799
2020-07-14,11.9586
2020-07-15,12.3271
2020-07-16,12.2972
2020-07-17,12.2479
2020-07-18,12.2479
2020-07-19,12.2479
2020-07-20,12.1776
2020-07-21,12.3311
2020-07-22,12.382
2020-07-23,12.4394
2020-07-24,12.3424
2020-07-25,12.3424
2020-07-26,12.3424
2020-07-27,12.3642
2020-07-28,12.222
2020-07-29,12.525
2020-07-30,12.3594
2020-07-31,12.3359
2020-08-01,12.3359
2020-08-02,12.3359
2020-08-03,12.4838
2020-08-04,12.4305
2020-08-05,12.8967
2020-08-06,13.2457
2020-08-07,12.9558
2020-08-08,12.9558
2020-08-09,12.9558
2020-08-10,13.1062
2020-08-11,13.2361
2020-08-12,13.2714
2020-08-13,13.2737
2020-08-14,13.3011
2020-08-15,13.3011
2020-08-16,13.3011
2020-08-17,13.121
2020-08-18,12.995
2020-08-19,12.8947
2020-08-20,12.7702
2020-08-21,12.5455
2020-08-22,12.5455
2020-08-23,12.5455
2020-08-24,12.7585
2020-08-25,12.6872
2020-08-26,12.5729
2020-08-27,12.6653
2020-08-28,12.6113
2020-08-29,12.6113
2020-08-30,12.6113
2020-08-31,12.4437
2020-09-01,12.3827
2020-09-02,12.5416
2020-09-03,12.4962
2020-09-04,12.5205
2020-09-05,12.5205
2020-09-06,12.5205
2020-09-07,12.5205
2020-09-08,12.0718
2020-09-09,12.1454
2020-09-10,12.0726
2020-09-11,12.1243
2020-09-12,12.1243
2020-09-13,12.1243
2020-09-14,12.2206
2020-09-15,12.2237
2020-09-16,12.0749
2020-09-17,11.9316
2020-09-18,11.8369
2020-09-19,11.8369
2020-09-20,11.8369
2020-09-21,11.5041
2020-09-22,11.6004
2020-09-23,11.3632
2020-09-24,11.371
2020-09-25,11.4376
2020-09-26,11.4376
2020-09-27,11.4376
2020-09-28,11.6537
2020-09-29,11.5112
2020-09-30,11.1995
2020-10-01,11.2055
2020-10-02,11.1642
2020-10-03,11.1642
2020-10-04,11.1642
2020-10-05,11.2806
2020-10-06,11.1642
2020-10-07,11.2648
2020-10-08,11.349
2020-10-09,11.3294
2020-10-10,11.3294
2020-10-11,11.3294
2020-10-12,11.3798
2020-10-13,11.2979
2020-10-14,11.3257
2020-10-15,11.4098
2020-10-16,11.5202
2020-10-17,11.5202
2020-10-18,11.5202
2020-10-19,11.3197
2020-10-20,11.5368
2020-10-21,11.5187
2020-10-22,11.8891
2020-10-23,11.841
2020-10-24,11.841
2020-10-25,11.841
2020-10-26,11.5593
2020-10-27,11.1965
2020-10-28,10.926
2020-10-29,10.9816
2020-10-30,10.9816
2020-10-31,10.9816
2020-11-01,10.9816
2020-11-02,11.0875
2020-11-03,11.222
2020-11-04,11.3024
2020-11-05,11.6057
2020-11-06,11.525
2020-11-07,11.525
2020-11-08,11.525
2020-11-09,12.252
2020-11-10,12.2729
2020-11-11,12.042
2020-11-12,11.8941
2020-11-13,12.1989
2020-11-14,12.1989
2020-11-15,12.1989
2020-11-16,12.441
2020-11-17,12.3932
2020-11-18,12.3976
2020-11-19,12.4096
2020-11-20,12.3528
2020-11-21,12.3528
2020-11-22,12.3528
2020-11-23,12.6225
2020-11-24,12.8392
2020-11-25,12.7667
2020-11-26,12.7667
2020-11-27,12.7495
2020-11-28,12.7495
2020-11-29,12.7495
2020-11-30,12.4328
2020-12-01,12.6674
2020-12-02,12.695
2020-12-03,12.7921
2020-12-04,13.1664
2020-12-05,13.1664
2020-12-06,13.1664
2020-12-07,13.0999
2020-12-08,13.0857
2020-12-09,13.0857
2020-12-10,13.1298
2020-12-11,12.7428
2020-12-12,12.7428
2020-12-13,12.7428
2020-12-14,12.6995
2020-12-15,12.9445
2020-12-16,12.7899
2020-12-17,13.0028
2020-12-18,12.8452
2020-12-19,12.8452
2020-12-20,12.8452
2020-12-21,12.6853
2020-12-22,12.6382
2020-12-23,12.7615
2020-12-24,12.7675
2020-12-25,12.7675
2020-12-26,12.7675
2020-12-27,12.7675
2020-12-28,12.7092
2020-12-29,12.7017
2020-12-30,12.7032
2020-12-31,12.1167
