,DECK US Equity
2020-05-31,13.7253
2020-06-01,14.8057
2020-06-02,15.4644
2020-06-03,16.1602
2020-06-04,15.4668
2020-06-05,15.5525
2020-06-06,15.5525
2020-06-07,15.5525
2020-06-08,15.1799
2020-06-09,14.7749
2020-06-10,14.994
2020-06-11,14.4177
2020-06-12,14.8275
2020-06-13,14.8275
2020-06-14,14.8275
2020-06-15,14.5858
2020-06-16,14.8913
2020-06-17,15.0134
2020-06-18,15.1799
2020-06-19,14.821
2020-06-20,14.821
2020-06-21,14.821
2020-06-22,15.2025
2020-06-23,15.3165
2020-06-24,14.7006
2020-06-25,14.5826
2020-06-26,14.0209
2020-06-27,14.0209
2020-06-28,14.0209
2020-06-29,14.7127
2020-06-30,14.1527
2020-07-01,13.9948
2020-07-02,13.9832
2020-07-03,13.9832
2020-07-04,13.9832
2020-07-05,13.9832
2020-07-06,14.0374
2020-07-07,13.5886
2020-07-08,13.9182
2020-07-09,13.6598
2020-07-10,14.1256
2020-07-11,14.1256
2020-07-12,14.1256
2020-07-13,13.9476
2020-07-14,14.3105
2020-07-15,14.5829
2020-07-16,14.6394
2020-07-17,14.5365
2020-07-18,14.5365
2020-07-19,14.5365
2020-07-20,14.1434
2020-07-21,14.5326
2020-07-22,14.9303
2020-07-23,14.9311
2020-07-24,14.8792
2020-07-25,14.8792
2020-07-26,14.8792
2020-07-27,15.2963
2020-07-28,15.2576
2020-07-29,15.893
2020-07-30,15.5308
2020-07-31,15.1515
2020-08-01,15.1515
2020-08-02,15.1515
2020-08-03,14.948
2020-08-04,14.8582
2020-08-05,15.3226
2020-08-06,14.9482
2020-08-07,15.2619
2020-08-08,15.2619
2020-08-09,15.2619
2020-08-10,15.8767
2020-08-11,16.25
2020-08-12,16.0602
2020-08-13,15.8303
2020-08-14,15.6607
2020-08-15,15.6607
2020-08-16,15.6607
2020-08-17,15.3858
2020-08-18,15.2828
2020-08-19,15.0404
2020-08-20,15.045
2020-08-21,15.1713
2020-08-22,15.1713
2020-08-23,15.1713
2020-08-24,15.1627
2020-08-25,15.1984
2020-08-26,15.3416
2020-08-27,15.282
2020-08-28,15.2487
2020-08-29,15.2487
2020-08-30,15.2487
2020-08-31,14.7438
2020-09-01,15.2162
2020-09-02,15.035
2020-09-03,14.3078
2020-09-04,14.218
2020-09-05,14.218
2020-09-06,14.218
2020-09-07,14.218
2020-09-08,14.4356
2020-09-09,14.6741
2020-09-10,14.3117
2020-09-11,14.6927
2020-09-12,14.6927
2020-09-13,14.6927
2020-09-14,15.0783
2020-09-15,15.5615
2020-09-16,15.9456
2020-09-17,15.4764
2020-09-18,15.1341
2020-09-19,15.1341
2020-09-20,15.1341
2020-09-21,14.99
2020-09-22,15.5027
2020-09-23,15.5677
2020-09-24,15.8109
2020-09-25,15.6219
2020-09-26,15.6219
2020-09-27,15.6219
2020-09-28,15.9363
2020-09-29,15.831
2020-09-30,14.8072
2020-10-01,15.9179
2020-10-02,16.0447
2020-10-03,16.0447
2020-10-04,16.0447
2020-10-05,16.1245
2020-10-06,15.873
2020-10-07,16.2556
2020-10-08,16.6061
2020-10-09,17.03
2020-10-10,17.03
2020-10-11,17.03
2020-10-12,17.1817
2020-10-13,17.2024
2020-10-14,17.3783
2020-10-15,17.8058
2020-10-16,17.8215
2020-10-17,17.8215
2020-10-18,17.8215
2020-10-19,17.1575
2020-10-20,16.9096
2020-10-21,16.7756
2020-10-22,16.7813
2020-10-23,17.3149
2020-10-24,17.3149
2020-10-25,17.3149
2020-10-26,17.7844
2020-10-27,17.8008
2020-10-28,16.9587
2020-10-29,17.4973
2020-10-30,17.1838
2020-10-31,17.1838
2020-11-01,17.1838
2020-11-02,17.2928
2020-11-03,17.057
2020-11-04,17.7317
2020-11-05,19.0235
2020-11-06,18.4323
2020-11-07,18.4323
2020-11-08,18.4323
2020-11-09,17.3235
2020-11-10,17.0928
2020-11-11,17.2421
2020-11-12,16.8587
2020-11-13,17.0621
2020-11-14,17.0621
2020-11-15,17.0621
2020-11-16,16.9736
2020-11-17,17.2921
2020-11-18,17.1207
2020-11-19,16.8908
2020-11-20,16.7844
2020-11-21,16.7844
2020-11-22,16.7844
2020-11-23,17.5134
2020-11-24,17.6612
2020-11-25,18.0182
2020-11-26,18.0182
2020-11-27,17.7098
2020-11-28,17.7098
2020-11-29,17.7098
2020-11-30,17.3113
2020-12-01,18.0154
2020-12-02,18.3538
2020-12-03,19.1299
2020-12-04,19.7411
2020-12-05,19.7411
2020-12-06,19.7411
2020-12-07,19.7683
2020-12-08,20.2081
2020-12-09,20.358
2020-12-10,19.9568
2020-12-11,19.976
2020-12-12,19.976
2020-12-13,19.976
2020-12-14,20.1895
2020-12-15,20.8586
2020-12-16,20.5672
2020-12-17,20.6222
2020-12-18,20.1767
2020-12-19,20.1767
2020-12-20,20.1767
2020-12-21,20.5551
2020-12-22,20.1224
2020-12-23,20.2359
2020-12-24,20.0353
2020-12-25,20.0353
2020-12-26,20.0353
2020-12-27,20.0353
2020-12-28,19.9061
2020-12-29,19.6576
2020-12-30,19.5541
2020-12-31,15.3631
2021-01-01,15.3631
2021-01-02,15.3631
2021-01-03,15.3631
2021-01-04,15.1626
2021-01-05,15.7969
2021-01-06,16.9046
2021-01-07,17.1751
2021-01-08,17.0287
2021-01-09,17.0287
2021-01-10,17.0287
2021-01-11,17.7811
2021-01-12,18.1245
2021-01-13,17.6257
2021-01-14,17.5968
2021-01-15,17.7257
2021-01-16,17.7257
2021-01-17,17.7257
2021-01-18,17.7257
2021-01-19,17.551
2021-01-20,18.0233
2021-01-21,17.545
2021-01-22,17.357
2021-01-23,17.357
2021-01-24,17.357
2021-01-25,17.0251
2021-01-26,16.4143
2021-01-27,14.871
2021-01-28,15.5963
2021-01-29,15.6764
2021-01-30,15.6764
2021-01-31,15.6764
2021-02-01,16.1197
2021-02-02,16.883
2021-02-03,16.736
2021-02-04,17.1763
2021-02-05,17.1673
2021-02-06,17.1673
2021-02-07,17.1673
2021-02-08,17.4353
2021-02-09,17.7555
2021-02-10,17.4721
2021-02-11,17.3894
2021-02-12,17.6238
2021-02-13,17.6238
2021-02-14,17.6238
2021-02-15,17.6238
2021-02-16,17.6534
2021-02-17,17.6443
2021-02-18,17.6184
2021-02-19,18.0975
2021-02-20,18.0975
2021-02-21,18.0975
2021-02-22,17.909
2021-02-23,17.686
2021-02-24,18.1169
2021-02-25,17.3664
2021-02-26,17.7924
2021-02-27,17.7924
2021-02-28,17.7924
2021-03-01,18.1199
2021-03-02,17.767
2021-03-03,17.4818
2021-03-04,16.8431
2021-03-05,17.2051
2021-03-06,17.2051
2021-03-07,17.2051
2021-03-08,17.2401
2021-03-09,17.5821
2021-03-10,17.1779
2021-03-11,17.8546
2021-03-12,17.9223
2021-03-13,17.9223
2021-03-14,17.9223
2021-03-15,18.8341
2021-03-16,18.5531
2021-03-17,18.8812
2021-03-18,18.0854
2021-03-19,18.5531
2021-03-20,18.5531
2021-03-21,18.5531
2021-03-22,18.1966
2021-03-23,17.3404
2021-03-24,16.9235
2021-03-25,17.5289
2021-03-26,18.2594
2021-03-27,18.2594
2021-03-28,18.2594
2021-03-29,17.4431
2021-03-30,17.7664
2021-03-31,16.7424
2021-04-01,16.748
2021-04-02,16.748
2021-04-03,16.748
2021-04-04,16.748
2021-04-05,16.7748
2021-04-06,17.2201
2021-04-07,17.2396
2021-04-08,17.0865
2021-04-09,17.4117
2021-04-10,17.4117
2021-04-11,17.4117
2021-04-12,17.6095
2021-04-13,17.0429
2021-04-14,17.0619
2021-04-15,17.2513
2021-04-16,17.3368
2021-04-17,17.3368
2021-04-18,17.3368
2021-04-19,17.1245
2021-04-20,16.5988
2021-04-21,16.8848
2021-04-22,16.977
2021-04-23,17.4882
2021-04-24,17.4882
2021-04-25,17.4882
2021-04-26,17.2206
2021-04-27,17.6514
2021-04-28,17.8128
2021-04-29,17.9112
2021-04-30,17.177
2021-05-01,17.177
2021-05-02,17.177
2021-05-03,17.6469
2021-05-04,17.8268
2021-05-05,17.5424
2021-05-06,17.3011
2021-05-07,17.3497
2021-05-08,17.3497
2021-05-09,17.3497
2021-05-10,16.7195
2021-05-11,16.3652
2021-05-12,15.8261
2021-05-13,16.3463
2021-05-14,17.0402
2021-05-15,17.0402
2021-05-16,17.0402
2021-05-17,17.3469
2021-05-18,16.8597
2021-05-19,16.3368
2021-05-20,15.6697
2021-05-21,17.0407
2021-05-22,17.0407
2021-05-23,17.0407
2021-05-24,17.2027
2021-05-25,17.0279
2021-05-26,17.4022
2021-05-27,17.2279
2021-05-28,16.7854
2021-05-29,16.7854
2021-05-30,16.7854
2021-05-31,16.7854
2021-06-01,17.1384
2021-06-02,16.5383
2021-06-03,16.4213
2021-06-04,16.1532
2021-06-05,16.1532
2021-06-06,16.1532
2021-06-07,16.1985
2021-06-08,16.2371
2021-06-09,16.1439
2021-06-10,16.2095
2021-06-11,16.7308
2021-06-12,16.7308
2021-06-13,16.7308
2021-06-14,16.738
2021-06-15,16.7021
2021-06-16,16.3226
2021-06-17,16.2432
2021-06-18,16.2299
2021-06-19,16.2299
2021-06-20,16.2299
2021-06-21,16.856
2021-06-22,17.4865
2021-06-23,17.7099
2021-06-24,17.9129
2021-06-25,19.2798
2021-06-26,19.2798
2021-06-27,19.2798
2021-06-28,19.3742
2021-06-29,19.3979
2021-06-30,17.3555
2021-07-01,17.6362
2021-07-02,17.7705
2021-07-03,17.7705
2021-07-04,17.7705
2021-07-05,17.7705
2021-07-06,17.5145
2021-07-07,17.6721
2021-07-08,17.3386
2021-07-09,17.643
2021-07-10,17.643
2021-07-11,17.643
2021-07-12,17.834
2021-07-13,17.595
2021-07-14,17.4457
2021-07-15,17.1999
2021-07-16,16.9057
2021-07-17,16.9057
2021-07-18,16.9057
2021-07-19,16.9076
2021-07-20,17.4418
2021-07-21,17.4976
2021-07-22,17.9663
2021-07-23,18.4148
2021-07-24,18.4148
2021-07-25,18.4148
2021-07-26,18.6562
2021-07-27,17.9353
2021-07-28,18.2376
2021-07-29,18.3456
2021-07-30,18.5462
2021-07-31,18.5462
2021-08-01,18.5462
2021-08-02,19.2033
2021-08-03,19.4907
2021-08-04,19.7863
2021-08-05,19.711
2021-08-06,19.6961
2021-08-07,19.6961
2021-08-08,19.6961
2021-08-09,19.6136
2021-08-10,19.5201
2021-08-11,19.6652
2021-08-12,19.4777
2021-08-13,19.684
2021-08-14,19.684
2021-08-15,19.684
2021-08-16,19.6763
2021-08-17,19.0881
2021-08-18,19.3798
2021-08-19,19.3552
2021-08-20,19.6884
2021-08-21,19.6884
2021-08-22,19.6884
2021-08-23,19.6382
2021-08-24,19.7216
2021-08-25,19.5577
2021-08-26,19.1378
2021-08-27,19.1489
2021-08-28,19.1489
2021-08-29,19.1489
2021-08-30,19.0683
2021-08-31,18.9126
2021-09-01,18.8094
2021-09-02,18.3432
2021-09-03,18.51
2021-09-04,18.51
2021-09-05,18.51
2021-09-06,18.51
2021-09-07,18.4247
2021-09-08,18.0847
2021-09-09,18.3494
2021-09-10,18.7896
2021-09-11,18.7896
2021-09-12,18.7896
2021-09-13,18.9309
2021-09-14,19.7891
2021-09-15,19.7708
2021-09-16,19.9487
2021-09-17,19.7101
2021-09-18,19.7101
2021-09-19,19.7101
2021-09-20,19.2737
2021-09-21,19.1079
2021-09-22,19.2221
2021-09-23,19.3248
2021-09-24,17.4806
2021-09-25,17.4806
2021-09-26,17.4806
2021-09-27,17.1788
2021-09-28,16.8403
2021-09-29,16.6879
2021-09-30,16.4812
2021-10-01,16.7355
2021-10-02,16.7355
2021-10-03,16.7355
2021-10-04,16.7934
2021-10-05,16.7109
2021-10-06,16.6583
2021-10-07,17.2493
2021-10-08,16.4638
2021-10-09,16.4638
2021-10-10,16.4638
2021-10-11,15.0578
2021-10-12,15.4549
2021-10-13,15.8621
2021-10-14,16.0768
2021-10-15,16.3881
2021-10-16,16.3881
2021-10-17,16.3881
2021-10-18,16.8368
2021-10-19,16.5869
2021-10-20,16.4363
2021-10-21,17.4216
2021-10-22,17.3912
2021-10-23,17.3912
2021-10-24,17.3912
2021-10-25,17.7159
2021-10-26,17.3285
2021-10-27,17.259
2021-10-28,17.4534
2021-10-29,18.1753
2021-10-30,18.1753
2021-10-31,18.1753
2021-11-01,18.9454
2021-11-02,18.1878
2021-11-03,18.7977
2021-11-04,19.0226
2021-11-05,19.3726
2021-11-06,19.3726
2021-11-07,19.3726
2021-11-08,19.0978
2021-11-09,19.4578
2021-11-10,19.3367
2021-11-11,19.3688
2021-11-12,19.5612
2021-11-13,19.5612
2021-11-14,19.5612
2021-11-15,19.0987
2021-11-16,19.6258
2021-11-17,20.016
2021-11-18,20.0855
2021-11-19,19.9035
2021-11-20,19.9035
2021-11-21,19.9035
2021-11-22,19.7388
2021-11-23,19.4918
2021-11-24,19.4985
2021-11-25,19.4985
2021-11-26,18.9474
2021-11-27,18.9474
2021-11-28,18.9474
2021-11-29,18.9795
2021-11-30,18.5103
2021-12-01,18.1364
2021-12-02,18.4447
2021-12-03,17.7778
2021-12-04,17.7778
2021-12-05,17.7778
2021-12-06,17.5653
2021-12-07,18.4917
2021-12-08,18.5233
2021-12-09,18.0062
2021-12-10,17.7649
2021-12-11,17.7649
2021-12-12,17.7649
2021-12-13,17.2148
2021-12-14,16.9237
2021-12-15,17.2287
2021-12-16,16.162
2021-12-17,16.15
2021-12-18,16.15
2021-12-19,16.15
2021-12-20,15.3333
2021-12-21,15.902
2021-12-22,15.757
2021-12-23,16.1706
2021-12-24,16.1706
2021-12-25,16.1706
2021-12-26,16.1706
2021-12-27,16.2683
2021-12-28,16.2903
2021-12-29,16.6173
2021-12-30,16.7154
2021-12-31,17.2397
2022-01-01,17.2397
2022-01-02,17.2397
2022-01-03,17.3228
2022-01-04,16.8264
2022-01-05,16.0097
2022-01-06,16.3479
2022-01-07,15.8006
2022-01-08,15.8006
2022-01-09,15.8006
2022-01-10,15.4746
2022-01-11,15.8659
2022-01-12,15.9572
2022-01-13,15.598
2022-01-14,15.0721
2022-01-15,15.0721
2022-01-16,15.0721
2022-01-17,15.0721
2022-01-18,15.0195
2022-01-19,14.7497
2022-01-20,14.4768
2022-01-21,14.4523
2022-01-22,14.4523
2022-01-23,14.4523
2022-01-24,14.9272
2022-01-25,14.2212
2022-01-26,13.7993
2022-01-27,13.7978
2022-01-28,14.1125
2022-01-29,14.1125
2022-01-30,14.1125
2022-01-31,14.8889
2022-02-01,15.3496
2022-02-02,15.4098
2022-02-03,14.9869
2022-02-04,14.0493
2022-02-05,14.0493
2022-02-06,14.0493
2022-02-07,13.5477
2022-02-08,13.7482
2022-02-09,14.2175
2022-02-10,14.054
2022-02-11,13.9497
2022-02-12,13.9497
2022-02-13,13.9497
2022-02-14,13.7958
2022-02-15,14.4494
2022-02-16,14.9861
2022-02-17,13.731
2022-02-18,13.5523
2022-02-19,13.5523
2022-02-20,13.5523
2022-02-21,13.5523
2022-02-22,13.0146
2022-02-23,12.7199
2022-02-24,12.968
2022-02-25,13.1113
2022-02-26,13.1113
2022-02-27,13.1113
2022-02-28,13.1665
2022-03-01,12.2946
2022-03-02,12.8085
2022-03-03,12.1382
2022-03-04,10.9854
2022-03-05,10.9854
2022-03-06,10.9854
2022-03-07,10.4406
2022-03-08,10.7889
2022-03-09,11.2876
2022-03-10,11.6856
2022-03-11,11.5853
2022-03-12,11.5853
2022-03-13,11.5853
2022-03-14,11.2491
2022-03-15,11.7149
2022-03-16,12.5032
2022-03-17,12.5503
2022-03-18,13.2951
2022-03-19,13.2951
2022-03-20,13.2951
2022-03-21,12.6424
2022-03-22,12.7422
2022-03-23,12.1939
2022-03-24,12.2258
2022-03-25,12.1564
2022-03-26,12.1564
2022-03-27,12.1564
2022-03-28,12.5057
2022-03-29,13.1847
2022-03-30,12.7994
2022-03-31,12.1061
2022-04-01,12.246
2022-04-02,12.246
2022-04-03,12.246
2022-04-04,12.7346
2022-04-05,12.2209
2022-04-06,11.8393
2022-04-07,11.8258
2022-04-08,11.6218
2022-04-09,11.6218
2022-04-10,11.6218
2022-04-11,11.4592
2022-04-12,11.6999
2022-04-13,12.0125
2022-04-14,11.984
2022-04-15,11.984
2022-04-16,11.984
2022-04-17,11.984
2022-04-18,11.9715
2022-04-19,12.9064
2022-04-20,12.8712
2022-04-21,12.848
2022-04-22,12.1152
2022-04-23,12.1152
2022-04-24,12.1152
2022-04-25,12.3352
2022-04-26,11.5475
2022-04-27,11.6821
2022-04-28,12.0844
2022-04-29,11.7192
2022-04-30,11.7192
2022-05-01,11.7192
2022-05-02,12.0728
2022-05-03,11.9942
2022-05-04,12.3622
2022-05-05,11.3931
2022-05-06,10.7978
2022-05-07,10.7978
2022-05-08,10.7978
2022-05-09,10.3323
2022-05-10,10.3087
2022-05-11,9.9531
2022-05-12,10.3178
2022-05-13,10.7911
2022-05-14,10.7911
2022-05-15,10.7911
2022-05-16,10.4288
2022-05-17,10.6796
2022-05-18,9.8639
2022-05-19,9.8398
2022-05-20,11.2141
2022-05-21,11.2141
2022-05-22,11.2141
2022-05-23,10.8692
2022-05-24,10.5214
2022-05-25,10.8432
2022-05-26,11.546
2022-05-27,11.7961
2022-05-28,11.7961
2022-05-29,11.7961
2022-05-30,11.7961
2022-05-31,11.6401
2022-06-01,11.2838
2022-06-02,11.8355
2022-06-03,11.7354
2022-06-04,11.7354
2022-06-05,11.7354
2022-06-06,11.9418
2022-06-07,11.8256
2022-06-08,12.0006
2022-06-09,11.9603
2022-06-10,11.707
2022-06-11,11.707
2022-06-12,11.707
2022-06-13,10.8004
2022-06-14,10.8421
2022-06-15,11.1329
2022-06-16,10.3625
2022-06-17,10.7743
2022-06-18,10.7743
2022-06-19,10.7743
2022-06-20,10.7743
2022-06-21,11.1505
2022-06-22,10.9982
2022-06-23,11.2753
2022-06-24,11.8659
2022-06-25,11.8659
2022-06-26,11.8659
2022-06-27,11.6306
2022-06-28,11.3995
2022-06-29,11.2454
2022-06-30,11.3594
2022-07-01,10.8478
2022-07-02,10.8478
2022-07-03,10.8478
2022-07-04,10.8478
2022-07-05,11.712
2022-07-06,11.5874
2022-07-07,12.1666
2022-07-08,12.0411
2022-07-09,12.0411
2022-07-10,12.0411
2022-07-11,11.6607
2022-07-12,11.7632
2022-07-13,12.1072
2022-07-14,11.8394
2022-07-15,12.0967
2022-07-16,12.0967
2022-07-17,12.0967
2022-07-18,12.3443
2022-07-19,12.9987
2022-07-20,13.3418
2022-07-21,13.4328
2022-07-22,13.2076
2022-07-23,13.2076
2022-07-24,13.2076
2022-07-25,13.0744
2022-07-26,12.22
2022-07-27,12.4757
2022-07-28,12.7618
2022-07-29,13.9863
2022-07-30,13.9863
2022-07-31,13.9863
2022-08-01,14.0242
2022-08-02,13.7154
2022-08-03,14.1258
2022-08-04,13.9929
2022-08-05,14.1813
2022-08-06,14.1813
2022-08-07,14.1813
2022-08-08,14.316
2022-08-09,13.9436
2022-08-10,14.6514
2022-08-11,14.7378
2022-08-12,14.9432
2022-08-13,14.9432
2022-08-14,14.9432
2022-08-15,15.1923
2022-08-16,15.3356
2022-08-17,15.1007
2022-08-18,15.1211
2022-08-19,14.6552
2022-08-20,14.6552
2022-08-21,14.6552
2022-08-22,14.7051
2022-08-23,14.6135
2022-08-24,14.5101
2022-08-25,14.9223
2022-08-26,14.7093
2022-08-27,14.7093
2022-08-28,14.7093
2022-08-29,14.6832
2022-08-30,14.5248
2022-08-31,14.3829
2022-09-01,14.3023
2022-09-02,14.1813
2022-09-03,14.1813
2022-09-04,14.1813
2022-09-05,14.1813
2022-09-06,14.5276
2022-09-07,15.2298
2022-09-08,15.6791
2022-09-09,15.67
2022-09-10,15.67
2022-09-11,15.67
2022-09-12,16.0956
2022-09-13,14.9574
2022-09-14,14.9892
2022-09-15,15.2241
2022-09-16,15.1244
2022-09-17,15.1244
2022-09-18,15.1244
2022-09-19,15.3963
2022-09-20,15.1112
2022-09-21,14.7686
2022-09-22,14.3976
2022-09-23,14.3075
2022-09-24,14.3075
2022-09-25,14.3075
2022-09-26,14.0276
2022-09-27,14.2615
2022-09-28,14.7886
2022-09-29,14.4555
2022-09-30,14.4431
2022-10-01,14.4431
2022-10-02,14.4431
2022-10-03,14.9359
2022-10-04,15.46
2022-10-05,15.7918
2022-10-06,15.7638
2022-10-07,15.5008
2022-10-08,15.5008
2022-10-09,15.5008
2022-10-10,15.3256
2022-10-11,15.6257
2022-10-12,15.6684
2022-10-13,15.8948
2022-10-14,15.7928
2022-10-15,15.7928
2022-10-16,15.7928
2022-10-17,16.3757
2022-10-18,16.7436
2022-10-19,16.4341
2022-10-20,16.1137
2022-10-21,16.8486
2022-10-22,16.8486
2022-10-23,16.8486
2022-10-24,16.7697
2022-10-25,17.1291
2022-10-26,16.7598
2022-10-27,16.6895
2022-10-28,15.9974
2022-10-29,15.9974
2022-10-30,15.9974
2022-10-31,16.2148
2022-11-01,16.8343
2022-11-02,16.0572
2022-11-03,16.4701
2022-11-04,16.3503
2022-11-05,16.3503
2022-11-06,16.3503
2022-11-07,15.8061
2022-11-08,15.3894
2022-11-09,15.2175
2022-11-10,16.2129
2022-11-11,15.9449
2022-11-12,15.9449
2022-11-13,15.9449
2022-11-14,15.0522
2022-11-15,16.0486
2022-11-16,16.0358
2022-11-17,16.3176
2022-11-18,17.3808
2022-11-19,17.3808
2022-11-20,17.3808
2022-11-21,16.8589
2022-11-22,17.1312
2022-11-23,17.5408
2022-11-24,17.5408
2022-11-25,17.6545
2022-11-26,17.6545
2022-11-27,17.6545
2022-11-28,17.7634
2022-11-29,18.0111
2022-11-30,18.4927
2022-12-01,18.0916
2022-12-02,18.04
2022-12-03,18.04
2022-12-04,18.04
2022-12-05,17.4613
2022-12-06,17.4248
2022-12-07,17.4968
2022-12-08,17.637
2022-12-09,17.2714
2022-12-10,17.2714
2022-12-11,17.2714
2022-12-12,17.5617
2022-12-13,17.6071
2022-12-14,18.0736
2022-12-15,17.4854
2022-12-16,17.1018
2022-12-17,17.1018
2022-12-18,17.1018
2022-12-19,16.9744
2022-12-20,16.7959
2022-12-21,17.7047
2022-12-22,18.0078
2022-12-23,18.1134
2022-12-24,18.1134
2022-12-25,18.1134
2022-12-26,18.1134
2022-12-27,18.3961
2022-12-28,18.1281
2022-12-29,18.5458
2022-12-30,15.4539
2022-12-31,15.4539
2023-01-01,15.4539
2023-01-02,15.4539
2023-01-03,15.0355
2023-01-04,15.0654
2023-01-05,15.282
2023-01-06,15.3869
2023-01-07,15.3869
2023-01-08,15.3869
2023-01-09,15.7358
2023-01-10,15.7421
2023-01-11,15.93
2023-01-12,16.1938
2023-01-13,16.3708
2023-01-14,16.3708
2023-01-15,16.3708
2023-01-16,16.3708
2023-01-17,16.332
2023-01-18,16.3463
2023-01-19,16.2031
2023-01-20,16.2477
2023-01-21,16.2477
2023-01-22,16.2477
2023-01-23,16.4281
2023-01-24,16.4474
2023-01-25,16.3552
2023-01-26,16.375
2023-01-27,16.6063
2023-01-28,16.6063
2023-01-29,16.6063
2023-01-30,16.3467
2023-01-31,16.6472
2023-02-01,16.6855
2023-02-02,16.388
2023-02-03,16.0943
2023-02-04,16.0943
2023-02-05,16.0943
2023-02-06,16.1015
2023-02-07,16.1598
2023-02-08,16.0406
2023-02-09,16.2937
2023-02-10,16.0305
2023-02-11,16.0305
2023-02-12,16.0305
2023-02-13,16.3104
2023-02-14,16.3998
2023-02-15,16.0708
2023-02-16,15.715
2023-02-17,15.6466
2023-02-18,15.6466
2023-02-19,15.6466
2023-02-20,15.6466
2023-02-21,15.399
2023-02-22,15.5303
2023-02-23,15.5903
2023-02-24,15.4292
2023-02-25,15.4292
2023-02-26,15.4292
2023-02-27,15.6885
2023-02-28,16.1069
2023-03-01,16.075
2023-03-02,16.2953
2023-03-03,16.613
2023-03-04,16.613
2023-03-05,16.613
2023-03-06,16.8275
2023-03-07,16.7393
2023-03-08,16.6995
2023-03-09,16.4116
2023-03-10,15.9378
2023-03-11,15.9378
2023-03-12,15.9378
2023-03-13,15.8291
2023-03-14,16.2601
2023-03-15,15.689
2023-03-16,16.1237
2023-03-17,15.9344
2023-03-18,15.9344
