,TRN US Equity
2023-03-15,23.1564
2023-03-16,23.2536
2023-03-17,23.0228
2023-03-18,23.0228
2023-03-19,23.0228
2023-03-20,23.2584
2023-03-21,23.4528
2023-03-22,23.3896
2023-03-23,23.2196
2023-03-24,23.307
2023-03-25,23.307
2023-03-26,23.307
2023-03-27,23.3848
2023-03-28,23.4309
2023-03-29,23.4763
2023-03-30,23.4715
2023-03-31,22.8897
2023-04-01,22.8897
2023-04-02,22.8897
2023-04-03,22.8967
2023-04-04,22.7545
2023-04-05,22.6939
2023-04-06,22.6566
2023-04-07,22.6566
2023-04-08,22.6566
2023-04-09,22.6566
2023-04-10,22.8361
2023-04-11,22.9107
2023-04-12,22.9316
2023-04-13,22.8221
2023-04-14,22.7382
2023-04-15,22.7382
2023-04-16,22.7382
2023-04-17,22.8501
2023-04-18,22.7662
2023-04-19,22.7988
2023-04-20,22.7918
2023-04-21,22.7918
2023-04-22,22.7918
2023-04-23,22.7918
2023-04-24,22.8128
2023-04-25,22.7592
2023-04-26,22.6217
2023-04-27,22.7499
2023-04-28,22.7941
2023-04-29,22.7941
2023-04-30,22.7941
2023-05-01,22.7662
2023-05-02,22.2628
2023-05-03,22.2837
2023-05-04,22.0367
2023-05-05,22.2301
2023-05-06,22.2301
2023-05-07,22.2301
2023-05-08,22.1812
2023-05-09,22.1253
2023-05-10,22.0926
2023-05-11,22.0903
2023-05-12,22.0437
2023-05-13,22.0437
2023-05-14,22.0437
2023-05-15,22.067
2023-05-16,22.0157
2023-05-17,22.1649
2023-05-18,22.1929
2023-05-19,22.1998
2023-05-20,22.1998
2023-05-21,22.1998
2023-05-22,22.2115
2023-05-23,22.2371
2023-05-24,22.1066
2023-05-25,22.1462
2023-05-26,22.2255
2023-05-27,22.2255
2023-05-28,22.2255
2023-05-29,22.2255
2023-05-30,22.2278
2023-05-31,22.1416
2023-06-01,22.2138
2023-06-02,22.5215
2023-06-03,22.5215
2023-06-04,22.5215
2023-06-05,22.3234
2023-06-06,22.4096
2023-06-07,22.7056
2023-06-08,22.5937
2023-06-09,22.5634
2023-06-10,22.5634
2023-06-11,22.5634
2023-06-12,22.5844
2023-06-13,22.6893
2023-06-14,22.6846
2023-06-15,22.7825
2023-06-16,22.7801
2023-06-17,22.7801
2023-06-18,22.7801
2023-06-19,22.7801
2023-06-20,22.7172
2023-06-21,22.7895
2023-06-22,22.7149
2023-06-23,22.6869
2023-06-24,22.6869
2023-06-25,22.6869
2023-06-26,22.7405
2023-06-27,22.8058
2023-06-28,22.8291
2023-06-29,23.1717
2023-06-30,21.8874
2023-07-01,21.8874
2023-07-02,21.8874
2023-07-03,21.9069
2023-07-04,21.9069
2023-07-05,21.8267
2023-07-06,21.7486
2023-07-07,21.8397
2023-07-08,21.8397
2023-07-09,21.8397
2023-07-10,21.883
2023-07-11,21.9112
2023-07-12,21.8895
2023-07-13,21.8917
2023-07-14,21.8678
2023-07-15,21.8678
2023-07-16,21.8678
2023-07-17,21.8418
2023-07-18,21.8678
2023-07-19,21.9242
2023-07-20,21.9351
2023-07-21,21.8397
2023-07-22,21.8397
2023-07-23,21.8397
2023-07-24,21.8852
2023-07-25,21.8939
2023-07-26,21.9177
2023-07-27,21.883
2023-07-28,21.9047
2023-07-29,21.9047
2023-07-30,21.9047
2023-07-31,21.9979
2023-08-01,21.9073
2023-08-02,22.1894
2023-08-03,22.0342
2023-08-04,21.9358
2023-08-05,21.9358
2023-08-06,21.9358
2023-08-07,22.056
2023-08-08,22.032
2023-08-09,22.0057
2023-08-10,22.0538
2023-08-11,22.0495
2023-08-12,22.0495
2023-08-13,22.0495
2023-08-14,22.0014
2023-08-15,21.8855
2023-08-16,21.8286
2023-08-17,21.8527
2023-08-18,21.8286
2023-08-19,21.8286
2023-08-20,21.8286
2023-08-21,21.7564
2023-08-22,21.7171
2023-08-23,21.8045
2023-08-24,21.7696
2023-08-25,21.7499
2023-08-26,21.7499
2023-08-27,21.7499
2023-08-28,21.7652
2023-08-29,21.8155
2023-08-30,21.7827
2023-08-31,21.7958
2023-09-01,21.9008
2023-09-02,21.9008
2023-09-03,21.9008
2023-09-04,21.9008
2023-09-05,21.5859
2023-09-06,21.5334
2023-09-07,21.4262
2023-09-08,21.4678
2023-09-09,21.4678
2023-09-10,21.4678
2023-09-11,21.5159
2023-09-12,21.5159
2023-09-13,21.47
2023-09-14,21.6383
2023-09-15,21.5662
2023-09-16,21.5662
2023-09-17,21.5662
2023-09-18,21.5662
2023-09-19,21.693
2023-09-20,21.7499
2023-09-21,21.857
2023-09-22,21.8439
2023-09-23,21.8439
2023-09-24,21.8439
2023-09-25,21.8592
2023-09-26,21.6908
2023-09-27,21.7389
2023-09-28,21.7827
2023-09-29,21.0153
2023-09-30,21.0153
2023-10-01,21.0153
2023-10-02,20.8502
2023-10-03,20.7987
2023-10-04,20.3485
2023-10-05,20.3807
2023-10-06,20.4257
2023-10-07,20.4257
2023-10-08,20.4257
2023-10-09,20.505
2023-10-10,20.5608
2023-10-11,20.6358
2023-10-12,20.5115
2023-10-13,20.4922
2023-10-14,20.4922
2023-10-15,20.4922
2023-10-16,20.713
2023-10-17,20.7387
2023-10-18,20.5694
2023-10-19,20.46
2023-10-20,20.4214
2023-10-21,20.4214
2023-10-22,20.4214
2023-10-23,20.3614
2023-10-24,20.3057
2023-10-25,20.1084
2023-10-26,20.222
2023-10-27,20.1449
2023-10-28,20.1449
2023-10-29,20.1449
2023-10-30,20.2542
2023-10-31,20.2606
2023-11-01,20.2328
2023-11-02,20.6733
2023-11-03,20.9414
2023-11-04,20.9414
2023-11-05,20.9414
2023-11-06,20.9264
2023-11-07,20.8406
2023-11-08,20.7462
2023-11-09,20.7441
2023-11-10,20.8041
2023-11-11,20.8041
2023-11-12,20.8041
2023-11-13,20.7956
2023-11-14,21.0014
2023-11-15,21.0936
2023-11-16,21.0336
2023-11-17,21.1387
2023-11-18,21.1387
2023-11-19,21.1387
2023-11-20,21.1236
2023-11-21,21.0636
2023-11-22,21.0786
2023-11-23,21.0786
2023-11-24,21.1001
2023-11-25,21.1001
2023-11-26,21.1001
2023-11-27,21.0786
2023-11-28,20.9907
2023-11-29,21.07
2023-11-30,21.1472
2023-12-01,21.2888
2023-12-02,21.2888
2023-12-03,21.2888
2023-12-04,21.4046
2023-12-05,21.2716
2023-12-06,21.2802
2023-12-07,21.4432
2023-12-08,21.4903
2023-12-09,21.4903
2023-12-10,21.4903
2023-12-11,21.4903
2023-12-12,21.5075
2023-12-13,21.6855
2023-12-14,21.9299
2023-12-15,21.8699
2023-12-16,21.8699
2023-12-17,21.8699
2023-12-18,21.6254
2023-12-19,21.664
2023-12-20,21.3402
2023-12-21,21.4474
2023-12-22,21.4453
2023-12-23,21.4453
2023-12-24,21.4453
2023-12-25,21.4453
2023-12-26,21.4796
2023-12-27,21.4667
2023-12-28,21.5354
2023-12-29,19.4564
2023-12-30,19.4564
2023-12-31,19.4564
2024-01-01,19.4564
2024-01-02,19.4564
2024-01-03,19.363
2024-01-04,19.3318
2024-01-05,19.3864
2024-01-06,19.3864
2024-01-07,19.3864
2024-01-08,19.4428
2024-01-09,19.2481
2024-01-10,19.2189
2024-01-11,19.1333
2024-01-12,19.1157
2024-01-13,19.1157
2024-01-14,19.1157
2024-01-15,19.1157
2024-01-16,19.034
2024-01-17,18.9211
2024-01-18,18.9211
2024-01-19,19.0865
2024-01-20,19.0865
2024-01-21,19.0865
2024-01-22,19.2442
2024-01-23,19.2579
2024-01-24,19.2384
2024-01-25,19.3143
2024-01-26,19.3163
2024-01-27,19.3163
2024-01-28,19.3163
2024-01-29,19.326
2024-01-30,19.3435
2024-01-31,19.1742
2024-02-01,19.2248
2024-02-02,19.2579
2024-02-03,19.2579
2024-02-04,19.2579
2024-02-05,19.2072
2024-02-06,19.3163
2024-02-07,19.2501
2024-02-08,19.3416
2024-02-09,19.4039
2024-02-10,19.4039
2024-02-11,19.4039
2024-02-12,19.4856
2024-02-13,19.2949
2024-02-14,19.4311
2024-02-15,19.5966
2024-02-16,19.4467
2024-02-17,19.4467
2024-02-18,19.4467
2024-02-19,19.4467
2024-02-20,19.4019
2024-02-21,19.4448
2024-02-22,19.2298
2024-02-23,19.0663
2024-02-24,19.0663
2024-02-25,19.0663
2024-02-26,19.0002
2024-02-27,19.0644
2024-02-28,19.0294
2024-02-29,19.2201
2024-03-01,19.1539
2024-03-02,19.1539
2024-03-03,19.1539
2024-03-04,19.0819
2024-03-05,19.1676
2024-03-06,19.2435
2024-03-07,19.3174
2024-03-08,19.3895
2024-03-09,19.3895
2024-03-10,19.3895
2024-03-11,19.3466
2024-03-12,19.3019
2024-03-13,19.3408
2024-03-14,19.2376
2024-03-15,19.3369
2024-03-16,19.3369
2024-03-17,19.3369
2024-03-18,19.3058
2024-03-19,19.3505
2024-03-20,19.4089
2024-03-21,19.4829
2024-03-22,19.4167
2024-03-23,19.4167
2024-03-24,19.4167
2024-03-25,19.5608
2024-03-26,19.6211
2024-03-27,19.7379
2024-03-28,19.7009
2024-03-29,19.7009
2024-03-30,19.7009
2024-03-31,19.7009
2024-04-01,19.5763
2024-04-02,19.5432
2024-04-03,19.6464
2024-04-04,19.5744
2024-04-05,19.7165
2024-04-06,19.7165
2024-04-07,19.7165
2024-04-08,19.7009
