,USNA US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-10,8.2164
2023-03-11,8.2164
2023-03-12,8.2164
2023-03-13,8.1662
2023-03-14,8.4028
2023-03-15,8.2522
2023-03-16,8.7184
2023-03-17,8.4351
2023-03-18,8.4351
2023-03-19,8.4351
2023-03-20,8.5176
2023-03-21,8.4172
2023-03-22,8.3024
2023-03-23,8.3132
2023-03-24,8.4566
2023-03-25,8.4566
2023-03-26,8.4566
2023-03-27,8.6664
2023-03-28,8.722
2023-03-29,8.6556
2023-03-30,8.6574
2023-03-31,9.0555
2023-04-01,9.0555
2023-04-02,9.0555
2023-04-03,9.3924
2023-04-04,9.2877
2023-04-05,9.2649
2023-04-06,9.1849
2023-04-07,9.1849
2023-04-08,9.1849
2023-04-09,9.1849
2023-04-10,9.2173
2023-04-11,9.3143
2023-04-12,9.2287
2023-04-13,9.3638
2023-04-14,9.3086
2023-04-15,9.3086
2023-04-16,9.3086
2023-04-17,9.2934
2023-04-18,9.2592
2023-04-19,9.2611
2023-04-20,9.3733
2023-04-21,9.4742
2023-04-22,9.4742
2023-04-23,9.4742
2023-04-24,9.4038
2023-04-25,9.0004
2023-04-26,10.007
2023-04-27,9.8643
2023-04-28,9.7159
2023-04-29,9.7159
2023-04-30,9.7159
2023-05-01,9.8262
2023-05-02,9.8814
2023-05-03,9.9195
2023-05-04,9.851
2023-05-05,9.8624
2023-05-06,9.8624
2023-05-07,9.8624
2023-05-08,9.7197
2023-05-09,9.5299
2023-05-10,9.4843
2023-05-11,9.5261
2023-05-12,9.5071
2023-05-13,9.5071
2023-05-14,9.5071
2023-05-15,9.5052
2023-05-16,9.2273
2023-05-17,9.1112
2023-05-18,9.2121
2023-05-19,9.3206
2023-05-20,9.3206
2023-05-21,9.3206
2023-05-22,9.115
2023-05-23,9.0179
2023-05-24,8.8999
2023-05-25,8.8676
2023-05-26,9.0332
2023-05-27,9.0332
2023-05-28,9.0332
2023-05-29,9.0332
2023-05-30,8.9551
2023-05-31,8.6335
2023-06-01,8.7458
2023-06-02,9.1797
2023-06-03,9.1797
2023-06-04,9.1797
2023-06-05,8.8771
2023-06-06,9.0446
2023-06-07,9.2749
2023-06-08,9.2064
2023-06-09,9.0693
2023-06-10,9.0693
2023-06-11,9.0693
2023-06-12,8.978
2023-06-13,8.8999
2023-06-14,8.7267
2023-06-15,8.7096
2023-06-16,8.7248
2023-06-17,8.7248
2023-06-18,8.7248
2023-06-19,8.7248
2023-06-20,8.702
2023-06-21,8.584
2023-06-22,8.6125
2023-06-23,8.702
2023-06-24,8.702
2023-06-25,8.702
2023-06-26,8.7286
2023-06-27,8.8371
2023-06-28,8.8847
2023-06-29,8.9989
2023-06-30,9.5034
2023-07-01,9.5034
2023-07-02,9.5034
2023-07-03,9.6054
2023-07-04,9.6054
2023-07-05,9.4533
2023-07-06,9.4373
2023-07-07,9.2912
2023-07-08,9.2912
2023-07-09,9.2912
2023-07-10,9.0911
2023-07-11,9.0491
2023-07-12,9.1531
2023-07-13,9.1712
2023-07-14,9.0831
2023-07-15,9.0831
2023-07-16,9.0831
2023-07-17,9.1611
2023-07-18,9.1531
2023-07-19,9.3193
2023-07-20,9.4814
2023-07-21,9.5094
2023-07-22,9.5094
2023-07-23,9.5094
2023-07-24,9.6535
2023-07-25,9.5734
2023-07-26,10.48
2023-07-27,10.0798
2023-07-28,9.9217
2023-07-29,9.9217
2023-07-30,9.9217
2023-07-31,9.8776
2023-08-01,9.6775
2023-08-02,9.8376
2023-08-03,10.2179
2023-08-04,10.1538
2023-08-05,10.1538
2023-08-06,10.1538
2023-08-07,10.0597
2023-08-08,10.1883
2023-08-09,10.1182
2023-08-10,10.1443
2023-08-11,10.1302
2023-08-12,10.1302
2023-08-13,10.1302
2023-08-14,9.9561
2023-08-15,9.9841
2023-08-16,9.6699
2023-08-17,9.6578
2023-08-18,9.5678
2023-08-19,9.5678
2023-08-20,9.5678
2023-08-21,9.4196
2023-08-22,9.3756
2023-08-23,9.5878
2023-08-24,9.6138
2023-08-25,9.6699
2023-08-26,9.6699
2023-08-27,9.6699
2023-08-28,9.6939
2023-08-29,9.7279
2023-08-30,9.82
2023-08-31,9.7559
2023-09-01,9.842
2023-09-02,9.842
2023-09-03,9.842
2023-09-04,9.842
2023-09-05,9.3416
2023-09-06,9.0053
2023-09-07,8.8892
2023-09-08,8.5809
2023-09-09,8.5809
2023-09-10,8.5809
2023-09-11,8.6089
2023-09-12,8.4848
2023-09-13,8.711
2023-09-14,9.0413
2023-09-15,8.7911
2023-09-16,8.7911
2023-09-17,8.7911
2023-09-18,8.7711
2023-09-19,8.8251
2023-09-20,8.7871
2023-09-21,8.9733
2023-09-22,8.8572
2023-09-23,8.8572
2023-09-24,8.8572
2023-09-25,8.8492
2023-09-26,8.5869
2023-09-27,8.5409
2023-09-28,8.647
2023-09-29,9.0171
2023-09-30,9.0171
2023-10-01,9.0171
2023-10-02,8.901
2023-10-03,8.9643
2023-10-04,8.9538
2023-10-05,8.844
2023-10-06,9.0192
2023-10-07,9.0192
2023-10-08,9.0192
2023-10-09,9.072
2023-10-10,8.9855
2023-10-11,8.6708
2023-10-12,8.3688
2023-10-13,8.2738
2023-10-14,8.2738
2023-10-15,8.2738
2023-10-16,8.5188
2023-10-17,8.6391
2023-10-18,8.7532
2023-10-19,8.6244
2023-10-20,8.4406
2023-10-21,8.4406
2023-10-22,8.4406
2023-10-23,8.1619
2023-10-24,8.3456
2023-10-25,6.2381
2023-10-26,6.3944
2023-10-27,6.1241
2023-10-28,6.1241
2023-10-29,6.1241
2023-10-30,6.3965
2023-10-31,6.2592
2023-11-01,6.0248
2023-11-02,6.1536
2023-11-03,6.4261
2023-11-04,6.4261
2023-11-05,6.4261
2023-11-06,6.4451
2023-11-07,6.2322
2023-11-08,6.1212
2023-11-09,6.0229
2023-11-10,6.115
2023-11-11,6.115
2023-11-12,6.115
2023-11-13,5.9559
2023-11-14,6.3828
2023-11-15,6.3724
2023-11-16,6.2259
2023-11-17,6.2866
2023-11-18,6.2866
2023-11-19,6.2866
2023-11-20,6.318
2023-11-21,6.3808
2023-11-22,6.4812
2023-11-23,6.4812
2023-11-24,6.5105
2023-11-25,6.5105
2023-11-26,6.5105
2023-11-27,6.3828
2023-11-28,6.3389
2023-11-29,6.4142
2023-11-30,6.5314
2023-12-01,6.6989
2023-12-02,6.6989
2023-12-03,6.6989
2023-12-04,6.6947
2023-12-05,6.5419
2023-12-06,6.6193
2023-12-07,6.9668
2023-12-08,7.0275
2023-12-09,7.0275
2023-12-10,7.0275
2023-12-11,6.9793
2023-12-12,7.0547
2023-12-13,7.4607
2023-12-14,7.8458
2023-12-15,7.5758
2023-12-16,7.5758
2023-12-17,7.5758
2023-12-18,7.4126
2023-12-19,7.4712
2023-12-20,7.4858
2023-12-21,7.6846
2023-12-22,7.7035
2023-12-23,7.7035
2023-12-24,7.7035
2023-12-25,7.7035
2023-12-26,7.8102
2023-12-27,7.9358
2023-12-28,7.9525
2023-12-29,7.6086
2023-12-30,7.6086
2023-12-31,7.6086
2024-01-01,7.6086
2024-01-02,7.7833
2024-01-03,7.2921
2024-01-04,7.1729
2024-01-05,6.9941
2024-01-06,6.9941
2024-01-07,6.9941
2024-01-08,7.0804
2024-01-09,6.9715
2024-01-10,7.0845
2024-01-11,7.0187
2024-01-12,6.9756
2024-01-13,6.9756
2024-01-14,6.9756
2024-01-15,6.9756
2024-01-16,6.6385
2024-01-17,6.4227
2024-01-18,6.361
2024-01-19,6.3487
2024-01-20,6.3487
2024-01-21,6.3487
2024-01-22,6.5378
2024-01-23,6.4761
2024-01-24,6.3959
2024-01-25,6.6261
2024-01-26,6.5707
2024-01-27,6.5707
2024-01-28,6.5707
2024-01-29,6.4802
2024-01-30,6.4001
2024-01-31,6.2151
2024-02-01,6.546
2024-02-02,6.2993
2024-02-03,6.2993
2024-02-04,6.2993
2024-02-05,6.1349
2024-02-06,6.4165
2024-02-07,6.8091
2024-02-08,7.0434
2024-02-09,7.0516
2024-02-10,7.0516
2024-02-11,7.0516
2024-02-12,7.3538
2024-02-13,6.6775
2024-02-14,6.6755
2024-02-15,6.8009
2024-02-16,6.7454
2024-02-17,6.7454
2024-02-18,6.7454
2024-02-19,6.7454
2024-02-20,6.659
2024-02-21,6.7248
2024-02-22,6.5378
2024-02-23,6.6159
2024-02-24,6.6159
2024-02-25,6.6159
2024-02-26,6.5624
2024-02-27,6.5416
2024-02-28,6.5271
2024-02-29,6.5684
2024-03-01,6.5809
2024-03-02,6.5809
2024-03-03,6.5809
2024-03-04,6.6181
2024-03-05,6.2584
2024-03-06,6.4279
2024-03-07,6.6305
2024-03-08,6.6346
2024-03-09,6.6346
2024-03-10,6.6346
2024-03-11,6.7214
2024-03-12,6.6635
2024-03-13,6.9447
2024-03-14,6.7214
2024-03-15,6.9509
2024-03-16,6.9509
2024-03-17,6.9509
2024-03-18,6.7008
2024-03-19,6.5436
2024-03-20,6.6367
2024-03-21,6.6367
2024-03-22,6.4796
2024-03-23,6.4796
2024-03-24,6.4796
2024-03-25,6.5147
2024-03-26,6.4175
2024-03-27,6.5705
2024-03-28,6.6181
2024-03-29,6.6181
2024-03-30,6.6181
2024-03-31,6.6181
2024-04-01,6.5064
2024-04-02,6.2335
2024-04-03,5.9855
2024-04-04,6.064
2024-04-05,6.095
2024-04-06,6.095
2024-04-07,6.095
2024-04-08,6.2501
