,TAP US Equity
2023-04-01,204.0225
2023-04-02,204.0225
2023-04-03,205.0533
2023-04-04,204.6316
2023-04-05,205.5172
2023-04-06,204.0789
2023-04-07,204.0789
2023-04-08,204.0789
2023-04-09,204.0789
2023-04-10,206.4231
2023-04-11,208.5329
2023-04-12,209.0591
2023-04-13,214.0656
2023-04-14,213.8798
2023-04-15,213.8798
2023-04-16,213.8798
2023-04-17,216.0365
2023-04-18,216.8336
2023-04-19,216.2594
2023-04-20,217.0081
2023-04-21,218.2936
2023-04-22,218.2936
2023-04-23,218.2936
2023-04-24,218.2233
2023-04-25,219.2079
2023-04-26,220.2953
2023-04-27,220.2015
2023-04-28,221.1158
2023-04-29,221.1158
2023-04-30,221.1158
2023-05-01,223.755
2023-05-02,235.0885
2023-05-03,234.8718
2023-05-04,234.989
2023-05-05,234.396
2023-05-06,234.396
2023-05-07,234.396
2023-05-08,233.4113
2023-05-09,233.5285
2023-05-10,233.341
2023-05-11,232.3094
2023-05-12,232.8955
2023-05-13,232.8955
2023-05-14,232.8955
2023-05-15,231.606
2023-05-16,230.4106
2023-05-17,227.9253
2023-05-18,227.0562
2023-05-19,228.7678
2023-05-20,228.7678
2023-05-21,228.7678
2023-05-22,228.3927
2023-05-23,226.4467
2023-05-24,224.782
2023-05-25,224.1848
2023-05-26,223.9738
2023-05-27,223.9738
2023-05-28,223.9738
2023-05-29,223.9738
2023-05-30,223.4111
2023-05-31,226.8107
2023-06-01,227.9361
2023-06-02,231.5468
2023-06-03,231.5468
2023-06-04,231.5468
2023-06-05,231.4062
2023-06-06,235.0854
2023-06-07,237.4535
2023-06-08,238.0396
2023-06-09,238.1803
2023-06-10,238.1803
2023-06-11,238.1803
2023-06-12,239.6808
2023-06-13,241.2048
2023-06-14,240.5014
2023-06-15,238.5085
2023-06-16,237.7583
2023-06-17,237.7583
2023-06-18,237.7583
2023-06-19,237.7583
2023-06-20,238.5085
2023-06-21,238.3678
2023-06-22,238.2037
2023-06-23,237.5238
2023-06-24,237.5238
2023-06-25,237.5238
2023-06-26,236.3281
2023-06-27,236.6563
2023-06-28,236.2812
2023-06-29,236.2108
2023-06-30,44.0034
2023-07-01,44.0034
2023-07-02,44.0034
2023-07-03,44.4036
2023-07-04,44.4036
2023-07-05,44.3513
2023-07-06,44.105
2023-07-07,44.0288
2023-07-08,44.0288
2023-07-09,44.0288
2023-07-10,43.8542
2023-07-11,43.3661
2023-07-12,44.0602
2023-07-13,44.3781
2023-07-14,44.6379
2023-07-15,44.6379
2023-07-16,44.6379
2023-07-17,44.9558
2023-07-18,44.9155
2023-07-19,45.4887
2023-07-20,45.8828
2023-07-21,45.8336
2023-07-22,45.8336
2023-07-23,45.8336
2023-07-24,45.8507
2023-07-25,46.2179
2023-07-26,46.1373
2023-07-27,45.5865
2023-07-28,46.1642
2023-07-29,46.1642
2023-07-30,46.1642
2023-07-31,45.8149
2023-08-01,44.3987
2023-08-02,44.762
2023-08-03,43.7762
2023-08-04,43.8614
2023-08-05,43.8614
2023-08-06,43.8614
2023-08-07,43.7313
2023-08-08,43.6503
2023-08-09,43.5427
2023-08-10,43.4126
2023-08-11,43.3678
2023-08-12,43.3678
2023-08-13,43.3678
2023-08-14,43.4844
2023-08-15,43.1122
2023-08-16,42.5741
2023-08-17,42.4485
2023-08-18,42.8342
2023-08-19,42.8342
2023-08-20,42.8342
2023-08-21,42.7221
2023-08-22,42.5786
2023-08-23,42.7355
2023-08-24,42.6145
2023-08-25,42.7535
2023-08-26,42.7535
2023-08-27,42.7535
2023-08-28,42.7714
2023-08-29,42.9463
2023-08-30,42.8566
2023-08-31,43.0404
2023-09-01,42.7804
2023-09-02,42.7804
2023-09-03,42.7804
2023-09-04,42.7804
2023-09-05,42.4979
2023-09-06,42.2608
2023-09-07,42.7271
2023-09-08,42.9827
2023-09-09,42.9827
2023-09-10,42.9827
2023-09-11,43.4939
2023-09-12,43.1845
2023-09-13,42.7989
2023-09-14,43.0787
2023-09-15,42.989
2023-09-16,42.989
2023-09-17,42.989
2023-09-18,43.3612
2023-09-19,43.1056
2023-09-20,43.5181
2023-09-21,43.2491
2023-09-22,42.9019
2023-09-23,42.9019
2023-09-24,42.9019
2023-09-25,42.6956
2023-09-26,42.7405
2023-09-27,42.458
2023-09-28,42.5476
2023-09-29,27.068
2023-09-30,27.068
2023-10-01,27.068
2023-10-02,26.7875
2023-10-03,26.6187
2023-10-04,26.9077
2023-10-05,25.7305
2023-10-06,25.7705
2023-10-07,25.7705
2023-10-08,25.7705
2023-10-09,25.7505
2023-10-10,26.0452
2023-10-11,26.0138
2023-10-12,25.4443
2023-10-13,25.6131
2023-10-14,25.6131
2023-10-15,25.6131
2023-10-16,25.7877
2023-10-17,25.7474
2023-10-18,25.7875
2023-10-19,25.5185
2023-10-20,25.6266
2023-10-21,25.6266
2023-10-22,25.6266
2023-10-23,25.3261
2023-10-24,25.5214
2023-10-25,25.3411
2023-10-26,25.4326
2023-10-27,25.0749
2023-10-28,25.0749
2023-10-29,25.0749
2023-10-30,25.1579
2023-10-31,25.3668
2023-11-01,25.4899
2023-11-02,25.384
2023-11-03,25.6848
2023-11-04,25.6848
2023-11-05,25.6848
2023-11-06,25.7905
2023-11-07,25.7076
2023-11-08,25.6733
2023-11-09,25.4418
2023-11-10,25.6676
2023-11-11,25.6676
2023-11-12,25.6676
2023-11-13,25.5362
2023-11-14,25.8877
2023-11-15,25.882
2023-11-16,25.6733
2023-11-17,25.7848
2023-11-18,25.7848
2023-11-19,25.7848
2023-11-20,25.6762
2023-11-21,25.8505
2023-11-22,25.962
2023-11-23,25.962
2023-11-24,25.9591
2023-11-25,25.9591
2023-11-26,25.9591
2023-11-27,26.0306
2023-11-28,26.042
2023-11-29,25.9906
2023-11-30,26.4021
2023-12-01,26.5136
2023-12-02,26.5136
2023-12-03,26.5136
2023-12-04,26.6136
2023-12-05,26.545
2023-12-06,26.505
2023-12-07,26.5707
2023-12-08,26.6222
2023-12-09,26.6222
2023-12-10,26.6222
2023-12-11,26.7822
2023-12-12,26.948
2023-12-13,27.1737
2023-12-14,26.843
2023-12-15,26.4857
2023-12-16,26.4857
2023-12-17,26.4857
2023-12-18,26.5229
2023-12-19,26.6372
2023-12-20,26.3314
2023-12-21,26.2685
2023-12-22,26.36
2023-12-23,26.36
2023-12-24,26.36
2023-12-25,26.36
2023-12-26,26.3028
2023-12-27,26.2914
2023-12-28,26.3286
2023-12-29,13.2656
2023-12-30,13.2656
2023-12-31,13.2656
2024-01-01,13.2656
2024-01-02,13.3896
2024-01-03,13.3853
2024-01-04,13.28
2024-01-05,13.3088
2024-01-06,13.3088
2024-01-07,13.3088
2024-01-08,13.4228
2024-01-09,13.4949
2024-01-10,13.6045
2024-01-11,13.6247
2024-01-12,13.5526
2024-01-13,13.5526
2024-01-14,13.5526
2024-01-15,13.5526
2024-01-16,13.5497
2024-01-17,13.5535
2024-01-18,13.4915
2024-01-19,13.4425
2024-01-20,13.4425
2024-01-21,13.4425
2024-01-22,13.4771
2024-01-23,13.4511
2024-01-24,13.2464
2024-01-25,13.5017
2024-01-26,13.4769
2024-01-27,13.4769
2024-01-28,13.4769
2024-01-29,13.5707
2024-01-30,13.4957
2024-01-31,13.3399
2024-02-01,13.5409
2024-02-02,13.3909
2024-02-03,13.3909
2024-02-04,13.3909
2024-02-05,13.2769
2024-02-06,13.2784
2024-02-07,13.0294
2024-02-08,13.1059
2024-02-09,13.1015
2024-02-10,13.1015
2024-02-11,13.1015
2024-02-12,13.3727
2024-02-13,13.152
2024-02-14,13.1734
2024-02-15,13.2721
2024-02-16,13.2835
2024-02-17,13.2835
2024-02-18,13.2835
2024-02-19,13.2835
2024-02-20,13.3345
2024-02-21,13.299
2024-02-22,13.326
2024-02-23,13.3018
2024-02-24,13.3018
2024-02-25,13.3018
2024-02-26,13.3374
2024-02-27,13.3402
2024-02-28,13.3587
2024-02-29,13.2919
2024-03-01,13.2507
2024-03-02,13.2507
2024-03-03,13.2507
2024-03-04,13.2805
2024-03-05,13.3799
2024-03-06,13.3431
2024-03-07,13.5208
2024-03-08,13.5975
2024-03-09,13.5975
2024-03-10,13.5975
2024-03-11,13.7951
2024-03-12,13.7411
2024-03-13,13.8321
2024-03-14,13.7923
2024-03-15,14.0112
2024-03-16,14.0112
2024-03-17,14.0112
2024-03-18,14.0398
2024-03-19,14.118
2024-03-20,13.9531
2024-03-21,13.9858
2024-03-22,13.9986
2024-03-23,13.9986
2024-03-24,13.9986
2024-03-25,14.0711
2024-03-26,13.9598
2024-03-27,14.0224
2024-03-28,14.0096
2024-03-29,14.0096
2024-03-30,14.0096
2024-03-31,14.0096
2024-04-01,14.021
2024-04-02,14.1432
2024-04-03,14.1361
2024-04-04,14.0069
2024-04-05,14.0026
2024-04-06,14.0026
2024-04-07,14.0026
2024-04-08,13.9005
