,TRS US Equity
2023-03-15,14.9114
2023-03-16,14.9993
2023-03-17,14.5932
2023-03-18,14.5932
2023-03-19,14.5932
2023-03-20,14.6057
2023-03-21,14.8821
2023-03-22,14.6183
2023-03-23,14.5262
2023-03-24,14.6727
2023-03-25,14.6727
2023-03-26,14.6727
2023-03-27,14.7355
2023-03-28,14.7858
2023-03-29,14.8067
2023-03-30,14.836
2023-03-31,17.79
2023-04-01,17.79
2023-04-02,17.79
2023-04-03,17.8376
2023-04-04,17.4234
2023-04-05,17.39
2023-04-06,17.3234
2023-04-07,17.3234
2023-04-08,17.3234
2023-04-09,17.3234
2023-04-10,17.3377
2023-04-11,17.4281
2023-04-12,17.3758
2023-04-13,17.4329
2023-04-14,17.4091
2023-04-15,17.4091
2023-04-16,17.4091
2023-04-17,17.5138
2023-04-18,17.5424
2023-04-19,17.4805
2023-04-20,17.4424
2023-04-21,17.3615
2023-04-22,17.3615
2023-04-23,17.3615
2023-04-24,17.2615
2023-04-25,16.9758
2023-04-26,16.5712
2023-04-27,16.5671
2023-04-28,16.629
2023-04-29,16.629
2023-04-30,16.629
2023-05-01,16.9481
2023-05-02,16.7814
2023-05-03,16.7529
2023-05-04,16.4575
2023-05-05,16.6004
2023-05-06,16.6004
2023-05-07,16.6004
2023-05-08,16.6624
2023-05-09,16.5385
2023-05-10,16.5195
2023-05-11,16.71
2023-05-12,16.6147
2023-05-13,16.6147
2023-05-14,16.6147
2023-05-15,16.729
2023-05-16,16.5909
2023-05-17,16.6385
2023-05-18,16.7148
2023-05-19,16.6338
2023-05-20,16.6338
2023-05-21,16.6338
2023-05-22,17.0291
2023-05-23,17.0196
2023-05-24,16.9243
2023-05-25,16.6671
2023-05-26,16.729
2023-05-27,16.729
2023-05-28,16.729
2023-05-29,16.729
2023-05-30,16.791
2023-05-31,16.5814
2023-06-01,16.6814
2023-06-02,17.2482
2023-06-03,17.2482
2023-06-04,17.2482
2023-06-05,17.1958
2023-06-06,17.6388
2023-06-07,18.2294
2023-06-08,17.9579
2023-06-09,17.7198
2023-06-10,17.7198
2023-06-11,17.7198
2023-06-12,17.6245
2023-06-13,17.6817
2023-06-14,17.5388
2023-06-15,17.5483
2023-06-16,17.3768
2023-06-17,17.3768
2023-06-18,17.3768
2023-06-19,17.3768
2023-06-20,17.1101
2023-06-21,16.8958
2023-06-22,16.972
2023-06-23,16.7814
2023-06-24,16.7814
2023-06-25,16.7814
2023-06-26,16.9672
2023-06-27,17.1958
2023-06-28,17.2578
2023-06-29,17.6055
2023-06-30,20.2382
2023-07-01,20.2382
2023-07-02,20.2382
2023-07-03,20.4368
2023-07-04,20.4368
2023-07-05,20.2596
2023-07-06,20.1093
2023-07-07,20.2382
2023-07-08,20.2382
2023-07-09,20.2382
2023-07-10,20.1523
2023-07-11,19.9322
2023-07-12,20.3187
2023-07-13,20.2221
2023-07-14,20.2757
2023-07-15,20.2757
2023-07-16,20.2757
2023-07-17,20.265
2023-07-18,20.3509
2023-07-19,20.3992
2023-07-20,20.4368
2023-07-21,20.3401
2023-07-22,20.3401
2023-07-23,20.3401
2023-07-24,20.4958
2023-07-25,20.7481
2023-07-26,20.4529
2023-07-27,20.0845
2023-07-28,20.122
2023-07-29,20.122
2023-07-30,20.122
2023-07-31,19.2861
2023-08-01,19.3396
2023-08-02,19.6129
2023-08-03,19.3236
2023-08-04,19.2486
2023-08-05,19.2486
2023-08-06,19.2486
2023-08-07,19.1682
2023-08-08,19.1467
2023-08-09,19.2271
2023-08-10,19.3236
2023-08-11,19.5968
2023-08-12,19.5968
2023-08-13,19.5968
2023-08-14,19.5111
2023-08-15,19.4147
2023-08-16,19.2432
2023-08-17,19.2593
2023-08-18,19.1789
2023-08-19,19.1789
2023-08-20,19.1789
2023-08-21,19.1146
2023-08-22,19.1682
2023-08-23,19.2861
2023-08-24,19.27
2023-08-25,19.2432
2023-08-26,19.2432
2023-08-27,19.2432
2023-08-28,19.3504
2023-08-29,19.4843
2023-08-30,19.479
2023-08-31,19.5218
2023-09-01,19.6665
2023-09-02,19.6665
2023-09-03,19.6665
2023-09-04,19.6665
2023-09-05,18.986
2023-09-06,18.7824
2023-09-07,18.5466
2023-09-08,18.5037
2023-09-09,18.5037
2023-09-10,18.5037
2023-09-11,18.4448
2023-09-12,18.4555
2023-09-13,18.4287
2023-09-14,18.7877
2023-09-15,18.8199
2023-09-16,18.8199
2023-09-17,18.8199
2023-09-18,18.8038
2023-09-19,18.6538
2023-09-20,18.552
2023-09-21,18.6109
2023-09-22,18.4234
2023-09-23,18.4234
2023-09-24,18.4234
2023-09-25,18.6216
2023-09-26,18.4502
2023-09-27,18.7127
2023-09-28,18.7609
2023-09-29,17.9347
2023-09-30,17.9347
2023-10-01,17.9347
2023-10-02,17.8778
2023-10-03,17.6502
2023-10-04,17.5933
2023-10-05,17.5623
2023-10-06,17.5675
2023-10-07,17.5675
2023-10-08,17.5675
2023-10-09,17.6606
2023-10-10,17.6399
2023-10-11,17.7433
2023-10-12,17.7485
2023-10-13,17.5985
2023-10-14,17.5985
2023-10-15,17.5985
2023-10-16,17.5933
2023-10-17,17.8468
2023-10-18,17.7175
2023-10-19,17.5416
2023-10-20,17.2675
2023-10-21,17.2675
2023-10-22,17.2675
2023-10-23,17.0606
2023-10-24,17.0657
2023-10-25,16.9623
2023-10-26,17.1349
2023-10-27,17.3883
2023-10-28,17.3883
2023-10-29,17.3883
2023-10-30,17.6261
2023-10-31,17.6468
2023-11-01,17.4555
2023-11-02,17.5899
2023-11-03,17.8537
2023-11-04,17.8537
2023-11-05,17.8537
2023-11-06,17.8485
2023-11-07,17.6727
2023-11-08,17.4762
2023-11-09,17.1659
2023-11-10,17.3831
2023-11-11,17.3831
2023-11-12,17.3831
2023-11-13,17.3055
2023-11-14,18.0036
2023-11-15,17.8795
2023-11-16,17.6934
2023-11-17,17.8847
2023-11-18,17.8847
2023-11-19,17.8847
2023-11-20,17.7089
2023-11-21,17.5589
2023-11-22,17.6727
2023-11-23,17.6727
2023-11-24,17.8226
2023-11-25,17.8226
2023-11-26,17.8226
2023-11-27,17.7089
2023-11-28,17.7451
2023-11-29,17.895
2023-11-30,18.3811
2023-12-01,18.5724
2023-12-02,18.5724
2023-12-03,18.5724
2023-12-04,18.5207
2023-12-05,18.2725
2023-12-06,18.1639
2023-12-07,18.1122
2023-12-08,18.3863
2023-12-09,18.3863
2023-12-10,18.3863
2023-12-11,18.5362
2023-12-12,18.6034
2023-12-13,19.0223
2023-12-14,19.0378
2023-12-15,18.7379
2023-12-16,18.7379
2023-12-17,18.7379
2023-12-18,18.6707
2023-12-19,18.7172
2023-12-20,18.5
2023-12-21,18.5362
2023-12-22,18.6241
2023-12-23,18.6241
2023-12-24,18.6241
2023-12-25,18.6241
2023-12-26,18.7689
2023-12-27,18.7069
2023-12-28,18.3656
2023-12-29,22.2706
2023-12-30,22.2706
2023-12-31,22.2706
2024-01-01,22.2706
2024-01-02,22.5111
2024-01-03,22.0301
2024-01-04,22.0048
2024-01-05,22.0364
2024-01-06,22.0364
2024-01-07,22.0364
2024-01-08,22.0364
2024-01-09,21.777
2024-01-10,21.7896
2024-01-11,21.682
2024-01-12,21.6314
2024-01-13,21.6314
2024-01-14,21.6314
2024-01-15,21.6314
2024-01-16,21.4226
2024-01-17,21.5871
2024-01-18,21.7706
2024-01-19,21.9795
2024-01-20,21.9795
2024-01-21,21.9795
2024-01-22,22.1377
2024-01-23,22.0364
2024-01-24,21.8782
2024-01-25,21.9288
2024-01-26,22.182
2024-01-27,22.182
2024-01-28,22.182
2024-01-29,22.2453
2024-01-30,22.3275
2024-01-31,21.8592
2024-02-01,21.8339
2024-02-02,21.9985
2024-02-03,21.9985
2024-02-04,21.9985
2024-02-05,21.7137
2024-02-06,21.682
2024-02-07,21.5048
2024-02-08,21.682
2024-02-09,22.0617
2024-02-10,22.0617
2024-02-11,22.0617
2024-02-12,22.2832
2024-02-13,21.5618
2024-02-14,21.8972
2024-02-15,22.2959
2024-02-16,22.201
2024-02-17,22.201
2024-02-18,22.201
2024-02-19,22.201
2024-02-20,22.2389
2024-02-21,22.4604
2024-02-22,22.4668
2024-02-23,22.5933
2024-02-24,22.5933
2024-02-25,22.5933
2024-02-26,22.4794
2024-02-27,22.5174
2024-02-28,22.4858
2024-02-29,20.9737
2024-03-01,20.9612
2024-03-02,20.9612
2024-03-03,20.9612
2024-03-04,20.9361
2024-03-05,21.3687
2024-03-06,21.7323
2024-03-07,21.6759
2024-03-08,21.7574
2024-03-09,21.7574
2024-03-10,21.7574
2024-03-11,21.7323
2024-03-12,21.7699
2024-03-13,21.8264
2024-03-14,21.6508
2024-03-15,21.864
2024-03-16,21.864
2024-03-17,21.864
2024-03-18,21.8452
2024-03-19,22.1461
2024-03-20,22.3844
2024-03-21,22.5097
2024-03-22,22.3718
2024-03-23,22.3718
2024-03-24,22.3718
2024-03-25,22.5286
2024-03-26,22.5411
2024-03-27,22.842
2024-03-28,22.9988
2024-03-29,22.9988
2024-03-30,22.9988
2024-03-31,22.9988
2024-04-01,22.8078
2024-04-02,22.7392
2024-04-03,22.7891
2024-04-04,22.6956
2024-04-05,22.7205
2024-04-06,22.7205
2024-04-07,22.7205
2024-04-08,22.5147
