,CTXS US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,27.7027
2020-01-02,27.8897
2020-01-03,27.9261
2020-01-04,27.9261
2020-01-05,27.9261
2020-01-06,28.2152
2020-01-07,28.0694
2020-01-08,28.3973
2020-01-09,28.4678
2020-01-10,28.3925
2020-01-11,28.3925
2020-01-12,28.3925
2020-01-13,28.7325
2020-01-14,28.6888
2020-01-15,28.7738
2020-01-16,29.1552
2020-01-17,29.2378
2020-01-18,29.2378
2020-01-19,29.2378
2020-01-20,29.2378
2020-01-21,29.3908
2020-01-22,29.726
2020-01-23,31.9727
2020-01-24,31.9193
2020-01-25,31.9193
2020-01-26,31.9193
2020-01-27,31.589
2020-01-28,31.2611
2020-01-29,30.6441
2020-01-30,30.53
2020-01-31,30.2093
2020-02-01,30.2093
2020-02-02,30.2093
2020-02-03,30.5615
2020-02-04,30.7607
2020-02-05,30.581
2020-02-06,30.4547
2020-02-07,30.1753
2020-02-08,30.1753
2020-02-09,30.1753
2020-02-10,30.3551
2020-02-11,30.3065
2020-02-12,30.4085
2020-02-13,30.6417
2020-02-14,28.6166
2020-02-15,28.6166
2020-02-16,28.6166
2020-02-17,28.6166
2020-02-18,28.9544
2020-02-19,28.6668
2020-02-20,28.0552
2020-02-21,27.2586
2020-02-22,27.2586
2020-02-23,27.2586
2020-02-24,26.3138
2020-02-25,25.5629
2020-02-26,25.1407
2020-02-27,24.2666
2020-02-28,24.3624
2020-02-29,24.3624
2020-03-01,24.3624
2020-03-02,25.5926
2020-03-03,25.0494
2020-03-04,25.9007
2020-03-05,27.3454
2020-03-06,27.6763
2020-03-07,27.6763
2020-03-08,27.6763
2020-03-09,27.229
2020-03-10,26.962
2020-03-11,26.9665
2020-03-12,24.7436
2020-03-13,26.7086
2020-03-14,26.7086
2020-03-15,26.7086
2020-03-16,26.0399
2020-03-17,29.8559
2020-03-18,30.5497
2020-03-19,29.3652
2020-03-20,28.0004
2020-03-21,28.0004
2020-03-22,28.0004
2020-03-23,28.5185
2020-03-24,28.6098
2020-03-25,29.6733
2020-03-26,32.2181
2020-03-27,32.727
2020-03-28,32.727
2020-03-29,32.727
2020-03-30,34.0667
2020-03-31,30.4986
2020-04-01,30.0189
2020-04-02,30.6916
2020-04-03,30.4548
2020-04-04,30.4548
2020-04-05,30.4548
2020-04-06,31.6111
2020-04-07,31.3444
2020-04-08,31.5474
2020-04-09,30.0707
2020-04-10,30.0707
2020-04-11,30.0707
2020-04-12,30.0707
2020-04-13,30.1881
2020-04-14,30.9384
2020-04-15,31.2031
2020-04-16,32.5592
2020-04-17,32.5291
2020-04-18,32.5291
2020-04-19,32.5291
2020-04-20,32.5813
2020-04-21,31.7721
2020-04-22,32.7861
2020-04-23,30.7521
2020-04-24,31.6516
2020-04-25,31.6516
2020-04-26,31.6516
2020-04-27,31.9408
2020-04-28,30.6778
2020-04-29,30.4349
2020-04-30,31.4448
2020-05-01,30.9569
2020-05-02,30.9569
2020-05-03,30.9569
2020-05-04,31.7079
2020-05-05,31.7601
2020-05-06,31.989
2020-05-07,32.5833
2020-05-08,32.6436
2020-05-09,32.6436
2020-05-10,32.6436
2020-05-11,33.254
2020-05-12,31.8123
2020-05-13,31.746
2020-05-14,31.6557
2020-05-15,31.7882
2020-05-16,31.7882
2020-05-17,31.7882
2020-05-18,30.4168
2020-05-19,29.8706
2020-05-20,29.9248
2020-05-21,29.7823
2020-05-22,29.8445
2020-05-23,29.8445
2020-05-24,29.8445
2020-05-25,29.8445
2020-05-26,30.228
2020-05-27,30.2802
2020-05-28,30.6778
2020-05-29,32.0693
2020-05-30,32.0693
2020-05-31,32.0693
2020-06-01,31.7741
2020-06-02,31.2159
2020-06-03,30.3525
2020-06-04,30.4248
2020-06-05,30.2682
2020-06-06,30.2682
2020-06-07,30.2682
2020-06-08,30.4168
2020-06-09,30.483
2020-06-10,30.714
2020-06-11,30.0132
2020-06-12,30.5875
2020-06-13,30.5875
2020-06-14,30.5875
2020-06-15,31.0874
2020-06-16,31.5352
2020-06-17,31.5171
2020-06-18,31.7902
2020-06-19,31.3625
2020-06-20,31.3625
2020-06-21,31.3625
2020-06-22,31.4107
2020-06-23,30.985
2020-06-24,30.8746
