,TGT US Equity
2020-07-24,18.4822
2020-07-25,18.4822
2020-07-26,18.4822
2020-07-27,18.3544
2020-07-28,18.4296
2020-07-29,18.4784
2020-07-30,18.5912
2020-07-31,14.5322
2020-08-01,14.5322
2020-08-02,14.5322
2020-08-03,14.7295
2020-08-04,14.9922
2020-08-05,14.8835
2020-08-06,14.8472
2020-08-07,15.123
2020-08-08,15.123
2020-08-09,15.123
2020-08-10,15.2428
2020-08-11,15.12
2020-08-12,15.4098
2020-08-13,15.431
2020-08-14,15.6041
2020-08-15,15.6041
2020-08-16,15.6041
2020-08-17,15.7762
2020-08-18,15.6413
2020-08-19,17.3919
2020-08-20,17.1925
2020-08-21,17.3325
2020-08-22,17.3325
2020-08-23,17.3325
2020-08-24,17.2932
2020-08-25,17.254
2020-08-26,17.2399
2020-08-27,16.9982
2020-08-28,17.0636
2020-08-29,17.0636
2020-08-30,17.0636
2020-08-31,17.0999
2020-09-01,17.0334
2020-09-02,16.9619
2020-09-03,16.5779
2020-09-04,16.6989
2020-09-05,16.6989
2020-09-06,16.6989
2020-09-07,16.6989
2020-09-08,16.3734
2020-09-09,16.7311
2020-09-10,16.579
2020-09-11,16.7412
2020-09-12,16.7412
2020-09-13,16.7412
2020-09-14,16.8208
2020-09-15,16.8843
2020-09-16,16.7754
2020-09-17,16.7372
2020-09-18,16.8591
2020-09-19,16.8591
2020-09-20,16.8591
2020-09-21,16.9639
2020-09-22,17.3891
2020-09-23,17.0798
2020-09-24,17.1795
2020-09-25,17.4163
2020-09-26,17.4163
2020-09-27,17.4163
2020-09-28,17.629
2020-09-29,17.6773
2020-09-30,17.7257
2020-10-01,17.8446
2020-10-02,17.895
2020-10-03,17.895
2020-10-04,17.895
2020-10-05,18.1358
2020-10-06,17.8255
2020-10-07,18.0542
2020-10-08,18.1731
2020-10-09,18.3595
2020-10-10,18.3595
2020-10-11,18.3595
2020-10-12,18.4462
2020-10-13,18.554
2020-10-14,18.3857
2020-10-15,18.5359
2020-10-16,18.4815
2020-10-17,18.4815
2020-10-18,18.4815
2020-10-19,18.3938
2020-10-20,18.4764
2020-10-21,18.3172
2020-10-22,17.9454
2020-10-23,18.0089
2020-10-24,18.0089
2020-10-25,18.0089
2020-10-26,17.7811
2020-10-27,17.6864
2020-10-28,17.503
2020-10-29,17.4063
2020-10-30,14.4432
2020-10-31,14.4432
2020-11-01,14.4432
2020-11-02,14.6272
2020-11-03,14.8258
2020-11-04,14.8164
2020-11-05,14.987
2020-11-06,15.2304
2020-11-07,15.2304
2020-11-08,15.2304
2020-11-09,14.6714
2020-11-10,14.9394
2020-11-11,15.0769
2020-11-12,15.0633
2020-11-13,15.3475
2020-11-14,15.3475
2020-11-15,15.3475
2020-11-16,15.5426
2020-11-17,15.3611
2020-11-18,15.6882
2020-11-19,16.0717
2020-11-20,16.1515
2020-11-21,16.1515
2020-11-22,16.1515
2020-11-23,16.597
2020-11-24,16.6225
2020-11-25,16.7894
2020-11-26,16.7894
2020-11-27,16.7851
2020-11-28,16.7851
2020-11-29,16.7851
2020-11-30,16.7648
2020-12-01,16.724
2020-12-02,16.5
2020-12-03,16.3735
2020-12-04,16.3829
2020-12-05,16.3829
2020-12-06,16.3829
2020-12-07,16.203
2020-12-08,16.1868
2020-12-09,16.3014
2020-12-10,16.1597
2020-12-11,16.1011
2020-12-12,16.1011
2020-12-13,16.1011
2020-12-14,16.04
2020-12-15,16.0757
2020-12-16,16.0994
2020-12-17,16.0612
2020-12-18,15.9917
2020-12-19,15.9917
2020-12-20,15.9917
2020-12-21,16.1054
2020-12-22,16.1554
2020-12-23,16.3727
2020-12-24,16.3964
2020-12-25,16.3964
2020-12-26,16.3964
2020-12-27,16.3964
2020-12-28,16.4983
2020-12-29,16.3837
2020-12-30,16.2853
2020-12-31,16.5102
2021-01-01,16.5102
2021-01-02,16.5102
2021-01-03,16.5102
2021-01-04,16.6035
2021-01-05,16.836
2021-01-06,17.5616
2021-01-07,17.7466
2021-01-08,17.9588
2021-01-09,17.9588
2021-01-10,17.9588
2021-01-11,18.1013
2021-01-12,18.4255
2021-01-13,18.232
2021-01-14,18.333
2021-01-15,18.0606
2021-01-16,18.0606
2021-01-17,18.0606
2021-01-18,18.0606
2021-01-19,17.4971
2021-01-20,17.509
2021-01-21,17.761
2021-01-22,17.8153
2021-01-23,17.8153
2021-01-24,17.8153
2021-01-25,17.666
2021-01-26,17.4581
2021-01-27,16.6587
2021-01-28,17.1084
2021-01-29,14.8835
2021-01-30,14.8835
2021-01-31,14.8835
2021-02-01,15.0673
2021-02-02,15.222
2021-02-03,15.1852
2021-02-04,15.4517
2021-02-05,15.4724
2021-02-06,15.4724
2021-02-07,15.4724
2021-02-08,15.8622
2021-02-09,15.8882
2021-02-10,15.7466
2021-02-11,15.5911
2021-02-12,15.6692
2021-02-13,15.6692
2021-02-14,15.6692
2021-02-15,15.6692
2021-02-16,15.6049
2021-02-17,15.8354
2021-02-18,15.6677
2021-02-19,15.4693
2021-02-20,15.4693
2021-02-21,15.4693
2021-02-22,15.4824
2021-02-23,15.2809
2021-02-24,15.3361
2021-02-25,15.1829
2021-02-26,15.0573
2021-02-27,15.0573
2021-02-28,15.0573
2021-03-01,15.2603
2021-03-02,14.2953
2021-03-03,14.3073
2021-03-04,14.017
2021-03-05,14.2307
2021-03-06,14.2307
2021-03-07,14.2307
2021-03-08,14.557
2021-03-09,14.7339
2021-03-10,14.6262
2021-03-11,14.6827
2021-03-12,14.7353
2021-03-13,14.7353
2021-03-14,14.7353
2021-03-15,14.8184
2021-03-16,14.7505
2021-03-17,14.6125
2021-03-18,14.7048
2021-03-19,15.3102
2021-03-20,15.3102
2021-03-21,15.3102
2021-03-22,15.3476
2021-03-23,15.4147
2021-03-24,15.3659
2021-03-25,15.7029
2021-03-26,16.332
2021-03-27,16.332
2021-03-28,16.332
2021-03-29,16.1231
2021-03-30,16.2329
2021-03-31,16.1124
2021-04-01,16.3145
2021-04-02,16.3145
2021-04-03,16.3145
2021-04-04,16.3145
2021-04-05,16.6675
2021-04-06,16.6736
2021-04-07,16.5989
2021-04-08,16.5234
2021-04-09,16.6683
2021-04-10,16.6683
2021-04-11,16.6683
2021-04-12,16.6484
2021-04-13,16.6362
2021-04-14,16.695
2021-04-15,16.6988
2021-04-16,16.9115
2021-04-17,16.9115
2021-04-18,16.9115
2021-04-19,16.9191
2021-04-20,16.8139
2021-04-21,16.7758
2021-04-22,16.6843
2021-04-23,16.7178
2021-04-24,16.7178
2021-04-25,16.7178
2021-04-26,16.5038
2021-04-27,16.5594
2021-04-28,16.567
2021-04-29,16.7892
2021-04-30,13.0912
2021-05-01,13.0912
2021-05-02,13.0912
2021-05-03,13.3281
2021-05-04,13.3475
2021-05-05,13.3947
2021-05-06,13.4294
2021-05-07,13.5302
2021-05-08,13.5302
2021-05-09,13.5302
2021-05-10,13.4901
2021-05-11,13.2079
2021-05-12,12.8379
2021-05-13,13.1708
2021-05-14,13.321
2021-05-15,13.321
2021-05-16,13.321
2021-05-17,13.2539
2021-05-18,13.0423
2021-05-19,13.7452
2021-05-20,13.9085
2021-05-21,14.1024
2021-05-22,14.1024
2021-05-23,14.1024
2021-05-24,14.1212
2021-05-25,14.1147
2021-05-26,14.221
2021-05-27,14.2363
2021-05-28,14.1731
2021-05-29,14.1731
2021-05-30,14.1731
2021-05-31,14.1731
2021-06-01,14.1936
2021-06-02,14.2586
2021-06-03,14.3055
2021-06-04,14.432
2021-06-05,14.432
2021-06-06,14.432
2021-06-07,14.4057
2021-06-08,14.6523
2021-06-09,14.4672
2021-06-10,14.4508
2021-06-11,14.5258
2021-06-12,14.5258
2021-06-13,14.5258
2021-06-14,14.5334
2021-06-15,14.5041
2021-06-16,14.4273
2021-06-17,14.425
2021-06-18,14.3846
2021-06-19,14.3846
2021-06-20,14.3846
2021-06-21,14.5744
2021-06-22,14.7759
2021-06-23,14.7818
2021-06-24,14.93
2021-06-25,14.9716
2021-06-26,14.9716
2021-06-27,14.9716
2021-06-28,15.0132
2021-06-29,15.0477
2021-06-30,15.0413
2021-07-01,15.1426
2021-07-02,15.3248
2021-07-03,15.3248
2021-07-04,15.3248
2021-07-05,15.3248
2021-07-06,15.2586
2021-07-07,15.3816
2021-07-08,15.442
2021-07-09,15.442
2021-07-10,15.442
2021-07-11,15.442
2021-07-12,15.6564
2021-07-13,15.6277
2021-07-14,15.7378
2021-07-15,15.6968
2021-07-16,15.5925
2021-07-17,15.5925
2021-07-18,15.5925
2021-07-19,15.5908
2021-07-20,15.8011
2021-07-21,15.8796
2021-07-22,15.9358
2021-07-23,16.1713
2021-07-24,16.1713
2021-07-25,16.1713
2021-07-26,16.1614
2021-07-27,16.0149
2021-07-28,15.9598
2021-07-29,16.2082
2021-07-30,15.9104
2021-07-31,15.9104
2021-08-01,15.9104
2021-08-02,15.6916
2021-08-03,15.9765
2021-08-04,15.8806
2021-08-05,15.9305
2021-08-06,15.8553
2021-08-07,15.8553
2021-08-08,15.8553
2021-08-09,15.9886
2021-08-10,16.0839
2021-08-11,16.023
2021-08-12,15.9581
2021-08-13,15.9386
2021-08-14,15.9386
2021-08-15,15.9386
2021-08-16,16.0311
2021-08-17,15.5428
2021-08-18,14.9908
2021-08-19,14.8674
2021-08-20,15.3217
2021-08-21,15.3217
2021-08-22,15.3217
2021-08-23,15.2722
2021-08-24,15.1654
2021-08-25,15.1938
2021-08-26,15.0693
2021-08-27,15.0351
2021-08-28,15.0351
2021-08-29,15.0351
2021-08-30,15.0453
2021-08-31,14.9105
2021-09-01,14.8759
2021-09-02,14.8442
2021-09-03,14.7592
2021-09-04,14.7592
2021-09-05,14.7592
2021-09-06,14.7592
2021-09-07,14.669
2021-09-08,14.8612
2021-09-09,14.8232
2021-09-10,14.7722
2021-09-11,14.7722
2021-09-12,14.7722
2021-09-13,14.6906
2021-09-14,14.6418
2021-09-15,14.7495
2021-09-16,14.9088
2021-09-17,14.8929
2021-09-18,14.8929
2021-09-19,14.8929
2021-09-20,14.6362
2021-09-21,14.5891
2021-09-22,14.6152
2021-09-23,14.6662
2021-09-24,14.5965
2021-09-25,14.5965
2021-09-26,14.5965
2021-09-27,14.4344
2021-09-28,14.1432
2021-09-29,14.2797
2021-09-30,13.8785
2021-10-01,13.8587
2021-10-02,13.8587
2021-10-03,13.8587
2021-10-04,13.7153
2021-10-05,13.8099
2021-10-06,13.7686
2021-10-07,13.938
2021-10-08,13.8859
2021-10-09,13.8859
2021-10-10,13.8859
2021-10-11,13.8757
2021-10-12,13.9618
2021-10-13,14.3307
2021-10-14,14.6333
2021-10-15,14.8385
2021-10-16,14.8385
2021-10-17,14.8385
2021-10-18,15.2884
2021-10-19,15.2057
2021-10-20,15.1853
2021-10-21,15.3202
2021-10-22,15.4177
2021-10-23,15.4177
2021-10-24,15.4177
2021-10-25,15.6681
2021-10-26,15.5763
2021-10-27,15.4522
2021-10-28,15.5474
2021-10-29,15.7075
2021-10-30,15.7075
2021-10-31,15.7075
2021-11-01,15.612
2021-11-02,15.7434
2021-11-03,15.7518
2021-11-04,15.7535
2021-11-05,15.4069
2021-11-06,15.4069
2021-11-07,15.4069
2021-11-08,15.3541
2021-11-09,15.4569
2021-11-10,15.3945
2021-11-11,15.5046
2021-11-12,15.7299
2021-11-13,15.7299
2021-11-14,15.7299
2021-11-15,15.9721
2021-11-16,16.0878
2021-11-17,15.3805
2021-11-18,15.0752
2021-11-19,15.0005
2021-11-20,15.0005
2021-11-21,15.0005
2021-11-22,14.6611
2021-11-23,14.9163
2021-11-24,14.842
2021-11-25,14.842
2021-11-26,14.7213
2021-11-27,14.7213
2021-11-28,14.7213
2021-11-29,14.8641
2021-11-30,14.5707
2021-12-01,14.3804
2021-12-02,14.6622
2021-12-03,14.7764
2021-12-04,14.7764
2021-12-05,14.7764
2021-12-06,14.5227
2021-12-07,14.6694
2021-12-08,14.3368
2021-12-09,14.2243
2021-12-10,14.2585
2021-12-11,14.2585
2021-12-12,14.2585
2021-12-13,14.0373
2021-12-14,14.0986
2021-12-15,14.1741
2021-12-16,13.5195
2021-12-17,13.4384
2021-12-18,13.4384
2021-12-19,13.4384
2021-12-20,13.2111
2021-12-21,13.2597
2021-12-22,13.1312
2021-12-23,13.3115
2021-12-24,13.3115
2021-12-25,13.3115
2021-12-26,13.3115
2021-12-27,13.4819
2021-12-28,13.5266
2021-12-29,13.6926
2021-12-30,13.9127
2021-12-31,13.8868
2022-01-01,13.8868
2022-01-02,13.8868
2022-01-03,13.9149
2022-01-04,14.0373
2022-01-05,13.7445
2022-01-06,13.8818
2022-01-07,13.8504
2022-01-08,13.8504
2022-01-09,13.8504
2022-01-10,13.6651
2022-01-11,13.6722
2022-01-12,13.5024
2022-01-13,13.5774
2022-01-14,13.333
2022-01-15,13.333
2022-01-16,13.333
2022-01-17,13.333
2022-01-18,13.2564
2022-01-19,13.4676
2022-01-20,13.3507
2022-01-21,13.1041
2022-01-22,13.1041
2022-01-23,13.1041
2022-01-24,13.2878
2022-01-25,12.9624
2022-01-26,12.7986
2022-01-27,12.8245
2022-01-28,12.8378
2022-01-29,12.8378
2022-01-30,12.8378
2022-01-31,12.9856
2022-02-01,12.9213
2022-02-02,12.8346
2022-02-03,12.5995
2022-02-04,12.6434
2022-02-05,12.6434
2022-02-06,12.6434
2022-02-07,12.4961
2022-02-08,12.585
2022-02-09,12.7826
2022-02-10,12.6327
2022-02-11,12.5106
2022-02-12,12.5106
2022-02-13,12.5106
2022-02-14,12.3504
2022-02-15,12.276
2022-02-16,12.3097
2022-02-17,12.1057
2022-02-18,12.1266
2022-02-19,12.1266
2022-02-20,12.1266
2022-02-21,12.1266
2022-02-22,11.696
2022-02-23,11.3505
2022-02-24,11.4389
2022-02-25,11.8497
2022-02-26,11.8497
2022-02-27,11.8497
2022-02-28,11.8791
2022-03-01,12.9321
2022-03-02,13.0277
2022-03-03,12.9718
2022-03-04,12.9855
2022-03-05,12.9855
2022-03-06,12.9855
2022-03-07,12.2975
2022-03-08,12.1801
2022-03-09,12.345
2022-03-10,12.2819
2022-03-11,11.8782
2022-03-12,11.8782
2022-03-13,11.8782
2022-03-14,11.9708
2022-03-15,12.3114
2022-03-16,12.3238
2022-03-17,12.5843
2022-03-18,12.8645
2022-03-19,12.8645
2022-03-20,12.8645
2022-03-21,12.7068
2022-03-22,12.6949
2022-03-23,12.3822
2022-03-24,12.3988
2022-03-25,12.4799
2022-03-26,12.4799
2022-03-27,12.4799
2022-03-28,12.5269
2022-03-29,12.7032
2022-03-30,12.6531
2022-03-31,12.1496
2022-04-01,12.0628
2022-04-02,12.0628
2022-04-03,12.0628
2022-04-04,12.2628
2022-04-05,12.2824
2022-04-06,12.3419
2022-04-07,12.9751
2022-04-08,13.2413
2022-04-09,13.2413
2022-04-10,13.2413
2022-04-11,13.033
2022-04-12,13.1379
2022-04-13,13.2661
2022-04-14,13.4408
2022-04-15,13.4408
2022-04-16,13.4408
2022-04-17,13.4408
2022-04-18,13.554
2022-04-19,13.8983
2022-04-20,14.0673
2022-04-21,14.0079
2022-04-22,13.6724
2022-04-23,13.6724
2022-04-24,13.6724
2022-04-25,13.7053
2022-04-26,13.4378
2022-04-27,13.1512
2022-04-28,13.4321
2022-04-29,15.4369
2022-04-30,15.4369
2022-05-01,15.4369
2022-05-02,15.503
2022-05-03,15.6647
2022-05-04,15.951
2022-05-05,15.5604
2022-05-06,15.2354
2022-05-07,15.2354
2022-05-08,15.2354
2022-05-09,15.1763
2022-05-10,14.8782
2022-05-11,14.5491
2022-05-12,14.7705
2022-05-13,14.9145
2022-05-14,14.9145
2022-05-15,14.9145
2022-05-16,14.8864
2022-05-17,14.6539
2022-05-18,11.5112
2022-05-19,11.0322
2022-05-20,11.1452
2022-05-21,11.1452
2022-05-22,11.1452
2022-05-23,11.0597
2022-05-24,10.8284
2022-05-25,11.2073
2022-05-26,11.6043
2022-05-27,11.8353
2022-05-28,11.8353
2022-05-29,11.8353
2022-05-30,11.8353
2022-05-31,11.5273
2022-06-01,11.2134
2022-06-02,11.4705
2022-06-03,11.4781
2022-06-04,11.4781
2022-06-05,11.4781
2022-06-06,11.3979
2022-06-07,11.1818
2022-06-08,11.2239
2022-06-09,11.098
2022-06-10,10.8123
2022-06-11,10.8123
2022-06-12,10.8123
2022-06-13,10.5276
2022-06-14,10.4041
2022-06-15,10.6817
2022-06-16,10.4152
2022-06-17,10.205
2022-06-18,10.205
2022-06-19,10.205
2022-06-20,10.205
2022-06-21,10.5212
2022-06-22,10.2934
2022-06-23,10.6448
2022-06-24,10.8562
2022-06-25,10.8562
2022-06-26,10.8562
2022-06-27,10.8087
2022-06-28,10.5107
2022-06-29,10.3572
2022-06-30,10.318
2022-07-01,10.3853
2022-07-02,10.3853
2022-07-03,10.3853
2022-07-04,10.3853
2022-07-05,10.5803
2022-07-06,10.5276
2022-07-07,10.8292
2022-07-08,10.7139
2022-07-09,10.7139
2022-07-10,10.7139
2022-07-11,10.6202
2022-07-12,10.513
2022-07-13,10.5645
2022-07-14,10.6143
2022-07-15,10.6366
2022-07-16,10.6366
2022-07-17,10.6366
2022-07-18,10.7941
2022-07-19,11.0284
2022-07-20,11.2122
2022-07-21,11.3387
2022-07-22,11.2849
2022-07-23,11.2849
2022-07-24,11.2849
2022-07-25,11.2702
2022-07-26,10.9376
2022-07-27,11.101
2022-07-28,11.3832
2022-07-29,16.0372
2022-07-30,16.0372
2022-07-31,16.0372
2022-08-01,16.2115
2022-08-02,16.0452
2022-08-03,16.4019
2022-08-04,16.2927
2022-08-05,16.2581
2022-08-06,16.2581
2022-08-07,16.2581
2022-08-08,16.3256
2022-08-09,16.177
2022-08-10,16.5425
2022-08-11,16.5369
2022-08-12,16.7683
2022-08-13,16.7683
2022-08-14,16.7683
2022-08-15,16.8414
2022-08-16,17.3876
2022-08-17,16.8929
2022-08-18,16.7103
2022-08-19,16.2311
2022-08-20,16.2311
2022-08-21,16.2311
2022-08-22,15.826
2022-08-23,15.8268
2022-08-24,15.9193
2022-08-25,16.2678
2022-08-26,15.7199
2022-08-27,15.7199
2022-08-28,15.7199
2022-08-29,15.566
2022-08-30,15.7327
2022-08-31,15.6976
2022-09-01,16.0564
2022-09-02,16.0373
2022-09-03,16.0373
2022-09-04,16.0373
2022-09-05,16.0373
2022-09-06,15.956
2022-09-07,16.5309
2022-09-08,16.6194
2022-09-09,16.7589
2022-09-10,16.7589
2022-09-11,16.7589
2022-09-12,16.7749
2022-09-13,16.1681
2022-09-14,16.0995
2022-09-15,16.07
2022-09-16,15.9966
2022-09-17,15.9966
2022-09-18,15.9966
2022-09-19,16.05
2022-09-20,15.6729
2022-09-21,15.5931
2022-09-22,15.1091
2022-09-23,15.0812
2022-09-24,15.0812
2022-09-25,15.0812
2022-09-26,14.7702
2022-09-27,14.7511
2022-09-28,15.3412
2022-09-29,15.0158
2022-09-30,14.7447
2022-10-01,14.7447
2022-10-02,14.7447
2022-10-03,15.0158
2022-10-04,15.4281
2022-10-05,15.3842
2022-10-06,15.3316
2022-10-07,15.0597
2022-10-08,15.0597
2022-10-09,15.0597
2022-10-10,15.1203
2022-10-11,15.2319
2022-10-12,15.2048
2022-10-13,15.2016
2022-10-14,14.5294
2022-10-15,14.5294
2022-10-16,14.5294
2022-10-17,14.8133
2022-10-18,15.4496
2022-10-19,15.3029
2022-10-20,15.2239
2022-10-21,15.6059
2022-10-22,15.6059
2022-10-23,15.6059
2022-10-24,15.8156
2022-10-25,16.133
2022-10-26,16.2103
2022-10-27,16.2207
2022-10-28,19.9566
2022-10-29,19.9566
2022-10-30,19.9566
2022-10-31,19.642
2022-11-01,19.6747
2022-11-02,19.2523
2022-11-03,19.2138
2022-11-04,19.1975
2022-11-05,19.1975
2022-11-06,19.1975
2022-11-07,19.2206
2022-11-08,19.3889
2022-11-09,18.5586
2022-11-10,19.6545
2022-11-11,20.5146
2022-11-12,20.5146
2022-11-13,20.5146
2022-11-14,20.5088
2022-11-15,21.0591
2022-11-16,18.7984
2022-11-17,19.4276
2022-11-18,19.5113
2022-11-19,19.5113
2022-11-20,19.5113
2022-11-21,19.0437
2022-11-22,19.0283
2022-11-23,19.5628
2022-11-24,19.5628
2022-11-25,19.5599
2022-11-26,19.5599
2022-11-27,19.5599
2022-11-28,19.7514
2022-11-29,19.8476
2022-11-30,19.9149
2022-12-01,19.7186
2022-12-02,19.6349
2022-12-03,19.6349
2022-12-04,19.6349
2022-12-05,18.7468
2022-12-06,18.7584
2022-12-07,18.6343
2022-12-08,18.6776
2022-12-09,18.4919
2022-12-10,18.4919
2022-12-11,18.4919
2022-12-12,18.2754
2022-12-13,18.3562
2022-12-14,18.514
2022-12-15,18.0415
2022-12-16,17.9309
2022-12-17,17.9309
2022-12-18,17.9309
2022-12-19,17.7577
2022-12-20,17.623
2022-12-21,17.5316
2022-12-22,17.4402
2022-12-23,17.6134
2022-12-24,17.6134
2022-12-25,17.6134
2022-12-26,17.6134
2022-12-27,17.8443
2022-12-28,17.8684
2022-12-29,18.1156
2022-12-30,18.1801
2022-12-31,18.1801
2023-01-01,18.1801
2023-01-02,18.1801
2023-01-03,18.4389
2023-01-04,18.5342
2023-01-05,18.6824
2023-01-06,19.2491
2023-01-07,19.2491
2023-01-08,19.2491
2023-01-09,18.8835
2023-01-10,18.8469
2023-01-11,19.1356
2023-01-12,19.2106
2023-01-13,19.6773
2023-01-14,19.6773
2023-01-15,19.6773
2023-01-16,19.6773
2023-01-17,19.4367
2023-01-18,19.3145
2023-01-19,19.1481
2023-01-20,19.4473
2023-01-21,19.4473
2023-01-22,19.4473
2023-01-23,19.6802
2023-01-24,19.5762
2023-01-25,19.6397
2023-01-26,19.9111
2023-01-27,24.535
2023-01-28,24.535
2023-01-29,24.535
2023-01-30,24.5554
2023-01-31,24.9693
2023-02-01,25.5602
2023-02-02,26.0315
2023-02-03,25.5219
2023-02-04,25.5219
2023-02-05,25.5219
2023-02-06,25.1726
2023-02-07,25.2827
2023-02-08,24.9274
2023-02-09,24.8772
2023-02-10,24.7157
2023-02-11,24.7157
2023-02-12,24.7157
2023-02-13,25.1104
2023-02-14,24.8532
2023-02-15,25.4334
2023-02-16,25.2564
2023-02-17,25.0985
2023-02-18,25.0985
2023-02-19,25.0985
2023-02-20,25.0985
2023-02-21,24.2611
2023-02-22,24.2013
2023-02-23,24.175
2023-02-24,24.3496
2023-02-25,24.3496
2023-02-26,24.3496
2023-02-27,24.3317
2023-02-28,24.5338
2023-03-01,23.8057
2023-03-02,24.2292
2023-03-03,24.2364
2023-03-04,24.2364
2023-03-05,24.2364
2023-03-06,24.1407
2023-03-07,23.8559
2023-03-08,23.9392
2023-03-09,23.5959
2023-03-10,23.3016
2023-03-11,23.3016
2023-03-12,23.3016
2023-03-13,23.2704
2023-03-14,23.3243
2023-03-15,23.4152
2023-03-16,23.8842
