,TKR US Equity
2020-12-22,16.052
2020-12-23,16.1425
2020-12-24,16.2112
2020-12-25,16.2112
2020-12-26,16.2112
2020-12-27,16.2112
2020-12-28,16.0905
2020-12-29,15.9246
2020-12-30,16.1978
2020-12-31,15.9351
2021-01-01,15.9351
2021-01-02,15.9351
2021-01-03,15.9351
2021-01-04,15.6336
2021-01-05,16.0096
2021-01-06,16.9124
2021-01-07,17.1791
2021-01-08,17.0979
2021-01-09,17.0979
2021-01-10,17.0979
2021-01-11,17.083
2021-01-12,17.2702
2021-01-13,17.0565
2021-01-14,17.315
2021-01-15,17.0748
2021-01-16,17.0748
2021-01-17,17.0748
2021-01-18,17.0748
2021-01-19,17.1973
2021-01-20,17.1659
2021-01-21,17.1013
2021-01-22,16.9356
2021-01-23,16.9356
2021-01-24,16.9356
2021-01-25,16.2581
2021-01-26,16.099
2021-01-27,15.6833
2021-01-28,15.897
2021-01-29,15.6534
2021-01-30,15.6534
2021-01-31,15.6534
2021-02-01,16.1653
2021-02-02,16.3227
2021-02-03,16.4121
2021-02-04,15.2956
2021-02-05,15.178
2021-02-06,15.178
2021-02-07,15.178
2021-02-08,15.1979
2021-02-09,15.4513
2021-02-10,15.395
2021-02-11,15.4364
2021-02-12,15.5176
2021-02-13,15.5176
2021-02-14,15.5176
2021-02-15,15.5176
2021-02-16,15.6042
2021-02-17,15.3463
2021-02-18,15.2381
2021-02-19,15.6042
2021-02-20,15.6042
2021-02-21,15.6042
2021-02-22,15.6891
2021-02-23,15.7806
2021-02-24,16.3399
2021-02-25,16.2533
2021-02-26,16.1601
2021-02-27,16.1601
2021-02-28,16.1601
2021-03-01,16.6777
2021-03-02,16.2966
2021-03-03,16.513
2021-03-04,16.2184
2021-03-05,16.5612
2021-03-06,16.5612
2021-03-07,16.5612
2021-03-08,16.8375
2021-03-09,16.3548
2021-03-10,16.4597
2021-03-11,16.8525
2021-03-12,16.8209
2021-03-13,16.8209
2021-03-14,16.8209
2021-03-15,16.9224
2021-03-16,16.939
2021-03-17,17.4542
2021-03-18,17.2855
2021-03-19,17.1502
2021-03-20,17.1502
2021-03-21,17.1502
2021-03-22,16.8313
2021-03-23,16.1567
2021-03-24,16.2051
2021-03-25,16.5658
2021-03-26,16.9031
2021-03-27,16.9031
2021-03-28,16.9031
2021-03-29,16.7027
2021-03-30,16.833
2021-03-31,15.7827
2021-04-01,15.9381
2021-04-02,15.9381
2021-04-03,15.9381
2021-04-04,15.9381
2021-04-05,16.0088
2021-04-06,15.8879
2021-04-07,15.7858
2021-04-08,15.6163
2021-04-09,15.8361
2021-04-10,15.8361
2021-04-11,15.8361
2021-04-12,15.7843
2021-04-13,15.5833
2021-04-14,15.7027
2021-04-15,15.9114
2021-04-16,16.1155
2021-04-17,16.1155
2021-04-18,16.1155
2021-04-19,16.1359
2021-04-20,15.9522
2021-04-21,16.3243
2021-04-22,16.092
2021-04-23,16.1846
2021-04-24,16.1846
2021-04-25,16.1846
2021-04-26,16.2128
2021-04-27,16.194
2021-04-28,16.6703
2021-04-29,16.7457
2021-04-30,16.2102
2021-05-01,16.2102
2021-05-02,16.2102
2021-05-03,16.4599
2021-05-04,16.8587
2021-05-05,17.0833
2021-05-06,17.2434
2021-05-07,17.3816
2021-05-08,17.3816
2021-05-09,17.3816
2021-05-10,17.1288
2021-05-11,17.1414
2021-05-12,16.5965
2021-05-13,16.9969
2021-05-14,17.0393
2021-05-15,17.0393
2021-05-16,17.0393
2021-05-17,17.1602
2021-05-18,16.8807
2021-05-19,16.6421
2021-05-20,16.5306
2021-05-21,16.6797
2021-05-22,16.6797
2021-05-23,16.6797
2021-05-24,16.5667
2021-05-25,16.5023
2021-05-26,16.5463
2021-05-27,16.8666
2021-05-28,16.9294
2021-05-29,16.9294
2021-05-30,16.9294
2021-05-31,16.9294
2021-06-01,17.0817
2021-06-02,16.9074
2021-06-03,16.8697
2021-06-04,16.9875
2021-06-05,16.9875
2021-06-06,16.9875
2021-06-07,16.6892
2021-06-08,16.9216
2021-06-09,16.7645
2021-06-10,16.4065
2021-06-11,16.3468
2021-06-12,16.3468
2021-06-13,16.3468
2021-06-14,16.0532
2021-06-15,15.992
2021-06-16,15.8145
2021-06-17,15.4424
2021-06-18,15.3921
2021-06-19,15.3921
2021-06-20,15.3921
2021-06-21,15.7737
2021-06-22,15.6575
2021-06-23,15.557
2021-06-24,15.7156
2021-06-25,15.7188
2021-06-26,15.7188
2021-06-27,15.7188
2021-06-28,15.5146
2021-06-29,15.4031
2021-06-30,14.4194
2021-07-01,14.3771
2021-07-02,14.3479
2021-07-03,14.3479
2021-07-04,14.3479
2021-07-05,14.3479
2021-07-06,14.0676
2021-07-07,14.2136
2021-07-08,14.0253
2021-07-09,14.3815
2021-07-10,14.3815
2021-07-11,14.3815
2021-07-12,14.4369
2021-07-13,14.1815
2021-07-14,14.1129
2021-07-15,14.0223
2021-07-16,13.7231
2021-07-17,13.7231
2021-07-18,13.7231
2021-07-19,13.6019
2021-07-20,13.764
2021-07-21,14.0151
2021-07-22,13.8194
2021-07-23,13.8924
2021-07-24,13.8924
2021-07-25,13.8924
2021-07-26,13.9537
2021-07-27,14.0749
2021-07-28,13.9231
2021-07-29,14.1099
2021-07-30,14.2603
2021-07-31,14.2603
2021-08-01,14.2603
2021-08-02,13.6079
2021-08-03,13.8349
2021-08-04,13.6284
2021-08-05,13.6445
2021-08-06,13.791
2021-08-07,13.791
2021-08-08,13.791
2021-08-09,13.6547
2021-08-10,13.8628
2021-08-11,14.2613
2021-08-12,14.2496
2021-08-13,14.254
2021-08-14,14.254
2021-08-15,14.254
2021-08-16,14.1602
2021-08-17,13.9258
2021-08-18,13.6577
2021-08-19,13.4101
2021-08-20,13.3837
2021-08-21,13.3837
2021-08-22,13.3837
2021-08-23,13.4687
2021-08-24,13.558
2021-08-25,13.5478
2021-08-26,13.4423
2021-08-27,13.6723
2021-08-28,13.6723
2021-08-29,13.6723
2021-08-30,13.6562
2021-08-31,13.4291
2021-09-01,13.3236
2021-09-02,13.3485
2021-09-03,13.2269
2021-09-04,13.2269
2021-09-05,13.2269
2021-09-06,13.2269
2021-09-07,13.035
2021-09-08,13.1302
2021-09-09,13.1244
2021-09-10,12.9705
2021-09-11,12.9705
2021-09-12,12.9705
2021-09-13,13.18
2021-09-14,12.783
2021-09-15,12.972
2021-09-16,12.6204
2021-09-17,12.5325
2021-09-18,12.5325
2021-09-19,12.5325
2021-09-20,12.3288
2021-09-21,12.2556
2021-09-22,12.4138
2021-09-23,12.5413
2021-09-24,12.5955
2021-09-25,12.5955
2021-09-26,12.5955
2021-09-27,12.7596
2021-09-28,12.783
2021-09-29,12.5237
2021-09-30,12.0896
2021-10-01,12.2869
2021-10-02,12.2869
2021-10-03,12.2869
2021-10-04,12.2898
2021-10-05,12.4145
2021-10-06,12.3362
2021-10-07,12.5421
2021-10-08,12.4798
2021-10-09,12.4798
2021-10-10,12.4798
2021-10-11,12.4377
2021-10-12,12.8018
2021-10-13,12.6988
2021-10-14,12.9308
2021-10-15,13.0527
2021-10-16,13.0527
2021-10-17,13.0527
2021-10-18,13.0222
2021-10-19,12.986
2021-10-20,13.0991
2021-10-21,13.0744
2021-10-22,13.0237
2021-10-23,13.0237
2021-10-24,13.0237
2021-10-25,13.0701
2021-10-26,12.8685
2021-10-27,12.5146
2021-10-28,12.9221
2021-10-29,12.8917
2021-10-30,12.8917
2021-10-31,12.8917
2021-11-01,13.0571
2021-11-02,12.9619
2021-11-03,12.8234
2021-11-04,12.884
2021-11-05,13.0961
2021-11-06,13.0961
2021-11-07,13.0961
2021-11-08,13.3284
2021-11-09,13.2808
2021-11-10,13.3702
2021-11-11,13.4943
2021-11-12,13.7035
2021-11-13,13.7035
2021-11-14,13.7035
2021-11-15,13.7727
2021-11-16,13.5866
2021-11-17,13.2822
2021-11-18,13.2606
2021-11-19,12.9056
2021-11-20,12.9056
2021-11-21,12.9056
2021-11-22,12.9706
2021-11-23,13.1047
2021-11-24,13.1956
2021-11-25,13.1956
2021-11-26,12.6402
2021-11-27,12.6402
2021-11-28,12.6402
2021-11-29,12.4454
2021-11-30,12.0992
2021-12-01,11.9895
2021-12-02,12.356
2021-12-03,12.3257
2021-12-04,12.3257
2021-12-05,12.3257
2021-12-06,12.5608
2021-12-07,12.7094
2021-12-08,12.6791
2021-12-09,12.5089
2021-12-10,12.4295
2021-12-11,12.4295
2021-12-12,12.4295
2021-12-13,12.1915
2021-12-14,11.9751
2021-12-15,12.0126
2021-12-16,12.0573
2021-12-17,12.2319
2021-12-18,12.2319
2021-12-19,12.2319
2021-12-20,11.825
2021-12-21,12.3487
2021-12-22,12.2593
2021-12-23,12.3213
2021-12-24,12.3213
2021-12-25,12.3213
2021-12-26,12.3213
2021-12-27,12.4844
2021-12-28,12.6157
2021-12-29,12.6719
2021-12-30,12.6445
2021-12-31,12.9618
2022-01-01,12.9618
2022-01-02,12.9618
2022-01-03,12.9411
2022-01-04,13.497
2022-01-05,13.5517
2022-01-06,13.7661
2022-01-07,13.6685
2022-01-08,13.6685
2022-01-09,13.6685
2022-01-10,13.466
2022-01-11,13.3566
2022-01-12,13.2945
2022-01-13,13.6449
2022-01-14,13.6419
2022-01-15,13.6419
2022-01-16,13.6419
2022-01-17,13.6419
2022-01-18,13.6138
2022-01-19,13.2738
2022-01-20,13.0727
2022-01-21,12.8775
2022-01-22,12.8775
2022-01-23,12.8775
2022-01-24,12.9899
2022-01-25,12.9145
2022-01-26,12.7637
2022-01-27,12.5331
2022-01-28,12.4237
2022-01-29,12.4237
2022-01-30,12.4237
2022-01-31,12.5937
2022-02-01,12.7859
2022-02-02,12.6691
2022-02-03,12.7016
2022-02-04,12.5538
2022-02-05,12.5538
2022-02-06,12.5538
2022-02-07,12.3616
2022-02-08,12.502
2022-02-09,12.7415
2022-02-10,12.5257
2022-02-11,12.4917
2022-02-12,12.4917
2022-02-13,12.4917
2022-02-14,12.4724
2022-02-15,12.7648
2022-02-16,12.8714
2022-02-17,12.6874
2022-02-18,12.6611
2022-02-19,12.6611
2022-02-20,12.6611
2022-02-21,12.6611
2022-02-22,12.5224
2022-02-23,12.188
2022-02-24,12.096
2022-02-25,12.3837
2022-02-26,12.3837
2022-02-27,12.3837
2022-02-28,12.2917
2022-03-01,11.6812
2022-03-02,12.2011
2022-03-03,12.3676
2022-03-04,12.0814
2022-03-05,12.0814
2022-03-06,12.0814
2022-03-07,11.3935
2022-03-08,11.5644
2022-03-09,11.8316
2022-03-10,11.725
2022-03-11,11.6739
2022-03-12,11.6739
2022-03-13,11.6739
2022-03-14,11.6068
2022-03-15,11.6929
2022-03-16,11.8652
2022-03-17,12.0142
2022-03-18,11.8404
2022-03-19,11.8404
2022-03-20,11.8404
2022-03-21,11.9877
2022-03-22,11.9789
2022-03-23,11.772
2022-03-24,11.7661
2022-03-25,11.7078
2022-03-26,11.7078
2022-03-27,11.7078
2022-03-28,11.6204
2022-03-29,11.941
2022-03-30,11.7982
2022-03-31,11.3884
2022-04-01,11.2388
2022-04-02,11.2388
2022-04-03,11.2388
2022-04-04,11.2486
2022-04-05,10.9646
2022-04-06,10.7716
2022-04-07,10.7814
2022-04-08,10.6709
2022-04-09,10.6709
2022-04-10,10.6709
2022-04-11,10.7283
2022-04-12,10.7283
2022-04-13,10.9716
2022-04-14,11.1451
2022-04-15,11.1451
2022-04-16,11.1451
2022-04-17,11.1451
2022-04-18,11.0975
2022-04-19,11.4094
2022-04-20,11.5199
2022-04-21,11.4374
2022-04-22,11.1157
2022-04-23,11.1157
2022-04-24,11.1157
2022-04-25,11.1772
2022-04-26,10.8234
2022-04-27,10.9744
2022-04-28,11.194
2022-04-29,10.9604
2022-04-30,10.9604
2022-05-01,10.9604
2022-05-02,11.1073
2022-05-03,11.336
2022-05-04,11.7381
2022-05-05,11.3374
2022-05-06,11.0796
2022-05-07,11.0796
2022-05-08,11.0796
2022-05-09,11.2667
2022-05-10,11.0407
2022-05-11,10.8827
2022-05-12,10.9368
2022-05-13,10.9784
2022-05-14,10.9784
2022-05-15,10.9784
2022-05-16,10.8896
2022-05-17,11.2348
2022-05-18,10.9395
2022-05-19,11.0227
2022-05-20,10.9243
2022-05-21,10.9243
2022-05-22,10.9243
2022-05-23,11.0324
2022-05-24,10.9104
2022-05-25,11.031
2022-05-26,11.2196
2022-05-27,11.3166
2022-05-28,11.3166
2022-05-29,11.3166
2022-05-30,11.3166
2022-05-31,11.3652
2022-06-01,11.2057
2022-06-02,11.6189
2022-06-03,11.5121
2022-06-04,11.5121
2022-06-05,11.5121
2022-06-06,11.6521
2022-06-07,11.8338
2022-06-08,11.7104
2022-06-09,11.6702
2022-06-10,11.1766
2022-06-11,11.1766
2022-06-12,11.1766
2022-06-13,10.8397
2022-06-14,10.7856
2022-06-15,10.8716
2022-06-16,10.3808
2022-06-17,10.3753
2022-06-18,10.3753
2022-06-19,10.3753
2022-06-20,10.3753
2022-06-21,10.3559
2022-06-22,10.2477
2022-06-23,10.0814
2022-06-24,10.507
2022-06-25,10.507
2022-06-26,10.507
2022-06-27,10.5292
2022-06-28,10.4945
2022-06-29,10.2976
2022-06-30,10.0677
2022-07-01,10.1274
2022-07-02,10.1274
2022-07-03,10.1274
2022-07-04,10.1274
2022-07-05,10.0584
2022-07-06,10.0319
2022-07-07,10.2734
2022-07-08,10.0186
2022-07-09,10.0186
2022-07-10,10.0186
2022-07-11,10.0306
2022-07-12,10.2004
2022-07-13,10.1553
2022-07-14,10.077
2022-07-15,10.2814
2022-07-16,10.2814
2022-07-17,10.2814
2022-07-18,10.357
2022-07-19,10.7591
2022-07-20,10.8188
2022-07-21,10.8878
2022-07-22,10.9091
2022-07-23,10.9091
2022-07-24,10.9091
2022-07-25,10.9595
2022-07-26,10.9754
2022-07-27,11.2488
2022-07-28,11.3308
2022-07-29,11.6241
2022-07-30,11.6241
2022-07-31,11.6241
2022-08-01,11.465
2022-08-02,11.3795
2022-08-03,11.4124
2022-08-04,11.4899
2022-08-05,11.4873
2022-08-06,11.4873
2022-08-07,11.4873
2022-08-08,11.4978
2022-08-09,11.4926
2022-08-10,11.8042
2022-08-11,11.9633
2022-08-12,11.9922
2022-08-13,11.9922
2022-08-14,11.9922
2022-08-15,11.9528
2022-08-16,12.0777
2022-08-17,11.9278
2022-08-18,11.9883
2022-08-19,11.8673
2022-08-20,11.8673
2022-08-21,11.8673
2022-08-22,11.5899
2022-08-23,11.6188
2022-08-24,11.6556
2022-08-25,11.8121
2022-08-26,11.5491
2022-08-27,11.5491
2022-08-28,11.5491
2022-08-29,11.5623
2022-08-30,11.461
2022-08-31,11.3098
2022-09-01,11.2835
2022-09-02,11.2335
2022-09-03,11.2335
2022-09-04,11.2335
2022-09-05,11.2335
2022-09-06,11.4413
2022-09-07,11.6806
2022-09-08,11.7753
2022-09-09,11.9015
2022-09-10,11.9015
2022-09-11,11.9015
2022-09-12,12.0921
2022-09-13,11.7832
2022-09-14,11.6569
2022-09-15,11.5005
2022-09-16,11.1744
2022-09-17,11.1744
2022-09-18,11.1744
2022-09-19,11.4466
2022-09-20,11.3243
2022-09-21,11.2375
2022-09-22,11.1257
2022-09-23,10.8969
2022-09-24,10.8969
2022-09-25,10.8969
2022-09-26,10.8246
2022-09-27,11.0416
2022-09-28,11.0613
2022-09-29,10.7655
2022-09-30,10.5884
2022-10-01,10.5884
2022-10-02,10.5884
2022-10-03,10.8492
2022-10-04,11.2528
2022-10-05,11.4007
2022-10-06,11.3307
2022-10-07,11.1892
2022-10-08,11.1892
2022-10-09,11.1892
2022-10-10,11.2022
2022-10-11,11.1451
2022-10-12,11.0011
2022-10-13,11.2398
2022-10-14,11.197
2022-10-15,11.197
2022-10-16,11.197
2022-10-17,11.3034
2022-10-18,11.5798
2022-10-19,11.5292
2022-10-20,11.2528
2022-10-21,11.5889
2022-10-22,11.5889
2022-10-23,11.5889
2022-10-24,11.6603
2022-10-25,11.8186
2022-10-26,11.6614
2022-10-27,11.7475
2022-10-28,11.984
2022-10-29,11.984
2022-10-30,11.984
2022-10-31,12.0894
2022-11-01,12.2051
2022-11-02,11.8246
2022-11-03,11.8927
2022-11-04,12.1678
2022-11-05,12.1678
2022-11-06,12.1678
2022-11-07,12.2449
2022-11-08,12.2552
2022-11-09,11.9107
2022-11-10,12.2333
2022-11-11,12.4004
2022-11-12,12.4004
2022-11-13,12.4004
2022-11-14,12.4171
2022-11-15,12.4852
2022-11-16,12.3413
2022-11-17,12.2629
2022-11-18,12.3259
2022-11-19,12.3259
2022-11-20,12.3259
2022-11-21,12.4595
2022-11-22,12.5906
2022-11-23,12.5109
2022-11-24,12.5109
2022-11-25,12.5752
2022-11-26,12.5752
2022-11-27,12.5752
2022-11-28,12.394
2022-11-29,12.4929
2022-11-30,12.6922
2022-12-01,12.5238
2022-12-02,12.4158
2022-12-03,12.4158
2022-12-04,12.4158
2022-12-05,12.0984
2022-12-06,11.9853
2022-12-07,11.8735
2022-12-08,12.0945
2022-12-09,11.9994
2022-12-10,11.9994
2022-12-11,11.9994
2022-12-12,12.0585
2022-12-13,12.1318
2022-12-14,12.1125
2022-12-15,11.9005
2022-12-16,11.8645
2022-12-17,11.8645
2022-12-18,11.8645
2022-12-19,11.7925
2022-12-20,11.9172
2022-12-21,12.0842
2022-12-22,11.9403
2022-12-23,12.0084
2022-12-24,12.0084
2022-12-25,12.0084
2022-12-26,12.0084
2022-12-27,12.0971
2022-12-28,11.894
2022-12-29,12.047
2022-12-30,11.4455
2022-12-31,11.4455
2023-01-01,11.4455
2023-01-02,11.4455
2023-01-03,11.3281
2023-01-04,11.4815
2023-01-05,11.3688
2023-01-06,11.5666
2023-01-07,11.5666
2023-01-08,11.5666
2023-01-09,11.6301
2023-01-10,11.7524
2023-01-11,11.8602
2023-01-12,12.0209
2023-01-13,12.3421
2023-01-14,12.3421
2023-01-15,12.3421
2023-01-16,12.3421
2023-01-17,12.2294
2023-01-18,12.0736
2023-01-19,11.8459
2023-01-20,12.1911
2023-01-21,12.1911
2023-01-22,12.1911
2023-01-23,12.2905
2023-01-24,12.3301
2023-01-25,12.2462
2023-01-26,12.5578
2023-01-27,12.7376
2023-01-28,12.7376
2023-01-29,12.7376
2023-01-30,12.6597
2023-01-31,12.8455
2023-02-01,13.0193
2023-02-02,13.4053
2023-02-03,13.3753
2023-02-04,13.3753
2023-02-05,13.3753
2023-02-06,12.9342
2023-02-07,13.2267
2023-02-08,13.1116
2023-02-09,12.9486
2023-02-10,13.0445
2023-02-11,13.0445
2023-02-12,13.0445
2023-02-13,13.2135
2023-02-14,13.2878
2023-02-15,13.4808
2023-02-16,13.3133
2023-02-17,13.3288
2023-02-18,13.3288
2023-02-19,13.3288
2023-02-20,13.3288
2023-02-21,13.1475
2023-02-22,13.1976
2023-02-23,13.2441
2023-02-24,13.2334
2023-02-25,13.2334
2023-02-26,13.2334
2023-02-27,13.206
2023-02-28,13.1678
2023-03-01,13.2644
2023-03-02,13.4314
2023-03-03,13.5412
2023-03-04,13.5412
2023-03-05,13.5412
2023-03-06,13.4338
2023-03-07,13.3622
2023-03-08,13.503
2023-03-09,13.2239
2023-03-10,12.7861
2023-03-11,12.7861
2023-03-12,12.7861
2023-03-13,12.5905
2023-03-14,12.8445
2023-03-15,12.3412
2023-03-16,12.3865
