,EIX US Equity
2023-03-19,41.8526
2023-03-20,42.1758
2023-03-21,41.8683
2023-03-22,41.4808
2023-03-23,41.411
2023-03-24,42.0156
2023-03-25,42.0156
2023-03-26,42.0156
2023-03-27,42.0543
2023-03-28,42.0982
2023-03-29,42.3824
2023-03-30,42.4341
2023-03-31,35.0866
2023-04-01,35.0866
2023-04-02,35.0866
2023-04-03,35.0762
2023-04-04,35.0243
2023-04-05,35.4331
2023-04-06,35.4954
2023-04-07,35.4954
2023-04-08,35.4954
2023-04-09,35.4954
2023-04-10,35.5535
2023-04-11,35.5472
2023-04-12,35.6012
2023-04-13,35.5763
2023-04-14,35.2982
2023-04-15,35.2982
2023-04-16,35.2982
2023-04-17,35.3958
2023-04-18,35.402
2023-04-19,35.5327
2023-04-20,35.5867
2023-04-21,35.5721
2023-04-22,35.5721
2023-04-23,35.5721
2023-04-24,35.7257
2023-04-25,35.7464
2023-04-26,35.5867
2023-04-27,35.7049
2023-04-28,35.7112
2023-04-29,35.7112
2023-04-30,35.7112
2023-05-01,35.7838
2023-05-02,35.6448
2023-05-03,35.3245
2023-05-04,35.4948
2023-05-05,35.717
2023-05-06,35.717
2023-05-07,35.717
2023-05-08,35.6817
2023-05-09,35.7316
2023-05-10,35.8479
2023-05-11,35.6444
2023-05-12,35.742
2023-05-13,35.742
2023-05-14,35.742
2023-05-15,35.4429
2023-05-16,35.04
2023-05-17,34.9237
2023-05-18,34.7388
2023-05-19,34.6121
2023-05-20,34.6121
2023-05-21,34.6121
2023-05-22,34.4958
2023-05-23,34.4314
2023-05-24,34.2674
2023-05-25,34.0763
2023-05-26,34.0701
2023-05-27,34.0701
2023-05-28,34.0701
2023-05-29,34.0701
2023-05-30,34.0887
2023-05-31,34.4626
2023-06-01,34.2881
2023-06-02,34.2881
2023-06-03,34.2881
2023-06-04,34.2881
2023-06-05,34.3131
2023-06-06,34.2944
2023-06-07,34.7077
2023-06-08,34.6807
2023-06-09,34.5041
2023-06-10,34.5041
2023-06-11,34.5041
2023-06-12,34.4896
2023-06-13,34.5374
2023-06-14,34.5976
2023-06-15,34.7284
2023-06-16,35.015
2023-06-17,35.015
2023-06-18,35.015
2023-06-19,35.015
2023-06-20,34.7222
2023-06-21,34.9216
2023-06-22,34.7887
2023-06-23,34.5124
2023-06-24,34.5124
2023-06-25,34.5124
2023-06-26,34.7284
2023-06-27,34.853
2023-06-28,34.6391
2023-06-29,34.6807
2023-06-30,31.4889
2023-07-01,31.4889
2023-07-02,31.4889
2023-07-03,31.4221
2023-07-04,31.4221
2023-07-05,31.6337
2023-07-06,31.4852
2023-07-07,31.3795
2023-07-08,31.3795
2023-07-09,31.3795
2023-07-10,31.2774
2023-07-11,31.476
2023-07-12,31.6763
2023-07-13,31.7673
2023-07-14,31.6782
2023-07-15,31.6782
2023-07-16,31.6782
2023-07-17,31.5706
2023-07-18,31.4741
2023-07-19,31.7097
2023-07-20,31.9899
2023-07-21,32.0363
2023-07-22,32.0363
2023-07-23,32.0363
2023-07-24,32.0623
2023-07-25,32.0345
2023-07-26,31.9807
2023-07-27,31.7611
2023-07-28,32.151
2023-07-29,32.151
2023-07-30,32.151
2023-07-31,31.9653
2023-08-01,31.7945
2023-08-02,31.8873
2023-08-03,31.6645
2023-08-04,31.4602
2023-08-05,31.4602
2023-08-06,31.4602
2023-08-07,31.5624
2023-08-08,31.6942
2023-08-09,31.6534
2023-08-10,31.5921
2023-08-11,31.6998
2023-08-12,31.6998
2023-08-13,31.6998
2023-08-14,31.5568
2023-08-15,31.3822
2023-08-16,31.4454
2023-08-17,31.3414
2023-08-18,31.4231
2023-08-19,31.4231
2023-08-20,31.4231
2023-08-21,31.4175
2023-08-22,31.5159
2023-08-23,31.5865
2023-08-24,31.5197
2023-08-25,31.5884
2023-08-26,31.5884
2023-08-27,31.5884
2023-08-28,31.5494
2023-08-29,31.6311
2023-08-30,31.5884
2023-08-31,31.3878
2023-09-01,31.3061
2023-09-02,31.3061
2023-09-03,31.3061
2023-09-04,31.3061
2023-09-05,31.087
2023-09-06,31.1798
2023-09-07,31.3562
2023-09-08,31.5642
2023-09-09,31.5642
2023-09-10,31.5642
2023-09-11,31.5772
2023-09-12,31.6552
2023-09-13,31.7388
2023-09-14,31.8836
2023-09-15,31.8911
2023-09-16,31.8911
2023-09-17,31.8911
2023-09-18,31.8279
2023-09-19,31.6366
2023-09-20,31.5549
2023-09-21,31.3971
2023-09-22,31.243
2023-09-23,31.243
2023-09-24,31.243
2023-09-25,31.1631
2023-09-26,30.8214
2023-09-27,30.7286
2023-09-28,30.411
2023-09-29,24.0228
2023-09-30,24.0228
2023-10-01,24.0228
2023-10-02,23.6911
2023-10-03,23.7191
2023-10-04,23.7191
2023-10-05,23.6395
2023-10-06,23.8415
2023-10-07,23.8415
2023-10-08,23.8415
2023-10-09,23.9108
2023-10-10,24.0199
2023-10-11,24.2646
2023-10-12,24.2587
2023-10-13,24.3766
2023-10-14,24.3766
2023-10-15,24.3766
2023-10-16,24.4444
2023-10-17,24.4769
2023-10-18,24.3634
2023-10-19,24.1275
2023-10-20,23.9373
2023-10-21,23.9373
2023-10-22,23.9373
2023-10-23,23.8091
2023-10-24,24.1363
2023-10-25,24.0243
2023-10-26,24.0818
2023-10-27,23.8238
2023-10-28,23.8238
2023-10-29,23.8238
2023-10-30,23.9358
2023-10-31,23.9889
2023-11-01,24.1231
2023-11-02,24.0798
2023-11-03,24.1417
2023-11-04,24.1417
2023-11-05,24.1417
2023-11-06,24.1167
2023-11-07,24.0636
2023-11-08,23.975
2023-11-09,24.0119
2023-11-10,24.0931
2023-11-11,24.0931
2023-11-12,24.0931
2023-11-13,23.8762
2023-11-14,24.3866
2023-11-15,24.3217
2023-11-16,24.4279
2023-11-17,24.4191
2023-11-18,24.4191
2023-11-19,24.4191
2023-11-20,24.3837
2023-11-21,24.3601
2023-11-22,24.4147
2023-11-23,24.4147
2023-11-24,24.4073
2023-11-25,24.4073
2023-11-26,24.4073
2023-11-27,24.4692
2023-11-28,24.5017
2023-11-29,24.397
2023-11-30,24.5755
2023-12-01,24.6478
2023-12-02,24.6478
2023-12-03,24.6478
2023-12-04,24.6315
2023-12-05,24.5356
2023-12-06,24.6005
2023-12-07,24.6227
2023-12-08,24.6433
2023-12-09,24.6433
2023-12-10,24.6433
2023-12-11,24.7289
2023-12-12,24.6684
2023-12-13,25.1361
2023-12-14,25.0667
2023-12-15,25.0269
2023-12-16,25.0269
2023-12-17,25.0269
2023-12-18,24.9841
2023-12-19,25.021
2023-12-20,24.8381
2023-12-21,24.8528
2023-12-22,24.9428
2023-12-23,24.9428
2023-12-24,24.9428
2023-12-25,24.9428
2023-12-26,25.2615
2023-12-27,25.3013
2023-12-28,25.2556
2023-12-29,25.3153
2023-12-30,25.3153
2023-12-31,25.3153
2024-01-01,25.3153
2024-01-02,25.4394
2024-01-03,25.3284
2024-01-04,25.4321
2024-01-05,25.473
2024-01-06,25.473
2024-01-07,25.473
2024-01-08,25.5606
2024-01-09,25.5387
2024-01-10,25.4379
2024-01-11,25.2686
2024-01-12,25.2963
2024-01-13,25.2963
2024-01-14,25.2963
2024-01-15,25.2963
2024-01-16,25.1226
2024-01-17,24.9955
2024-01-18,24.8933
2024-01-19,24.8481
2024-01-20,24.8481
2024-01-21,24.8481
2024-01-22,24.7546
2024-01-23,24.6612
2024-01-24,24.394
2024-01-25,24.6655
2024-01-26,24.7327
2024-01-27,24.7327
2024-01-28,24.7327
2024-01-29,24.7619
2024-01-30,24.705
2024-01-31,24.7298
2024-02-01,24.8481
2024-02-02,24.6407
2024-02-03,24.6407
2024-02-04,24.6407
2024-02-05,24.4495
2024-02-06,24.3867
2024-02-07,24.4319
2024-02-08,24.3268
2024-02-09,24.3239
2024-02-10,24.3239
2024-02-11,24.3239
2024-02-12,24.4232
2024-02-13,24.2815
2024-02-14,24.3721
2024-02-15,24.5809
2024-02-16,24.559
2024-02-17,24.559
2024-02-18,24.559
2024-02-19,24.559
2024-02-20,24.5925
2024-02-21,24.7984
2024-02-22,24.721
2024-02-23,24.853
2024-02-24,24.853
2024-02-25,24.853
2024-02-26,24.603
2024-02-27,24.7726
2024-02-28,24.793
2024-02-29,24.8179
2024-03-01,24.603
2024-03-02,24.603
2024-03-03,24.603
2024-03-04,24.736
2024-03-05,24.6849
2024-03-06,24.8515
2024-03-07,24.9553
2024-03-08,25.0006
2024-03-09,25.0006
2024-03-10,25.0006
2024-03-11,25.0181
2024-03-12,25.0283
2024-03-13,25.0561
2024-03-14,24.8807
2024-03-15,24.9319
2024-03-16,24.9319
2024-03-17,24.9319
2024-03-18,24.9553
2024-03-19,25.0342
2024-03-20,25.0342
2024-03-21,25.1321
2024-03-22,25.0429
2024-03-23,25.0429
2024-03-24,25.0429
2024-03-25,24.9947
2024-03-26,24.8486
2024-03-27,25.0196
2024-03-28,25.2139
2024-03-29,25.2139
2024-03-30,25.2139
2024-03-31,25.2139
2024-04-01,25.1716
2024-04-02,25.1262
2024-04-03,25.0926
2024-04-04,25.0853
2024-04-05,25.2271
2024-04-06,25.2271
2024-04-07,25.2271
2024-04-08,25.2066
