,BOOM US Equity
2020-10-13,521.3765
2020-10-14,532.7859
2020-10-15,528.623
2020-10-16,511.5089
2020-10-17,511.5089
2020-10-18,511.5089
2020-10-19,504.8791
2020-10-20,514.5925
2020-10-21,513.6674
2020-10-22,534.1808
2020-10-23,576.285
2020-10-24,576.285
2020-10-25,576.285
2020-10-26,543.8971
2020-10-27,528.3201
2020-10-28,517.6784
2020-10-29,538.6534
2020-10-30,547.9071
2020-10-31,547.9071
2020-11-01,547.9071
2020-11-02,558.8572
2020-11-03,559.0115
2020-11-04,542.6633
2020-11-05,554.5389
2020-11-06,544.6683
2020-11-07,544.6683
2020-11-08,544.6683
2020-11-09,588.6232
2020-11-10,582.4541
2020-11-11,578.7526
2020-11-12,557.9319
2020-11-13,577.0561
2020-11-14,577.0561
2020-11-15,577.0561
2020-11-16,634.1205
2020-11-17,640.7523
2020-11-18,643.5284
2020-11-19,626.1006
2020-11-20,636.7423
2020-11-21,636.7423
2020-11-22,636.7423
2020-11-23,667.2795
2020-11-24,664.8118
2020-11-25,658.3343
2020-11-26,658.3343
2020-11-27,645.3791
2020-11-28,645.3791
2020-11-29,645.3791
2020-11-30,629.3394
2020-12-01,645.2249
2020-12-02,662.4984
2020-12-03,664.6576
2020-12-04,702.7519
2020-12-05,702.7519
2020-12-06,702.7519
2020-12-07,702.4434
2020-12-08,709.6922
2020-12-09,706.2991
2020-12-10,737.7616
2020-12-11,726.1945
2020-12-12,726.1945
2020-12-13,726.1945
2020-12-14,723.5727
2020-12-15,736.682
2020-12-16,708.6126
2020-12-17,717.0951
2020-12-18,700.7469
2020-12-19,700.7469
2020-12-20,700.7469
2020-12-21,679.6177
2020-12-22,671.4436
2020-12-23,684.7072
2020-12-24,678.0754
2020-12-25,678.0754
2020-12-26,678.0754
2020-12-27,678.0754
2020-12-28,669.7471
2020-12-29,661.7273
2020-12-30,669.2844
2020-12-31,669.2844
2021-01-01,669.2844
2021-01-02,669.2844
2021-01-03,669.2844
2021-01-04,669.2844
2021-01-05,669.2844
2021-01-06,669.2844
2021-01-07,669.2844
2021-01-08,669.2844
2021-01-09,669.2844
2021-01-10,669.2844
2021-01-11,669.2844
2021-01-12,669.2844
2021-01-13,669.2844
2021-01-14,669.2844
2021-01-15,669.2844
2021-01-16,669.2844
2021-01-17,669.2844
2021-01-18,669.2844
2021-01-19,669.2844
2021-01-20,669.2844
2021-01-21,669.2844
2021-01-22,669.2844
2021-01-23,669.2844
2021-01-24,669.2844
2021-01-25,669.2844
2021-01-26,669.2844
2021-01-27,669.2844
2021-01-28,669.2844
2021-01-29,669.2844
2021-01-30,669.2844
2021-01-31,669.2844
2021-02-01,669.2844
2021-02-02,669.2844
2021-02-03,669.2844
2021-02-04,669.2844
2021-02-05,669.2844
2021-02-06,669.2844
2021-02-07,669.2844
2021-02-08,669.2844
2021-02-09,669.2844
2021-02-10,669.2844
2021-02-11,669.2844
2021-02-12,669.2844
2021-02-13,669.2844
2021-02-14,669.2844
2021-02-15,669.2844
2021-02-16,669.2844
2021-02-17,669.2844
2021-02-18,669.2844
2021-02-19,669.2844
2021-02-20,669.2844
2021-02-21,669.2844
2021-02-22,669.2844
2021-02-23,669.2844
2021-02-24,669.2844
2021-02-25,669.2844
2021-02-26,669.2844
2021-02-27,669.2844
2021-02-28,669.2844
2021-03-01,669.2844
2021-03-02,669.2844
2021-03-03,669.2844
2021-03-04,669.2844
2021-03-05,669.2844
2021-03-06,669.2844
2021-03-07,669.2844
2021-03-08,669.2844
2021-03-09,669.2844
2021-03-10,669.2844
2021-03-11,669.2844
2021-03-12,669.2844
2021-03-13,669.2844
2021-03-14,669.2844
2021-03-15,669.2844
2021-03-16,669.2844
2021-03-17,669.2844
2021-03-18,669.2844
2021-03-19,669.2844
2021-03-20,669.2844
2021-03-21,669.2844
2021-03-22,669.2844
2021-03-23,669.2844
2021-03-24,669.2844
2021-03-25,669.2844
2021-03-26,669.2844
2021-03-27,669.2844
2021-03-28,669.2844
2021-03-29,669.2844
2021-03-30,669.2844
2021-03-31,669.2844
2021-04-01,669.2844
2021-04-02,669.2844
2021-04-03,669.2844
2021-04-04,669.2844
2021-04-05,669.2844
2021-04-06,669.2844
2021-04-07,669.2844
2021-04-08,669.2844
2021-04-09,669.2844
2021-04-10,669.2844
2021-04-11,669.2844
2021-04-12,669.2844
2021-04-13,669.2844
2021-04-14,669.2844
2021-04-15,669.2844
2021-04-16,669.2844
2021-04-17,669.2844
2021-04-18,669.2844
2021-04-19,669.2844
2021-04-20,669.2844
2021-04-21,669.2844
2021-04-22,669.2844
2021-04-23,669.2844
2021-04-24,669.2844
2021-04-25,669.2844
2021-04-26,669.2844
2021-04-27,669.2844
2021-04-28,669.2844
2021-04-29,669.2844
2021-04-30,669.2844
2021-05-01,669.2844
2021-05-02,669.2844
2021-05-03,669.2844
2021-05-04,669.2844
2021-05-05,669.2844
2021-05-06,669.2844
2021-05-07,669.2844
2021-05-08,669.2844
2021-05-09,669.2844
2021-05-10,669.2844
2021-05-11,669.2844
2021-05-12,669.2844
2021-05-13,669.2844
2021-05-14,669.2844
2021-05-15,669.2844
2021-05-16,669.2844
2021-05-17,669.2844
2021-05-18,669.2844
2021-05-19,669.2844
2021-05-20,669.2844
2021-05-21,669.2844
2021-05-22,669.2844
2021-05-23,669.2844
2021-05-24,669.2844
2021-05-25,669.2844
2021-05-26,669.2844
2021-05-27,669.2844
2021-05-28,669.2844
2021-05-29,669.2844
2021-05-30,669.2844
2021-05-31,669.2844
2021-06-01,669.2844
2021-06-02,669.2844
2021-06-03,669.2844
2021-06-04,669.2844
2021-06-05,669.2844
2021-06-06,669.2844
2021-06-07,669.2844
2021-06-08,669.2844
2021-06-09,669.2844
2021-06-10,669.2844
2021-06-11,669.2844
2021-06-12,669.2844
2021-06-13,669.2844
2021-06-14,669.2844
2021-06-15,669.2844
2021-06-16,669.2844
2021-06-17,669.2844
2021-06-18,669.2844
2021-06-19,669.2844
2021-06-20,669.2844
2021-06-21,669.2844
2021-06-22,669.2844
2021-06-23,669.2844
2021-06-24,669.2844
2021-06-25,669.2844
2021-06-26,669.2844
2021-06-27,669.2844
2021-06-28,669.2844
2021-06-29,669.2844
2021-06-30,273.8525
2021-07-01,281.6968
2021-07-02,291.2843
2021-07-03,291.2843
2021-07-04,291.2843
2021-07-05,291.2843
2021-07-06,272.9229
2021-07-07,267.6352
2021-07-08,264.7299
2021-07-09,278.7334
2021-07-10,278.7334
2021-07-11,278.7334
2021-07-12,280.7671
2021-07-13,272.2837
2021-07-14,254.1547
2021-07-15,245.4388
2021-07-16,242.3592
2021-07-17,242.3592
2021-07-18,242.3592
2021-07-19,228.2395
2021-07-20,236.8392
2021-07-21,240.3836
2021-07-22,221.5681
2021-07-23,190.5703
2021-07-24,190.5703
2021-07-25,190.5703
2021-07-26,200.1662
2021-07-27,199.6428
2021-07-28,202.1436
2021-07-29,207.843
2021-07-30,201.7946
2021-07-31,201.7946
2021-08-01,201.7946
2021-08-02,199.1194
2021-08-03,200.806
2021-08-04,190.8029
2021-08-05,190.2213
2021-08-06,198.8868
2021-08-07,198.8868
2021-08-08,198.8868
2021-08-09,194.2923
2021-08-10,200.1662
2021-08-11,198.7705
2021-08-12,191.6753
2021-08-13,182.5446
2021-08-14,182.5446
2021-08-15,182.5446
2021-08-16,177.6012
2021-08-17,172.5997
2021-08-18,166.5513
2021-08-19,159.8632
2021-08-20,162.8874
2021-08-21,162.8874
2021-08-22,162.8874
2021-08-23,171.3783
2021-08-24,174.4607
2021-08-25,174.7515
2021-08-26,171.2039
2021-08-27,187.6624
2021-08-28,187.6624
2021-08-29,187.6624
2021-08-30,180.2764
2021-08-31,180.858
2021-09-01,185.5106
2021-09-02,184.4056
2021-09-03,179.5785
2021-09-04,179.5785
2021-09-05,179.5785
2021-09-06,179.5785
2021-09-07,183.1843
2021-09-08,179.6367
2021-09-09,181.614
2021-09-10,180.1019
2021-09-11,180.1019
2021-09-12,180.1019
2021-09-13,187.139
2021-09-14,179.6948
2021-09-15,182.3119
2021-09-16,179.6948
2021-09-17,176.2636
2021-09-18,176.2636
2021-09-19,176.2636
2021-09-20,166.2023
2021-09-21,156.083
2021-09-22,156.1993
2021-09-23,160.9682
2021-09-24,161.8405
2021-09-25,161.8405
2021-09-26,161.8405
2021-09-27,171.0876
2021-09-28,164.7484
2021-09-29,161.4916
2021-09-30,181.8455
2021-10-01,198.5983
2021-10-02,198.5983
2021-10-03,198.5983
2021-10-04,195.936
2021-10-05,196.0009
2021-10-06,185.8713
2021-10-07,193.6633
2021-10-08,200.741
2021-10-09,200.741
2021-10-10,200.741
2021-10-11,204.8968
2021-10-12,213.8576
2021-10-13,197.8191
2021-10-14,205.4812
2021-10-15,211.9745
2021-10-16,211.9745
2021-10-17,211.9745
2021-10-18,189.3777
2021-10-19,195.8061
2021-10-20,195.2867
2021-10-21,196.9067
2021-10-22,213.0749
2021-10-23,213.0749
2021-10-24,213.0749
2021-10-25,213.7891
2021-10-26,223.9186
2021-10-27,212.7502
2021-10-28,218.2045
2021-10-29,213.4645
2021-10-30,213.4645
2021-10-31,213.4645
2021-11-01,208.9841
2021-11-02,206.7115
2021-11-03,209.6984
2021-11-04,206.1271
2021-11-05,223.7238
2021-11-06,223.7238
2021-11-07,223.7238
2021-11-08,248.7877
2021-11-09,236.3207
2021-11-10,225.9964
2021-11-11,227.6197
2021-11-12,218.1396
2021-11-13,218.1396
2021-11-14,218.1396
2021-11-15,216.5812
2021-11-16,218.2695
2021-11-17,206.8414
2021-11-18,203.0104
2021-11-19,189.5044
2021-11-20,189.5044
2021-11-21,189.5044
2021-11-22,193.5302
2021-11-23,197.4911
2021-11-24,193.0108
2021-11-25,193.0108
2021-11-26,182.6865
2021-11-27,182.6865
2021-11-28,182.6865
2021-11-29,182.6865
2021-11-30,179.1802
2021-12-01,172.7519
2021-12-02,181.258
2021-12-03,172.8168
2021-12-04,172.8168
2021-12-05,172.8168
2021-12-06,191.3225
2021-12-07,190.868
2021-12-08,193.2056
2021-12-09,195.4133
2021-12-10,196.7119
2021-12-11,196.7119
2021-12-12,196.7119
2021-12-13,185.1539
2021-12-14,180.4139
2021-12-15,177.6867
2021-12-16,183.9202
2021-12-17,192.751
2021-12-18,192.751
2021-12-19,192.751
2021-12-20,178.1412
2021-12-21,201.1238
2021-12-22,197.8773
2021-12-23,207.2274
2021-12-24,207.2274
2021-12-25,207.2274
2021-12-26,207.2274
2021-12-27,213.6965
2021-12-28,208.9506
2021-12-29,206.6779
2021-12-30,211.8249
2021-12-31,211.8249
2022-01-01,211.8249
2022-01-02,211.8249
2022-01-03,211.8249
2022-01-04,211.8249
2022-01-05,211.8249
2022-01-06,211.8249
2022-01-07,211.8249
2022-01-08,211.8249
2022-01-09,211.8249
2022-01-10,211.8249
2022-01-11,211.8249
2022-01-12,211.8249
2022-01-13,211.8249
2022-01-14,211.8249
2022-01-15,211.8249
2022-01-16,211.8249
2022-01-17,211.8249
2022-01-18,211.8249
2022-01-19,211.8249
2022-01-20,211.8249
2022-01-21,211.8249
2022-01-22,211.8249
2022-01-23,211.8249
2022-01-24,211.8249
2022-01-25,211.8249
2022-01-26,211.8249
2022-01-27,211.8249
2022-01-28,211.8249
2022-01-29,211.8249
2022-01-30,211.8249
2022-01-31,211.8249
2022-02-01,211.8249
2022-02-02,211.8249
2022-02-03,211.8249
2022-02-04,211.8249
2022-02-05,211.8249
2022-02-06,211.8249
2022-02-07,211.8249
2022-02-08,211.8249
2022-02-09,211.8249
2022-02-10,211.8249
2022-02-11,211.8249
2022-02-12,211.8249
2022-02-13,211.8249
2022-02-14,211.8249
2022-02-15,211.8249
2022-02-16,211.8249
2022-02-17,211.8249
2022-02-18,211.8249
2022-02-19,211.8249
2022-02-20,211.8249
2022-02-21,211.8249
2022-02-22,211.8249
2022-02-23,211.8249
2022-02-24,211.8249
2022-02-25,211.8249
2022-02-26,211.8249
2022-02-27,211.8249
2022-02-28,211.8249
2022-03-01,211.8249
2022-03-02,211.8249
2022-03-03,211.8249
2022-03-04,211.8249
2022-03-05,211.8249
2022-03-06,211.8249
2022-03-07,211.8249
2022-03-08,211.8249
2022-03-09,211.8249
2022-03-10,211.8249
2022-03-11,211.8249
2022-03-12,211.8249
2022-03-13,211.8249
2022-03-14,211.8249
2022-03-15,211.8249
2022-03-16,211.8249
2022-03-17,211.8249
2022-03-18,211.8249
2022-03-19,211.8249
2022-03-20,211.8249
2022-03-21,211.8249
2022-03-22,211.8249
2022-03-23,211.8249
2022-03-24,211.8249
2022-03-25,211.8249
2022-03-26,211.8249
2022-03-27,211.8249
2022-03-28,211.8249
2022-03-29,211.8249
2022-03-30,211.8249
2022-03-31,211.8249
2022-04-01,211.8249
2022-04-02,211.8249
2022-04-03,211.8249
2022-04-04,211.8249
2022-04-05,211.8249
2022-04-06,211.8249
2022-04-07,211.8249
2022-04-08,211.8249
2022-04-09,211.8249
2022-04-10,211.8249
2022-04-11,211.8249
2022-04-12,211.8249
2022-04-13,211.8249
2022-04-14,211.8249
2022-04-15,211.8249
2022-04-16,211.8249
2022-04-17,211.8249
2022-04-18,211.8249
2022-04-19,211.8249
2022-04-20,211.8249
2022-04-21,211.8249
2022-04-22,211.8249
2022-04-23,211.8249
2022-04-24,211.8249
2022-04-25,211.8249
2022-04-26,211.8249
2022-04-27,211.8249
2022-04-28,211.8249
2022-04-29,211.8249
2022-04-30,211.8249
2022-05-01,211.8249
2022-05-02,211.8249
2022-05-03,211.8249
2022-05-04,211.8249
2022-05-05,211.8249
2022-05-06,211.8249
2022-05-07,211.8249
2022-05-08,211.8249
2022-05-09,211.8249
2022-05-10,211.8249
2022-05-11,211.8249
2022-05-12,211.8249
2022-05-13,211.8249
2022-05-14,211.8249
2022-05-15,211.8249
2022-05-16,211.8249
2022-05-17,211.8249
2022-05-18,211.8249
2022-05-19,211.8249
2022-05-20,211.8249
2022-05-21,211.8249
2022-05-22,211.8249
2022-05-23,211.8249
2022-05-24,211.8249
2022-05-25,211.8249
2022-05-26,211.8249
2022-05-27,211.8249
2022-05-28,211.8249
2022-05-29,211.8249
2022-05-30,211.8249
2022-05-31,211.8249
2022-06-01,211.8249
2022-06-02,211.8249
2022-06-03,211.8249
2022-06-04,211.8249
2022-06-05,211.8249
2022-06-06,211.8249
2022-06-07,211.8249
2022-06-08,211.8249
2022-06-09,211.8249
2022-06-10,211.8249
2022-06-11,211.8249
2022-06-12,211.8249
2022-06-13,211.8249
2022-06-14,211.8249
2022-06-15,211.8249
2022-06-16,211.8249
2022-06-17,211.8249
2022-06-18,211.8249
2022-06-19,211.8249
2022-06-20,211.8249
2022-06-21,211.8249
2022-06-22,211.8249
2022-06-23,211.8249
2022-06-24,211.8249
2022-06-25,211.8249
2022-06-26,211.8249
2022-06-27,211.8249
2022-06-28,211.8249
2022-06-29,211.8249
2022-06-30,438.0075
2022-07-01,440.1191
2022-07-02,440.1191
2022-07-03,440.1191
2022-07-04,440.1191
2022-07-05,431.7899
2022-07-06,420.1761
2022-07-07,443.2865
2022-07-08,452.906
2022-07-09,452.906
2022-07-10,452.906
2022-07-11,449.8559
2022-07-12,437.7728
2022-07-13,425.2205
2022-07-14,430.9688
2022-07-15,437.069
2022-07-16,437.069
2022-07-17,437.069
2022-07-18,450.3252
2022-07-19,466.2796
2022-07-20,461.939
2022-07-21,455.4869
2022-07-22,455.135
2022-07-23,455.135
2022-07-24,455.135
2022-07-25,461.8217
2022-07-26,463.5814
2022-07-27,471.6759
2022-07-28,469.447
2022-07-29,493.4959
2022-07-30,493.4959
2022-07-31,493.4959
2022-08-01,481.1781
2022-08-02,467.57
2022-08-03,466.3969
2022-08-04,469.7147
2022-08-05,482.0519
2022-08-06,482.0519
2022-08-07,482.0519
2022-08-08,494.9767
2022-08-09,496.9741
2022-08-10,491.5693
2022-08-11,495.3292
2022-08-12,501.4391
2022-08-13,501.4391
2022-08-14,501.4391
2022-08-15,490.7468
2022-08-16,508.4889
2022-08-17,536.2184
2022-08-18,544.2082
2022-08-19,516.1263
2022-08-20,516.1263
2022-08-21,516.1263
2022-08-22,510.8389
2022-08-23,510.7214
2022-08-24,508.4889
2022-08-25,523.2936
2022-08-26,510.6039
2022-08-27,510.6039
2022-08-28,510.6039
2022-08-29,510.9564
2022-08-30,492.6267
2022-08-31,488.7493
2022-09-01,478.527
2022-09-02,480.0545
2022-09-03,480.0545
2022-09-04,480.0545
2022-09-05,480.0545
2022-09-06,452.4425
2022-09-07,455.38
2022-09-08,450.6801
2022-09-09,458.7874
2022-09-10,458.7874
2022-09-11,458.7874
2022-09-12,451.0326
2022-09-13,427.063
2022-09-14,443.9827
2022-09-15,446.8027
2022-09-16,452.795
2022-09-17,452.795
2022-09-18,452.795
2022-09-19,443.5127
2022-09-20,455.38
2022-09-21,438.5778
2022-09-22,433.7604
2022-09-23,417.7807
2022-09-24,417.7807
2022-09-25,417.7807
2022-09-26,411.5534
2022-09-27,411.7884
2022-09-28,402.8585
2022-09-29,410.1434
2022-09-30,48.5834
2022-10-01,48.5834
2022-10-02,48.5834
2022-10-03,50.5325
2022-10-04,52.2573
2022-10-05,52.1171
2022-10-06,52.1872
2022-10-07,49.9576
2022-10-08,49.9576
2022-10-09,49.9576
2022-10-10,50.6307
2022-10-11,49.7052
2022-10-12,49.593
2022-10-13,50.6167
2022-10-14,48.7517
2022-10-15,48.7517
2022-10-16,48.7517
2022-10-17,49.7052
2022-10-18,50.7008
2022-10-19,52.3134
2022-10-20,51.6684
2022-10-21,53.1688
2022-10-22,53.1688
2022-10-23,53.1688
2022-10-24,53.1969
2022-10-25,53.6736
2022-10-26,54.529
2022-10-27,53.4773
2022-10-28,55.3564
2022-10-29,55.3564
2022-10-30,55.3564
2022-10-31,56.5203
2022-11-01,56.5062
2022-11-02,55.4966
2022-11-03,53.6337
2022-11-04,56.2842
2022-11-05,56.2842
2022-11-06,56.2842
2022-11-07,55.5971
2022-11-08,55.9757
2022-11-09,54.6996
2022-11-10,56.3263
2022-11-11,56.5367
2022-11-12,56.5367
2022-11-13,56.5367
2022-11-14,55.555
2022-11-15,54.7977
2022-11-16,54.5032
2022-11-17,54.6154
2022-11-18,53.4795
2022-11-19,53.4795
2022-11-20,53.4795
2022-11-21,51.9228
2022-11-22,51.7966
2022-11-23,51.0393
2022-11-24,51.0393
2022-11-25,51.5021
2022-11-26,51.5021
2022-11-27,51.5021
2022-11-28,50.9412
2022-11-29,51.1936
2022-11-30,51.9649
2022-12-01,52.3155
2022-12-02,52.0771
2022-12-03,52.0771
2022-12-04,52.0771
2022-12-05,50.7168
2022-12-06,49.9595
2022-12-07,49.7351
2022-12-08,49.8894
2022-12-09,48.4449
2022-12-10,48.4449
2022-12-11,48.4449
2022-12-12,48.5992
2022-12-13,50.0156
2022-12-14,49.9875
2022-12-15,49.4406
2022-12-16,48.8095
2022-12-17,48.8095
2022-12-18,48.8095
2022-12-19,48.0382
2022-12-20,48.473
2022-12-21,48.4589
2022-12-22,49.2723
2022-12-23,50.5064
2022-12-24,50.5064
2022-12-25,50.5064
2022-12-26,50.5064
2022-12-27,51.9929
2022-12-28,52.2173
2022-12-29,54.3209
2022-12-30,24.1705
2022-12-31,24.1705
2023-01-01,24.1705
2023-01-02,24.1705
2023-01-03,23.0635
2023-01-04,23.2458
2023-01-05,23.4151
2023-01-06,23.8905
2023-01-07,23.8905
2023-01-08,23.8905
2023-01-09,24.0077
2023-01-10,24.418
2023-01-11,24.8869
2023-01-12,25.8311
2023-01-13,25.7139
2023-01-14,25.7139
2023-01-15,25.7139
2023-01-16,25.7139
2023-01-17,25.8051
2023-01-18,25.2515
2023-01-19,25.3362
2023-01-20,25.8572
2023-01-21,25.8572
2023-01-22,25.8572
2023-01-23,25.4469
2023-01-24,24.8152
2023-01-25,24.9976
2023-01-26,25.5381
2023-01-27,25.4078
2023-01-28,25.4078
2023-01-29,25.4078
2023-01-30,25.2646
2023-01-31,26.3195
2023-02-01,27.1075
2023-02-02,27.8564
2023-02-03,28.0452
2023-02-04,28.0452
2023-02-05,28.0452
2023-02-06,28.1559
2023-02-07,28.3578
2023-02-08,28.3643
2023-02-09,27.954
2023-02-10,27.8629
2023-02-11,27.8629
2023-02-12,27.8629
2023-02-13,28.2471
2023-02-14,28.2275
2023-02-15,28.488
2023-02-16,28.3448
2023-02-17,28.3382
2023-02-18,28.3382
2023-02-19,28.3382
2023-02-20,28.3382
2023-02-21,27.0879
2023-02-22,27.7261
2023-02-23,28.501
2023-02-24,27.8759
2023-02-25,27.8759
2023-02-26,27.8759
2023-02-27,28.4927
2023-02-28,29.0293
2023-03-01,28.7479
2023-03-02,29.1798
2023-03-03,29.2322
2023-03-04,29.2322
2023-03-05,29.2322
2023-03-06,28.5974
2023-03-07,28.833
2023-03-08,27.8841
2023-03-09,27.3475
2023-03-10,26.7258
2023-03-11,26.7258
2023-03-12,26.7258
2023-03-13,25.3712
2023-03-14,25.9078
