,BOOM US Equity
2023-03-15,25.2338
2023-03-16,25.6395
2023-03-17,25.2665
2023-03-18,25.2665
2023-03-19,25.2665
2023-03-20,25.6274
2023-03-21,25.7786
2023-03-22,25.4696
2023-03-23,24.7661
2023-03-24,24.7989
2023-03-25,24.7989
2023-03-26,24.7989
2023-03-27,25.4762
2023-03-28,25.4236
2023-03-29,25.4236
2023-03-30,25.4959
2023-03-31,18.8806
2023-04-01,18.8806
2023-04-02,18.8806
2023-04-03,19.2547
2023-04-04,18.334
2023-04-05,17.9935
2023-04-06,17.9743
2023-04-07,17.9743
2023-04-08,17.9743
2023-04-09,17.9743
2023-04-10,18.0463
2023-04-11,17.9791
2023-04-12,17.7634
2023-04-13,17.9216
2023-04-14,17.7586
2023-04-15,17.7586
2023-04-16,17.7586
2023-04-17,17.7298
2023-04-18,17.7538
2023-04-19,18.0559
2023-04-20,18.0175
2023-04-21,18.0367
2023-04-22,18.0367
2023-04-23,18.0367
2023-04-24,18.2381
2023-04-25,17.6435
2023-04-26,17.2982
2023-04-27,17.2694
2023-04-28,17.4277
2023-04-29,17.4277
2023-04-30,17.4277
2023-05-01,17.4469
2023-05-02,16.6796
2023-05-03,16.718
2023-05-04,16.7653
2023-05-05,17.2592
2023-05-06,17.2592
2023-05-07,17.2592
2023-05-08,16.7078
2023-05-09,16.8036
2023-05-10,16.8036
2023-05-11,16.7941
2023-05-12,16.6838
2023-05-13,16.6838
2023-05-14,16.6838
2023-05-15,16.6119
2023-05-16,16.4728
2023-05-17,16.6838
2023-05-18,16.7221
2023-05-19,16.6262
2023-05-20,16.6262
2023-05-21,16.6262
2023-05-22,16.6838
2023-05-23,16.9715
2023-05-24,16.7461
2023-05-25,16.6262
2023-05-26,16.444
2023-05-27,16.444
2023-05-28,16.444
2023-05-29,16.444
2023-05-30,16.329
2023-05-31,16.1228
2023-06-01,16.4105
2023-06-02,17.0338
2023-06-03,17.0338
2023-06-04,17.0338
2023-06-05,16.5543
2023-06-06,16.8084
2023-06-07,17.1009
2023-06-08,16.9187
2023-06-09,16.6646
2023-06-10,16.6646
2023-06-11,16.6646
2023-06-12,16.6934
2023-06-13,16.8228
2023-06-14,16.3242
2023-06-15,16.3721
2023-06-16,15.955
2023-06-17,15.955
2023-06-18,15.955
2023-06-19,15.955
2023-06-20,15.8543
2023-06-21,16.0652
2023-06-22,15.8159
2023-06-23,16.1947
2023-06-24,16.1947
2023-06-25,16.1947
2023-06-26,16.3481
2023-06-27,16.5303
2023-06-28,16.5447
2023-06-29,16.7893
2023-06-30,11.8199
2023-07-01,11.8199
2023-07-02,11.8199
2023-07-03,11.9689
2023-07-04,11.9689
2023-07-05,11.298
2023-07-06,11.1421
2023-07-07,11.5488
2023-07-08,11.5488
2023-07-09,11.5488
2023-07-10,11.5894
2023-07-11,11.8131
2023-07-12,11.83
2023-07-13,11.9893
2023-07-14,11.8944
2023-07-15,11.8944
2023-07-16,11.8944
2023-07-17,12.1045
2023-07-18,12.0638
2023-07-19,12.0571
2023-07-20,11.9994
2023-07-21,12.0147
2023-07-22,12.0147
2023-07-23,12.0147
2023-07-24,12.24
2023-07-25,12.2468
2023-07-26,12.3349
2023-07-27,11.9927
2023-07-28,11.9994
2023-07-29,11.9994
2023-07-30,11.9994
2023-07-31,12.1926
2023-08-01,12.0266
2023-08-02,11.9486
2023-08-03,12.118
2023-08-04,12.0638
2023-08-05,12.0638
2023-08-06,12.0638
2023-08-07,11.9859
2023-08-08,11.7631
2023-08-09,13.363
2023-08-10,13.132
2023-08-11,13.1252
2023-08-12,13.1252
2023-08-13,13.1252
2023-08-14,13.8318
2023-08-15,13.7299
2023-08-16,13.5736
2023-08-17,13.5328
2023-08-18,13.9099
2023-08-19,13.9099
2023-08-20,13.9099
2023-08-21,13.9812
2023-08-22,13.8963
2023-08-23,14.1477
2023-08-24,13.6347
2023-08-25,13.5906
2023-08-26,13.5906
2023-08-27,13.5906
2023-08-28,13.7604
2023-08-29,13.8827
2023-08-30,13.9065
2023-08-31,13.9608
2023-09-01,14.3956
2023-09-02,14.3956
2023-09-03,14.3956
2023-09-04,14.3956
2023-09-05,14.6674
2023-09-06,14.878
2023-09-07,14.7557
2023-09-08,14.7931
2023-09-09,14.7931
2023-09-10,14.7931
2023-09-11,14.6878
2023-09-12,14.7081
2023-09-13,14.467
2023-09-14,14.4568
2023-09-15,14.4126
2023-09-16,14.4126
2023-09-17,14.4126
2023-09-18,14.1918
2023-09-19,14.3175
2023-09-20,14.2903
2023-09-21,14.0593
2023-09-22,13.9812
2023-09-23,13.9812
2023-09-24,13.9812
2023-09-25,13.9948
2023-09-26,14.005
2023-09-27,14.0288
2023-09-28,14.2937
2023-09-29,12.8288
2023-09-30,12.8288
2023-10-01,12.8288
2023-10-02,12.62
2023-10-03,12.4777
2023-10-04,12.0886
2023-10-05,11.9589
2023-10-06,11.9811
2023-10-07,11.9811
2023-10-08,11.9811
2023-10-09,12.076
2023-10-10,12.2215
2023-10-11,12.0538
2023-10-12,11.7786
2023-10-13,11.6964
2023-10-14,11.6964
2023-10-15,11.6964
2023-10-16,11.5825
2023-10-17,11.6237
2023-10-18,11.5509
2023-10-19,11.4623
2023-10-20,11.3516
2023-10-21,11.3516
2023-10-22,11.3516
2023-10-23,11.2283
2023-10-24,11.1713
2023-10-25,10.9816
2023-10-26,10.9657
2023-10-27,11.0069
2023-10-28,11.0069
2023-10-29,11.0069
2023-10-30,11.0417
2023-10-31,11.0828
2023-11-01,11.0322
2023-11-02,11.0946
2023-11-03,10.4969
2023-11-04,10.4969
2023-11-05,10.4969
2023-11-06,10.402
2023-11-07,10.2502
2023-11-08,10.2375
2023-11-09,10.0984
2023-11-10,10.1648
2023-11-11,10.1648
2023-11-12,10.1648
2023-11-13,10.1332
2023-11-14,10.421
2023-11-15,10.3261
2023-11-16,10.1079
2023-11-17,10.1079
2023-11-18,10.1079
2023-11-19,10.1079
2023-11-20,10.1648
2023-11-21,10.0889
2023-11-22,10.1838
2023-11-23,10.1838
2023-11-24,10.2249
2023-11-25,10.2249
2023-11-26,10.2249
2023-11-27,10.1616
2023-11-28,10.0162
2023-11-29,10.0889
2023-11-30,10.1332
2023-12-01,10.3292
2023-12-02,10.3292
2023-12-03,10.3292
2023-12-04,10.4241
2023-12-05,10.2312
2023-12-06,10.2533
2023-12-07,10.3356
2023-12-08,10.4874
2023-12-09,10.4874
2023-12-10,10.4874
2023-12-11,10.3988
2023-12-12,10.2818
2023-12-13,10.6012
2023-12-14,10.7024
2023-12-15,10.9428
2023-12-16,10.9428
2023-12-17,10.9428
2023-12-18,10.9744
2023-12-19,11.0946
2023-12-20,10.9934
2023-12-21,11.0693
2023-12-22,11.0978
2023-12-23,11.0978
2023-12-24,11.0978
2023-12-25,11.0978
2023-12-26,11.1895
2023-12-27,11.2401
2023-12-28,11.1136
2023-12-29,11.1032
2023-12-30,11.1032
2023-12-31,11.1032
2024-01-01,11.1032
2024-01-02,10.8836
2024-01-03,10.6768
2024-01-04,10.6542
2024-01-05,10.8448
2024-01-06,10.8448
2024-01-07,10.8448
2024-01-08,10.5864
2024-01-09,10.2924
2024-01-10,10.3053
2024-01-11,10.4022
2024-01-12,10.4152
2024-01-13,10.4152
2024-01-14,10.4152
2024-01-15,10.4152
2024-01-16,10.4313
2024-01-17,10.4992
2024-01-18,10.5508
2024-01-19,10.5315
2024-01-20,10.5315
2024-01-21,10.5315
2024-01-22,10.6607
2024-01-23,10.6542
2024-01-24,10.5831
2024-01-25,10.6348
2024-01-26,10.6251
2024-01-27,10.6251
2024-01-28,10.6251
2024-01-29,11.1
2024-01-30,11.0515
2024-01-31,10.5218
2024-02-01,10.5347
2024-02-02,10.3376
2024-02-03,10.3376
2024-02-04,10.3376
2024-02-05,10.4378
2024-02-06,10.4022
2024-02-07,10.567
2024-02-08,10.651
2024-02-09,10.806
2024-02-10,10.806
2024-02-11,10.806
2024-02-12,10.8997
2024-02-13,10.6219
2024-02-14,10.8189
2024-02-15,11.0225
2024-02-16,10.9029
2024-02-17,10.9029
2024-02-18,10.9029
2024-02-19,10.9029
2024-02-20,10.8932
2024-02-21,10.5864
2024-02-22,10.6574
2024-02-23,10.5092
2024-02-24,10.5092
2024-02-25,10.5092
2024-02-26,10.4898
2024-02-27,10.6871
2024-02-28,10.4316
2024-02-29,10.4186
2024-03-01,10.3831
2024-03-02,10.3831
2024-03-03,10.3831
2024-03-04,10.4219
2024-03-05,10.5804
2024-03-06,10.4995
2024-03-07,10.5545
2024-03-08,10.5642
2024-03-09,10.5642
2024-03-10,10.5642
2024-03-11,10.6774
2024-03-12,10.645
2024-03-13,10.6903
2024-03-14,10.6547
2024-03-15,10.8229
2024-03-16,10.8229
2024-03-17,10.8229
2024-03-18,10.8359
2024-03-19,11.1658
2024-03-20,11.1916
2024-03-21,11.1043
2024-03-22,11.072
2024-03-23,11.072
2024-03-24,11.072
2024-03-25,11.0752
2024-03-26,11.0138
2024-03-27,11.1464
2024-03-28,11.3275
2024-03-29,11.3275
2024-03-30,11.3275
2024-03-31,11.3275
2024-04-01,11.2725
2024-04-02,11.3148
2024-04-03,11.3671
2024-04-04,11.1907
2024-04-05,11.207
2024-04-06,11.207
2024-04-07,11.207
2024-04-08,11.158
