,GEF/B US Equity
2020-10-09,15.1804
2020-10-10,15.1804
2020-10-11,15.1804
2020-10-12,15.537
2020-10-13,15.331
2020-10-14,15.2176
2020-10-15,15.3948
2020-10-16,15.4535
2020-10-17,15.4535
2020-10-18,15.4535
2020-10-19,15.372
2020-10-20,15.4843
2020-10-21,15.5002
2020-10-22,15.5643
2020-10-23,15.5312
2020-10-24,15.5312
2020-10-25,15.5312
2020-10-26,15.2842
2020-10-27,15.2638
2020-10-28,15.0
2020-10-29,15.1387
2020-10-30,15.1563
2020-10-31,15.1563
2020-11-01,15.1563
2020-11-02,15.4137
2020-11-03,15.7557
2020-11-04,15.5169
2020-11-05,15.6657
2020-11-06,15.5841
2020-11-07,15.5841
2020-11-08,15.5841
2020-11-09,15.8077
2020-11-10,16.2176
2020-11-11,16.0539
2020-11-12,15.7236
2020-11-13,15.7784
2020-11-14,15.7784
2020-11-15,15.7784
2020-11-16,16.0916
2020-11-17,16.2846
2020-11-18,16.1342
2020-11-19,16.1456
2020-11-20,16.0814
2020-11-21,16.0814
2020-11-22,16.0814
2020-11-23,16.362
2020-11-24,16.6228
2020-11-25,16.4028
2020-11-26,16.4028
2020-11-27,16.4121
2020-11-28,16.4121
2020-11-29,16.4121
2020-11-30,16.2498
2020-12-01,16.3203
2020-12-02,16.3523
2020-12-03,16.1995
2020-12-04,16.5621
2020-12-05,16.5621
2020-12-06,16.5621
2020-12-07,16.3661
2020-12-08,16.5502
2020-12-09,16.658
2020-12-10,16.154
2020-12-11,16.1698
2020-12-12,16.1698
2020-12-13,16.1698
2020-12-14,15.945
2020-12-15,16.2201
2020-12-16,16.1354
2020-12-17,16.2941
2020-12-18,16.1574
2020-12-19,16.1574
2020-12-20,16.1574
2020-12-21,15.9352
2020-12-22,15.9793
2020-12-23,16.0665
2020-12-24,16.0894
2020-12-25,16.0894
2020-12-26,16.0894
2020-12-27,16.0894
2020-12-28,16.1047
2020-12-29,15.9806
2020-12-30,16.1073
2020-12-31,16.0412
2021-01-01,16.0412
2021-01-02,16.0412
2021-01-03,16.0412
2021-01-04,16.0475
2021-01-05,16.247
2021-01-06,16.6907
2021-01-07,16.7509
2021-01-08,16.6039
2021-01-09,16.6039
2021-01-10,16.6039
2021-01-11,16.7155
2021-01-12,16.7202
2021-01-13,16.5402
2021-01-14,16.7241
2021-01-15,16.5671
2021-01-16,16.5671
2021-01-17,16.5671
2021-01-18,16.5671
2021-01-19,16.4627
2021-01-20,16.4617
2021-01-21,16.3332
2021-01-22,16.4696
2021-01-23,16.4696
2021-01-24,16.4696
2021-01-25,16.2868
2021-01-26,16.2052
2021-01-27,15.8581
2021-01-28,15.8455
2021-01-29,16.9889
2021-01-30,16.9889
2021-01-31,16.9889
2021-02-01,17.1568
2021-02-02,17.2057
2021-02-03,17.2217
2021-02-04,17.3538
2021-02-05,17.5492
2021-02-06,17.5492
2021-02-07,17.5492
2021-02-08,17.6733
2021-02-09,17.6305
2021-02-10,17.652
2021-02-11,17.5345
2021-02-12,17.656
2021-02-13,17.656
2021-02-14,17.656
2021-02-15,17.656
2021-02-16,17.4021
2021-02-17,17.387
2021-02-18,17.3374
2021-02-19,17.4905
2021-02-20,17.4905
2021-02-21,17.4905
2021-02-22,17.3883
2021-02-23,17.2406
2021-02-24,17.3578
2021-02-25,17.4781
2021-02-26,17.5533
2021-02-27,17.5533
2021-02-28,17.5533
2021-03-01,17.9988
2021-03-02,17.9837
2021-03-03,18.1512
2021-03-04,18.2971
2021-03-05,18.7031
2021-03-06,18.7031
2021-03-07,18.7031
2021-03-08,19.0164
2021-03-09,18.8889
2021-03-10,19.0088
2021-03-11,19.1083
2021-03-12,19.3609
2021-03-13,19.3609
2021-03-14,19.3609
2021-03-15,19.2532
2021-03-16,19.277
2021-03-17,19.5142
2021-03-18,19.4244
2021-03-19,19.1778
2021-03-20,19.1778
2021-03-21,19.1778
2021-03-22,18.7768
2021-03-23,18.4315
2021-03-24,18.5797
2021-03-25,18.8934
2021-03-26,19.174
2021-03-27,19.174
2021-03-28,19.174
2021-03-29,19.0664
2021-03-30,19.1836
2021-03-31,18.9247
2021-04-01,19.05
2021-04-02,19.05
2021-04-03,19.05
2021-04-04,19.05
2021-04-05,19.098
2021-04-06,19.166
2021-04-07,18.8885
2021-04-08,18.9716
2021-04-09,19.1237
2021-04-10,19.1237
2021-04-11,19.1237
2021-04-12,19.4379
2021-04-13,19.1408
2021-04-14,19.1904
2021-04-15,19.231
2021-04-16,19.3094
2021-04-17,19.3094
2021-04-18,19.3094
2021-04-19,19.235
2021-04-20,19.1116
2021-04-21,19.2538
2021-04-22,19.1085
2021-04-23,19.3288
2021-04-24,19.3288
2021-04-25,19.3288
2021-04-26,19.4337
2021-04-27,19.4624
2021-04-28,19.605
2021-04-29,19.6546
2021-04-30,12.9781
2021-05-01,12.9781
2021-05-02,12.9781
2021-05-03,13.2869
2021-05-04,13.325
2021-05-05,13.435
2021-05-06,13.4711
2021-05-07,13.5402
2021-05-08,13.5402
2021-05-09,13.5402
2021-05-10,13.3134
2021-05-11,13.3073
2021-05-12,13.0415
2021-05-13,13.3007
2021-05-14,13.3724
2021-05-15,13.3724
2021-05-16,13.3724
2021-05-17,13.3404
2021-05-18,13.2216
2021-05-19,13.0725
2021-05-20,13.301
2021-05-21,13.2818
2021-05-22,13.2818
2021-05-23,13.2818
2021-05-24,13.157
2021-05-25,12.9654
2021-05-26,13.1057
2021-05-27,13.122
2021-05-28,13.0516
2021-05-29,13.0516
2021-05-30,13.0516
2021-05-31,13.0516
2021-06-01,13.1338
2021-06-02,12.9056
2021-06-03,12.938
2021-06-04,12.9064
2021-06-05,12.9064
2021-06-06,12.9064
2021-06-07,12.7672
2021-06-08,12.8905
2021-06-09,12.883
2021-06-10,13.1158
2021-06-11,13.3687
2021-06-12,13.3687
2021-06-13,13.3687
2021-06-14,13.1212
2021-06-15,13.2728
2021-06-16,13.3475
2021-06-17,13.1519
2021-06-18,12.8712
2021-06-19,12.8712
2021-06-20,12.8712
2021-06-21,13.095
2021-06-22,13.1356
2021-06-23,13.0172
2021-06-24,13.0261
2021-06-25,12.9806
2021-06-26,12.9806
2021-06-27,12.9806
2021-06-28,13.0072
2021-06-29,12.8581
2021-06-30,12.9422
2021-07-01,12.9526
2021-07-02,12.85
2021-07-03,12.85
2021-07-04,12.85
2021-07-05,12.85
2021-07-06,12.7653
2021-07-07,12.8559
2021-07-08,12.8006
2021-07-09,12.8969
2021-07-10,12.8969
2021-07-11,12.8969
2021-07-12,13.0081
2021-07-13,12.8777
2021-07-14,12.8023
2021-07-15,12.7459
2021-07-16,12.6913
2021-07-17,12.6913
2021-07-18,12.6913
2021-07-19,12.5385
2021-07-20,12.6796
2021-07-21,12.7359
2021-07-22,12.748
2021-07-23,12.7669
2021-07-24,12.7669
2021-07-25,12.7669
2021-07-26,12.9153
2021-07-27,12.9478
2021-07-28,12.9808
2021-07-29,13.0656
2021-07-30,10.249
2021-07-31,10.249
2021-08-01,10.249
2021-08-02,10.2265
2021-08-03,10.3287
2021-08-04,10.2124
2021-08-05,10.2394
2021-08-06,10.3068
2021-08-07,10.3068
2021-08-08,10.3068
2021-08-09,10.3018
2021-08-10,10.3337
2021-08-11,10.4411
2021-08-12,10.4807
2021-08-13,10.4541
2021-08-14,10.4541
2021-08-15,10.4541
2021-08-16,10.4595
2021-08-17,10.3626
2021-08-18,10.3602
2021-08-19,10.2534
2021-08-20,10.3091
2021-08-21,10.3091
2021-08-22,10.3091
2021-08-23,10.2932
2021-08-24,10.2751
2021-08-25,10.4228
2021-08-26,10.3046
2021-08-27,10.4229
2021-08-28,10.4229
2021-08-29,10.4229
2021-08-30,10.3761
2021-08-31,10.4085
2021-09-01,10.4718
2021-09-02,10.6934
2021-09-03,10.9423
2021-09-04,10.9423
2021-09-05,10.9423
2021-09-06,10.9423
2021-09-07,10.654
2021-09-08,10.6598
2021-09-09,10.6144
2021-09-10,10.5835
2021-09-11,10.5835
2021-09-12,10.5835
2021-09-13,10.5955
2021-09-14,10.5601
2021-09-15,10.7675
2021-09-16,10.483
2021-09-17,10.4107
2021-09-18,10.4107
2021-09-19,10.4107
2021-09-20,10.3059
2021-09-21,10.2979
2021-09-22,10.4296
2021-09-23,10.5345
2021-09-24,10.4885
2021-09-25,10.4885
2021-09-26,10.4885
2021-09-27,10.6192
2021-09-28,10.6402
2021-09-29,10.7077
2021-09-30,10.6077
2021-10-01,10.6892
2021-10-02,10.6892
2021-10-03,10.6892
2021-10-04,10.7747
2021-10-05,10.849
2021-10-06,10.8325
2021-10-07,10.9664
2021-10-08,10.9059
2021-10-09,10.9059
2021-10-10,10.9059
2021-10-11,10.9368
2021-10-12,11.0399
2021-10-13,11.0079
2021-10-14,10.6682
2021-10-15,10.569
2021-10-16,10.569
2021-10-17,10.569
2021-10-18,10.4775
2021-10-19,10.4698
2021-10-20,10.6008
2021-10-21,10.5545
2021-10-22,10.5332
2021-10-23,10.5332
2021-10-24,10.5332
2021-10-25,10.5612
2021-10-26,10.6081
2021-10-27,10.5662
2021-10-28,10.6472
2021-10-29,9.6265
2021-10-30,9.6265
2021-10-31,9.6265
2021-11-01,9.6466
2021-11-02,9.6338
2021-11-03,9.7716
2021-11-04,9.7988
2021-11-05,9.9227
2021-11-06,9.9227
2021-11-07,9.9227
2021-11-08,9.9597
2021-11-09,10.0818
2021-11-10,10.0685
2021-11-11,10.1351
2021-11-12,10.0028
2021-11-13,10.0028
2021-11-14,10.0028
2021-11-15,10.0828
2021-11-16,10.0722
2021-11-17,10.0257
2021-11-18,9.9971
2021-11-19,9.9404
2021-11-20,9.9404
2021-11-21,9.9404
2021-11-22,10.0338
2021-11-23,10.0686
2021-11-24,10.0017
2021-11-25,10.0017
2021-11-26,9.8095
2021-11-27,9.8095
2021-11-28,9.8095
2021-11-29,9.5358
2021-11-30,9.216
2021-12-01,9.2104
2021-12-02,9.4116
2021-12-03,9.3329
2021-12-04,9.3329
2021-12-05,9.3329
2021-12-06,9.4453
2021-12-07,9.3732
2021-12-08,9.3774
2021-12-09,9.4302
2021-12-10,9.3065
2021-12-11,9.3065
2021-12-12,9.3065
2021-12-13,9.1636
2021-12-14,9.1105
2021-12-15,9.2028
2021-12-16,9.2672
2021-12-17,9.1667
2021-12-18,9.1667
2021-12-19,9.1667
2021-12-20,8.9491
2021-12-21,9.028
2021-12-22,8.9927
2021-12-23,8.9944
2021-12-24,8.9944
2021-12-25,8.9944
2021-12-26,8.9944
2021-12-27,9.0943
2021-12-28,9.1264
2021-12-29,9.1891
2021-12-30,9.1926
2021-12-31,9.2249
2022-01-01,9.2249
2022-01-02,9.2249
2022-01-03,9.1876
2022-01-04,9.1992
2022-01-05,9.2515
2022-01-06,9.2057
2022-01-07,9.2287
2022-01-08,9.2287
2022-01-09,9.2287
2022-01-10,9.24
2022-01-11,9.3095
2022-01-12,9.2754
2022-01-13,9.33
2022-01-14,9.3673
2022-01-15,9.3673
2022-01-16,9.3673
2022-01-17,9.3673
2022-01-18,9.2427
2022-01-19,9.3114
2022-01-20,9.284
2022-01-21,9.1648
2022-01-22,9.1648
2022-01-23,9.1648
2022-01-24,9.2862
2022-01-25,9.2262
2022-01-26,9.1547
2022-01-27,9.0365
2022-01-28,9.1142
2022-01-29,9.1142
2022-01-30,9.1142
2022-01-31,9.0805
2022-02-01,9.1372
2022-02-02,9.0665
2022-02-03,8.9727
2022-02-04,8.9067
2022-02-05,8.9067
2022-02-06,8.9067
2022-02-07,8.8581
2022-02-08,8.9426
2022-02-09,8.8813
2022-02-10,8.803
2022-02-11,8.8044
2022-02-12,8.8044
2022-02-13,8.8044
2022-02-14,8.8567
2022-02-15,9.2095
2022-02-16,9.1218
2022-02-17,9.0873
2022-02-18,9.1158
2022-02-19,9.1158
2022-02-20,9.1158
2022-02-21,9.1158
2022-02-22,9.0184
2022-02-23,8.8732
2022-02-24,8.7786
2022-02-25,8.9643
2022-02-26,8.9643
2022-02-27,8.9643
2022-02-28,8.915
2022-03-01,8.6643
2022-03-02,8.8294
2022-03-03,8.9567
2022-03-04,9.0942
2022-03-05,9.0942
2022-03-06,9.0942
2022-03-07,8.8728
2022-03-08,8.7665
2022-03-09,8.9852
2022-03-10,9.0262
2022-03-11,9.0062
2022-03-12,9.0062
2022-03-13,9.0062
2022-03-14,9.0494
2022-03-15,9.0517
2022-03-16,9.1244
2022-03-17,9.2041
2022-03-18,9.3639
2022-03-19,9.3639
2022-03-20,9.3639
2022-03-21,9.3134
2022-03-22,9.3486
2022-03-23,9.2128
2022-03-24,9.2416
2022-03-25,9.521
2022-03-26,9.521
2022-03-27,9.521
2022-03-28,9.4181
2022-03-29,9.5442
2022-03-30,9.4848
2022-03-31,9.5086
2022-04-01,9.3772
2022-04-02,9.3772
2022-04-03,9.3772
2022-04-04,9.2366
2022-04-05,9.1724
2022-04-06,9.1241
2022-04-07,9.1214
2022-04-08,9.2053
2022-04-09,9.2053
2022-04-10,9.2053
2022-04-11,9.199
2022-04-12,9.2419
2022-04-13,9.3323
2022-04-14,9.2824
2022-04-15,9.2824
2022-04-16,9.2824
2022-04-17,9.2824
2022-04-18,9.1976
2022-04-19,9.3662
2022-04-20,9.481
2022-04-21,9.4686
2022-04-22,9.3278
2022-04-23,9.3278
2022-04-24,9.3278
2022-04-25,9.2238
2022-04-26,9.1001
2022-04-27,9.1324
2022-04-28,9.1858
2022-04-29,8.865
2022-04-30,8.865
2022-05-01,8.865
2022-05-02,8.8184
2022-05-03,8.8553
2022-05-04,8.9706
2022-05-05,8.8911
2022-05-06,8.7702
2022-05-07,8.7702
2022-05-08,8.7702
2022-05-09,8.661
2022-05-10,8.695
2022-05-11,8.6768
2022-05-12,8.6738
2022-05-13,8.7369
2022-05-14,8.7369
2022-05-15,8.7369
2022-05-16,8.813
2022-05-17,8.9692
2022-05-18,8.7811
2022-05-19,8.7801
2022-05-20,8.7329
2022-05-21,8.7329
2022-05-22,8.7329
2022-05-23,8.8426
2022-05-24,8.8686
2022-05-25,8.9109
2022-05-26,9.0016
2022-05-27,8.8213
2022-05-28,8.8213
2022-05-29,8.8213
2022-05-30,8.8213
2022-05-31,8.8421
2022-06-01,8.8353
2022-06-02,8.9746
2022-06-03,8.8809
2022-06-04,8.8809
2022-06-05,8.8809
2022-06-06,8.9815
2022-06-07,9.0465
2022-06-08,8.9429
2022-06-09,9.2433
2022-06-10,9.2568
2022-06-11,9.2568
2022-06-12,9.2568
2022-06-13,8.9186
2022-06-14,8.8734
2022-06-15,8.9262
2022-06-16,8.6877
2022-06-17,8.7441
2022-06-18,8.7441
2022-06-19,8.7441
2022-06-20,8.7441
2022-06-21,8.8881
2022-06-22,8.8179
2022-06-23,9.1219
2022-06-24,9.2081
2022-06-25,9.2081
2022-06-26,9.2081
2022-06-27,9.3473
2022-06-28,9.1319
2022-06-29,9.1416
2022-06-30,9.092
2022-07-01,9.1741
2022-07-02,9.1741
2022-07-03,9.1741
2022-07-04,9.1741
2022-07-05,9.0563
2022-07-06,9.0
2022-07-07,9.0419
2022-07-08,8.9595
2022-07-09,8.9595
2022-07-10,8.9595
2022-07-11,9.0186
2022-07-12,9.0794
2022-07-13,9.0362
2022-07-14,9.0743
2022-07-15,9.157
2022-07-16,9.157
2022-07-17,9.157
2022-07-18,9.1868
2022-07-19,9.3898
2022-07-20,9.4137
2022-07-21,9.5481
2022-07-22,9.5641
2022-07-23,9.5641
2022-07-24,9.5641
2022-07-25,9.5958
2022-07-26,9.4999
2022-07-27,9.617
2022-07-28,9.701
2022-07-29,9.1324
2022-07-30,9.1324
2022-07-31,9.1324
2022-08-01,9.144
2022-08-02,9.0815
2022-08-03,9.0442
2022-08-04,8.9731
2022-08-05,8.9559
2022-08-06,8.9559
2022-08-07,8.9559
2022-08-08,9.0497
2022-08-09,9.1115
2022-08-10,9.1578
2022-08-11,9.2258
2022-08-12,9.2699
2022-08-13,9.2699
2022-08-14,9.2699
2022-08-15,9.2429
2022-08-16,9.2553
2022-08-17,9.2007
2022-08-18,9.239
2022-08-19,9.1721
2022-08-20,9.1721
2022-08-21,9.1721
2022-08-22,9.1169
2022-08-23,9.0908
2022-08-24,9.0491
2022-08-25,9.1069
2022-08-26,8.9381
2022-08-27,8.9381
2022-08-28,8.9381
2022-08-29,8.9286
2022-08-30,8.9408
2022-08-31,8.8173
2022-09-01,8.5872
2022-09-02,8.7129
2022-09-03,8.7129
2022-09-04,8.7129
2022-09-05,8.7129
2022-09-06,8.6664
2022-09-07,8.7714
2022-09-08,8.7257
2022-09-09,8.8051
2022-09-10,8.8051
2022-09-11,8.8051
2022-09-12,8.8441
2022-09-13,8.7158
2022-09-14,8.6646
2022-09-15,8.6393
2022-09-16,8.5109
2022-09-17,8.5109
2022-09-18,8.5109
2022-09-19,8.7554
2022-09-20,8.5372
2022-09-21,8.5337
2022-09-22,8.3702
2022-09-23,8.3209
2022-09-24,8.3209
2022-09-25,8.3209
2022-09-26,8.2991
2022-09-27,8.1662
2022-09-28,8.262
2022-09-29,8.1471
2022-09-30,8.2387
2022-10-01,8.2387
2022-10-02,8.2387
2022-10-03,8.3491
2022-10-04,8.517
2022-10-05,8.5129
2022-10-06,8.4086
2022-10-07,8.3113
2022-10-08,8.3113
2022-10-09,8.3113
2022-10-10,8.3719
2022-10-11,8.4938
2022-10-12,8.4146
2022-10-13,8.324
2022-10-14,8.3519
2022-10-15,8.3519
2022-10-16,8.3519
2022-10-17,8.5565
2022-10-18,8.7314
2022-10-19,8.6708
2022-10-20,8.641
2022-10-21,8.8797
2022-10-22,8.8797
2022-10-23,8.8797
2022-10-24,8.9786
2022-10-25,9.0164
2022-10-26,8.9852
2022-10-27,8.9162
2022-10-28,9.0878
2022-10-29,9.0878
2022-10-30,9.0878
2022-10-31,8.4451
2022-11-01,8.4166
2022-11-02,8.3639
2022-11-03,8.4216
2022-11-04,8.6468
2022-11-05,8.6468
2022-11-06,8.6468
2022-11-07,8.7138
2022-11-08,8.6856
2022-11-09,8.5861
2022-11-10,8.7515
2022-11-11,8.7796
2022-11-12,8.7796
2022-11-13,8.7796
2022-11-14,8.8652
2022-11-15,8.9187
2022-11-16,8.8882
2022-11-17,8.8652
2022-11-18,8.8738
2022-11-19,8.8738
2022-11-20,8.8738
2022-11-21,8.9238
2022-11-22,9.0506
2022-11-23,9.0123
2022-11-24,9.0123
2022-11-25,9.0095
2022-11-26,9.0095
2022-11-27,9.0095
2022-11-28,8.8966
2022-11-29,8.9352
2022-11-30,8.7625
2022-12-01,8.7967
2022-12-02,8.896
2022-12-03,8.896
2022-12-04,8.896
2022-12-05,8.7837
2022-12-06,8.8435
2022-12-07,8.8355
2022-12-08,8.6204
2022-12-09,8.5405
2022-12-10,8.5405
2022-12-11,8.5405
2022-12-12,8.6838
2022-12-13,8.6661
2022-12-14,8.7605
2022-12-15,8.5632
2022-12-16,8.5397
2022-12-17,8.5397
2022-12-18,8.5397
2022-12-19,8.5582
2022-12-20,8.5794
2022-12-21,8.6814
2022-12-22,8.6122
2022-12-23,8.7091
2022-12-24,8.7091
2022-12-25,8.7091
2022-12-26,8.7091
2022-12-27,8.7727
2022-12-28,8.6463
2022-12-29,8.7433
2022-12-30,8.7048
2022-12-31,8.7048
2023-01-01,8.7048
2023-01-02,8.7048
2023-01-03,8.703
2023-01-04,8.7346
2023-01-05,8.7314
2023-01-06,8.7092
2023-01-07,8.7092
2023-01-08,8.7092
2023-01-09,8.719
2023-01-10,8.7863
2023-01-11,8.7988
2023-01-12,8.9419
2023-01-13,8.9732
2023-01-14,8.9732
2023-01-15,8.9732
2023-01-16,8.9732
2023-01-17,8.8763
2023-01-18,8.7844
2023-01-19,8.7973
2023-01-20,8.8254
2023-01-21,8.8254
2023-01-22,8.8254
2023-01-23,8.7745
2023-01-24,8.7651
2023-01-25,8.7962
2023-01-26,8.9051
2023-01-27,8.8693
2023-01-28,8.8693
2023-01-29,8.8693
2023-01-30,8.8752
2023-01-31,8.3613
2023-02-01,8.3706
2023-02-02,8.4691
2023-02-03,8.4123
2023-02-04,8.4123
2023-02-05,8.4123
2023-02-06,8.391
2023-02-07,8.3874
2023-02-08,8.3094
2023-02-09,8.2207
2023-02-10,8.2591
2023-02-11,8.2591
2023-02-12,8.2591
2023-02-13,8.3442
2023-02-14,8.3635
2023-02-15,8.3988
2023-02-16,8.389
2023-02-17,8.4069
2023-02-18,8.4069
2023-02-19,8.4069
2023-02-20,8.4069
2023-02-21,8.1924
2023-02-22,8.2585
2023-02-23,8.3029
2023-02-24,8.2924
2023-02-25,8.2924
2023-02-26,8.2924
2023-02-27,8.3051
2023-02-28,8.3441
2023-03-01,8.496
2023-03-02,7.9802
2023-03-03,8.0638
2023-03-04,8.0638
2023-03-05,8.0638
2023-03-06,7.9179
2023-03-07,7.8777
2023-03-08,7.8184
2023-03-09,7.7282
2023-03-10,7.6732
2023-03-11,7.6732
2023-03-12,7.6732
2023-03-13,7.6448
2023-03-14,7.6408
2023-03-15,7.5358
2023-03-16,7.5509
2023-03-17,7.5302
