,INTU US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-06-24,46.3029
2020-06-25,46.7466
2020-06-26,46.369
2020-06-27,46.369
2020-06-28,46.369
2020-06-29,46.606
2020-06-30,48.0064
2020-07-01,49.0884
2020-07-02,49.549
2020-07-03,49.549
2020-07-04,49.549
2020-07-05,49.549
2020-07-06,50.2856
2020-07-07,49.9944
2020-07-08,50.4092
2020-07-09,49.991
2020-07-10,49.93
2020-07-11,49.93
2020-07-12,49.93
2020-07-13,48.2519
2020-07-14,46.1742
2020-07-15,46.9532
2020-07-16,46.2301
2020-07-17,46.8346
2020-07-18,46.8346
2020-07-19,46.8346
2020-07-20,48.4348
2020-07-21,48.2926
2020-07-22,48.0487
2020-07-23,47.2207
2020-07-24,46.7347
2020-07-25,46.7347
2020-07-26,46.7347
2020-07-27,47.9988
2020-07-28,48.1097
2020-07-29,49.0207
2020-07-30,49.3187
2020-07-31,34.9962
2020-08-01,34.9962
2020-08-02,34.9962
2020-08-03,35.6322
2020-08-04,35.5057
2020-08-05,35.5427
2020-08-06,35.6955
2020-08-07,35.3614
2020-08-08,35.3614
2020-08-09,35.3614
2020-08-10,34.7349
2020-08-11,34.1406
2020-08-12,34.8029
2020-08-13,35.0368
2020-08-14,34.8972
2020-08-15,34.8972
2020-08-16,34.8972
2020-08-17,35.1919
2020-08-18,35.2981
2020-08-19,35.495
2020-08-20,36.6298
2020-08-21,36.8888
2020-08-22,36.8888
2020-08-23,36.8888
2020-08-24,38.1882
2020-08-25,38.582
2020-08-26,39.2884
2020-08-27,39.6058
2020-08-28,39.7383
2020-08-29,39.7383
2020-08-30,39.7383
2020-08-31,39.8161
2020-09-01,40.0305
2020-09-02,40.8692
2020-09-03,39.126
2020-09-04,38.3449
2020-09-05,38.3449
2020-09-06,38.3449
2020-09-07,38.3449
2020-09-08,36.8726
2020-09-09,37.7579
2020-09-10,36.8211
2020-09-11,36.1753
2020-09-12,36.1753
2020-09-13,36.1753
2020-09-14,36.5719
2020-09-15,37.0702
2020-09-16,35.9812
2020-09-17,35.2445
2020-09-18,34.3939
2020-09-19,34.3939
2020-09-20,34.3939
2020-09-21,35.3008
2020-09-22,36.4485
2020-09-23,34.9689
2020-09-24,35.4074
2020-09-25,36.5946
2020-09-26,36.5946
2020-09-27,36.5946
2020-09-28,37.4392
2020-09-29,37.2104
2020-09-30,37.5183
2020-10-01,38.2527
2020-10-02,37.0008
2020-10-03,37.0008
2020-10-04,37.0008
2020-10-05,38.1353
2020-10-06,37.4189
2020-10-07,38.5606
2020-10-08,38.5702
2020-10-09,39.3872
2020-10-10,39.3872
2020-10-11,39.3872
2020-10-12,40.4798
2020-10-13,40.3193
2020-10-14,39.8053
2020-10-15,39.4064
2020-10-16,39.3081
2020-10-17,39.3081
2020-10-18,39.3081
2020-10-19,38.6037
2020-10-20,38.5127
2020-10-21,38.3066
2020-10-22,38.1904
2020-10-23,38.5019
2020-10-24,38.5019
2020-10-25,38.5019
2020-10-26,37.7435
2020-10-27,38.0047
2020-10-28,36.5958
2020-10-29,37.4464
2020-10-30,33.2355
2020-10-31,33.2355
2020-11-01,33.2355
2020-11-02,33.4266
2020-11-03,34.3393
2020-11-04,36.3458
2020-11-05,37.2201
2020-11-06,37.3628
2020-11-07,37.3628
2020-11-08,37.3628
2020-11-09,38.2283
2020-11-10,36.2646
2020-11-11,37.3782
2020-11-12,37.0608
2020-11-13,37.8779
2020-11-14,37.8779
2020-11-15,37.8779
2020-11-16,37.89
2020-11-17,38.0756
2020-11-18,37.6352
2020-11-19,38.5126
2020-11-20,36.9971
2020-11-21,36.9971
2020-11-22,36.9971
2020-11-23,36.5165
2020-11-24,36.7226
2020-11-25,37.3042
2020-11-26,37.3042
2020-11-27,37.7198
2020-11-28,37.7198
2020-11-29,37.7198
2020-11-30,37.4751
2020-12-01,38.0042
2020-12-02,37.8576
2020-12-03,38.7625
2020-12-04,39.3026
2020-12-05,39.3026
2020-12-06,39.3026
2020-12-07,39.6983
2020-12-08,39.7424
2020-12-09,38.8154
2020-12-10,38.6302
2020-12-11,38.8308
2020-12-12,38.8308
2020-12-13,38.8308
2020-12-14,38.962
2020-12-15,38.4021
2020-12-16,39.3753
2020-12-17,40.5944
2020-12-18,40.5712
2020-12-19,40.5712
2020-12-20,40.5712
2020-12-21,40.1105
2020-12-22,40.5558
2020-12-23,40.2196
2020-12-24,40.687
2020-12-25,40.687
2020-12-26,40.687
2020-12-27,40.687
2020-12-28,40.6825
2020-12-29,40.375
2020-12-30,40.0686
2020-12-31,40.5426
2021-01-01,40.5426
2021-01-02,40.5426
2021-01-03,40.5426
2021-01-04,39.6443
2021-01-05,39.3323
2021-01-06,38.4649
2021-01-07,39.3059
2021-01-08,39.9485
2021-01-09,39.9485
2021-01-10,39.9485
2021-01-11,39.7148
2021-01-12,38.9796
2021-01-13,38.9014
2021-01-14,38.962
2021-01-15,39.5682
2021-01-16,39.5682
2021-01-17,39.5682
2021-01-18,39.5682
2021-01-19,41.1047
2021-01-20,41.6018
2021-01-21,40.752
2021-01-22,39.9915
2021-01-23,39.9915
2021-01-24,39.9915
2021-01-25,39.9452
2021-01-26,39.9859
2021-01-27,38.6975
2021-01-28,39.4514
2021-01-29,45.4868
2021-01-30,45.4868
2021-01-31,45.4868
2021-02-01,47.0406
2021-02-02,48.3654
2021-02-03,47.8672
2021-02-04,49.4499
2021-02-05,49.0285
2021-02-06,49.0285
2021-02-07,49.0285
2021-02-08,49.0737
2021-02-09,49.3015
2021-02-10,50.0236
2021-02-11,51.4742
2021-02-12,52.1247
2021-02-13,52.1247
2021-02-14,52.1247
2021-02-15,52.1247
2021-02-16,53.1652
2021-02-17,52.3537
2021-02-18,52.3008
2021-02-19,51.7925
2021-02-20,51.7925
2021-02-21,51.7925
2021-02-22,50.5596
2021-02-23,52.3701
2021-02-24,54.2177
2021-02-25,50.9134
2021-02-26,51.1966
2021-02-27,51.1966
2021-02-28,51.1966
2021-03-01,53.33
2021-03-02,52.7189
2021-03-03,51.0091
2021-03-04,49.3858
2021-03-05,50.1568
2021-03-06,50.1568
2021-03-07,50.1568
2021-03-08,48.6108
2021-03-09,50.4675
2021-03-10,50.2368
2021-03-11,52.3806
2021-03-12,51.9584
2021-03-13,51.9584
2021-03-14,51.9584
2021-03-15,52.0751
2021-03-16,51.8889
2021-03-17,51.4038
2021-03-18,49.0763
2021-03-19,50.0348
2021-03-20,50.0348
2021-03-21,50.0348
2021-03-22,50.263
2021-03-23,50.2866
2021-03-24,49.5116
2021-03-25,48.8691
2021-03-26,49.4185
2021-03-27,49.4185
2021-03-28,49.4185
2021-03-29,49.1615
2021-03-30,49.0357
2021-03-31,50.2682
2021-04-01,51.864
2021-04-02,51.864
2021-04-03,51.864
2021-04-04,51.864
2021-04-05,52.7701
2021-04-06,52.6468
2021-04-07,52.6271
2021-04-08,53.9738
2021-04-09,54.7986
2021-04-10,54.7986
2021-04-11,54.7986
2021-04-12,54.5783
2021-04-13,54.973
2021-04-14,53.9699
2021-04-15,54.792
2021-04-16,54.5639
2021-04-17,54.5639
2021-04-18,54.5639
2021-04-19,52.7897
2021-04-20,53.1936
2021-04-21,53.663
2021-04-22,53.3785
2021-04-23,54.4458
2021-04-24,54.4458
2021-04-25,54.4458
2021-04-26,54.8877
2021-04-27,54.6032
2021-04-28,54.5612
2021-04-29,54.6071
2021-04-30,42.9463
2021-05-01,42.9463
2021-05-02,42.9463
2021-05-03,42.8596
2021-05-04,41.4089
2021-05-05,40.8189
2021-05-06,41.0335
2021-05-07,41.7705
2021-05-08,41.7705
2021-05-09,41.7705
2021-05-10,40.8717
2021-05-11,41.1308
2021-05-12,41.6489
2021-05-13,42.0327
2021-05-14,43.4856
2021-05-15,43.4856
2021-05-16,43.4856
2021-05-17,43.714
2021-05-18,43.5035
2021-05-19,43.9022
2021-05-20,45.3899
2021-05-21,45.1954
2021-05-22,45.1954
2021-05-23,45.1954
2021-05-24,45.9334
2021-05-25,45.6848
2021-05-26,46.0879
2021-05-27,44.9589
2021-05-28,45.6954
2021-05-29,45.6954
2021-05-30,45.6954
2021-05-31,45.6954
2021-06-01,45.65
2021-06-02,46.3654
2021-06-03,46.9056
2021-06-04,48.1053
2021-06-05,48.1053
2021-06-06,48.1053
2021-06-07,47.6073
2021-06-08,48.4567
2021-06-09,48.7806
2021-06-10,49.0972
2021-06-11,49.1848
2021-06-12,49.1848
2021-06-13,49.1848
2021-06-14,49.6923
2021-06-15,49.0318
2021-06-16,48.8872
2021-06-17,49.4559
2021-06-18,49.3156
2021-06-19,49.3156
2021-06-20,49.3156
2021-06-21,49.7904
2021-06-22,49.7545
2021-06-23,49.8632
2021-06-24,50.2884
2021-06-25,50.6546
2021-06-26,50.6546
2021-06-27,50.6546
2021-06-28,50.7495
2021-06-29,51.2148
2021-06-30,51.0851
2021-07-01,51.1779
2021-07-02,51.8733
2021-07-03,51.8733
2021-07-04,51.8733
2021-07-05,51.8733
2021-07-06,52.2246
2021-07-07,52.7648
2021-07-08,52.7648
2021-07-09,52.5369
2021-07-10,52.5369
2021-07-11,52.5369
2021-07-12,52.6604
2021-07-13,52.8282
2021-07-14,52.7089
2021-07-15,52.4567
2021-07-16,52.2816
2021-07-17,52.2816
2021-07-18,52.2816
2021-07-19,51.9935
2021-07-20,53.0255
2021-07-21,53.6469
2021-07-22,54.3708
2021-07-23,55.122
2021-07-24,55.122
2021-07-25,55.122
2021-07-26,55.2149
2021-07-27,54.5396
2021-07-28,54.5596
2021-07-29,54.8139
2021-07-30,57.1597
2021-07-31,57.1597
2021-08-01,57.1597
2021-08-02,56.8918
2021-08-03,57.1826
2021-08-04,57.8229
2021-08-05,58.0353
2021-08-06,57.6302
2021-08-07,57.6302
2021-08-08,57.6302
2021-08-09,57.7325
2021-08-10,57.1771
2021-08-11,57.4058
2021-08-12,57.9166
2021-08-13,58.3326
2021-08-14,58.3326
2021-08-15,58.3326
2021-08-16,58.5721
2021-08-17,57.8011
2021-08-18,57.4875
2021-08-19,58.6266
2021-08-20,58.8291
2021-08-21,58.8291
2021-08-22,58.8291
2021-08-23,59.6121
2021-08-24,59.7788
2021-08-25,59.9519
2021-08-26,59.6285
2021-08-27,61.0768
2021-08-28,61.0768
2021-08-29,61.0768
2021-08-30,61.0365
2021-08-31,61.0954
2021-09-01,60.7708
2021-09-02,60.4071
2021-09-03,60.7839
2021-09-04,60.7839
2021-09-05,60.7839
2021-09-06,60.7839
2021-09-07,60.4812
2021-09-08,61.2187
2021-09-09,61.2361
2021-09-10,61.1958
2021-09-11,61.1958
2021-09-12,61.1958
2021-09-13,60.1118
2021-09-14,61.2927
2021-09-15,61.7106
2021-09-16,61.7944
2021-09-17,60.594
2021-09-18,60.594
2021-09-19,60.594
2021-09-20,59.7832
2021-09-21,59.8757
2021-09-22,60.6974
2021-09-23,62.2831
2021-09-24,62.3429
2021-09-25,62.3429
2021-09-26,62.3429
2021-09-27,61.1555
2021-09-28,58.7612
2021-09-29,58.9702
2021-09-30,58.1626
2021-10-01,58.648
2021-10-02,58.648
2021-10-03,58.648
2021-10-04,56.6216
2021-10-05,57.4922
2021-10-06,57.6294
2021-10-07,57.9689
2021-10-08,57.2495
2021-10-09,57.2495
2021-10-10,57.2495
2021-10-11,56.6281
2021-10-12,56.8066
2021-10-13,57.6653
2021-10-14,58.6274
2021-10-15,59.5394
2021-10-16,59.5394
2021-10-17,59.5394
2021-10-18,60.8889
2021-10-19,61.7857
2021-10-20,61.5386
2021-10-21,62.3897
2021-10-22,63.7447
2021-10-23,63.7447
2021-10-24,63.7447
2021-10-25,65.0246
2021-10-26,65.683
2021-10-27,66.1749
2021-10-28,66.4231
2021-10-29,68.1958
2021-10-30,68.1958
2021-10-31,68.1958
2021-11-01,68.8286
2021-11-02,69.9164
2021-11-03,70.425
2021-11-04,70.7441
2021-11-05,69.5303
2021-11-06,69.5303
2021-11-07,69.5303
2021-11-08,69.5598
2021-11-09,69.2794
2021-11-10,68.2802
2021-11-11,68.6083
2021-11-12,70.8928
2021-11-13,70.8928
2021-11-14,70.8928
2021-11-15,70.7963
2021-11-16,73.024
2021-11-17,71.8091
2021-11-18,71.0577
2021-11-19,78.2507
2021-11-20,78.2507
2021-11-21,78.2507
2021-11-22,74.7665
2021-11-23,75.7876
2021-11-24,77.3045
2021-11-25,77.3045
2021-11-26,75.3652
2021-11-27,75.3652
2021-11-28,75.3652
2021-11-29,78.5135
2021-11-30,73.7076
2021-12-01,75.0225
2021-12-02,75.9563
2021-12-03,73.2152
2021-12-04,73.2152
2021-12-05,73.2152
2021-12-06,72.918
2021-12-07,76.0901
2021-12-08,76.0629
2021-12-09,75.2063
2021-12-10,76.6177
2021-12-11,76.6177
2021-12-12,76.6177
2021-12-13,75.5728
2021-12-14,72.2532
2021-12-15,73.1619
2021-12-16,71.6269
2021-12-17,70.0737
2021-12-18,70.0737
2021-12-19,70.0737
2021-12-20,68.2993
2021-12-21,70.1645
2021-12-22,71.366
2021-12-23,71.8254
2021-12-24,71.8254
2021-12-25,71.8254
2021-12-26,71.8254
2021-12-27,73.761
2021-12-28,73.4217
2021-12-29,73.2232
2021-12-30,72.6934
2021-12-31,72.6775
2022-01-01,72.6775
2022-01-02,72.6775
2022-01-03,71.3444
2022-01-04,69.8525
2022-01-05,67.0593
2022-01-06,66.2299
2022-01-07,64.0936
2022-01-08,64.0936
2022-01-09,64.0936
2022-01-10,64.392
2022-01-11,65.3598
2022-01-12,65.1941
2022-01-13,62.4327
2022-01-14,62.191
2022-01-15,62.191
2022-01-16,62.191
2022-01-17,62.191
2022-01-18,60.7195
2022-01-19,61.5738
2022-01-20,61.491
2022-01-21,59.6678
2022-01-22,59.6678
2022-01-23,59.6678
2022-01-24,60.3633
2022-01-25,58.2429
2022-01-26,57.2774
2022-01-27,58.3824
2022-01-28,60.3792
2022-01-29,60.3792
2022-01-30,60.3792
2022-01-31,63.2585
2022-02-01,63.8737
2022-02-02,64.0352
2022-02-03,61.1008
2022-02-04,62.0269
2022-02-05,62.0269
2022-02-06,62.0269
2022-02-07,62.1654
2022-02-08,63.1486
2022-02-09,65.9139
2022-02-10,63.5167
2022-02-11,61.125
2022-02-12,61.125
2022-02-13,61.125
2022-02-14,60.3823
2022-02-15,60.2428
2022-02-16,60.2834
2022-02-17,56.7711
2022-02-18,55.1253
2022-02-19,55.1253
2022-02-20,55.1253
2022-02-21,55.1253
2022-02-22,55.3505
2022-02-23,53.5653
2022-02-24,56.8754
2022-02-25,55.7823
2022-02-26,55.7823
2022-02-27,55.7823
2022-02-28,54.375
2022-03-01,53.7389
2022-03-02,55.5858
2022-03-03,54.1265
2022-03-04,53.2761
2022-03-05,53.2761
2022-03-06,53.2761
2022-03-07,50.2521
2022-03-08,50.781
2022-03-09,53.2531
2022-03-10,51.8958
2022-03-11,50.4639
2022-03-12,50.4639
2022-03-13,50.4639
2022-03-14,48.852
2022-03-15,50.5034
2022-03-16,52.5026
2022-03-17,54.2417
2022-03-18,54.9132
2022-03-19,54.9132
2022-03-20,54.9132
2022-03-21,53.4462
2022-03-22,54.4875
2022-03-23,52.891
2022-03-24,53.3507
2022-03-25,52.6617
2022-03-26,52.6617
2022-03-27,52.6617
2022-03-28,54.9824
2022-03-29,55.5156
2022-03-30,54.0442
2022-03-31,55.0197
2022-04-01,55.3587
2022-04-02,55.3587
2022-04-03,55.3587
2022-04-04,57.742
2022-04-05,56.6886
2022-04-06,56.0478
2022-04-07,56.5745
2022-04-08,55.2391
2022-04-09,55.2391
2022-04-10,55.2391
2022-04-11,54.1967
2022-04-12,52.9107
2022-04-13,53.8763
2022-04-14,53.2937
2022-04-15,53.2937
2022-04-16,53.2937
2022-04-17,53.2937
2022-04-18,53.7249
2022-04-19,55.4838
2022-04-20,55.1415
2022-04-21,53.3529
2022-04-22,50.8995
2022-04-23,50.8995
2022-04-24,50.8995
2022-04-25,51.2989
2022-04-26,48.4921
2022-04-27,48.1519
2022-04-28,51.041
2022-04-29,39.843
2022-04-30,39.843
2022-05-01,39.843
2022-05-02,40.6067
2022-05-03,40.9608
2022-05-04,42.5401
2022-05-05,39.021
2022-05-06,37.7127
2022-05-07,37.7127
2022-05-08,37.7127
2022-05-09,35.059
2022-05-10,35.4455
2022-05-11,34.0568
2022-05-12,33.846
2022-05-13,35.4982
2022-05-14,35.4982
2022-05-15,35.4982
2022-05-16,34.373
2022-05-17,35.5084
2022-05-18,33.7923
2022-05-19,34.6263
2022-05-20,35.1302
2022-05-21,35.1302
2022-05-22,35.1302
2022-05-23,35.4622
2022-05-24,34.2294
2022-05-25,36.948
2022-05-26,38.6052
2022-05-27,40.0863
2022-05-28,40.0863
2022-05-29,40.0863
2022-05-30,40.0863
2022-05-31,39.3467
2022-06-01,38.785
2022-06-02,40.4902
2022-06-03,38.8385
2022-06-04,38.8385
2022-06-05,38.8385
2022-06-06,38.8404
2022-06-07,39.5486
2022-06-08,39.3467
2022-06-09,38.0639
2022-06-10,36.2813
2022-06-11,36.2813
2022-06-12,36.2813
2022-06-13,34.6923
2022-06-14,34.7652
2022-06-15,36.0341
2022-06-16,34.2902
2022-06-17,35.2198
2022-06-18,35.2198
2022-06-19,35.2198
2022-06-20,35.2198
2022-06-21,35.9317
2022-06-22,36.2462
2022-06-23,38.0823
2022-06-24,39.6381
2022-06-25,39.6381
2022-06-26,39.6381
2022-06-27,38.4484
2022-06-28,36.7488
2022-06-29,37.0596
2022-06-30,36.6704
2022-07-01,36.9351
2022-07-02,36.9351
2022-07-03,36.9351
2022-07-04,36.9351
2022-07-05,38.0334
2022-07-06,38.466
2022-07-07,39.0128
2022-07-08,38.6412
2022-07-09,38.6412
2022-07-10,38.6412
2022-07-11,38.2492
2022-07-12,36.7101
2022-07-13,36.474
2022-07-14,36.1568
2022-07-15,37.3639
2022-07-16,37.3639
2022-07-17,37.3639
2022-07-18,36.9296
2022-07-19,38.3691
2022-07-20,39.8991
2022-07-21,41.2132
2022-07-22,41.2169
2022-07-23,41.2169
2022-07-24,41.2169
2022-07-25,40.4293
2022-07-26,39.3245
2022-07-27,41.0712
2022-07-28,42.4941
2022-07-29,51.4603
2022-07-30,51.4603
2022-07-31,51.4603
2022-08-01,50.6184
2022-08-02,50.4557
2022-08-03,52.5064
2022-08-04,52.5665
2022-08-05,52.8602
2022-08-06,52.8602
2022-08-07,52.8602
2022-08-08,52.6167
2022-08-09,52.1046
2022-08-10,53.8539
2022-08-11,53.9281
2022-08-12,54.7897
2022-08-13,54.7897
2022-08-14,54.7897
2022-08-15,55.0703
2022-08-16,54.9557
2022-08-17,53.8768
2022-08-18,53.8173
2022-08-19,52.3099
2022-08-20,52.3099
2022-08-21,52.3099
2022-08-22,50.3629
2022-08-23,50.7386
2022-08-24,52.5086
2022-08-25,52.5173
2022-08-26,50.6184
2022-08-27,50.6184
2022-08-28,50.6184
2022-08-29,49.3452
2022-08-30,48.9521
2022-08-31,48.7971
2022-09-01,48.1113
2022-09-02,47.4836
2022-09-03,47.4836
2022-09-04,47.4836
2022-09-05,47.4836
2022-09-06,47.3418
2022-09-07,49.1454
2022-09-08,49.5546
2022-09-09,50.7538
2022-09-10,50.7538
2022-09-11,50.7538
2022-09-12,51.3365
2022-09-13,48.4929
2022-09-14,49.3146
2022-09-15,47.7084
2022-09-16,47.8044
2022-09-17,47.8044
2022-09-18,47.8044
2022-09-19,47.8797
2022-09-20,47.2392
2022-09-21,46.2419
2022-09-22,44.9358
2022-09-23,44.6368
2022-09-24,44.6368
2022-09-25,44.6368
2022-09-26,44.8365
2022-09-27,45.3788
2022-09-28,46.3084
2022-09-29,44.9467
2022-09-30,43.9112
2022-10-01,43.9112
2022-10-02,43.9112
2022-10-03,44.9456
2022-10-04,46.6052
2022-10-05,46.7765
2022-10-06,46.5299
2022-10-07,44.5266
2022-10-08,44.5266
2022-10-09,44.5266
2022-10-10,43.9461
2022-10-11,43.4922
2022-10-12,43.9919
2022-10-13,44.8343
2022-10-14,43.1245
2022-10-15,43.1245
2022-10-16,43.1245
2022-10-17,45.7028
2022-10-18,46.2386
2022-10-19,45.5206
2022-10-20,45.4202
2022-10-21,47.1694
2022-10-22,47.1694
2022-10-23,47.1694
2022-10-24,47.2326
2022-10-25,48.7952
2022-10-26,47.9561
2022-10-27,47.6953
2022-10-28,48.7635
2022-10-29,48.7635
2022-10-30,48.7635
2022-10-31,50.8623
2022-11-01,47.1197
2022-11-02,46.0059
2022-11-03,43.7144
2022-11-04,43.2799
2022-11-05,43.2799
2022-11-06,43.2799
2022-11-07,44.2999
2022-11-08,45.7246
2022-11-09,44.1215
2022-11-10,48.0882
2022-11-11,48.6371
2022-11-12,48.6371
2022-11-13,48.6371
2022-11-14,47.4502
2022-11-15,48.5204
2022-11-16,46.9928
2022-11-17,45.6457
2022-11-18,45.4388
2022-11-19,45.4388
2022-11-20,45.4388
2022-11-21,44.859
2022-11-22,46.8292
2022-11-23,47.0915
2022-11-24,47.0915
2022-11-25,46.7063
2022-11-26,46.7063
2022-11-27,46.7063
2022-11-28,45.9279
2022-11-29,45.2521
2022-11-30,48.4295
2022-12-01,49.3959
2022-12-02,48.4671
2022-12-03,48.4671
2022-12-04,48.4671
2022-12-05,47.0106
2022-12-06,46.3997
2022-12-07,46.271
2022-12-08,48.1753
2022-12-09,47.5451
2022-12-10,47.5451
2022-12-11,47.5451
2022-12-12,48.793
2022-12-13,50.7999
2022-12-14,49.7207
2022-12-15,47.169
2022-12-16,45.8527
2022-12-17,45.8527
2022-12-18,45.8527
2022-12-19,45.6863
2022-12-20,46.092
2022-12-21,46.8043
2022-12-22,45.7353
2022-12-23,45.7969
2022-12-24,45.7969
2022-12-25,45.7969
2022-12-26,45.7969
2022-12-27,45.6396
2022-12-28,44.8863
2022-12-29,46.524
2022-12-30,46.3359
2022-12-31,46.3359
2023-01-01,46.3359
2023-01-02,46.3359
2023-01-03,46.5593
2023-01-04,46.6037
2023-01-05,44.786
2023-01-06,46.0282
2023-01-07,46.0282
2023-01-08,46.0282
2023-01-09,47.0334
2023-01-10,46.2744
2023-01-11,47.03
2023-01-12,47.1884
2023-01-13,46.7906
2023-01-14,46.7906
2023-01-15,46.7906
2023-01-16,46.7906
2023-01-17,46.4476
2023-01-18,45.9769
2023-01-19,45.1256
2023-01-20,47.3445
2023-01-21,47.3445
2023-01-22,47.3445
2023-01-23,48.7041
2023-01-24,47.7411
2023-01-25,47.781
2023-01-26,48.9947
2023-01-27,50.1423
2023-01-28,50.1423
2023-01-29,50.1423
2023-01-30,49.4392
2023-01-31,46.3976
2023-02-01,47.7477
2023-02-02,49.4888
2023-02-03,46.5118
2023-02-04,46.5118
2023-02-05,46.5118
2023-02-06,45.5925
2023-02-07,46.9217
2023-02-08,46.3001
2023-02-09,46.0905
2023-02-10,45.4384
2023-02-11,45.4384
2023-02-12,45.4384
2023-02-13,45.9175
2023-02-14,46.3242
2023-02-15,46.2477
2023-02-16,44.8976
2023-02-17,44.4804
2023-02-18,44.4804
2023-02-19,44.4804
2023-02-20,44.4804
2023-02-21,43.6292
2023-02-22,44.69
2023-02-23,45.2083
2023-02-24,46.0384
2023-02-25,46.0384
2023-02-26,46.0384
2023-02-27,45.2858
2023-02-28,44.7163
2023-03-01,44.0976
2023-03-02,44.0034
2023-03-03,44.8566
2023-03-04,44.8566
2023-03-05,44.8566
2023-03-06,45.2952
2023-03-07,44.9372
2023-03-08,45.7097
2023-03-09,44.4441
2023-03-10,43.1911
2023-03-11,43.1911
2023-03-12,43.1911
2023-03-13,43.0812
2023-03-14,44.8335
2023-03-15,44.6263
