,INTU US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-16,45.8647
2023-03-17,45.3978
2023-03-18,45.3978
2023-03-19,45.3978
2023-03-20,45.2041
2023-03-21,46.2708
2023-03-22,45.4522
2023-03-23,47.3658
2023-03-24,47.0601
2023-03-25,47.0601
2023-03-26,47.0601
2023-03-27,46.7848
2023-03-28,45.9882
2023-03-29,47.4495
2023-03-30,48.1614
2023-03-31,48.7623
2023-04-01,48.7623
2023-04-02,48.7623
2023-04-03,48.2221
2023-04-04,48.1321
2023-04-05,48.063
2023-04-06,48.8596
2023-04-07,48.8596
2023-04-08,48.8596
2023-04-09,48.8596
2023-04-10,48.6461
2023-04-11,47.8903
2023-04-12,47.638
2023-04-13,48.3414
2023-04-14,48.3215
2023-04-15,48.3215
2023-04-16,48.3215
2023-04-17,48.1614
2023-04-18,48.4231
2023-04-19,48.7267
2023-04-20,48.9266
2023-04-21,48.8219
2023-04-22,48.8219
2023-04-23,48.8219
2023-04-24,48.3948
2023-04-25,46.0405
2023-04-26,45.3988
2023-04-27,47.0172
2023-04-28,41.597
2023-04-29,41.597
2023-04-30,41.597
2023-05-01,41.4651
2023-05-02,40.9113
2023-05-03,40.2879
2023-05-04,39.6287
2023-05-05,39.9492
2023-05-06,39.9492
2023-05-07,39.9492
2023-05-08,40.0352
2023-05-09,40.1075
2023-05-10,40.4591
2023-05-11,39.8521
2023-05-12,40.102
2023-05-13,40.102
2023-05-14,40.102
2023-05-15,39.973
2023-05-16,39.5335
2023-05-17,40.4902
2023-05-18,41.9366
2023-05-19,41.7874
2023-05-20,41.7874
2023-05-21,41.7874
2023-05-22,42.5271
2023-05-23,42.0611
2023-05-24,38.9649
2023-05-25,38.7072
2023-05-26,39.1943
2023-05-27,39.1943
2023-05-28,39.1943
2023-05-29,39.1943
2023-05-30,38.0666
2023-05-31,39.2573
2023-06-01,39.5315
2023-06-02,40.2964
2023-06-03,40.2964
2023-06-04,40.2964
2023-06-05,41.425
2023-06-06,41.9414
2023-06-07,39.5534
2023-06-08,39.6448
2023-06-09,40.3933
2023-06-10,40.3933
2023-06-11,40.3933
2023-06-12,41.7248
2023-06-13,41.8555
2023-06-14,41.7339
2023-06-15,42.656
2023-06-16,42.539
2023-06-17,42.539
2023-06-18,42.539
2023-06-19,42.539
2023-06-20,42.5482
2023-06-21,42.1278
2023-06-22,42.1561
2023-06-23,42.3252
2023-06-24,42.3252
2023-06-25,42.3252
2023-06-26,42.3809
2023-06-27,42.9046
2023-06-28,42.9594
2023-06-29,42.6112
2023-06-30,42.8278
2023-07-01,42.8278
2023-07-02,42.8278
2023-07-03,42.2228
2023-07-04,42.2228
2023-07-05,42.7958
2023-07-06,42.2164
2023-07-07,41.9139
2023-07-08,41.9139
2023-07-09,41.9139
2023-07-10,43.3889
2023-07-11,43.3314
2023-07-12,44.5322
2023-07-13,44.9443
2023-07-14,45.1856
2023-07-15,45.1856
2023-07-16,45.1856
2023-07-17,45.8098
2023-07-18,46.231
2023-07-19,46.6999
2023-07-20,45.8975
2023-07-21,45.9651
2023-07-22,45.9651
2023-07-23,45.9651
2023-07-24,45.5977
2023-07-25,46.3261
2023-07-26,46.3617
2023-07-27,46.3316
2023-07-28,47.7307
2023-07-29,47.7307
2023-07-30,47.7307
2023-07-31,46.3544
2023-08-01,46.0705
2023-08-02,45.1434
2023-08-03,45.0485
2023-08-04,45.0485
2023-08-05,45.0485
2023-08-06,45.0485
2023-08-07,45.7831
2023-08-08,45.3883
2023-08-09,45.0237
2023-08-10,45.4469
2023-08-11,45.1186
2023-08-12,45.1186
2023-08-13,45.1186
2023-08-14,45.831
2023-08-15,45.0663
2023-08-16,44.9305
2023-08-17,44.1144
2023-08-18,44.0709
2023-08-19,44.0709
2023-08-20,44.0709
2023-08-21,44.2749
2023-08-22,44.243
2023-08-23,45.3927
2023-08-24,45.1834
2023-08-25,47.0065
2023-08-26,47.0065
2023-08-27,47.0065
2023-08-28,46.9905
2023-08-29,48.5537
2023-08-30,48.9165
2023-08-31,49.0256
2023-09-01,49.7515
2023-09-02,49.7515
2023-09-03,49.7515
2023-09-04,49.7515
2023-09-05,49.8385
2023-09-06,49.8713
2023-09-07,50.1075
2023-09-08,49.8367
2023-09-09,49.8367
2023-09-10,49.8367
2023-09-11,49.7249
2023-09-12,49.4319
2023-09-13,49.0723
2023-09-14,49.5739
2023-09-15,48.7288
2023-09-16,48.7288
2023-09-17,48.7288
2023-09-18,48.4562
2023-09-19,47.9395
2023-09-20,47.4424
2023-09-21,45.736
2023-09-22,46.1089
2023-09-23,46.1089
2023-09-24,46.1089
2023-09-25,46.0858
2023-09-26,45.6313
2023-09-27,46.0796
2023-09-28,46.4347
2023-09-29,46.3193
2023-09-30,46.3193
2023-10-01,46.3193
2023-10-02,46.9283
2023-10-03,46.0121
2023-10-04,46.8982
2023-10-05,46.7952
2023-10-06,48.3044
2023-10-07,48.3044
2023-10-08,48.3044
2023-10-09,48.4473
2023-10-10,48.909
2023-10-11,49.0395
2023-10-12,49.202
2023-10-13,48.2822
2023-10-14,48.2822
2023-10-15,48.2822
2023-10-16,48.9791
2023-10-17,48.7909
2023-10-18,47.7824
2023-10-19,47.2586
2023-10-20,45.9527
2023-10-21,45.9527
2023-10-22,45.9527
2023-10-23,45.7059
2023-10-24,45.8648
2023-10-25,43.8415
2023-10-26,43.5237
2023-10-27,43.5299
2023-10-28,43.5299
2023-10-29,43.5299
2023-10-30,44.2384
2023-10-31,42.1626
2023-11-01,41.6846
2023-11-02,42.6092
2023-11-03,42.457
2023-11-04,42.457
2023-11-05,42.457
2023-11-06,42.6216
2023-11-07,43.7306
2023-11-08,44.4311
2023-11-09,43.7828
2023-11-10,44.9695
2023-11-11,44.9695
2023-11-12,44.9695
2023-11-13,45.2416
2023-11-14,47.1719
2023-11-15,47.1735
2023-11-16,47.2901
2023-11-17,47.5556
2023-11-18,47.5556
2023-11-19,47.5556
2023-11-20,47.9145
2023-11-21,47.7227
2023-11-22,47.8922
2023-11-23,47.8922
2023-11-24,47.8251
2023-11-25,47.8251
2023-11-26,47.8251
2023-11-27,47.5905
2023-11-28,47.9077
2023-11-29,48.9122
2023-11-30,48.4356
2023-12-01,48.6718
2023-12-02,48.6718
2023-12-03,48.6718
2023-12-04,48.3538
2023-12-05,48.462
2023-12-06,48.0036
2023-12-07,48.4381
2023-12-08,48.6371
2023-12-09,48.6371
2023-12-10,48.6371
2023-12-11,49.6912
2023-12-12,50.3124
2023-12-13,51.6374
2023-12-14,50.8907
2023-12-15,51.4962
2023-12-16,51.4962
2023-12-17,51.4962
2023-12-18,52.3156
2023-12-19,52.5659
2023-12-20,52.0909
2023-12-21,52.5271
2023-12-22,52.7815
2023-12-23,52.7815
2023-12-24,52.7815
2023-12-25,52.7815
2023-12-26,52.8459
2023-12-27,53.1987
2023-12-28,53.1078
2023-12-29,52.8608
2023-12-30,52.8608
2023-12-31,52.8608
2024-01-01,52.8608
2024-01-02,51.1038
2024-01-03,50.0613
2024-01-04,49.7044
2024-01-05,49.8862
2024-01-06,49.8862
2024-01-07,49.8862
2024-01-08,50.6594
2024-01-09,51.2211
2024-01-10,51.5119
2024-01-11,51.5127
2024-01-12,51.7679
2024-01-13,51.7679
2024-01-14,51.7679
2024-01-15,51.7679
2024-01-16,51.1096
2024-01-17,50.78
2024-01-18,51.7316
2024-01-19,52.6254
2024-01-20,52.6254
2024-01-21,52.6254
2024-01-22,53.3218
2024-01-23,53.7521
2024-01-24,53.7819
2024-01-25,54.2205
2024-01-26,54.2098
2024-01-27,54.2098
2024-01-28,54.2098
2024-01-29,55.1614
2024-01-30,54.7352
2024-01-31,52.0975
2024-02-01,52.2203
2024-02-02,52.7595
2024-02-03,52.7595
2024-02-04,52.7595
2024-02-05,52.8413
2024-02-06,52.4161
2024-02-07,53.0476
2024-02-08,53.842
2024-02-09,54.2504
2024-02-10,54.2504
2024-02-11,54.2504
2024-02-12,54.1565
2024-02-13,52.656
2024-02-14,54.1678
2024-02-15,54.7415
2024-02-16,54.0562
2024-02-17,54.0562
2024-02-18,54.0562
2024-02-19,54.0562
2024-02-20,53.2674
2024-02-21,52.6544
2024-02-22,54.2393
2024-02-23,54.391
2024-02-24,54.391
2024-02-25,54.391
2024-02-26,54.7144
2024-02-27,55.1574
2024-02-28,54.3388
2024-02-29,54.6381
2024-03-01,54.9295
2024-03-02,54.9295
2024-03-03,54.9295
2024-03-04,55.0812
2024-03-05,52.7794
2024-03-06,53.6261
2024-03-07,53.5507
2024-03-08,53.7425
2024-03-09,53.7425
2024-03-10,53.7425
2024-03-11,53.6735
2024-03-12,54.6181
2024-03-13,54.0105
2024-03-14,53.6069
2024-03-15,51.639
2024-03-16,51.639
2024-03-17,51.639
2024-03-18,52.0298
2024-03-19,52.3637
2024-03-20,52.773
2024-03-21,53.7072
2024-03-22,53.1012
2024-03-23,53.1012
2024-03-24,53.1012
2024-03-25,52.7281
2024-03-26,52.8051
2024-03-27,53.5025
2024-03-28,53.6036
2024-03-29,53.6036
2024-03-30,53.6036
2024-03-31,53.6036
2024-04-01,52.7882
2024-04-02,51.7249
2024-04-03,51.4367
2024-04-04,51.2987
2024-04-05,52.4592
2024-04-06,52.4592
2024-04-07,52.4592
2024-04-08,53.2248
