,OXY US Equity
2020-04-07,92.2761
2020-04-08,92.2761
2020-04-09,92.2761
2020-04-10,92.2761
2020-04-11,92.2761
2020-04-12,92.2761
2020-04-13,92.2761
2020-04-14,92.2761
2020-04-15,92.2761
2020-04-16,92.2761
2020-04-17,92.2761
2020-04-18,92.2761
2020-04-19,92.2761
2020-04-20,92.2761
2020-04-21,92.2761
2020-04-22,92.2761
2020-04-23,92.2761
2020-04-24,92.2761
2020-04-25,92.2761
2020-04-26,92.2761
2020-04-27,92.2761
2020-04-28,92.2761
2020-04-29,92.2761
2020-04-30,92.2761
2020-05-01,92.2761
2020-05-02,92.2761
2020-05-03,92.2761
2020-05-04,92.2761
2020-05-05,92.2761
2020-05-06,92.2761
2020-05-07,92.2761
2020-05-08,92.2761
2020-05-09,92.2761
2020-05-10,92.2761
2020-05-11,92.2761
2020-05-12,92.2761
2020-05-13,92.2761
2020-05-14,92.2761
2020-05-15,92.2761
2020-05-16,92.2761
2020-05-17,92.2761
2020-05-18,92.2761
2020-05-19,92.2761
2020-05-20,92.2761
2020-05-21,92.2761
2020-05-22,92.2761
2020-05-23,92.2761
2020-05-24,92.2761
2020-05-25,92.2761
2020-05-26,92.2761
2020-05-27,92.2761
2020-05-28,92.2761
2020-05-29,92.2761
2020-05-30,92.2761
2020-05-31,92.2761
2020-06-01,92.2761
2020-06-02,92.2761
2020-06-03,92.2761
2020-06-04,92.2761
2020-06-05,92.2761
2020-06-06,92.2761
2020-06-07,92.2761
2020-06-08,92.2761
2020-06-09,92.2761
2020-06-10,92.2761
2020-06-11,92.2761
2020-06-12,92.2761
2020-06-13,92.2761
2020-06-14,92.2761
2020-06-15,92.2761
2020-06-16,92.2761
2020-06-17,92.2761
2020-06-18,92.2761
2020-06-19,92.2761
2020-06-20,92.2761
2020-06-21,92.2761
2020-06-22,92.2761
2020-06-23,92.2761
2020-06-24,92.2761
2020-06-25,92.2761
2020-06-26,92.2761
2020-06-27,92.2761
2020-06-28,92.2761
2020-06-29,92.2761
2020-06-30,92.2761
2020-07-01,92.2761
2020-07-02,92.2761
2020-07-03,92.2761
2020-07-04,92.2761
2020-07-05,92.2761
2020-07-06,92.2761
2020-07-07,92.2761
2020-07-08,92.2761
2020-07-09,92.2761
2020-07-10,92.2761
2020-07-11,92.2761
2020-07-12,92.2761
2020-07-13,92.2761
2020-07-14,92.2761
2020-07-15,92.2761
2020-07-16,92.2761
2020-07-17,92.2761
2020-07-18,92.2761
2020-07-19,92.2761
2020-07-20,92.2761
2020-07-21,92.2761
2020-07-22,92.2761
2020-07-23,92.2761
2020-07-24,92.2761
2020-07-25,92.2761
2020-07-26,92.2761
2020-07-27,92.2761
2020-07-28,92.2761
2020-07-29,92.2761
2020-07-30,92.2761
2020-07-31,92.2761
2020-08-01,92.2761
2020-08-02,92.2761
2020-08-03,92.2761
2020-08-04,92.2761
2020-08-05,92.2761
2020-08-06,92.2761
2020-08-07,92.2761
2020-08-08,92.2761
2020-08-09,92.2761
2020-08-10,92.2761
2020-08-11,92.2761
2020-08-12,92.2761
2020-08-13,92.2761
2020-08-14,92.2761
2020-08-15,92.2761
2020-08-16,92.2761
2020-08-17,92.2761
2020-08-18,92.2761
2020-08-19,92.2761
2020-08-20,92.2761
2020-08-21,92.2761
2020-08-22,92.2761
2020-08-23,92.2761
2020-08-24,92.2761
2020-08-25,92.2761
2020-08-26,92.2761
2020-08-27,92.2761
2020-08-28,92.2761
2020-08-29,92.2761
2020-08-30,92.2761
2020-08-31,92.2761
2020-09-01,92.2761
2020-09-02,92.2761
2020-09-03,92.2761
2020-09-04,92.2761
2020-09-05,92.2761
2020-09-06,92.2761
2020-09-07,92.2761
2020-09-08,92.2761
2020-09-09,92.2761
2020-09-10,92.2761
2020-09-11,92.2761
2020-09-12,92.2761
2020-09-13,92.2761
2020-09-14,92.2761
2020-09-15,92.2761
2020-09-16,92.2761
2020-09-17,92.2761
2020-09-18,92.2761
2020-09-19,92.2761
2020-09-20,92.2761
2020-09-21,92.2761
2020-09-22,92.2761
2020-09-23,92.2761
2020-09-24,92.2761
2020-09-25,92.2761
2020-09-26,92.2761
2020-09-27,92.2761
2020-09-28,92.2761
2020-09-29,92.2761
2020-09-30,92.2761
2020-10-01,92.2761
2020-10-02,92.2761
2020-10-03,92.2761
2020-10-04,92.2761
2020-10-05,92.2761
2020-10-06,92.2761
2020-10-07,92.2761
2020-10-08,92.2761
2020-10-09,92.2761
2020-10-10,92.2761
2020-10-11,92.2761
2020-10-12,92.2761
2020-10-13,92.2761
2020-10-14,92.2761
2020-10-15,92.2761
2020-10-16,92.2761
2020-10-17,92.2761
2020-10-18,92.2761
2020-10-19,92.2761
2020-10-20,92.2761
2020-10-21,92.2761
2020-10-22,92.2761
2020-10-23,92.2761
2020-10-24,92.2761
2020-10-25,92.2761
2020-10-26,92.2761
2020-10-27,92.2761
2020-10-28,92.2761
2020-10-29,92.2761
2020-10-30,92.2761
2020-10-31,92.2761
2020-11-01,92.2761
2020-11-02,92.2761
2020-11-03,92.2761
2020-11-04,92.2761
2020-11-05,92.2761
2020-11-06,92.2761
2020-11-07,92.2761
2020-11-08,92.2761
2020-11-09,92.2761
2020-11-10,92.2761
2020-11-11,92.2761
2020-11-12,92.2761
2020-11-13,92.2761
2020-11-14,92.2761
2020-11-15,92.2761
2020-11-16,92.2761
2020-11-17,92.2761
2020-11-18,92.2761
2020-11-19,92.2761
2020-11-20,92.2761
2020-11-21,92.2761
2020-11-22,92.2761
2020-11-23,92.2761
2020-11-24,92.2761
2020-11-25,92.2761
2020-11-26,92.2761
2020-11-27,92.2761
2020-11-28,92.2761
2020-11-29,92.2761
2020-11-30,92.2761
2020-12-01,92.2761
2020-12-02,92.2761
2020-12-03,92.2761
2020-12-04,92.2761
2020-12-05,92.2761
2020-12-06,92.2761
2020-12-07,92.2761
2020-12-08,92.2761
2020-12-09,92.2761
2020-12-10,92.2761
2020-12-11,92.2761
2020-12-12,92.2761
2020-12-13,92.2761
2020-12-14,92.2761
2020-12-15,92.2761
2020-12-16,92.2761
2020-12-17,92.2761
2020-12-18,92.2761
2020-12-19,92.2761
2020-12-20,92.2761
2020-12-21,92.2761
2020-12-22,92.2761
2020-12-23,92.2761
2020-12-24,92.2761
2020-12-25,92.2761
2020-12-26,92.2761
2020-12-27,92.2761
2020-12-28,92.2761
2020-12-29,92.2761
2020-12-30,92.2761
2020-12-31,92.2761
2021-01-01,92.2761
2021-01-02,92.2761
2021-01-03,92.2761
2021-01-04,92.2761
2021-01-05,92.2761
2021-01-06,92.2761
2021-01-07,92.2761
2021-01-08,92.2761
2021-01-09,92.2761
2021-01-10,92.2761
2021-01-11,92.2761
2021-01-12,92.2761
2021-01-13,92.2761
2021-01-14,92.2761
2021-01-15,92.2761
2021-01-16,92.2761
2021-01-17,92.2761
2021-01-18,92.2761
2021-01-19,92.2761
2021-01-20,92.2761
2021-01-21,92.2761
2021-01-22,92.2761
2021-01-23,92.2761
2021-01-24,92.2761
2021-01-25,92.2761
2021-01-26,92.2761
2021-01-27,92.2761
2021-01-28,92.2761
2021-01-29,92.2761
2021-01-30,92.2761
2021-01-31,92.2761
2021-02-01,92.2761
2021-02-02,92.2761
2021-02-03,92.2761
2021-02-04,92.2761
2021-02-05,92.2761
2021-02-06,92.2761
2021-02-07,92.2761
2021-02-08,92.2761
2021-02-09,92.2761
2021-02-10,92.2761
2021-02-11,92.2761
2021-02-12,92.2761
2021-02-13,92.2761
2021-02-14,92.2761
2021-02-15,92.2761
2021-02-16,92.2761
2021-02-17,92.2761
2021-02-18,92.2761
2021-02-19,92.2761
2021-02-20,92.2761
2021-02-21,92.2761
2021-02-22,92.2761
2021-02-23,92.2761
2021-02-24,92.2761
2021-02-25,92.2761
2021-02-26,92.2761
2021-02-27,92.2761
2021-02-28,92.2761
2021-03-01,92.2761
2021-03-02,92.2761
2021-03-03,92.2761
2021-03-04,92.2761
2021-03-05,92.2761
2021-03-06,92.2761
2021-03-07,92.2761
2021-03-08,92.2761
2021-03-09,92.2761
2021-03-10,92.2761
2021-03-11,92.2761
2021-03-12,92.2761
2021-03-13,92.2761
2021-03-14,92.2761
2021-03-15,92.2761
2021-03-16,92.2761
2021-03-17,92.2761
2021-03-18,92.2761
2021-03-19,92.2761
2021-03-20,92.2761
2021-03-21,92.2761
2021-03-22,92.2761
2021-03-23,92.2761
2021-03-24,92.2761
2021-03-25,92.2761
2021-03-26,92.2761
2021-03-27,92.2761
2021-03-28,92.2761
2021-03-29,92.2761
2021-03-30,92.2761
2021-03-31,92.2761
2021-04-01,92.2761
2021-04-02,92.2761
2021-04-03,92.2761
2021-04-04,92.2761
2021-04-05,92.2761
2021-04-06,92.2761
2021-04-07,92.2761
2021-04-08,92.2761
2021-04-09,92.2761
2021-04-10,92.2761
2021-04-11,92.2761
2021-04-12,92.2761
2021-04-13,92.2761
2021-04-14,92.2761
2021-04-15,92.2761
2021-04-16,92.2761
2021-04-17,92.2761
2021-04-18,92.2761
2021-04-19,92.2761
2021-04-20,92.2761
2021-04-21,92.2761
2021-04-22,92.2761
2021-04-23,92.2761
2021-04-24,92.2761
2021-04-25,92.2761
2021-04-26,92.2761
2021-04-27,92.2761
2021-04-28,92.2761
2021-04-29,92.2761
2021-04-30,92.2761
2021-05-01,92.2761
2021-05-02,92.2761
2021-05-03,92.2761
2021-05-04,92.2761
2021-05-05,92.2761
2021-05-06,92.2761
2021-05-07,92.2761
2021-05-08,92.2761
2021-05-09,92.2761
2021-05-10,92.2761
2021-05-11,92.2761
2021-05-12,92.2761
2021-05-13,92.2761
2021-05-14,92.2761
2021-05-15,92.2761
2021-05-16,92.2761
2021-05-17,92.2761
2021-05-18,92.2761
2021-05-19,92.2761
2021-05-20,92.2761
2021-05-21,92.2761
2021-05-22,92.2761
2021-05-23,92.2761
2021-05-24,92.2761
2021-05-25,92.2761
2021-05-26,92.2761
2021-05-27,92.2761
2021-05-28,92.2761
2021-05-29,92.2761
2021-05-30,92.2761
2021-05-31,92.2761
2021-06-01,92.2761
2021-06-02,92.2761
2021-06-03,92.2761
2021-06-04,92.2761
2021-06-05,92.2761
2021-06-06,92.2761
2021-06-07,92.2761
2021-06-08,92.2761
2021-06-09,92.2761
2021-06-10,92.2761
2021-06-11,92.2761
2021-06-12,92.2761
2021-06-13,92.2761
2021-06-14,92.2761
2021-06-15,92.2761
2021-06-16,92.2761
2021-06-17,92.2761
2021-06-18,92.2761
2021-06-19,92.2761
2021-06-20,92.2761
2021-06-21,92.2761
2021-06-22,92.2761
2021-06-23,92.2761
2021-06-24,92.2761
2021-06-25,92.2761
2021-06-26,92.2761
2021-06-27,92.2761
2021-06-28,92.2761
2021-06-29,92.2761
2021-06-30,92.2761
2021-07-01,92.2761
2021-07-02,92.2761
2021-07-03,92.2761
2021-07-04,92.2761
2021-07-05,92.2761
2021-07-06,92.2761
2021-07-07,92.2761
2021-07-08,92.2761
2021-07-09,92.2761
2021-07-10,92.2761
2021-07-11,92.2761
2021-07-12,92.2761
2021-07-13,92.2761
2021-07-14,92.2761
2021-07-15,92.2761
2021-07-16,92.2761
2021-07-17,92.2761
2021-07-18,92.2761
2021-07-19,92.2761
2021-07-20,92.2761
2021-07-21,92.2761
2021-07-22,92.2761
2021-07-23,92.2761
2021-07-24,92.2761
2021-07-25,92.2761
2021-07-26,92.2761
2021-07-27,92.2761
2021-07-28,92.2761
2021-07-29,92.2761
2021-07-30,92.2761
2021-07-31,92.2761
2021-08-01,92.2761
2021-08-02,92.2761
2021-08-03,92.2761
2021-08-04,92.2761
2021-08-05,92.2761
2021-08-06,92.2761
2021-08-07,92.2761
2021-08-08,92.2761
2021-08-09,92.2761
2021-08-10,92.2761
2021-08-11,92.2761
2021-08-12,92.2761
2021-08-13,92.2761
2021-08-14,92.2761
2021-08-15,92.2761
2021-08-16,92.2761
2021-08-17,92.2761
2021-08-18,92.2761
2021-08-19,92.2761
2021-08-20,92.2761
2021-08-21,92.2761
2021-08-22,92.2761
2021-08-23,92.2761
2021-08-24,92.2761
2021-08-25,92.2761
2021-08-26,92.2761
2021-08-27,92.2761
2021-08-28,92.2761
2021-08-29,92.2761
2021-08-30,92.2761
2021-08-31,92.2761
2021-09-01,92.2761
2021-09-02,92.2761
2021-09-03,92.2761
2021-09-04,92.2761
2021-09-05,92.2761
2021-09-06,92.2761
2021-09-07,92.2761
2021-09-08,92.2761
2021-09-09,92.2761
2021-09-10,92.2761
2021-09-11,92.2761
2021-09-12,92.2761
2021-09-13,92.2761
2021-09-14,92.2761
2021-09-15,92.2761
2021-09-16,92.2761
2021-09-17,92.2761
2021-09-18,92.2761
2021-09-19,92.2761
2021-09-20,92.2761
2021-09-21,92.2761
2021-09-22,92.2761
2021-09-23,92.2761
2021-09-24,92.2761
2021-09-25,92.2761
2021-09-26,92.2761
2021-09-27,92.2761
2021-09-28,92.2761
2021-09-29,92.2761
2021-09-30,88.6787
2021-10-01,90.5925
2021-10-02,90.5925
2021-10-03,90.5925
2021-10-04,91.397
2021-10-05,92.5672
2021-10-06,91.6286
2021-10-07,92.2137
2021-10-08,93.6155
2021-10-09,93.6155
2021-10-10,93.6155
2021-10-11,93.323
2021-10-12,92.8598
2021-10-13,91.9699
2021-10-14,91.6164
2021-10-15,91.2141
2021-10-16,91.2141
2021-10-17,91.2141
2021-10-18,92.7622
2021-10-19,92.7744
2021-10-20,93.2864
2021-10-21,92.6038
2021-10-22,93.9812
2021-10-23,93.9812
2021-10-24,93.9812
2021-10-25,95.5537
2021-10-26,95.7244
2021-10-27,93.2133
2021-10-28,93.8593
2021-10-29,93.4936
2021-10-30,93.4936
2021-10-31,93.4936
2021-11-01,95.0539
2021-11-02,94.5054
2021-11-03,93.8837
2021-11-04,93.7727
2021-11-05,93.3703
2021-11-06,93.3703
2021-11-07,93.3703
2021-11-08,94.4311
2021-11-09,93.7605
2021-11-10,91.4194
2021-11-11,91.7852
2021-11-12,91.7364
2021-11-13,91.7364
2021-11-14,91.7364
2021-11-15,91.6145
2021-11-16,91.4438
2021-11-17,90.127
2021-11-18,89.9806
2021-11-19,88.1273
2021-11-20,88.1273
2021-11-21,88.1273
2021-11-22,89.2125
2021-11-23,91.5413
2021-11-24,91.6511
2021-11-25,91.6511
2021-11-26,88.8345
2021-11-27,88.8345
2021-11-28,88.8345
2021-11-29,89.2735
2021-11-30,88.7735
2021-12-01,87.92
2021-12-02,88.7735
2021-12-03,88.1761
2021-12-04,88.1761
2021-12-05,88.1761
2021-12-06,89.0052
2021-12-07,90.5659
2021-12-08,90.1392
2021-12-09,89.4929
2021-12-10,90.1392
2021-12-11,90.1392
2021-12-12,90.1392
2021-12-13,88.2614
2021-12-14,87.664
2021-12-15,87.3957
2021-12-16,87.225
2021-12-17,86.8105
2021-12-18,86.8105
2021-12-19,86.8105
2021-12-20,85.518
2021-12-21,87.4933
2021-12-22,87.8835
2021-12-23,87.7981
2021-12-24,87.7981
2021-12-25,87.7981
2021-12-26,87.7981
2021-12-27,88.7614
2021-12-28,88.5663
2021-12-29,88.298
2021-12-30,87.9444
2021-12-31,14.8375
2022-01-01,14.8375
2022-01-02,14.8375
2022-01-03,15.2769
2022-01-04,15.7694
2022-01-05,15.4361
2022-01-06,15.6378
2022-01-07,15.7333
2022-01-08,15.7333
2022-01-09,15.7333
2022-01-10,15.5571
2022-01-11,16.0496
2022-01-12,16.0602
2022-01-13,15.9328
2022-01-14,16.2215
2022-01-15,16.2215
2022-01-16,16.2215
2022-01-17,16.2215
2022-01-18,16.3319
2022-01-19,16.2894
2022-01-20,16.1026
2022-01-21,15.8479
2022-01-22,15.8479
2022-01-23,15.8479
2022-01-24,15.9031
2022-01-25,16.489
2022-01-26,16.5505
2022-01-27,16.593
2022-01-28,16.6588
2022-01-29,16.6588
2022-01-30,16.6588
2022-01-31,16.68
2022-02-01,17.0239
2022-02-02,17.0939
2022-02-03,17.1746
2022-02-04,17.3444
2022-02-05,17.3444
2022-02-06,17.3444
2022-02-07,17.3869
2022-02-08,17.0366
2022-02-09,17.2383
2022-02-10,17.3189
2022-02-11,17.8072
2022-02-12,17.8072
2022-02-13,17.8072
2022-02-14,17.4357
2022-02-15,17.1428
2022-02-16,17.1003
2022-02-17,17.1449
2022-02-18,17.0812
2022-02-19,17.0812
2022-02-20,17.0812
2022-02-21,17.0812
2022-02-22,16.818
2022-02-23,16.8965
2022-02-24,16.9461
2022-02-25,16.9079
2022-02-26,16.9079
2022-02-27,16.9079
2022-02-28,17.9672
2022-03-01,18.6168
2022-03-02,18.9522
2022-03-03,18.8206
2022-03-04,20.6038
2022-03-05,20.6038
2022-03-06,20.6038
2022-03-07,20.4403
2022-03-08,20.2747
2022-03-09,20.8904
2022-03-10,21.0241
2022-03-11,20.9859
2022-03-12,20.9859
2022-03-13,20.9859
2022-03-14,20.4849
2022-03-15,20.2599
2022-03-16,19.933
2022-03-17,20.9986
2022-03-18,20.6229
2022-03-19,20.6229
2022-03-20,20.6229
2022-03-21,21.6249
2022-03-22,21.3447
2022-03-23,21.3871
2022-03-24,20.9435
2022-03-25,21.1472
2022-03-26,21.1472
2022-03-27,21.1472
2022-03-28,20.7444
2022-03-29,20.7764
2022-03-30,20.9233
2022-03-31,11.976
2022-04-01,12.1503
2022-04-02,12.1503
2022-04-03,12.1503
2022-04-04,12.1096
2022-04-05,11.8463
2022-04-06,11.8946
2022-04-07,12.0956
2022-04-08,12.6196
2022-04-09,12.6196
2022-04-10,12.6196
2022-04-11,12.1261
2022-04-12,12.2813
2022-04-13,12.3423
2022-04-14,12.3067
2022-04-15,12.3067
2022-04-16,12.3067
2022-04-17,12.3067
2022-04-18,12.5649
2022-04-19,12.439
2022-04-20,12.5776
2022-04-21,12.2889
2022-04-22,11.9607
2022-04-23,11.9607
2022-04-24,11.9607
2022-04-25,11.7445
2022-04-26,11.7318
2022-04-27,11.8297
2022-04-28,12.0129
2022-04-29,11.7661
2022-04-30,11.7661
2022-05-01,11.7661
2022-05-02,12.1744
2022-05-03,12.294
2022-05-04,12.5903
2022-05-05,12.6819
2022-05-06,13.019
2022-05-07,13.019
2022-05-08,13.019
2022-05-09,12.1159
2022-05-10,12.3179
2022-05-11,12.4057
2022-05-12,12.2937
2022-05-13,12.9121
2022-05-14,12.9121
2022-05-15,12.9121
2022-05-16,13.3752
2022-05-17,13.4032
2022-05-18,12.94
2022-05-19,12.8968
2022-05-20,12.8077
2022-05-21,12.8077
2022-05-22,12.8077
2022-05-23,13.0825
2022-05-24,13.038
2022-05-25,13.206
2022-05-26,13.4948
2022-05-27,13.7747
2022-05-28,13.7747
2022-05-29,13.7747
2022-05-30,13.7747
2022-05-31,13.5775
2022-06-01,13.7187
2022-06-02,13.5762
2022-06-03,13.7022
2022-06-04,13.7022
2022-06-05,13.7022
2022-06-06,13.6156
2022-06-07,13.7352
2022-06-08,13.5419
2022-06-09,13.052
2022-06-10,12.8853
2022-06-11,12.8853
2022-06-12,12.8853
2022-06-13,12.3713
2022-06-14,12.6589
2022-06-15,12.4286
2022-06-16,11.9871
2022-06-17,11.8433
2022-06-18,11.8433
2022-06-19,11.8433
2022-06-20,11.8433
2022-06-21,12.1219
2022-06-22,11.8548
2022-06-23,11.8955
2022-06-24,12.0774
2022-06-25,12.0774
2022-06-26,12.0774
2022-06-27,12.253
2022-06-28,12.6105
2022-06-29,12.2784
2022-06-30,7.5469
2022-07-01,7.6732
2022-07-02,7.6732
2022-07-03,7.6732
2022-07-04,7.6732
2022-07-05,7.5655
2022-07-06,7.5655
2022-07-07,7.7566
2022-07-08,7.6918
2022-07-09,7.6918
2022-07-10,7.6918
2022-07-11,7.5987
2022-07-12,7.4247
2022-07-13,7.4765
2022-07-14,7.4134
2022-07-15,7.5332
2022-07-16,7.5332
2022-07-17,7.5332
2022-07-18,7.6416
2022-07-19,7.8658
2022-07-20,7.9249
2022-07-21,7.7995
2022-07-22,7.7234
2022-07-23,7.7234
2022-07-24,7.7234
2022-07-25,7.9945
2022-07-26,7.8051
2022-07-27,7.8626
2022-07-28,7.8513
2022-07-29,8.103
2022-07-30,8.103
2022-07-31,8.103
2022-08-01,8.0609
2022-08-02,8.0151
2022-08-03,7.6877
2022-08-04,7.4037
2022-08-05,7.5284
2022-08-06,7.5284
2022-08-07,7.5284
2022-08-08,7.6113
2022-08-09,7.8019
2022-08-10,7.8381
2022-08-11,8.0658
2022-08-12,8.069
2022-08-13,8.069
2022-08-14,8.069
2022-08-15,7.9572
2022-08-16,7.8904
2022-08-17,7.847
2022-08-18,8.0006
2022-08-19,8.5163
2022-08-20,8.5163
2022-08-21,8.5163
2022-08-22,8.3345
2022-08-23,8.7174
2022-08-24,8.8075
2022-08-25,8.7729
2022-08-26,8.6981
2022-08-27,8.6981
2022-08-28,8.6981
2022-08-29,8.8357
2022-08-30,8.5742
2022-08-31,8.493
2022-09-01,8.2838
2022-09-02,8.3136
2022-09-03,8.3136
2022-09-04,8.3136
2022-09-05,8.3136
2022-09-06,8.1615
2022-09-07,8.0449
2022-09-08,7.9789
2022-09-09,8.0593
2022-09-10,8.0593
2022-09-11,8.0593
2022-09-12,8.1551
2022-09-13,8.0376
2022-09-14,8.1873
2022-09-15,8.0175
2022-09-16,7.9628
2022-09-17,7.9628
2022-09-18,7.9628
2022-09-19,7.9845
2022-09-20,7.9524
2022-09-21,7.8236
2022-09-22,7.7593
2022-09-23,7.5059
2022-09-24,7.5059
2022-09-25,7.5059
2022-09-26,7.4375
2022-09-27,7.4898
2022-09-28,7.7215
2022-09-29,7.7778
2022-09-30,6.4096
2022-10-01,6.4096
2022-10-02,6.4096
2022-10-03,6.587
2022-10-04,6.7305
2022-10-05,6.8373
2022-10-06,7.025
2022-10-07,6.9774
2022-10-08,6.9774
2022-10-09,6.9774
2022-10-10,6.6938
2022-10-11,6.585
2022-10-12,6.6584
2022-10-13,6.855
2022-10-14,6.7652
2022-10-15,6.7652
2022-10-16,6.7652
2022-10-17,6.8115
2022-10-18,6.84
2022-10-19,6.8863
2022-10-20,6.9128
2022-10-21,7.0767
2022-10-22,7.0767
2022-10-23,7.0767
2022-10-24,7.0474
2022-10-25,7.0651
2022-10-26,7.1623
2022-10-27,7.1181
2022-10-28,7.1161
2022-10-29,7.1161
2022-10-30,7.1161
2022-10-31,7.1678
2022-11-01,7.2494
2022-11-02,7.0658
2022-11-03,7.1379
2022-11-04,7.2133
2022-11-05,7.2133
2022-11-06,7.2133
2022-11-07,7.397
2022-11-08,7.1961
2022-11-09,6.7382
2022-11-10,6.9075
2022-11-11,7.1629
2022-11-12,7.1629
2022-11-13,7.1629
2022-11-14,7.0932
2022-11-15,7.1695
2022-11-16,7.0037
2022-11-17,6.9725
2022-11-18,6.9585
2022-11-19,6.9585
2022-11-20,6.9585
2022-11-21,6.8484
2022-11-22,7.0594
2022-11-23,6.9499
2022-11-24,6.9499
2022-11-25,6.8942
2022-11-26,6.8942
2022-11-27,6.8942
2022-11-28,6.7582
2022-11-29,6.8165
2022-11-30,6.8418
2022-12-01,6.796
2022-12-02,6.7568
2022-12-03,6.7568
2022-12-04,6.7568
2022-12-05,6.6341
2022-12-06,6.4868
2022-12-07,6.4742
2022-12-08,6.4582
2022-12-09,6.3846
2022-12-10,6.3846
2022-12-11,6.3846
2022-12-12,6.4795
2022-12-13,6.4961
2022-12-14,6.4562
2022-12-15,6.4217
2022-12-16,6.3799
2022-12-17,6.3799
2022-12-18,6.3799
2022-12-19,6.372
2022-12-20,6.3693
2022-12-21,6.4596
2022-12-22,6.3315
2022-12-23,6.4742
2022-12-24,6.4742
2022-12-25,6.4742
2022-12-26,6.4742
2022-12-27,6.4994
2022-12-28,6.3501
2022-12-29,6.3634
2022-12-30,6.2789
2022-12-31,6.2789
2023-01-01,6.2789
2023-01-02,6.2789
2023-01-03,6.1519
2023-01-04,6.1558
2023-01-05,6.2285
2023-01-06,6.3287
2023-01-07,6.3287
2023-01-08,6.3287
2023-01-09,6.3503
2023-01-10,6.3549
2023-01-11,6.3509
2023-01-12,6.4589
2023-01-13,6.4308
2023-01-14,6.4308
2023-01-15,6.4308
2023-01-16,6.4308
2023-01-17,6.3922
2023-01-18,6.3725
2023-01-19,6.4544
2023-01-20,6.5355
2023-01-21,6.5355
2023-01-22,6.5355
2023-01-23,6.5087
2023-01-24,6.3732
2023-01-25,6.3791
2023-01-26,6.5473
2023-01-27,6.5113
2023-01-28,6.5113
2023-01-29,6.5113
2023-01-30,6.3535
2023-01-31,6.3968
2023-02-01,6.3123
2023-02-02,6.2449
2023-02-03,6.1644
2023-02-04,6.1644
2023-02-05,6.1644
2023-02-06,6.1846
2023-02-07,6.3843
2023-02-08,6.3405
2023-02-09,6.2927
2023-02-10,6.4517
2023-02-11,6.4517
2023-02-12,6.4517
2023-02-13,6.3948
2023-02-14,6.4982
2023-02-15,6.273
2023-02-16,6.2468
2023-02-17,6.131
2023-02-18,6.131
2023-02-19,6.131
2023-02-20,6.131
2023-02-21,6.0714
2023-02-22,5.9797
2023-02-23,6.0321
2023-02-24,6.0164
2023-02-25,6.0164
2023-02-26,6.0164
2023-02-27,5.9775
2023-02-28,5.9516
2023-03-01,6.0262
2023-03-02,6.0625
2023-03-03,6.126
2023-03-04,6.126
2023-03-05,6.126
2023-03-06,6.1539
2023-03-07,6.1001
2023-03-08,6.1843
2023-03-09,6.0813
2023-03-10,6.0359
2023-03-11,6.0359
2023-03-12,6.0359
2023-03-13,5.9899
