,FCN US Equity
2023-03-20,21.1674
2023-03-21,20.9369
2023-03-22,20.8888
2023-03-23,20.907
2023-03-24,20.9102
2023-03-25,20.9102
2023-03-26,20.9102
2023-03-27,21.1653
2023-03-28,21.097
2023-03-29,21.0489
2023-03-30,21.2123
2023-03-31,23.1679
2023-04-01,23.1679
2023-04-02,23.1679
2023-04-03,23.2523
2023-04-04,23.1834
2023-04-05,23.1623
2023-04-06,23.5067
2023-04-07,23.5067
2023-04-08,23.5067
2023-04-09,23.5067
2023-04-10,23.7755
2023-04-11,23.7699
2023-04-12,23.7944
2023-04-13,23.8966
2023-04-14,23.9143
2023-04-15,23.9143
2023-04-16,23.9143
2023-04-17,23.7233
2023-04-18,23.7199
2023-04-19,23.209
2023-04-20,23.4289
2023-04-21,23.1101
2023-04-22,23.1101
2023-04-23,23.1101
2023-04-24,23.361
2023-04-25,23.213
2023-04-26,23.3064
2023-04-27,21.4541
2023-04-28,21.3284
2023-04-29,21.3284
2023-04-30,21.3284
2023-05-01,21.0336
2023-05-02,21.2005
2023-05-03,20.9457
2023-05-04,20.9546
2023-05-05,20.7288
2023-05-06,20.7288
2023-05-07,20.7288
2023-05-08,20.8623
2023-05-09,20.9535
2023-05-10,20.9424
2023-05-11,20.9513
2023-05-12,20.8344
2023-05-13,20.8344
2023-05-14,20.8344
2023-05-15,20.4806
2023-05-16,20.9246
2023-05-17,21.0036
2023-05-18,21.1215
2023-05-19,21.502
2023-05-20,21.502
2023-05-21,21.502
2023-05-22,21.463
2023-05-23,21.7545
2023-05-24,21.9937
2023-05-25,22.0149
2023-05-26,22.2307
2023-05-27,22.2307
2023-05-28,22.2307
2023-05-29,22.2307
2023-05-30,21.9615
2023-05-31,22.164
2023-06-01,22.1907
2023-06-02,22.619
2023-06-03,22.619
2023-06-04,22.619
2023-06-05,22.0405
2023-06-06,21.9403
2023-06-07,22.1606
2023-06-08,22.5178
2023-06-09,22.5155
2023-06-10,22.5155
2023-06-11,22.5155
2023-06-12,22.6669
2023-06-13,22.728
2023-06-14,22.7369
2023-06-15,22.8204
2023-06-16,22.7336
2023-06-17,22.7336
2023-06-18,22.7336
2023-06-19,22.7336
2023-06-20,22.6146
2023-06-21,22.6813
2023-06-22,22.797
2023-06-23,22.1873
2023-06-24,22.1873
2023-06-25,22.1873
2023-06-26,22.0839
2023-06-27,22.0449
2023-06-28,21.828
2023-06-29,22.2641
2023-06-30,20.7641
2023-07-01,20.7641
2023-07-02,20.7641
2023-07-03,20.9865
2023-07-04,20.9865
2023-07-05,21.4209
2023-07-06,21.2129
2023-07-07,21.2212
2023-07-08,21.2212
2023-07-09,21.2212
2023-07-10,21.6453
2023-07-11,21.9839
2023-07-12,21.2068
2023-07-13,21.3138
2023-07-14,21.5125
2023-07-15,21.5125
2023-07-16,21.5125
2023-07-17,21.5094
2023-07-18,21.8161
2023-07-19,21.8151
2023-07-20,21.4281
2023-07-21,21.2243
2023-07-22,21.2243
2023-07-23,21.2243
2023-07-24,21.0668
2023-07-25,21.1543
2023-07-26,21.3972
2023-07-27,19.3598
2023-07-28,19.4072
2023-07-29,19.4072
2023-07-30,19.4072
2023-07-31,19.2423
2023-08-01,19.6371
2023-08-02,20.2133
2023-08-03,20.0463
2023-08-04,20.1855
2023-08-05,20.1855
2023-08-06,20.1855
2023-08-07,20.2412
2023-08-08,19.8948
2023-08-09,19.8876
2023-08-10,20.0989
2023-08-11,20.4948
2023-08-12,20.4948
2023-08-13,20.4948
2023-08-14,20.7917
2023-08-15,21.0226
2023-08-16,20.8968
2023-08-17,20.236
2023-08-18,20.1298
2023-08-19,20.1298
2023-08-20,20.1298
2023-08-21,20.1721
2023-08-22,20.0587
2023-08-23,20.1536
2023-08-24,20.3133
2023-08-25,20.4979
2023-08-26,20.4979
2023-08-27,20.4979
2023-08-28,20.5546
2023-08-29,20.836
2023-08-30,20.5772
2023-08-31,20.3412
2023-09-01,20.0835
2023-09-02,20.0835
2023-09-03,20.0835
2023-09-04,20.0835
2023-09-05,19.5711
2023-09-06,19.5309
2023-09-07,19.4897
2023-09-08,19.2938
2023-09-09,19.2938
2023-09-10,19.2938
2023-09-11,19.6474
2023-09-12,19.6587
2023-09-13,19.769
2023-09-14,20.1494
2023-09-15,20.2237
2023-09-16,20.2237
2023-09-17,20.2237
2023-09-18,20.4092
2023-09-19,19.9371
2023-09-20,19.9938
2023-09-21,19.7742
2023-09-22,19.5546
2023-09-23,19.5546
2023-09-24,19.5546
2023-09-25,19.468
2023-09-26,19.3866
2023-09-27,19.7763
2023-09-28,19.9556
2023-09-29,18.3199
2023-09-30,18.3199
2023-10-01,18.3199
2023-10-02,18.2585
2023-10-03,18.3335
2023-10-04,18.9262
2023-10-05,19.2395
2023-10-06,19.4264
2023-10-07,19.4264
2023-10-08,19.4264
2023-10-09,19.5665
2023-10-10,19.4118
2023-10-11,19.2979
2023-10-12,19.1957
2023-10-13,19.4147
2023-10-14,19.4147
2023-10-15,19.4147
2023-10-16,19.3505
2023-10-17,19.3583
2023-10-18,19.5062
2023-10-19,19.4176
2023-10-20,19.078
2023-10-21,19.078
2023-10-22,19.078
2023-10-23,18.8678
2023-10-24,18.9203
2023-10-25,18.8571
2023-10-26,22.9312
2023-10-27,22.8875
2023-10-28,22.8875
2023-10-29,22.8875
2023-10-30,22.7555
2023-10-31,22.5128
2023-11-01,23.0754
2023-11-02,22.6448
2023-11-03,22.791
2023-11-04,22.791
2023-11-05,22.791
2023-11-06,22.9647
2023-11-07,22.9332
2023-11-08,22.9149
2023-11-09,22.92
2023-11-10,23.3881
2023-11-11,23.3881
2023-11-12,23.3881
2023-11-13,23.4552
2023-11-14,23.5547
2023-11-15,23.1759
2023-11-16,23.2896
2023-11-17,23.2064
2023-11-18,23.2064
2023-11-19,23.2064
2023-11-20,23.5273
2023-11-21,23.4166
2023-11-22,23.4481
2023-11-23,23.4481
2023-11-24,23.4775
2023-11-25,23.4775
2023-11-26,23.4775
2023-11-27,23.4095
2023-11-28,23.0591
2023-11-29,23.0804
2023-11-30,23.3455
2023-12-01,23.4359
2023-12-02,23.4359
2023-12-03,23.4359
2023-12-04,24.4159
2023-12-05,23.7578
2023-12-06,23.5303
2023-12-07,23.5019
2023-12-08,23.5141
2023-12-09,23.5141
2023-12-10,23.5141
2023-12-11,23.4999
2023-12-12,23.4897
2023-12-13,23.4308
2023-12-14,21.9278
2023-12-15,21.2372
2023-12-16,21.2372
2023-12-17,21.2372
2023-12-18,21.6374
2023-12-19,21.3591
2023-12-20,21.0697
2023-12-21,21.1408
2023-12-22,21.3093
2023-12-23,21.3093
2023-12-24,21.3093
2023-12-25,21.3093
2023-12-26,21.1997
2023-12-27,21.2789
2023-12-28,21.2047
2023-12-29,17.9141
2023-12-30,17.9141
2023-12-31,17.9141
2024-01-01,17.9141
2024-01-02,17.7104
2024-01-03,17.4705
2024-01-04,17.3627
2024-01-05,17.513
2024-01-06,17.513
2024-01-07,17.513
2024-01-08,17.494
2024-01-09,17.5556
2024-01-10,17.6443
2024-01-11,17.7484
2024-01-12,18.0662
2024-01-13,18.0662
2024-01-14,18.0662
2024-01-15,18.0662
2024-01-16,18.1124
2024-01-17,18.0988
2024-01-18,18.4003
2024-01-19,18.02
2024-01-20,18.02
2024-01-21,18.02
2024-01-22,18.0816
2024-01-23,17.9512
2024-01-24,17.8407
2024-01-25,17.4849
2024-01-26,17.7421
2024-01-27,17.7421
2024-01-28,17.7421
2024-01-29,17.7656
2024-01-30,17.7068
2024-01-31,17.2314
2024-02-01,17.2151
2024-02-02,17.3183
2024-02-03,17.3183
2024-02-04,17.3183
2024-02-05,17.3066
2024-02-06,17.4062
2024-02-07,17.4406
2024-02-08,17.4641
2024-02-09,17.5474
2024-02-10,17.5474
2024-02-11,17.5474
2024-02-12,17.3518
2024-02-13,16.7688
2024-02-14,17.1816
2024-02-15,17.1699
2024-02-16,17.283
2024-02-17,17.283
2024-02-18,17.283
2024-02-19,17.283
2024-02-20,17.1165
2024-02-21,17.0965
2024-02-22,19.9663
2024-02-23,19.4617
2024-02-24,19.4617
2024-02-25,19.4617
2024-02-26,19.815
2024-02-27,19.4626
2024-02-28,19.3367
2024-02-29,18.6264
2024-03-01,18.4008
2024-03-02,18.4008
2024-03-03,18.4008
2024-03-04,18.5186
2024-03-05,18.7242
2024-03-06,18.592
2024-03-07,18.5394
2024-03-08,18.3727
2024-03-09,18.3727
2024-03-10,18.3727
2024-03-11,18.3754
2024-03-12,18.4715
2024-03-13,18.37
2024-03-14,18.3655
2024-03-15,18.5122
2024-03-16,18.5122
2024-03-17,18.5122
2024-03-18,18.726
2024-03-19,18.9362
2024-03-20,18.4416
2024-03-21,18.5485
2024-03-22,18.5693
2024-03-23,18.5693
2024-03-24,18.5693
2024-03-25,18.8357
2024-03-26,18.7451
2024-03-27,18.8574
2024-03-28,18.9353
2024-03-29,18.9353
2024-03-30,18.9353
2024-03-31,18.9353
2024-04-01,18.7387
2024-04-02,18.6653
2024-04-03,18.6445
2024-04-04,18.5195
2024-04-05,18.736
2024-04-06,18.736
2024-04-07,18.736
2024-04-08,18.7025
