,DHI US Equity
2023-03-19,5.0568
2023-03-20,5.0188
2023-03-21,5.0286
2023-03-22,4.9756
2023-03-23,5.0023
2023-03-24,5.0328
2023-03-25,5.0328
2023-03-26,5.0328
2023-03-27,4.9559
2023-03-28,4.9751
2023-03-29,4.9779
2023-03-30,4.9531
2023-03-31,5.5535
2023-04-01,5.5535
2023-04-02,5.5535
2023-04-03,5.5757
2023-04-04,5.539
2023-04-05,5.538
2023-04-06,5.4476
2023-04-07,5.4476
2023-04-08,5.4476
2023-04-09,5.4476
2023-04-10,5.4775
2023-04-11,5.6609
2023-04-12,5.6139
2023-04-13,5.5685
2023-04-14,5.5824
2023-04-15,5.5824
2023-04-16,5.5824
2023-04-17,5.646
2023-04-18,5.7854
2023-04-19,5.7689
2023-04-20,6.0278
2023-04-21,5.9755
2023-04-22,5.9755
2023-04-23,5.9755
2023-04-24,6.0745
2023-04-25,6.0591
2023-04-26,5.9493
2023-04-27,6.0658
2023-04-28,6.1417
2023-04-29,6.1417
2023-04-30,6.1417
2023-05-01,6.0699
2023-05-02,6.0781
2023-05-03,6.132
2023-05-04,6.0083
2023-05-05,6.0545
2023-05-06,6.0545
2023-05-07,6.0545
2023-05-08,6.074
2023-05-09,6.0992
2023-05-10,6.0879
2023-05-11,6.1074
2023-05-12,6.0786
2023-05-13,6.0786
2023-05-14,6.0786
2023-05-15,6.1407
2023-05-16,6.2433
2023-05-17,6.2685
2023-05-18,6.2782
2023-05-19,6.1607
2023-05-20,6.1607
2023-05-21,6.1607
2023-05-22,6.0525
2023-05-23,5.9401
2023-05-24,5.9683
2023-05-25,5.9868
2023-05-26,5.9822
2023-05-27,5.9822
2023-05-28,5.9822
2023-05-29,5.9822
2023-05-30,6.0171
2023-05-31,5.9888
2023-06-01,6.073
2023-06-02,6.2546
2023-06-03,6.2546
2023-06-04,6.2546
2023-06-05,6.2238
2023-06-06,6.4214
2023-06-07,6.3537
2023-06-08,6.3188
2023-06-09,6.3567
2023-06-10,6.3567
2023-06-11,6.3567
2023-06-12,6.4619
2023-06-13,6.4476
2023-06-14,6.3357
2023-06-15,6.4286
2023-06-16,6.4794
2023-06-17,6.4794
2023-06-18,6.4794
2023-06-19,6.4794
2023-06-20,6.5779
2023-06-21,6.6107
2023-06-22,6.6451
2023-06-23,6.6846
2023-06-24,6.6846
2023-06-25,6.6846
2023-06-26,6.6584
2023-06-27,6.8206
2023-06-28,6.777
2023-06-29,6.6815
2023-06-30,7.1976
2023-07-01,7.1976
2023-07-02,7.1976
2023-07-03,7.1141
2023-07-04,7.1141
2023-07-05,7.0658
2023-07-06,6.8225
2023-07-07,6.8516
2023-07-08,6.8516
2023-07-09,6.8516
2023-07-10,7.0603
2023-07-11,7.0724
2023-07-12,7.3085
2023-07-13,7.4595
2023-07-14,7.671
2023-07-15,7.671
2023-07-16,7.671
2023-07-17,7.5468
2023-07-18,7.5375
2023-07-19,7.5359
2023-07-20,7.3449
2023-07-21,7.4625
2023-07-22,7.4625
2023-07-23,7.4625
2023-07-24,7.5964
2023-07-25,7.6503
2023-07-26,7.5218
2023-07-27,7.4352
2023-07-28,7.4624
2023-07-29,7.4624
2023-07-30,7.4624
2023-07-31,7.4335
2023-08-01,7.4826
2023-08-02,7.3638
2023-08-03,7.2227
2023-08-04,7.3622
2023-08-05,7.3622
2023-08-06,7.3622
2023-08-07,7.4591
2023-08-08,7.4613
2023-08-09,7.3812
2023-08-10,7.2391
2023-08-11,7.2151
2023-08-12,7.2151
2023-08-13,7.2151
2023-08-14,7.2298
2023-08-15,7.4237
2023-08-16,7.1977
2023-08-17,6.8605
2023-08-18,6.9046
2023-08-19,6.9046
2023-08-20,6.9046
2023-08-21,6.83
2023-08-22,6.8948
2023-08-23,6.9346
2023-08-24,6.8714
2023-08-25,6.7756
2023-08-26,6.7756
2023-08-27,6.7756
2023-08-28,6.8126
2023-08-29,6.9003
2023-08-30,6.9967
2023-08-31,6.9978
2023-09-01,7.061
2023-09-02,7.061
2023-09-03,7.061
2023-09-04,7.061
2023-09-05,6.7396
2023-09-06,6.8131
2023-09-07,6.8938
2023-09-08,6.9046
2023-09-09,6.9046
2023-09-10,6.9046
2023-09-11,6.9357
2023-09-12,6.7592
2023-09-13,6.7167
2023-09-14,6.7897
2023-09-15,6.6356
2023-09-16,6.6356
2023-09-17,6.6356
2023-09-18,6.6802
2023-09-19,6.702
2023-09-20,6.6808
2023-09-21,6.4547
2023-09-22,6.4683
2023-09-23,6.4683
2023-09-24,6.4683
2023-09-25,6.4068
2023-09-26,6.3681
2023-09-27,6.3436
2023-09-28,6.4476
2023-09-29,6.2391
2023-09-30,6.2391
2023-10-01,6.2391
2023-10-02,6.1676
2023-10-03,5.983
2023-10-04,6.0672
2023-10-05,6.0351
2023-10-06,6.0634
2023-10-07,6.0634
2023-10-08,6.0634
2023-10-09,6.1637
2023-10-10,6.2242
2023-10-11,6.3057
2023-10-12,5.9552
2023-10-13,6.0279
2023-10-14,6.0279
2023-10-15,6.0279
2023-10-16,6.0756
2023-10-17,6.0983
2023-10-18,5.9602
2023-10-19,5.8937
2023-10-20,5.8615
2023-10-21,5.8615
2023-10-22,5.8615
2023-10-23,5.9425
2023-10-24,5.9225
2023-10-25,5.8615
2023-10-26,5.9164
2023-10-27,5.9192
2023-10-28,5.9192
2023-10-29,5.9192
2023-10-30,5.9431
2023-10-31,6.0689
2023-11-01,6.3406
2023-11-02,6.6029
2023-11-03,6.8707
2023-11-04,6.8707
2023-11-05,6.8707
2023-11-06,6.8074
2023-11-07,6.9987
2023-11-08,6.9654
2023-11-09,6.9034
2023-11-10,7.0142
2023-11-11,7.0142
2023-11-12,7.0142
2023-11-13,6.9934
2023-11-14,7.3545
2023-11-15,7.2996
2023-11-16,7.2848
2023-11-17,7.2735
2023-11-18,7.2735
2023-11-19,7.2735
2023-11-20,7.292
2023-11-21,7.2019
2023-11-22,7.2167
2023-11-23,7.2167
2023-11-24,7.2418
2023-11-25,7.2418
2023-11-26,7.2418
2023-11-27,7.1757
2023-11-28,7.1588
2023-11-29,7.2298
2023-11-30,7.2522
2023-12-01,7.4264
2023-12-02,7.4264
2023-12-03,7.4264
2023-12-04,7.4062
2023-12-05,7.4193
2023-12-06,7.5765
2023-12-07,7.7256
2023-12-08,7.8414
2023-12-09,7.8414
2023-12-10,7.8414
2023-12-11,7.8654
2023-12-12,7.9146
2023-12-13,8.1532
2023-12-14,8.6425
2023-12-15,8.473
2023-12-16,8.473
2023-12-17,8.473
2023-12-18,8.3906
2023-12-19,8.4801
2023-12-20,8.4337
2023-12-21,8.485
2023-12-22,8.4637
2023-12-23,8.4637
2023-12-24,8.4637
2023-12-25,8.4637
2023-12-26,8.5058
2023-12-27,8.5625
2023-12-28,8.5751
2023-12-29,8.7821
2023-12-30,8.7821
2023-12-31,8.7821
2024-01-01,8.7821
2024-01-02,8.6663
2024-01-03,8.56
2024-01-04,8.5457
2024-01-05,8.5975
2024-01-06,8.5975
2024-01-07,8.5975
2024-01-08,8.7986
2024-01-09,8.7699
2024-01-10,8.922
2024-01-11,8.9474
2024-01-12,8.889
2024-01-13,8.889
2024-01-14,8.889
2024-01-15,8.889
2024-01-16,8.8377
2024-01-17,8.781
2024-01-18,8.8124
2024-01-19,8.965
2024-01-20,8.965
2024-01-21,8.965
2024-01-22,9.0973
2024-01-23,8.2752
2024-01-24,8.0511
2024-01-25,8.1807
2024-01-26,8.122
2024-01-27,8.122
2024-01-28,8.122
2024-01-29,8.1055
2024-01-30,8.2735
2024-01-31,8.2543
2024-02-01,8.497
2024-02-02,8.4728
2024-02-03,8.4728
2024-02-04,8.4728
2024-02-05,8.3817
2024-02-06,8.2609
2024-02-07,8.3493
2024-02-08,8.346
2024-02-09,8.3641
2024-02-10,8.3641
2024-02-11,8.3641
2024-02-12,8.5492
2024-02-13,8.2247
2024-02-14,8.3965
2024-02-15,8.3899
2024-02-16,8.1643
2024-02-17,8.1643
2024-02-18,8.1643
2024-02-19,8.1643
2024-02-20,8.2851
2024-02-21,8.3136
2024-02-22,8.3762
2024-02-23,8.4295
2024-02-24,8.4295
2024-02-25,8.4295
2024-02-26,8.4163
2024-02-27,8.3932
2024-02-28,8.4229
2024-02-29,8.6129
2024-03-01,8.8067
2024-03-02,8.8067
2024-03-03,8.8067
2024-03-04,8.7792
2024-03-05,8.7051
2024-03-06,8.7468
2024-03-07,8.9346
2024-03-08,8.8402
2024-03-09,8.8402
2024-03-10,8.8402
2024-03-11,8.7924
2024-03-12,8.8973
2024-03-13,8.9291
2024-03-14,8.6612
2024-03-15,8.7364
2024-03-16,8.7364
2024-03-17,8.7364
2024-03-18,8.7265
2024-03-19,8.978
2024-03-20,9.1147
2024-03-21,9.2696
2024-03-22,9.2926
2024-03-23,9.2926
2024-03-24,9.2926
2024-03-25,9.1806
2024-03-26,9.1526
2024-03-27,9.3053
2024-03-28,9.4425
2024-03-29,9.4425
2024-03-30,9.4425
2024-03-31,9.4425
2024-04-01,9.2959
2024-04-02,8.9538
2024-04-03,9.073
2024-04-04,8.9802
2024-04-05,9.1114
2024-04-06,9.1114
2024-04-07,9.1114
2024-04-08,9.0137
