,HGV US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,11.832
2020-01-02,11.9632
2020-01-03,11.9257
2020-01-04,11.9257
2020-01-05,11.9257
2020-01-06,11.9016
2020-01-07,11.8721
2020-01-08,11.9043
2020-01-09,11.907
2020-01-10,11.8293
2020-01-11,11.8293
2020-01-12,11.8293
2020-01-13,11.8427
2020-01-14,11.8534
2020-01-15,11.7838
2020-01-16,11.8936
2020-01-17,11.9471
2020-01-18,11.9471
2020-01-19,11.9471
2020-01-20,11.9471
2020-01-21,11.7945
2020-01-22,11.7329
2020-01-23,11.7784
2020-01-24,11.6633
2020-01-25,11.6633
2020-01-26,11.6633
2020-01-27,11.3044
2020-01-28,11.5026
2020-01-29,11.4035
2020-01-30,11.532
2020-01-31,11.1678
2020-02-01,11.1678
2020-02-02,11.1678
2020-02-03,11.0554
2020-02-04,11.1304
2020-02-05,11.2669
2020-02-06,11.1384
2020-02-07,10.9777
2020-02-08,10.9777
2020-02-09,10.9777
2020-02-10,10.9991
2020-02-11,11.1919
2020-02-12,11.291
2020-02-13,11.4089
2020-02-14,11.4517
2020-02-15,11.4517
2020-02-16,11.4517
2020-02-17,11.4517
2020-02-18,11.2776
2020-02-19,11.1866
2020-02-20,11.1893
2020-02-21,11.0581
2020-02-22,11.0581
2020-02-23,11.0581
2020-02-24,10.7903
2020-02-25,10.4448
2020-02-26,9.9172
2020-02-27,10.0703
2020-02-28,9.7674
2020-02-29,9.7674
2020-03-01,9.7674
2020-03-02,9.746
2020-03-03,9.5375
2020-03-04,9.6822
2020-03-05,9.1971
2020-03-06,9.114
2020-03-07,9.114
2020-03-08,9.114
2020-03-09,8.3072
2020-03-10,8.3903
2020-03-11,7.5461
2020-03-12,6.8626
2020-03-13,7.7203
2020-03-14,7.7203
2020-03-15,7.7203
2020-03-16,6.4445
2020-03-17,6.3185
2020-03-18,5.4448
2020-03-19,5.7208
2020-03-20,6.2194
2020-03-21,6.2194
2020-03-22,6.2194
2020-03-23,6.0425
2020-03-24,6.7179
2020-03-25,7.0583
2020-03-26,7.5422
2020-03-27,7.276
2020-03-28,7.276
2020-03-29,7.276
2020-03-30,6.9669
2020-03-31,8.1692
2020-04-01,7.8476
2020-04-02,7.5848
2020-04-03,7.3151
2020-04-04,7.3151
2020-04-05,7.3151
2020-04-06,8.0828
2020-04-07,8.2384
2020-04-08,8.7882
2020-04-09,8.7501
2020-04-10,8.7501
2020-04-11,8.7501
2020-04-12,8.7501
2020-04-13,8.8158
2020-04-14,8.8054
2020-04-15,8.7225
2020-04-16,8.7398
2020-04-17,9.3483
2020-04-18,9.3483
2020-04-19,9.3483
2020-04-20,9.0855
2020-04-21,8.8193
2020-04-22,8.885
2020-04-23,9.0613
2020-04-24,9.2204
2020-04-25,9.2204
2020-04-26,9.2204
2020-04-27,9.4555
2020-04-28,9.5558
2020-04-29,9.9534
2020-04-30,9.7717
2020-05-01,9.2237
2020-05-02,9.2237
2020-05-03,9.2237
2020-05-04,8.9874
2020-05-05,8.7203
2020-05-06,8.4531
2020-05-07,8.6518
2020-05-08,9.258
2020-05-09,9.258
2020-05-10,9.258
2020-05-11,8.9497
2020-05-12,8.597
2020-05-13,8.5285
2020-05-14,8.71
2020-05-15,8.8025
2020-05-16,8.8025
2020-05-17,8.8025
2020-05-18,9.6793
2020-05-19,9.4258
2020-05-20,9.7272
2020-05-21,9.7409
2020-05-22,9.7204
2020-05-23,9.7204
2020-05-24,9.7204
2020-05-25,9.7204
2020-05-26,10.08
2020-05-27,10.33
2020-05-28,10.3369
2020-05-29,10.0937
2020-05-30,10.0937
2020-05-31,10.0937
2020-06-01,10.3883
2020-06-02,10.7102
2020-06-03,10.8541
2020-06-04,11.0219
2020-06-05,11.1863
2020-06-06,11.1863
2020-06-07,11.1863
2020-06-08,11.5014
2020-06-09,11.2205
2020-06-10,10.8609
2020-06-11,10.0457
2020-06-12,10.4533
2020-06-13,10.4533
2020-06-14,10.4533
2020-06-15,10.4122
2020-06-16,10.5595
2020-06-17,10.104
2020-06-18,10.0526
2020-06-19,9.9087
2020-06-20,9.9087
2020-06-21,9.9087
2020-06-22,10.0492
2020-06-23,10.1485
2020-06-24,9.8163
2020-06-25,9.7923
2020-06-26,9.1039
2020-06-27,9.1039
2020-06-28,9.1039
2020-06-29,9.3607
2020-06-30,15.9508
2020-07-01,16.244
2020-07-02,16.3278
2020-07-03,16.3278
2020-07-04,16.3278
2020-07-05,16.3278
2020-07-06,17.1475
2020-07-07,16.8783
2020-07-08,16.8543
2020-07-09,16.1064
2020-07-10,16.5192
2020-07-11,16.5192
2020-07-12,16.5192
2020-07-13,16.5312
2020-07-14,16.6808
2020-07-15,17.5963
2020-07-16,17.4347
2020-07-17,17.2373
2020-07-18,17.2373
2020-07-19,17.2373
2020-07-20,16.3098
2020-07-21,16.5611
2020-07-22,16.6868
2020-07-23,16.4534
2020-07-24,16.2799
2020-07-25,16.2799
2020-07-26,16.2799
2020-07-27,16.2201
2020-07-28,15.9807
2020-07-29,16.5013
2020-07-30,16.706
2020-07-31,16.4125
2020-08-01,16.4125
2020-08-02,16.4125
2020-08-03,16.3945
2020-08-04,16.712
2020-08-05,16.9815
2020-08-06,17.1492
2020-08-07,17.323
2020-08-08,17.323
2020-08-09,17.323
2020-08-10,17.5506
2020-08-11,17.6943
2020-08-12,17.7123
2020-08-13,17.6045
2020-08-14,17.4607
2020-08-15,17.4607
2020-08-16,17.4607
2020-08-17,16.9396
2020-08-18,16.718
2020-08-19,16.6461
2020-08-20,16.4843
2020-08-21,16.2747
2020-08-22,16.2747
2020-08-23,16.2747
2020-08-24,16.7539
2020-08-25,16.7839
2020-08-26,16.5742
2020-08-27,17.5506
2020-08-28,18.2155
2020-08-29,18.2155
2020-08-30,18.2155
2020-08-31,17.3769
2020-09-01,17.6704
2020-09-02,17.9639
2020-09-03,17.6344
2020-09-04,17.874
2020-09-05,17.874
2020-09-06,17.874
2020-09-07,17.874
2020-09-08,18.0957
2020-09-09,17.8561
2020-09-10,17.904
2020-09-11,17.4487
2020-09-12,17.4487
2020-09-13,17.4487
2020-09-14,18.0897
2020-09-15,17.6344
2020-09-16,17.4308
2020-09-17,17.3948
2020-09-18,17.0354
2020-09-19,17.0354
2020-09-20,17.0354
2020-09-21,16.3765
2020-09-22,16.4784
2020-09-23,16.5083
2020-09-24,16.5502
2020-09-25,16.8857
2020-09-26,16.8857
2020-09-27,16.8857
2020-09-28,17.4188
2020-09-29,16.9576
2020-09-30,43.0657
2020-10-01,43.6538
2020-10-02,43.9331
2020-10-03,43.9331
2020-10-04,43.9331
2020-10-05,44.1978
2020-10-06,44.5948
2020-10-07,45.7269
2020-10-08,45.9034
2020-10-09,45.7857
2020-10-10,45.7857
2020-10-11,45.7857
2020-10-12,45.5652
2020-10-13,44.4919
2020-10-14,44.3007
2020-10-15,44.5507
2020-10-16,44.2272
2020-10-17,44.2272
2020-10-18,44.2272
2020-10-19,43.5509
2020-10-20,45.0065
2020-10-21,45.7122
2020-10-22,46.5356
2020-10-23,46.4621
2020-10-24,46.4621
2020-10-25,46.4621
2020-10-26,45.0359
2020-10-27,44.8741
2020-10-28,42.6246
2020-10-29,42.9732
2020-10-30,42.5173
2020-10-31,42.5173
2020-11-01,42.5173
2020-11-02,44.4587
2020-11-03,46.3414
2020-11-04,45.0912
2020-11-05,47.371
2020-11-06,47.3857
2020-11-07,47.3857
2020-11-08,47.3857
2020-11-09,52.4894
2020-11-10,52.4453
2020-11-11,51.3716
2020-11-12,50.2243
2020-11-13,51.7099
2020-11-14,51.7099
2020-11-15,51.7099
2020-11-16,53.0189
2020-11-17,53.3719
2020-11-18,53.3866
2020-11-19,53.1218
2020-11-20,52.7836
2020-11-21,52.7836
2020-11-22,52.7836
2020-11-23,53.9602
2020-11-24,55.2251
2020-11-25,53.5337
2020-11-26,53.5337
2020-11-27,54.1367
2020-11-28,54.1367
2020-11-29,54.1367
2020-11-30,53.0189
2020-12-01,53.5925
2020-12-02,53.1807
2020-12-03,53.416
2020-12-04,55.8429
2020-12-05,55.8429
2020-12-06,55.8429
2020-12-07,55.0633
2020-12-08,55.5193
2020-12-09,56.6665
2020-12-10,56.7695
2020-12-11,56.1076
2020-12-12,56.1076
2020-12-13,56.1076
2020-12-14,55.6369
2020-12-15,56.5783
2020-12-16,55.6369
2020-12-17,55.4457
2020-12-18,56.6812
2020-12-19,56.6812
2020-12-20,56.6812
2020-12-21,56.7842
2020-12-22,56.4606
2020-12-23,57.1519
2020-12-24,57.0195
2020-12-25,57.0195
2020-12-26,57.0195
2020-12-27,57.0195
2020-12-28,57.5196
2020-12-29,57.1372
2020-12-30,58.152
2020-12-31,58.152
2021-01-01,58.152
2021-01-02,58.152
2021-01-03,58.152
2021-01-04,58.152
2021-01-05,58.152
2021-01-06,58.152
2021-01-07,58.152
2021-01-08,58.152
2021-01-09,58.152
2021-01-10,58.152
2021-01-11,58.152
2021-01-12,58.152
2021-01-13,58.152
2021-01-14,58.152
2021-01-15,58.152
2021-01-16,58.152
2021-01-17,58.152
2021-01-18,58.152
2021-01-19,58.152
2021-01-20,58.152
2021-01-21,58.152
2021-01-22,58.152
2021-01-23,58.152
2021-01-24,58.152
2021-01-25,58.152
2021-01-26,58.152
2021-01-27,58.152
2021-01-28,58.152
2021-01-29,58.152
2021-01-30,58.152
2021-01-31,58.152
2021-02-01,58.152
2021-02-02,58.152
2021-02-03,58.152
2021-02-04,58.152
2021-02-05,58.152
2021-02-06,58.152
2021-02-07,58.152
2021-02-08,58.152
2021-02-09,58.152
2021-02-10,58.152
2021-02-11,58.152
2021-02-12,58.152
2021-02-13,58.152
2021-02-14,58.152
2021-02-15,58.152
2021-02-16,58.152
2021-02-17,58.152
2021-02-18,58.152
2021-02-19,58.152
2021-02-20,58.152
2021-02-21,58.152
2021-02-22,58.152
2021-02-23,58.152
2021-02-24,58.152
2021-02-25,58.152
2021-02-26,58.152
2021-02-27,58.152
2021-02-28,58.152
2021-03-01,58.152
2021-03-02,58.152
2021-03-03,58.152
2021-03-04,58.152
2021-03-05,58.152
2021-03-06,58.152
2021-03-07,58.152
2021-03-08,58.152
2021-03-09,58.152
2021-03-10,58.152
2021-03-11,58.152
2021-03-12,58.152
2021-03-13,58.152
2021-03-14,58.152
2021-03-15,58.152
2021-03-16,58.152
2021-03-17,58.152
2021-03-18,58.152
2021-03-19,58.152
2021-03-20,58.152
2021-03-21,58.152
2021-03-22,58.152
2021-03-23,58.152
2021-03-24,58.152
2021-03-25,58.152
2021-03-26,58.152
2021-03-27,58.152
2021-03-28,58.152
2021-03-29,58.152
2021-03-30,58.152
2021-03-31,58.152
2021-04-01,58.152
2021-04-02,58.152
2021-04-03,58.152
2021-04-04,58.152
2021-04-05,58.152
2021-04-06,58.152
2021-04-07,58.152
2021-04-08,58.152
2021-04-09,58.152
2021-04-10,58.152
2021-04-11,58.152
2021-04-12,58.152
2021-04-13,58.152
2021-04-14,58.152
2021-04-15,58.152
2021-04-16,58.152
2021-04-17,58.152
2021-04-18,58.152
2021-04-19,58.152
2021-04-20,58.152
2021-04-21,58.152
2021-04-22,58.152
2021-04-23,58.152
2021-04-24,58.152
2021-04-25,58.152
2021-04-26,58.152
2021-04-27,58.152
2021-04-28,58.152
2021-04-29,58.152
2021-04-30,58.152
2021-05-01,58.152
2021-05-02,58.152
2021-05-03,58.152
2021-05-04,58.152
2021-05-05,58.152
2021-05-06,58.152
2021-05-07,58.152
2021-05-08,58.152
2021-05-09,58.152
2021-05-10,58.152
2021-05-11,58.152
2021-05-12,58.152
2021-05-13,58.152
2021-05-14,58.152
2021-05-15,58.152
2021-05-16,58.152
2021-05-17,58.152
2021-05-18,58.152
2021-05-19,58.152
2021-05-20,58.152
2021-05-21,58.152
2021-05-22,58.152
2021-05-23,58.152
2021-05-24,58.152
2021-05-25,58.152
2021-05-26,58.152
2021-05-27,58.152
2021-05-28,58.152
2021-05-29,58.152
2021-05-30,58.152
2021-05-31,58.152
2021-06-01,58.152
2021-06-02,58.152
2021-06-03,58.152
2021-06-04,58.152
2021-06-05,58.152
2021-06-06,58.152
2021-06-07,58.152
2021-06-08,58.152
2021-06-09,58.152
2021-06-10,58.152
2021-06-11,58.152
2021-06-12,58.152
2021-06-13,58.152
2021-06-14,58.152
2021-06-15,58.152
2021-06-16,58.152
2021-06-17,58.152
2021-06-18,58.152
2021-06-19,58.152
2021-06-20,58.152
2021-06-21,58.152
2021-06-22,58.152
2021-06-23,58.152
2021-06-24,58.152
2021-06-25,58.152
2021-06-26,58.152
2021-06-27,58.152
2021-06-28,58.152
2021-06-29,58.152
2021-06-30,58.152
2021-07-01,58.152
2021-07-02,58.152
2021-07-03,58.152
2021-07-04,58.152
2021-07-05,58.152
2021-07-06,58.152
2021-07-07,58.152
2021-07-08,58.152
2021-07-09,58.152
2021-07-10,58.152
2021-07-11,58.152
2021-07-12,58.152
2021-07-13,58.152
2021-07-14,58.152
2021-07-15,58.152
2021-07-16,58.152
2021-07-17,58.152
2021-07-18,58.152
2021-07-19,58.152
2021-07-20,58.152
2021-07-21,58.152
2021-07-22,58.152
2021-07-23,58.152
2021-07-24,58.152
2021-07-25,58.152
2021-07-26,58.152
2021-07-27,58.152
2021-07-28,58.152
2021-07-29,58.152
2021-07-30,58.152
2021-07-31,58.152
2021-08-01,58.152
2021-08-02,58.152
2021-08-03,58.152
2021-08-04,58.152
2021-08-05,58.152
2021-08-06,58.152
2021-08-07,58.152
2021-08-08,58.152
2021-08-09,58.152
2021-08-10,58.152
2021-08-11,58.152
2021-08-12,58.152
2021-08-13,58.152
2021-08-14,58.152
2021-08-15,58.152
2021-08-16,58.152
2021-08-17,58.152
2021-08-18,58.152
2021-08-19,58.152
2021-08-20,58.152
2021-08-21,58.152
2021-08-22,58.152
2021-08-23,58.152
2021-08-24,58.152
2021-08-25,58.152
2021-08-26,58.152
2021-08-27,58.152
2021-08-28,58.152
2021-08-29,58.152
2021-08-30,58.152
2021-08-31,58.152
2021-09-01,58.152
2021-09-02,58.152
2021-09-03,58.152
2021-09-04,58.152
2021-09-05,58.152
2021-09-06,58.152
