,HGV US Equity
2021-09-07,58.152
2021-09-08,58.152
2021-09-09,58.152
2021-09-10,58.152
2021-09-11,58.152
2021-09-12,58.152
2021-09-13,58.152
2021-09-14,58.152
2021-09-15,58.152
2021-09-16,58.152
2021-09-17,58.152
2021-09-18,58.152
2021-09-19,58.152
2021-09-20,58.152
2021-09-21,58.152
2021-09-22,58.152
2021-09-23,58.152
2021-09-24,58.152
2021-09-25,58.152
2021-09-26,58.152
2021-09-27,58.152
2021-09-28,58.152
2021-09-29,58.152
2021-09-30,346.7315
2021-10-01,354.9631
2021-10-02,354.9631
2021-10-03,354.9631
2021-10-04,348.2192
2021-10-05,351.0953
2021-10-06,347.3266
2021-10-07,351.3928
2021-10-08,346.2853
2021-10-09,346.2853
2021-10-10,346.2853
2021-10-11,347.3762
2021-10-12,352.4837
2021-10-13,347.7729
2021-10-14,350.5498
2021-10-15,353.1779
2021-10-16,353.1779
2021-10-17,353.1779
2021-10-18,349.6572
2021-10-19,341.4257
2021-10-20,346.5332
2021-10-21,355.0127
2021-10-22,355.7069
2021-10-23,355.7069
2021-10-24,355.7069
2021-10-25,358.0375
2021-10-26,360.6657
2021-10-27,354.1201
2021-10-28,355.9053
2021-10-29,360.1698
2021-10-30,360.1698
2021-10-31,360.1698
2021-11-01,368.2526
2021-11-02,365.1782
2021-11-03,373.8064
2021-11-04,371.8725
2021-11-05,381.9884
2021-11-06,381.9884
2021-11-07,381.9884
2021-11-08,379.3602
2021-11-09,366.3252
2021-11-10,369.5867
2021-11-11,366.6712
2021-11-12,363.6073
2021-11-13,363.6073
2021-11-14,363.6073
2021-11-15,367.5607
2021-11-16,367.8571
2021-11-17,367.6101
2021-11-18,382.6326
2021-11-19,374.2813
2021-11-20,374.2813
2021-11-21,374.2813
2021-11-22,370.5256
2021-11-23,371.0198
2021-11-24,371.2175
2021-11-25,371.2175
2021-11-26,354.07
2021-11-27,354.07
2021-11-28,354.07
2021-11-29,353.6253
2021-11-30,345.5704
2021-12-01,334.9459
2021-12-02,355.4537
2021-12-03,351.5498
2021-12-04,351.5498
2021-12-05,351.5498
2021-12-06,358.1716
2021-12-07,360.3953
2021-12-08,365.584
2021-12-09,362.2237
2021-12-10,361.5813
2021-12-11,361.5813
2021-12-12,361.5813
2021-12-13,347.2506
2021-12-14,344.0385
2021-12-15,342.7537
2021-12-16,336.4778
2021-12-17,341.3206
2021-12-18,341.3206
2021-12-19,341.3206
2021-12-20,336.972
2021-12-21,349.5731
2021-12-22,356.6891
2021-12-23,363.7062
2021-12-24,363.7062
2021-12-25,363.7062
2021-12-26,363.7062
2021-12-27,368.5984
2021-12-28,369.4879
2021-12-29,369.735
2021-12-30,365.9793
2021-12-31,22.4024
2022-01-01,22.4024
2022-01-02,22.4024
2022-01-03,22.4695
2022-01-04,22.966
2022-01-05,22.4938
2022-01-06,22.7954
2022-01-07,23.0787
2022-01-08,23.0787
2022-01-09,23.0787
2022-01-10,22.5182
2022-01-11,22.3385
2022-01-12,22.6187
2022-01-13,22.5243
2022-01-14,22.2775
2022-01-15,22.2775
2022-01-16,22.2775
2022-01-17,22.2775
2022-01-18,21.5617
2022-01-19,21.0925
2022-01-20,20.9311
2022-01-21,20.6569
2022-01-22,20.6569
2022-01-23,20.6569
2022-01-24,21.1321
2022-01-25,21.0438
2022-01-26,20.8945
2022-01-27,20.5503
2022-01-28,20.9189
2022-01-29,20.9189
2022-01-30,20.9189
2022-01-31,21.4124
2022-02-01,21.3819
2022-02-02,20.9097
2022-02-03,20.8092
2022-02-04,20.9067
2022-02-05,20.9067
2022-02-06,20.9067
2022-02-07,21.3667
2022-02-08,21.7444
2022-02-09,22.0643
2022-02-10,22.241
2022-02-11,21.982
2022-02-12,21.982
2022-02-13,21.982
2022-02-14,21.7993
2022-02-15,22.902
2022-02-16,23.0848
2022-02-17,22.372
2022-02-18,22.244
2022-02-19,22.244
2022-02-20,22.244
2022-02-21,22.244
2022-02-22,22.0338
2022-02-23,21.7779
2022-02-24,21.6561
2022-02-25,22.3354
2022-02-26,22.3354
2022-02-27,22.3354
2022-02-28,22.3263
2022-03-01,21.5464
2022-03-02,22.1093
2022-03-03,21.7984
2022-03-04,21.3136
2022-03-05,21.3136
2022-03-06,21.3136
2022-03-07,19.9692
2022-03-08,20.5515
2022-03-09,20.899
2022-03-10,21.5697
2022-03-11,21.5514
2022-03-12,21.5514
2022-03-13,21.5514
2022-03-14,21.4021
2022-03-15,21.7496
2022-03-16,22.5392
2022-03-17,22.3288
2022-03-18,22.5605
2022-03-19,22.5605
2022-03-20,22.5605
2022-03-21,22.466
2022-03-22,22.786
2022-03-23,22.2577
2022-03-24,22.67
2022-03-25,22.6761
2022-03-26,22.6761
2022-03-27,22.6761
2022-03-28,22.4776
2022-03-29,22.8624
2022-03-30,22.6853
2022-03-31,17.7297
2022-04-01,17.7126
2022-04-02,17.7126
2022-04-03,17.7126
2022-04-04,17.7077
2022-04-05,17.3589
2022-04-06,16.754
2022-04-07,16.8248
2022-04-08,16.6882
2022-04-09,16.6882
2022-04-10,16.6882
2022-04-11,16.5125
2022-04-12,16.7394
2022-04-13,17.0296
2022-04-14,17.0638
2022-04-15,17.0638
2022-04-16,17.0638
2022-04-17,17.0638
2022-04-18,16.9516
2022-04-19,17.2809
2022-04-20,17.4394
2022-04-21,17.2638
2022-04-22,16.8955
2022-04-23,16.8955
2022-04-24,16.8955
2022-04-25,17.0565
2022-04-26,16.615
2022-04-27,16.7272
2022-04-28,16.8809
2022-04-29,16.4662
2022-04-30,16.4662
2022-05-01,16.4662
2022-05-02,16.5028
2022-05-03,16.0857
2022-05-04,16.0491
2022-05-05,15.5613
2022-05-06,15.7027
2022-05-07,15.7027
2022-05-08,15.7027
2022-05-09,15.1918
2022-05-10,15.9268
2022-05-11,15.7461
2022-05-12,15.4409
2022-05-13,15.8731
2022-05-14,15.8731
2022-05-15,15.8731
2022-05-16,15.6411
2022-05-17,15.8291
2022-05-18,15.3432
2022-05-19,15.3603
2022-05-20,15.1771
2022-05-21,15.1771
2022-05-22,15.1771
2022-05-23,15.226
2022-05-24,14.9891
2022-05-25,15.3994
2022-05-26,16.0562
2022-05-27,16.3028
2022-05-28,16.3028
2022-05-29,16.3028
2022-05-30,16.3028
2022-05-31,16.2149
2022-06-01,16.1319
2022-06-02,16.4225
2022-06-03,16.3541
2022-06-04,16.3541
2022-06-05,16.3541
2022-06-06,16.5934
2022-06-07,16.8205
2022-06-08,16.6813
2022-06-09,16.3053
2022-06-10,15.6655
2022-06-11,15.6655
2022-06-12,15.6655
2022-06-13,15.0599
2022-06-14,15.1185
2022-06-15,15.2992
2022-06-16,14.3445
2022-06-17,14.2053
2022-06-18,14.2053
2022-06-19,14.2053
2022-06-20,14.2053
2022-06-21,13.9685
2022-06-22,13.8268
2022-06-23,13.5802
2022-06-24,14.2566
2022-06-25,14.2566
2022-06-26,14.2566
2022-06-27,14.2566
2022-06-28,14.1687
2022-06-29,13.9538
2022-06-30,11.0649
2022-07-01,11.1884
2022-07-02,11.1884
2022-07-03,11.1884
2022-07-04,11.1884
2022-07-05,11.2139
2022-07-06,10.9768
2022-07-07,11.4118
2022-07-08,11.4118
2022-07-09,11.4118
2022-07-10,11.4118
2022-07-11,11.2648
2022-07-12,11.306
2022-07-13,11.3569
2022-07-14,11.2394
2022-07-15,11.4079
2022-07-16,11.4079
2022-07-17,11.4079
2022-07-18,11.4804
2022-07-19,11.7803
2022-07-20,11.8214
2022-07-21,11.9449
2022-07-22,11.8567
2022-07-23,11.8567
2022-07-24,11.8567
2022-07-25,11.9331
2022-07-26,11.7822
2022-07-27,12.0801
2022-07-28,12.0507
2022-07-29,12.0527
2022-07-30,12.0527
2022-07-31,12.0527
2022-08-01,12.2192
2022-08-02,12.1487
2022-08-03,12.3623
2022-08-04,12.4231
2022-08-05,12.282
2022-08-06,12.282
2022-08-07,12.282
2022-08-08,12.4838
2022-08-09,12.0855
2022-08-10,12.4327
2022-08-11,12.402
2022-08-12,12.6858
2022-08-13,12.6858
2022-08-14,12.6858
2022-08-15,12.6858
2022-08-16,12.7031
2022-08-17,12.5708
2022-08-18,12.6034
2022-08-19,12.4116
2022-08-20,12.4116
2022-08-21,12.4116
2022-08-22,12.1948
2022-08-23,12.3348
2022-08-24,12.4058
2022-08-25,12.5017
2022-08-26,12.0798
2022-08-27,12.0798
2022-08-28,12.0798
2022-08-29,12.1565
2022-08-30,11.9992
2022-08-31,11.8841
2022-09-01,11.8534
2022-09-02,11.8208
2022-09-03,11.8208
2022-09-04,11.8208
2022-09-05,11.8208
2022-09-06,11.5715
2022-09-07,11.7269
2022-09-08,11.7153
2022-09-09,12.0529
2022-09-10,12.0529
2022-09-11,12.0529
2022-09-12,12.12
2022-09-13,11.7192
2022-09-14,11.7748
2022-09-15,11.7403
2022-09-16,11.4794
2022-09-17,11.4794
2022-09-18,11.4794
2022-09-19,11.5312
2022-09-20,11.4583
2022-09-21,11.2052
2022-09-22,10.7986
2022-09-23,10.578
2022-09-24,10.578
2022-09-25,10.578
2022-09-26,10.5166
2022-09-27,10.6701
2022-09-28,10.8082
2022-09-29,10.5837
2022-09-30,9.5562
2022-10-01,9.5562
2022-10-02,9.5562
2022-10-03,9.7543
2022-10-04,10.1175
2022-10-05,10.178
2022-10-06,10.0735
2022-10-07,9.9634
2022-10-08,9.9634
2022-10-09,9.9634
2022-10-10,9.9726
2022-10-11,10.0294
2022-10-12,10.0991
2022-10-13,10.2661
2022-10-14,10.1707
2022-10-15,10.1707
2022-10-16,10.1707
2022-10-17,10.3596
2022-10-18,10.4807
2022-10-19,10.4385
2022-10-20,10.3156
2022-10-21,10.3688
2022-10-22,10.3688
2022-10-23,10.3688
2022-10-24,10.3321
2022-10-25,10.4862
2022-10-26,10.4972
2022-10-27,10.4201
2022-10-28,10.5742
2022-10-29,10.5742
2022-10-30,10.5742
2022-10-31,10.7209
2022-11-01,10.6898
2022-11-02,10.3394
2022-11-03,10.2844
2022-11-04,10.4
2022-11-05,10.4
2022-11-06,10.4
2022-11-07,10.3082
2022-11-08,10.4055
2022-11-09,10.7301
2022-11-10,11.4563
2022-11-11,11.3774
2022-11-12,11.3774
2022-11-13,11.3774
2022-11-14,11.2268
2022-11-15,11.139
2022-11-16,11.173
2022-11-17,11.1139
2022-11-18,11.0583
2022-11-19,11.0583
2022-11-20,11.0583
2022-11-21,11.0583
2022-11-22,11.1139
2022-11-23,11.0672
2022-11-24,11.0672
2022-11-25,11.2555
2022-11-26,11.2555
2022-11-27,11.2555
2022-11-28,11.1139
2022-11-29,11.2394
2022-11-30,11.4169
2022-12-01,11.3864
2022-12-02,11.3398
2022-12-03,11.3398
2022-12-04,11.3398
2022-12-05,11.2143
2022-12-06,11.0798
2022-12-07,10.7929
2022-12-08,10.9345
2022-12-09,10.9076
2022-12-10,10.9076
2022-12-11,10.9076
2022-12-12,11.0081
2022-12-13,11.1641
2022-12-14,11.2071
2022-12-15,11.0116
2022-12-16,10.87
2022-12-17,10.87
2022-12-18,10.87
2022-12-19,10.6118
2022-12-20,10.6064
2022-12-21,10.601
2022-12-22,10.3876
2022-12-23,10.5078
2022-12-24,10.5078
2022-12-25,10.5078
2022-12-26,10.5078
2022-12-27,10.4038
2022-12-28,10.246
2022-12-29,10.4253
2022-12-30,11.3176
2022-12-31,11.3176
2023-01-01,11.3176
2023-01-02,11.3176
2023-01-03,11.3045
2023-01-04,11.5946
2023-01-05,11.5965
2023-01-06,11.8773
2023-01-07,11.8773
2023-01-08,11.8773
2023-01-09,11.9334
2023-01-10,11.9915
2023-01-11,12.3284
2023-01-12,12.3733
2023-01-13,12.4351
2023-01-14,12.4351
2023-01-15,12.4351
2023-01-16,12.4351
2023-01-17,12.4183
2023-01-18,12.306
2023-01-19,12.3902
2023-01-20,12.7159
2023-01-21,12.7159
2023-01-22,12.7159
2023-01-23,12.641
2023-01-24,12.6728
2023-01-25,12.7758
2023-01-26,12.8451
2023-01-27,12.8001
2023-01-28,12.8001
2023-01-29,12.8001
2023-01-30,12.7477
2023-01-31,12.9686
2023-02-01,13.0753
2023-02-02,13.3823
2023-02-03,13.2494
2023-02-04,13.2494
2023-02-05,13.2494
2023-02-06,12.9068
2023-02-07,13.139
2023-02-08,12.9012
2023-02-09,12.8582
2023-02-10,12.6392
2023-02-11,12.6392
2023-02-12,12.6392
2023-02-13,12.8994
2023-02-14,13.0079
2023-02-15,13.1764
2023-02-16,13.0435
2023-02-17,12.9125
2023-02-18,12.9125
2023-02-19,12.9125
2023-02-20,12.9125
2023-02-21,12.5998
2023-02-22,12.8245
2023-02-23,12.86
2023-02-24,12.8469
2023-02-25,12.8469
2023-02-26,12.8469
2023-02-27,13.0304
2023-02-28,13.0397
2023-03-01,12.7851
2023-03-02,12.8453
2023-03-03,12.8052
2023-03-04,12.8052
2023-03-05,12.8052
2023-03-06,13.2669
2023-03-07,13.0717
2023-03-08,12.9859
2023-03-09,12.6482
2023-03-10,12.3307
2023-03-11,12.3307
2023-03-12,12.3307
2023-03-13,12.0533
2023-03-14,12.1682
2023-03-15,11.9583
2023-03-16,11.9145
2023-03-17,11.8543
2023-03-18,11.8543
2023-03-19,11.8543
2023-03-20,11.9948
2023-03-21,12.1986
2023-03-22,11.9846
2023-03-23,11.8401
2023-03-24,11.7231
2023-03-25,11.7231
2023-03-26,11.7231
2023-03-27,11.8109
2023-03-28,11.7981
2023-03-29,11.9499
2023-03-30,12.0523
2023-03-31,11.9077
2023-04-01,11.9077
2023-04-02,11.9077
2023-04-03,11.8095
2023-04-04,11.7586
2023-04-05,11.7411
2023-04-06,11.8288
2023-04-07,11.8288
