,ALGT US Equity
2020-09-17,18.8317
2020-09-18,18.8317
2020-09-19,18.8317
2020-09-20,18.8317
2020-09-21,18.8317
2020-09-22,18.8317
2020-09-23,18.8317
2020-09-24,18.8317
2020-09-25,18.8317
2020-09-26,18.8317
2020-09-27,18.8317
2020-09-28,18.8317
2020-09-29,18.8317
2020-09-30,18.8317
2020-10-01,18.8317
2020-10-02,18.8317
2020-10-03,18.8317
2020-10-04,18.8317
2020-10-05,18.8317
2020-10-06,18.8317
2020-10-07,18.8317
2020-10-08,18.8317
2020-10-09,18.8317
2020-10-10,18.8317
2020-10-11,18.8317
2020-10-12,18.8317
2020-10-13,18.8317
2020-10-14,18.8317
2020-10-15,18.8317
2020-10-16,18.8317
2020-10-17,18.8317
2020-10-18,18.8317
2020-10-19,18.8317
2020-10-20,18.8317
2020-10-21,18.8317
2020-10-22,18.8317
2020-10-23,18.8317
2020-10-24,18.8317
2020-10-25,18.8317
2020-10-26,18.8317
2020-10-27,18.8317
2020-10-28,18.8317
2020-10-29,18.8317
2020-10-30,18.8317
2020-10-31,18.8317
2020-11-01,18.8317
2020-11-02,18.8317
2020-11-03,18.8317
2020-11-04,18.8317
2020-11-05,18.8317
2020-11-06,18.8317
2020-11-07,18.8317
2020-11-08,18.8317
2020-11-09,18.8317
2020-11-10,18.8317
2020-11-11,18.8317
2020-11-12,18.8317
2020-11-13,18.8317
2020-11-14,18.8317
2020-11-15,18.8317
2020-11-16,18.8317
2020-11-17,18.8317
2020-11-18,18.8317
2020-11-19,18.8317
2020-11-20,18.8317
2020-11-21,18.8317
2020-11-22,18.8317
2020-11-23,18.8317
2020-11-24,18.8317
2020-11-25,18.8317
2020-11-26,18.8317
2020-11-27,18.8317
2020-11-28,18.8317
2020-11-29,18.8317
2020-11-30,18.8317
2020-12-01,18.8317
2020-12-02,18.8317
2020-12-03,18.8317
2020-12-04,18.8317
2020-12-05,18.8317
2020-12-06,18.8317
2020-12-07,18.8317
2020-12-08,18.8317
2020-12-09,18.8317
2020-12-10,18.8317
2020-12-11,18.8317
2020-12-12,18.8317
2020-12-13,18.8317
2020-12-14,18.8317
2020-12-15,18.8317
2020-12-16,18.8317
2020-12-17,18.8317
2020-12-18,18.8317
2020-12-19,18.8317
2020-12-20,18.8317
2020-12-21,18.8317
2020-12-22,18.8317
2020-12-23,18.8317
2020-12-24,18.8317
2020-12-25,18.8317
2020-12-26,18.8317
2020-12-27,18.8317
2020-12-28,18.8317
2020-12-29,18.8317
2020-12-30,18.8317
2020-12-31,18.8317
2021-01-01,18.8317
2021-01-02,18.8317
2021-01-03,18.8317
2021-01-04,18.8317
2021-01-05,18.8317
2021-01-06,18.8317
2021-01-07,18.8317
2021-01-08,18.8317
2021-01-09,18.8317
2021-01-10,18.8317
2021-01-11,18.8317
2021-01-12,18.8317
2021-01-13,18.8317
2021-01-14,18.8317
2021-01-15,18.8317
2021-01-16,18.8317
2021-01-17,18.8317
2021-01-18,18.8317
2021-01-19,18.8317
2021-01-20,18.8317
2021-01-21,18.8317
2021-01-22,18.8317
2021-01-23,18.8317
2021-01-24,18.8317
2021-01-25,18.8317
2021-01-26,18.8317
2021-01-27,18.8317
2021-01-28,18.8317
2021-01-29,18.8317
2021-01-30,18.8317
2021-01-31,18.8317
2021-02-01,18.8317
2021-02-02,18.8317
2021-02-03,18.8317
2021-02-04,18.8317
2021-02-05,18.8317
2021-02-06,18.8317
2021-02-07,18.8317
2021-02-08,18.8317
2021-02-09,18.8317
2021-02-10,18.8317
2021-02-11,18.8317
2021-02-12,18.8317
2021-02-13,18.8317
2021-02-14,18.8317
2021-02-15,18.8317
2021-02-16,18.8317
2021-02-17,18.8317
2021-02-18,18.8317
2021-02-19,18.8317
2021-02-20,18.8317
2021-02-21,18.8317
2021-02-22,18.8317
2021-02-23,18.8317
2021-02-24,18.8317
2021-02-25,18.8317
2021-02-26,18.8317
2021-02-27,18.8317
2021-02-28,18.8317
2021-03-01,18.8317
2021-03-02,18.8317
2021-03-03,18.8317
2021-03-04,18.8317
2021-03-05,18.8317
2021-03-06,18.8317
2021-03-07,18.8317
2021-03-08,18.8317
2021-03-09,18.8317
2021-03-10,18.8317
2021-03-11,18.8317
2021-03-12,18.8317
2021-03-13,18.8317
2021-03-14,18.8317
2021-03-15,18.8317
2021-03-16,18.8317
2021-03-17,18.8317
2021-03-18,18.8317
2021-03-19,18.8317
2021-03-20,18.8317
2021-03-21,18.8317
2021-03-22,18.8317
2021-03-23,18.8317
2021-03-24,18.8317
2021-03-25,18.8317
2021-03-26,18.8317
2021-03-27,18.8317
2021-03-28,18.8317
2021-03-29,18.8317
2021-03-30,18.8317
2021-03-31,18.8317
2021-04-01,18.8317
2021-04-02,18.8317
2021-04-03,18.8317
2021-04-04,18.8317
2021-04-05,18.8317
2021-04-06,18.8317
2021-04-07,18.8317
2021-04-08,18.8317
2021-04-09,18.8317
2021-04-10,18.8317
2021-04-11,18.8317
2021-04-12,18.8317
2021-04-13,18.8317
2021-04-14,18.8317
2021-04-15,18.8317
2021-04-16,18.8317
2021-04-17,18.8317
2021-04-18,18.8317
2021-04-19,18.8317
2021-04-20,18.8317
2021-04-21,18.8317
2021-04-22,18.8317
2021-04-23,18.8317
2021-04-24,18.8317
2021-04-25,18.8317
2021-04-26,18.8317
2021-04-27,18.8317
2021-04-28,18.8317
2021-04-29,18.8317
2021-04-30,18.8317
2021-05-01,18.8317
2021-05-02,18.8317
2021-05-03,18.8317
2021-05-04,18.8317
2021-05-05,18.8317
2021-05-06,18.8317
2021-05-07,18.8317
2021-05-08,18.8317
2021-05-09,18.8317
2021-05-10,18.8317
2021-05-11,18.8317
2021-05-12,18.8317
2021-05-13,18.8317
2021-05-14,18.8317
2021-05-15,18.8317
2021-05-16,18.8317
2021-05-17,18.8317
2021-05-18,18.8317
2021-05-19,18.8317
2021-05-20,18.8317
2021-05-21,18.8317
2021-05-22,18.8317
2021-05-23,18.8317
2021-05-24,18.8317
2021-05-25,18.8317
2021-05-26,18.8317
2021-05-27,18.8317
2021-05-28,18.8317
2021-05-29,18.8317
2021-05-30,18.8317
2021-05-31,18.8317
2021-06-01,18.8317
2021-06-02,18.8317
2021-06-03,18.8317
2021-06-04,18.8317
2021-06-05,18.8317
2021-06-06,18.8317
2021-06-07,18.8317
2021-06-08,18.8317
2021-06-09,18.8317
2021-06-10,18.8317
2021-06-11,18.8317
2021-06-12,18.8317
2021-06-13,18.8317
2021-06-14,18.8317
2021-06-15,18.8317
2021-06-16,18.8317
2021-06-17,18.8317
2021-06-18,18.8317
2021-06-19,18.8317
2021-06-20,18.8317
2021-06-21,18.8317
2021-06-22,18.8317
2021-06-23,18.8317
2021-06-24,18.8317
2021-06-25,18.8317
2021-06-26,18.8317
2021-06-27,18.8317
2021-06-28,18.8317
2021-06-29,18.8317
2021-06-30,37.641
2021-07-01,38.2354
2021-07-02,37.8313
2021-07-03,37.8313
2021-07-04,37.8313
2021-07-05,37.8313
2021-07-06,37.1831
2021-07-07,36.8548
2021-07-08,36.7487
2021-07-09,37.3935
2021-07-10,37.3935
2021-07-11,37.3935
2021-07-12,37.5131
2021-07-13,36.8413
2021-07-14,36.3665
2021-07-15,36.6342
2021-07-16,35.6644
2021-07-17,35.6644
2021-07-18,35.6644
2021-07-19,34.432
2021-07-20,36.7066
2021-07-21,38.0384
2021-07-22,37.1191
2021-07-23,36.8851
2021-07-24,36.8851
2021-07-25,36.8851
2021-07-26,37.6579
2021-07-27,37.3632
2021-07-28,37.2891
2021-07-29,38.0165
2021-07-30,37.0198
2021-07-31,37.0198
2021-08-01,37.0198
2021-08-02,36.7687
2021-08-03,36.7788
2021-08-04,36.1923
2021-08-05,37.3822
2021-08-06,37.303
2021-08-07,37.303
2021-08-08,37.303
2021-08-09,36.917
2021-08-10,37.7984
2021-08-11,38.4052
2021-08-12,38.0327
2021-08-13,37.2996
2021-08-14,37.2996
2021-08-15,37.2996
2021-08-16,37.308
2021-08-17,36.6002
2021-08-18,36.3524
2021-08-19,34.866
2021-08-20,34.9283
2021-08-21,34.9283
2021-08-22,34.9283
2021-08-23,36.0743
2021-08-24,36.4401
2021-08-25,36.9103
2021-08-26,36.2665
2021-08-27,37.1985
2021-08-28,37.1985
2021-08-29,37.1985
2021-08-30,36.7502
2021-08-31,37.4108
2021-09-01,37.5692
2021-09-02,37.5608
2021-09-03,37.3383
2021-09-04,37.3383
2021-09-05,37.3383
2021-09-06,37.3383
2021-09-07,37.6754
2021-09-08,37.4631
2021-09-09,37.9602
2021-09-10,36.7839
2021-09-11,36.7839
2021-09-12,36.7839
2021-09-13,37.7512
2021-09-14,37.2558
2021-09-15,37.5777
2021-09-16,37.9333
2021-09-17,38.0344
2021-09-18,38.0344
2021-09-19,38.0344
2021-09-20,37.8675
2021-09-21,37.1108
2021-09-22,38.2282
2021-09-23,39.0894
2021-09-24,39.8512
2021-09-25,39.8512
2021-09-26,39.8512
2021-09-27,40.0618
2021-09-28,39.4787
2021-09-29,39.0169
2021-09-30,20.1229
2021-10-01,20.7338
2021-10-02,20.7338
2021-10-03,20.7338
2021-10-04,20.7189
2021-10-05,20.6055
2021-10-06,20.4576
2021-10-07,20.0925
2021-10-08,19.8779
2021-10-09,19.8779
2021-10-10,19.8779
2021-10-11,19.8482
2021-10-12,20.0137
2021-10-13,19.7405
2021-10-14,19.9559
2021-10-15,19.7046
2021-10-16,19.7046
2021-10-17,19.7046
2021-10-18,19.5487
2021-10-19,19.5041
2021-10-20,19.4165
2021-10-21,19.4419
2021-10-22,19.167
2021-10-23,19.167
2021-10-24,19.167
2021-10-25,19.1573
2021-10-26,18.8947
2021-10-27,18.7388
2021-10-28,18.4302
2021-10-29,18.4451
2021-10-30,18.4451
2021-10-31,18.4451
2021-11-01,18.74
2021-11-02,18.8585
2021-11-03,19.2517
2021-11-04,19.0112
2021-11-05,19.852
2021-11-06,19.852
2021-11-07,19.852
2021-11-08,19.9793
2021-11-09,20.046
2021-11-10,19.7572
2021-11-11,19.6247
2021-11-12,19.4044
2021-11-13,19.4044
2021-11-14,19.4044
2021-11-15,19.5826
2021-11-16,19.5966
2021-11-17,19.5475
2021-11-18,19.2938
2021-11-19,19.1341
2021-11-20,19.1341
2021-11-21,19.1341
2021-11-22,19.3307
2021-11-23,19.3298
2021-11-24,19.3491
2021-11-25,19.3491
2021-11-26,18.3855
2021-11-27,18.3855
2021-11-28,18.3855
2021-11-29,18.4478
2021-11-30,18.2652
2021-12-01,17.4271
2021-12-02,18.7225
2021-12-03,18.3732
2021-12-04,18.3732
2021-12-05,18.3732
2021-12-06,19.2104
2021-12-07,19.2938
2021-12-08,19.931
2021-12-09,19.8257
2021-12-10,19.3289
2021-12-11,19.3289
2021-12-12,19.3289
2021-12-13,18.8059
2021-12-14,18.6321
2021-12-15,18.7479
2021-12-16,18.1748
2021-12-17,18.5724
2021-12-18,18.5724
2021-12-19,18.5724
2021-12-20,18.5768
2021-12-21,19.508
2021-12-22,19.5799
2021-12-23,19.7537
2021-12-24,19.7537
2021-12-25,19.7537
2021-12-26,19.7537
2021-12-27,19.6651
2021-12-28,19.8239
2021-12-29,19.7958
2021-12-30,19.6493
2021-12-31,15.4974
2022-01-01,15.4974
2022-01-02,15.4974
2022-01-03,15.7662
2022-01-04,15.9189
2022-01-05,14.7466
2022-01-06,14.8483
2022-01-07,14.891
2022-01-08,14.891
2022-01-09,14.891
2022-01-10,14.9274
2022-01-11,15.2251
2022-01-12,15.2024
2022-01-13,15.5208
2022-01-14,15.4328
2022-01-15,15.4328
2022-01-16,15.4328
2022-01-17,15.4328
2022-01-18,15.1385
2022-01-19,15.0168
2022-01-20,14.9927
2022-01-21,14.7693
2022-01-22,14.7693
2022-01-23,14.7693
2022-01-24,14.6428
2022-01-25,14.8538
2022-01-26,14.6455
2022-01-27,14.4619
2022-01-28,14.4461
2022-01-29,14.4461
2022-01-30,14.4461
2022-01-31,14.9212
2022-02-01,15.0684
2022-02-02,14.75
2022-02-03,14.6792
2022-02-04,14.5479
2022-02-05,14.5479
2022-02-06,14.5479
2022-02-07,14.5396
2022-02-08,14.9508
2022-02-09,15.1928
2022-02-10,15.0072
2022-02-11,14.4977
2022-02-12,14.4977
2022-02-13,14.4977
2022-02-14,14.486
2022-02-15,14.8772
2022-02-16,14.9288
2022-02-17,14.475
2022-02-18,14.4447
2022-02-19,14.4447
2022-02-20,14.4447
2022-02-21,14.4447
2022-02-22,14.4248
2022-02-23,14.0308
2022-02-24,14.4001
2022-02-25,14.6517
2022-02-26,14.6517
2022-02-27,14.6517
2022-02-28,14.607
2022-03-01,14.1673
2022-03-02,14.2169
2022-03-03,13.8086
2022-03-04,13.4362
2022-03-05,13.4362
2022-03-06,13.4362
2022-03-07,11.8375
2022-03-08,12.073
2022-03-09,12.7539
2022-03-10,12.4124
2022-03-11,12.2933
2022-03-12,12.2933
2022-03-13,12.2933
2022-03-14,12.3835
2022-03-15,12.8551
2022-03-16,13.4258
2022-03-17,13.3742
2022-03-18,13.443
2022-03-19,13.443
2022-03-20,13.443
2022-03-21,13.1133
2022-03-22,13.2785
2022-03-23,13.2647
2022-03-24,13.2971
2022-03-25,13.4423
2022-03-26,13.4423
2022-03-27,13.4423
2022-03-28,13.4864
2022-03-29,13.7439
2022-03-30,13.695
2022-03-31,14.7891
2022-04-01,14.6254
2022-04-02,14.6254
2022-04-03,14.6254
2022-04-04,14.6195
2022-04-05,14.5082
2022-04-06,14.1706
2022-04-07,13.9001
2022-04-08,13.6362
2022-04-09,13.6362
2022-04-10,13.6362
2022-04-11,13.732
2022-04-12,13.8669
2022-04-13,14.419
2022-04-14,14.52
2022-04-15,14.52
2022-04-16,14.52
2022-04-17,14.52
2022-04-18,14.5215
2022-04-19,14.9277
2022-04-20,14.9955
2022-04-21,15.6412
2022-04-22,15.0279
2022-04-23,15.0279
2022-04-24,15.0279
2022-04-25,14.9321
2022-04-26,14.6262
2022-04-27,14.5576
2022-04-28,14.6372
2022-04-29,14.2616
2022-04-30,14.2616
2022-05-01,14.2616
2022-05-02,14.3014
2022-05-03,14.3
2022-05-04,14.1385
2022-05-05,14.2542
2022-05-06,14.1783
2022-05-07,14.1783
2022-05-08,14.1783
2022-05-09,13.2691
2022-05-10,13.2831
2022-05-11,13.2581
2022-05-12,13.0708
2022-05-13,13.3554
2022-05-14,13.3554
2022-05-15,13.3554
2022-05-16,13.289
2022-05-17,13.9468
2022-05-18,13.9379
2022-05-19,13.6127
2022-05-20,13.2293
2022-05-21,13.2293
2022-05-22,13.2293
2022-05-23,13.3215
2022-05-24,12.5561
2022-05-25,12.7729
2022-05-26,13.5987
2022-05-27,13.9873
2022-05-28,13.9873
2022-05-29,13.9873
2022-05-30,13.9873
2022-05-31,13.8384
2022-06-01,13.5582
2022-06-02,13.7314
2022-06-03,13.6068
2022-06-04,13.6068
2022-06-05,13.6068
2022-06-06,13.6621
2022-06-07,13.8516
2022-06-08,13.5515
2022-06-09,13.0767
2022-06-10,12.6984
2022-06-11,12.6984
2022-06-12,12.6984
2022-06-13,11.9758
2022-06-14,11.801
2022-06-15,11.8563
2022-06-16,11.2281
2022-06-17,11.4456
2022-06-18,11.4456
2022-06-19,11.4456
2022-06-20,11.4456
2022-06-21,11.1256
2022-06-22,11.2325
2022-06-23,11.4677
2022-06-24,11.9242
2022-06-25,11.9242
2022-06-26,11.9242
2022-06-27,11.526
2022-06-28,11.4205
2022-06-29,11.2082
2022-06-30,22.0017
2022-07-01,22.3178
2022-07-02,22.3178
2022-07-03,22.3178
2022-07-04,22.3178
2022-07-05,22.593
2022-07-06,22.0276
2022-07-07,22.112
2022-07-08,21.984
2022-07-09,21.984
2022-07-10,21.984
2022-07-11,21.7346
2022-07-12,22.3763
2022-07-13,22.0902
2022-07-14,22.0712
2022-07-15,22.3532
2022-07-16,22.3532
2022-07-17,22.3532
2022-07-18,22.2769
2022-07-19,22.9567
2022-07-20,23.0303
2022-07-21,22.7742
2022-07-22,22.4431
2022-07-23,22.4431
2022-07-24,22.4431
2022-07-25,22.4826
2022-07-26,21.7673
2022-07-27,22.1161
2022-07-28,22.2592
2022-07-29,22.3041
2022-07-30,22.3041
2022-07-31,22.3041
2022-08-01,22.5984
2022-08-02,21.9867
2022-08-03,22.6311
2022-08-04,22.2927
2022-08-05,21.6679
2022-08-06,21.6679
2022-08-07,21.6679
2022-08-08,21.8019
2022-08-09,20.8407
2022-08-10,21.255
2022-08-11,21.2263
2022-08-12,21.5079
2022-08-13,21.5079
2022-08-14,21.5079
2022-08-15,21.6857
2022-08-16,21.8948
2022-08-17,21.0841
2022-08-18,21.0253
2022-08-19,20.6042
2022-08-20,20.6042
2022-08-21,20.6042
2022-08-22,19.9971
2022-08-23,19.8768
2022-08-24,19.9561
2022-08-25,20.3307
2022-08-26,20.0081
2022-08-27,20.0081
2022-08-28,20.0081
2022-08-29,19.7346
2022-08-30,20.1216
2022-08-31,19.788
2022-09-01,19.7866
2022-09-02,19.6553
2022-09-03,19.6553
2022-09-04,19.6553
2022-09-05,19.6553
2022-09-06,19.6143
2022-09-07,19.855
2022-09-08,19.9903
2022-09-09,20.246
2022-09-10,20.246
2022-09-11,20.246
2022-09-12,20.4934
2022-09-13,19.9288
2022-09-14,19.926
2022-09-15,19.8249
2022-09-16,19.0456
2022-09-17,19.0456
2022-09-18,19.0456
2022-09-19,19.1413
2022-09-20,18.835
2022-09-21,18.4891
2022-09-22,18.1842
2022-09-23,17.5703
2022-09-24,17.5703
2022-09-25,17.5703
2022-09-26,16.9769
2022-09-27,16.8935
2022-09-28,17.3598
2022-09-29,16.806
2022-09-30,68.1229
2022-10-01,68.1229
2022-10-02,68.1229
2022-10-03,68.8038
2022-10-04,72.1321
2022-10-05,70.2215
2022-10-06,68.4633
2022-10-07,65.7448
2022-10-08,65.7448
2022-10-09,65.7448
2022-10-10,65.1553
2022-10-11,64.2915
2022-10-12,65.2315
2022-10-13,65.5263
2022-10-14,64.9368
2022-10-15,64.9368
2022-10-16,64.9368
2022-10-17,65.3128
2022-10-18,65.8972
2022-10-19,64.6726
2022-10-20,64.8098
2022-10-21,64.6421
2022-10-22,64.6421
2022-10-23,64.6421
2022-10-24,65.323
2022-10-25,66.6289
2022-10-26,67.2895
2022-10-27,67.7265
2022-10-28,68.133
2022-10-29,68.133
2022-10-30,68.133
2022-10-31,69.1747
2022-11-01,69.3475
2022-11-02,67.7367
2022-11-03,69.5327
2022-11-04,69.0853
2022-11-05,69.0853
2022-11-06,69.0853
2022-11-07,71.137
2022-11-08,69.7127
2022-11-09,69.1573
2022-11-10,71.1679
2022-11-11,72.4689
2022-11-12,72.4689
2022-11-13,72.4689
2022-11-14,71.749
2022-11-15,73.8984
2022-11-16,72.1963
2022-11-17,70.8491
2022-11-18,71.3067
2022-11-19,71.3067
2022-11-20,71.3067
2022-11-21,71.9032
2022-11-22,70.7411
2022-11-23,72.4946
2022-11-24,72.4946
2022-11-25,72.6077
2022-11-26,72.6077
2022-11-27,72.6077
2022-11-28,71.4301
2022-11-29,72.2683
2022-11-30,73.5179
2022-12-01,73.2145
2022-12-02,73.1528
2022-12-03,73.1528
2022-12-04,73.1528
2022-12-05,71.137
2022-12-06,70.1909
2022-12-07,67.9952
2022-12-08,67.6815
2022-12-09,68.2369
2022-12-10,68.2369
2022-12-11,68.2369
2022-12-12,69.8772
2022-12-13,68.6328
2022-12-14,67.8461
2022-12-15,65.7789
2022-12-16,66.3034
2022-12-17,66.3034
2022-12-18,66.3034
2022-12-19,65.527
2022-12-20,64.4985
2022-12-21,65.3933
2022-12-22,63.9638
2022-12-23,64.8225
2022-12-24,64.8225
2022-12-25,64.8225
2022-12-26,64.8225
2022-12-27,64.5448
2022-12-28,63.7324
2022-12-29,65.9229
2022-12-30,27.3636
2022-12-31,27.3636
2023-01-01,27.3636
2023-01-02,27.3636
2023-01-03,27.5904
2023-01-04,28.7006
2023-01-05,28.5882
2023-01-06,28.8492
2023-01-07,28.8492
2023-01-08,28.8492
2023-01-09,29.2446
2023-01-10,29.7987
2023-01-11,29.5237
2023-01-12,29.9955
2023-01-13,29.6261
2023-01-14,29.6261
2023-01-15,29.6261
2023-01-16,29.6261
2023-01-17,29.9172
2023-01-18,29.7726
2023-01-19,30.0256
2023-01-20,30.8828
2023-01-21,30.8828
2023-01-22,30.8828
2023-01-23,30.5074
2023-01-24,30.4974
2023-01-25,30.6379
2023-01-26,30.6299
2023-01-27,31.0213
2023-01-28,31.0213
2023-01-29,31.0213
2023-01-30,30.8105
2023-01-31,30.9852
2023-02-01,30.656
2023-02-02,34.2414
2023-02-03,33.9242
2023-02-04,33.9242
2023-02-05,33.9242
2023-02-06,33.1293
2023-02-07,33.6572
2023-02-08,33.0289
2023-02-09,32.5872
2023-02-10,31.9789
2023-02-11,31.9789
2023-02-12,31.9789
2023-02-13,32.3102
2023-02-14,32.8582
2023-02-15,34.4081
2023-02-16,33.9423
2023-02-17,33.87
2023-02-18,33.87
2023-02-19,33.87
2023-02-20,33.87
2023-02-21,33.2537
2023-02-22,33.5288
2023-02-23,34.113
2023-02-24,33.9784
2023-02-25,33.9784
2023-02-26,33.9784
2023-02-27,33.715
2023-02-28,33.9918
2023-03-01,34.1144
2023-03-02,34.2251
2023-03-03,34.3497
2023-03-04,34.3497
2023-03-05,34.3497
2023-03-06,33.6557
2023-03-07,34.1896
2023-03-08,34.2825
2023-03-09,33.6399
2023-03-10,32.7085
2023-03-11,32.7085
2023-03-12,32.7085
2023-03-13,31.7179
2023-03-14,31.969
2023-03-15,30.5789
