,H US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,48.3543
2020-01-02,48.0941
2020-01-03,47.9639
2020-01-04,47.9639
2020-01-05,47.9639
2020-01-06,47.3326
2020-01-07,46.8266
2020-01-08,47.3615
2020-01-09,47.217
2020-01-10,46.5953
2020-01-11,46.5953
2020-01-12,46.5953
2020-01-13,46.8363
2020-01-14,46.9326
2020-01-15,46.6772
2020-01-16,47.323
2020-01-17,47.6218
2020-01-18,47.6218
2020-01-19,47.6218
2020-01-20,47.6218
2020-01-21,46.4555
2020-01-22,46.5664
2020-01-23,46.4652
2020-01-24,45.6989
2020-01-25,45.6989
2020-01-26,45.6989
2020-01-27,45.4146
2020-01-28,45.9688
2020-01-29,46.2483
2020-01-30,46.5278
2020-01-31,45.8628
2020-02-01,45.8628
2020-02-02,45.8628
2020-02-03,46.5423
2020-02-04,47.5447
2020-02-05,48.5615
2020-02-06,47.9977
2020-02-07,47.535
2020-02-08,47.535
2020-02-09,47.535
2020-02-10,47.8676
2020-02-11,47.7615
2020-02-12,48.0025
2020-02-13,47.4097
2020-02-14,47.5013
2020-02-15,47.5013
2020-02-16,47.5013
2020-02-17,47.5013
2020-02-18,47.8579
2020-02-19,48.4651
2020-02-20,49.2444
2020-02-21,48.7217
2020-02-22,48.7217
2020-02-23,48.7217
2020-02-24,45.8851
2020-02-25,43.2052
2020-02-26,42.8726
2020-02-27,41.623
2020-02-28,41.5184
2020-02-29,41.5184
2020-03-01,41.5184
2020-03-02,41.7275
2020-03-03,40.5444
2020-03-04,40.9958
2020-03-05,38.2209
2020-03-06,38.0118
2020-03-07,38.0118
2020-03-08,38.0118
2020-03-09,35.4127
2020-03-10,36.8905
2020-03-11,34.1108
2020-03-12,29.9533
2020-03-13,31.2789
2020-03-14,31.2789
2020-03-15,31.2789
2020-03-16,28.6941
2020-03-17,26.5654
2020-03-18,22.4934
2020-03-19,24.0281
2020-03-20,27.3209
2020-03-21,27.3209
2020-03-22,27.3209
2020-03-23,27.6868
2020-03-24,28.2427
2020-03-25,29.7632
2020-03-26,29.4448
2020-03-27,28.4708
2020-03-28,28.4708
2020-03-29,28.4708
2020-03-30,28.1904
2020-03-31,33.9289
2020-04-01,31.4769
2020-04-02,29.4681
2020-04-03,29.3357
2020-04-04,29.3357
2020-04-05,29.3357
2020-04-06,33.0227
2020-04-07,34.389
2020-04-08,35.8643
2020-04-09,36.8746
2020-04-10,36.8746
2020-04-11,36.8746
2020-04-12,36.8746
2020-04-13,36.0709
2020-04-14,37.7644
2020-04-15,37.4142
2020-04-16,37.3281
2020-04-17,39.1134
2020-04-18,39.1134
2020-04-19,39.1134
2020-04-20,37.7701
2020-04-21,38.1318
2020-04-22,37.3683
2020-04-23,36.9492
2020-04-24,36.5704
2020-04-25,36.5704
2020-04-26,36.5704
2020-04-27,38.3499
2020-04-28,38.3442
2020-04-29,40.0778
2020-04-30,38.6542
2020-05-01,35.9389
2020-05-02,35.9389
2020-05-03,35.9389
2020-05-04,36.1111
2020-05-05,35.7265
2020-05-06,35.1754
2020-05-07,35.2902
2020-05-08,36.8457
2020-05-09,36.8457
2020-05-10,36.8457
2020-05-11,35.0598
2020-05-12,33.3599
2020-05-13,31.8267
2020-05-14,33.1704
2020-05-15,33.3944
2020-05-16,33.3944
2020-05-17,33.3944
2020-05-18,37.1616
2020-05-19,37.2592
2020-05-20,37.3281
2020-05-21,37.0467
2020-05-22,36.6447
2020-05-23,36.6447
2020-05-24,36.6447
2020-05-25,36.6447
2020-05-26,38.827
2020-05-27,39.0394
2020-05-28,38.2355
2020-05-29,37.9943
2020-05-30,37.9943
2020-05-31,37.9943
2020-06-01,38.626
2020-06-02,39.3151
2020-06-03,40.7565
2020-06-04,41.5203
2020-06-05,42.8181
2020-06-06,42.8181
2020-06-07,42.8181
2020-06-08,45.1209
2020-06-09,42.5195
2020-06-10,40.7106
2020-06-11,37.5061
2020-06-12,38.4709
2020-06-13,38.4709
2020-06-14,38.4709
2020-06-15,38.201
2020-06-16,38.8786
2020-06-17,37.8737
2020-06-18,38.2757
2020-06-19,36.817
2020-06-20,36.817
2020-06-21,36.817
2020-06-22,36.9778
2020-06-23,36.863
2020-06-24,35.0253
2020-06-25,34.5946
2020-06-26,33.5207
2020-06-27,33.5207
2020-06-28,33.5207
2020-06-29,35.3641
2020-06-30,35.3641
2020-07-01,35.3641
2020-07-02,35.3641
2020-07-03,35.3641
2020-07-04,35.3641
2020-07-05,35.3641
2020-07-06,35.3641
2020-07-07,35.3641
2020-07-08,35.3641
2020-07-09,35.3641
2020-07-10,35.3641
2020-07-11,35.3641
2020-07-12,35.3641
2020-07-13,35.3641
2020-07-14,35.3641
2020-07-15,35.3641
2020-07-16,35.3641
2020-07-17,35.3641
2020-07-18,35.3641
2020-07-19,35.3641
2020-07-20,35.3641
2020-07-21,35.3641
2020-07-22,35.3641
2020-07-23,35.3641
2020-07-24,35.3641
2020-07-25,35.3641
2020-07-26,35.3641
2020-07-27,35.3641
2020-07-28,35.3641
2020-07-29,35.3641
2020-07-30,35.3641
2020-07-31,35.3641
2020-08-01,35.3641
2020-08-02,35.3641
2020-08-03,35.3641
2020-08-04,35.3641
2020-08-05,35.3641
2020-08-06,35.3641
2020-08-07,35.3641
2020-08-08,35.3641
2020-08-09,35.3641
2020-08-10,35.3641
2020-08-11,35.3641
2020-08-12,35.3641
2020-08-13,35.3641
2020-08-14,35.3641
2020-08-15,35.3641
2020-08-16,35.3641
2020-08-17,35.3641
2020-08-18,35.3641
2020-08-19,35.3641
2020-08-20,35.3641
2020-08-21,35.3641
2020-08-22,35.3641
2020-08-23,35.3641
2020-08-24,35.3641
2020-08-25,35.3641
2020-08-26,35.3641
2020-08-27,35.3641
2020-08-28,35.3641
2020-08-29,35.3641
2020-08-30,35.3641
2020-08-31,35.3641
2020-09-01,35.3641
2020-09-02,35.3641
2020-09-03,35.3641
2020-09-04,35.3641
2020-09-05,35.3641
2020-09-06,35.3641
2020-09-07,35.3641
2020-09-08,35.3641
2020-09-09,35.3641
2020-09-10,35.3641
2020-09-11,35.3641
2020-09-12,35.3641
2020-09-13,35.3641
2020-09-14,35.3641
2020-09-15,35.3641
2020-09-16,35.3641
2020-09-17,35.3641
2020-09-18,35.3641
2020-09-19,35.3641
2020-09-20,35.3641
2020-09-21,35.3641
2020-09-22,35.3641
2020-09-23,35.3641
2020-09-24,35.3641
2020-09-25,35.3641
2020-09-26,35.3641
2020-09-27,35.3641
2020-09-28,35.3641
2020-09-29,35.3641
2020-09-30,35.3641
2020-10-01,35.3641
2020-10-02,35.3641
2020-10-03,35.3641
2020-10-04,35.3641
2020-10-05,35.3641
2020-10-06,35.3641
2020-10-07,35.3641
2020-10-08,35.3641
2020-10-09,35.3641
2020-10-10,35.3641
2020-10-11,35.3641
2020-10-12,35.3641
2020-10-13,35.3641
2020-10-14,35.3641
2020-10-15,35.3641
2020-10-16,35.3641
2020-10-17,35.3641
2020-10-18,35.3641
2020-10-19,35.3641
2020-10-20,35.3641
2020-10-21,35.3641
2020-10-22,35.3641
2020-10-23,35.3641
2020-10-24,35.3641
2020-10-25,35.3641
2020-10-26,35.3641
2020-10-27,35.3641
2020-10-28,35.3641
2020-10-29,35.3641
2020-10-30,35.3641
2020-10-31,35.3641
2020-11-01,35.3641
2020-11-02,35.3641
2020-11-03,35.3641
2020-11-04,35.3641
2020-11-05,35.3641
2020-11-06,35.3641
2020-11-07,35.3641
2020-11-08,35.3641
2020-11-09,35.3641
2020-11-10,35.3641
2020-11-11,35.3641
2020-11-12,35.3641
2020-11-13,35.3641
2020-11-14,35.3641
2020-11-15,35.3641
2020-11-16,35.3641
2020-11-17,35.3641
2020-11-18,35.3641
2020-11-19,35.3641
2020-11-20,35.3641
2020-11-21,35.3641
2020-11-22,35.3641
2020-11-23,35.3641
2020-11-24,35.3641
2020-11-25,35.3641
2020-11-26,35.3641
2020-11-27,35.3641
2020-11-28,35.3641
2020-11-29,35.3641
2020-11-30,35.3641
2020-12-01,35.3641
2020-12-02,35.3641
2020-12-03,35.3641
2020-12-04,35.3641
2020-12-05,35.3641
2020-12-06,35.3641
2020-12-07,35.3641
2020-12-08,35.3641
2020-12-09,35.3641
2020-12-10,35.3641
2020-12-11,35.3641
2020-12-12,35.3641
2020-12-13,35.3641
2020-12-14,35.3641
2020-12-15,35.3641
2020-12-16,35.3641
2020-12-17,35.3641
2020-12-18,35.3641
2020-12-19,35.3641
2020-12-20,35.3641
2020-12-21,35.3641
2020-12-22,35.3641
2020-12-23,35.3641
2020-12-24,35.3641
2020-12-25,35.3641
2020-12-26,35.3641
2020-12-27,35.3641
2020-12-28,35.3641
2020-12-29,35.3641
2020-12-30,35.3641
2020-12-31,35.3641
2021-01-01,35.3641
2021-01-02,35.3641
