,GOLF US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-04,14.5928
2023-03-05,14.5928
2023-03-06,14.4716
2023-03-07,14.4121
2023-03-08,14.2385
2023-03-09,14.1458
2023-03-10,14.1434
2023-03-11,14.1434
2023-03-12,14.1434
2023-03-13,14.2029
2023-03-14,13.9746
2023-03-15,13.7891
2023-03-16,14.0507
2023-03-17,13.9532
2023-03-18,13.9532
2023-03-19,13.9532
2023-03-20,14.0436
2023-03-21,14.1292
2023-03-22,13.9627
2023-03-23,14.103
2023-03-24,13.9437
2023-03-25,13.9437
2023-03-26,13.9437
2023-03-27,13.7487
2023-03-28,13.8771
2023-03-29,13.9151
2023-03-30,13.9627
2023-03-31,14.0425
2023-04-01,14.0425
2023-04-02,14.0425
2023-04-03,14.0492
2023-04-04,13.858
2023-04-05,13.5133
2023-04-06,13.6356
2023-04-07,13.6356
2023-04-08,13.6356
2023-04-09,13.6356
2023-04-10,13.8291
2023-04-11,13.9803
2023-04-12,13.9914
2023-04-13,13.7624
2023-04-14,13.6556
2023-04-15,13.6556
2023-04-16,13.6556
2023-04-17,13.7134
2023-04-18,13.8313
2023-04-19,13.8847
2023-04-20,13.9914
2023-04-21,14.1867
2023-04-22,14.1867
2023-04-23,14.1867
2023-04-24,14.1196
2023-04-25,13.7638
2023-04-26,13.8645
2023-04-27,13.9496
2023-04-28,13.9317
2023-04-29,13.9317
2023-04-30,13.9317
2023-05-01,13.8399
2023-05-02,14.0144
2023-05-03,14.0525
2023-05-04,14.6099
2023-05-05,14.63
2023-05-06,14.63
2023-05-07,14.63
2023-05-08,14.3794
2023-05-09,14.2496
2023-05-10,13.8939
2023-05-11,13.1242
2023-05-12,13.0705
2023-05-13,13.0705
2023-05-14,13.0705
2023-05-15,13.3032
2023-05-16,13.0504
2023-05-17,13.1645
2023-05-18,13.0683
2023-05-19,12.5961
2023-05-20,12.5961
2023-05-21,12.5961
2023-05-22,12.6163
2023-05-23,12.6163
2023-05-24,12.6029
2023-05-25,12.6431
2023-05-26,12.7282
2023-05-27,12.7282
2023-05-28,12.7282
2023-05-29,12.7282
2023-05-30,12.8646
2023-05-31,12.7304
2023-06-01,12.9564
2023-06-02,13.3188
2023-06-03,13.3188
2023-06-04,13.3188
2023-06-05,13.1466
2023-06-06,13.6187
2023-06-07,14.0281
2023-06-08,13.7708
2023-06-09,13.8916
2023-06-10,13.8916
2023-06-11,13.8916
2023-06-12,14.0147
2023-06-13,14.1915
2023-06-14,14.2161
2023-06-15,14.2027
2023-06-16,14.0617
2023-06-17,14.0617
2023-06-18,14.0617
2023-06-19,14.0617
2023-06-20,13.9968
2023-06-21,14.178
2023-06-22,14.2832
2023-06-23,14.093
2023-06-24,14.093
2023-06-25,14.093
2023-06-26,14.2563
2023-06-27,14.7486
2023-06-28,14.8582
2023-06-29,15.1379
2023-06-30,13.6299
2023-07-01,13.6299
2023-07-02,13.6299
2023-07-03,13.7017
2023-07-04,13.7017
2023-07-05,13.3322
2023-07-06,13.3807
2023-07-07,13.2921
2023-07-08,13.2921
2023-07-09,13.2921
2023-07-10,13.4103
2023-07-11,13.5053
2023-07-12,13.8559
2023-07-13,13.9868
2023-07-14,13.9382
2023-07-15,13.9382
2023-07-16,13.9382
2023-07-17,13.9614
2023-07-18,13.9065
2023-07-19,14.1177
2023-07-20,14.0121
2023-07-21,13.8812
2023-07-22,13.8812
2023-07-23,13.8812
2023-07-24,14.1219
2023-07-25,14.2043
2023-07-26,14.407
2023-07-27,14.1473
2023-07-28,14.1536
2023-07-29,14.1536
2023-07-30,14.1536
2023-07-31,14.6752
2023-08-01,14.6435
2023-08-02,14.5126
2023-08-03,14.2047
2023-08-04,14.2318
2023-08-05,14.2318
2023-08-06,14.2318
2023-08-07,14.1547
2023-08-08,14.0566
2023-08-09,13.8772
2023-08-10,13.7646
2023-08-11,13.4893
2023-08-12,13.4893
2023-08-13,13.4893
2023-08-14,13.6394
2023-08-15,13.4267
2023-08-16,13.3704
2023-08-17,13.3891
2023-08-18,13.4955
2023-08-19,13.4955
2023-08-20,13.4955
2023-08-21,14.0712
2023-08-22,14.0086
2023-08-23,14.1463
2023-08-24,13.9899
2023-08-25,14.0775
2023-08-26,14.0775
2023-08-27,14.0775
2023-08-28,14.138
2023-08-29,14.3257
2023-08-30,14.2298
2023-08-31,14.2965
2023-09-01,14.3111
2023-09-02,14.3111
2023-09-03,14.3111
2023-09-04,14.3111
2023-09-05,14.017
2023-09-06,13.9878
2023-09-07,13.8731
2023-09-08,13.9002
2023-09-09,13.9002
2023-09-10,13.9002
2023-09-11,13.919
2023-09-12,14.0232
2023-09-13,13.921
2023-09-14,14.0608
2023-09-15,13.8898
2023-09-16,13.8898
2023-09-17,13.8898
2023-09-18,13.896
2023-09-19,13.7959
2023-09-20,13.5977
2023-09-21,13.3912
2023-09-22,13.385
2023-09-23,13.385
2023-09-24,13.385
2023-09-25,13.4163
2023-09-26,13.1493
2023-09-27,12.7237
2023-09-28,13.047
2023-09-29,12.7827
2023-09-30,12.7827
2023-10-01,12.7827
2023-10-02,12.7703
2023-10-03,12.5448
2023-10-04,12.5117
2023-10-05,12.5758
2023-10-06,12.7351
2023-10-07,12.7351
2023-10-08,12.7351
2023-10-09,12.7807
2023-10-10,12.9689
2023-10-11,13.1365
2023-10-12,12.6958
2023-10-13,12.5448
2023-10-14,12.5448
2023-10-15,12.5448
2023-10-16,12.9255
2023-10-17,12.9648
2023-10-18,12.8427
2023-10-19,12.6193
2023-10-20,12.5448
2023-10-21,12.5448
2023-10-22,12.5448
2023-10-23,12.5055
2023-10-24,12.5448
2023-10-25,12.3999
2023-10-26,12.2199
2023-10-27,12.0751
2023-10-28,12.0751
2023-10-29,12.0751
2023-10-30,12.3668
2023-10-31,12.3524
2023-11-01,12.1868
2023-11-02,12.9687
2023-11-03,13.0297
2023-11-04,13.0297
2023-11-05,13.0297
2023-11-06,13.111
2023-11-07,13.4322
2023-11-08,12.9687
2023-11-09,12.9423
2023-11-10,12.8
2023-11-11,12.8
2023-11-12,12.8
2023-11-13,12.9138
2023-11-14,13.1944
2023-11-15,13.4912
2023-11-16,13.2411
2023-11-17,13.3367
2023-11-18,13.3367
2023-11-19,13.3367
2023-11-20,13.5095
2023-11-21,13.4668
2023-11-22,13.5298
2023-11-23,13.5298
2023-11-24,13.4647
2023-11-25,13.4647
2023-11-26,13.4647
2023-11-27,13.5196
2023-11-28,13.3794
2023-11-29,13.416
2023-11-30,13.294
2023-12-01,13.6538
2023-12-02,13.6538
2023-12-03,13.6538
2023-12-04,13.7575
2023-12-05,13.3956
2023-12-06,13.4647
2023-12-07,13.4546
2023-12-08,13.4343
2023-12-09,13.4343
2023-12-10,13.4343
2023-12-11,13.6131
2023-12-12,13.54
2023-12-13,13.914
2023-12-14,14.4751
2023-12-15,14.3978
2023-12-16,14.3978
2023-12-17,14.3978
2023-12-18,14.4568
2023-12-19,14.7129
2023-12-20,14.3958
2023-12-21,14.654
2023-12-22,14.6377
2023-12-23,14.6377
2023-12-24,14.6377
2023-12-25,14.6377
2023-12-26,14.7983
2023-12-27,14.8979
2023-12-28,14.7922
2023-12-29,17.2051
2023-12-30,17.2051
2023-12-31,17.2051
2024-01-01,17.2051
2024-01-02,17.3311
2024-01-03,16.8545
2024-01-04,16.7354
2024-01-05,16.7308
2024-01-06,16.7308
2024-01-07,16.7308
2024-01-08,17.0585
2024-01-09,16.9118
2024-01-10,16.992
2024-01-11,16.9599
2024-01-12,17.1891
2024-01-13,17.1891
2024-01-14,17.1891
2024-01-15,17.1891
2024-01-16,17.0562
2024-01-17,16.9324
2024-01-18,17.2784
2024-01-19,17.668
2024-01-20,17.668
2024-01-21,17.668
2024-01-22,18.0736
2024-01-23,18.0301
2024-01-24,17.8582
2024-01-25,17.7528
2024-01-26,17.7665
2024-01-27,17.7665
2024-01-28,17.7665
2024-01-29,17.8399
2024-01-30,17.6382
2024-01-31,17.2441
2024-02-01,17.4572
2024-02-02,17.5511
2024-02-03,17.5511
2024-02-04,17.5511
2024-02-05,17.3449
2024-02-06,17.3564
2024-02-07,17.4686
2024-02-08,17.7734
2024-02-09,18.0163
2024-02-10,18.0163
2024-02-11,18.0163
2024-02-12,18.5754
2024-02-13,17.6703
2024-02-14,18.1309
2024-02-15,18.0301
2024-02-16,18.0782
2024-02-17,18.0782
2024-02-18,18.0782
2024-02-19,18.0782
2024-02-20,18.1996
2024-02-21,18.3555
2024-02-22,18.5479
2024-02-23,18.6465
2024-02-24,18.6465
2024-02-25,18.6465
2024-02-26,18.58
2024-02-27,18.5594
2024-02-28,18.5777
2024-02-29,17.0664
2024-03-01,17.3067
2024-03-02,17.3067
2024-03-03,17.3067
2024-03-04,17.4291
2024-03-05,17.1109
2024-03-06,17.0842
2024-03-07,16.9818
2024-03-08,17.0241
2024-03-09,17.0241
2024-03-10,17.0241
2024-03-11,16.7593
2024-03-12,16.5924
2024-03-13,16.6591
2024-03-14,16.5323
2024-03-15,16.5278
2024-03-16,16.5278
2024-03-17,16.5278
2024-03-18,16.4054
2024-03-19,16.5323
2024-03-20,16.7504
2024-03-21,17.102
2024-03-22,16.9707
2024-03-23,16.9707
2024-03-24,16.9707
2024-03-25,16.9885
2024-03-26,17.2066
2024-03-27,17.4937
2024-03-28,17.4069
2024-03-29,17.4069
2024-03-30,17.4069
2024-03-31,17.4069
2024-04-01,17.6428
2024-04-02,17.3023
2024-04-03,17.378
2024-04-04,17.0864
2024-04-05,16.9462
2024-04-06,16.9462
2024-04-07,16.9462
2024-04-08,16.9551
